actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
25,PT09M48.00S,2025-01-09T00:13:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,87.20433639947439,49.26470588235294,1610612741,5,4,2025-01-09T00:16:16Z,240000,False,-4.0,68.0,1,right,MISS J. Giddey 6' driving floating Shot,[1630581],1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.79,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,
27,PT09M46.00S,2025-01-09T00:13:19.1Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,5,4,2025-01-09T00:13:35Z,260000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,Nembhard,A. Nembhard,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
28,PT09M39.00S,2025-01-09T00:13:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,8.360709592641262,51.225490196078425,1610612754,5,4,2025-01-09T00:13:32Z,270000,False,-6.0,26.0,1,left,MISS A. Nembhard driving Layup,[1629614],1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,2.68,Missed,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,
29,PT09M36.00S,2025-01-09T00:13:29.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,4,2025-01-09T00:13:32Z,280000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Vučević,N. Vučević,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
30,PT09M27.00S,2025-01-09T00:13:38.6Z,1,REGULAR,3pt,Jump Shot,[],1630172,71.43561103810775,85.5392156862745,1610612741,5,4,2025-01-09T00:13:43Z,290000,False,178.0,216.0,1,right,MISS P. Williams 27' 3PT,[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,27.97,Missed,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
31,PT09M24.00S,2025-01-09T00:13:41.6Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,5,4,2025-01-09T00:13:43Z,300000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,Mathurin,B. Mathurin,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
32,PT09M13.00S,2025-01-09T00:13:51.9Z,1,REGULAR,2pt,Jump Shot,[],1628418,13.091327201051248,20.34313725490196,1610612754,7,4,2025-01-09T00:13:56Z,310000,False,148.0,71.0,1,left,T. Bryant 16' Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1628418, 1630169]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Right,16.42,Made,Bryant,T. Bryant,,,,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,
34,PT09M10.00S,2025-01-09T00:13:59.0Z,1,REGULAR,turnover,inbound,[],1630581,,,1610612741,7,4,2025-01-09T00:14:07Z,330000,False,,,0,,J. Giddey inbound TURNOVER (1 TO),[1630581],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,Giddey,J. Giddey,,,,,1.0,,,,,,,1628487.0,,,,,,,
35,PT08M58.00S,2025-01-09T00:14:26.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630169,17.821944809461236,16.911764705882355,1610612754,7,4,2025-01-09T00:14:30Z,340000,False,165.0,115.0,1,left,MISS T. Haliburton 20' pullup Shot,[1630169],1610612754.0,IND,pullup,,,,,,Mid-Range,16-24 Right,20.15,Missed,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,
36,PT08M55.00S,2025-01-09T00:14:29.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,7,4,2025-01-09T00:14:30Z,350000,False,,,0,,N. Vučević REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right,,,Vučević,N. Vučević,35.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
37,PT08M48.00S,2025-01-09T00:14:35.8Z,1,REGULAR,turnover,lost ball,[],1629632,,,1610612741,7,4,2025-01-09T00:14:39Z,360000,False,,,0,,C. White lost ball TURNOVER (2 TO),"[1629632, 1629614]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,White,C. White,,,,,2.0,Nembhard,1629614.0,,,,,,,,,,,,
38,PT08M48.00S,2025-01-09T00:14:35.8Z,1,REGULAR,steal,,[],1629614,,,1610612754,7,4,2025-01-09T00:14:37Z,370000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,
39,PT08M44.00S,2025-01-09T00:14:39.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629614,8.754927726675426,49.754901960784316,1610612754,9,4,2025-01-09T00:14:45Z,380000,False,1.0,30.0,1,left,A. Nembhard running finger roll Layup (2 PTS),[1629614],1610612754.0,IND,running finger roll,,,,,,Restricted Area,0-8 Center,2.98,Made,Nembhard,A. Nembhard,,,,,,,,2.0,,,,,,,,,,,
40,PT08M44.00S,2025-01-09T00:14:42.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,9,4,2025-01-09T00:14:42Z,390000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M31.00S,2025-01-09T00:17:52.9Z,1,REGULAR,3pt,Jump Shot,[],1630172,72.09264126149803,86.76470588235294,1610612741,9,4,2025-01-09T00:17:57Z,400000,False,184.0,210.0,1,right,MISS P. Williams 27' 3PT,[1630172],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,27.89,Missed,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
42,PT08M27.00S,2025-01-09T00:17:56.9Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,9,4,2025-01-09T00:17:57Z,410000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,Haliburton,T. Haliburton,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
43,PT08M18.00S,2025-01-09T00:18:04.8Z,1,REGULAR,2pt,Jump Shot,[],1630169,19.793035479632064,32.35294117647059,1610612754,9,4,2025-01-09T00:18:12Z,420000,False,88.0,134.0,1,left,MISS T. Haliburton 16' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,,,,Mid-Range,16-24 Right Center,16.01,Missed,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,
44,PT08M16.00S,2025-01-09T00:18:06.8Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,9,4,2025-01-09T00:18:12Z,430000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,Williams,P. Williams,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
45,PT08M10.00S,2025-01-09T00:18:12.7Z,1,REGULAR,turnover,bad pass,[],1630172,,,1610612741,9,4,2025-01-09T00:18:16Z,440000,False,,,0,,P. Williams bad pass TURNOVER (1 TO),"[1630172, 1628418]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,Williams,P. Williams,,,,,1.0,Bryant,1628418.0,,,,,,,,,,,,
46,PT08M10.00S,2025-01-09T00:18:12.7Z,1,REGULAR,steal,,[],1628418,,,1610612754,9,4,2025-01-09T00:18:14Z,450000,False,,,0,,T. Bryant STEAL (2 STL),[1628418],1610612754.0,IND,,,,,,,Mid-Range,16-24 Right Center,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
47,PT08M03.00S,2025-01-09T00:18:19.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628418,30.831143232588698,66.17647058823529,1610612754,9,4,2025-01-09T00:18:24Z,460000,False,-81.0,237.0,1,left,MISS T. Bryant 25' 3PT,[1628418],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,25.07,Missed,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
48,PT08M00.00S,2025-01-09T00:18:22.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,9,4,2025-01-09T00:18:24Z,470000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Giddey,J. Giddey,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
49,PT07M50.00S,2025-01-09T00:18:40.8Z,1,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612741,9,4,2025-01-09T00:18:44Z,480000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Williams 2 FT),"[1629614, 1630172]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Nembhard,A. Nembhard,,,,,,,,,,,,1193.0,1.0,0.0,Williams,1630172.0,,,
51,PT07M50.00S,2025-01-09T00:19:04.9Z,1,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,9,4,2025-01-09T00:19:04Z,500000,False,,,0,,MISS P. Williams Free Throw 1 of 2,[1630172],1610612741.0,CHI,,,,,,,,,,Missed,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
52,PT07M50.00S,2025-01-09T00:19:04.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,9,4,2025-01-09T00:19:04Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,
53,PT07M50.00S,2025-01-09T00:19:05.7Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,9,4,2025-01-09T00:19:17Z,520000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,,
54,PT07M50.00S,2025-01-09T00:19:05.7Z,1,REGULAR,substitution,in,[],1628366,,,1610612741,9,4,2025-01-09T00:19:17Z,530000,False,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
55,PT07M50.00S,2025-01-09T00:19:25.4Z,1,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,9,5,2025-01-09T00:19:25Z,540000,False,,,0,,P. Williams Free Throw 2 of 2 (1 PTS),[1630172],1610612741.0,CHI,,,,,,,,,,Made,Williams,P. Williams,,,,,,,,1.0,,,,,,,,,,,
56,PT07M31.00S,2025-01-09T00:19:46.0Z,1,REGULAR,3pt,Jump Shot,[],1631097,19.793035479632064,4.166666666666666,1610612754,9,5,2025-01-09T00:19:52Z,550000,False,229.0,134.0,1,left,MISS B. Mathurin 26' step back 3PT,[1631097],1610612754.0,IND,step back,,,,,,Above the Break 3,24+ Right Center,26.53,Missed,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,
57,PT07M27.00S,2025-01-09T00:19:50.0Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,9,5,2025-01-09T00:19:52Z,560000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Ball,L. Ball,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
58,PT07M16.00S,2025-01-09T00:20:01.3Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612741,9,5,2025-01-09T00:20:06Z,570000,False,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 1629614]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Giddey,J. Giddey,,,,,2.0,Nembhard,1629614.0,,,,,,,,,,,,
59,PT07M16.00S,2025-01-09T00:20:01.3Z,1,REGULAR,steal,,[],1629614,,,1610612754,9,5,2025-01-09T00:20:02Z,580000,False,,,0,,A. Nembhard STEAL (2 STL),[1629614],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,
60,PT07M11.00S,2025-01-09T00:20:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631097,7.703679369250986,47.30392156862745,1610612754,11,5,2025-01-09T00:20:11Z,590000,False,13.0,20.0,1,left,B. Mathurin running Layup (2 PTS) (T. Haliburton 2 AST),"[1631097, 1630169]",1610612754.0,IND,running,,,,,,Restricted Area,0-8 Center,2.4,Made,Mathurin,B. Mathurin,,,,,,,,2.0,T. Haliburton,1630169.0,2.0,,,,,,,,
62,PT06M50.00S,2025-01-09T00:20:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,89.43823915900131,49.754901960784316,1610612741,11,5,2025-01-09T00:24:21Z,610000,False,-1.0,47.0,1,right,MISS N. Vučević driving floating bank Shot,[202696],1610612741.0,CHI,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,
63,PT06M49.00S,2025-01-09T00:20:28.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,11,5,2025-01-09T00:20:43Z,620000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,Siakam,P. Siakam,62.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
64,PT06M42.00S,2025-01-09T00:20:34.1Z,1,REGULAR,3pt,Jump Shot,[],1631097,7.966491458607096,2.941176470588235,1610612754,11,5,2025-01-09T00:20:39Z,630000,False,235.0,22.0,1,left,MISS B. Mathurin 3PT,[1631097],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,23.64,Missed,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,
65,PT06M38.00S,2025-01-09T00:20:38.8Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612754,11,5,2025-01-09T00:20:38Z,640000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,,,Siakam,P. Siakam,64.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
66,PT06M38.00S,2025-01-09T00:20:38.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,5.590000152587891,50.0,1610612754,13,5,2025-01-09T00:20:38Z,650000,False,0.0,0.0,1,left,P. Siakam tip Layup (7 PTS),[1627783],1610612754.0,IND,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,Siakam,P. Siakam,,,,,,,,7.0,,,,,,,,,,,
67,PT06M25.00S,2025-01-09T00:20:50.8Z,1,REGULAR,3pt,Jump Shot,[],1630581,82.7365308804205,93.62745098039215,1610612741,13,8,2025-01-09T00:20:55Z,660000,False,218.0,110.0,1,right,J. Giddey 24' 3PT  (5 PTS) (N. Vučević 1 AST),"[1630581, 202696]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,24.42,Made,Giddey,J. Giddey,,,,,,,,5.0,N. Vučević,202696.0,1.0,,,,,,,,
69,PT06M08.00S,2025-01-09T00:21:10.8Z,1,REGULAR,foul,personal,[],1630581,,,1610612754,13,8,2025-01-09T00:21:40Z,680000,False,,,0,,J. Giddey personal FOUL (1 PF),"[1630581, 1627783]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,Giddey,J. Giddey,,,,,,,,,,,,1193.0,1.0,0.0,Siakam,1627783.0,,,
71,PT06M08.00S,2025-01-09T00:21:41.4Z,1,REGULAR,substitution,out,[],1630172,,,1610612754,13,8,2025-01-09T00:21:43Z,700000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,
72,PT06M08.00S,2025-01-09T00:21:41.4Z,1,REGULAR,substitution,in,[],1641763,,,1610612754,13,8,2025-01-09T00:21:43Z,710000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,,,,,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,
73,PT06M01.00S,2025-01-09T00:22:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,8.623521681997373,48.77450980392157,1610612754,15,8,2025-01-09T00:24:12Z,720000,False,6.0,29.0,1,left,T. Bryant cutting finger roll Layup (4 PTS) (P. Siakam 1 AST),"[1628418, 1627783]",1610612754.0,IND,cutting finger roll,,,,,,Restricted Area,0-8 Center,2.92,Made,Bryant,T. Bryant,,,,,,,,4.0,P. Siakam,1627783.0,1.0,,,,,,,,
75,PT05M44.00S,2025-01-09T00:22:24.5Z,1,REGULAR,2pt,Jump Shot,[],203897,79.97700394218134,17.647058823529413,1610612741,15,10,2025-01-09T00:22:28Z,740000,False,-162.0,136.0,1,right,Z. LaVine 21' step back Jump Shot (2 PTS),[203897],1610612741.0,CHI,step back,,,,,,Mid-Range,16-24 Left Center,21.12,Made,LaVine,Z. LaVine,,,,,,,,2.0,,,,,,,,,,,
76,PT05M26.00S,2025-01-09T00:22:42.5Z,1,REGULAR,2pt,Jump Shot,[],1630169,27.151773981603156,46.81372549019608,1610612754,17,10,2025-01-09T00:22:47Z,750000,False,16.0,203.0,1,left,T. Haliburton 20' pullup Jump Shot (2 PTS) (B. Mathurin 2 AST),"[1630169, 1631097]",1610612754.0,IND,pullup,,,,,,Mid-Range,16-24 Center,20.33,Made,Haliburton,T. Haliburton,,,,,,,,2.0,B. Mathurin,1631097.0,2.0,,,,,,,,
78,PT05M14.00S,2025-01-09T00:22:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,92.85479632063075,50.73529411764706,1610612741,17,12,2025-01-09T00:22:58Z,770000,False,4.0,15.0,1,right,Z. LaVine driving Layup (4 PTS),[203897],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.52,Made,LaVine,Z. LaVine,,,,,,,,4.0,,,,,,,,,,,
79,PT04M59.00S,2025-01-09T00:23:10.2Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612754,17,12,2025-01-09T00:23:14Z,780000,False,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 1630581]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Left,,,Siakam,P. Siakam,,,,,1.0,Giddey,1630581.0,,,,,,,,,,,,
80,PT04M59.00S,2025-01-09T00:23:10.2Z,1,REGULAR,steal,,[],1630581,,,1610612741,17,12,2025-01-09T00:23:14Z,790000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,
81,PT04M56.00S,2025-01-09T00:23:14.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,94.1688567674113,54.166666666666664,1610612741,17,12,2025-01-09T00:26:26Z,800000,False,21.0,2.0,1,right,MISS Z. LaVine running Layup,[203897],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,2.09,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
82,PT04M55.00S,2025-01-09T00:23:15.8Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,17,12,2025-01-09T00:26:26Z,810000,False,,,0,,N. Vučević REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Vučević,N. Vučević,81.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
83,PT04M55.00S,2025-01-09T00:23:17.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",202696,94.40999984741211,50.0,1610612741,17,12,2025-01-09T00:26:43Z,820000,False,0.0,0.0,1,right,MISS N. Vučević tip Layup,[202696],1610612741.0,CHI,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,
