actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
500,PT10M03.00S,2025-04-11T00:51:34.5Z,4,REGULAR,freethrow,1 of 1,[],1627783,,,1610612754,86,88,2025-04-11T00:51:34Z,4940000,False,,,0,,P. Siakam Free Throw 1 of 1 (8 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
501,PT09M48.00S,2025-04-11T00:51:50.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,7.046649145860711,48.28431372549019,1610612739,86,90,2025-04-11T00:51:53Z,4950000,False,9.0,14.0,1,left,C. Porter Jr. cutting Layup (11 PTS) (D. Wade 4 AST),"[1641854, 1629731]",1610612739.0,CLE,cutting,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,1.62,Made,11.0,,,,,,,,,,,,D. Wade,1629731.0,4.0,,,
503,PT09M30.00S,2025-04-11T00:52:08.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.85479632063075,51.9607843137255,1610612754,88,90,2025-04-11T00:52:11Z,4970000,False,10.0,15.0,1,right,B. Mathurin cutting Layup (11 PTS) (P. Siakam 2 AST),"[1631097, 1627783]",1610612754.0,IND,cutting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.77,Made,11.0,,,,,,,,,,,,P. Siakam,1627783.0,2.0,,,
505,PT09M13.00S,2025-04-11T00:52:25.9Z,4,REGULAR,3pt,Jump Shot,[],1630241,28.728646517739815,74.01960784313727,1610612739,88,93,2025-04-11T00:53:40Z,4990000,False,-120.0,218.0,1,left,S. Merrill 24' 3PT step back (12 PTS) (D. Hunter 2 AST),"[1630241, 1629631]",1610612739.0,CLE,step back,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,24.85,Made,12.0,,,,,,,,,,,,D. Hunter,1629631.0,2.0,,,
507,PT08M57.00S,2025-04-11T00:52:44.9Z,4,REGULAR,foul,personal,[],1630241,,,1610612754,88,93,2025-04-11T00:52:48Z,5010000,False,,,0,,S. Merrill personal FOUL (3 PF),"[1630241, 1627783]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),8-16 Left,,,,200832.0,3.0,0.0,Siakam,1627783.0,,,,,,,,,,,,
509,PT08M57.00S,2025-04-11T00:52:48.8Z,4,REGULAR,substitution,out,[],204456,,,1610612754,88,93,2025-04-11T00:52:54Z,5030000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT08M57.00S,2025-04-11T00:52:48.8Z,4,REGULAR,substitution,in,[],1629614,,,1610612754,88,93,2025-04-11T00:52:54Z,5040000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT08M52.00S,2025-04-11T00:53:12.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,83.39356110381078,50.98039215686274,1610612754,88,93,2025-04-11T00:53:16Z,5050000,False,5.0,104.0,1,right,MISS P. Siakam 10' driving floating bank Shot,[1627783],1610612754.0,IND,driving floating bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,10.37,Missed,,,,,,,,,,,,,,,,,,
512,PT08M49.00S,2025-04-11T00:53:15.9Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612754,88,93,2025-04-11T00:53:16Z,5060000,False,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,511.0,7.0,6.0,1.0,,,,,,
513,PT08M48.00S,2025-04-11T00:53:16.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,92.06636005256242,52.94117647058824,1610612754,90,93,2025-04-11T00:53:20Z,5070000,False,15.0,22.0,1,right,P. Siakam putback Layup (10 PTS),[1627783],1610612754.0,IND,putback,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.65,Made,10.0,,,,,,,,,,,,,,,,,
514,PT08M31.00S,2025-04-11T00:53:33.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,4.944152431011826,57.84313725490197,1610612739,90,93,2025-04-11T00:53:36Z,5080000,False,-39.0,-6.0,1,left,MISS C. Porter Jr. driving Layup,[1641854],1610612739.0,CLE,driving,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,,
516,PT08M29.00S,2025-04-11T00:53:35.3Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612754,90,93,2025-04-11T00:53:36Z,5100000,False,,,0,,O. Toppin REBOUND (Off:1 Def:3),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,514.0,4.0,3.0,1.0,,,,,,
517,PT08M24.00S,2025-04-11T00:53:40.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641716,91.67214191852825,52.450980392156865,1610612754,92,93,2025-04-11T00:53:47Z,5110000,False,12.0,26.0,1,right,J. Walker running finger roll Layup (9 PTS) (A. Nembhard 4 AST),"[1641716, 1629614]",1610612754.0,IND,running finger roll,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.86,Made,9.0,,,,,,,,,,,,A. Nembhard,1629614.0,4.0,,,
519,PT08M23.00S,2025-04-11T00:53:43.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,92,93,2025-04-11T00:53:43Z,5130000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M23.00S,2025-04-11T00:56:18.6Z,4,REGULAR,substitution,out,[],1627783,,,1610612739,92,93,2025-04-11T00:56:31Z,5140000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M23.00S,2025-04-11T00:56:18.6Z,4,REGULAR,substitution,out,[],1641854,,,1610612739,92,93,2025-04-11T00:56:31Z,5150000,False,,,0,,SUB out: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M23.00S,2025-04-11T00:56:18.6Z,4,REGULAR,substitution,in,[],1630174,,,1610612739,92,93,2025-04-11T00:56:31Z,5160000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M23.00S,2025-04-11T00:56:18.6Z,4,REGULAR,substitution,in,[],1630171,,,1610612739,92,93,2025-04-11T00:56:31Z,5170000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M09.00S,2025-04-11T00:57:26.8Z,4,REGULAR,3pt,Jump Shot,[],1629731,11.251642575558476,94.36274509803921,1610612739,92,96,2025-04-11T00:57:30Z,5180000,False,-222.0,53.0,1,left,D. Wade 3PT  (8 PTS) (S. Merrill 3 AST),"[1629731, 1630241]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,22.81,Made,8.0,,,,,,,,,,,,S. Merrill,1630241.0,3.0,,,
526,PT07M47.00S,2025-04-11T00:57:48.9Z,4,REGULAR,3pt,Jump Shot,[],1641716,65.91655716162943,31.862745098039213,1610612754,95,96,2025-04-11T00:57:52Z,5200000,False,-91.0,268.0,1,right,J. Walker 28' 3PT pullup (12 PTS) (A. Nesmith 1 AST),"[1641716, 1630174]",1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,28.28,Made,12.0,,,,,,,,,,,,A. Nesmith,1630174.0,1.0,,,
528,PT07M32.00S,2025-04-11T00:58:03.3Z,4,REGULAR,3pt,Jump Shot,[],1629631,31.35676741130092,27.205882352941174,1610612739,95,99,2025-04-11T00:58:06Z,5220000,False,114.0,242.0,1,left,D. Hunter 26' 3PT  (20 PTS) (I. Okoro 2 AST),"[1629631, 1630171]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,26.78,Made,20.0,,,,,,,,,,,,I. Okoro,1630171.0,2.0,,,
530,PT07M24.00S,2025-04-11T00:58:11.9Z,4,REGULAR,3pt,Jump Shot,[],1631097,70.25295663600527,75.0,1610612754,95,99,2025-04-11T00:58:16Z,5240000,False,125.0,227.0,1,right,MISS B. Mathurin 25' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
531,PT07M20.00S,2025-04-11T00:58:15.9Z,4,REGULAR,rebound,defensive,[],1630241,,,1610612739,95,99,2025-04-11T00:58:16Z,5250000,False,,,0,,S. Merrill REBOUND (Off:0 Def:3),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,530.0,3.0,3.0,0.0,,,,,,
532,PT07M13.00S,2025-04-11T00:58:22.9Z,4,REGULAR,3pt,Jump Shot,[],1629631,22.552562417871222,91.42156862745098,1610612739,95,102,2025-04-11T00:58:26Z,5260000,False,-207.0,159.0,1,left,D. Hunter 26' 3PT step back (23 PTS) (S. Merrill 4 AST),"[1629631, 1630241]",1610612739.0,CLE,step back,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,26.14,Made,23.0,,,,,,,,,,,,S. Merrill,1630241.0,4.0,,,
533,PT06M59.00S,2025-04-11T00:58:36.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,87.59855453350855,46.07843137254902,1610612754,95,102,2025-04-11T00:58:40Z,5270000,False,-20.0,64.0,1,right,MISS A. Nembhard 6' driving floating Shot,[1629614],1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
534,PT06M58.00S,2025-04-11T00:58:39.0Z,4,REGULAR,rebound,offensive,[],1631097,,,1610612754,95,102,2025-04-11T00:58:39Z,5280000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,533.0,3.0,2.0,1.0,,,,,,
535,PT06M54.00S,2025-04-11T00:58:42.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,93.77463863337714,43.627450980392155,1610612754,95,102,2025-04-11T00:58:46Z,5290000,False,-32.0,6.0,1,right,MISS B. Mathurin reverse Layup,[1631097],1610612754.0,IND,reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,,
537,PT06M51.00S,2025-04-11T00:58:45.0Z,4,REGULAR,rebound,defensive,[],1629731,,,1610612739,95,102,2025-04-11T00:58:46Z,5310000,False,,,0,,D. Wade REBOUND (Off:0 Def:4),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,535.0,4.0,4.0,0.0,,,,,,
538,PT06M48.00S,2025-04-11T00:58:47.9Z,4,REGULAR,turnover,lost ball,[],1629631,,,1610612739,95,102,2025-04-11T00:58:50Z,5320000,False,,,0,,D. Hunter lost ball TURNOVER (3 TO),"[1629631, 1629614]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,3.0,Nembhard,1629614.0
539,PT06M48.00S,2025-04-11T00:58:47.9Z,4,REGULAR,steal,,[],1629614,,,1610612754,95,102,2025-04-11T00:58:49Z,5330000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
540,PT06M44.00S,2025-04-11T00:58:51.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631097,92.46057818659659,53.92156862745098,1610612754,97,102,2025-04-11T00:58:54Z,5340000,False,20.0,18.0,1,right,B. Mathurin running Layup (13 PTS) (A. Nembhard 5 AST),"[1631097, 1629614]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.69,Made,13.0,,,,,,,,,,,,A. Nembhard,1629614.0,5.0,,,
543,PT06M28.00S,2025-04-11T00:59:07.7Z,4,REGULAR,3pt,Jump Shot,[],1629631,35.955978975032856,62.00980392156863,1610612739,97,102,2025-04-11T00:59:12Z,5360000,False,-60.0,285.0,1,left,MISS D. Hunter 29' pullup 3PT,[1629631],1610612739.0,CLE,pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,29.17,Missed,,,,,,,,,,,,,,,,,,
544,PT06M26.00S,2025-04-11T00:59:09.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,97,102,2025-04-11T00:59:12Z,5370000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,543.0,,,,,,,,,
546,PT06M26.00S,2025-04-11T00:59:13.8Z,4,REGULAR,substitution,out,[],1631097,,,1610612739,97,102,2025-04-11T00:59:26Z,5390000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M26.00S,2025-04-11T00:59:13.8Z,4,REGULAR,substitution,out,[],1630167,,,1610612739,97,102,2025-04-11T00:59:26Z,5400000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT06M26.00S,2025-04-11T00:59:13.8Z,4,REGULAR,substitution,out,[],1629631,,,1610612739,97,102,2025-04-11T00:59:26Z,5410000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M26.00S,2025-04-11T00:59:13.8Z,4,REGULAR,substitution,out,[],1629731,,,1610612739,97,102,2025-04-11T00:59:26Z,5420000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M26.00S,2025-04-11T00:59:13.8Z,4,REGULAR,substitution,in,[],1626167,,,1610612739,97,102,2025-04-11T00:59:26Z,5430000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT06M26.00S,2025-04-11T00:59:13.8Z,4,REGULAR,substitution,in,[],1630169,,,1610612739,97,102,2025-04-11T00:59:26Z,5440000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT06M26.00S,2025-04-11T00:59:13.8Z,4,REGULAR,substitution,in,[],1641854,,,1610612739,97,102,2025-04-11T00:59:26Z,5450000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M26.00S,2025-04-11T00:59:13.8Z,4,REGULAR,substitution,in,[],202684,,,1610612739,97,102,2025-04-11T00:59:26Z,5460000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M21.00S,2025-04-11T00:59:44.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641854,6.389618922470433,97.05882352941177,1610612739,97,102,2025-04-11T00:59:47Z,5470000,False,-235.0,8.0,1,left,MISS C. Porter Jr. 3PT,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
555,PT06M19.00S,2025-04-11T00:59:46.4Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612754,97,102,2025-04-11T00:59:47Z,5480000,False,,,0,,M. Turner REBOUND (Off:1 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,,,,,,,,,,,554.0,6.0,5.0,1.0,,,,,,
556,PT06M13.00S,2025-04-11T00:59:52.8Z,4,REGULAR,3pt,Jump Shot,[],1626167,66.83639947437582,30.88235294117647,1610612754,100,102,2025-04-11T01:01:06Z,5490000,False,-96.0,259.0,1,right,M. Turner 27' 3PT  (13 PTS) (T. Haliburton 10 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,27.63,Made,13.0,,,,,,,,,,,,T. Haliburton,1630169.0,10.0,,,
558,PT05M51.00S,2025-04-11T01:00:14.3Z,4,REGULAR,3pt,Jump Shot,[],1630241,30.699737187910642,75.0,1610612739,100,105,2025-04-11T01:00:17Z,5510000,False,-125.0,236.0,1,left,S. Merrill 26' 3PT pullup (15 PTS) (C. Porter Jr. 3 AST),"[1630241, 1641854]",1610612739.0,CLE,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,26.71,Made,15.0,,,,,,,,,,,,C. Porter Jr.,1641854.0,3.0,,,
560,PT05M33.00S,2025-04-11T01:00:31.4Z,4,REGULAR,3pt,Jump Shot,[],1641716,93.11760840998686,4.6568627450980395,1610612754,103,105,2025-04-11T01:00:35Z,5530000,False,-227.0,12.0,1,right,J. Walker 3PT  (15 PTS) (A. Nembhard 6 AST),"[1641716, 1629614]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,22.7,Made,15.0,,,,,,,,,,,,A. Nembhard,1629614.0,6.0,,,
562,PT05M20.00S,2025-04-11T01:00:44.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,7.703679369250986,47.30392156862745,1610612739,103,107,2025-04-11T01:00:47Z,5550000,False,13.0,20.0,1,left,C. Porter Jr. driving Layup (13 PTS),[1641854],1610612739.0,CLE,driving,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,2.4,Made,13.0,,,,,,,,,,,,,,,,,
563,PT05M03.00S,2025-04-11T01:01:05.6Z,4,REGULAR,foul,personal,['2freethrow'],202684,,,1610612754,103,107,2025-04-11T01:01:09Z,5560000,False,,,0,,T. Thompson shooting personal FOUL (1 PF) (Nesmith 2 FT),"[202684, 1630174]",1610612739.0,CLE,shooting,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,,202901.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,
565,PT05M03.00S,2025-04-11T01:01:33.0Z,4,REGULAR,freethrow,1 of 2,[],1630174,,,1610612754,104,107,2025-04-11T01:01:33Z,5580000,False,,,0,,A. Nesmith Free Throw 1 of 2 (20 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
566,PT05M03.00S,2025-04-11T01:01:34.9Z,4,REGULAR,substitution,out,[],1630241,,,1610612754,104,107,2025-04-11T01:01:38Z,5590000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M03.00S,2025-04-11T01:01:34.9Z,4,REGULAR,substitution,in,[],1642281,,,1610612754,104,107,2025-04-11T01:01:38Z,5600000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT05M03.00S,2025-04-11T01:01:58.2Z,4,REGULAR,freethrow,2 of 2,[],1630174,,,1610612754,105,107,2025-04-11T01:01:58Z,5610000,False,,,0,,A. Nesmith Free Throw 2 of 2 (21 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
569,PT05M00.00S,2025-04-11T01:02:08.8Z,4,REGULAR,foul,personal,[],1641716,,,1610612739,105,107,2025-04-11T01:02:22Z,5620000,False,,,0,,J. Walker personal FOUL (1 PF),"[1641716, 1630171]",1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,202901.0,1.0,0.0,Okoro,1630171.0,,,,,,,,,,,,
571,PT04M56.00S,2025-04-11T01:02:46.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202684,12.959921156373195,60.049019607843135,1610612739,105,107,2025-04-11T01:02:55Z,5640000,False,-50.0,69.0,1,left,MISS T. Thompson 8' driving Hook,[202684],1610612739.0,CLE,driving,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),8-16 Left,8.56,Missed,,,,,,,,,,,,,,,,,,
572,PT04M53.00S,2025-04-11T01:02:49.6Z,4,REGULAR,rebound,defensive,[],1641716,,,1610612754,105,107,2025-04-11T01:02:50Z,5650000,False,,,0,,J. Walker REBOUND (Off:0 Def:3),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,571.0,3.0,3.0,0.0,,,,,,
573,PT04M36.00S,2025-04-11T01:03:06.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.11760840998686,51.71568627450981,1610612754,105,107,2025-04-11T01:03:10Z,5660000,False,9.0,12.0,1,right,MISS T. Haliburton driving finger roll Layup,[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
574,PT04M33.00S,2025-04-11T01:03:09.9Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612739,105,107,2025-04-11T01:03:10Z,5670000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,573.0,2.0,2.0,0.0,,,,,,
575,PT04M19.00S,2025-04-11T01:03:23.1Z,4,REGULAR,turnover,bad pass,[],1641854,,,1610612739,105,107,2025-04-11T01:03:26Z,5680000,False,,,0,,C. Porter Jr. bad pass TURNOVER (4 TO),"[1641854, 1629614]",1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,4.0,Nembhard,1629614.0
576,PT04M19.00S,2025-04-11T01:03:23.1Z,4,REGULAR,steal,,[],1629614,,,1610612754,105,107,2025-04-11T01:03:24Z,5690000,False,,,0,,A. Nembhard STEAL (2 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
577,PT04M11.00S,2025-04-11T01:03:30.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630169,92.59198423127464,47.30392156862745,1610612754,107,107,2025-04-11T01:03:33Z,5700000,False,-13.0,17.0,1,right,T. Haliburton driving finger roll Layup (17 PTS),[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,2.18,Made,17.0,,,,,,,,,,,,,,,,,
578,PT04M11.00S,2025-04-11T01:03:36.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,107,107,2025-04-11T01:03:36Z,5710000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M11.00S,2025-04-11T01:06:22.1Z,4,REGULAR,substitution,out,[],1641716,,,1610612739,107,107,2025-04-11T01:06:40Z,5720000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT04M11.00S,2025-04-11T01:06:22.1Z,4,REGULAR,substitution,in,[],1627783,,,1610612739,107,107,2025-04-11T01:06:40Z,5730000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT03M57.00S,2025-04-11T01:07:15.9Z,4,REGULAR,3pt,Jump Shot,[],1641854,32.802233902759525,52.450980392156865,1610612739,107,107,2025-04-11T01:07:47Z,5740000,False,-12.0,256.0,1,left,MISS C. Porter Jr. 25' step back 3PT,[1641854],1610612739.0,CLE,step back,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Center,25.61,Missed,,,,,,,,,,,,,,,,,,
582,PT03M56.00S,2025-04-11T01:07:16.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,107,107,2025-04-11T01:07:20Z,5750000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,581.0,,,,,,,,,
583,PT03M56.00S,2025-04-11T01:07:21.7Z,4,REGULAR,foul,personal,[],1626167,,,1610612739,107,107,2025-04-11T01:07:26Z,5760000,False,,,0,,M. Turner loose ball personal FOUL (3 PF),"[1626167, 202684]",1610612754.0,IND,loose ball,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,200832.0,3.0,0.0,Thompson,202684.0,,,,,,,,,,,,
585,PT03M49.00S,2025-04-11T01:07:47.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642281,10.200394218134035,45.09803921568628,1610612739,107,107,2025-04-11T01:07:50Z,5780000,False,25.0,43.0,1,left,MISS J. Tyson cutting Layup,[1642281],1610612739.0,CLE,cutting,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
586,PT03M45.00S,2025-04-11T01:07:51.3Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,107,107,2025-04-11T01:07:50Z,5790000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:7),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,585.0,7.0,7.0,0.0,,,,,,
587,PT03M40.00S,2025-04-11T01:07:54.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,71.04139290407359,79.65686274509804,1610612754,110,107,2025-04-11T01:07:58Z,5800000,False,148.0,220.0,1,right,T. Haliburton 26' 3PT running (20 PTS) (A. Nembhard 7 AST),"[1630169, 1629614]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,26.51,Made,20.0,,,,,,,,,,,,A. Nembhard,1629614.0,7.0,,,
