actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
494,PT02M48.00S,2024-10-31T00:50:43.5Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,96,75,2024-10-31T00:56:28Z,4860000,False,,,0,,L. Kornet REBOUND (Off:6 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,492.0,8.0,2.0,6.0,,,,,,,,,,,,,
495,PT02M48.00S,2024-10-31T00:50:43.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,74.45795006570303,83.57843137254902,1610612738,96,78,2024-10-31T02:23:12Z,4870000,False,168.0,188.0,1,right,S. Hauser 25' 3PT running (5 PTS) (J. Tatum 2 AST),"[1630573, 1628369]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.18,Made,5.0,,,,,,,,,,,,,J. Tatum,1628369.0,2.0,,
497,PT02M33.00S,2024-10-31T00:50:57.6Z,3,REGULAR,2pt,Jump Shot,[],1630169,9.280551905387648,75.0,1610612754,98,78,2024-10-31T00:51:01Z,4890000,False,-125.0,35.0,1,left,T. Haliburton 12' driving floating bank Jump Shot (12 PTS),[1630169],1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,12.97,Made,12.0,,,,,,,,,,,,,,,,,
498,PT02M18.00S,2024-10-31T00:51:12.3Z,3,REGULAR,3pt,Jump Shot,[],1630573,79.188567674113,3.1862745098039214,1610612738,98,78,2024-10-31T00:51:16Z,4900000,False,-234.0,143.0,1,right,MISS S. Hauser 27' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,27.44,Missed,,,,,,,,,,,,,,,,,,
499,PT02M16.00S,2024-10-31T00:51:14.3Z,3,REGULAR,rebound,defensive,[],1641716,,,1610612754,98,78,2024-10-31T00:51:16Z,4910000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,498.0,1.0,1.0,0.0,,,,,,,,,,,,,
500,PT02M12.00S,2024-10-31T00:51:19.1Z,3,REGULAR,turnover,out-of-bounds,[],1641716,,,1610612754,98,78,2024-10-31T00:58:18Z,4920000,False,,,0,,J. Walker bad pass out-of-bounds TURNOVER (3 TO),[1641716],1610612754.0,IND,bad pass,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,3.0,202901.0,,,,,,,,,,,
501,PT02M12.00S,2024-10-31T00:51:21.8Z,3,REGULAR,substitution,out,[],1641716,,,1610612738,98,78,2024-10-31T00:51:40Z,4930000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M12.00S,2024-10-31T00:51:21.8Z,3,REGULAR,substitution,out,[],201950,,,1610612738,98,78,2024-10-31T00:51:40Z,4940000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M12.00S,2024-10-31T00:51:21.8Z,3,REGULAR,substitution,in,[],1627783,,,1610612738,98,78,2024-10-31T00:51:40Z,4950000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M12.00S,2024-10-31T00:51:21.8Z,3,REGULAR,substitution,in,[],1641775,,,1610612738,98,78,2024-10-31T00:51:40Z,4960000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M12.00S,2024-10-31T00:51:46.6Z,3,REGULAR,substitution,out,[],1630169,,,1610612738,98,78,2024-10-31T00:51:56Z,4970000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT02M12.00S,2024-10-31T00:51:46.6Z,3,REGULAR,substitution,in,[],204456,,,1610612738,98,78,2024-10-31T00:51:56Z,4980000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT02M03.00S,2024-10-31T00:52:14.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,85.23324572930355,50.49019607843137,1610612738,98,78,2024-10-31T00:52:18Z,4990000,False,2.0,86.0,1,right,MISS J. Tatum 8' driving Layup - blocked,"[1628369, 1641767]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,8.63,Missed,,,,,,,,,,,,,,,,,Sheppard,1641767.0
508,PT02M03.00S,2024-10-31T00:52:14.7Z,3,REGULAR,block,,[],1641767,,,1610612738,98,78,2024-10-31T00:52:16Z,5000000,False,,,0,,B. Sheppard BLOCK (1 BLK),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
509,PT01M59.00S,2024-10-31T00:52:18.7Z,3,REGULAR,rebound,defensive,[],1641767,,,1610612754,98,78,2024-10-31T00:52:18Z,5010000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:2),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,507.0,3.0,2.0,1.0,,,,,,,,,,,,,
510,PT01M59.00S,2024-10-31T00:52:17.8Z,3,REGULAR,turnover,bad pass,[],1641767,,,1610612754,98,78,2024-10-31T00:52:21Z,5020000,False,,,0,,B. Sheppard bad pass TURNOVER (1 TO),"[1641767, 1628369]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,Tatum,1628369.0,,,,,
511,PT01M59.00S,2024-10-31T00:52:17.8Z,3,REGULAR,steal,,[],1628369,,,1610612738,98,78,2024-10-31T00:52:20Z,5030000,False,,,0,,J. Tatum STEAL (3 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
512,PT01M59.00S,2024-10-31T00:52:22.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,91.40932982917214,50.98039215686274,1610612738,98,80,2024-10-31T00:52:29Z,5040000,False,5.0,28.0,1,right,J. Tatum Layup (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.87,Made,20.0,,,,,,,,,,,,,,,,,
513,PT01M59.00S,2024-10-31T00:52:25.3Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612754,98,80,2024-10-31T00:52:32Z,5050000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,202901.0,,,,,,,,,,,
514,PT01M36.00S,2024-10-31T00:52:54.7Z,3,REGULAR,2pt,Jump Shot,[],1631097,14.4053876478318,81.86274509803921,1610612754,98,80,2024-10-31T00:53:05Z,5060000,False,-159.0,83.0,1,left,MISS B. Mathurin 17' turnaround fadeaway Shot,[1631097],1610612754.0,IND,turnaround fadeaway,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left,17.96,Missed,,,,,,,,,,,,,,,,,,
515,PT01M35.00S,2024-10-31T00:52:55.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,98,80,2024-10-31T00:53:05Z,5070000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Left,,,,514.0,,,,,,,,,,,,,,,,
516,PT01M35.00S,2024-10-31T00:52:58.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,98,80,2024-10-31T00:53:03Z,5080000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201246.0,,,,,,,,,,,
517,PT01M35.00S,2024-10-31T00:53:05.8Z,3,REGULAR,substitution,out,[],1631097,,,1610612738,98,80,2024-10-31T00:53:07Z,5090000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT01M35.00S,2024-10-31T00:53:05.8Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,98,80,2024-10-31T00:53:07Z,5100000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT01M23.00S,2024-10-31T00:53:24.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612738,98,80,2024-10-31T00:53:33Z,5110000,False,,,0,,A. Nesmith shooting personal FOUL (4 PF) (Tatum 2 FT),"[1630174, 1628369]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202901.0,4.0,0.0,Tatum,1628369.0,,,,,,,
521,PT01M23.00S,2024-10-31T00:53:52.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,98,81,2024-10-31T00:53:52Z,5130000,False,,,0,,J. Tatum Free Throw 1 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
522,PT01M23.00S,2024-10-31T00:53:52.6Z,3,REGULAR,substitution,out,[],1630174,,,1610612738,98,81,2024-10-31T00:53:58Z,5140000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT01M23.00S,2024-10-31T00:53:52.6Z,3,REGULAR,substitution,in,[],1641716,,,1610612738,98,81,2024-10-31T00:53:58Z,5150000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT01M23.00S,2024-10-31T00:54:19.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,98,82,2024-10-31T00:54:19Z,5160000,False,,,0,,J. Tatum Free Throw 2 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
525,PT01M00.00S,2024-10-31T00:54:43.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,15.325229960578188,48.28431372549019,1610612754,98,82,2024-10-31T00:54:48Z,5170000,False,9.0,92.0,1,left,MISS T. McConnell 9' fadeaway Shot,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,9.2,Missed,,,,,,,,,,,,,,,,,,
526,PT00M58.40S,2024-10-31T00:54:45.3Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,98,82,2024-10-31T01:00:56Z,5180000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,,525.0,2.0,1.0,1.0,,,,,,,,,,,,,
527,PT00M54.10S,2024-10-31T00:54:50.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,92.9862023653088,56.61764705882353,1610612738,98,82,2024-10-31T00:54:55Z,5190000,False,33.0,13.0,1,right,MISS P. Pritchard running Layup,[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,,
528,PT00M51.10S,2024-10-31T00:54:53.7Z,3,REGULAR,rebound,offensive,[],1628436,,,1610612738,98,82,2024-10-31T00:54:53Z,5200000,False,,,0,,L. Kornet REBOUND (Off:7 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,527.0,9.0,2.0,7.0,,,,,,,,,,,,,
529,PT00M51.10S,2024-10-31T00:54:54.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,92.19776609724047,48.28431372549019,1610612738,98,84,2024-10-31T00:54:57Z,5210000,False,-9.0,21.0,1,right,L. Kornet putback Layup (8 PTS),[1628436],1610612738.0,BOS,putback,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.25,Made,8.0,,,,,,,,,,,,,,,,,
530,PT00M41.40S,2024-10-31T00:55:05.2Z,3,REGULAR,turnover,bad pass,[],1641716,,,1610612754,98,84,2024-10-31T00:55:07Z,5220000,False,,,0,,J. Walker bad pass TURNOVER (4 TO),"[1641716, 1630573]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,,,,,,,,4.0,,,,,,Hauser,1630573.0,,,,,
531,PT00M41.40S,2024-10-31T00:55:05.2Z,3,REGULAR,steal,,[],1630573,,,1610612738,98,84,2024-10-31T00:55:06Z,5230000,False,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
532,PT00M38.40S,2024-10-31T00:55:08.2Z,3,REGULAR,turnover,bad pass,[],1630573,,,1610612738,98,84,2024-10-31T00:55:11Z,5240000,False,,,0,,S. Hauser bad pass TURNOVER (1 TO),"[1630573, 1641767]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,,Sheppard,1641767.0,,,,,
533,PT00M38.40S,2024-10-31T00:55:08.2Z,3,REGULAR,steal,,[],1641767,,,1610612754,98,84,2024-10-31T00:55:09Z,5250000,False,,,0,,B. Sheppard STEAL (1 STL),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
534,PT00M34.90S,2024-10-31T00:55:12.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630167,8.09789750328515,51.71568627450981,1610612754,100,84,2024-10-31T00:55:15Z,5260000,False,-9.0,24.0,1,left,O. Toppin DUNK (11 PTS) (P. Siakam 5 AST),"[1630167, 1627783]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.51,Made,11.0,,,,,,,,,,,,,P. Siakam,1627783.0,5.0,,
536,PT00M26.30S,2024-10-31T00:55:22.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628436,88.91261498028909,45.09803921568628,1610612738,100,84,2024-10-31T00:55:25Z,5280000,False,-25.0,52.0,1,right,MISS L. Kornet Hook - blocked,"[1628436, 1630167]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,,,,,,,,,,,,,,,,,Toppin,1630167.0
537,PT00M26.30S,2024-10-31T00:55:22.5Z,3,REGULAR,block,,[],1630167,,,1610612738,100,84,2024-10-31T00:55:24Z,5290000,False,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
538,PT00M24.60S,2024-10-31T00:55:24.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,100,84,2024-10-31T00:55:25Z,5300000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,536.0,,,,,,,,,,,,,,,,
540,PT00M24.60S,2024-10-31T00:55:38.2Z,3,REGULAR,substitution,out,[],204456,,,1610612738,100,84,2024-10-31T00:55:48Z,5320000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT00M24.60S,2024-10-31T00:55:38.2Z,3,REGULAR,substitution,out,[],1641716,,,1610612738,100,84,2024-10-31T00:55:48Z,5330000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT00M24.60S,2024-10-31T00:55:38.2Z,3,REGULAR,substitution,in,[],1631097,,,1610612738,100,84,2024-10-31T00:55:48Z,5340000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT00M24.60S,2024-10-31T00:55:38.2Z,3,REGULAR,substitution,in,[],1630169,,,1610612738,100,84,2024-10-31T00:55:48Z,5350000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT00M13.00S,2024-10-31T00:56:09.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,93.51182654402102,96.81372549019608,1610612738,100,84,2024-10-31T00:56:16Z,5360000,False,234.0,8.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
545,PT00M08.90S,2024-10-31T00:56:13.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,100,84,2024-10-31T00:56:16Z,5370000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,,544.0,,,,,,,,,,,,,,,,
547,PT00M08.90S,2024-10-31T00:56:26.3Z,3,REGULAR,substitution,out,[],1630169,,,1610612738,100,84,2024-10-31T00:56:39Z,5390000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT00M08.90S,2024-10-31T00:56:26.3Z,3,REGULAR,substitution,out,[],1641775,,,1610612738,100,84,2024-10-31T00:56:39Z,5400000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT00M08.90S,2024-10-31T00:56:26.3Z,3,REGULAR,substitution,in,[],204456,,,1610612738,100,84,2024-10-31T00:56:39Z,5410000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT00M08.90S,2024-10-31T00:56:26.3Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,100,84,2024-10-31T00:56:39Z,5420000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT00M00.20S,2024-10-31T00:57:01.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,91.14651773981603,46.81372549019608,1610612738,100,86,2024-10-31T00:57:09Z,5430000,False,-16.0,31.0,1,right,J. Tatum driving reverse Layup (24 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.46,Made,24.0,,,,,,,,,,,,,,,,,
553,PT00M00.00S,2024-10-31T00:57:48.9Z,3,REGULAR,period,end,[],0,,,1610612754,100,86,2024-10-31T00:57:48Z,5450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT12M00.00S,2024-10-31T01:00:05.6Z,4,REGULAR,substitution,out,['startperiod'],1630573,,,1610612754,100,86,2024-10-31T01:00:22Z,5460000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT12M00.00S,2024-10-31T01:00:05.6Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612754,100,86,2024-10-31T01:00:22Z,5470000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT12M00.00S,2024-10-31T01:00:43.8Z,4,REGULAR,period,start,[],0,,,1610612754,100,86,2024-10-31T01:00:43Z,5480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT11M48.00S,2024-10-31T01:00:55.7Z,4,REGULAR,3pt,Jump Shot,[],1630167,32.013797634691194,24.264705882352942,1610612754,103,86,2024-10-31T01:01:00Z,5490000,False,129.0,248.0,1,left,O. Toppin 27' 3PT  (14 PTS) (B. Sheppard 2 AST),"[1630167, 1641767]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,27.98,Made,14.0,,,,,,,,,,,,,B. Sheppard,1641767.0,2.0,,
561,PT11M16.00S,2024-10-31T01:01:28.1Z,4,REGULAR,3pt,Jump Shot,[],1630202,89.04402102496715,94.11764705882352,1610612738,103,89,2024-10-31T01:09:36Z,5530000,False,221.0,50.0,1,right,P. Pritchard 3PT pullup (12 PTS) (L. Kornet 2 AST),"[1630202, 1628436]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,22.63,Made,12.0,,,,,,,,,,,,,L. Kornet,1628436.0,2.0,,
563,PT10M47.00S,2024-10-31T01:01:55.4Z,4,REGULAR,2pt,Jump Shot,[],204456,15.850854139290407,27.696078431372552,1610612754,105,89,2024-10-31T01:02:00Z,5550000,False,112.0,96.0,1,left,T. McConnell 14' pullup Jump Shot (10 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,14.75,Made,10.0,,,,,,,,,,,,,,,,,
564,PT10M33.00S,2024-10-31T01:02:08.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.3580814717477,46.568627450980394,1610612738,105,89,2024-10-31T01:02:12Z,5560000,False,-17.0,38.0,1,right,MISS J. Brown Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
565,PT10M32.00S,2024-10-31T01:02:11.6Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,105,89,2024-10-31T01:02:11Z,5570000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,564.0,3.0,1.0,2.0,,,,,,,,,,,,,
566,PT10M31.00S,2024-10-31T01:02:12.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,77.34888304862024,7.8431372549019605,1610612738,105,89,2024-10-31T01:02:15Z,5580000,False,-211.0,160.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
567,PT10M29.00S,2024-10-31T01:02:14.3Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612754,105,89,2024-10-31T01:02:15Z,5590000,False,,,0,,P. Siakam REBOUND (Off:3 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,566.0,7.0,4.0,3.0,,,,,,,,,,,,,
568,PT10M25.00S,2024-10-31T01:02:18.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",204456,7.835085413929041,45.83333333333333,1610612754,105,89,2024-10-31T01:02:24Z,5600000,False,21.0,21.0,1,left,MISS T. McConnell running Layup,[204456],1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
569,PT10M24.00S,2024-10-31T01:02:19.4Z,4,REGULAR,rebound,offensive,[],1631097,,,1610612754,105,89,2024-10-31T01:06:16Z,5610000,False,,,0,,B. Mathurin REBOUND (Off:3 Def:5),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,568.0,8.0,5.0,3.0,,,,,,,,,,,,,
572,PT10M24.00S,2024-10-31T01:02:27.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1631097,8.804204993429698,40.95435049019608,1610612754,107,89,2024-10-31T01:06:25Z,5620000,False,45.0,30.0,1,left,B. Mathurin tip Layup (25 PTS),[1631097],1610612754.0,IND,tip,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,25.0,,,,,,,,,,,,,,,,,
571,PT10M09.00S,2024-10-31T01:02:36.0Z,4,REGULAR,foul,personal,['2freethrow'],204456,,,1610612738,107,89,2024-10-31T01:02:53Z,5630000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Tatum 2 FT),"[204456, 1628369]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201246.0,1.0,0.0,Tatum,1628369.0,,,,,,,
574,PT10M09.00S,2024-10-31T01:03:07.2Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,107,90,2024-10-31T01:03:07Z,5650000,False,,,0,,J. Tatum Free Throw 1 of 2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
575,PT10M09.00S,2024-10-31T01:03:23.9Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,107,91,2024-10-31T01:03:23Z,5660000,False,,,0,,J. Tatum Free Throw 2 of 2 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
576,PT09M58.00S,2024-10-31T01:03:35.0Z,4,REGULAR,2pt,Jump Shot,[],1630167,9.543363994743759,74.75490196078431,1610612754,107,91,2024-10-31T01:07:04Z,5670000,False,-124.0,37.0,1,left,MISS O. Toppin 12' pullup Shot,[1630167],1610612754.0,IND,pullup,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,12.93,Missed,,,,,,,,,,,,,,,,,,
577,PT09M55.00S,2024-10-31T01:03:38.0Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,107,91,2024-10-31T01:03:38Z,5680000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Left,,,,576.0,4.0,2.0,2.0,,,,,,,,,,,,,
