actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
16,PT10M57.00S,2024-11-24T22:11:54.7Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,0,0,2024-11-24T22:11:58Z,160000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,
17,PT10M51.00S,2024-11-24T22:12:02.3Z,1,REGULAR,foul,offensive,[],1626167,,,1610612754,0,0,2024-11-24T22:12:09Z,170000,False,,,0,,M. Turner charge offensive FOUL (1 PF),"[1626167, 1642273]",1610612754.0,IND,charge,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1627534.0,1.0,0.0,George,1642273.0,,,,,,,,,,,,,,,
19,PT10M51.00S,2024-11-24T22:12:02.3Z,1,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,0,0,2024-11-24T22:12:02Z,190000,False,,,0,,M. Turner offensive foul TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1627534.0,,,,,,,,,,,1.0,,,,,,,,
20,PT10M38.00S,2024-11-24T22:12:30.1Z,1,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612764,0,0,2024-11-24T22:12:52Z,200000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1631097, 1641731]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,2003.0,1.0,0.0,Coulibaly,1641731.0,,,,,,,,,,,,,,,
22,PT10M38.00S,2024-11-24T22:13:10.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641731,,,1610612764,0,1,2024-11-24T22:13:10Z,220000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (1 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,Made,,,,,,1.0,,,,,,,
23,PT10M38.00S,2024-11-24T22:13:27.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641731,,,1610612764,0,2,2024-11-24T22:13:27Z,230000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (2 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,Made,,,,,,2.0,,,,,,,
24,PT10M19.00S,2024-11-24T22:13:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631245,94.82588699080158,50.0,1610612754,0,2,2024-11-24T22:13:57Z,240000,False,0.0,-4.0,1,right,MISS Q. Jackson driving Layup - blocked,"[1631245, 1642259]",1610612754.0,IND,driving,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,,,,,,0.39,Missed,,,,,,,Sarr,1642259.0,,,,,
25,PT10M19.00S,2024-11-24T22:13:51.0Z,1,REGULAR,block,,[],1642259,,,1610612754,0,2,2024-11-24T22:13:53Z,250000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M18.00S,2024-11-24T22:13:52.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,0,2,2024-11-24T22:13:57Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,24.0,,,,,,,,,,,,
28,PT10M14.00S,2024-11-24T22:14:17.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612754,0,2,2024-11-24T22:14:35Z,280000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
30,PT09M50.00S,2024-11-24T22:15:11.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612764,0,2,2024-11-24T22:15:19Z,300000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M31.00S,2024-11-24T22:15:45.6Z,1,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612754,0,2,2024-11-24T22:15:51Z,310000,False,,,0,,P. Siakam lost ball out-of-bounds TURNOVER (1 TO),[1627783],1610612754.0,IND,lost ball,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,2003.0,,,,,,,,,,,1.0,,,,,,,,
32,PT09M19.00S,2024-11-24T22:16:00.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627763,7.046649145860711,51.225490196078425,1610612764,0,2,2024-11-24T22:16:06Z,320000,False,-6.0,14.0,1,left,MISS M. Brogdon driving Layup,[1627763],1610612764.0,WAS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,1.5,Missed,,,,,,,,,,,,,
33,PT09M19.00S,2024-11-24T22:16:00.5Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,0,2,2024-11-24T22:16:06Z,330000,False,,,0,,A. Sarr REBOUND (Off:1 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,32.0,2.0,1.0,1.0,,,,,,,,,
34,PT09M19.00S,2024-11-24T22:16:08.6Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612764,0,2,2024-11-24T22:16:14Z,340000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Sarr 2 FT),"[1626167, 1642259]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,2002.0,2.0,0.0,Sarr,1642259.0,,,,,,,,,,,,,,,
36,PT09M19.00S,2024-11-24T22:16:26.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1642259,,,1610612764,0,3,2024-11-24T22:16:26Z,360000,False,,,0,,A. Sarr Free Throw 1 of 2 (1 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,Made,,,,,,1.0,,,,,,,
37,PT09M19.00S,2024-11-24T22:16:27.2Z,1,REGULAR,substitution,out,[],1626167,,,1610612764,0,3,2024-11-24T22:16:30Z,370000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT09M19.00S,2024-11-24T22:16:27.2Z,1,REGULAR,substitution,in,[],1629650,,,1610612764,0,3,2024-11-24T22:16:30Z,380000,False,,,0,,SUB in: M. Brown,[1629650],1610612754.0,IND,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M19.00S,2024-11-24T22:16:43.9Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1642259,,,1610612764,0,4,2024-11-24T22:16:43Z,390000,False,,,0,,A. Sarr Free Throw 2 of 2 (2 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,Made,,,,,,2.0,,,,,,,
40,PT09M11.00S,2024-11-24T22:16:54.1Z,1,REGULAR,3pt,Jump Shot,[],1631097,70.25295663600527,19.11764705882353,1610612754,0,4,2024-11-24T22:16:58Z,400000,False,-154.0,227.0,1,right,MISS B. Mathurin 27' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,27.46,Missed,,,,,,,,,,,,,
41,PT09M08.00S,2024-11-24T22:16:57.1Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,4,2024-11-24T22:16:58Z,410000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,
43,PT09M00.00S,2024-11-24T22:17:21.5Z,1,REGULAR,foul,offensive,[],1642273,,,1610612764,0,4,2024-11-24T22:18:20Z,430000,False,,,0,,K. George offensive FOUL (1 PF),"[1642273, 1630169]",1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,8-16 Right,1627534.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,,,
45,PT09M00.00S,2024-11-24T22:17:21.5Z,1,REGULAR,turnover,offensive foul,[],1642273,,,1610612764,0,4,2024-11-24T22:17:21Z,450000,False,,,0,,K. George offensive foul TURNOVER (1 TO),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,8-16 Right,1627534.0,,,,,,,,,,,1.0,,,,,,,,
46,PT08M50.00S,2024-11-24T22:17:44.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629650,94.69448094612353,51.71568627450981,1610612754,2,4,2024-11-24T22:21:10Z,460000,False,9.0,-3.0,1,right,M. Brown driving DUNK (2 PTS) (T. Haliburton 1 AST),"[1629650, 1630169]",1610612754.0,IND,driving,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,0.9,Made,,,,,,2.0,,,T. Haliburton,1630169.0,1.0,,
48,PT08M39.00S,2024-11-24T22:17:55.4Z,1,REGULAR,3pt,Jump Shot,[],1642259,5.995400788436268,1.2254901960784315,1610612764,2,4,2024-11-24T22:18:01Z,480000,False,244.0,4.0,1,left,MISS A. Sarr 24' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Right Corner 3,24+ Right,,,,,,24.39,Missed,,,,,,,,,,,,,
49,PT08M37.00S,2024-11-24T22:17:57.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,2,4,2024-11-24T22:18:16Z,490000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,48.0,,,,,,,,,,,,
51,PT08M37.00S,2024-11-24T22:18:09.0Z,1,REGULAR,foul,personal,[],1628398,,,1610612754,2,4,2024-11-24T23:22:41Z,510000,False,,,0,,K. Kuzma loose ball personal FOUL (1 PF),"[1628398, 1631097]",1610612764.0,WAS,loose ball,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,2003.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
54,PT08M26.00S,2024-11-24T22:18:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631245,93.51182654402102,49.26470588235294,1610612754,2,4,2024-11-24T22:18:36Z,540000,False,-4.0,8.0,1,right,MISS Q. Jackson driving reverse Layup - blocked,"[1631245, 1642259]",1610612754.0,IND,driving reverse,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,,,,,,0.93,Missed,,,,,,,Sarr,1642259.0,,,,,
55,PT08M26.00S,2024-11-24T22:18:32.6Z,1,REGULAR,block,,[],1642259,,,1610612754,2,4,2024-11-24T22:18:34Z,550000,False,,,0,,A. Sarr BLOCK (2 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT08M23.00S,2024-11-24T22:18:35.6Z,1,REGULAR,rebound,offensive,[],1629650,,,1610612754,2,4,2024-11-24T22:18:36Z,560000,False,,,0,,M. Brown REBOUND (Off:1 Def:0),[1629650],1610612754.0,IND,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,54.0,1.0,0.0,1.0,,,,,,,,,
57,PT08M23.00S,2024-11-24T22:18:35.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629650,94.1688567674113,49.50980392156863,1610612754,4,4,2024-11-24T22:18:38Z,570000,False,-2.0,2.0,1,right,M. Brown putback Layup (4 PTS),[1629650],1610612754.0,IND,putback,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,0.34,Made,,,,,,4.0,,,,,,,
58,PT08M13.00S,2024-11-24T22:18:44.8Z,1,REGULAR,3pt,Jump Shot,[],1642259,34.37910643889619,24.509803921568626,1610612764,4,4,2024-11-24T22:22:11Z,580000,False,127.0,271.0,1,left,MISS A. Sarr 29' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,,,,,,29.92,Missed,,,,,,,,,,,,,
59,PT08M10.00S,2024-11-24T22:18:47.8Z,1,REGULAR,rebound,offensive,[],1642273,,,1610612764,4,4,2024-11-24T22:22:11Z,590000,False,,,0,,K. George REBOUND (Off:1 Def:0),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,58.0,1.0,0.0,1.0,,,,,,,,,
60,PT08M06.00S,2024-11-24T22:18:52.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641731,10.33180026281209,94.6078431372549,1610612764,4,4,2024-11-24T22:18:55Z,600000,False,-223.0,45.0,1,left,MISS B. Coulibaly 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,,,,,,22.74,Missed,,,,,,,,,,,,,
61,PT08M04.00S,2024-11-24T22:18:54.0Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612754,4,4,2024-11-24T22:18:55Z,610000,False,,,0,,M. Brown REBOUND (Off:1 Def:1),[1629650],1610612754.0,IND,,,,Brown,M. Brown,,,,,Left Corner 3,24+ Left,,,,,,,,60.0,2.0,1.0,1.0,,,,,,,,,
62,PT07M56.00S,2024-11-24T22:19:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629650,94.82588699080158,50.245098039215684,1610612754,6,4,2024-11-24T22:19:11Z,620000,False,1.0,-4.0,1,right,M. Brown cutting finger roll Layup (6 PTS) (P. Siakam 1 AST),"[1629650, 1627783]",1610612754.0,IND,cutting finger roll,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,0.41,Made,,,,,,6.0,,,P. Siakam,1627783.0,1.0,,
64,PT07M45.00S,2024-11-24T22:19:13.3Z,1,REGULAR,2pt,Jump Shot,[],1627763,15.719448094612352,20.34313725490196,1610612764,6,6,2024-11-24T22:19:19Z,640000,False,148.0,95.0,1,left,M. Brogdon 17' step back Jump Shot (2 PTS),[1627763],1610612764.0,WAS,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right,,,,,,17.63,Made,,,,,,2.0,,,,,,,
65,PT07M33.00S,2024-11-24T22:19:25.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,85.75886990801577,35.53921568627451,1610612754,6,6,2024-11-24T22:23:27Z,650000,False,-72.0,81.0,1,right,MISS P. Siakam 10' driving Hook,[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,,,,,,10.89,Missed,,,,,,,,,,,,,
66,PT07M30.00S,2024-11-24T22:19:28.6Z,1,REGULAR,rebound,offensive,[],1631245,,,1610612754,6,6,2024-11-24T22:19:28Z,660000,False,,,0,,Q. Jackson REBOUND (Off:1 Def:0),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,65.0,1.0,0.0,1.0,,,,,,,,,
67,PT07M28.00S,2024-11-24T22:19:30.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629650,91.5407358738502,57.35294117647059,1610612754,8,6,2024-11-24T22:24:03Z,670000,False,37.0,27.0,1,right,M. Brown floating Jump Shot (8 PTS) (Q. Jackson 1 AST),"[1629650, 1631245]",1610612754.0,IND,floating,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.56,Made,,,,,,8.0,,,Q. Jackson,1631245.0,1.0,,
69,PT07M13.00S,2024-11-24T22:19:44.8Z,1,REGULAR,2pt,Jump Shot,[],1627763,10.85742444152431,72.30392156862744,1610612764,8,6,2024-11-24T22:19:48Z,690000,False,-112.0,50.0,1,left,MISS M. Brogdon 12' fadeaway bank Shot,[1627763],1610612764.0,WAS,fadeaway bank,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,,,,,,12.2,Missed,,,,,,,,,,,,,
70,PT07M11.00S,2024-11-24T22:19:47.5Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,8,6,2024-11-24T22:19:47Z,700000,False,,,0,,A. Sarr REBOUND (Off:2 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Left,,,,,,,,69.0,3.0,1.0,2.0,,,,,,,,,
71,PT07M11.00S,2024-11-24T22:19:48.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642259,13.354139290407357,46.32352941176471,1610612764,8,8,2024-11-24T22:19:51Z,710000,False,18.0,73.0,1,left,A. Sarr 7' turnaround Jump Shot (4 PTS),[1642259],1610612764.0,WAS,turnaround,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.53,Made,,,,,,4.0,,,,,,,
72,PT06M52.00S,2024-11-24T22:20:07.8Z,1,REGULAR,foul,personal,['2freethrow'],1641731,,,1610612754,8,8,2024-11-24T22:20:23Z,720000,False,,,0,,B. Coulibaly shooting personal FOUL (1 PF) (Mathurin 2 FT),"[1641731, 1631097]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Center,2002.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
74,PT06M52.00S,2024-11-24T22:20:20.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,8,2024-11-24T22:20:20Z,740000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M52.00S,2024-11-24T22:22:41.9Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,8,8,2024-11-24T22:22:56Z,750000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M52.00S,2024-11-24T22:22:41.9Z,1,REGULAR,substitution,out,[],1642273,,,1610612754,8,8,2024-11-24T22:22:56Z,760000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M52.00S,2024-11-24T22:22:41.9Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,8,8,2024-11-24T22:22:56Z,770000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M52.00S,2024-11-24T22:22:41.9Z,1,REGULAR,substitution,in,[],1630557,,,1610612754,8,8,2024-11-24T22:22:56Z,780000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M52.00S,2024-11-24T22:23:21.7Z,1,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,9,8,2024-11-24T22:23:21Z,790000,False,,,0,,B. Mathurin Free Throw 1 of 2 (1 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,Made,,,,,,1.0,,,,,,,
80,PT06M52.00S,2024-11-24T22:23:41.2Z,1,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,10,8,2024-11-24T22:23:41Z,800000,False,,,0,,B. Mathurin Free Throw 2 of 2 (2 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,Made,,,,,,2.0,,,,,,,
81,PT06M36.00S,2024-11-24T22:24:03.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,8.492115637319317,35.78431372549019,1610612764,10,10,2024-11-24T22:25:38Z,810000,False,71.0,27.0,1,left,K. Kuzma 7' driving bank Hook (2 PTS) (A. Sarr 1 AST),"[1628398, 1642259]",1610612764.0,WAS,driving bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.62,Made,,,,,,2.0,,,A. Sarr,1642259.0,1.0,,
83,PT06M14.00S,2024-11-24T22:24:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,94.1688567674113,48.28431372549019,1610612754,12,10,2024-11-24T22:24:35Z,830000,False,-9.0,2.0,1,right,T. Haliburton driving finger roll Layup (2 PTS) (B. Mathurin 1 AST),"[1630169, 1631097]",1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,0.89,Made,,,,,,2.0,,,B. Mathurin,1631097.0,1.0,,
85,PT05M56.00S,2024-11-24T22:24:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,7.5722733245729295,44.11764705882353,1610612764,12,10,2024-11-24T22:24:47Z,850000,False,29.0,19.0,1,left,MISS A. Sarr cutting Layup - blocked,"[1642259, 1629650]",1610612764.0,WAS,cutting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,3.48,Missed,,,,,,,Brown,1629650.0,,,,,
86,PT05M56.00S,2024-11-24T22:24:41.8Z,1,REGULAR,block,,[],1629650,,,1610612764,12,10,2024-11-24T22:24:43Z,860000,False,,,0,,M. Brown BLOCK (1 BLK),[1629650],1610612754.0,IND,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT05M54.00S,2024-11-24T22:24:43.8Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,12,10,2024-11-24T22:24:47Z,870000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,
88,PT05M52.00S,2024-11-24T22:24:46.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630167,93.38042049934296,48.77450980392157,1610612754,14,10,2024-11-24T22:24:53Z,880000,False,-6.0,10.0,1,right,O. Toppin running DUNK (2 PTS) (T. Haliburton 2 AST),"[1630167, 1630169]",1610612754.0,IND,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,1.15,Made,,,,,,2.0,,,T. Haliburton,1630169.0,2.0,,
