actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M04.00S,2024-12-15T22:12:15.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,32.40801576872536,50.0,1610612754,2,4,2024-12-15T22:12:19Z,160000,False,0.0,252.0,1,left,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
17,PT10M02.00S,2024-12-15T22:12:17.0Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,2,4,2024-12-15T22:13:11Z,170000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,
18,PT09M55.00S,2024-12-15T22:12:23.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,91.14651773981603,49.26470588235294,1610612740,2,6,2024-12-15T22:12:33Z,180000,False,-4.0,31.0,1,right,T. Murphy III driving DUNK (4 PTS),[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,3.09,Made,4.0,,,,,,,,,,,,,,,,,
19,PT09M55.00S,2024-12-15T22:12:27.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,2,6,2024-12-15T22:12:27Z,190000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT09M38.00S,2024-12-15T22:15:38.3Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,2,6,2024-12-15T22:15:41Z,200000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1630529]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,Jones,1630529.0,,,,,,
21,PT09M38.00S,2024-12-15T22:15:38.3Z,1,REGULAR,steal,,[],1630529,,,1610612740,2,6,2024-12-15T22:15:39Z,210000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
22,PT09M33.00S,2024-12-15T22:15:43.6Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612740,2,6,2024-12-15T22:15:47Z,220000,False,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 1626167]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,Turner,1626167.0,,,,,,
23,PT09M33.00S,2024-12-15T22:15:43.6Z,1,REGULAR,steal,,[],1626167,,,1610612754,2,6,2024-12-15T22:15:45Z,230000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M21.00S,2024-12-15T22:16:13.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629614,7.046649145860711,95.83333333333334,1610612754,2,6,2024-12-15T22:16:17Z,250000,False,-229.0,14.0,1,left,MISS A. Nembhard 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,22.96,Missed,,,,,,,,,,,,,,,,,,
26,PT09M18.00S,2024-12-15T22:16:16.7Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,2,6,2024-12-15T22:16:17Z,260000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,
27,PT09M10.00S,2024-12-15T22:16:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,90.48948751642575,49.754901960784316,1610612740,2,6,2024-12-15T22:34:03Z,270000,False,-1.0,37.0,1,right,MISS H. Jones floating Shot,[1630529],1610612740.0,NOP,floating,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,,,,,
28,PT09M09.00S,2024-12-15T22:16:26.2Z,1,REGULAR,rebound,offensive,[],1630529,,,1610612740,2,6,2024-12-15T22:34:33Z,280000,False,,,0,,H. Jones REBOUND (Off:2 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,27.0,2.0,0.0,2.0,,,,,,,,,,,,,
129,PT09M08.00S,2024-12-15T22:16:26.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630529,89.56964520367937,47.05882352941176,1610612740,2,6,2024-12-15T22:34:59Z,285000,False,-15.0,46.0,1,right,MISS H. Jones tip Layup,[1630529],1610612740.0,NOP,tip,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,,,,,,,,,,
130,PT09M08.00S,2024-12-15T22:16:26.4Z,1,REGULAR,rebound,offensive,[],1630529,,,1610612740,2,6,2024-12-15T22:34:59Z,287500,False,,,0,,H. Jones REBOUND (Off:3 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,129.0,3.0,0.0,3.0,,,,,,,,,,,,,
29,PT09M06.00S,2024-12-15T22:16:29.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630529,94.40999984741211,50.0,1610612740,2,6,2024-12-15T22:16:32Z,290000,False,0.0,0.0,1,right,MISS H. Jones tip Layup,[1630529],1610612740.0,NOP,tip,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
30,PT09M06.00S,2024-12-15T22:16:29.0Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,2,6,2024-12-15T22:16:37Z,300000,False,,,0,,Y. Missi REBOUND (Off:1 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,
31,PT09M03.00S,2024-12-15T22:16:31.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642274,94.40999984741211,50.0,1610612740,2,8,2024-12-15T22:16:35Z,310000,False,0.0,0.0,1,right,Y. Missi putback Layup (2 PTS),[1642274],1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
32,PT09M00.00S,2024-12-15T22:16:36.8Z,1,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612754,2,8,2024-12-15T22:16:45Z,320000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Siakam 2 FT),"[1642274, 1627783]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1146.0,,,,1.0,0.0,Siakam,1627783.0,,
34,PT09M00.00S,2024-12-15T22:17:04.4Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,3,8,2024-12-15T22:17:04Z,340000,False,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
35,PT09M00.00S,2024-12-15T22:17:22.4Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,4,8,2024-12-15T22:17:22Z,350000,False,,,0,,P. Siakam Free Throw 2 of 2 (2 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
36,PT08M47.00S,2024-12-15T22:17:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,91.14651773981603,54.41176470588235,1610612740,4,8,2024-12-15T22:17:45Z,360000,False,22.0,31.0,1,right,MISS Y. Missi driving Layup - blocked,"[1642274, 1626167]",1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,3.78,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0
99,PT08M47.00S,2024-12-15T22:17:41.2Z,1,REGULAR,block,,[],1626167,,,1610612740,4,8,2024-12-15T22:26:39Z,370000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M47.00S,2024-12-15T22:17:41.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,4,8,2024-12-15T22:17:58Z,380000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,36.0,,,,,,,,,,,,,,,,
40,PT08M24.00S,2024-12-15T22:18:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,7.30946123521682,45.09803921568628,1610612754,6,8,2024-12-15T22:18:25Z,400000,False,25.0,16.0,1,left,B. Mathurin cutting Layup (4 PTS) (M. Turner 1 AST),"[1631097, 1626167]",1610612754.0,IND,cutting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.94,Made,4.0,,,,,M. Turner,1626167.0,1.0,,,,,,,,,,
42,PT08M09.00S,2024-12-15T22:18:33.9Z,1,REGULAR,turnover,bad pass,[],1630529,,,1610612740,6,8,2024-12-15T22:18:37Z,420000,False,,,0,,H. Jones bad pass TURNOVER (1 TO),"[1630529, 1627783]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,Siakam,1627783.0,,,,,,
43,PT08M09.00S,2024-12-15T22:18:33.9Z,1,REGULAR,steal,,[],1627783,,,1610612754,6,8,2024-12-15T22:18:35Z,430000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
44,PT07M59.00S,2024-12-15T22:18:44.7Z,1,REGULAR,foul,personal,['2freethrow'],1627749,,,1610612754,6,8,2024-12-15T22:18:54Z,440000,False,,,0,,D. Murray shooting personal FOUL (1 PF) (Turner 2 FT),"[1627749, 1626167]",1610612740.0,NOP,shooting,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,201245.0,,,,1.0,0.0,Turner,1626167.0,,
46,PT07M59.00S,2024-12-15T22:19:10.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626167,,,1610612754,6,8,2024-12-15T22:19:10Z,460000,False,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
47,PT07M59.00S,2024-12-15T22:19:10.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,6,8,2024-12-15T22:19:10Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,
48,PT07M59.00S,2024-12-15T22:19:24.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626167,,,1610612754,7,8,2024-12-15T22:19:24Z,480000,False,,,0,,M. Turner Free Throw 2 of 2 (1 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
49,PT07M43.00S,2024-12-15T22:19:45.1Z,1,REGULAR,3pt,Jump Shot,[],203468,67.23061760840999,60.049019607843135,1610612740,7,8,2024-12-15T22:19:50Z,490000,False,50.0,256.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
50,PT07M39.00S,2024-12-15T22:19:49.1Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,7,8,2024-12-15T22:19:50Z,500000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,
51,PT07M27.00S,2024-12-15T22:20:01.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,11.514454664914586,48.77450980392157,1610612754,7,8,2024-12-15T22:20:07Z,510000,False,6.0,56.0,1,left,MISS M. Turner turnaround Hook,[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,5.6,Missed,,,,,,,,,,,,,,,,,,
52,PT07M24.00S,2024-12-15T22:20:04.1Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,7,8,2024-12-15T22:20:07Z,520000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,
53,PT07M16.00S,2024-12-15T22:20:11.1Z,1,REGULAR,3pt,Jump Shot,[],1630529,91.80354796320631,97.30392156862744,1610612740,7,8,2024-12-15T22:20:17Z,530000,False,237.0,25.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.78,Missed,,,,,,,,,,,,,,,,,,
54,PT07M13.00S,2024-12-15T22:20:14.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,7,8,2024-12-15T22:20:17Z,540000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Right Corner 3,24+ Right,,,,53.0,,,,,,,,,,,,,,,,
56,PT07M04.00S,2024-12-15T22:20:32.0Z,1,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612754,7,8,2024-12-15T22:20:39Z,560000,False,,,0,,Y. Missi shooting personal FOUL (2 PF) (Nembhard 2 FT),"[1642274, 1629614]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2005.0,,,,2.0,0.0,Nembhard,1629614.0,,
58,PT07M04.00S,2024-12-15T22:20:53.6Z,1,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,8,8,2024-12-15T22:20:53Z,580000,False,,,0,,A. Nembhard Free Throw 1 of 2 (1 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
59,PT07M04.00S,2024-12-15T22:20:54.2Z,1,REGULAR,substitution,out,[],1642274,,,1610612754,8,8,2024-12-15T22:20:57Z,590000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M04.00S,2024-12-15T22:20:54.2Z,1,REGULAR,substitution,in,[],1628464,,,1610612754,8,8,2024-12-15T22:20:57Z,600000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M04.00S,2024-12-15T22:21:08.3Z,1,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,9,8,2024-12-15T22:21:08Z,610000,False,,,0,,A. Nembhard Free Throw 2 of 2 (2 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
62,PT06M54.00S,2024-12-15T22:21:20.8Z,1,REGULAR,3pt,Jump Shot,[],203468,77.7431011826544,90.44117647058823,1610612740,9,8,2024-12-15T22:21:25Z,620000,False,202.0,157.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
63,PT06M50.00S,2024-12-15T22:21:24.8Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,9,8,2024-12-15T22:21:25Z,630000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,
64,PT06M47.00S,2024-12-15T22:21:29.5Z,1,REGULAR,foul,personal,[],203468,,,1610612754,9,8,2024-12-15T22:21:39Z,640000,False,,,0,,C. McCollum personal FOUL (1 PF),"[203468, 1627783]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,,,,1.0,0.0,Siakam,1627783.0,,
66,PT06M47.00S,2024-12-15T22:21:40.0Z,1,REGULAR,substitution,out,[],1630530,,,1610612754,9,8,2024-12-15T22:21:45Z,660000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M47.00S,2024-12-15T22:21:40.0Z,1,REGULAR,substitution,in,[],1629750,,,1610612754,9,8,2024-12-15T22:21:45Z,670000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M47.00S,2024-12-15T22:21:47.9Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,9,8,2024-12-15T22:21:54Z,680000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M47.00S,2024-12-15T22:21:47.9Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,9,8,2024-12-15T22:21:54Z,690000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M36.00S,2024-12-15T22:22:13.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612754,9,8,2024-12-15T22:22:20Z,700000,False,,,0,,D. Theis personal FOUL (1 PF) (Haliburton 2 FT),"[1628464, 1630169]",1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1146.0,,,,1.0,0.0,Haliburton,1630169.0,,
72,PT06M36.00S,2024-12-15T22:22:39.5Z,1,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,10,8,2024-12-15T22:22:39Z,720000,False,,,0,,T. Haliburton Free Throw 1 of 2 (1 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
73,PT06M36.00S,2024-12-15T22:22:53.5Z,1,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,11,8,2024-12-15T22:22:53Z,730000,False,,,0,,T. Haliburton Free Throw 2 of 2 (2 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
74,PT06M17.00S,2024-12-15T22:23:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,91.93495400788436,53.431372549019606,1610612740,11,8,2024-12-15T22:23:17Z,740000,False,17.0,23.0,1,right,MISS C. McCollum driving finger roll Layup,[203468],1610612740.0,NOP,driving finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
75,PT06M15.00S,2024-12-15T22:23:16.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,11,8,2024-12-15T22:23:17Z,750000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,
76,PT06M01.00S,2024-12-15T22:23:29.9Z,1,REGULAR,3pt,Jump Shot,[],1630167,6.258212877792378,96.32352941176471,1610612754,14,8,2024-12-15T22:23:33Z,760000,False,-232.0,6.0,1,left,O. Toppin 3PT  (3 PTS) (T. Haliburton 1 AST),"[1630167, 1630169]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,23.17,Made,3.0,,,,,T. Haliburton,1630169.0,1.0,,,,,,,,,,
78,PT05M45.00S,2024-12-15T22:23:45.6Z,1,REGULAR,2pt,Jump Shot,[],1627749,87.07293035479631,75.73529411764706,1610612740,14,10,2024-12-15T22:23:53Z,780000,False,129.0,69.0,1,right,D. Murray 14' step back Jump Shot (2 PTS) (C. McCollum 1 AST),"[1627749, 203468]",1610612740.0,NOP,step back,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,14.6,Made,2.0,,,,,C. McCollum,203468.0,1.0,,,,,,,,,,
80,PT05M30.00S,2024-12-15T22:24:02.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612754,14,10,2024-12-15T22:24:10Z,800000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Turner 2 FT),"[1629750, 1626167]",1610612740.0,NOP,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2005.0,,,,1.0,0.0,Turner,1626167.0,,
82,PT05M30.00S,2024-12-15T22:24:25.1Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,15,10,2024-12-15T22:24:25Z,820000,False,,,0,,M. Turner Free Throw 1 of 2 (2 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
83,PT05M30.00S,2024-12-15T22:24:25.5Z,1,REGULAR,substitution,out,[],203468,,,1610612754,15,10,2024-12-15T22:24:30Z,830000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M30.00S,2024-12-15T22:24:25.5Z,1,REGULAR,substitution,in,[],1630527,,,1610612754,15,10,2024-12-15T22:24:30Z,840000,False,,,0,,SUB in: B. Boston,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,,,,,,,,,
