actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT10M55.00S,2026-01-28T00:12:05.5Z,1,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612764,0,3,2026-01-28T00:12:11Z,150000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1641739, 1641731]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,1627964.0,,,,,,,,1.0,0.0,Coulibaly,1641731.0,,,,,
17,PT10M55.00S,2026-01-28T00:12:29.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641731,,,1610612764,1,3,2026-01-28T00:12:29Z,170000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (1 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
18,PT10M55.00S,2026-01-28T00:12:29.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1641731,,,1610612764,2,3,2026-01-28T00:15:46Z,180000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (2 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M41.00S,2026-01-28T00:12:57.2Z,1,REGULAR,3pt,Jump Shot,[],201950,34.510512483574246,49.50980392156863,1610612757,2,3,2026-01-28T00:13:01Z,190000,False,2.0,272.0,1,left,MISS J. Holiday 27' 3PT,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,27.19,Missed,,,,,,,,,,,,,,,,,,
20,PT10M39.00S,2026-01-28T00:12:59.2Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,2,3,2026-01-28T00:13:01Z,200000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,
21,PT10M31.00S,2026-01-28T00:13:07.6Z,1,REGULAR,3pt,Jump Shot,[],1642259,72.35545335085413,21.07843137254902,1610612764,2,3,2026-01-28T00:13:12Z,210000,False,-145.0,207.0,1,right,MISS A. Sarr 25' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,25.28,Missed,,,,,,,,,,,,,,,,,,
22,PT10M28.00S,2026-01-28T00:13:10.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,2,3,2026-01-28T00:13:12Z,220000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,21.0,2.0,1.0,1.0,,,,,,,,,,,
23,PT10M21.00S,2026-01-28T00:13:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,5.206964520367937,45.09803921568628,1610612757,2,3,2026-01-28T00:13:21Z,230000,False,25.0,-4.0,1,left,MISS D. Avdija driving Layup - blocked,"[1630166, 1642259]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,Sarr,1642259.0,,,
24,PT10M21.00S,2026-01-28T00:13:17.5Z,1,REGULAR,block,,[],1642259,,,1610612757,2,3,2026-01-28T00:13:19Z,240000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M17.00S,2026-01-28T00:13:21.5Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,2,3,2026-01-28T00:13:21Z,250000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,
26,PT10M17.00S,2026-01-28T00:13:21.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,4.155716162943495,48.03921568627451,1610612757,2,5,2026-01-28T00:17:25Z,260000,False,10.0,-13.0,1,left,D. Clingan putback Layup (2 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.66,Made,2.0,,,,,,,,,,,,,,,,,
27,PT10M04.00S,2026-01-28T00:13:34.0Z,1,REGULAR,2pt,Jump Shot,[],1642848,84.57621550591328,75.0,1610612764,2,5,2026-01-28T00:18:02Z,270000,False,125.0,92.0,1,right,MISS T. Johnson 15' pullup Shot,[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Right,15.55,Missed,,,,,,,,,,,,,,,,,,
28,PT10M02.00S,2026-01-28T00:13:36.0Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,2,5,2026-01-28T00:13:39Z,280000,False,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,,,,27.0,3.0,2.0,1.0,,,,,,,,,,,
29,PT09M52.00S,2026-01-28T00:13:46.7Z,1,REGULAR,3pt,Jump Shot,[],1631101,28.33442838370565,84.80392156862744,1610612757,2,8,2026-01-28T00:13:52Z,290000,False,-174.0,214.0,1,left,S. Sharpe 27' 3PT pullup (3 PTS) (T. Camara 1 AST),"[1631101, 1641739]",1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,27.57,Made,3.0,,,,,,,,,,,,,,,T. Camara,1641739.0,1.0
32,PT09M40.00S,2026-01-28T00:14:14.8Z,1,REGULAR,3pt,Jump Shot,[],203114,93.51182654402102,96.07843137254902,1610612764,5,8,2026-01-28T00:14:20Z,320000,False,230.0,8.0,1,right,K. Middleton 3PT  (3 PTS) (K. George 1 AST),"[203114, 1642273]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Right Corner 3,24+ Right,23.06,Made,3.0,,,,,,,,,,,,,,,K. George,1642273.0,1.0
34,PT09M26.00S,2026-01-28T00:14:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.30946123521682,43.13725490196079,1610612757,5,8,2026-01-28T00:14:35Z,340000,False,34.0,16.0,1,left,MISS J. Holiday driving Layup - blocked,"[201950, 1642848]",1610612757.0,POR,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,Johnson,1642848.0,,,
35,PT09M26.00S,2026-01-28T00:14:28.6Z,1,REGULAR,block,,[],1642848,,,1610612757,5,8,2026-01-28T00:14:30Z,350000,False,,,0,,T. Johnson BLOCK (1 BLK),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M24.00S,2026-01-28T00:14:30.6Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,5,8,2026-01-28T00:14:35Z,360000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,
37,PT09M21.00S,2026-01-28T00:14:34.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203114,94.30026281208936,53.92156862745098,1610612764,7,8,2026-01-28T00:14:38Z,370000,False,20.0,1.0,1,right,K. Middleton running Layup (5 PTS) (K. George 2 AST),"[203114, 1642273]",1610612764.0,WAS,running,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,1.96,Made,5.0,,,,,,,,,,,,,,,K. George,1642273.0,2.0
39,PT09M04.00S,2026-01-28T00:14:51.1Z,1,REGULAR,3pt,Jump Shot,[],1630166,33.327858081471746,21.813725490196077,1610612757,7,11,2026-01-28T00:14:55Z,390000,False,141.0,261.0,1,left,D. Avdija 29' 3PT  (3 PTS) (T. Camara 2 AST),"[1630166, 1641739]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,29.64,Made,3.0,,,,,,,,,,,,,,,T. Camara,1641739.0,2.0
41,PT08M44.00S,2026-01-28T00:15:13.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642259,93.38042049934296,55.14705882352941,1610612764,9,11,2026-01-28T00:20:52Z,410000,False,26.0,10.0,1,right,A. Sarr driving Hook (2 PTS) (B. Coulibaly 1 AST),"[1642259, 1641731]",1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,2.75,Made,2.0,,,,,,,,,,,,,,,B. Coulibaly,1641731.0,1.0
43,PT08M44.00S,2026-01-28T00:15:18.3Z,1,REGULAR,foul,personal,['1freethrow'],1641739,,,1610612764,9,11,2026-01-28T00:15:26Z,430000,False,,,0,,T. Camara shooting personal FOUL (2 PF) (Sarr 1 FT),"[1641739, 1642259]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,1628172.0,,,,,,,,2.0,0.0,Sarr,1642259.0,,,,,
45,PT08M44.00S,2026-01-28T00:15:35.6Z,1,REGULAR,substitution,out,[],1641739,,,1610612764,9,11,2026-01-28T00:15:46Z,450000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M44.00S,2026-01-28T00:15:35.6Z,1,REGULAR,substitution,in,[],1631321,,,1610612764,9,11,2026-01-28T00:15:46Z,460000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M44.00S,2026-01-28T00:15:54.9Z,1,REGULAR,freethrow,1 of 1,[],1642259,,,1610612764,10,11,2026-01-28T00:15:54Z,470000,False,,,0,,A. Sarr Free Throw 1 of 1 (3 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
48,PT08M29.00S,2026-01-28T00:16:12.5Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612757,10,11,2026-01-28T00:16:16Z,480000,False,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[201950, 203114]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,2.0,,,,,Middleton,203114.0,,,,,,,,,
49,PT08M29.00S,2026-01-28T00:16:12.5Z,1,REGULAR,steal,,[],203114,,,1610612764,10,11,2026-01-28T00:16:14Z,490000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
50,PT08M21.00S,2026-01-28T00:16:19.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642259,90.62089356110381,38.72549019607843,1610612764,12,11,2026-01-28T00:16:26Z,500000,False,-56.0,36.0,1,right,A. Sarr 6' floating Jump Shot (5 PTS) (K. Middleton 1 AST),"[1642259, 203114]",1610612764.0,WAS,floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,6.67,Made,5.0,,,,,,,,,,,,,,,K. Middleton,203114.0,1.0
52,PT08M16.00S,2026-01-28T00:16:24.5Z,1,REGULAR,3pt,Jump Shot,[],1631101,26.888961892247043,14.215686274509803,1610612757,12,11,2026-01-28T00:22:48Z,520000,False,179.0,200.0,1,left,MISS S. Sharpe 26' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,26.86,Missed,,,,,,,,,,,,,,,,,,
53,PT08M16.00S,2026-01-28T00:16:24.5Z,1,REGULAR,rebound,defensive,[],203114,,,1610612764,12,11,2026-01-28T00:16:28Z,530000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,
54,PT08M11.00S,2026-01-28T00:16:33.3Z,1,REGULAR,foul,personal,[],1631101,,,1610612764,12,11,2026-01-28T00:16:40Z,540000,False,,,0,,S. Sharpe personal FOUL (1 PF),"[1631101, 1642848]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,1627964.0,,,,,,,,1.0,0.0,Johnson,1642848.0,,,,,
56,PT07M57.00S,2026-01-28T00:17:04.5Z,1,REGULAR,3pt,Jump Shot,[],1642259,68.9388961892247,14.950980392156863,1610612764,15,11,2026-01-28T00:24:33Z,560000,False,-175.0,239.0,1,right,A. Sarr 29' 3PT turnaround (8 PTS),[1642259],1610612764.0,WAS,turnaround,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,29.67,Made,8.0,,,,,,,,,,,,,,,,,
58,PT07M48.00S,2026-01-28T00:17:12.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,16.376478318002626,95.58823529411765,1610612757,15,14,2026-01-28T00:17:17Z,580000,False,-228.0,101.0,1,left,D. Avdija 24' 3PT  (6 PTS) (J. Holiday 1 AST),"[1630166, 201950]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,24.94,Made,6.0,,,,,,,,,,,,,,,J. Holiday,201950.0,1.0
60,PT07M25.00S,2026-01-28T00:17:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,82.86793692509855,40.44117647058824,1610612764,15,14,2026-01-28T00:17:39Z,600000,False,-48.0,109.0,1,right,MISS A. Sarr 11' pullup Shot,[1642259],1610612764.0,WAS,pullup,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,11.86,Missed,,,,,,,,,,,,,,,,,,
61,PT07M23.00S,2026-01-28T00:17:37.5Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,15,14,2026-01-28T00:17:37Z,610000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,
62,PT07M12.00S,2026-01-28T00:17:48.7Z,1,REGULAR,2pt,Jump Shot,[],201950,6.521024967148489,72.79411764705883,1610612757,15,14,2026-01-28T00:17:54Z,620000,False,-114.0,9.0,1,left,MISS J. Holiday 11' turnaround fadeaway Shot,[201950],1610612757.0,POR,turnaround fadeaway,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,11.43,Missed,,,,,,,,,,,,,,,,,,
63,PT07M12.00S,2026-01-28T00:17:48.7Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,15,14,2026-01-28T00:17:54Z,630000,False,,,0,,D. Avdija REBOUND (Off:2 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,,,62.0,4.0,2.0,2.0,,,,,,,,,,,
64,PT07M12.00S,2026-01-28T00:17:51.9Z,1,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612757,15,14,2026-01-28T00:17:59Z,640000,False,,,0,,D. Avdija step out-of-bounds TURNOVER (1 TO),[1630166],1610612757.0,POR,step,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,1627964.0,1.0,,,,,,,,,,,,,,,
65,PT07M12.00S,2026-01-28T00:17:55.8Z,1,REGULAR,substitution,out,[],203114,,,1610612764,15,14,2026-01-28T00:18:00Z,650000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M12.00S,2026-01-28T00:17:55.8Z,1,REGULAR,substitution,in,[],1630551,,,1610612764,15,14,2026-01-28T00:18:00Z,660000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M51.00S,2026-01-28T00:18:33.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642259,89.43823915900131,62.745098039215684,1610612764,15,14,2026-01-28T00:27:43Z,670000,False,64.0,47.0,1,right,MISS A. Sarr 7' pullup bank Shot,[1642259],1610612764.0,WAS,pullup bank,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,7.9,Missed,,,,,,,,,,,,,,,,,,
68,PT06M49.00S,2026-01-28T00:18:35.1Z,1,REGULAR,rebound,defensive,[],201950,,,1610612757,15,14,2026-01-28T00:18:37Z,680000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,67.0,2.0,1.0,1.0,,,,,,,,,,,
69,PT06M45.00S,2026-01-28T00:18:43.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,15,14,2026-01-28T00:18:43Z,690000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M45.00S,2026-01-28T00:18:43.8Z,1,REGULAR,substitution,out,[],201950,,,1610612757,15,14,2026-01-28T00:21:24Z,700000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M45.00S,2026-01-28T00:18:43.8Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,15,14,2026-01-28T00:21:24Z,710000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M45.00S,2026-01-28T00:18:43.8Z,1,REGULAR,substitution,in,[],1631126,,,1610612757,15,14,2026-01-28T00:21:24Z,720000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M45.00S,2026-01-28T00:18:43.8Z,1,REGULAR,substitution,in,[],203924,,,1610612757,15,14,2026-01-28T00:21:24Z,730000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M33.00S,2026-01-28T00:21:50.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,4.418528252299605,45.34313725490196,1610612757,15,16,2026-01-28T00:21:54Z,740000,False,23.0,-11.0,1,left,J. Grant driving Layup (2 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.58,Made,2.0,,,,,,,,,,,,,,,,,
75,PT06M11.00S,2026-01-28T00:22:12.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,82.9993429697766,48.529411764705884,1610612764,15,16,2026-01-28T00:28:41Z,750000,False,-7.0,107.0,1,right,MISS K. George 10' pullup Shot,[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,10.76,Missed,,,,,,,,,,,,,,,,,,
76,PT06M08.00S,2026-01-28T00:22:15.1Z,1,REGULAR,rebound,defensive,[],1631126,,,1610612757,15,16,2026-01-28T00:22:16Z,760000,False,,,0,,C. Love REBOUND (Off:0 Def:1),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,
77,PT05M59.00S,2026-01-28T00:22:22.9Z,1,REGULAR,3pt,Jump Shot,[],1642270,30.436925098554536,25.49019607843137,1610612757,15,16,2026-01-28T00:22:26Z,770000,False,123.0,234.0,1,left,MISS D. Clingan 26' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
78,PT05M57.00S,2026-01-28T00:22:24.9Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,15,16,2026-01-28T00:22:26Z,780000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,
79,PT05M46.00S,2026-01-28T00:22:36.1Z,1,REGULAR,3pt,Jump Shot,[],1642848,68.41327201051249,77.20588235294117,1610612764,18,16,2026-01-28T00:22:39Z,790000,False,136.0,244.0,1,right,T. Johnson 27' 3PT  (3 PTS) (K. George 3 AST),"[1642848, 1642273]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,27.97,Made,3.0,,,,,,,,,,,,,,,K. George,1642273.0,3.0
81,PT05M35.00S,2026-01-28T00:22:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631321,8.623521681997373,38.48039215686275,1610612757,18,16,2026-01-28T00:22:52Z,810000,False,58.0,29.0,1,left,MISS S. Cissoko 6' driving Layup - blocked,"[1631321, 1642259]",1610612757.0,POR,driving,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,,,,,,,,,,,,,,Sarr,1642259.0,,,
82,PT05M35.00S,2026-01-28T00:22:48.3Z,1,REGULAR,block,,[],1642259,,,1610612757,18,16,2026-01-28T00:22:50Z,820000,False,,,0,,A. Sarr BLOCK (2 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT05M35.00S,2026-01-28T00:22:48.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,18,16,2026-01-28T00:22:52Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,81.0,,,,,,,,,,,,,,
85,PT05M35.00S,2026-01-28T00:22:52.8Z,1,REGULAR,substitution,out,[],1641731,,,1610612757,18,16,2026-01-28T00:22:56Z,850000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
