actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M42.00S,2026-03-01T00:14:00.7Z,1,REGULAR,foul,personal,[],1630193,,,1610612764,0,2,2026-03-01T00:14:15Z,160000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1642273]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,1201.0,,,,,,,,,,,,,,1.0,0.0,George,1642273.0,,
18,PT10M37.00S,2026-03-01T00:14:25.1Z,1,REGULAR,3pt,Jump Shot,[],1641731,6.915243101182654,3.431372549019608,1610612764,3,2,2026-03-01T00:14:31Z,180000,False,233.0,13.0,1,left,B. Coulibaly 3PT  (3 PTS) (T. Vukcevic 1 AST),"[1641731, 1641774]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,,,23.31,Made,,,,,,,3.0,T. Vukcevic,1641774.0,1.0,,,,,,
20,PT10M25.00S,2026-03-01T00:14:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,80.89684625492772,46.32352941176471,1610612761,3,4,2026-03-01T00:14:40Z,200000,False,-18.0,127.0,1,right,I. Quickley 12' driving floating Jump Shot (2 PTS),[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,12.84,Made,,,,,,,2.0,,,,,,,,,
21,PT10M15.00S,2026-03-01T00:14:46.4Z,1,REGULAR,turnover,lost ball,[],1641774,,,1610612764,3,4,2026-03-01T00:14:51Z,210000,False,,,0,,T. Vukcevic lost ball TURNOVER (1 TO),"[1641774, 1627751]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,Poeltl,1627751.0,,,,,,,,,,
22,PT10M15.00S,2026-03-01T00:14:46.4Z,1,REGULAR,steal,,[],1627751,,,1610612761,3,4,2026-03-01T00:14:48Z,220000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
23,PT10M06.00S,2026-03-01T00:14:55.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,85.23324572930355,95.09803921568627,1610612761,3,4,2026-03-01T00:14:59Z,230000,False,225.0,86.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,24.14,Missed,,,,,,,,,,,,,,,,
24,PT10M04.00S,2026-03-01T00:14:57.1Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,3,4,2026-03-01T00:14:59Z,240000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,
25,PT09M52.00S,2026-03-01T00:15:08.6Z,1,REGULAR,3pt,Jump Shot,[],1641774,4.812746386333772,2.696078431372549,1610612764,3,4,2026-03-01T00:15:14Z,250000,False,237.0,-7.0,1,left,MISS T. Vukcevic 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Right Corner 3,24+ Right,,,23.66,Missed,,,,,,,,,,,,,,,,
26,PT09M47.00S,2026-03-01T00:15:13.6Z,1,REGULAR,rebound,offensive,[],1641731,,,1610612764,3,4,2026-03-01T00:15:14Z,260000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:0),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,
27,PT09M47.00S,2026-03-01T00:15:13.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641731,5.590000152587891,50.0,1610612764,5,4,2026-03-01T00:15:13Z,270000,False,0.0,0.0,1,left,B. Coulibaly tip DUNK (5 PTS),[1641731],1610612764.0,WAS,tip,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Left,,,0.0,Made,,,,,,,5.0,,,,,,,,,
28,PT09M37.00S,2026-03-01T00:15:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,88.78120893561103,59.31372549019608,1610612761,5,4,2026-03-01T00:15:32Z,280000,False,47.0,53.0,1,right,MISS B. Ingram 7' driving Layup - blocked,"[1627742, 1642273]",1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,7.06,Missed,,,,,,,,,,,,,,,George,1642273.0
29,PT09M37.00S,2026-03-01T00:15:26.0Z,1,REGULAR,block,,[],1642273,,,1610612761,5,4,2026-03-01T00:15:28Z,290000,False,,,0,,K. George BLOCK (1 BLK),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M37.00S,2026-03-01T00:15:26.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,5,4,2026-03-01T00:15:32Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,28.0,,,,,,,,,,,,,,,
32,PT09M28.00S,2026-03-01T00:15:50.6Z,1,REGULAR,foul,personal,['2freethrow'],1641774,,,1610612761,5,4,2026-03-01T00:15:59Z,320000,False,,,0,,T. Vukcevic shooting personal FOUL (1 PF) (Ingram 2 FT),"[1641774, 1627742]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,1201.0,,,,,,,,,,,,,,1.0,0.0,Ingram,1627742.0,,
34,PT09M28.00S,2026-03-01T00:16:20.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627742,,,1610612761,5,5,2026-03-01T00:16:20Z,340000,False,,,0,,B. Ingram Free Throw 1 of 2 (3 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
35,PT09M28.00S,2026-03-01T00:16:36.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627742,,,1610612761,5,6,2026-03-01T00:16:36Z,350000,False,,,0,,B. Ingram Free Throw 2 of 2 (4 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
36,PT09M23.00S,2026-03-01T00:16:46.8Z,1,REGULAR,foul,personal,[],1627742,,,1610612764,5,6,2026-03-01T00:16:58Z,360000,False,,,0,,B. Ingram personal FOUL (1 PF),"[1627742, 1641731]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,202027.0,,,,,,,,,,,,,,1.0,0.0,Coulibaly,1641731.0,,
38,PT09M16.00S,2026-03-01T00:17:10.7Z,1,REGULAR,3pt,Jump Shot,[],1642267,21.76412614980289,89.95098039215686,1610612764,8,6,2026-03-01T00:17:14Z,380000,False,-200.0,152.0,1,left,B. Carrington 25' 3PT  (3 PTS) (K. George 1 AST),"[1642267, 1642273]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,25.11,Made,,,,,,,3.0,K. George,1642273.0,1.0,,,,,,
40,PT09M05.00S,2026-03-01T00:17:24.5Z,1,REGULAR,foul,personal,[],1642848,,,1610612761,8,6,2026-03-01T00:17:33Z,400000,False,,,0,,T. Johnson personal FOUL (1 PF),"[1642848, 1627742]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Mid-Range,16-24 Left Center,101284.0,,,,,,,,,,,,,,1.0,0.0,Ingram,1627742.0,,
42,PT08M54.00S,2026-03-01T00:17:53.4Z,1,REGULAR,3pt,Jump Shot,[],1630567,80.89684625492772,94.85294117647058,1610612761,8,6,2026-03-01T00:17:57Z,420000,False,224.0,127.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,25.78,Missed,,,,,,,,,,,,,,,,
43,PT08M51.00S,2026-03-01T00:17:56.4Z,1,REGULAR,rebound,defensive,[],1641774,,,1610612764,8,6,2026-03-01T00:17:57Z,430000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,,,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,
44,PT08M41.00S,2026-03-01T00:18:06.0Z,1,REGULAR,3pt,Jump Shot,[],1641774,17.821944809461236,95.09803921568627,1610612764,11,6,2026-03-01T00:18:10Z,440000,False,-225.0,115.0,1,left,T. Vukcevic 25' 3PT  (3 PTS) (B. Coulibaly 1 AST),"[1641774, 1641731]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,,,25.31,Made,,,,,,,3.0,B. Coulibaly,1641731.0,1.0,,,,,,
46,PT08M30.00S,2026-03-01T00:18:20.5Z,1,REGULAR,foul,personal,[],1642267,,,1610612761,11,6,2026-03-01T00:18:24Z,460000,False,,,0,,B. Carrington personal FOUL (1 PF),"[1642267, 1627742]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,202027.0,,,,,,,,,,,,,,1.0,0.0,Ingram,1627742.0,,
48,PT08M19.00S,2026-03-01T00:18:51.5Z,1,REGULAR,foul,personal,['2freethrow'],1642848,,,1610612761,11,6,2026-03-01T00:19:10Z,480000,False,,,0,,T. Johnson shooting personal FOUL (2 PF) (Barrett 2 FT),"[1642848, 1629628]",1610612764.0,WAS,shooting,,,Johnson,T. Johnson,,,,,Mid-Range,16-24 Right Center,1201.0,,,,,,,,,,,,,,2.0,0.0,Barrett,1629628.0,,
50,PT08M19.00S,2026-03-01T00:19:13.8Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,11,7,2026-03-01T00:19:13Z,500000,False,,,0,,R. Barrett Free Throw 1 of 2 (1 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
51,PT08M19.00S,2026-03-01T00:19:13.8Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,11,7,2026-03-01T00:19:32Z,510000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
52,PT08M17.00S,2026-03-01T00:19:15.8Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,11,7,2026-03-01T00:19:32Z,520000,False,,,0,,K. George REBOUND (Off:0 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,51.0,3.0,3.0,0.0,,,,,,,,,,,,
53,PT08M10.00S,2026-03-01T00:19:38.6Z,1,REGULAR,3pt,Jump Shot,[],1642273,29.77989487516426,74.50980392156863,1610612764,14,7,2026-03-01T00:19:42Z,530000,False,-123.0,227.0,1,left,K. George 25' 3PT step back (3 PTS),[1642273],1610612764.0,WAS,step back,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,25.83,Made,,,,,,,3.0,,,,,,,,,
54,PT08M09.00S,2026-03-01T00:19:44.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,14,7,2026-03-01T00:19:44Z,540000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M01.00S,2026-03-01T00:22:50.6Z,1,REGULAR,3pt,Jump Shot,[],1630193,65.91655716162943,62.99019607843137,1610612761,14,10,2026-03-01T00:22:56Z,550000,False,65.0,268.0,1,right,I. Quickley 27' 3PT  (5 PTS) (S. Barnes 1 AST),"[1630193, 1630567]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,27.57,Made,,,,,,,5.0,S. Barnes,1630567.0,1.0,,,,,,
57,PT07M43.00S,2026-03-01T00:23:08.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,19.398817345597898,47.05882352941176,1610612764,16,10,2026-03-01T00:23:12Z,570000,False,15.0,130.0,1,left,K. George 13' driving floating Jump Shot (5 PTS),[1642273],1610612764.0,WAS,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,13.06,Made,,,,,,,5.0,,,,,,,,,
58,PT07M31.00S,2026-03-01T00:23:19.7Z,1,REGULAR,2pt,Jump Shot,[],1630567,91.67214191852825,21.568627450980394,1610612761,16,10,2026-03-01T00:23:24Z,580000,False,-142.0,26.0,1,right,MISS S. Barnes 14' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,14.45,Missed,,,,,,,,,,,,,,,,
59,PT07M29.00S,2026-03-01T00:23:21.7Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,16,10,2026-03-01T00:23:24Z,590000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Left,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,
60,PT07M14.00S,2026-03-01T00:23:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642848,4.02431011826544,57.59803921568627,1610612764,18,10,2026-03-01T00:23:40Z,600000,False,-38.0,-15.0,1,left,T. Johnson driving Layup (2 PTS),[1642848],1610612764.0,WAS,driving,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,4.07,Made,,,,,,,2.0,,,,,,,,,
61,PT06M57.00S,2026-03-01T00:23:56.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641774,,,1610612761,18,10,2026-03-01T00:24:04Z,610000,False,,,0,,T. Vukcevic shooting personal FOUL (2 PF) (Poeltl 2 FT),"[1641774, 1627751]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,202027.0,,,,,,,,,,,,,,2.0,0.0,Poeltl,1627751.0,,
63,PT06M57.00S,2026-03-01T00:24:30.0Z,1,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,18,11,2026-03-01T00:24:30Z,630000,False,,,0,,J. Poeltl Free Throw 1 of 2 (1 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
64,PT06M57.00S,2026-03-01T00:24:30.5Z,1,REGULAR,substitution,out,[],1642273,,,1610612761,18,11,2026-03-01T00:24:41Z,640000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M57.00S,2026-03-01T00:24:30.5Z,1,REGULAR,substitution,out,[],1641774,,,1610612761,18,11,2026-03-01T00:24:41Z,650000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M57.00S,2026-03-01T00:24:30.5Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,18,11,2026-03-01T00:24:41Z,660000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M57.00S,2026-03-01T00:24:30.5Z,1,REGULAR,substitution,in,[],1630536,,,1610612761,18,11,2026-03-01T00:24:41Z,670000,False,,,0,,SUB in: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M57.00S,2026-03-01T00:24:30.5Z,1,REGULAR,substitution,in,[],1630264,,,1610612761,18,11,2026-03-01T00:24:41Z,680000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M57.00S,2026-03-01T00:24:30.5Z,1,REGULAR,substitution,in,[],1630572,,,1610612761,18,11,2026-03-01T00:24:41Z,690000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M57.00S,2026-03-01T00:24:53.8Z,1,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,18,12,2026-03-01T00:24:53Z,700000,False,,,0,,J. Poeltl Free Throw 2 of 2 (2 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
71,PT06M46.00S,2026-03-01T00:25:05.8Z,1,REGULAR,3pt,Jump Shot,[],1642267,34.90473061760841,44.11764705882353,1610612764,21,12,2026-03-01T00:25:09Z,710000,False,29.0,276.0,1,left,B. Carrington 27' 3PT pullup (6 PTS),[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,27.72,Made,,,,,,,6.0,,,,,,,,,
72,PT06M26.00S,2026-03-01T00:25:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.02825229960578,52.69607843137255,1610612761,21,14,2026-03-01T00:25:29Z,720000,False,13.0,126.0,1,right,B. Ingram 12' fadeaway Jump Shot (6 PTS) (J. Poeltl 1 AST),"[1627742, 1627751]",1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,12.65,Made,,,,,,,6.0,J. Poeltl,1627751.0,1.0,,,,,,
73,PT06M05.00S,2026-03-01T00:25:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,14.011169513797633,41.66666666666667,1610612764,21,14,2026-03-01T00:25:52Z,730000,False,42.0,79.0,1,left,MISS A. Gill 8' floating Shot,[1630264],1610612764.0,WAS,floating,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Center,,,8.95,Missed,,,,,,,,,,,,,,,,
74,PT06M02.00S,2026-03-01T00:25:49.2Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,21,14,2026-03-01T00:25:49Z,740000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,
75,PT05M53.00S,2026-03-01T00:25:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,94.82588699080158,57.59803921568627,1610612761,21,16,2026-03-01T00:26:02Z,750000,False,38.0,-4.0,1,right,J. Poeltl Layup (4 PTS) (R. Barrett 2 AST),"[1627751, 1629628]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,3.82,Made,,,,,,,4.0,R. Barrett,1629628.0,2.0,,,,,,
77,PT05M40.00S,2026-03-01T00:26:11.8Z,1,REGULAR,3pt,Jump Shot,[],1630264,32.933639947437584,37.254901960784316,1610612764,21,16,2026-03-01T00:26:21Z,770000,False,64.0,257.0,1,left,MISS A. Gill 26' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Center,,,26.49,Missed,,,,,,,,,,,,,,,,
78,PT05M36.00S,2026-03-01T00:26:15.8Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,21,16,2026-03-01T00:26:21Z,780000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,
79,PT05M31.00S,2026-03-01T00:26:20.9Z,1,REGULAR,turnover,bad pass,[],1630193,,,1610612761,21,16,2026-03-01T00:26:25Z,790000,False,,,0,,I. Quickley bad pass TURNOVER (1 TO),"[1630193, 1642267]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,Carrington,1642267.0,,,,,,,,,,
80,PT05M31.00S,2026-03-01T00:26:20.9Z,1,REGULAR,steal,,[],1642267,,,1610612764,21,16,2026-03-01T00:26:22Z,800000,False,,,0,,B. Carrington STEAL (1 STL),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M28.00S,2026-03-01T00:26:25.7Z,1,REGULAR,turnover,out-of-bounds,[],1642848,,,1610612764,21,16,2026-03-01T00:26:32Z,810000,False,,,0,,T. Johnson bad pass out-of-bounds TURNOVER (1 TO),[1642848],1610612764.0,WAS,bad pass,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Left Center,101284.0,1.0,,,,,,,,,,,,,,,,,,
82,PT05M28.00S,2026-03-01T00:26:29.2Z,1,REGULAR,substitution,out,[],1642267,,,1610612761,21,16,2026-03-01T00:26:39Z,820000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M28.00S,2026-03-01T00:26:29.2Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,21,16,2026-03-01T00:26:39Z,830000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M28.00S,2026-03-01T00:26:29.2Z,1,REGULAR,substitution,in,[],1642860,,,1610612761,21,16,2026-03-01T00:26:39Z,840000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M28.00S,2026-03-01T00:26:29.2Z,1,REGULAR,substitution,in,[],1642266,,,1610612761,21,16,2026-03-01T00:26:39Z,850000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
