actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
15,PT11M01.00S,2026-03-17T23:12:08.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202699,5.590000152587891,50.0,1610612765,2,0,2026-03-17T23:14:54Z,150000,False,0.0,0.0,1,left,MISS T. Harris tip Layup,[202699],1610612765.0,DET,tip,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
16,PT11M00.00S,2026-03-17T23:12:09.0Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,2,0,2026-03-17T23:12:09Z,160000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,
17,PT11M00.00S,2026-03-17T23:12:09.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,7.30946123521682,51.470588235294116,1610612765,2,2,2026-03-17T23:13:26Z,170000,False,-7.0,16.0,1,left,J. Duren putback DUNK (2 PTS) (T. Harris 1 AST),"[1631105, 202699]",1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,1.78,Made,2.0,,,,,T. Harris,202699.0,1.0,,,,,,,,
18,PT10M47.00S,2026-03-17T23:12:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,81.02825229960578,53.92156862745098,1610612764,4,2,2026-03-17T23:12:27Z,180000,False,20.0,126.0,1,right,B. Carrington 12' turnaround fadeaway Jump Shot (2 PTS),[1642267],1610612764.0,WAS,turnaround fadeaway,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Center,,,12.73,Made,2.0,,,,,,,,,,,,,,,
19,PT10M31.00S,2026-03-17T23:12:38.3Z,1,REGULAR,3pt,Jump Shot,[],202699,24.392247043363994,9.803921568627452,1610612765,4,2,2026-03-17T23:12:42Z,190000,False,201.0,177.0,1,left,MISS T. Harris 26' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,26.77,Missed,,,,,,,,,,,,,,,,
20,PT10M28.00S,2026-03-17T23:12:41.3Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,4,2,2026-03-17T23:12:42Z,200000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,
21,PT10M22.00S,2026-03-17T23:12:49.9Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612764,4,2,2026-03-17T23:12:58Z,210000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Johnson 2 FT),"[1631105, 1642848]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,200832.0,,,,,,,,,,,,1.0,0.0,Johnson,1642848.0,,,,
23,PT10M22.00S,2026-03-17T23:13:12.2Z,1,REGULAR,freethrow,1 of 2,[],1642848,,,1610612764,5,2,2026-03-17T23:13:12Z,230000,False,,,0,,T. Johnson Free Throw 1 of 2 (1 PTS),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
24,PT10M22.00S,2026-03-17T23:13:26.2Z,1,REGULAR,freethrow,2 of 2,[],1642848,,,1610612764,6,2,2026-03-17T23:13:26Z,240000,False,,,0,,T. Johnson Free Throw 2 of 2 (2 PTS),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
25,PT10M06.00S,2026-03-17T23:13:44.7Z,1,REGULAR,3pt,Jump Shot,[],1629130,3.892904073587385,96.81372549019608,1610612765,6,2,2026-03-17T23:13:49Z,250000,False,-234.0,-16.0,1,left,MISS D. Robinson 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,,,23.46,Missed,,,,,,,,,,,,,,,,
26,PT10M03.00S,2026-03-17T23:13:47.7Z,1,REGULAR,rebound,defensive,[],1642848,,,1610612764,6,2,2026-03-17T23:13:49Z,260000,False,,,0,,T. Johnson REBOUND (Off:0 Def:1),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Left Corner 3,24+ Left,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT09M53.00S,2026-03-17T23:13:58.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,87.07293035479631,50.245098039215684,1610612764,6,2,2026-03-17T23:16:03Z,270000,False,1.0,69.0,1,right,MISS A. Gill 6' floating Shot,[1630264],1610612764.0,WAS,floating,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,6.9,Missed,,,,,,,,,,,,,,,,
28,PT09M50.00S,2026-03-17T23:14:01.1Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,6,2,2026-03-17T23:14:05Z,280000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,
29,PT09M48.00S,2026-03-17T23:14:05.6Z,1,REGULAR,foul,personal,[],1630264,,,1610612765,6,2,2026-03-17T23:14:13Z,290000,False,,,0,,A. Gill personal FOUL (1 PF),"[1630264, 1630595]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Left,200832.0,,,,,,,,,,,,1.0,0.0,Cunningham,1630595.0,,,,
32,PT09M42.00S,2026-03-17T23:14:41.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630595,5.601182654402102,50.98039215686274,1610612765,6,4,2026-03-17T23:14:45Z,320000,False,-5.0,0.0,1,left,C. Cunningham cutting DUNK (2 PTS) (D. Robinson 1 AST),"[1630595, 1629130]",1610612765.0,DET,cutting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,0.49,Made,2.0,,,,,D. Robinson,1629130.0,1.0,,,,,,,,
34,PT09M31.00S,2026-03-17T23:14:51.8Z,1,REGULAR,3pt,Jump Shot,[],1642848,83.52496714848883,95.09803921568627,1610612764,9,4,2026-03-17T23:16:37Z,340000,False,225.0,102.0,1,right,T. Johnson 24' 3PT pullup (5 PTS),[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,,,24.77,Made,5.0,,,,,,,,,,,,,,,
36,PT09M18.00S,2026-03-17T23:15:04.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,6.1268068331143235,57.35294117647059,1610612765,9,4,2026-03-17T23:15:09Z,350000,False,-37.0,5.0,1,left,MISS J. Duren alley-oop DUNK,[1631105],1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,3.72,Missed,,,,,,,,,,,,,,,,
37,PT09M16.00S,2026-03-17T23:15:06.8Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,9,4,2026-03-17T23:15:06Z,360000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,36.0,1.0,0.0,1.0,,,,,,,,,,,
38,PT09M15.00S,2026-03-17T23:15:08.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,23.47240473061761,88.48039215686273,1610612765,9,4,2026-03-17T23:15:13Z,370000,False,-192.0,168.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,25.55,Missed,,,,,,,,,,,,,,,,
39,PT09M15.00S,2026-03-17T23:15:08.2Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,9,4,2026-03-17T23:15:13Z,380000,False,,,0,,B. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,
40,PT09M03.00S,2026-03-17T23:15:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,92.59198423127464,44.85294117647059,1610612764,11,4,2026-03-17T23:15:24Z,390000,False,-26.0,17.0,1,right,W. Riley driving Layup (4 PTS),[1642860],1610612764.0,WAS,driving,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,,,3.09,Made,4.0,,,,,,,,,,,,,,,
41,PT08M49.00S,2026-03-17T23:15:35.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,6.521024967148489,2.696078431372549,1610612765,11,4,2026-03-17T23:18:22Z,400000,False,237.0,9.0,1,left,MISS D. Robinson 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,,23.67,Missed,,,,,,,,,,,,,,,,
42,PT08M47.00S,2026-03-17T23:15:37.0Z,1,REGULAR,rebound,defensive,[],1642848,,,1610612764,11,4,2026-03-17T23:17:47Z,410000,False,,,0,,T. Johnson REBOUND (Off:0 Def:2),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Right,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,
43,PT08M41.00S,2026-03-17T23:15:41.0Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1642267,77.4802890932983,50.245098039215684,1610612764,13,4,2026-03-17T23:18:34Z,420000,False,1.0,159.0,1,right,B. Carrington 15' running pullup Jump Shot (4 PTS) (T. Johnson 1 AST),"[1642267, 1642848]",1610612764.0,WAS,running pullup,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Center,,,15.92,Made,4.0,,,,,T. Johnson,1642848.0,1.0,,,,,,,,
44,PT08M27.00S,2026-03-17T23:15:55.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630595,5.601182654402102,49.01960784313725,1610612765,13,6,2026-03-17T23:16:02Z,430000,False,5.0,0.0,1,left,C. Cunningham driving DUNK (4 PTS) (A. Thompson 1 AST),"[1630595, 1641709]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,0.49,Made,4.0,,,,,A. Thompson,1641709.0,1.0,,,,,,,,
48,PT08M20.00S,2026-03-17T23:16:18.8Z,1,REGULAR,foul,personal,[],1641709,,,1610612764,13,6,2026-03-17T23:16:25Z,450000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641709, 1642267]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left,1627534.0,,,,,,,,,,,,1.0,0.0,Carrington,1642267.0,,,,
50,PT08M15.00S,2026-03-17T23:16:39.5Z,1,REGULAR,3pt,Jump Shot,[],1642848,64.99671484888306,65.19607843137256,1610612764,13,6,2026-03-17T23:19:26Z,470000,False,76.0,277.0,1,right,MISS T. Johnson 28' pullup 3PT,[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Center,,,28.68,Missed,,,,,,,,,,,,,,,,
51,PT08M13.00S,2026-03-17T23:16:41.5Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,13,6,2026-03-17T23:19:26Z,480000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,50.0,2.0,1.0,1.0,,,,,,,,,,,
52,PT08M06.00S,2026-03-17T23:16:56.5Z,1,REGULAR,foul,personal,[],1642848,,,1610612765,13,6,2026-03-17T23:17:02Z,490000,False,,,0,,T. Johnson personal FOUL (1 PF),"[1642848, 1630595]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),8-16 Center,1627534.0,,,,,,,,,,,,1.0,0.0,Cunningham,1630595.0,,,,
54,PT07M53.00S,2026-03-17T23:17:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,11.514454664914586,61.274509803921575,1610612765,13,6,2026-03-17T23:17:26Z,510000,False,-56.0,56.0,1,left,MISS D. Robinson 7' pullup Shot,[1629130],1610612765.0,DET,pullup,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,7.93,Missed,,,,,,,,,,,,,,,,
55,PT07M51.00S,2026-03-17T23:17:24.4Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,13,6,2026-03-17T23:17:26Z,520000,False,,,0,,J. Duren REBOUND (Off:2 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,54.0,2.0,0.0,2.0,,,,,,,,,,,
56,PT07M51.00S,2026-03-17T23:17:26.2Z,1,REGULAR,foul,personal,['2freethrow'],1630551,,,1610612765,13,6,2026-03-17T23:17:34Z,530000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Duren 2 FT),"[1630551, 1631105]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1627961.0,,,,,,,,,,,,1.0,0.0,Duren,1631105.0,,,,
58,PT07M51.00S,2026-03-17T23:17:59.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,13,7,2026-03-17T23:17:59Z,550000,False,,,0,,J. Duren Free Throw 1 of 2 (3 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
59,PT07M51.00S,2026-03-17T23:18:19.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,13,8,2026-03-17T23:18:19Z,560000,False,,,0,,J. Duren Free Throw 2 of 2 (4 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
60,PT07M44.00S,2026-03-17T23:18:32.5Z,1,REGULAR,foul,personal,[],1630595,,,1610612764,13,8,2026-03-17T23:18:43Z,570000,False,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 1642848]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,200832.0,,,,,,,,,,,,1.0,0.0,Johnson,1642848.0,,,,
62,PT07M29.00S,2026-03-17T23:19:30.9Z,1,REGULAR,2pt,Jump Shot,[],1642860,85.3646517739816,69.85294117647058,1610612764,13,8,2026-03-17T23:20:31Z,590000,False,99.0,85.0,1,right,MISS W. Riley 13' driving floating Shot,[1642860],1610612764.0,WAS,driving floating,,,Riley,W. Riley,,,,,Mid-Range,8-16 Right,,,13.08,Missed,,,,,,,,,,,,,,,,
63,PT07M27.00S,2026-03-17T23:19:32.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,13,8,2026-03-17T23:19:37Z,600000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Right,,,,,,62.0,,,,,,,,,,,,,,
65,PT07M18.00S,2026-03-17T23:19:52.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,6.783837056504599,49.26470588235294,1610612765,13,10,2026-03-17T23:20:01Z,620000,False,4.0,11.0,1,left,A. Thompson driving DUNK (2 PTS),[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,1.19,Made,2.0,,,,,,,,,,,,,,,
66,PT07M04.00S,2026-03-17T23:20:06.6Z,1,REGULAR,turnover,lost ball,[],1630264,,,1610612764,13,10,2026-03-17T23:20:44Z,630000,False,,,0,,A. Gill lost ball TURNOVER (1 TO),"[1630264, 1630595]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,,,,,Cunningham,1630595.0,,
67,PT07M04.00S,2026-03-17T23:20:06.6Z,1,REGULAR,steal,,[],1630595,,,1610612765,13,10,2026-03-17T23:20:08Z,640000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
68,PT07M02.00S,2026-03-17T23:20:09.6Z,1,REGULAR,foul,personal,['2freethrow'],1642267,,,1610612765,13,10,2026-03-17T23:20:17Z,650000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1642267, 1630595]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,200832.0,,,,,,,,,,,,1.0,0.0,Cunningham,1630595.0,,,,
70,PT07M02.00S,2026-03-17T23:20:44.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630595,,,1610612765,13,11,2026-03-17T23:21:08Z,670000,False,,,0,,C. Cunningham Free Throw 1 of 2 (5 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
71,PT07M02.00S,2026-03-17T23:20:44.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630595,,,1610612765,13,12,2026-03-17T23:21:08Z,680000,False,,,0,,C. Cunningham Free Throw 2 of 2 (6 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
72,PT06M50.00S,2026-03-17T23:21:15.1Z,1,REGULAR,3pt,Jump Shot,[],1642848,81.42247043363994,4.166666666666666,1610612764,13,12,2026-03-17T23:21:22Z,690000,False,-229.0,122.0,1,right,MISS T. Johnson 25' 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Left Center,,,25.97,Missed,,,,,,,,,,,,,,,,
73,PT06M46.00S,2026-03-17T23:21:19.1Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,13,12,2026-03-17T23:21:22Z,700000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,72.0,3.0,1.0,2.0,,,,,,,,,,,
74,PT06M40.00S,2026-03-17T23:21:28.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612765,13,12,2026-03-17T23:21:41Z,710000,False,,,0,,A. Gill shooting personal FOUL (2 PF) (Duren 2 FT),"[1630264, 1631105]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,1627961.0,,,,,,,,,,,,2.0,0.0,Duren,1631105.0,,,,
76,PT06M40.00S,2026-03-17T23:21:43.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,13,12,2026-03-17T23:21:43Z,730000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M40.00S,2026-03-17T23:21:45.3Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,13,12,2026-03-17T23:24:20Z,740000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M40.00S,2026-03-17T23:21:45.3Z,1,REGULAR,substitution,out,[],1641709,,,1610612765,13,12,2026-03-17T23:24:20Z,750000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M40.00S,2026-03-17T23:21:45.3Z,1,REGULAR,substitution,in,[],1628989,,,1610612765,13,12,2026-03-17T23:24:20Z,760000,False,,,0,,SUB in: K. Huerter,[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M40.00S,2026-03-17T23:21:45.3Z,1,REGULAR,substitution,in,[],1631204,,,1610612765,13,12,2026-03-17T23:24:20Z,770000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M40.00S,2026-03-17T23:24:40.1Z,1,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,13,13,2026-03-17T23:25:18Z,780000,False,,,0,,J. Duren Free Throw 1 of 2 (5 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
82,PT06M40.00S,2026-03-17T23:24:40.1Z,1,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,13,13,2026-03-17T23:25:18Z,790000,False,,,0,,MISS J. Duren Free Throw 2 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
83,PT06M37.00S,2026-03-17T23:24:43.1Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,13,13,2026-03-17T23:25:18Z,800000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,
84,PT06M26.00S,2026-03-17T23:25:10.6Z,1,REGULAR,3pt,Jump Shot,[],1630551,63.81406044678055,55.392156862745104,1610612764,16,13,2026-03-17T23:25:21Z,810000,False,27.0,288.0,1,right,J. Champagnie 28' 3PT pullup (3 PTS) (W. Riley 1 AST),"[1630551, 1642860]",1610612764.0,WAS,pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,28.89,Made,3.0,,,,,W. Riley,1642860.0,1.0,,,,,,,,
85,PT06M07.00S,2026-03-17T23:25:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,7.703679369250986,50.73529411764706,1610612765,16,15,2026-03-17T23:25:35Z,820000,False,-4.0,20.0,1,left,D. Robinson driving Layup (2 PTS) (M. Sasser 1 AST),"[1629130, 1631204]",1610612765.0,DET,driving,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,2.02,Made,2.0,,,,,M. Sasser,1631204.0,1.0,,,,,,,,
