actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M49.00S,2026-03-03T00:13:12.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,90.3580814717477,45.588235294117645,1610612745,0,2,2026-03-03T00:14:01Z,160000,False,-22.0,38.0,1,right,A. Sengun driving Hook (2 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,4.4,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M26.00S,2026-03-03T00:13:35.4Z,1,REGULAR,2pt,Jump Shot,[],1642267,19.267411300919843,66.91176470588235,1610612764,0,2,2026-03-03T00:15:03Z,170000,False,-85.0,129.0,1,left,MISS B. Carrington 15' step back Shot,[1642267],1610612764.0,WAS,step back,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Left,15.39,Missed,,,,,,,,,,,,,,,,,,
18,PT10M23.00S,2026-03-03T00:13:38.4Z,1,REGULAR,rebound,offensive,[],1642848,,,1610612764,0,2,2026-03-03T00:13:38Z,180000,False,,,0,,T. Johnson REBOUND (Off:1 Def:1),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Left,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,
19,PT10M21.00S,2026-03-03T00:13:39.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642848,7.046649145860711,1.715686274509804,1610612764,3,2,2026-03-03T00:13:47Z,190000,False,241.0,14.0,1,left,T. Johnson 24' 3PT  (3 PTS),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Right Corner 3,24+ Right,24.18,Made,,,,,3.0,,,,,,,,,,,,,
21,PT09M59.00S,2026-03-03T00:14:21.9Z,1,REGULAR,foul,personal,[],1642273,,,1610612745,3,2,2026-03-03T00:14:34Z,210000,False,,,0,,K. George personal FOUL (1 PF),"[1642273, 201142]",1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Left,,,,,,,,1146.0,1.0,0.0,Durant,201142.0,,,,,,,,
23,PT09M50.00S,2026-03-03T00:14:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612745,3,2,2026-03-03T00:14:49Z,230000,False,,,0,,K. George shooting personal FOUL (2 PF) (Durant 2 FT),"[1642273, 201142]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Mid-Range,8-16 Left,,,,,,,,1627962.0,2.0,0.0,Durant,201142.0,,,,,,,,
25,PT09M50.00S,2026-03-03T00:15:10.6Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612745,3,3,2026-03-03T00:15:10Z,250000,False,,,0,,K. Durant Free Throw 1 of 2 (1 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
26,PT09M50.00S,2026-03-03T00:15:26.7Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612745,3,4,2026-03-03T00:15:26Z,260000,False,,,0,,K. Durant Free Throw 2 of 2 (2 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
27,PT09M34.00S,2026-03-03T00:15:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642848,8.886333771353483,36.029411764705884,1610612764,3,4,2026-03-03T00:15:52Z,270000,False,70.0,31.0,1,left,MISS T. Johnson 7' driving Layup - blocked,"[1642848, 1642263]",1610612764.0,WAS,driving,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,Sheppard,1642263.0,,,,,,
28,PT09M34.00S,2026-03-03T00:15:45.1Z,1,REGULAR,block,,[],1642263,,,1610612764,3,4,2026-03-03T00:15:48Z,280000,False,,,0,,R. Sheppard BLOCK (1 BLK),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M34.00S,2026-03-03T00:15:45.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,3,4,2026-03-03T00:15:52Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,,,,,,,,,,,,,,,,,
31,PT09M31.00S,2026-03-03T00:15:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642273,6.389618922470433,56.61764705882353,1610612764,3,4,2026-03-03T00:16:03Z,310000,False,-33.0,8.0,1,left,MISS K. George cutting Layup - blocked,"[1642273, 201142]",1610612764.0,WAS,cutting,,,George,K. George,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,Durant,201142.0,,,,,,
32,PT09M31.00S,2026-03-03T00:15:57.2Z,1,REGULAR,block,,[],201142,,,1610612764,3,4,2026-03-03T00:15:59Z,320000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M29.00S,2026-03-03T00:15:59.2Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,3,4,2026-03-03T00:16:03Z,330000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M22.00S,2026-03-03T00:16:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,91.14651773981603,58.333333333333336,1610612745,3,4,2026-03-03T00:17:27Z,340000,False,42.0,31.0,1,right,MISS A. Thompson driving Layup - blocked,"[1641708, 1642848]",1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.18,Missed,,,,,,,,,,,Johnson,1642848.0,,,,,,
35,PT09M22.00S,2026-03-03T00:16:06.7Z,1,REGULAR,block,,[],1642848,,,1610612745,3,4,2026-03-03T00:16:08Z,350000,False,,,0,,T. Johnson BLOCK (1 BLK),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M20.00S,2026-03-03T00:16:08.7Z,1,REGULAR,rebound,defensive,[],1642848,,,1610612764,3,4,2026-03-03T00:16:10Z,360000,False,,,0,,T. Johnson REBOUND (Off:1 Def:2),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,34.0,3.0,2.0,1.0,,,,,,,,,,,,,,
37,PT09M16.00S,2026-03-03T00:16:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,4.02431011826544,95.58823529411765,1610612764,6,4,2026-03-03T00:16:19Z,370000,False,-228.0,-15.0,1,left,K. George 3PT running (3 PTS) (T. Johnson 1 AST),"[1642273, 1642848]",1610612764.0,WAS,running,,,George,K. George,,,,,Left Corner 3,24+ Left,22.84,Made,,,,,3.0,,,,,,,,T. Johnson,1642848.0,1.0,,,
39,PT09M00.00S,2026-03-03T00:16:29.2Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,6,4,2026-03-03T00:16:37Z,390000,False,,,0,,A. Sengun bad pass TURNOVER (1 TO),"[1630578, 1642267]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Carrington,1642267.0
40,PT09M00.00S,2026-03-03T00:16:29.2Z,1,REGULAR,steal,,[],1642267,,,1610612764,6,4,2026-03-03T00:16:31Z,400000,False,,,0,,B. Carrington STEAL (1 STL),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
41,PT08M54.00S,2026-03-03T00:16:34.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642882,11.908672798948752,51.71568627450981,1610612764,6,4,2026-03-03T00:18:19Z,410000,False,-9.0,59.0,1,left,MISS J. Reese 6' running Shot,[1642882],1610612764.0,WAS,running,,,Reese,J. Reese,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,,
42,PT08M53.00S,2026-03-03T00:16:35.1Z,1,REGULAR,rebound,defensive,[],1642263,,,1610612745,6,4,2026-03-03T00:18:19Z,420000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:2),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M46.00S,2026-03-03T00:16:43.3Z,1,REGULAR,2pt,Layup,[],1642263,88.91261498028909,66.66666666666666,1610612745,6,6,2026-03-03T00:17:13Z,430000,False,83.0,52.0,1,right,R. Sheppard 9' driving finger roll Layup (2 PTS),[1642263],1610612745.0,HOU,driving finger roll,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Right,9.8,Made,,,,,2.0,,,,,,,,,,,,,
44,PT08M31.00S,2026-03-03T00:16:57.4Z,1,REGULAR,2pt,Jump Shot,[],1642273,8.886333771353483,74.50980392156863,1610612764,8,6,2026-03-03T00:17:03Z,440000,False,-123.0,31.0,1,left,K. George 12' turnaround Jump Shot (5 PTS),[1642273],1610612764.0,WAS,turnaround,,,George,K. George,,,,,Mid-Range,8-16 Left,12.64,Made,,,,,5.0,,,,,,,,,,,,,
45,PT08M11.00S,2026-03-03T00:17:18.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,88.38699080157687,51.470588235294116,1610612745,8,6,2026-03-03T00:19:38Z,450000,False,7.0,57.0,1,right,MISS A. Sengun driving floating Shot,[1630578],1610612745.0,HOU,driving floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,,,,,,,,,,,,,,,,,,
46,PT08M11.00S,2026-03-03T00:17:18.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,8,6,2026-03-03T00:17:36Z,460000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,45.0,,,,,,,,,,,,,,,,,
47,PT08M11.00S,2026-03-03T00:17:23.3Z,1,REGULAR,foul,personal,[],1630578,,,1610612764,8,6,2026-03-03T00:17:33Z,470000,False,,,0,,A. Sengun loose ball personal FOUL (1 PF),"[1630578, 1642882]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1146.0,1.0,0.0,Reese,1642882.0,,,,,,,,
49,PT08M04.00S,2026-03-03T00:17:36.8Z,1,REGULAR,3pt,Jump Shot,[],1641731,30.962549277266753,27.696078431372552,1610612764,11,6,2026-03-03T00:17:42Z,490000,False,112.0,239.0,1,left,B. Coulibaly 26' 3PT pullup (3 PTS),[1641731],1610612764.0,WAS,pullup,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,26.33,Made,,,,,3.0,,,,,,,,,,,,,
50,PT07M45.00S,2026-03-03T00:17:56.2Z,1,REGULAR,3pt,Jump Shot,[],1642263,66.96780551905388,53.431372549019606,1610612745,11,6,2026-03-03T00:18:06Z,500000,False,17.0,258.0,1,right,MISS R. Sheppard 25' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
51,PT07M42.00S,2026-03-03T00:17:59.2Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,11,6,2026-03-03T00:18:06Z,510000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT07M35.00S,2026-03-03T00:18:05.5Z,1,REGULAR,3pt,Jump Shot,[],1641731,21.50131406044678,8.823529411764707,1610612764,11,6,2026-03-03T00:20:46Z,520000,False,206.0,150.0,1,left,MISS B. Coulibaly 25' step back 3PT,[1641731],1610612764.0,WAS,step back,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
53,PT07M33.00S,2026-03-03T00:18:07.5Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,11,6,2026-03-03T00:18:09Z,530000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT07M19.00S,2026-03-03T00:18:21.7Z,1,REGULAR,3pt,Jump Shot,[],201142,67.62483574244416,24.264705882352942,1610612745,11,9,2026-03-03T00:18:31Z,540000,False,-129.0,252.0,1,right,K. Durant 28' 3PT  (5 PTS) (R. Sheppard 1 AST),"[201142, 1642263]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,28.28,Made,,,,,5.0,,,,,,,,R. Sheppard,1642263.0,1.0,,,
56,PT07M04.00S,2026-03-03T00:18:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,8.623521681997373,48.529411764705884,1610612764,11,9,2026-03-03T00:18:45Z,560000,False,7.0,29.0,1,left,MISS B. Coulibaly driving Layup,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
57,PT07M03.00S,2026-03-03T00:18:38.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,11,9,2026-03-03T00:18:52Z,570000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,56.0,,,,,,,,,,,,,,,,,
59,PT07M03.00S,2026-03-03T00:18:45.4Z,1,REGULAR,substitution,out,[],1631106,,,1610612745,11,9,2026-03-03T00:18:52Z,590000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M03.00S,2026-03-03T00:18:45.4Z,1,REGULAR,substitution,in,[],1627827,,,1610612745,11,9,2026-03-03T00:18:52Z,600000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M43.00S,2026-03-03T00:19:14.9Z,1,REGULAR,foul,personal,['2freethrow'],1642882,,,1610612745,11,9,2026-03-03T00:19:21Z,610000,False,,,0,,J. Reese shooting personal FOUL (1 PF) (Sengun 2 FT),"[1642882, 1630578]",1610612764.0,WAS,shooting,,,Reese,J. Reese,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,1.0,0.0,Sengun,1630578.0,,,,,,,,
63,PT06M43.00S,2026-03-03T00:19:24.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,11,9,2026-03-03T00:19:24Z,630000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2026-03-03T00:22:40.0Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,11,10,2026-03-03T00:22:40Z,640000,False,,,0,,A. Sengun Free Throw 1 of 2 (3 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
65,PT06M43.00S,2026-03-03T00:22:53.6Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,11,11,2026-03-03T00:22:53Z,650000,False,,,0,,A. Sengun Free Throw 2 of 2 (4 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
66,PT06M28.00S,2026-03-03T00:23:11.8Z,1,REGULAR,3pt,Jump Shot,[],1641731,16.245072273324574,97.54901960784314,1610612764,11,11,2026-03-03T03:47:25Z,660000,False,-238.0,100.0,1,left,MISS B. Coulibaly 25' step back 3PT,[1641731],1610612764.0,WAS,step back,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
67,PT06M25.00S,2026-03-03T00:23:14.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,11,11,2026-03-03T00:23:18Z,670000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
68,PT06M10.00S,2026-03-03T00:23:29.1Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612745,11,11,2026-03-03T00:23:38Z,680000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1641731]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Coulibaly,1641731.0
69,PT06M10.00S,2026-03-03T00:23:29.1Z,1,REGULAR,steal,,[],1641731,,,1610612764,11,11,2026-03-03T00:23:31Z,690000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
70,PT06M07.00S,2026-03-03T00:23:32.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642267,25.706307490144546,83.57843137254902,1610612764,14,11,2026-03-03T00:24:12Z,700000,False,-168.0,189.0,1,left,B. Carrington 25' 3PT running pullup (3 PTS),[1642267],1610612764.0,WAS,running pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,25.29,Made,,,,,3.0,,,,,,,,,,,,,
71,PT05M52.00S,2026-03-03T00:23:49.4Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,14,11,2026-03-03T00:24:10Z,710000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (2 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,Left Corner 3,24+ Left,,,,,,,,201245.0,,,,,,,,,,2.0,,
72,PT05M52.00S,2026-03-03T00:23:52.5Z,1,REGULAR,substitution,out,[],1630578,,,1610612764,14,11,2026-03-03T00:23:56Z,720000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M52.00S,2026-03-03T00:23:52.5Z,1,REGULAR,substitution,in,[],203991,,,1610612764,14,11,2026-03-03T00:23:56Z,730000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M36.00S,2026-03-03T00:24:18.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641731,22.026938239159,66.42156862745098,1610612764,14,11,2026-03-03T00:25:07Z,740000,False,-82.0,155.0,1,left,MISS B. Coulibaly 17' step back Shot,[1641731],1610612764.0,WAS,step back,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Left Center,17.5,Missed,,,,,,,,,,,,,,,,,,
75,PT05M33.00S,2026-03-03T00:24:21.2Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612745,14,11,2026-03-03T00:24:23Z,750000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left Center,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT05M22.00S,2026-03-03T00:24:31.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,85.89027595269383,41.911764705882355,1610612745,14,11,2026-03-03T00:25:57Z,760000,False,-40.0,80.0,1,right,MISS A. Thompson 8' driving floating Shot,[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,8.97,Missed,,,,,,,,,,,,,,,,,,
77,PT05M20.00S,2026-03-03T00:24:33.9Z,1,REGULAR,rebound,defensive,[],1642882,,,1610612764,14,11,2026-03-03T00:24:35Z,770000,False,,,0,,J. Reese REBOUND (Off:0 Def:1),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,In The Paint (Non-RA),8-16 Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT05M10.00S,2026-03-03T00:24:43.6Z,1,REGULAR,2pt,Jump Shot,[],1642267,23.078186596583443,30.14705882352941,1610612764,14,11,2026-03-03T00:24:48Z,780000,False,99.0,164.0,1,left,MISS B. Carrington 19' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,19.21,Missed,,,,,,,,,,,,,,,,,,
79,PT05M08.00S,2026-03-03T00:24:45.6Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612745,14,11,2026-03-03T00:24:48Z,790000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Right Center,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
80,PT04M56.00S,2026-03-03T00:25:00.0Z,1,REGULAR,foul,personal,['2freethrow'],1642267,,,1610612745,14,11,2026-03-03T00:25:06Z,800000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Durant 2 FT),"[1642267, 201142]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1146.0,1.0,0.0,Durant,201142.0,,,,,,,,
82,PT04M56.00S,2026-03-03T00:25:34.4Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612745,14,12,2026-03-03T00:25:34Z,820000,False,,,0,,K. Durant Free Throw 1 of 2 (6 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
