actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
17,PT10M40.00S,2026-03-19T23:12:46.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631105,,,1610612765,0,3,2026-03-19T23:12:46Z,160000,False,,,0,,J. Duren Free Throw 1 of 2 (1 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
18,PT10M40.00S,2026-03-19T23:13:09.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631105,,,1610612765,0,4,2026-03-19T23:13:09Z,170000,False,,,0,,J. Duren Free Throw 2 of 2 (2 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
19,PT10M27.00S,2026-03-19T23:13:24.5Z,1,REGULAR,2pt,Jump Shot,[],1642848,72.7496714848883,66.42156862745098,1610612764,0,4,2026-03-19T23:13:29Z,180000,False,82.0,204.0,1,right,MISS T. Johnson 21' pullup Shot,[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Mid-Range,16-24 Right Center,21.96,Missed,,,,,,,,,,,,,,,,,,
20,PT10M23.00S,2026-03-19T23:13:28.5Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,0,4,2026-03-19T23:13:29Z,190000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M14.00S,2026-03-19T23:13:36.1Z,1,REGULAR,3pt,Jump Shot,[],1642450,6.258212877792378,1.715686274509804,1610612765,0,7,2026-03-19T23:13:39Z,200000,False,241.0,6.0,1,left,D. Jenkins 24' 3PT  (3 PTS) (T. Harris 1 AST),"[1642450, 202699]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Right Corner 3,24+ Right,24.15,Made,,,,,,,3.0,T. Harris,202699.0,1.0,,,,,,,,
23,PT09M51.00S,2026-03-19T23:14:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,92.85479632063075,45.83333333333333,1610612764,0,7,2026-03-19T23:14:47Z,220000,False,-21.0,15.0,1,right,MISS A. Sarr cutting Layup - blocked,"[1642259, 1641709]",1610612764.0,WAS,cutting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,,Thompson,1641709.0,,
24,PT09M51.00S,2026-03-19T23:14:00.0Z,1,REGULAR,block,,[],1641709,,,1610612764,0,7,2026-03-19T23:14:02Z,230000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M48.00S,2026-03-19T23:14:03.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,0,7,2026-03-19T23:14:05Z,240000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M43.00S,2026-03-19T23:14:07.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631105,4.944152431011826,46.568627450980394,1610612765,0,7,2026-03-19T23:17:00Z,250000,False,17.0,-6.0,1,left,MISS J. Duren running Layup,[1631105],1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
27,PT09M42.00S,2026-03-19T23:14:08.3Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,0,7,2026-03-19T23:14:53Z,260000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,,
28,PT09M41.00S,2026-03-19T23:14:13.1Z,1,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,0,7,2026-03-19T23:17:41Z,270000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (1 TO),[1631105],1610612765.0,DET,bad pass,,,Duren,J. Duren,,,,,Mid-Range,16-24 Left Center,,,,,,,2534.0,1.0,,,,,,,,,,,,
30,PT09M27.00S,2026-03-19T23:14:51.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642860,92.85479632063075,54.90196078431373,1610612764,0,7,2026-03-19T23:14:56Z,290000,False,25.0,15.0,1,right,MISS W. Riley driving Layup,[1642860],1610612764.0,WAS,driving,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
31,PT09M27.00S,2026-03-19T23:14:51.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,0,7,2026-03-19T23:14:56Z,300000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT09M16.00S,2026-03-19T23:15:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,6.915243101182654,50.73529411764706,1610612765,0,7,2026-03-19T23:15:08Z,310000,False,-4.0,13.0,1,left,MISS A. Thompson driving Layup,[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
33,PT09M13.00S,2026-03-19T23:15:04.8Z,1,REGULAR,rebound,defensive,[],1630536,,,1610612764,0,7,2026-03-19T23:15:08Z,320000,False,,,0,,S. Cooper REBOUND (Off:0 Def:1),[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,Restricted Area,0-8 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M06.00S,2026-03-19T23:15:11.6Z,1,REGULAR,3pt,Jump Shot,[],1642848,65.25952693823915,20.833333333333336,1610612764,0,7,2026-03-19T23:15:15Z,330000,False,-146.0,274.0,1,right,MISS T. Johnson 31' 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Left Center,31.05,Missed,,,,,,,,,,,,,,,,,,
35,PT09M03.00S,2026-03-19T23:15:14.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,7,2026-03-19T23:15:15Z,340000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,,
37,PT09M00.00S,2026-03-19T23:15:24.3Z,1,REGULAR,foul,offensive,[],202699,,,1610612765,0,7,2026-03-19T23:15:30Z,360000,False,,,0,,T. Harris charge offensive FOUL (1 PF),"[202699, 1630536]",1610612765.0,DET,charge,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,2534.0,,,,,,1.0,0.0,Cooper,1630536.0,,,,
39,PT09M00.00S,2026-03-19T23:15:24.3Z,1,REGULAR,turnover,offensive foul,[],202699,,,1610612765,0,7,2026-03-19T23:15:24Z,380000,False,,,0,,T. Harris offensive foul TURNOVER (1 TO),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,2534.0,1.0,,,,,,,,,,,,
40,PT08M48.00S,2026-03-19T23:15:45.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642267,75.50919842312747,32.59803921568628,1610612764,2,7,2026-03-19T23:15:50Z,390000,False,-87.0,178.0,1,right,B. Carrington 19' pullup Jump Shot (2 PTS),[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,19.79,Made,,,,,,,2.0,,,,,,,,,,,
41,PT08M33.00S,2026-03-19T23:16:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642450,4.944152431011826,44.11764705882353,1610612765,2,7,2026-03-19T23:16:04Z,400000,False,29.0,-6.0,1,left,MISS D. Jenkins driving Layup - blocked,"[1642450, 1642259]",1610612765.0,DET,driving,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,Sarr,1642259.0,,
42,PT08M33.00S,2026-03-19T23:16:00.6Z,1,REGULAR,block,,[],1642259,,,1610612765,2,7,2026-03-19T23:16:02Z,410000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M29.00S,2026-03-19T23:16:04.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,2,7,2026-03-19T23:16:04Z,420000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,41.0,3.0,1.0,2.0,,,,,,,,,,,,,,
44,PT08M27.00S,2026-03-19T23:16:05.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,16.507884362680684,95.09803921568627,1610612765,2,10,2026-03-19T23:16:09Z,430000,False,-225.0,103.0,1,left,D. Robinson 24' 3PT  (3 PTS) (T. Harris 2 AST),"[1629130, 202699]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,24.78,Made,,,,,,,3.0,T. Harris,202699.0,2.0,,,,,,,,
46,PT08M06.00S,2026-03-19T23:16:28.6Z,1,REGULAR,2pt,Jump Shot,[],1630536,80.3712220762155,76.7156862745098,1610612764,4,10,2026-03-19T23:19:52Z,450000,False,134.0,132.0,1,right,S. Cooper 18' pullup Jump Shot (2 PTS),[1630536],1610612764.0,WAS,pullup,,,Cooper,S. Cooper,,,,,Mid-Range,16-24 Right Center,18.78,Made,,,,,,,2.0,,,,,,,,,,,
47,PT07M50.00S,2026-03-19T23:16:46.1Z,1,REGULAR,foul,personal,[],1630536,,,1610612765,4,10,2026-03-19T23:16:52Z,460000,False,,,0,,S. Cooper personal FOUL (1 PF),"[1630536, 1629130]",1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,Above the Break 3,24+ Center,,,,,,,1627962.0,,,,,,1.0,0.0,Robinson,1629130.0,,,,
49,PT07M40.00S,2026-03-19T23:17:19.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,6.521024967148489,4.411764705882353,1610612765,4,13,2026-03-19T23:17:23Z,480000,False,228.0,9.0,1,left,D. Robinson 3PT  (6 PTS) (T. Harris 3 AST),"[1629130, 202699]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,22.81,Made,,,,,,,6.0,T. Harris,202699.0,3.0,,,,,,,,
51,PT07M40.00S,2026-03-19T23:17:24.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,4,13,2026-03-19T23:17:24Z,500000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M23.00S,2026-03-19T23:20:29.8Z,1,REGULAR,2pt,Jump Shot,[],1642848,88.78120893561103,19.362745098039216,1610612764,6,13,2026-03-19T23:20:41Z,510000,False,-153.0,53.0,1,right,T. Johnson 16' pullup Jump Shot (2 PTS),[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Mid-Range,16-24 Left,16.21,Made,,,,,,,2.0,,,,,,,,,,,
53,PT07M01.00S,2026-03-19T23:20:51.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642450,16.507884362680684,36.51960784313725,1610612765,6,13,2026-03-19T23:20:56Z,520000,False,67.0,103.0,1,left,MISS D. Jenkins 12' pullup Shot,[1642450],1610612765.0,DET,pullup,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),8-16 Right,12.28,Missed,,,,,,,,,,,,,,,,,,
54,PT06M59.00S,2026-03-19T23:20:53.9Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,6,13,2026-03-19T23:20:59Z,530000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Right,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT06M49.00S,2026-03-19T23:21:03.9Z,1,REGULAR,3pt,Jump Shot,[],1642259,72.48685939553219,82.35294117647058,1610612764,6,13,2026-03-19T23:21:06Z,540000,False,162.0,206.0,1,right,MISS A. Sarr 26' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
56,PT06M47.00S,2026-03-19T23:21:05.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,6,13,2026-03-19T23:21:06Z,550000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,55.0,4.0,2.0,2.0,,,,,,,,,,,,,,
57,PT06M35.00S,2026-03-19T23:21:17.3Z,1,REGULAR,3pt,Jump Shot,[],1629130,9.280551905387648,95.09803921568627,1610612765,6,13,2026-03-19T23:21:21Z,560000,False,-225.0,35.0,1,left,MISS D. Robinson 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
58,PT06M32.00S,2026-03-19T23:21:20.3Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,6,13,2026-03-19T23:21:21Z,570000,False,,,0,,A. Sarr REBOUND (Off:0 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Left Corner 3,24+ Left,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
59,PT06M25.00S,2026-03-19T23:21:27.2Z,1,REGULAR,3pt,Jump Shot,[],1642267,68.28186596583443,29.65686274509804,1610612764,9,13,2026-03-19T23:21:56Z,580000,False,-102.0,246.0,1,right,B. Carrington 26' 3PT pullup (5 PTS) (A. Sarr 1 AST),"[1642267, 1642259]",1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,26.59,Made,,,,,,,5.0,A. Sarr,1642259.0,1.0,,,,,,,,
61,PT06M10.00S,2026-03-19T23:21:44.8Z,1,REGULAR,foul,personal,['2freethrow'],1630536,,,1610612765,9,13,2026-03-19T23:21:50Z,600000,False,,,0,,S. Cooper shooting personal FOUL (2 PF) (Harris 2 FT),"[1630536, 202699]",1610612764.0,WAS,shooting,,,Cooper,S. Cooper,,,,,Mid-Range,8-16 Right,,,,,,,1627962.0,,,,,,2.0,0.0,Harris,202699.0,,,,
63,PT06M10.00S,2026-03-19T23:22:16.1Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612765,9,14,2026-03-19T23:22:16Z,620000,False,,,0,,T. Harris Free Throw 1 of 2 (3 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
64,PT06M10.00S,2026-03-19T23:22:16.7Z,1,REGULAR,substitution,out,[],1642860,,,1610612765,9,14,2026-03-19T23:22:23Z,630000,False,,,0,,SUB out: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M10.00S,2026-03-19T23:22:16.7Z,1,REGULAR,substitution,out,[],1641709,,,1610612765,9,14,2026-03-19T23:22:23Z,640000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M10.00S,2026-03-19T23:22:16.7Z,1,REGULAR,substitution,in,[],1630264,,,1610612765,9,14,2026-03-19T23:22:23Z,650000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M10.00S,2026-03-19T23:22:16.7Z,1,REGULAR,substitution,in,[],1628989,,,1610612765,9,14,2026-03-19T23:22:23Z,660000,False,,,0,,SUB in: K. Huerter,[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M10.00S,2026-03-19T23:22:39.2Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612765,9,15,2026-03-19T23:22:39Z,670000,False,,,0,,T. Harris Free Throw 2 of 2 (4 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
69,PT05M56.00S,2026-03-19T23:22:54.4Z,1,REGULAR,turnover,lost ball,[],1630536,,,1610612764,9,15,2026-03-19T23:23:03Z,680000,False,,,0,,S. Cooper lost ball TURNOVER (1 TO),"[1630536, 1631105]",1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,,,,,,,,,,,Duren,1631105.0
70,PT05M56.00S,2026-03-19T23:22:54.4Z,1,REGULAR,steal,,[],1631105,,,1610612765,9,15,2026-03-19T23:22:56Z,690000,False,,,0,,J. Duren STEAL (1 STL),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
71,PT05M50.00S,2026-03-19T23:23:00.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629130,3.892904073587385,1.4705882352941175,1610612765,9,15,2026-03-19T23:23:06Z,700000,False,243.0,-16.0,1,left,MISS D. Robinson 24' running 3PT,[1629130],1610612765.0,DET,running,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,24.31,Missed,,,,,,,,,,,,,,,,,,
72,PT05M48.00S,2026-03-19T23:23:02.8Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,9,15,2026-03-19T23:23:02Z,710000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Right Corner 3,24+ Right,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT05M41.00S,2026-03-19T23:23:09.9Z,1,REGULAR,3pt,Jump Shot,[],1642267,65.91655716162943,73.77450980392157,1610612764,9,15,2026-03-19T23:23:21Z,720000,False,119.0,268.0,1,right,MISS B. Carrington 29' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,29.31,Missed,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2026-03-19T23:23:13.9Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612765,9,15,2026-03-19T23:23:15Z,730000,False,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,73.0,3.0,3.0,0.0,,,,,,,,,,,,,,
75,PT05M31.00S,2026-03-19T23:23:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642450,5.601182654402102,42.64705882352941,1610612765,9,17,2026-03-19T23:23:24Z,740000,False,37.0,0.0,1,left,D. Jenkins driving Layup (5 PTS),[1642450],1610612765.0,DET,driving,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,3.68,Made,,,,,,,5.0,,,,,,,,,,,
76,PT05M12.00S,2026-03-19T23:23:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,82.7365308804205,37.00980392156863,1610612764,9,17,2026-03-19T23:23:43Z,750000,False,-65.0,110.0,1,right,MISS A. Sarr 12' fadeaway Shot,[1642259],1610612764.0,WAS,fadeaway,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,12.76,Missed,,,,,,,,,,,,,,,,,,
77,PT05M10.00S,2026-03-19T23:23:41.0Z,1,REGULAR,rebound,defensive,[],1642450,,,1610612765,9,17,2026-03-19T23:23:43Z,760000,False,,,0,,D. Jenkins REBOUND (Off:0 Def:1),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),8-16 Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
79,PT05M04.00S,2026-03-19T23:23:50.8Z,1,REGULAR,substitution,out,[],1642267,,,1610612765,9,17,2026-03-19T23:24:07Z,780000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M04.00S,2026-03-19T23:23:50.8Z,1,REGULAR,substitution,out,[],202699,,,1610612765,9,17,2026-03-19T23:24:07Z,790000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M04.00S,2026-03-19T23:23:50.8Z,1,REGULAR,substitution,out,[],1629130,,,1610612765,9,17,2026-03-19T23:24:07Z,800000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M04.00S,2026-03-19T23:23:50.8Z,1,REGULAR,substitution,in,[],1642364,,,1610612765,9,17,2026-03-19T23:24:07Z,810000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2026-03-19T23:23:50.8Z,1,REGULAR,substitution,in,[],1641842,,,1610612765,9,17,2026-03-19T23:24:07Z,820000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M04.00S,2026-03-19T23:23:50.8Z,1,REGULAR,substitution,in,[],1627747,,,1610612765,9,17,2026-03-19T23:24:07Z,830000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
