actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
43,PT09M08.00S,2025-12-07T00:15:38.4Z,1,REGULAR,foul,personal,[],1642267,,,1610612737,10,7,2025-12-07T00:15:54Z,430000,False,,,0,,B. Carrington personal FOUL (1 PF),"[1642267, 1630168]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,202037.0,1.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,
45,PT08M54.00S,2025-12-07T00:16:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630700,10.85742444152431,59.068627450980394,1610612737,10,7,2025-12-07T00:16:24Z,450000,False,-45.0,50.0,1,left,MISS D. Daniels 6' driving Layup,[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,,,,,,,
46,PT08M52.00S,2025-12-07T00:16:22.6Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,10,7,2025-12-07T00:16:24Z,460000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,
47,PT08M37.00S,2025-12-07T00:16:37.3Z,1,REGULAR,3pt,Jump Shot,[],1630551,90.09526938239159,0.0,1610612764,13,7,2025-12-07T00:16:41Z,470000,False,-250.0,41.0,1,right,J. Champagnie 25' 3PT  (3 PTS) (C. McCollum 1 AST),"[1630551, 203468]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,25.33,Made,3.0,,,,,,C. McCollum,203468.0,1.0,,,,,,,,,
49,PT08M26.00S,2025-12-07T00:16:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,6.389618922470433,54.65686274509803,1610612737,13,9,2025-12-07T00:16:51Z,490000,False,-23.0,8.0,1,left,J. Johnson cutting Layup (4 PTS) (Z. Risacher 2 AST),"[1630552, 1642258]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.45,Made,4.0,,,,,,Z. Risacher,1642258.0,2.0,,,,,,,,,
51,PT08M13.00S,2025-12-07T00:17:01.4Z,1,REGULAR,3pt,Jump Shot,[],1642273,86.41590013140605,97.05882352941177,1610612764,13,9,2025-12-07T00:17:06Z,510000,False,235.0,75.0,1,right,MISS K. George 24' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Right Corner 3,24+ Right,24.7,Missed,,,,,,,,,,,,,,,,,,
52,PT08M11.00S,2025-12-07T00:17:03.4Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,13,9,2025-12-07T00:17:06Z,520000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,51.0,3.0,2.0,1.0,,,,,
53,PT08M03.00S,2025-12-07T00:17:15.2Z,1,REGULAR,turnover,traveling,[],1630552,,,1610612737,13,9,2025-12-07T00:17:20Z,530000,False,,,0,,J. Johnson traveling TURNOVER (1 TO),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Right,,,,202037.0,,,,,,,,,,,,1.0,,,,
54,PT07M47.00S,2025-12-07T00:17:41.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628963,93.64323258869908,46.07843137254902,1610612764,15,9,2025-12-07T00:17:45Z,540000,False,-20.0,7.0,1,right,M. Bagley III driving Layup (2 PTS) (C. McCollum 2 AST),"[1628963, 203468]",1610612764.0,WAS,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.09,Made,2.0,,,,,,C. McCollum,203468.0,2.0,,,,,,,,,
56,PT07M43.00S,2025-12-07T00:17:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,6.652431011826544,45.34313725490196,1610612737,15,11,2025-12-07T00:17:53Z,560000,False,23.0,10.0,1,left,O. Okongwu Layup (4 PTS) (J. Johnson 2 AST),"[1630168, 1630552]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.54,Made,4.0,,,,,,J. Johnson,1630552.0,2.0,,,,,,,,,
58,PT07M43.00S,2025-12-07T00:17:49.1Z,1,REGULAR,foul,personal,['1freethrow'],1642267,,,1610612737,15,11,2025-12-07T00:17:56Z,580000,False,,,0,,B. Carrington shooting personal FOUL (2 PF) (Okongwu 1 FT),"[1642267, 1630168]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,202007.0,2.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,
60,PT07M43.00S,2025-12-07T00:18:17.5Z,1,REGULAR,freethrow,1 of 1,[],1630168,,,1610612737,15,12,2025-12-07T00:18:17Z,600000,False,,,0,,O. Okongwu Free Throw 1 of 1 (5 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
61,PT07M31.00S,2025-12-07T00:18:32.9Z,1,REGULAR,3pt,Jump Shot,[],203468,69.46452036793693,22.794117647058822,1610612764,15,12,2025-12-07T00:18:38Z,610000,False,-136.0,235.0,1,right,MISS C. McCollum 27' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
62,PT07M28.00S,2025-12-07T00:18:35.9Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,15,12,2025-12-07T00:18:38Z,620000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:3),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,61.0,4.0,3.0,1.0,,,,,
63,PT07M19.00S,2025-12-07T00:18:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,10.068988173455978,50.0,1610612737,15,12,2025-12-07T00:18:49Z,630000,False,0.0,42.0,1,left,MISS D. Daniels Layup - blocked,"[1630700, 1630551]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,,,,,,,,,,,,Champagnie,1630551.0
64,PT07M19.00S,2025-12-07T00:18:45.3Z,1,REGULAR,block,,[],1630551,,,1610612737,15,12,2025-12-07T00:18:47Z,640000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT07M16.00S,2025-12-07T00:18:48.3Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612737,15,12,2025-12-07T00:18:49Z,650000,False,,,0,,D. Daniels REBOUND (Off:1 Def:0),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,63.0,1.0,0.0,1.0,,,,,
66,PT07M15.00S,2025-12-07T00:18:48.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630168,31.882391590013142,31.372549019607842,1610612737,15,12,2025-12-07T00:18:52Z,660000,False,93.0,247.0,1,left,MISS O. Okongwu 26' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,26.42,Missed,,,,,,,,,,,,,,,,,,
67,PT07M14.00S,2025-12-07T00:18:49.9Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,15,12,2025-12-07T00:18:52Z,670000,False,,,0,,K. George REBOUND (Off:0 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,66.0,3.0,3.0,0.0,,,,,
68,PT07M05.00S,2025-12-07T00:19:02.4Z,1,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612764,15,12,2025-12-07T00:19:07Z,680000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (McCollum 2 FT),"[1642258, 203468]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Left Center,,,,202037.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,
70,PT07M05.00S,2025-12-07T00:19:29.1Z,1,REGULAR,freethrow,1 of 2,[],203468,,,1610612764,16,12,2025-12-07T00:19:29Z,700000,False,,,0,,C. McCollum Free Throw 1 of 2 (8 PTS),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
71,PT07M05.00S,2025-12-07T00:19:35.5Z,1,REGULAR,substitution,out,[],1628963,,,1610612764,16,12,2025-12-07T00:19:38Z,710000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M05.00S,2025-12-07T00:19:35.5Z,1,REGULAR,substitution,in,[],1641774,,,1610612764,16,12,2025-12-07T00:19:38Z,720000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M05.00S,2025-12-07T00:19:29.1Z,1,REGULAR,freethrow,2 of 2,[],203468,,,1610612764,16,12,2025-12-07T00:19:52Z,730000,False,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
74,PT07M01.00S,2025-12-07T00:19:33.1Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,16,12,2025-12-07T00:19:52Z,740000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,
76,PT06M53.00S,2025-12-07T00:20:08.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,16,12,2025-12-07T00:20:08Z,760000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M53.00S,2025-12-07T00:20:08.4Z,1,REGULAR,substitution,out,[],1629638,,,1610612737,16,12,2025-12-07T00:22:55Z,770000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M53.00S,2025-12-07T00:20:08.4Z,1,REGULAR,substitution,in,[],1630249,,,1610612737,16,12,2025-12-07T00:22:55Z,780000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M53.00S,2025-12-07T00:23:11.3Z,1,REGULAR,turnover,5-second-violation,['team'],0,,,1610612737,16,12,2025-12-07T00:23:18Z,790000,False,,,0,,ATL 5-second-violation Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,202007.0,,,,,,,,,,,,,,,,
80,PT06M33.00S,2025-12-07T00:23:36.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641774,81.02825229960578,63.23529411764706,1610612764,18,12,2025-12-07T00:27:36Z,800000,False,66.0,126.0,1,right,T. Vukcevic 14' fadeaway Jump Shot (2 PTS) (B. Carrington 1 AST),"[1641774, 1642267]",1610612764.0,WAS,fadeaway,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Center,14.22,Made,2.0,,,,,,B. Carrington,1642267.0,1.0,,,,,,,,,
82,PT06M16.00S,2025-12-07T00:23:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,4.812746386333772,60.78431372549019,1610612737,18,12,2025-12-07T00:24:05Z,820000,False,-54.0,-7.0,1,left,MISS O. Okongwu alley-oop Layup,[1630168],1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,,,,
83,PT06M15.00S,2025-12-07T00:23:54.8Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,18,12,2025-12-07T00:23:57Z,830000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,82.0,1.0,0.0,1.0,,,,,
84,PT06M12.00S,2025-12-07T00:23:58.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630552,30.17411300919842,73.77450980392157,1610612737,18,15,2025-12-07T00:24:02Z,840000,False,-119.0,231.0,1,left,J. Johnson 25' 3PT  (7 PTS) (O. Okongwu 1 AST),"[1630552, 1630168]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.99,Made,7.0,,,,,,O. Okongwu,1630168.0,1.0,,,,,,,,,
86,PT05M57.00S,2025-12-07T00:24:11.8Z,1,REGULAR,3pt,Jump Shot,[],1641774,67.36202365308804,42.15686274509804,1610612764,18,15,2025-12-07T00:24:16Z,860000,False,-39.0,254.0,1,right,MISS T. Vukcevic 25' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
87,PT05M55.00S,2025-12-07T00:24:13.8Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,18,15,2025-12-07T00:24:16Z,870000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,86.0,2.0,1.0,1.0,,,,,
88,PT05M47.00S,2025-12-07T00:24:22.6Z,1,REGULAR,2pt,Jump Shot,[],1630552,8.754927726675426,26.715686274509803,1610612737,18,17,2025-12-07T00:30:54Z,880000,False,116.0,30.0,1,left,J. Johnson 12' pullup bank Jump Shot (9 PTS),[1630552],1610612737.0,ATL,pullup bank,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,12.02,Made,9.0,,,,,,,,,,,,,,,,,
89,PT05M35.00S,2025-12-07T00:24:34.9Z,1,REGULAR,3pt,Jump Shot,[],1630551,64.73390275952694,43.872549019607845,1610612764,18,17,2025-12-07T00:24:39Z,890000,False,-31.0,279.0,1,right,MISS J. Champagnie 28' 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,28.07,Missed,,,,,,,,,,,,,,,,,,
