actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M48.00S,2025-10-28T23:12:42.5Z,1,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612755,2,4,2025-10-28T23:12:49Z,180000,False,,,0,,K. George shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1642273, 1626162]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,202007.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
20,PT10M48.00S,2025-10-28T23:13:03.1Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612755,2,5,2025-10-28T23:13:19Z,200000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (1 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
21,PT10M48.00S,2025-10-28T23:13:03.1Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612755,2,5,2025-10-28T23:13:19Z,210000,False,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
22,PT10M46.00S,2025-10-28T23:13:05.1Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,2,5,2025-10-28T23:13:19Z,220000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,
23,PT10M32.00S,2025-10-28T23:13:33.4Z,1,REGULAR,2pt,Jump Shot,[],1642259,94.03745072273325,69.6078431372549,1610612764,2,5,2025-10-29T00:21:02Z,230000,False,98.0,4.0,1,right,MISS A. Sarr 9' driving floating Shot,[1642259],1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,9.81,,,,,,,,
24,PT10M31.00S,2025-10-28T23:13:34.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,2,5,2025-10-28T23:13:37Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,23.0,,,,,,,,,,,,
27,PT10M28.00S,2025-10-28T23:13:57.6Z,1,REGULAR,foul,offensive,[],1642259,,,1610612764,2,5,2025-10-28T23:14:07Z,270000,False,,,0,,A. Sarr offensive FOUL (2 PF),"[1642259, 1626162]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,1155.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
29,PT10M28.00S,2025-10-28T23:13:57.6Z,1,REGULAR,turnover,offensive foul,[],1642259,,,1610612764,2,5,2025-10-28T23:13:57Z,290000,False,,,0,,A. Sarr offensive foul TURNOVER (1 TO),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,1155.0,,,,,,,,,,,,,,,1.0,,,,
30,PT10M10.00S,2025-10-28T23:14:29.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203954,21.107095926412615,92.64705882352942,1610612755,2,5,2025-10-28T23:14:33Z,300000,False,-213.0,146.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.83,,,,,,,,
31,PT10M07.00S,2025-10-28T23:14:32.3Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,2,5,2025-10-28T23:14:33Z,310000,False,,,0,,K. George REBOUND (Off:0 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,30.0,3.0,3.0,0.0,,,,,,,,,
32,PT09M56.00S,2025-10-28T23:14:43.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642259,91.5407358738502,55.63725490196079,1610612764,2,5,2025-10-28T23:14:48Z,320000,False,28.0,27.0,1,right,MISS A. Sarr turnaround Hook - blocked,"[1642259, 203954]",1610612764.0,WAS,turnaround,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.9,,,,,Embiid,203954.0,,
33,PT09M56.00S,2025-10-28T23:14:43.4Z,1,REGULAR,block,,[],203954,,,1610612764,2,5,2025-10-28T23:14:46Z,330000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT09M51.00S,2025-10-28T23:14:48.4Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,2,5,2025-10-28T23:14:48Z,340000,False,,,0,,A. Sarr REBOUND (Off:1 Def:0),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,
35,PT09M51.00S,2025-10-28T23:14:48.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642259,93.38042049934296,52.450980392156865,1610612764,4,5,2025-10-28T23:14:51Z,350000,False,12.0,10.0,1,right,A. Sarr DUNK (2 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,1.57,,,,,,,,
36,PT09M41.00S,2025-10-28T23:14:57.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,21.50131406044678,89.95098039215686,1610612755,4,8,2025-10-28T23:15:02Z,360000,False,-200.0,150.0,1,left,T. Maxey 24' 3PT step back (6 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,,,,,24.96,,,,,,,,
37,PT09M32.00S,2025-10-28T23:15:07.1Z,1,REGULAR,3pt,Jump Shot,[],1642259,66.44218134034165,49.26470588235294,1610612764,4,8,2025-10-28T23:15:11Z,370000,False,-4.0,263.0,1,right,MISS A. Sarr 26' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.29,,,,,,,,
38,PT09M29.00S,2025-10-28T23:15:10.1Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,4,8,2025-10-28T23:15:11Z,380000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,
39,PT09M23.00S,2025-10-28T23:15:16.6Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,4,8,2025-10-28T23:15:21Z,390000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1642259]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,,,Sarr,1642259.0
40,PT09M23.00S,2025-10-28T23:15:16.6Z,1,REGULAR,steal,,[],1642259,,,1610612764,4,8,2025-10-28T23:15:18Z,400000,False,,,0,,A. Sarr STEAL (1 STL),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
41,PT09M20.00S,2025-10-28T23:15:20.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,77.08607095926413,7.352941176470589,1610612764,4,8,2025-10-28T23:15:26Z,410000,False,-213.0,163.0,1,right,MISS C. McCollum 26' running 3PT,[203468],1610612764.0,WAS,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.83,,,,,,,,
42,PT09M16.00S,2025-10-28T23:15:24.0Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,4,8,2025-10-28T23:15:26Z,420000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,
43,PT09M01.00S,2025-10-28T23:15:38.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,25.837713534822605,13.725490196078432,1610612755,4,8,2025-10-28T23:15:42Z,430000,False,181.0,190.0,1,left,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.3,,,,,,,,
44,PT08M57.00S,2025-10-28T23:15:42.5Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,4,8,2025-10-28T23:15:42Z,440000,False,,,0,,A. Sarr REBOUND (Off:1 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,,,,,,,,43.0,2.0,1.0,1.0,,,,,,,,,
45,PT08M51.00S,2025-10-28T23:15:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,94.95729303547962,45.34313725490196,1610612764,4,8,2025-10-28T23:15:52Z,450000,False,-23.0,-5.0,1,right,MISS K. Middleton reverse Layup,[203114],1610612764.0,WAS,reverse,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.39,,,,,,,,
46,PT08M49.00S,2025-10-28T23:15:49.9Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,4,8,2025-10-28T23:15:52Z,460000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,
48,PT08M48.00S,2025-10-28T23:15:51.1Z,1,REGULAR,turnover,bad pass,[],1642845,,,1610612755,4,8,2025-10-28T23:15:55Z,480000,False,,,0,,V. Edgecombe bad pass TURNOVER (1 TO),"[1642845, 1642267]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,,,Carrington,1642267.0
49,PT08M48.00S,2025-10-28T23:15:51.1Z,1,REGULAR,steal,,[],1642267,,,1610612764,4,8,2025-10-28T23:15:53Z,490000,False,,,0,,B. Carrington STEAL (1 STL),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
50,PT08M44.00S,2025-10-28T23:15:54.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642267,82.86793692509855,96.07843137254902,1610612764,4,8,2025-10-28T23:15:59Z,500000,False,230.0,109.0,1,right,MISS B. Carrington 25' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.47,,,,,,,,
51,PT08M41.00S,2025-10-28T23:15:57.4Z,1,REGULAR,rebound,offensive,[],203114,,,1610612764,4,8,2025-10-28T23:27:12Z,510000,False,,,0,,K. Middleton REBOUND (Off:1 Def:0),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,,,,,,,,50.0,1.0,0.0,1.0,,,,,,,,,
52,PT08M39.00S,2025-10-28T23:16:02.1Z,1,REGULAR,foul,personal,['2freethrow'],1642845,,,1610612764,4,8,2025-10-28T23:16:08Z,520000,False,,,0,,V. Edgecombe shooting personal FOUL (1 PF) (McCollum 2 FT),"[1642845, 203468]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,202007.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,
54,PT08M39.00S,2025-10-28T23:16:32.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203468,,,1610612764,5,8,2025-10-28T23:16:32Z,540000,False,,,0,,C. McCollum Free Throw 1 of 2 (1 PTS),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
55,PT08M39.00S,2025-10-28T23:16:45.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203468,,,1610612764,6,8,2025-10-28T23:16:45Z,550000,False,,,0,,C. McCollum Free Throw 2 of 2 (2 PTS),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
56,PT08M17.00S,2025-10-28T23:17:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,8.754927726675426,46.07843137254902,1610612755,6,8,2025-10-28T23:17:15Z,560000,False,20.0,30.0,1,left,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.57,,,,,,,,
57,PT08M16.00S,2025-10-28T23:17:10.3Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,6,8,2025-10-28T23:17:15Z,570000,False,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,56.0,1.0,0.0,1.0,,,,,,,,,
58,PT08M15.00S,2025-10-28T23:17:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,8.754927726675426,48.77450980392157,1610612755,6,10,2025-10-29T00:21:17Z,580000,False,6.0,30.0,1,left,J. Embiid tip Layup (3 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,,,,3.04,,,,,,,,
59,PT08M04.00S,2025-10-28T23:17:22.6Z,1,REGULAR,2pt,Jump Shot,[],1642259,75.90341655716163,69.85294117647058,1610612764,8,10,2025-10-28T23:17:26Z,590000,False,99.0,174.0,1,right,A. Sarr 20' Jump Shot (4 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Right Center,,,,,,Made,4.0,,,,,20.03,,,,,,,,
61,PT07M53.00S,2025-10-28T23:17:34.7Z,1,REGULAR,3pt,Jump Shot,[],203954,33.459264126149804,53.431372549019606,1610612755,8,13,2025-10-28T23:17:39Z,610000,False,-17.0,262.0,1,left,J. Embiid 26' 3PT  (6 PTS) (V. Edgecombe 1 AST),"[203954, 1642845]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,,,,,26.26,V. Edgecombe,1642845.0,1.0,,,,,
63,PT07M36.00S,2025-10-28T23:17:51.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,85.23324572930355,62.254901960784316,1610612764,8,13,2025-10-28T23:18:02Z,630000,False,61.0,86.0,1,right,MISS K. Middleton 10' turnaround Shot - blocked,"[203114, 1630178]",1610612764.0,WAS,turnaround,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,10.59,,,,,Maxey,1630178.0,,
64,PT07M36.00S,2025-10-28T23:17:51.1Z,1,REGULAR,block,,[],1630178,,,1610612764,8,13,2025-10-28T23:17:53Z,640000,False,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
65,PT07M35.00S,2025-10-28T23:17:52.1Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,8,13,2025-10-28T23:47:11Z,650000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,
218,PT07M35.00S,2025-10-28T23:17:54.1Z,1,REGULAR,turnover,bad pass,[],1626162,,,1610612755,8,13,2025-10-28T23:47:03Z,655000,False,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 1642259]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,,,Sarr,1642259.0
219,PT07M35.00S,2025-10-28T23:17:54.1Z,1,REGULAR,steal,,[],1642259,,,1610612764,8,13,2025-10-28T23:47:03Z,657500,False,,,0,,A. Sarr STEAL (2 STL),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT07M33.00S,2025-10-28T23:17:57.1Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612764,8,13,2025-10-28T23:18:04Z,660000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Sarr 2 FT),"[203954, 1642259]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,1155.0,1.0,0.0,Sarr,1642259.0,,,,,,,,,,,,,,,
68,PT07M33.00S,2025-10-28T23:18:17.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1642259,,,1610612764,9,13,2025-10-28T23:47:03Z,680000,False,,,0,,A. Sarr Free Throw 1 of 2 (5 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
69,PT07M33.00S,2025-10-28T23:18:33.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1642259,,,1610612764,10,13,2025-10-28T23:47:03Z,690000,False,,,0,,A. Sarr Free Throw 2 of 2 (6 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
70,PT07M21.00S,2025-10-28T23:18:48.4Z,1,REGULAR,3pt,Jump Shot,[],1626162,20.71287779237845,8.088235294117647,1610612755,10,13,2025-10-28T23:18:54Z,700000,False,210.0,142.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.33,,,,,,,,
71,PT07M18.00S,2025-10-28T23:18:51.4Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,10,13,2025-10-28T23:18:54Z,710000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,
72,PT07M16.00S,2025-10-28T23:18:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203114,93.9060446780552,55.63725490196079,1610612764,12,13,2025-10-28T23:19:02Z,720000,False,28.0,5.0,1,right,K. Middleton running reverse Layup (4 PTS) (B. Carrington 1 AST),"[203114, 1642267]",1610612764.0,WAS,running reverse,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,2.86,B. Carrington,1642267.0,1.0,,,,,
74,PT06M59.00S,2025-10-28T23:19:11.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630178,8.623521681997373,51.470588235294116,1610612755,12,15,2025-10-28T23:19:15Z,740000,False,-7.0,29.0,1,left,T. Maxey cutting DUNK (8 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,cutting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,,,,2.95,J. Embiid,203954.0,1.0,,,,,
76,PT06M45.00S,2025-10-28T23:19:24.8Z,1,REGULAR,2pt,Jump Shot,[],1642259,89.70105124835742,66.42156862745098,1610612764,14,15,2025-10-28T23:19:29Z,760000,False,82.0,44.0,1,right,A. Sarr 9' turnaround fadeaway Jump Shot (8 PTS) (K. Middleton 1 AST),"[1642259, 203114]",1610612764.0,WAS,turnaround fadeaway,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Right,,,,,,Made,8.0,,,,,9.33,K. Middleton,203114.0,1.0,,,,,
78,PT06M33.00S,2025-10-28T23:19:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.915243101182654,45.34313725490196,1610612755,14,17,2025-10-29T00:21:30Z,780000,False,23.0,13.0,1,left,J. Embiid driving Layup (8 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,,,,2.64,,,,,,,,
79,PT06M17.00S,2025-10-28T23:19:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,83.65637319316689,47.794117647058826,1610612764,16,17,2025-10-28T23:19:57Z,790000,False,-11.0,101.0,1,right,A. Sarr 10' turnaround fadeaway bank Jump Shot (10 PTS),[1642259],1610612764.0,WAS,turnaround fadeaway bank,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,10.0,,,,,10.17,,,,,,,,
80,PT06M08.00S,2025-10-28T23:20:02.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,26.10052562417871,85.29411764705883,1610612755,16,20,2025-10-28T23:20:07Z,800000,False,-176.0,193.0,1,left,T. Maxey 26' 3PT pullup (11 PTS) (J. Embiid 2 AST),"[1630178, 203954]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,Made,11.0,,,,,26.14,J. Embiid,203954.0,2.0,,,,,
82,PT06M08.00S,2025-10-28T23:20:05.5Z,1,REGULAR,foul,personal,['1freethrow'],203468,,,1610612755,16,20,2025-10-28T23:20:17Z,820000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Maxey 1 FT),"[203468, 1630178]",1610612764.0,WAS,shooting,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,1155.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,,
84,PT06M08.00S,2025-10-28T23:20:21.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,16,20,2025-10-28T23:23:34Z,840000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
