actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
408,PT09M15.00S,2025-10-29T00:28:32.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,7.046649145860711,47.30392156862745,1610612764,88,74,2025-10-29T00:28:36Z,3970000,False,13.0,14.0,1,left,A. Sarr reverse Layup (24 PTS),[1642259],1610612764.0,WAS,reverse,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,Made,24.0,,,,,1.92,,,,,,,,
409,PT09M02.00S,2025-10-29T00:28:44.6Z,3,REGULAR,3pt,Jump Shot,[],203954,63.9454664914586,42.8921568627451,1610612755,88,74,2025-10-29T00:42:23Z,3980000,False,-36.0,286.0,1,right,MISS J. Embiid 28' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,28.86,,,,,,,,
410,PT08M58.00S,2025-10-29T00:28:48.6Z,3,REGULAR,rebound,defensive,[],1642267,,,1610612764,88,74,2025-10-29T00:28:50Z,3990000,False,,,0,,B. Carrington REBOUND (Off:0 Def:4),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,,409.0,4.0,4.0,0.0,,,,,,,,,
411,PT08M52.00S,2025-10-29T00:28:55.4Z,3,REGULAR,2pt,Jump Shot,[],1642267,20.844283837056505,30.637254901960787,1610612764,90,74,2025-10-29T00:28:59Z,4000000,False,97.0,143.0,1,left,B. Carrington 17' pullup Jump Shot (10 PTS),[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,,,,,,Made,10.0,,,,,17.3,,,,,,,,
412,PT08M38.00S,2025-10-29T00:29:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.24901445466492,45.588235294117645,1610612755,90,76,2025-10-29T00:29:13Z,4010000,False,-22.0,11.0,1,right,J. Embiid Layup (20 PTS) (T. Maxey 7 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Made,20.0,,,,,2.47,T. Maxey,1630178.0,7.0,,,,,
414,PT08M20.00S,2025-10-29T00:29:28.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612764,90,76,2025-10-29T00:29:38Z,4030000,False,,,0,,T. Maxey shooting personal FOUL (3 PF) (Middleton 2 FT),"[1630178, 203114]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,203054.0,3.0,0.0,Middleton,203114.0,,,,,,,,,,,,,,,
416,PT08M20.00S,2025-10-29T00:29:49.8Z,3,REGULAR,freethrow,1 of 2,[],203114,,,1610612764,91,76,2025-10-29T00:29:49Z,4050000,False,,,0,,K. Middleton Free Throw 1 of 2 (7 PTS),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
417,PT08M20.00S,2025-10-29T00:30:02.2Z,3,REGULAR,freethrow,2 of 2,[],203114,,,1610612764,92,76,2025-10-29T00:30:02Z,4060000,False,,,0,,K. Middleton Free Throw 2 of 2 (8 PTS),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
418,PT08M03.00S,2025-10-29T00:30:23.4Z,3,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,92,76,2025-10-29T00:30:29Z,4070000,False,,,0,,T. Maxey bad pass out-of-bounds TURNOVER (4 TO),[1630178],1610612755.0,PHI,bad pass,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,1155.0,,,,,,,,,,,,,,,4.0,,,,
419,PT07M40.00S,2025-10-29T00:30:57.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203114,21.23850197109067,92.64705882352942,1610612764,95,76,2025-10-29T00:31:07Z,4080000,False,-213.0,147.0,1,left,K. Middleton 25' 3PT  (11 PTS) (A. Sarr 3 AST),"[203114, 1642259]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,,,Made,11.0,,,,,25.9,A. Sarr,1642259.0,3.0,,,,,
421,PT07M30.00S,2025-10-29T00:31:11.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,95,76,2025-10-29T00:31:11Z,4100000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M30.00S,2025-10-29T00:31:11.9Z,3,REGULAR,substitution,out,[],1642348,,,1610612755,95,76,2025-10-29T00:33:54Z,4110000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M30.00S,2025-10-29T00:31:11.9Z,3,REGULAR,substitution,out,[],1642845,,,1610612755,95,76,2025-10-29T00:33:54Z,4120000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT07M30.00S,2025-10-29T00:31:11.9Z,3,REGULAR,substitution,in,[],1630570,,,1610612755,95,76,2025-10-29T00:33:54Z,4130000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT07M30.00S,2025-10-29T00:31:11.9Z,3,REGULAR,substitution,in,[],1629656,,,1610612755,95,76,2025-10-29T00:33:54Z,4140000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT07M16.00S,2025-10-29T00:34:23.4Z,3,REGULAR,2pt,Jump Shot,[],203954,91.27792378449409,70.34313725490196,1610612755,95,76,2025-10-29T00:34:28Z,4150000,False,102.0,29.0,1,right,MISS J. Embiid 10' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,10.59,,,,,,,,
427,PT07M14.00S,2025-10-29T00:34:25.0Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612755,95,76,2025-10-29T00:34:25Z,4160000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:3),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,426.0,4.0,3.0,1.0,,,,,,,,,
428,PT07M13.00S,2025-10-29T00:34:26.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,90.75229960578186,63.23529411764706,1610612755,95,76,2025-10-29T00:34:32Z,4170000,False,66.0,34.0,1,right,MISS K. Oubre Jr. 7' Layup - blocked,"[1626162, 1642259]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,7.46,,,,,Sarr,1642259.0,,
429,PT07M13.00S,2025-10-29T00:34:26.6Z,3,REGULAR,block,,[],1642259,,,1610612755,95,76,2025-10-29T00:34:28Z,4180000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
430,PT07M13.00S,2025-10-29T00:34:26.6Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,95,76,2025-10-29T00:34:32Z,4190000,False,,,0,,J. Embiid REBOUND (Off:2 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,428.0,3.0,1.0,2.0,,,,,,,,,
431,PT07M08.00S,2025-10-29T00:34:31.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,91.01511169513797,49.26470588235294,1610612755,95,78,2025-10-29T00:34:35Z,4200000,False,-4.0,32.0,1,right,J. Embiid Layup (22 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Made,22.0,,,,,3.22,,,,,,,,
432,PT06M59.00S,2025-10-29T00:34:40.4Z,3,REGULAR,3pt,Jump Shot,[],1642259,34.510512483574246,38.23529411764706,1610612764,95,78,2025-10-29T00:34:45Z,4210000,False,59.0,272.0,1,left,MISS A. Sarr 27' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,27.82,,,,,,,,
433,PT06M55.00S,2025-10-29T00:34:44.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,95,78,2025-10-29T00:34:45Z,4220000,False,,,0,,J. Embiid REBOUND (Off:2 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,432.0,4.0,2.0,2.0,,,,,,,,,
434,PT06M36.00S,2025-10-29T00:35:03.8Z,3,REGULAR,3pt,Jump Shot,[],203954,64.47109067017082,28.921568627450984,1610612755,95,81,2025-10-29T00:43:03Z,4230000,False,-105.0,281.0,1,right,J. Embiid 30' 3PT  (25 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,Made,25.0,,,,,30.06,,,,,,,,
435,PT06M13.00S,2025-10-29T00:35:25.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,12.828515111695138,54.41176470588235,1610612764,97,81,2025-10-29T00:35:29Z,4240000,False,-22.0,68.0,1,left,A. Sarr 7' floating Jump Shot (26 PTS) (C. McCollum 6 AST),"[1642259, 203468]",1610612764.0,WAS,floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,26.0,,,,,7.16,C. McCollum,203468.0,6.0,,,,,
438,PT05M57.00S,2025-10-29T00:35:48.2Z,3,REGULAR,substitution,out,[],1642273,,,1610612755,97,81,2025-10-29T00:36:01Z,4270000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M57.00S,2025-10-29T00:35:48.2Z,3,REGULAR,substitution,out,[],203114,,,1610612755,97,81,2025-10-29T00:36:01Z,4280000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M57.00S,2025-10-29T00:35:48.2Z,3,REGULAR,substitution,in,[],1630557,,,1610612755,97,81,2025-10-29T00:36:01Z,4290000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M57.00S,2025-10-29T00:35:48.2Z,3,REGULAR,substitution,in,[],1642848,,,1610612755,97,81,2025-10-29T00:36:01Z,4300000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M51.00S,2025-10-29T00:36:19.7Z,3,REGULAR,foul,personal,['2freethrow'],1642848,,,1610612755,97,81,2025-10-29T00:36:24Z,4310000,False,,,0,,T. Johnson shooting personal FOUL (2 PF) (Grimes 2 FT),"[1642848, 1629656]",1610612764.0,WAS,shooting,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Right,203054.0,2.0,0.0,Grimes,1629656.0,,,,,,,,,,,,,,,
444,PT05M51.00S,2025-10-29T00:36:43.4Z,3,REGULAR,freethrow,1 of 2,[],1629656,,,1610612755,97,82,2025-10-29T00:36:43Z,4330000,False,,,0,,Q. Grimes Free Throw 1 of 2 (5 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
445,PT05M51.00S,2025-10-29T00:36:44.6Z,3,REGULAR,substitution,out,[],203954,,,1610612755,97,82,2025-10-29T00:36:49Z,4340000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M51.00S,2025-10-29T00:36:44.6Z,3,REGULAR,substitution,in,[],203083,,,1610612755,97,82,2025-10-29T00:36:49Z,4350000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M51.00S,2025-10-29T00:37:10.6Z,3,REGULAR,freethrow,2 of 2,[],1629656,,,1610612755,97,83,2025-10-29T00:37:10Z,4360000,False,,,0,,Q. Grimes Free Throw 2 of 2 (6 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
448,PT05M39.00S,2025-10-29T00:37:24.2Z,3,REGULAR,3pt,Jump Shot,[],1630557,33.98488830486202,62.254901960784316,1610612764,100,83,2025-10-29T00:37:28Z,4370000,False,-61.0,267.0,1,left,C. Kispert 27' 3PT  (10 PTS) (A. Sarr 4 AST),"[1630557, 1642259]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,Made,10.0,,,,,27.39,A. Sarr,1642259.0,4.0,,,,,
450,PT05M22.00S,2025-10-29T00:37:40.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,89.04402102496715,56.372549019607845,1610612755,100,83,2025-10-29T00:37:46Z,4390000,False,32.0,50.0,1,right,MISS K. Oubre Jr. Layup,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,5.97,,,,,,,,
451,PT05M21.00S,2025-10-29T00:37:41.2Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612755,100,83,2025-10-29T00:37:46Z,4400000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:3),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,450.0,5.0,3.0,2.0,,,,,,,,,
452,PT05M20.00S,2025-10-29T00:37:42.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,92.19776609724047,51.470588235294116,1610612755,100,83,2025-10-29T00:37:49Z,4410000,False,7.0,21.0,1,right,MISS K. Oubre Jr. putback Layup,[1626162],1610612755.0,PHI,putback,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.21,,,,,,,,
453,PT05M20.00S,2025-10-29T00:37:42.3Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,100,83,2025-10-29T00:37:49Z,4420000,False,,,0,,A. Drummond REBOUND (Off:3 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,452.0,6.0,3.0,3.0,,,,,,,,,
454,PT05M20.00S,2025-10-29T00:37:47.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",203083,91.40932982917214,47.794117647058826,1610612755,100,85,2025-10-29T00:38:00Z,4430000,False,-11.0,28.0,1,right,A. Drummond Hook (6 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,3.04,,,,,,,,
455,PT05M20.00S,2025-10-29T00:37:51.2Z,3,REGULAR,violation,defensive goaltending,[],1642259,,,1610612755,100,85,2025-10-29T00:38:00Z,4440000,False,,,0,,A. Sarr defensive goaltending VIOLATION,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,202007.0,,,,,,,,,,,,,,,,,,,
456,PT05M07.00S,2025-10-29T00:38:12.7Z,3,REGULAR,3pt,Jump Shot,[],203468,35.56176084099869,47.549019607843135,1610612764,100,85,2025-10-29T00:38:17Z,4450000,False,12.0,282.0,1,left,MISS C. McCollum 28' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,28.21,,,,,,,,
457,PT05M04.00S,2025-10-29T00:38:15.7Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,100,85,2025-10-29T00:38:17Z,4460000,False,,,0,,A. Drummond REBOUND (Off:3 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,456.0,7.0,4.0,3.0,,,,,,,,,
458,PT04M45.00S,2025-10-29T00:38:35.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,91.01511169513797,61.274509803921575,1610612755,100,85,2025-10-29T00:38:43Z,4470000,False,56.0,32.0,1,right,MISS T. Watford 6' floating Shot,[1630570],1610612755.0,PHI,floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.48,,,,,,,,
459,PT04M42.00S,2025-10-29T00:38:38.3Z,3,REGULAR,rebound,defensive,[],1642259,,,1610612764,100,85,2025-10-29T00:38:43Z,4480000,False,,,0,,A. Sarr REBOUND (Off:3 Def:7),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,458.0,10.0,7.0,3.0,,,,,,,,,
460,PT04M39.00S,2025-10-29T00:38:44.9Z,3,REGULAR,turnover,out-of-bounds,[],1642259,,,1610612764,100,85,2025-10-29T00:38:51Z,4490000,False,,,0,,A. Sarr bad pass out-of-bounds TURNOVER (3 TO),[1642259],1610612764.0,WAS,bad pass,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Center,203054.0,,,,,,,,,,,,,,,3.0,,,,
461,PT04M39.00S,2025-10-29T00:38:47.4Z,3,REGULAR,substitution,out,[],1642259,,,1610612755,100,85,2025-10-29T00:38:53Z,4500000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M39.00S,2025-10-29T00:38:47.4Z,3,REGULAR,substitution,in,[],1628963,,,1610612755,100,85,2025-10-29T00:38:53Z,4510000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M22.00S,2025-10-29T00:39:13.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630178,76.2976346911958,65.44117647058823,1610612755,100,85,2025-10-29T00:39:16Z,4520000,False,77.0,170.0,1,right,MISS T. Maxey 18' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,18.7,,,,,,,,
464,PT04M19.00S,2025-10-29T00:39:16.1Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,100,85,2025-10-29T00:39:16Z,4530000,False,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Right Center,,,,,,,,463.0,3.0,3.0,0.0,,,,,,,,,
465,PT04M12.00S,2025-10-29T00:39:23.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,6.915243101182654,50.73529411764706,1610612764,102,85,2025-10-29T00:39:31Z,4540000,False,-4.0,13.0,1,left,M. Bagley III cutting DUNK (8 PTS) (C. Kispert 1 AST),"[1628963, 1630557]",1610612764.0,WAS,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,,,,1.3,C. Kispert,1630557.0,1.0,,,,,
467,PT03M54.00S,2025-10-29T00:39:41.1Z,3,REGULAR,3pt,Jump Shot,[],1630570,65.78515111695138,23.284313725490197,1610612755,102,85,2025-10-29T00:39:45Z,4560000,False,-134.0,269.0,1,right,MISS T. Watford 30' 3PT,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,30.04,,,,,,,,
468,PT03M52.00S,2025-10-29T00:39:43.1Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,102,85,2025-10-29T00:39:45Z,4570000,False,,,0,,C. Kispert REBOUND (Off:0 Def:4),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,,,467.0,4.0,4.0,0.0,,,,,,,,,
469,PT03M49.00S,2025-10-29T00:39:48.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612764,102,85,2025-10-29T00:39:55Z,4580000,False,,,0,,A. Drummond personal FOUL (1 PF) (Kispert 2 FT),"[203083, 1630557]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,203054.0,1.0,0.0,Kispert,1630557.0,,,,,,,,,,,,,,,
471,PT03M49.00S,2025-10-29T00:40:17.9Z,3,REGULAR,freethrow,1 of 2,[],1630557,,,1610612764,103,85,2025-10-29T00:40:45Z,4600000,False,,,0,,C. Kispert Free Throw 1 of 2 (11 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
472,PT03M49.00S,2025-10-29T00:40:18.5Z,3,REGULAR,substitution,out,[],203468,,,1610612764,103,85,2025-10-29T00:40:37Z,4610000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT03M49.00S,2025-10-29T00:40:18.5Z,3,REGULAR,substitution,out,[],1642267,,,1610612764,103,85,2025-10-29T00:40:37Z,4620000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT03M49.00S,2025-10-29T00:40:18.5Z,3,REGULAR,substitution,out,[],1630178,,,1610612764,103,85,2025-10-29T00:40:37Z,4630000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M49.00S,2025-10-29T00:40:18.5Z,3,REGULAR,substitution,in,[],1641715,,,1610612764,103,85,2025-10-29T00:40:37Z,4640000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT03M49.00S,2025-10-29T00:40:18.5Z,3,REGULAR,substitution,in,[],1642273,,,1610612764,103,85,2025-10-29T00:40:37Z,4650000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M49.00S,2025-10-29T00:40:18.5Z,3,REGULAR,substitution,in,[],1642845,,,1610612764,103,85,2025-10-29T00:40:37Z,4660000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M49.00S,2025-10-29T00:40:17.9Z,3,REGULAR,freethrow,2 of 2,[],1630557,,,1610612764,103,85,2025-10-29T00:40:45Z,4670000,False,,,0,,MISS C. Kispert Free Throw 2 of 2,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
479,PT03M46.00S,2025-10-29T00:40:20.9Z,3,REGULAR,rebound,defensive,[],1630570,,,1610612755,103,85,2025-10-29T00:40:45Z,4680000,False,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,478.0,2.0,2.0,0.0,,,,,,,,,
480,PT03M37.00S,2025-10-29T00:40:54.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,91.93495400788436,43.38235294117647,1610612755,103,85,2025-10-29T00:41:21Z,4690000,False,-33.0,23.0,1,right,MISS V. Edgecombe driving floating Shot,[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,4.05,,,,,,,,
481,PT03M35.00S,2025-10-29T00:40:56.3Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,103,85,2025-10-29T00:40:56Z,4700000,False,,,0,,A. Drummond REBOUND (Off:4 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,480.0,8.0,4.0,4.0,,,,,,,,,
482,PT03M34.00S,2025-10-29T00:40:57.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203083,93.9060446780552,47.30392156862745,1610612755,103,85,2025-10-29T00:41:04Z,4710000,False,-13.0,5.0,1,right,MISS A. Drummond Hook - blocked,"[203083, 1628963]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.43,,,,,Bagley III,1628963.0,,
483,PT03M34.00S,2025-10-29T00:40:57.0Z,3,REGULAR,block,,[],1628963,,,1610612755,103,85,2025-10-29T00:40:59Z,4720000,False,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
484,PT03M34.00S,2025-10-29T00:40:57.0Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612764,103,85,2025-10-29T00:41:04Z,4730000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:3),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,482.0,4.0,3.0,1.0,,,,,,,,,
485,PT03M18.00S,2025-10-29T00:41:13.3Z,3,REGULAR,2pt,Jump Shot,[],1641715,20.844283837056505,25.98039215686275,1610612764,103,85,2025-10-29T00:41:16Z,4740000,False,120.0,143.0,1,left,MISS C. Whitmore 18' step back Shot,[1641715],1610612764.0,WAS,step back,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,18.7,,,,,,,,
486,PT03M15.00S,2025-10-29T00:41:15.8Z,3,REGULAR,rebound,defensive,[],1630570,,,1610612755,103,85,2025-10-29T00:41:15Z,4750000,False,,,0,,T. Watford REBOUND (Off:0 Def:3),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Right Center,,,,,,,,485.0,3.0,3.0,0.0,,,,,,,,,
