actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
43,PT08M54.00S,2026-03-16T23:17:20.8Z,1,REGULAR,3pt,Jump Shot,[],1641731,3.892904073587385,97.54901960784314,1610612764,10,7,2026-03-16T23:17:24Z,420000,False,-238.0,-16.0,1,left,B. Coulibaly 3PT  (4 PTS) (T. Johnson 1 AST),"[1641731, 1642848]",1610612764.0,WAS,,,,,,,Left Corner 3,24+ Left,23.82,Made,4.0,Coulibaly,B. Coulibaly,T. Johnson,1642848.0,1.0,,,,,,,,,,,,,,,
45,PT08M38.00S,2026-03-16T23:17:36.7Z,1,REGULAR,3pt,Jump Shot,[],203110,66.70499342969777,59.31372549019608,1610612744,10,7,2026-03-16T23:17:45Z,440000,False,47.0,260.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,26.46,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
46,PT08M37.00S,2026-03-16T23:17:37.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,10,7,2026-03-16T23:17:45Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,45.0,,,,,,,,,
48,PT08M26.00S,2026-03-16T23:18:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629001,92.85479632063075,57.35294117647059,1610612744,10,9,2026-03-16T23:18:15Z,470000,False,37.0,15.0,1,right,D. Melton driving Layup (4 PTS),[1629001],1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,3.96,Made,4.0,Melton,D. Melton,,,,,,,,,,,,,,,,,,
49,PT08M05.00S,2026-03-16T23:18:32.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,12.565703022339028,43.38235294117647,1610612764,10,9,2026-03-16T23:18:36Z,480000,False,33.0,66.0,1,left,MISS B. Coulibaly 7' turnaround Shot,[1641731],1610612764.0,WAS,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,
50,PT08M04.00S,2026-03-16T23:18:33.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,10,9,2026-03-16T23:18:36Z,490000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,D. Green,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,
51,PT07M48.00S,2026-03-16T23:18:52.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,93.51182654402102,60.29411764705882,1610612744,10,9,2026-03-16T23:25:20Z,500000,False,51.0,8.0,1,right,MISS B. Podziemski driving Layup,[1641764],1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
52,PT07M48.00S,2026-03-16T23:18:52.2Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,10,9,2026-03-16T23:25:20Z,510000,False,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,D. Green,,,,,,,,,51.0,2.0,1.0,1.0,,,,,,
68,PT07M47.00S,2026-03-16T23:18:54.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,94.56307490144546,50.98039215686274,1610612744,10,9,2026-03-16T23:26:09Z,515000,False,5.0,-1.0,1,right,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,,,,Restricted Area,0-8 Center,0.51,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
69,PT07M45.00S,2026-03-16T23:18:56.3Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,10,9,2026-03-16T23:25:43Z,517500,False,,,0,,D. Green REBOUND (Off:2 Def:1),[203110],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Green,D. Green,,,,,,,,,68.0,3.0,1.0,2.0,,,,,,
53,PT07M45.00S,2026-03-16T23:18:56.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203110,94.40999984741211,50.0,1610612744,10,9,2026-03-16T23:27:24Z,520000,False,0.0,0.0,1,right,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
54,PT07M43.00S,2026-03-16T23:18:58.5Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,10,9,2026-03-16T23:26:59Z,530000,False,,,0,,D. Green REBOUND (Off:3 Def:1),[203110],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Green,D. Green,,,,,,,,,53.0,4.0,1.0,3.0,,,,,,
55,PT07M42.00S,2026-03-16T23:18:59.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,71.04139290407359,18.872549019607842,1610612744,10,9,2026-03-16T23:32:50Z,540000,False,-156.0,220.0,1,right,MISS D. Melton 26' 3PT,[1629001],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,26.92,Missed,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
56,PT07M39.00S,2026-03-16T23:19:02.1Z,1,REGULAR,rebound,defensive,[],1642882,,,1610612764,10,9,2026-03-16T23:27:17Z,550000,False,,,0,,J. Reese REBOUND (Off:0 Def:2),[1642882],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,,Reese,J. Reese,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,
57,PT07M29.00S,2026-03-16T23:19:09.0Z,1,REGULAR,turnover,lost ball,[],1642882,,,1610612764,10,9,2026-03-16T23:19:14Z,560000,False,,,0,,J. Reese lost ball TURNOVER (2 TO),"[1642882, 1629001]",1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Reese,J. Reese,,,,,,,,,,,,,2.0,Melton,1629001.0,,,
58,PT07M29.00S,2026-03-16T23:19:09.0Z,1,REGULAR,steal,,[],1629001,,,1610612744,10,9,2026-03-16T23:19:12Z,570000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
59,PT07M23.00S,2026-03-16T23:19:21.6Z,1,REGULAR,turnover,double dribble,[],1629001,,,1610612744,10,9,2026-03-16T23:19:38Z,580000,False,,,0,,D. Melton double dribble TURNOVER (1 TO),[1629001],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Melton,D. Melton,,,,202027.0,,,,,,,,,1.0,,,,,
60,PT07M23.00S,2026-03-16T23:19:24.0Z,1,REGULAR,substitution,out,[],1641764,,,1610612764,10,9,2026-03-16T23:19:30Z,590000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
61,PT07M23.00S,2026-03-16T23:19:24.0Z,1,REGULAR,substitution,in,[],1630311,,,1610612764,10,9,2026-03-16T23:19:30Z,600000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,,,,,,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,
62,PT07M09.00S,2026-03-16T23:19:54.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,30.831143232588698,30.637254901960787,1610612764,10,9,2026-03-16T23:20:02Z,610000,False,97.0,237.0,1,left,MISS T. Young 25' 3PT,[1629027],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,Young,T. Young,,,,,,,,,,,,,,,,,,
63,PT07M05.00S,2026-03-16T23:19:58.5Z,1,REGULAR,rebound,defensive,[],1630311,,,1610612744,10,9,2026-03-16T23:20:02Z,620000,False,,,0,,P. Spencer REBOUND (Off:0 Def:1),[1630311],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Spencer,P. Spencer,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,
64,PT06M57.00S,2026-03-16T23:20:06.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,92.46057818659659,50.245098039215684,1610612744,10,11,2026-03-16T23:20:11Z,630000,False,1.0,18.0,1,right,G. Payton II cutting DUNK (2 PTS) (P. Spencer 1 AST),"[1627780, 1630311]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,Payton II,G. Payton II,P. Spencer,1630311.0,1.0,,,,,,,,,,,,,,,
67,PT06M46.00S,2026-03-16T23:20:23.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,10,11,2026-03-16T23:20:23Z,660000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M46.00S,2026-03-16T23:20:23.6Z,1,REGULAR,substitution,out,[],1642954,,,1610612764,10,11,2026-03-16T23:23:09Z,670000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,,,,,,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,
71,PT06M46.00S,2026-03-16T23:20:23.6Z,1,REGULAR,substitution,in,[],204001,,,1610612764,10,11,2026-03-16T23:23:09Z,680000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612744.0,GSW,,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,
72,PT06M32.00S,2026-03-16T23:23:41.1Z,1,REGULAR,2pt,Jump Shot,[],1642848,21.895532194480946,39.21568627450981,1610612764,10,11,2026-03-16T23:24:01Z,690000,False,54.0,153.0,1,left,MISS T. Johnson 16' pullup Shot,[1642848],1610612764.0,WAS,pullup,,,,,,Mid-Range,16-24 Right Center,16.25,Missed,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,
73,PT06M28.00S,2026-03-16T23:23:43.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,10,11,2026-03-16T23:23:43Z,700000,False,,,0,,D. Green REBOUND (Off:3 Def:2),[203110],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Right Center,,,,Green,D. Green,,,,,,,,,72.0,5.0,2.0,3.0,,,,,,
74,PT06M24.00S,2026-03-16T23:23:48.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627780,93.77463863337714,46.32352941176471,1610612744,10,13,2026-03-16T23:24:05Z,710000,False,-18.0,6.0,1,right,G. Payton II running Layup (4 PTS) (D. Green 1 AST),"[1627780, 203110]",1610612744.0,GSW,running,,,,,,Restricted Area,0-8 Center,1.94,Made,4.0,Payton II,G. Payton II,D. Green,203110.0,1.0,,,,,,,,,,,,,,,
76,PT06M15.00S,2026-03-16T23:23:57.0Z,1,REGULAR,3pt,Jump Shot,[],1629027,32.53942181340342,57.35294117647059,1610612764,13,13,2026-03-16T23:24:08Z,730000,False,-37.0,253.0,1,left,T. Young 25' 3PT pullup (5 PTS),[1629027],1610612764.0,WAS,pullup,,,,,,Above the Break 3,24+ Center,25.61,Made,5.0,Young,T. Young,,,,,,,,,,,,,,,,,,
77,PT06M09.00S,2026-03-16T23:24:06.6Z,1,REGULAR,foul,personal,[],1629027,,,1610612744,13,13,2026-03-16T23:24:12Z,740000,False,,,0,,T. Young personal FOUL (1 PF),"[1629027, 1627780]",1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Young,T. Young,,,,202027.0,1.0,0.0,Payton II,1627780.0,,,,,,,,,,
79,PT06M09.00S,2026-03-16T23:24:27.5Z,1,REGULAR,substitution,out,[],1642860,,,1610612744,13,13,2026-03-16T23:24:29Z,760000,False,,,0,,SUB out: W. Riley,[1642860],1610612764.0,WAS,,,,,,,,,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,
80,PT06M09.00S,2026-03-16T23:24:27.5Z,1,REGULAR,substitution,in,[],1642267,,,1610612744,13,13,2026-03-16T23:24:29Z,770000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,,,,,,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,
81,PT06M01.00S,2026-03-16T23:24:36.7Z,1,REGULAR,3pt,Jump Shot,[],204001,62.5,37.5,1610612744,13,16,2026-03-16T23:24:40Z,780000,False,-62.0,300.0,1,right,K. Porziņģis 30' 3PT  (3 PTS) (D. Green 2 AST),"[204001, 203110]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,30.64,Made,3.0,Porziņģis,K. Porziņģis,D. Green,203110.0,2.0,,,,,,,,,,,,,,,
83,PT05M41.00S,2026-03-16T23:24:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642882,6.389618922470433,50.245098039215684,1610612764,15,16,2026-03-16T23:25:06Z,800000,False,-1.0,8.0,1,left,J. Reese reverse Layup (2 PTS) (T. Johnson 2 AST),"[1642882, 1642848]",1610612764.0,WAS,reverse,,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,Reese,J. Reese,T. Johnson,1642848.0,2.0,,,,,,,,,,,,,,,
86,PT05M36.00S,2026-03-16T23:25:11.8Z,1,REGULAR,substitution,out,[],1629001,,,1610612744,15,16,2026-03-16T23:25:14Z,830000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
87,PT05M36.00S,2026-03-16T23:25:11.8Z,1,REGULAR,substitution,in,[],1630611,,,1610612744,15,16,2026-03-16T23:25:14Z,840000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,,,,,,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,
88,PT05M34.00S,2026-03-16T23:25:29.4Z,1,REGULAR,3pt,Jump Shot,[],1630611,77.34888304862024,91.17647058823529,1610612744,15,16,2026-03-16T23:25:44Z,850000,False,206.0,160.0,1,right,MISS G. Santos 26' 3PT,[1630611],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,Santos,G. Santos,,,,,,,,,,,,,,,,,,
89,PT05M29.00S,2026-03-16T23:25:34.4Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,15,16,2026-03-16T23:25:44Z,860000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:2),[1641731],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,,,,Coulibaly,B. Coulibaly,,,,,,,,,88.0,2.0,2.0,0.0,,,,,,
90,PT05M22.00S,2026-03-16T23:25:40.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641731,6.389618922470433,43.872549019607845,1610612764,17,16,2026-03-16T23:30:15Z,870000,False,31.0,8.0,1,left,B. Coulibaly running finger roll Layup (6 PTS) (T. Young 1 AST),"[1641731, 1629027]",1610612764.0,WAS,running finger roll,,,,,,Restricted Area,0-8 Center,3.15,Made,6.0,Coulibaly,B. Coulibaly,T. Young,1629027.0,1.0,,,,,,,,,,,,,,,
