actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
19,PT10M33.00S,2022-10-27T00:12:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,90.48948751642575,41.17647058823529,1610612759,6,0,2022-10-27T00:12:17Z,190000,-44.0,37.0,1,right,MISS T. Jones driving Layup,[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,,
20,PT10M31.00S,2022-10-27T00:12:14.1Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,6,0,2022-10-27T00:12:17Z,200000,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,
21,PT10M30.00S,2022-10-27T00:12:14.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627751,93.51182654402102,50.0,1610612759,6,2,2022-10-27T00:12:22Z,210000,0.0,8.0,1,right,J. Poeltl putback Layup (2 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.85,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M14.00S,2022-10-27T00:12:33.7Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,6,2,2022-10-27T00:12:40Z,220000,,,0,,K. Towns offensive FOUL (1 PF),"[1626157, 1630200]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,204059.0,1.0,0.0,Jones,1630200.0,,,,,
24,PT10M14.00S,2022-10-27T00:12:33.7Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,6,2,2022-10-27T00:12:33Z,240000,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,204059.0,,,,,1.0,,,,
25,PT10M01.00S,2022-10-27T00:12:57.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631110,77.7431011826544,11.519607843137255,1610612759,6,5,2022-10-27T00:13:02Z,250000,-192.0,157.0,1,right,J. Sochan 24' 3PT  (3 PTS) (J. Richardson 1 AST),"[1631110, 1626196]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,24.81,Made,3.0,,,,,J. Richardson,1626196.0,1.0,,,,,,,,,,
27,PT09M51.00S,2022-10-27T00:13:11.3Z,1,REGULAR,foul,personal,[],1630200,,,1610612750,6,5,2022-10-27T00:13:20Z,270000,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1626156]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1628953.0,1.0,0.0,Russell,1626156.0,,,,,
29,PT09M46.00S,2022-10-27T00:13:33.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,31.882391590013142,56.86274509803921,1610612750,6,5,2022-10-27T00:13:38Z,290000,-34.0,247.0,1,left,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,24.96,Missed,,,,,,,,,,,,,,,,,,
30,PT09M43.00S,2022-10-27T00:13:36.0Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,6,5,2022-10-27T00:13:38Z,300000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,
31,PT09M41.00S,2022-10-27T00:13:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631110,92.72339027595268,53.67647058823529,1610612759,6,7,2022-10-27T00:13:45Z,310000,18.0,16.0,1,right,J. Sochan running Layup (5 PTS) (T. Jones 1 AST),"[1631110, 1630200]",1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,2.43,Made,5.0,,,,,T. Jones,1630200.0,1.0,,,,,,,,,,
33,PT09M19.00S,2022-10-27T00:14:00.0Z,1,REGULAR,3pt,Jump Shot,[],1630183,29.911300919842315,35.049019607843135,1610612750,9,7,2022-10-27T00:14:05Z,330000,75.0,229.0,1,left,J. McDaniels 24' 3PT  (3 PTS) (A. Edwards 1 AST),"[1630183, 1630162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,24.06,Made,3.0,,,,,A. Edwards,1630162.0,1.0,,,,,,,,,,
35,PT09M07.00S,2022-10-27T00:14:12.1Z,1,REGULAR,3pt,Jump Shot,[],1631110,71.30420499342969,72.30392156862744,1610612759,9,10,2022-10-27T00:14:18Z,350000,112.0,217.0,1,right,J. Sochan 24' 3PT  (8 PTS) (K. Johnson 1 AST),"[1631110, 1629640]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,24.41,Made,8.0,,,,,K. Johnson,1629640.0,1.0,,,,,,,,,,
37,PT08M51.00S,2022-10-27T00:14:31.3Z,1,REGULAR,foul,personal,[],1626196,,,1610612750,9,10,2022-10-27T00:14:52Z,370000,,,0,,J. Richardson personal FOUL (1 PF),"[1626196, 203497]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,Gobert,203497.0,,,,,
39,PT08M47.00S,2022-10-27T00:14:49.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,25.57490144546649,17.401960784313726,1610612750,12,10,2022-10-27T00:14:55Z,390000,163.0,188.0,1,left,A. Edwards 24' 3PT  (9 PTS) (D. Russell 2 AST),"[1630162, 1626156]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.87,Made,9.0,,,,,D. Russell,1626156.0,2.0,,,,,,,,,,
41,PT08M37.00S,2022-10-27T00:15:03.0Z,1,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612759,12,10,2022-10-27T00:15:12Z,410000,,,0,,D. Russell shooting personal FOUL (1 PF) (Jones 2 FT),"[1626156, 1630200]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,Jones,1630200.0,,,,,
43,PT08M37.00S,2022-10-27T00:15:34.5Z,1,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,12,11,2022-10-27T00:15:34Z,430000,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
44,PT08M37.00S,2022-10-27T00:15:49.0Z,1,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,12,12,2022-10-27T00:15:49Z,440000,,,0,,T. Jones Free Throw 2 of 2 (2 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
45,PT08M21.00S,2022-10-27T00:16:06.8Z,1,REGULAR,3pt,Jump Shot,[],1626156,32.933639947437584,48.529411764705884,1610612750,12,12,2022-10-27T00:16:11Z,450000,7.0,257.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
46,PT08M21.00S,2022-10-27T00:16:06.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,12,12,2022-10-27T00:16:11Z,460000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,45.0,,,,,,,,,,,,,,,,
48,PT08M10.00S,2022-10-27T00:16:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,93.24901445466492,46.32352941176471,1610612759,12,12,2022-10-27T00:16:36Z,480000,-18.0,11.0,1,right,MISS J. Richardson reverse Layup,[1626196],1610612759.0,SAS,reverse,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
49,PT08M08.00S,2022-10-27T00:16:32.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,12,12,2022-10-27T00:16:36Z,490000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,
50,PT08M05.00S,2022-10-27T00:16:35.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630183,6.521024967148489,49.26470588235294,1610612750,14,12,2022-10-27T00:18:21Z,500000,4.0,9.0,1,left,J. McDaniels running alley-oop DUNK (5 PTS) (A. Edwards 2 AST),"[1630183, 1630162]",1610612750.0,MIN,running alley-oop,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.95,Made,5.0,,,,,A. Edwards,1630162.0,2.0,,,,,,,,,,
52,PT07M52.00S,2022-10-27T00:16:49.3Z,1,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612759,14,12,2022-10-27T00:16:59Z,520000,,,0,,J. Poeltl bad pass out-of-bounds TURNOVER (1 TO),[1627751],1610612759.0,SAS,bad pass,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,204059.0,,,,,1.0,,,,
53,PT07M43.00S,2022-10-27T00:17:02.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,31.882391590013142,57.107843137254896,1610612750,17,12,2022-10-27T00:17:07Z,530000,-36.0,247.0,1,left,A. Edwards 24' 3PT pullup (12 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,24.97,Made,12.0,,,,,,,,,,,,,,,,,
54,PT07M30.00S,2022-10-27T00:17:14.6Z,1,REGULAR,2pt,Jump Shot,[],1630200,82.7365308804205,31.372549019607842,1610612759,17,14,2022-10-27T00:17:28Z,540000,-93.0,110.0,1,right,T. Jones 14' driving floating Jump Shot (4 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,14.4,Made,4.0,,,,,,,,,,,,,,,,,
55,PT07M14.00S,2022-10-27T00:17:30.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,27.020367936925098,79.16666666666666,1610612750,17,14,2022-10-27T00:17:35Z,550000,-146.0,201.0,1,left,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
56,PT07M12.00S,2022-10-27T00:17:32.5Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612759,17,14,2022-10-27T00:17:35Z,560000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,
57,PT06M58.00S,2022-10-27T00:17:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,82.60512483574244,52.94117647058824,1610612759,17,14,2022-10-27T00:17:55Z,570000,15.0,111.0,1,right,MISS K. Johnson 11' step back Shot,[1629640],1610612759.0,SAS,step back,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,11.2,Missed,,,,,,,,,,,,,,,,,,
58,PT06M57.00S,2022-10-27T00:17:51.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,17,14,2022-10-27T00:17:51Z,580000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,57.0,,,,,,,,,,,,,,,,
60,PT06M57.00S,2022-10-27T00:18:00.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,17,14,2022-10-27T00:18:00Z,600000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M54.00S,2022-10-27T00:20:54.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629640,89.43823915900131,44.6078431372549,1610612759,17,16,2022-10-27T00:21:01Z,610000,-27.0,47.0,1,right,K. Johnson pullup Jump Shot (2 PTS) (J. Sochan 1 AST),"[1629640, 1631110]",1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.4,Made,2.0,,,,,J. Sochan,1631110.0,1.0,,,,,,,,,,
63,PT06M41.00S,2022-10-27T00:21:11.4Z,1,REGULAR,foul,personal,[],1629640,,,1610612750,17,16,2022-10-27T00:21:21Z,630000,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 1630162]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,204059.0,1.0,0.0,Edwards,1630162.0,,,,,
65,PT06M41.00S,2022-10-27T00:21:25.6Z,1,REGULAR,substitution,out,[],1630200,,,1610612750,17,16,2022-10-27T00:21:28Z,650000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M41.00S,2022-10-27T00:21:25.6Z,1,REGULAR,substitution,in,[],1629641,,,1610612750,17,16,2022-10-27T00:21:28Z,660000,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M38.00S,2022-10-27T00:21:37.0Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612750,17,16,2022-10-27T00:21:47Z,670000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Russell 2 FT),"[1627751, 1626156]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628953.0,1.0,0.0,Russell,1626156.0,,,,,
69,PT06M38.00S,2022-10-27T00:22:00.3Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,17,16,2022-10-27T00:22:18Z,690000,,,0,,MISS D. Russell Free Throw 1 of 2,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
70,PT06M38.00S,2022-10-27T00:22:00.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,17,16,2022-10-27T00:22:18Z,700000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,
71,PT06M38.00S,2022-10-27T00:22:00.3Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,17,16,2022-10-27T00:22:18Z,710000,,,0,,MISS D. Russell Free Throw 2 of 2,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
72,PT06M38.00S,2022-10-27T00:22:00.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,17,16,2022-10-27T00:22:18Z,720000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,
74,PT06M21.00S,2022-10-27T00:22:37.9Z,1,REGULAR,3pt,Jump Shot,[],1629640,74.06373193166885,79.90196078431373,1610612759,17,16,2022-10-27T00:22:45Z,740000,150.0,191.0,1,right,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,24.28,Missed,,,,,,,,,,,,,,,,,,
75,PT06M19.00S,2022-10-27T00:22:39.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,17,16,2022-10-27T00:22:45Z,750000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,74.0,,,,,,,,,,,,,,,,
76,PT06M19.00S,2022-10-27T00:22:43.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631110,,,1610612750,17,16,2022-10-27T00:23:05Z,760000,,,0,,J. Sochan loose ball personal FOUL (1 PF) (Gobert 2 FT),"[1631110, 203497]",1610612759.0,SAS,loose ball,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628953.0,1.0,0.0,Gobert,203497.0,,,,,
78,PT06M19.00S,2022-10-27T00:23:16.5Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,17,16,2022-10-27T00:23:16Z,780000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
79,PT06M19.00S,2022-10-27T00:23:16.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,17,16,2022-10-27T00:23:16Z,790000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,
80,PT06M19.00S,2022-10-27T00:23:35.5Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,18,16,2022-10-27T00:23:35Z,800000,,,0,,R. Gobert Free Throw 2 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
81,PT06M08.00S,2022-10-27T00:23:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,90.62089356110381,42.15686274509804,1610612759,18,16,2022-10-27T00:23:52Z,810000,-39.0,36.0,1,right,MISS J. Sochan driving Layup,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,5.3,Missed,,,,,,,,,,,,,,,,,,
82,PT06M04.00S,2022-10-27T00:23:51.2Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612759,18,16,2022-10-27T00:23:52Z,820000,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,81.0,1.0,0.0,1.0,,,,,,,,,,,,,
83,PT06M04.00S,2022-10-27T00:23:51.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,94.40999984741211,50.0,1610612759,18,18,2022-10-27T00:23:51Z,830000,0.0,0.0,1,right,R. Langford tip Layup (2 PTS),[1629641],1610612759.0,SAS,tip,,,Langford,R. Langford,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
84,PT05M53.00S,2022-10-27T00:24:01.9Z,1,REGULAR,3pt,Jump Shot,[],1630183,25.443495400788436,17.401960784313726,1610612750,21,18,2022-10-27T00:24:09Z,840000,163.0,187.0,1,left,J. McDaniels 24' 3PT  (8 PTS) (A. Edwards 3 AST),"[1630183, 1630162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,24.78,Made,8.0,,,,,A. Edwards,1630162.0,3.0,,,,,,,,,,
86,PT05M32.00S,2022-10-27T00:24:23.1Z,1,REGULAR,3pt,Jump Shot,[],1631110,81.42247043363994,8.088235294117647,1610612759,21,18,2022-10-27T00:24:29Z,860000,-210.0,122.0,1,right,MISS J. Sochan 24' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,24.26,Missed,,,,,,,,,,,,,,,,,,
87,PT05M28.00S,2022-10-27T00:24:27.1Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,21,18,2022-10-27T00:24:29Z,870000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,
88,PT05M18.00S,2022-10-27T00:24:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,8.360709592641262,49.01960784313725,1610612750,21,18,2022-10-27T00:24:45Z,880000,5.0,26.0,1,left,MISS R. Gobert cutting Layup - blocked,"[203497, 1631110]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.66,Missed,,,,,,,,,,,,,,,Sochan,1631110.0,,
89,PT05M18.00S,2022-10-27T00:24:38.2Z,1,REGULAR,block,,[],1631110,,,1610612750,21,18,2022-10-27T00:24:40Z,890000,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
90,PT05M15.00S,2022-10-27T00:24:41.2Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,21,18,2022-10-27T00:24:45Z,900000,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,88.0,2.0,1.0,1.0,,,,,,,,,,,,,
91,PT05M10.00S,2022-10-27T00:24:45.5Z,1,REGULAR,turnover,lost ball,[],1629640,,,1610612759,21,18,2022-10-27T00:24:50Z,910000,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 1630183]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,,,McDaniels,1630183.0
92,PT05M10.00S,2022-10-27T00:24:45.5Z,1,REGULAR,steal,,[],1630183,,,1610612750,21,18,2022-10-27T00:25:15Z,920000,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
93,PT05M01.00S,2022-10-27T00:24:57.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629640,,,1610612750,21,18,2022-10-27T00:25:13Z,930000,,,0,,K. Johnson personal FOUL (2 PF) (Gobert 2 FT),"[1629640, 203497]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203054.0,2.0,0.0,Gobert,203497.0,,,,,
