actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M36.00S,2023-02-17T01:12:50.9Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,2,0,2023-02-17T01:12:55Z,170000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1628398]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Kuzma,1628398.0,,
19,PT10M36.00S,2023-02-17T01:12:50.9Z,1,REGULAR,steal,,[],1628398,,,1610612764,2,0,2023-02-17T01:12:53Z,180000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M31.00S,2023-02-17T01:12:55.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628398,8.623521681997373,48.03921568627451,1610612764,2,0,2023-02-17T01:20:50Z,190000,False,10.0,29.0,1,left,MISS K. Kuzma running Layup - blocked,"[1628398, 1630162]",1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,3.02,Missed,,,,,,,,,,,,Edwards,1630162.0
21,PT10M31.00S,2023-02-17T01:12:55.3Z,1,REGULAR,block,,[],1630162,,,1610612764,2,0,2023-02-17T01:12:57Z,200000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M29.00S,2023-02-17T01:12:57.3Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,2,0,2023-02-17T01:13:01Z,210000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,
23,PT10M25.00S,2023-02-17T01:13:01.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,79.45137976346912,91.42156862745098,1610612750,5,0,2023-02-17T01:21:30Z,220000,False,207.0,141.0,1,right,A. Edwards 25' 3PT running (3 PTS) (M. Conley 1 AST),"[1630162, 201144]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,25.04,Made,,,,,3.0,M. Conley,201144.0,1.0,,,,,
25,PT10M05.00S,2023-02-17T01:13:20.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,12.434296977660972,2.941176470588235,1610612764,5,3,2023-02-17T01:13:28Z,240000,False,235.0,64.0,1,left,K. Kuzma 24' 3PT  (3 PTS) (D. Gafford 1 AST),"[1628398, 1629655]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,,24.4,Made,,,,,3.0,D. Gafford,1629655.0,1.0,,,,,
27,PT09M45.00S,2023-02-17T01:13:40.3Z,1,REGULAR,3pt,Jump Shot,[],1630183,95.48291721419186,3.1862745098039214,1610612750,8,3,2023-02-17T01:13:45Z,260000,False,-234.0,-10.0,1,right,J. McDaniels 3PT  (3 PTS) (R. Gobert 1 AST),"[1630183, 203497]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,23.43,Made,,,,,3.0,R. Gobert,203497.0,1.0,,,,,
29,PT09M28.00S,2023-02-17T01:13:57.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,14.4053876478318,51.470588235294116,1610612764,8,3,2023-02-17T01:14:05Z,280000,False,-7.0,83.0,1,left,MISS B. Beal 8' driving floating Shot,[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.32,Missed,,,,,,,,,,,,,
30,PT09M25.00S,2023-02-17T01:14:00.5Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,8,3,2023-02-17T01:14:05Z,290000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,
31,PT09M21.00S,2023-02-17T01:14:05.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203937,85.23324572930355,52.20588235294118,1610612750,10,3,2023-02-17T01:23:20Z,300000,False,11.0,86.0,1,right,K. Anderson 8' running pullup Jump Shot (2 PTS),[203937],1610612750.0,MIN,running pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.7,Made,,,,,2.0,,,,,,,,
32,PT09M08.00S,2023-02-17T01:14:18.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,18.873193166885677,39.21568627450981,1610612764,10,3,2023-02-17T01:24:33Z,310000,False,54.0,125.0,1,left,MISS K. Kuzma 13' driving floating Shot,[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.6,Missed,,,,,,,,,,,,,
33,PT09M05.00S,2023-02-17T01:14:21.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,10,3,2023-02-17T01:14:23Z,320000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,
34,PT08M59.00S,2023-02-17T01:14:26.6Z,1,REGULAR,3pt,Jump Shot,[],203937,91.80354796320631,96.07843137254902,1610612750,10,3,2023-02-17T01:14:31Z,330000,False,230.0,25.0,1,right,MISS K. Anderson 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Right Corner 3,24+ Right,,,,,,23.17,Missed,,,,,,,,,,,,,
35,PT08M57.00S,2023-02-17T01:14:28.6Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,10,3,2023-02-17T01:14:31Z,340000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,
36,PT08M49.00S,2023-02-17T01:14:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,14.4053876478318,55.63725490196079,1610612764,10,3,2023-02-17T01:14:44Z,350000,False,-28.0,83.0,1,left,MISS B. Beal 8' step back Shot,[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.76,Missed,,,,,,,,,,,,,
37,PT08M47.00S,2023-02-17T01:14:39.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,10,3,2023-02-17T01:14:44Z,360000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,,
38,PT08M38.00S,2023-02-17T01:14:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,94.30026281208936,52.450980392156865,1610612750,12,3,2023-02-17T01:14:54Z,370000,False,12.0,1.0,1,right,A. Edwards driving Layup (5 PTS) (K. Anderson 1 AST),"[1630162, 203937]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,1.23,Made,,,,,5.0,K. Anderson,203937.0,1.0,,,,,
40,PT08M38.00S,2023-02-17T01:14:52.1Z,1,REGULAR,foul,personal,['1freethrow'],1629655,,,1610612750,12,3,2023-02-17T01:20:10Z,390000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Edwards 1 FT),"[1629655, 1630162]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1627526.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
42,PT08M38.00S,2023-02-17T01:15:04.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,12,3,2023-02-17T01:15:04Z,410000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M38.00S,2023-02-17T01:17:25.1Z,1,REGULAR,substitution,out,[],1629655,,,1610612750,12,3,2023-02-17T01:17:46Z,420000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M38.00S,2023-02-17T01:17:25.1Z,1,REGULAR,substitution,in,[],1630557,,,1610612750,12,3,2023-02-17T01:17:46Z,430000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M38.00S,2023-02-17T01:18:08.7Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,13,3,2023-02-17T01:18:08Z,440000,False,,,0,,A. Edwards Free Throw 1 of 1 (6 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
46,PT08M21.00S,2023-02-17T01:18:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,14.799605781865965,41.42156862745098,1610612764,13,3,2023-02-17T01:33:40Z,450000,False,43.0,87.0,1,left,MISS K. Porzingis 9' floating Shot,[204001],1610612764.0,WAS,floating,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.66,Missed,,,,,,,,,,,,,
47,PT08M19.00S,2023-02-17T01:18:31.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,13,3,2023-02-17T01:18:34Z,460000,False,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,46.0,4.0,4.0,0.0,,,,,,,,,
48,PT08M09.00S,2023-02-17T01:18:42.9Z,1,REGULAR,foul,personal,['2freethrow'],204001,,,1610612750,13,3,2023-02-17T01:18:48Z,470000,False,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Edwards 2 FT),"[204001, 1630162]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,204058.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
50,PT08M09.00S,2023-02-17T01:19:02.4Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,14,3,2023-02-17T01:19:02Z,490000,False,,,0,,A. Edwards Free Throw 1 of 2 (7 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
51,PT08M09.00S,2023-02-17T01:19:14.3Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,15,3,2023-02-17T01:19:14Z,500000,False,,,0,,A. Edwards Free Throw 2 of 2 (8 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
52,PT07M57.00S,2023-02-17T01:19:31.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628420,7.5722733245729295,50.0,1610612764,15,5,2023-02-17T01:37:53Z,510000,False,0.0,19.0,1,left,M. Morris driving bank Hook (2 PTS) (B. Beal 1 AST),"[1628420, 203078]",1610612764.0,WAS,driving bank,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,1.87,Made,,,,,2.0,B. Beal,203078.0,1.0,,,,,
53,PT07M57.00S,2023-02-17T01:19:36.6Z,1,REGULAR,foul,personal,['1freethrow'],203937,,,1610612764,15,5,2023-02-17T01:20:05Z,520000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Morris 1 FT),"[203937, 1628420]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,204058.0,1.0,0.0,Morris,1628420.0,,,,,,,,,,,,,,,
55,PT07M57.00S,2023-02-17T01:19:57.7Z,1,REGULAR,freethrow,1 of 1,[],1628420,,,1610612764,15,6,2023-02-17T01:19:57Z,540000,False,,,0,,M. Morris Free Throw 1 of 1 (3 PTS),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
56,PT07M43.00S,2023-02-17T01:20:13.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,80.76544021024968,7.8431372549019605,1610612750,18,6,2023-02-17T01:20:18Z,550000,False,-211.0,128.0,1,right,A. Edwards 24' 3PT  (11 PTS) (M. Conley 2 AST),"[1630162, 201144]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,24.68,Made,,,,,11.0,M. Conley,201144.0,2.0,,,,,
58,PT07M31.00S,2023-02-17T01:20:26.2Z,1,REGULAR,3pt,Jump Shot,[],1628398,12.697109067017081,96.81372549019608,1610612764,18,6,2023-02-17T01:20:30Z,570000,False,-234.0,67.0,1,left,MISS K. Kuzma 24' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,24.35,Missed,,,,,,,,,,,,,
59,PT07M28.00S,2023-02-17T01:20:29.2Z,1,REGULAR,rebound,offensive,[],203078,,,1610612764,18,6,2023-02-17T01:20:29Z,580000,False,,,0,,B. Beal REBOUND (Off:1 Def:0),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,,,,,58.0,1.0,0.0,1.0,,,,,,,,,
60,PT07M20.00S,2023-02-17T01:20:37.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],204001,4.155716162943495,17.647058823529413,1610612764,18,6,2023-02-17T01:36:41Z,590000,False,162.0,-13.0,1,left,MISS K. Porzingis 16' Jump Shot,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right,,,,,,16.24,Missed,,,,,,,,,,,,,
61,PT07M18.00S,2023-02-17T01:20:39.8Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,18,6,2023-02-17T01:20:42Z,600000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,
62,PT07M13.00S,2023-02-17T01:20:44.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,67.7562417871222,59.80392156862745,1610612750,21,6,2023-02-17T01:32:21Z,610000,False,49.0,251.0,1,right,A. Edwards 25' 3PT running pullup (14 PTS),[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,25.53,Made,,,,,14.0,,,,,,,,
63,PT06M46.00S,2023-02-17T01:21:20.7Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612764,21,6,2023-02-17T01:21:43Z,620000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1630162, 204001]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,2530.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,,,
65,PT06M46.00S,2023-02-17T01:21:49.1Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,21,7,2023-02-17T01:21:49Z,640000,False,,,0,,K. Porzingis Free Throw 1 of 2 (1 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
66,PT06M46.00S,2023-02-17T01:21:50.2Z,1,REGULAR,substitution,out,[],203937,,,1610612764,21,7,2023-02-17T01:21:57Z,650000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M46.00S,2023-02-17T01:21:50.2Z,1,REGULAR,substitution,in,[],1627752,,,1610612764,21,7,2023-02-17T01:21:57Z,660000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M46.00S,2023-02-17T01:22:14.2Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,21,8,2023-02-17T01:22:14Z,670000,False,,,0,,K. Porzingis Free Throw 2 of 2 (2 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
69,PT06M36.00S,2023-02-17T01:22:25.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.85479632063075,51.9607843137255,1610612750,23,8,2023-02-17T01:22:30Z,680000,False,10.0,15.0,1,right,R. Gobert alley-oop DUNK (4 PTS) (M. Conley 3 AST),"[203497, 201144]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,1.77,Made,,,,,4.0,M. Conley,201144.0,3.0,,,,,
71,PT06M14.00S,2023-02-17T01:22:53.9Z,1,REGULAR,foul,personal,[],1627752,,,1610612764,23,8,2023-02-17T01:23:02Z,700000,False,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 204001]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Right,204058.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,,,
73,PT06M14.00S,2023-02-17T01:23:02.2Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,23,8,2023-02-17T01:23:06Z,720000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M14.00S,2023-02-17T01:23:02.2Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,23,8,2023-02-17T01:23:06Z,730000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M04.00S,2023-02-17T01:23:24.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203078,11.251642575558476,53.18627450980392,1610612764,23,8,2023-02-17T01:37:23Z,740000,False,-16.0,53.0,1,left,MISS B. Beal driving bank Hook,[203078],1610612764.0,WAS,driving bank,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.56,Missed,,,,,,,,,,,,,
76,PT06M03.00S,2023-02-17T01:23:25.8Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,23,8,2023-02-17T01:23:29Z,750000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,
77,PT05M58.00S,2023-02-17T01:23:31.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627752,95.3515111695138,3.431372549019608,1610612750,26,8,2023-02-17T01:38:43Z,760000,False,-233.0,-9.0,1,right,T. Prince 3PT running (3 PTS) (J. McDaniels 1 AST),"[1627752, 1630183]",1610612750.0,MIN,running,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,,,,,,23.3,Made,,,,,3.0,J. McDaniels,1630183.0,1.0,,,,,
79,PT05M45.00S,2023-02-17T01:23:44.0Z,1,REGULAR,2pt,Jump Shot,[],1628420,25.04927726675427,63.48039215686274,1610612764,26,8,2023-02-17T01:23:48Z,780000,False,-67.0,183.0,1,left,MISS M. Morris 19' pullup Shot,[1628420],1610612764.0,WAS,pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Left Center,,,,,,19.5,Missed,,,,,,,,,,,,,
80,PT05M43.00S,2023-02-17T01:23:46.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,26,8,2023-02-17T01:23:48Z,790000,False,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,,,,,,79.0,5.0,5.0,0.0,,,,,,,,,
81,PT05M36.00S,2023-02-17T01:23:57.0Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612750,26,8,2023-02-17T01:24:05Z,800000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Edwards 2 FT),"[203078, 1630162]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,1627526.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
83,PT05M36.00S,2023-02-17T01:24:24.1Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,27,8,2023-02-17T01:24:24Z,820000,False,,,0,,A. Edwards Free Throw 1 of 2 (15 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,15.0,,,,,,,,
84,PT05M36.00S,2023-02-17T01:24:24.8Z,1,REGULAR,substitution,out,[],203497,,,1610612750,27,8,2023-02-17T01:24:27Z,830000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M36.00S,2023-02-17T01:24:24.8Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,27,8,2023-02-17T01:24:27Z,840000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M36.00S,2023-02-17T01:24:46.6Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,28,8,2023-02-17T01:24:46Z,850000,False,,,0,,A. Edwards Free Throw 2 of 2 (16 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,16.0,,,,,,,,
