actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
23,PT10M40.00S,2022-11-08T02:17:34.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,92.85479632063075,50.49019607843137,1610612752,0,0,2022-11-08T02:17:38Z,230000,2.0,15.0,1,right,MISS C. Reddish driving Layup - blocked,"[1629629, 203937]",1610612752.0,NYK,driving,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,1.49,Missed,Anderson,203937.0,,,,,,,,,,,,,,,,
67,PT10M40.00S,2022-11-08T02:17:34.2Z,1,REGULAR,block,,[],203937,,,1610612752,0,0,2022-11-08T02:23:31Z,235000,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M38.00S,2022-11-08T02:17:36.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,0,0,2022-11-08T02:17:38Z,240000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,
25,PT10M21.00S,2022-11-08T02:17:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,9.149145860709593,52.450980392156865,1610612750,2,0,2022-11-08T02:18:00Z,250000,-12.0,34.0,1,left,K. Towns cutting Layup (2 PTS) (D. Russell 1 AST),"[1626157, 1626156]",1610612750.0,MIN,cutting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.57,Made,,,,,,,,,,,2.0,D. Russell,1626156.0,1.0,,,,
27,PT10M21.00S,2022-11-08T02:17:58.3Z,1,REGULAR,foul,personal,['1freethrow'],1630579,,,1610612750,2,0,2022-11-08T02:18:05Z,270000,,,0,,J. Sims shooting personal FOUL (1 PF) (Towns 1 FT),"[1630579, 1626157]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,203591.0,,,,,1.0,0.0,Towns,1626157.0
29,PT10M21.00S,2022-11-08T02:18:31.4Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,3,0,2022-11-08T02:18:31Z,290000,,,0,,K. Towns Free Throw 1 of 1 (3 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
30,PT10M10.00S,2022-11-08T02:18:48.1Z,1,REGULAR,3pt,Jump Shot,[],203944,67.23061760840999,48.529411764705884,1610612752,3,0,2022-11-08T02:18:53Z,300000,-7.0,256.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.56,Missed,,,,,,,,,,,,,,,,,,
31,PT10M06.00S,2022-11-08T02:18:52.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,3,0,2022-11-08T02:18:53Z,310000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,30.0,3.0,3.0,0.0,,,,,,,,,,,,
32,PT10M00.00S,2022-11-08T02:18:57.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,33.85348226018397,28.431372549019606,1610612750,3,0,2022-11-08T02:19:01Z,320000,108.0,266.0,1,left,MISS A. Edwards 28' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,28.67,Missed,,,,,,,,,,,,,,,,,,
33,PT09M57.00S,2022-11-08T02:19:00.0Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,3,0,2022-11-08T02:19:01Z,330000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,
35,PT09M41.00S,2022-11-08T02:19:17.5Z,1,REGULAR,2pt,Jump Shot,[],1629629,76.95466491458606,48.77450980392157,1610612752,3,0,2022-11-08T02:19:23Z,350000,-6.0,164.0,1,right,MISS C. Reddish 16' Jump Shot - blocked,"[1629629, 1626156]",1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Mid-Range,16-24 Center,16.42,Missed,Russell,1626156.0,,,,,,,,,,,,,,,,
36,PT09M41.00S,2022-11-08T02:19:17.5Z,1,REGULAR,block,,[],1626156,,,1610612752,3,0,2022-11-08T02:19:21Z,360000,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M39.00S,2022-11-08T02:19:19.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,3,0,2022-11-08T02:19:49Z,370000,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,35.0,4.0,4.0,0.0,,,,,,,,,,,,
38,PT09M35.00S,2022-11-08T02:19:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630183,7.966491458607096,49.754901960784316,1610612750,5,0,2022-11-08T02:19:31Z,380000,1.0,22.0,1,left,J. McDaniels running Layup (2 PTS) (K. Towns 1 AST),"[1630183, 1626157]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,,,,,2.0,K. Towns,1626157.0,1.0,,,,
40,PT09M26.00S,2022-11-08T02:19:33.8Z,1,REGULAR,foul,personal,[],1630183,,,1610612752,5,0,2022-11-08T02:19:59Z,400000,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1628973]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1627529.0,,,,,1.0,0.0,Brunson,1628973.0
42,PT09M19.00S,2022-11-08T02:20:01.0Z,1,REGULAR,3pt,Jump Shot,[],1629629,74.58935611038108,16.176470588235293,1610612752,5,3,2022-11-08T02:20:19Z,420000,-169.0,186.0,1,right,C. Reddish 25' 3PT  (3 PTS) (J. Brunson 1 AST),"[1629629, 1628973]",1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,25.17,Made,,,,,,,,,,,3.0,J. Brunson,1628973.0,1.0,,,,
44,PT09M12.00S,2022-11-08T02:20:08.8Z,1,REGULAR,3pt,Jump Shot,[],1626156,18.610381077529567,6.61764705882353,1610612750,5,3,2022-11-08T02:20:13Z,440000,217.0,122.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,,,,,,,,,,,,,,,,,
45,PT09M12.00S,2022-11-08T02:20:08.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,5,3,2022-11-08T02:20:13Z,450000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,
46,PT08M56.00S,2022-11-08T02:20:25.3Z,1,REGULAR,3pt,Jump Shot,[],203944,71.17279894875165,21.813725490196077,1610612752,5,6,2022-11-08T02:20:30Z,460000,-141.0,218.0,1,right,J. Randle 26' 3PT  (3 PTS) (J. Brunson 2 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,26.0,Made,,,,,,,,,,,3.0,J. Brunson,1628973.0,2.0,,,,
48,PT08M43.00S,2022-11-08T02:20:37.4Z,1,REGULAR,3pt,Jump Shot,[],203937,16.63929040735874,94.36274509803921,1610612750,8,6,2022-11-08T02:20:42Z,480000,-222.0,104.0,1,left,K. Anderson 24' 3PT  (3 PTS) (D. Russell 2 AST),"[203937, 1626156]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,24.49,Made,,,,,,,,,,,3.0,D. Russell,1626156.0,2.0,,,,
50,PT08M28.00S,2022-11-08T02:20:52.2Z,1,REGULAR,3pt,Jump Shot,[],203944,93.38042049934296,4.901960784313726,1610612752,8,9,2022-11-08T02:20:56Z,500000,-225.0,10.0,1,right,J. Randle 3PT  (6 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,22.57,Made,,,,,,,,,,,6.0,R. Barrett,1629628.0,1.0,,,,
52,PT08M19.00S,2022-11-08T02:21:04.0Z,1,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612750,8,9,2022-11-08T02:21:12Z,520000,,,0,,D. Russell bad pass out-of-bounds TURNOVER (1 TO),[1626156],1610612750.0,MIN,bad pass,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,1627529.0,,,,,,,,
53,PT08M08.00S,2022-11-08T02:21:20.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629629,95.87713534822602,3.431372549019608,1610612752,8,12,2022-11-08T02:21:29Z,530000,-233.0,-14.0,1,right,C. Reddish 3PT  (6 PTS) (R. Barrett 2 AST),"[1629629, 1629628]",1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Left Corner 3,24+ Left,23.32,Made,,,,,,,,,,,6.0,R. Barrett,1629628.0,2.0,,,,
55,PT07M49.00S,2022-11-08T02:21:39.7Z,1,REGULAR,3pt,Jump Shot,[],1630183,33.196452036793694,57.35294117647059,1610612750,8,12,2022-11-08T02:21:44Z,550000,-37.0,260.0,1,left,MISS J. McDaniels 26' step back 3PT,[1630183],1610612750.0,MIN,step back,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,26.21,Missed,,,,,,,,,,,,,,,,,,
56,PT07M46.00S,2022-11-08T02:21:42.7Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,8,12,2022-11-08T02:21:44Z,560000,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,
57,PT07M34.00S,2022-11-08T02:21:54.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,78.40013140604468,90.44117647058823,1610612752,8,12,2022-11-08T02:22:00Z,570000,202.0,151.0,1,right,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
58,PT07M30.00S,2022-11-08T02:21:58.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,8,12,2022-11-08T02:22:00Z,580000,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,57.0,5.0,5.0,0.0,,,,,,,,,,,,
60,PT07M12.00S,2022-11-08T02:22:32.4Z,1,REGULAR,3pt,Jump Shot,[],1626157,26.231931668856767,15.686274509803921,1610612750,11,12,2022-11-08T02:22:36Z,600000,172.0,194.0,1,left,K. Towns 25' 3PT  (6 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,25.91,Made,,,,,,,,,,,6.0,,,,,,,
61,PT06M53.00S,2022-11-08T02:22:50.4Z,1,REGULAR,3pt,Jump Shot,[],203944,64.47109067017082,46.568627450980394,1610612752,11,12,2022-11-08T02:22:55Z,610000,-17.0,281.0,1,right,MISS J. Randle 28' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,28.2,Missed,,,,,,,,,,,,,,,,,,
62,PT06M50.00S,2022-11-08T02:22:53.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,11,12,2022-11-08T02:22:55Z,620000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,
63,PT06M48.00S,2022-11-08T02:22:58.8Z,1,REGULAR,foul,offensive,[],1630183,,,1610612750,11,12,2022-11-08T02:23:05Z,630000,,,0,,J. McDaniels offensive FOUL (2 PF),"[1630183, 1628973]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,203591.0,,,,,2.0,0.0,Brunson,1628973.0
65,PT06M48.00S,2022-11-08T02:22:58.8Z,1,REGULAR,turnover,offensive foul,[],1630183,,,1610612750,11,12,2022-11-08T02:22:58Z,650000,,,0,,J. McDaniels offensive foul TURNOVER (2 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,,,203591.0,,,,,,,,
66,PT06M48.00S,2022-11-08T02:23:06.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,11,12,2022-11-08T02:23:06Z,660000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M48.00S,2022-11-08T02:25:33.6Z,1,REGULAR,substitution,out,[],1630183,,,1610612752,11,12,2022-11-08T02:25:41Z,670000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M48.00S,2022-11-08T02:25:33.6Z,1,REGULAR,substitution,in,[],1627752,,,1610612752,11,12,2022-11-08T02:25:41Z,680000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M30.00S,2022-11-08T02:26:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,93.9060446780552,49.26470588235294,1610612752,11,14,2022-11-08T02:26:35Z,700000,-4.0,5.0,1,right,R. Barrett cutting Layup (2 PTS) (J. Brunson 3 AST),"[1629628, 1628973]",1610612752.0,NYK,cutting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,,2.0,J. Brunson,1628973.0,3.0,,,,
73,PT06M04.00S,2022-11-08T02:26:58.6Z,1,REGULAR,3pt,Jump Shot,[],1626156,9.543363994743759,94.85294117647058,1610612750,14,14,2022-11-08T02:27:03Z,720000,-224.0,37.0,1,left,D. Russell 3PT  (3 PTS) (K. Towns 2 AST),"[1626156, 1626157]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,22.74,Made,,,,,,,,,,,3.0,K. Towns,1626157.0,2.0,,,,
75,PT05M57.00S,2022-11-08T02:27:05.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629629,74.98357424441524,13.480392156862745,1610612752,14,14,2022-11-08T02:27:10Z,740000,-183.0,183.0,1,right,MISS C. Reddish 25' 3PT,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
76,PT05M55.00S,2022-11-08T02:27:07.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,14,14,2022-11-08T02:27:10Z,750000,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,75.0,6.0,6.0,0.0,,,,,,,,,,,,
77,PT05M47.00S,2022-11-08T02:27:15.6Z,1,REGULAR,3pt,Jump Shot,[],1626157,33.065045992115635,42.15686274509804,1610612750,14,14,2022-11-08T02:27:22Z,760000,39.0,258.0,1,left,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,26.13,Missed,,,,,,,,,,,,,,,,,,
78,PT05M45.00S,2022-11-08T02:27:17.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,14,14,2022-11-08T02:27:22Z,770000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,,77.0,,,,,,,,,,,,,,,
79,PT05M45.00S,2022-11-08T02:27:21.2Z,1,REGULAR,foul,personal,[],1629629,,,1610612750,14,14,2022-11-08T02:27:52Z,780000,,,0,,C. Reddish loose ball personal FOUL (1 PF),"[1629629, 1627752]",1610612752.0,NYK,loose ball,,,Reddish,C. Reddish,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,203591.0,,,,,1.0,0.0,Prince,1627752.0
81,PT05M45.00S,2022-11-08T02:27:27.4Z,1,REGULAR,substitution,out,[],1628973,,,1610612750,14,14,2022-11-08T02:27:33Z,800000,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M45.00S,2022-11-08T02:27:27.4Z,1,REGULAR,substitution,in,[],201565,,,1610612750,14,14,2022-11-08T02:27:33Z,810000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M39.00S,2022-11-08T02:27:50.8Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612750,14,14,2022-11-08T02:27:55Z,820000,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 1629628]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,Barrett,1629628.0,,,,,,,,,
84,PT05M39.00S,2022-11-08T02:27:50.8Z,1,REGULAR,steal,,[],1629628,,,1610612752,14,14,2022-11-08T02:27:53Z,830000,,,0,,R. Barrett STEAL (2 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
85,PT05M33.00S,2022-11-08T02:27:56.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201565,75.24638633377135,13.725490196078432,1610612752,14,14,2022-11-08T02:28:04Z,840000,-181.0,180.0,1,right,MISS D. Rose 25' 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
86,PT05M30.00S,2022-11-08T02:27:59.6Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,14,14,2022-11-08T02:28:04Z,850000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,
87,PT05M24.00S,2022-11-08T02:28:04.4Z,1,REGULAR,3pt,Jump Shot,[],1626156,24.392247043363994,86.27450980392157,1610612750,17,14,2022-11-08T02:28:11Z,860000,-181.0,177.0,1,left,D. Russell 25' 3PT  (6 PTS) (T. Prince 1 AST),"[1626156, 1627752]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.33,Made,,,,,,,,,,,6.0,T. Prince,1627752.0,1.0,,,,
89,PT05M07.00S,2022-11-08T02:28:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201565,90.09526938239159,47.05882352941176,1610612752,17,14,2022-11-08T02:28:27Z,880000,-15.0,41.0,1,right,MISS D. Rose driving Layup,[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,4.32,Missed,,,,,,,,,,,,,,,,,,
90,PT05M06.00S,2022-11-08T02:28:23.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,17,14,2022-11-08T02:41:07Z,890000,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,89.0,3.0,3.0,0.0,,,,,,,,,,,,
91,PT05M05.00S,2022-11-08T02:28:28.0Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,17,14,2022-11-08T02:41:21Z,900000,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 201565]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,,,,,,,,,1.0,Rose,201565.0,,,,,,,,,
