actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M29.00S,2022-11-22T01:12:58.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629622,90.09526938239159,34.31372549019608,1610612748,3,6,2022-11-22T01:13:09Z,180000,False,-78.0,41.0,1,right,M. Strus 8' driving floating bank Jump Shot (2 PTS) (B. Adebayo 1 AST),"[1629622, 1628389]",1610612748.0,MIA,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Left,8.83,Made,2.0,Strus,M. Strus,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,
20,PT10M10.00S,2022-11-22T01:13:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.732588699080158,49.754901960784316,1610612750,5,6,2022-11-22T01:13:21Z,200000,False,1.0,1.0,1,left,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,,,,Restricted Area,0-8 Center,0.18,Made,2.0,Edwards,A. Edwards,,,,,,,,,,,,,,,,,
21,PT09M58.00S,2022-11-22T01:13:28.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,80.89684625492772,49.50980392156863,1610612748,5,8,2022-11-22T01:13:33Z,210000,False,-2.0,127.0,1,right,B. Adebayo 12' Jump Shot (6 PTS) (K. Lowry 1 AST),"[1628389, 200768]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,12.71,Made,6.0,Adebayo,B. Adebayo,K. Lowry,200768.0,1.0,,,,,,,,,,,,,,
23,PT09M40.00S,2022-11-22T01:13:46.5Z,1,REGULAR,3pt,Jump Shot,[],1630183,30.17411300919842,24.754901960784316,1610612750,5,8,2022-11-22T01:13:51Z,230000,False,126.0,231.0,1,left,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,26.33,Missed,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,
24,PT09M36.00S,2022-11-22T01:13:50.5Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,5,8,2022-11-22T01:13:51Z,240000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,,McDaniels,J. McDaniels,,,,23.0,1.0,0.0,1.0,,,,,,,,,,
25,PT09M32.00S,2022-11-22T01:13:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,6.915243101182654,47.794117647058826,1610612750,7,8,2022-11-22T01:13:59Z,250000,False,11.0,13.0,1,left,J. McDaniels driving finger roll Layup (2 PTS),[1630183],1610612750.0,MIN,driving finger roll,,,,,,Restricted Area,0-8 Center,1.67,Made,2.0,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,
26,PT09M24.00S,2022-11-22T01:14:08.3Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612748,7,8,2022-11-22T01:14:15Z,260000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Lowry 2 FT),"[1630183, 200768]",1610612750.0,MIN,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,McDaniels,J. McDaniels,,,,,,,,,,,200832.0,1.0,0.0,Lowry,200768.0,,
28,PT09M24.00S,2022-11-22T01:14:40.3Z,1,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,7,8,2022-11-22T01:14:40Z,280000,False,,,0,,MISS K. Lowry Free Throw 1 of 2,[200768],1610612748.0,MIA,,,,,,,,,,Missed,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,
29,PT09M24.00S,2022-11-22T01:14:40.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,7,8,2022-11-22T01:14:40Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,
30,PT09M24.00S,2022-11-22T01:14:56.5Z,1,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,7,9,2022-11-22T01:14:56Z,300000,False,,,0,,K. Lowry Free Throw 2 of 2 (1 PTS),[200768],1610612748.0,MIA,,,,,,,,,,Made,1.0,Lowry,K. Lowry,,,,,,,,,,,,,,,,,
31,PT09M12.00S,2022-11-22T01:15:10.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,30.56833114323259,33.33333333333333,1610612750,7,9,2022-11-22T01:15:14Z,310000,False,83.0,235.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,
32,PT09M10.00S,2022-11-22T01:15:12.2Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,7,9,2022-11-22T01:15:14Z,320000,False,,,0,,N. Jovic REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Jovic,N. Jovic,,,,31.0,1.0,1.0,0.0,,,,,,,,,,
33,PT09M03.00S,2022-11-22T01:15:19.0Z,1,REGULAR,3pt,Jump Shot,[],200768,67.7562417871222,40.19607843137255,1610612748,7,12,2022-11-22T01:15:24Z,330000,False,-49.0,251.0,1,right,K. Lowry 25' 3PT pullup (4 PTS),[200768],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Center,25.53,Made,4.0,Lowry,K. Lowry,,,,,,,,,,,,,,,,,
34,PT08M50.00S,2022-11-22T01:15:31.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,33.98488830486202,49.26470588235294,1610612750,7,12,2022-11-22T01:15:36Z,340000,False,4.0,267.0,1,left,MISS A. Edwards 26' 3PT,[1630162],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,26.7,Missed,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,
35,PT08M47.00S,2022-11-22T01:15:34.9Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,7,12,2022-11-22T01:15:36Z,350000,False,,,0,,N. Jovic REBOUND (Off:0 Def:2),[1631107],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Jovic,N. Jovic,,,,34.0,2.0,2.0,0.0,,,,,,,,,,
36,PT08M39.00S,2022-11-22T01:15:42.8Z,1,REGULAR,3pt,Jump Shot,[],1629622,73.80091984231275,81.61764705882352,1610612748,7,12,2022-11-22T01:15:47Z,360000,False,158.0,194.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,Strus,M. Strus,,,,,,,,,,,,,,,,,
37,PT08M37.00S,2022-11-22T01:15:46.0Z,1,REGULAR,rebound,offensive,[],1631107,,,1610612748,7,12,2022-11-22T01:15:46Z,370000,False,,,0,,N. Jovic REBOUND (Off:1 Def:2),[1631107],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Jovic,N. Jovic,,,,36.0,3.0,2.0,1.0,,,,,,,,,,
38,PT08M26.00S,2022-11-22T01:15:56.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],200768,74.72076215505913,60.78431372549019,1610612748,7,12,2022-11-22T01:16:03Z,380000,False,54.0,185.0,1,right,MISS K. Lowry 19' step back Shot,[200768],1610612748.0,MIA,step back,,,,,,Mid-Range,16-24 Center,19.28,Missed,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,
39,PT08M25.00S,2022-11-22T01:15:57.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,7,12,2022-11-22T01:16:03Z,390000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,Mid-Range,16-24 Center,,,,,,,,,38.0,,,,,,,,,,,,,
41,PT08M15.00S,2022-11-22T01:16:14.2Z,1,REGULAR,3pt,Jump Shot,[],1626157,33.85348226018397,58.82352941176471,1610612750,10,12,2022-11-22T01:16:18Z,410000,False,-44.0,266.0,1,left,K. Towns 26' 3PT  (6 PTS) (J. McDaniels 1 AST),"[1626157, 1630183]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,26.93,Made,6.0,Towns,K. Towns,J. McDaniels,1630183.0,1.0,,,,,,,,,,,,,,
43,PT07M57.00S,2022-11-22T01:16:31.1Z,1,REGULAR,turnover,bad pass,[],1631107,,,1610612748,10,12,2022-11-22T01:16:37Z,430000,False,,,0,,N. Jovic bad pass TURNOVER (1 TO),"[1631107, 1630162]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Jovic,N. Jovic,,,,,,,,1.0,Edwards,1630162.0,,,,,,,
44,PT07M57.00S,2022-11-22T01:16:31.1Z,1,REGULAR,steal,,[],1630162,,,1610612750,10,12,2022-11-22T01:16:37Z,440000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,
45,PT07M53.00S,2022-11-22T01:16:36.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626156,31.09395532194481,30.392156862745097,1610612750,10,12,2022-11-22T01:16:54Z,450000,False,98.0,240.0,1,left,MISS D. Russell 25' running 3PT,[1626156],1610612750.0,MIN,running,,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,Russell,D. Russell,,,,,,,,,,,,,,,,,
46,PT07M50.00S,2022-11-22T01:16:39.4Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,10,12,2022-11-22T01:16:39Z,460000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,,Gobert,R. Gobert,,,,45.0,1.0,0.0,1.0,,,,,,,,,,
47,PT07M50.00S,2022-11-22T01:16:44.5Z,1,REGULAR,foul,personal,[],1629622,,,1610612750,10,12,2022-11-22T01:16:54Z,470000,False,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 203497]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Strus,M. Strus,,,,,,,,,,,202007.0,1.0,0.0,Gobert,203497.0,,
50,PT07M35.00S,2022-11-22T01:17:29.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626157,12.565703022339028,4.166666666666666,1610612750,10,12,2022-11-22T01:17:35Z,500000,False,229.0,66.0,1,left,MISS K. Towns step back 3PT,[1626157],1610612750.0,MIN,step back,,,,,,Right Corner 3,24+ Right,23.84,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,
51,PT07M32.00S,2022-11-22T01:17:32.4Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,10,12,2022-11-22T01:17:32Z,510000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,,Strus,M. Strus,,,,50.0,1.0,1.0,0.0,,,,,,,,,,
52,PT07M25.00S,2022-11-22T01:17:40.1Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612748,10,12,2022-11-22T01:17:49Z,520000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Adebayo 2 FT),"[203497, 1628389]",1610612750.0,MIN,shooting,,,,,,Restricted Area,0-8 Center,,,,Gobert,R. Gobert,,,,,,,,,,,200832.0,1.0,0.0,Adebayo,1628389.0,,
54,PT07M25.00S,2022-11-22T01:18:10.8Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,10,13,2022-11-22T01:18:10Z,540000,False,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,7.0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
55,PT07M25.00S,2022-11-22T01:18:29.2Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,10,14,2022-11-22T01:18:29Z,550000,False,,,0,,B. Adebayo Free Throw 2 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,8.0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
56,PT07M11.00S,2022-11-22T01:18:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,14.011169513797633,46.32352941176471,1610612750,12,14,2022-11-22T01:19:16Z,560000,False,18.0,79.0,1,left,K. Towns 8' driving floating Jump Shot (8 PTS) (D. Russell 2 AST),"[1626157, 1626156]",1610612750.0,MIN,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.13,Made,8.0,Towns,K. Towns,D. Russell,1626156.0,2.0,,,,,,,,,,,,,,
57,PT07M01.00S,2022-11-22T01:18:57.0Z,1,REGULAR,3pt,Jump Shot,[],200768,67.62483574244416,47.549019607843135,1610612748,12,14,2022-11-22T01:19:03Z,570000,False,-12.0,252.0,1,right,MISS K. Lowry 25' step back 3PT,[200768],1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Center,25.21,Missed,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,
58,PT06M58.00S,2022-11-22T01:19:00.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,12,14,2022-11-22T01:19:03Z,580000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,,,,Towns,K. Towns,,,,57.0,1.0,1.0,0.0,,,,,,,,,,
59,PT06M49.00S,2022-11-22T01:19:09.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,6.652431011826544,50.49019607843137,1610612750,14,14,2022-11-22T01:19:14Z,590000,False,-2.0,10.0,1,left,A. Edwards driving DUNK (4 PTS) (D. Russell 3 AST),"[1630162, 1626156]",1610612750.0,MIN,driving,,,,,,Restricted Area,0-8 Center,1.03,Made,4.0,Edwards,A. Edwards,D. Russell,1626156.0,3.0,,,,,,,,,,,,,,
62,PT06M35.00S,2022-11-22T01:19:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,93.77463863337714,49.26470588235294,1610612748,14,16,2022-11-22T01:19:28Z,620000,False,-4.0,6.0,1,right,B. Adebayo driving Layup (10 PTS),[1628389],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,0.7,Made,10.0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
63,PT06M26.00S,2022-11-22T01:19:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,7.30946123521682,50.0,1610612750,16,16,2022-11-22T01:19:45Z,630000,False,0.0,16.0,1,left,J. McDaniels driving Layup (4 PTS) (K. Towns 1 AST),"[1630183, 1626157]",1610612750.0,MIN,driving,,,,,,Restricted Area,0-8 Center,1.62,Made,4.0,McDaniels,J. McDaniels,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
65,PT06M26.00S,2022-11-22T01:19:41.0Z,1,REGULAR,foul,personal,['1freethrow'],1631107,,,1610612750,16,16,2022-11-22T01:19:56Z,650000,False,,,0,,N. Jovic shooting personal FOUL (1 PF) (McDaniels 1 FT),"[1631107, 1630183]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,,Jovic,N. Jovic,,,,,,,,,,,200832.0,1.0,0.0,McDaniels,1630183.0,,
67,PT06M26.00S,2022-11-22T01:19:54.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,16,16,2022-11-22T01:23:26Z,670000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M26.00S,2022-11-22T01:22:22.5Z,1,REGULAR,substitution,out,[],203497,,,1610612750,16,16,2022-11-22T01:23:26Z,680000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,,,,,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,
70,PT06M26.00S,2022-11-22T01:22:22.5Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,16,16,2022-11-22T01:23:26Z,690000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,,,,,,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,
71,PT06M26.00S,2022-11-22T01:22:56.5Z,1,REGULAR,freethrow,1 of 1,[],1630183,,,1610612750,17,16,2022-11-22T01:22:56Z,700000,False,,,0,,J. McDaniels Free Throw 1 of 1 (5 PTS),[1630183],1610612750.0,MIN,,,,,,,,,,Made,5.0,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,
72,PT06M01.00S,2022-11-22T01:23:23.0Z,1,REGULAR,2pt,Jump Shot,[],1628389,73.27529566360053,50.245098039215684,1610612748,17,16,2022-11-22T01:23:28Z,710000,False,1.0,199.0,1,right,MISS B. Adebayo 19' Jump Shot,[1628389],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,19.87,Missed,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
73,PT05M58.00S,2022-11-22T01:23:26.2Z,1,REGULAR,rebound,offensive,[],1629622,,,1610612748,17,16,2022-11-22T01:23:26Z,720000,False,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,,,,Strus,M. Strus,,,,72.0,2.0,1.0,1.0,,,,,,,,,,
74,PT05M56.00S,2022-11-22T01:23:26.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629622,93.11760840998686,50.73529411764706,1610612748,17,18,2022-11-22T01:23:31Z,730000,False,4.0,12.0,1,right,M. Strus putback Layup (4 PTS),[1629622],1610612748.0,MIA,putback,,,,,,Restricted Area,0-8 Center,1.27,Made,4.0,Strus,M. Strus,,,,,,,,,,,,,,,,,
75,PT05M38.00S,2022-11-22T01:23:45.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,11.908672798948752,53.431372549019606,1610612750,19,18,2022-11-22T01:24:00Z,740000,False,-17.0,59.0,1,left,K. Towns 6' driving Hook (10 PTS),[1626157],1610612750.0,MIN,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.18,Made,10.0,Towns,K. Towns,,,,,,,,,,,,,,,,,
76,PT05M25.00S,2022-11-22T01:23:58.5Z,1,REGULAR,2pt,Jump Shot,[],1629622,94.30026281208936,27.696078431372552,1610612748,19,18,2022-11-22T01:24:09Z,750000,False,-112.0,1.0,1,right,MISS M. Strus 11' pullup Shot,[1629622],1610612748.0,MIA,pullup,,,,,,Mid-Range,8-16 Left,11.15,Missed,,Strus,M. Strus,,,,,,,,,,,,,,,,,
77,PT05M24.00S,2022-11-22T01:23:59.5Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,19,18,2022-11-22T01:24:09Z,760000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Left,,,,Adebayo,B. Adebayo,,,,76.0,1.0,0.0,1.0,,,,,,,,,,
78,PT05M24.00S,2022-11-22T01:24:04.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628389,94.40999984741211,50.0,1610612748,19,18,2022-11-22T01:24:18Z,770000,False,0.0,0.0,1,right,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
79,PT05M23.00S,2022-11-22T01:24:05.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,19,18,2022-11-22T01:24:18Z,780000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,78.0,2.0,2.0,0.0,,,,,,,,,,
81,PT05M17.00S,2022-11-22T01:24:11.6Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,19,18,2022-11-22T01:24:21Z,800000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,,,,,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,
82,PT05M17.00S,2022-11-22T01:24:11.6Z,1,REGULAR,substitution,out,[],1628997,,,1610612750,19,18,2022-11-22T01:24:21Z,810000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,
83,PT05M17.00S,2022-11-22T01:24:11.6Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,19,18,2022-11-22T01:24:21Z,820000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,,,,,,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,
84,PT05M17.00S,2022-11-22T01:24:11.6Z,1,REGULAR,substitution,in,[],1629312,,,1610612750,19,18,2022-11-22T01:24:21Z,830000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,,,,,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,
85,PT05M12.00S,2022-11-22T01:24:29.3Z,1,REGULAR,3pt,Jump Shot,[],1627752,20.45006570302234,7.598039215686274,1610612750,19,18,2022-11-22T01:25:04Z,840000,False,212.0,140.0,1,left,MISS T. Prince 25' pullup 3PT,[1627752],1610612750.0,MIN,pullup,,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,Prince,T. Prince,,,,,,,,,,,,,,,,,
86,PT05M09.00S,2022-11-22T01:24:31.9Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,19,18,2022-11-22T01:24:31Z,850000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:0),[1630183],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,,McDaniels,J. McDaniels,,,,85.0,2.0,0.0,2.0,,,,,,,,,,
87,PT05M04.00S,2022-11-22T01:24:37.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,30.962549277266753,28.186274509803923,1610612750,19,18,2022-11-22T01:24:43Z,860000,False,109.0,239.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,
