actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
286,PT04M27.00S,2022-10-22T00:58:32.6Z,2,REGULAR,3pt,Jump Shot,[],1626156,75.24638633377135,82.35294117647058,1610612750,60,46,2022-10-22T00:58:38Z,2790000,False,162.0,180.0,1,right,D. Russell 24' 3PT step back (13 PTS),[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,24.22,Made,13.0,,,,,,,,,,,,,,,,,
287,PT04M18.00S,2022-10-22T00:58:41.8Z,2,REGULAR,3pt,Jump Shot,[],1628374,33.85348226018397,48.77450980392157,1610612762,60,46,2022-10-22T00:58:47Z,2800000,False,6.0,266.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
288,PT04M15.00S,2022-10-22T00:58:44.8Z,2,REGULAR,rebound,defensive,[],203085,,,1610612750,60,46,2022-10-22T00:58:47Z,2810000,False,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,287.0,1.0,1.0,0.0,,,,
289,PT04M09.00S,2022-10-22T00:58:51.2Z,2,REGULAR,3pt,Jump Shot,[],1626156,68.9388961892247,33.33333333333333,1610612750,60,46,2022-10-22T00:58:56Z,2820000,False,-83.0,239.0,1,right,MISS D. Russell 25' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
290,PT04M06.00S,2022-10-22T00:58:54.2Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,60,46,2022-10-22T00:58:56Z,2830000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,289.0,4.0,4.0,0.0,,,,
291,PT04M01.00S,2022-10-22T00:58:58.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203482,7.178055190538765,49.50980392156863,1610612762,60,48,2022-10-22T00:59:04Z,2840000,False,2.0,15.0,1,left,K. Olynyk Layup (10 PTS) (L. Markkanen 4 AST),"[203482, 1628374]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1.52,Made,10.0,,,,,,,L. Markkanen,1628374.0,4.0,,,,,,,,
293,PT03M44.00S,2022-10-22T00:59:15.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.59198423127464,48.77450980392157,1610612750,60,48,2022-10-22T00:59:20Z,2860000,False,-6.0,17.0,1,right,MISS A. Edwards driving Layup - blocked,"[1630162, 1631117]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,Kessler,1631117.0
294,PT03M44.00S,2022-10-22T00:59:15.6Z,2,REGULAR,block,,[],1631117,,,1610612750,60,48,2022-10-22T00:59:17Z,2870000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
295,PT03M41.00S,2022-10-22T00:59:18.6Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,60,48,2022-10-22T00:59:20Z,2880000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:5),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,293.0,5.0,5.0,0.0,,,,
296,PT03M40.00S,2022-10-22T00:59:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,6.521024967148489,50.49019607843137,1610612762,60,48,2022-10-22T00:59:26Z,2890000,False,-2.0,9.0,1,left,MISS C. Sexton running Layup,[1629012],1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,0.91,Missed,,,,,,,,,,,,,,,,,,
297,PT03M38.00S,2022-10-22T00:59:22.5Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,60,48,2022-10-22T00:59:22Z,2900000,False,,,0,,W. Kessler REBOUND (Off:1 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,296.0,3.0,2.0,1.0,,,,
298,PT03M28.00S,2022-10-22T00:59:32.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203903,26.49474375821288,82.84313725490196,1610612762,60,48,2022-10-22T00:59:38Z,2910000,False,-164.0,197.0,1,left,MISS J. Clarkson 25' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
299,PT03M26.00S,2022-10-22T00:59:34.9Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,60,48,2022-10-22T00:59:38Z,2920000,False,,,0,,W. Kessler REBOUND (Off:2 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,298.0,4.0,2.0,2.0,,,,
300,PT03M26.00S,2022-10-22T00:59:37.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,6.701708278580814,54.33134191176471,1610612762,60,50,2022-10-22T00:59:44Z,2930000,False,-22.0,10.0,1,left,W. Kessler putback Layup (2 PTS),[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.41,Made,2.0,,,,,,,,,,,,,,,,,
301,PT03M26.00S,2022-10-22T00:59:39.6Z,2,REGULAR,foul,personal,['1freethrow'],1626157,,,1610612762,60,50,2022-10-22T00:59:45Z,2940000,False,,,0,,K. Towns shooting personal FOUL (3 PF) (Kessler 1 FT),"[1626157, 1631117]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,1155.0,3.0,0.0,Kessler,1631117.0,,,,,,,,,,,,
303,PT03M26.00S,2022-10-22T00:59:50.3Z,2,REGULAR,substitution,out,[],1626157,,,1610612762,60,50,2022-10-22T01:00:02Z,2960000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M26.00S,2022-10-22T00:59:50.3Z,2,REGULAR,substitution,in,[],203497,,,1610612762,60,50,2022-10-22T01:00:02Z,2970000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M26.00S,2022-10-22T01:00:05.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1631117,,,1610612762,60,51,2022-10-22T01:00:05Z,2980000,False,,,0,,W. Kessler Free Throw 1 of 1 (3 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
306,PT03M09.00S,2022-10-22T01:00:24.5Z,2,REGULAR,3pt,Jump Shot,[],1630183,75.90341655716163,84.55882352941177,1610612750,60,51,2022-10-22T01:00:32Z,2990000,False,173.0,174.0,1,right,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,24.52,Missed,,,,,,,,,,,,,,,,,,
307,PT03M05.00S,2022-10-22T01:00:28.5Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,60,51,2022-10-22T01:00:32Z,3000000,False,,,0,,R. Gobert REBOUND (Off:2 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,306.0,9.0,7.0,2.0,,,,
308,PT03M03.00S,2022-10-22T01:00:29.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203085,93.11760840998686,53.92156862745098,1610612750,60,51,2022-10-22T01:01:36Z,3010000,False,20.0,12.0,1,right,MISS A. Rivers cutting Layup - blocked,"[203085, 1631117]",1610612750.0,MIN,cutting,,,Rivers,A. Rivers,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,Kessler,1631117.0
309,PT03M03.00S,2022-10-22T01:00:29.7Z,2,REGULAR,block,,[],1631117,,,1610612750,60,51,2022-10-22T01:00:31Z,3020000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
310,PT03M03.00S,2022-10-22T01:00:29.7Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,60,51,2022-10-22T01:00:45Z,3030000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,308.0,3.0,2.0,1.0,,,,
311,PT02M59.00S,2022-10-22T01:00:34.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,92.9862023653088,51.9607843137255,1610612750,60,51,2022-10-22T01:01:50Z,3040000,False,10.0,13.0,1,right,MISS R. Gobert cutting Layup - blocked,"[203497, 1631117]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,Kessler,1631117.0
319,PT02M59.00S,2022-10-22T01:00:34.1Z,2,REGULAR,block,,[],1631117,,,1610612750,60,51,2022-10-22T01:01:50Z,3045000,False,,,0,,W. Kessler BLOCK (3 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
312,PT02M59.00S,2022-10-22T01:00:34.1Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,60,51,2022-10-22T01:01:50Z,3050000,False,,,0,,A. Edwards REBOUND (Off:1 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,311.0,3.0,2.0,1.0,,,,
313,PT02M54.00S,2022-10-22T01:00:39.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,94.30026281208936,50.0,1610612750,62,51,2022-10-22T01:01:59Z,3060000,False,0.0,1.0,1,right,A. Edwards driving Layup (13 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.11,Made,13.0,,,,,,,,,,,,,,,,,
314,PT02M33.00S,2022-10-22T01:00:59.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,8.886333771353483,50.49019607843137,1610612762,62,51,2022-10-22T01:01:07Z,3070000,False,-2.0,31.0,1,left,MISS C. Sexton Layup - blocked,"[1629012, 1630183]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.11,Missed,,,,,,,,,,,,,,,,,McDaniels,1630183.0
315,PT02M33.00S,2022-10-22T01:00:59.3Z,2,REGULAR,block,,[],1630183,,,1610612762,62,51,2022-10-22T01:01:01Z,3080000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
316,PT02M31.00S,2022-10-22T01:01:01.3Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,62,51,2022-10-22T01:01:07Z,3090000,False,,,0,,W. Kessler REBOUND (Off:3 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,314.0,5.0,2.0,3.0,,,,
317,PT02M30.00S,2022-10-22T01:01:03.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,7.835085413929041,52.450980392156865,1610612762,62,51,2022-10-22T01:01:14Z,3100000,False,-12.0,21.0,1,left,MISS W. Kessler putback Layup,[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,,
318,PT02M28.00S,2022-10-22T01:01:05.4Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612762,62,51,2022-10-22T01:01:14Z,3110000,False,,,0,,C. Sexton REBOUND (Off:1 Def:0),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,317.0,1.0,0.0,1.0,,,,
320,PT02M28.00S,2022-10-22T01:01:14.9Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612762,62,51,2022-10-22T01:02:48Z,3120000,False,,,0,,J. McDaniels shooting personal FOUL (3 PF) (Sexton 2 FT),"[1630183, 1629012]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,2714.0,3.0,0.0,Sexton,1629012.0,,,,,,,,,,,,
323,PT02M28.00S,2022-10-22T01:03:04.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629012,,,1610612762,62,52,2022-10-22T01:03:04Z,3150000,False,,,0,,C. Sexton Free Throw 1 of 2 (6 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
324,PT02M28.00S,2022-10-22T01:03:04.8Z,2,REGULAR,substitution,out,[],1630183,,,1610612762,62,52,2022-10-22T01:03:24Z,3160000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M28.00S,2022-10-22T01:03:04.8Z,2,REGULAR,substitution,out,[],1631117,,,1610612762,62,52,2022-10-22T01:03:24Z,3170000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M28.00S,2022-10-22T01:03:04.8Z,2,REGULAR,substitution,in,[],1627752,,,1610612762,62,52,2022-10-22T01:03:24Z,3180000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M28.00S,2022-10-22T01:03:04.8Z,2,REGULAR,substitution,in,[],201144,,,1610612762,62,52,2022-10-22T01:03:24Z,3190000,False,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M28.00S,2022-10-22T01:03:25.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629012,,,1610612762,62,53,2022-10-22T01:03:25Z,3200000,False,,,0,,C. Sexton Free Throw 2 of 2 (7 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
329,PT02M21.00S,2022-10-22T01:03:36.6Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,62,53,2022-10-22T01:23:31Z,3210000,False,,,0,,D. Russell bad pass TURNOVER (2 TO),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,16-24 Left Center,,,,2714.0,,,,,2.0,,,,,,,,,,,
330,PT02M12.00S,2022-10-22T01:03:48.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201144,7.5722733245729295,51.71568627450981,1610612762,62,53,2022-10-22T01:04:06Z,3220000,False,-9.0,19.0,1,left,MISS M. Conley Layup,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,,
331,PT02M10.00S,2022-10-22T01:03:50.3Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,62,53,2022-10-22T01:03:50Z,3230000,False,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,330.0,2.0,2.0,0.0,,,,
332,PT02M03.00S,2022-10-22T01:03:57.4Z,2,REGULAR,3pt,Jump Shot,[],1630162,85.3646517739816,3.6764705882352944,1610612750,62,53,2022-10-22T01:14:01Z,3240000,False,-232.0,85.0,1,right,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,24.67,Missed,,,,,,,,,,,,,,,,,,
333,PT02M00.00S,2022-10-22T01:04:00.4Z,2,REGULAR,rebound,offensive,[],1626156,,,1610612750,62,53,2022-10-22T01:14:01Z,3250000,False,,,0,,D. Russell REBOUND (Off:1 Def:2),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,332.0,3.0,2.0,1.0,,,,
334,PT01M47.00S,2022-10-22T01:04:13.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626156,92.46057818659659,48.77450980392157,1610612750,64,53,2022-10-22T01:04:19Z,3260000,False,-6.0,18.0,1,right,D. Russell driving Layup (15 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,1.94,Made,15.0,,,,,,,,,,,,,,,,,
335,PT01M41.00S,2022-10-22T01:04:18.9Z,2,REGULAR,3pt,Jump Shot,[],203482,29.911300919842315,72.79411764705883,1610612762,64,53,2022-10-22T01:15:04Z,3270000,False,-114.0,229.0,1,left,MISS K. Olynyk 25' pullup 3PT,[203482],1610612762.0,UTA,pullup,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
336,PT01M38.00S,2022-10-22T01:04:21.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,64,53,2022-10-22T01:04:23Z,3280000,False,,,0,,R. Gobert REBOUND (Off:2 Def:8),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,335.0,10.0,8.0,2.0,,,,
337,PT01M28.00S,2022-10-22T01:04:32.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.59198423127464,49.50980392156863,1610612750,64,53,2022-10-22T01:04:37Z,3290000,False,-2.0,17.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
338,PT01M26.00S,2022-10-22T01:04:34.2Z,2,REGULAR,rebound,defensive,[],203482,,,1610612762,64,53,2022-10-22T01:04:37Z,3300000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,337.0,2.0,2.0,0.0,,,,
339,PT01M20.00S,2022-10-22T01:04:40.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203482,7.178055190538765,50.49019607843137,1610612762,64,55,2022-10-22T01:04:52Z,3310000,False,-2.0,15.0,1,left,K. Olynyk cutting DUNK (12 PTS) (C. Sexton 3 AST),"[203482, 1629012]",1610612762.0,UTA,cutting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1.52,Made,12.0,,,,,,,C. Sexton,1629012.0,3.0,,,,,,,,
341,PT00M52.30S,2022-10-22T01:05:09.2Z,2,REGULAR,2pt,Jump Shot,[],1626156,78.13731931668858,47.05882352941176,1610612750,64,55,2022-10-22T01:05:14Z,3330000,False,-15.0,153.0,1,right,MISS D. Russell 15' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Mid-Range,8-16 Center,15.37,Missed,,,,,,,,,,,,,,,,,,
342,PT00M49.60S,2022-10-22T01:05:11.9Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,64,55,2022-10-22T01:05:14Z,3340000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,341.0,2.0,2.0,0.0,,,,
343,PT00M39.70S,2022-10-22T01:05:23.1Z,2,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,64,55,2022-10-22T01:05:28Z,3350000,False,,,0,,J. Clarkson bad pass out-of-bounds TURNOVER (2 TO),[203903],1610612762.0,UTA,bad pass,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,2714.0,,,,,2.0,,,,,,,,,,,
344,PT00M24.00S,2022-10-22T01:05:55.7Z,2,REGULAR,foul,offensive,[],203497,,,1610612750,64,55,2022-10-22T01:06:03Z,3360000,False,,,0,,R. Gobert offensive FOUL (2 PF),"[203497, 201144]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,1629183.0,2.0,0.0,Conley,201144.0,,,,,,,,,,,,
346,PT00M24.00S,2022-10-22T01:05:55.7Z,2,REGULAR,turnover,offensive foul,[],203497,,,1610612750,64,55,2022-10-22T01:05:55Z,3380000,False,,,0,,R. Gobert offensive foul TURNOVER (3 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,1629183.0,,,,,3.0,,,,,,,,,,,
347,PT00M00.30S,2022-10-22T01:06:40.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201144,15.850854139290407,96.32352941176471,1610612762,64,55,2022-10-22T01:16:40Z,3390000,False,-232.0,96.0,1,left,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,25.09,Missed,,,,,,,,,,,,,,,,,,
348,PT00M00.10S,2022-10-22T01:06:40.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,64,55,2022-10-22T01:06:54Z,3400000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,347.0,,,,,,,
349,PT00M00.00S,2022-10-22T01:06:45.7Z,2,REGULAR,period,end,[],0,,,1610612762,64,55,2022-10-22T01:06:45Z,3410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-10-22T01:21:06.4Z,3,REGULAR,substitution,out,['startperiod'],203085,,,1610612762,64,55,2022-10-22T01:21:43Z,3420000,False,,,0,,SUB out: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-10-22T01:21:06.4Z,3,REGULAR,substitution,out,['startperiod'],1627752,,,1610612762,64,55,2022-10-22T01:21:43Z,3430000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-10-22T01:21:06.4Z,3,REGULAR,substitution,out,['startperiod'],1629012,,,1610612762,64,55,2022-10-22T01:21:43Z,3440000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-10-22T01:21:06.4Z,3,REGULAR,substitution,in,['startperiod'],1626157,,,1610612762,64,55,2022-10-22T01:21:43Z,3450000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-10-22T01:21:06.4Z,3,REGULAR,substitution,in,['startperiod'],1630183,,,1610612762,64,55,2022-10-22T01:21:43Z,3460000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-10-22T01:21:06.4Z,3,REGULAR,substitution,in,['startperiod'],1629020,,,1610612762,64,55,2022-10-22T01:21:43Z,3470000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-10-22T01:21:52.9Z,3,REGULAR,period,start,[],0,,,1610612762,64,55,2022-10-22T01:21:52Z,3480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT11M42.00S,2022-10-22T01:22:20.6Z,3,REGULAR,3pt,Jump Shot,[],203482,72.61826544021025,78.18627450980392,1610612762,64,58,2022-10-22T01:22:27Z,3500000,False,141.0,205.0,1,right,K. Olynyk 24' 3PT step back (15 PTS) (M. Conley 4 AST),"[203482, 201144]",1610612762.0,UTA,step back,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,24.87,Made,15.0,,,,,,,M. Conley,201144.0,4.0,,,,,,,,
360,PT11M22.00S,2022-10-22T01:22:40.1Z,3,REGULAR,turnover,bad pass,[],1630162,,,1610612750,64,58,2022-10-22T01:22:44Z,3520000,False,,,0,,A. Edwards bad pass TURNOVER (3 TO),"[1630162, 1629020]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,3.0,,,,,,,,Vanderbilt,1629020.0,,
361,PT11M22.00S,2022-10-22T01:22:40.1Z,3,REGULAR,steal,,[],1629020,,,1610612762,64,58,2022-10-22T01:22:42Z,3530000,False,,,0,,J. Vanderbilt STEAL (2 STL),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
362,PT11M16.00S,2022-10-22T01:22:46.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203903,73.27529566360053,82.84313725490196,1610612762,64,61,2022-10-22T01:22:58Z,3540000,False,164.0,199.0,1,right,J. Clarkson 25' 3PT  (9 PTS) (M. Conley 5 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,25.78,Made,9.0,,,,,,,M. Conley,201144.0,5.0,,,,,,,,
364,PT10M56.00S,2022-10-22T01:23:05.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.178055190538765,49.50980392156863,1610612750,66,61,2022-10-22T01:23:11Z,3560000,False,2.0,15.0,1,left,A. Edwards driving Layup (15 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.52,Made,15.0,,,,,,,,,,,,,,,,,
