actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT10M30.00S,2022-11-05T02:17:12.4Z,1,REGULAR,2pt,Jump Shot,[],203507,24.129434954007884,48.529411764705884,1610612749,3,5,2022-11-05T02:17:16Z,160000,7.0,174.0,1,left,MISS G. Antetokounmpo 17' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,17.45,Missed,,,,,,,,,,,,,,,,,,
17,PT10M27.00S,2022-11-05T02:17:15.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,3,5,2022-11-05T02:17:16Z,170000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,
18,PT10M20.00S,2022-11-05T02:17:22.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,68.01905387647832,57.59803921568627,1610612750,3,5,2022-11-05T02:17:28Z,180000,38.0,248.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,
19,PT10M16.00S,2022-11-05T02:17:26.3Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,3,5,2022-11-05T02:17:28Z,190000,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,
20,PT10M11.00S,2022-11-05T02:17:34.1Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,3,5,2022-11-05T02:21:06Z,200000,,,0,,G. Antetokounmpo bad pass out-of-bounds TURNOVER (1 TO),[203507],1610612749.0,MIL,bad pass,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,1.0,,,,,,
21,PT10M00.00S,2022-11-05T02:17:50.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,95.0886990801577,44.6078431372549,1610612750,5,5,2022-11-05T02:17:55Z,210000,-27.0,-6.0,1,right,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,,,2.0,,,,,,,,,,,
22,PT09M49.00S,2022-11-05T02:18:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,13.485545335085414,40.68627450980392,1610612749,5,7,2022-11-05T02:18:06Z,220000,47.0,74.0,1,left,J. Holiday 8' floating Jump Shot (2 PTS),[201950],1610612749.0,MIL,floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,8.77,Made,,,,,,,2.0,,,,,,,,,,,
23,PT09M39.00S,2022-11-05T02:18:14.2Z,1,REGULAR,foul,personal,[],1628975,,,1610612750,5,7,2022-11-05T02:18:25Z,230000,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 1626156]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2004.0,,1.0,0.0,Russell,1626156.0,,
25,PT09M33.00S,2022-11-05T02:18:34.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,88.91261498028909,53.67647058823529,1610612750,5,7,2022-11-05T02:18:48Z,250000,18.0,52.0,1,right,MISS R. Gobert Jump Shot,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,5.49,Missed,,,,,,,,,,,,,,,,,,
26,PT09M30.00S,2022-11-05T02:18:36.8Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,5,7,2022-11-05T02:18:36Z,260000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,
28,PT09M19.00S,2022-11-05T02:18:50.6Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612749,5,7,2022-11-05T02:18:56Z,270000,,,0,,R. Gobert shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[203497, 203507]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2004.0,,1.0,0.0,Antetokounmpo,203507.0,,
30,PT09M19.00S,2022-11-05T02:19:30.1Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,5,8,2022-11-05T02:19:30Z,290000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
31,PT09M19.00S,2022-11-05T02:19:54.7Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,5,9,2022-11-05T02:19:54Z,300000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
32,PT09M10.00S,2022-11-05T02:20:05.2Z,1,REGULAR,2pt,Jump Shot,[],1626157,73.06176084099869,28.209252450980394,1610612750,5,9,2022-11-05T02:26:37Z,310000,-109.0,201.0,1,right,MISS K. Towns 22' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,22.84,Missed,,,,,,,,,,,,,,,,,,
33,PT09M07.00S,2022-11-05T02:20:08.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,5,9,2022-11-05T02:20:14Z,320000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,
34,PT08M59.00S,2022-11-05T02:20:15.4Z,1,REGULAR,3pt,Jump Shot,[],201950,30.56833114323259,73.0392156862745,1610612749,5,9,2022-11-05T02:20:27Z,330000,-115.0,235.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
35,PT08M56.00S,2022-11-05T02:20:18.4Z,1,REGULAR,rebound,offensive,[],1628960,,,1610612749,5,9,2022-11-05T02:20:27Z,340000,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,
36,PT08M53.00S,2022-11-05T02:20:22.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,24.78646517739816,13.725490196078432,1610612749,5,12,2022-11-05T02:20:26Z,350000,181.0,180.0,1,left,G. Allen 25' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,25.59,Made,,,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,
38,PT08M33.00S,2022-11-05T02:20:42.3Z,1,REGULAR,2pt,Jump Shot,[],1626156,76.42904073587385,51.470588235294116,1610612750,7,12,2022-11-05T02:20:46Z,370000,7.0,169.0,1,right,D. Russell 16' pullup Jump Shot (5 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,16.93,Made,,,,,,,5.0,,,,,,,,,,,
39,PT08M21.00S,2022-11-05T02:20:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,9.674770039421814,56.61764705882353,1610612749,7,14,2022-11-05T02:20:58Z,380000,-33.0,38.0,1,left,J. Holiday driving finger roll Layup (4 PTS) (G. Antetokounmpo 2 AST),"[201950, 203507]",1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,,,,,,,4.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,
40,PT08M01.00S,2022-11-05T02:21:13.6Z,1,REGULAR,2pt,Jump Shot,[],1630183,92.19776609724047,26.715686274509803,1610612750,9,14,2022-11-05T02:21:17Z,390000,-116.0,21.0,1,right,J. McDaniels 11' pullup Jump Shot (2 PTS) (K. Towns 1 AST),"[1630183, 1626157]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,11.82,Made,,,,,,,2.0,K. Towns,1626157.0,1.0,,,,,,,,
42,PT07M36.00S,2022-11-05T02:21:39.4Z,1,REGULAR,turnover,bad pass,[],1628960,,,1610612749,9,14,2022-11-05T02:21:43Z,410000,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 203497]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,,,,,Gobert,203497.0
43,PT07M36.00S,2022-11-05T02:21:39.4Z,1,REGULAR,steal,,[],203497,,,1610612750,9,14,2022-11-05T02:21:41Z,420000,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
44,PT07M31.00S,2022-11-05T02:21:46.2Z,1,REGULAR,turnover,traveling,[],1630162,,,1610612750,9,14,2022-11-05T02:21:50Z,430000,,,0,,A. Edwards traveling TURNOVER (1 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,202007.0,1.0,,,,,,
45,PT07M31.00S,2022-11-05T02:21:55.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,9,14,2022-11-05T02:21:55Z,440000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M31.00S,2022-11-05T02:24:04.0Z,1,REGULAR,substitution,out,[],201572,,,1610612749,9,14,2022-11-05T02:25:17Z,450000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M31.00S,2022-11-05T02:24:04.0Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,9,14,2022-11-05T02:25:17Z,460000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M11.00S,2022-11-05T02:25:54.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,31.35676741130092,67.40196078431373,1610612749,9,17,2022-11-05T02:31:10Z,470000,-87.0,242.0,1,left,J. Holiday 25' 3PT  (7 PTS) (B. Portis 1 AST),"[201950, 1626171]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.74,Made,,,,,,,7.0,B. Portis,1626171.0,1.0,,,,,,,,
49,PT06M46.00S,2022-11-05T02:26:19.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,87.99277266754271,45.34313725490196,1610612750,11,17,2022-11-05T02:26:23Z,480000,-23.0,60.0,1,right,K. Towns 6' Hook (2 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.47,Made,,,,,,,2.0,A. Edwards,1630162.0,1.0,,,,,,,,
50,PT06M28.00S,2022-11-05T02:26:37.5Z,1,REGULAR,3pt,Jump Shot,[],203507,16.507884362680684,94.85294117647058,1610612749,11,20,2022-11-05T02:26:42Z,490000,-224.0,103.0,1,left,G. Antetokounmpo 24' 3PT  (7 PTS) (J. Holiday 1 AST),"[203507, 201950]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,24.67,Made,,,,,,,7.0,J. Holiday,201950.0,1.0,,,,,,,,
52,PT06M10.00S,2022-11-05T02:26:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,87.99277266754271,49.26470588235294,1610612750,11,20,2022-11-05T02:27:01Z,510000,-4.0,60.0,1,right,MISS D. Russell 6' turnaround Shot,[1626156],1610612750.0,MIN,turnaround,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,6.05,Missed,,,,,,,,,,,,,,,,,,
53,PT06M07.00S,2022-11-05T02:26:58.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,11,20,2022-11-05T02:26:58Z,520000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,52.0,3.0,3.0,0.0,,,,,,,,,,,,
54,PT06M01.00S,2022-11-05T02:27:04.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,13.485545335085414,53.431372549019606,1610612749,11,20,2022-11-05T02:27:11Z,530000,-17.0,74.0,1,left,MISS G. Antetokounmpo 7' driving floating Shot,[203507],1610612749.0,MIL,driving floating,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,7.63,Missed,,,,,,,,,,,,,,,,,,
55,PT05M57.00S,2022-11-05T02:27:08.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,11,20,2022-11-05T02:27:11Z,540000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,
56,PT05M56.00S,2022-11-05T02:27:09.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,92.9862023653088,50.0,1610612750,13,20,2022-11-05T02:34:31Z,550000,0.0,13.0,1,right,A. Edwards running alley-oop Layup (4 PTS) (D. Russell 1 AST),"[1630162, 1626156]",1610612750.0,MIN,running alley-oop,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,4.0,D. Russell,1626156.0,1.0,,,,,,,,
58,PT05M42.00S,2022-11-05T02:27:23.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,14.273981603153747,46.81372549019608,1610612749,13,22,2022-11-05T02:27:29Z,570000,16.0,82.0,1,left,J. Holiday 8' driving floating Jump Shot (9 PTS),[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,8.32,Made,,,,,,,9.0,,,,,,,,,,,
59,PT05M22.00S,2022-11-05T02:27:44.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,90.88370565045992,55.14705882352941,1610612750,13,22,2022-11-05T02:27:49Z,580000,26.0,33.0,1,right,MISS R. Gobert alley-oop DUNK,[203497],1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,,
60,PT05M20.00S,2022-11-05T02:27:46.0Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612749,13,22,2022-11-05T02:27:49Z,590000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,
61,PT05M13.00S,2022-11-05T02:27:52.8Z,1,REGULAR,3pt,Jump Shot,[],1628975,30.831143232588698,33.088235294117645,1610612749,13,25,2022-11-05T02:27:57Z,600000,85.0,237.0,1,left,J. Carter 25' 3PT  (6 PTS) (G. Allen 2 AST),"[1628975, 1628960]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,25.19,Made,,,,,,,6.0,G. Allen,1628960.0,2.0,,,,,,,,
63,PT04M58.00S,2022-11-05T02:28:10.5Z,1,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,13,25,2022-11-05T02:28:19Z,620000,,,0,,J. McDaniels bad pass out-of-bounds TURNOVER (1 TO),[1630183],1610612750.0,MIN,bad pass,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202007.0,1.0,,,,,,
64,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,out,[],1626156,,,1610612749,13,25,2022-11-05T02:28:39Z,630000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,out,[],1630183,,,1610612749,13,25,2022-11-05T02:28:39Z,640000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,out,[],203497,,,1610612749,13,25,2022-11-05T02:28:39Z,650000,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,out,[],1628975,,,1610612749,13,25,2022-11-05T02:28:39Z,660000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,13,25,2022-11-05T02:28:39Z,670000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,out,[],203507,,,1610612749,13,25,2022-11-05T02:28:39Z,680000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,in,[],203937,,,1610612749,13,25,2022-11-05T02:28:39Z,690000,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,in,[],1629162,,,1610612749,13,25,2022-11-05T02:28:39Z,700000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,in,[],1627752,,,1610612749,13,25,2022-11-05T02:28:39Z,710000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,in,[],201588,,,1610612749,13,25,2022-11-05T02:28:39Z,720000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,in,[],201572,,,1610612749,13,25,2022-11-05T02:28:39Z,730000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M58.00S,2022-11-05T02:28:20.3Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,13,25,2022-11-05T02:28:39Z,740000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M40.00S,2022-11-05T02:29:01.5Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612749,13,25,2022-11-05T02:29:07Z,750000,,,0,,K. Towns shooting personal FOUL (1 PF) (Lopez 2 FT),"[1626157, 201572]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202007.0,,1.0,0.0,Lopez,201572.0,,
79,PT04M40.00S,2022-11-05T02:29:27.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201572,,,1610612749,13,26,2022-11-05T02:29:50Z,770000,,,0,,B. Lopez Free Throw 1 of 2 (1 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
80,PT04M40.00S,2022-11-05T02:29:27.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201572,,,1610612749,13,26,2022-11-05T02:29:50Z,780000,,,0,,MISS B. Lopez Free Throw 2 of 2,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
81,PT04M38.00S,2022-11-05T02:29:29.1Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,13,26,2022-11-05T02:29:50Z,790000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
82,PT04M24.00S,2022-11-05T02:30:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.19776609724047,49.50980392156863,1610612750,15,26,2022-11-05T02:30:05Z,800000,-2.0,21.0,1,right,A. Edwards driving finger roll Layup (6 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,6.0,,,,,,,,,,,
