actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M49.00S,2022-10-25T00:11:44.0Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,3,0,2022-10-25T00:11:49Z,160000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M43.00S,2022-10-25T00:11:49.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631110,94.30026281208936,50.98039215686274,1610612759,3,2,2022-10-25T00:12:00Z,170000,5.0,1.0,1,right,J. Sochan reverse Layup (2 PTS) (T. Jones 1 AST),"[1631110, 1630200]",1610612759.0,SAS,reverse,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.5,Made,2.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
19,PT10M26.00S,2022-10-25T00:12:06.6Z,1,REGULAR,3pt,Jump Shot,[],1626157,6.258212877792378,95.58823529411765,1610612750,3,2,2022-10-25T00:12:14Z,190000,-228.0,6.0,1,left,MISS K. Towns 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
20,PT10M22.00S,2022-10-25T00:12:10.6Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,3,2,2022-10-25T00:12:14Z,200000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,
21,PT10M18.00S,2022-10-25T00:12:15.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631110,93.77463863337714,50.245098039215684,1610612759,3,4,2022-10-25T00:12:20Z,210000,1.0,6.0,1,right,J. Sochan Layup (4 PTS) (K. Johnson 1 AST),"[1631110, 1629640]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.61,Made,4.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
23,PT09M53.00S,2022-10-25T00:12:39.7Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,3,4,2022-10-25T00:12:43Z,230000,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1627751]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Poeltl,1627751.0,,,,,,,
24,PT09M53.00S,2022-10-25T00:12:39.7Z,1,REGULAR,steal,,[],1627751,,,1610612759,3,4,2022-10-25T00:12:41Z,240000,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M48.00S,2022-10-25T00:12:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629640,93.9060446780552,51.71568627450981,1610612759,3,4,2022-10-25T00:12:49Z,250000,9.0,5.0,1,right,MISS K. Johnson running Layup,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,,
26,PT09M47.00S,2022-10-25T00:12:45.2Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,3,4,2022-10-25T00:12:49Z,260000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,
28,PT09M37.00S,2022-10-25T00:13:16.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,28.86005256241787,76.7156862745098,1610612750,3,4,2022-10-25T00:13:20Z,280000,-134.0,219.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
29,PT09M35.00S,2022-10-25T00:13:18.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,3,4,2022-10-25T00:13:20Z,290000,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,
30,PT09M28.00S,2022-10-25T00:13:25.5Z,1,REGULAR,2pt,Jump Shot,[],1630170,78.53153745072274,58.57843137254902,1610612759,3,6,2022-10-25T00:13:33Z,300000,43.0,149.0,1,right,D. Vassell 15' pullup Jump Shot (2 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,15.53,Made,2.0,,,,,,,,,,,,,,,,,
31,PT09M15.00S,2022-10-25T00:13:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.046649145860711,51.71568627450981,1610612750,3,6,2022-10-25T00:13:42Z,310000,-9.0,14.0,1,left,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,,
32,PT09M13.00S,2022-10-25T00:13:40.4Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,3,6,2022-10-25T00:13:42Z,320000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,31.0,3.0,3.0,0.0,,,,,,,,,,
33,PT09M09.00S,2022-10-25T00:13:44.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631110,93.9060446780552,49.01960784313725,1610612759,3,8,2022-10-25T00:13:50Z,330000,-5.0,5.0,1,right,J. Sochan alley-oop DUNK (6 PTS) (T. Jones 2 AST),"[1631110, 1630200]",1610612759.0,SAS,alley-oop,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.69,Made,6.0,T. Jones,1630200.0,2.0,,,,,,,,,,,,,,
35,PT08M53.00S,2022-10-25T00:14:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.229303547963205,53.67647058823529,1610612750,3,8,2022-10-25T00:14:08Z,350000,-18.0,25.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
36,PT08M51.00S,2022-10-25T00:14:02.2Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,3,8,2022-10-25T00:14:08Z,360000,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,35.0,3.0,3.0,0.0,,,,,,,,,,
37,PT08M44.00S,2022-10-25T00:14:10.0Z,1,REGULAR,3pt,Jump Shot,[],1629640,95.22010512483574,3.9215686274509802,1610612759,3,8,2022-10-25T00:14:14Z,370000,-230.0,-8.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
38,PT08M41.00S,2022-10-25T00:14:13.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,3,8,2022-10-25T00:14:14Z,380000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,
39,PT08M35.00S,2022-10-25T00:14:18.7Z,1,REGULAR,3pt,Jump Shot,[],1626157,32.670827858081466,59.31372549019608,1610612750,3,8,2022-10-25T00:14:24Z,390000,-47.0,255.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.88,Missed,,,,,,,,,,,,,,,,,,
40,PT08M31.00S,2022-10-25T00:14:22.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,3,8,2022-10-25T00:14:24Z,400000,,,0,,D. Vassell REBOUND (Off:0 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,,39.0,4.0,4.0,0.0,,,,,,,,,,
41,PT08M21.00S,2022-10-25T00:14:32.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,93.64323258869908,48.77450980392157,1610612759,3,10,2022-10-25T00:14:39Z,410000,-6.0,7.0,1,right,J. Poeltl Hook (2 PTS) (D. Vassell 1 AST),"[1627751, 1630170]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.95,Made,2.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
43,PT08M02.00S,2022-10-25T00:14:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,11.383048620236531,58.08823529411765,1610612750,5,10,2022-10-25T00:15:06Z,430000,-40.0,55.0,1,left,K. Towns 6' driving floating Jump Shot (2 PTS) (D. Russell 1 AST),"[1626157, 1626156]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,2.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
45,PT08M02.00S,2022-10-25T00:14:57.5Z,1,REGULAR,foul,personal,['1freethrow'],1630200,,,1610612750,5,10,2022-10-25T00:15:09Z,450000,,,0,,T. Jones shooting personal FOUL (1 PF) (Towns 1 FT),"[1630200, 1626157]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628168.0,1.0,0.0,Towns,1626157.0,,
47,PT08M02.00S,2022-10-25T00:15:23.4Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,6,10,2022-10-25T00:15:23Z,470000,,,0,,K. Towns Free Throw 1 of 1 (3 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
48,PT07M50.00S,2022-10-25T00:15:37.3Z,1,REGULAR,2pt,Jump Shot,[],1630170,78.26872536136662,54.41176470588235,1610612759,6,12,2022-10-25T00:18:53Z,480000,22.0,152.0,1,right,D. Vassell 15' pullup Jump Shot (4 PTS) (J. Poeltl 1 AST),"[1630170, 1627751]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,15.34,Made,4.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,
50,PT07M36.00S,2022-10-25T00:15:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,19.530223390275953,60.29411764705882,1610612750,6,12,2022-10-25T00:15:55Z,500000,-51.0,131.0,1,left,MISS D. Russell 14' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,14.09,Missed,,,,,,,,,,,,,,,,,,
51,PT07M33.00S,2022-10-25T00:15:53.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,6,12,2022-10-25T00:15:55Z,510000,,,0,,D. Vassell REBOUND (Off:0 Def:5),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,50.0,5.0,5.0,0.0,,,,,,,,,,
52,PT07M25.00S,2022-10-25T00:16:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,93.77463863337714,50.73529411764706,1610612759,6,12,2022-10-25T00:16:08Z,520000,4.0,6.0,1,right,MISS D. Vassell driving Layup,[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,0.7,Missed,,,,,,,,,,,,,,,,,,
53,PT07M22.00S,2022-10-25T00:16:05.3Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,6,12,2022-10-25T00:16:08Z,530000,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,52.0,4.0,3.0,1.0,,,,,,,,,,
54,PT07M22.00S,2022-10-25T00:16:05.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612759,6,14,2022-10-25T00:16:05Z,540000,0.0,0.0,1,right,J. Poeltl tip Layup (4 PTS),[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
55,PT07M16.00S,2022-10-25T00:16:17.8Z,1,REGULAR,foul,personal,[],1631110,,,1610612750,6,14,2022-10-25T00:16:27Z,550000,,,0,,J. Sochan personal FOUL (1 PF),"[1631110, 1626157]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,202041.0,1.0,0.0,Towns,1626157.0,,
57,PT07M06.00S,2022-10-25T00:16:42.9Z,1,REGULAR,2pt,Hook,[],1626157,8.360709592641262,31.862745098039213,1610612750,6,14,2022-10-25T00:16:50Z,570000,91.0,26.0,1,left,MISS K. Towns 9' turnaround Hook,[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,9.44,Missed,,,,,,,,,,,,,,,,,,
58,PT07M03.00S,2022-10-25T00:16:46.1Z,1,REGULAR,rebound,offensive,[],1626156,,,1610612750,6,14,2022-10-25T00:16:46Z,580000,,,0,,D. Russell REBOUND (Off:1 Def:0),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,,,,,,,57.0,1.0,0.0,1.0,,,,,,,,,,
59,PT07M03.00S,2022-10-25T00:16:46.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626156,13.091327201051248,60.049019607843135,1610612750,8,14,2022-10-25T00:16:53Z,590000,-50.0,71.0,1,left,D. Russell 8' bank Jump Shot (5 PTS),[1626156],1610612750.0,MIN,bank,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Left,8.66,Made,5.0,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2022-10-25T00:17:03.2Z,1,REGULAR,3pt,Jump Shot,[],1631110,69.46452036793693,33.088235294117645,1610612759,8,14,2022-10-25T00:17:08Z,600000,-85.0,235.0,1,right,MISS J. Sochan 24' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,,,,,,,,,,,,
61,PT06M42.00S,2022-10-25T00:17:06.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,8,14,2022-10-25T00:17:08Z,610000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,
62,PT06M37.00S,2022-10-25T00:17:11.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630183,9.017739816031538,69.85294117647058,1610612750,8,14,2022-10-25T00:17:21Z,620000,-99.0,32.0,1,left,MISS J. McDaniels 10' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,10.44,Missed,,,,,,,,,,,,,,,,,,
63,PT06M36.00S,2022-10-25T00:17:13.2Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,8,14,2022-10-25T00:17:13Z,630000,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,,
64,PT06M34.00S,2022-10-25T00:17:14.8Z,1,REGULAR,2pt,Hook,['2ndchance'],1626157,9.280551905387648,67.64705882352942,1610612750,10,14,2022-10-25T00:17:24Z,640000,-88.0,35.0,1,left,K. Towns 9' turnaround Hook (5 PTS),[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,9.48,Made,5.0,,,,,,,,,,,,,,,,,
65,PT06M28.00S,2022-10-25T00:17:23.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,10,14,2022-10-25T00:17:23Z,650000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M18.00S,2022-10-25T00:20:32.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631110,89.17542706964521,58.08823529411765,1610612759,10,16,2022-10-25T00:20:39Z,660000,40.0,49.0,1,right,J. Sochan 6' driving Hook (8 PTS) (D. Vassell 2 AST),"[1631110, 1630170]",1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,6.37,Made,8.0,D. Vassell,1630170.0,2.0,,,,,,,,,,,,,,
67,PT06M06.00S,2022-10-25T00:20:44.9Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612750,10,16,2022-10-25T00:20:53Z,670000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1629640]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Johnson,1629640.0,,,,,,,
68,PT06M06.00S,2022-10-25T00:20:44.9Z,1,REGULAR,steal,,[],1629640,,,1610612759,10,16,2022-10-25T00:20:49Z,680000,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
69,PT06M06.00S,2022-10-25T00:20:51.7Z,1,REGULAR,foul,personal,[],1626156,,,1610612759,10,16,2022-10-25T00:20:59Z,690000,,,0,,D. Russell personal FOUL (1 PF),"[1626156, 1629640]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1179.0,1.0,0.0,Johnson,1629640.0,,
71,PT06M06.00S,2022-10-25T00:20:56.2Z,1,REGULAR,substitution,out,[],1631110,,,1610612759,10,16,2022-10-25T00:21:03Z,710000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M06.00S,2022-10-25T00:20:56.2Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,10,16,2022-10-25T00:21:03Z,720000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M06.00S,2022-10-25T00:20:56.2Z,1,REGULAR,substitution,in,[],1630563,,,1610612759,10,16,2022-10-25T00:21:03Z,730000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M06.00S,2022-10-25T00:20:56.2Z,1,REGULAR,substitution,in,[],1629676,,,1610612759,10,16,2022-10-25T00:21:03Z,740000,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M59.00S,2022-10-25T00:21:25.3Z,1,REGULAR,foul,personal,[],1626156,,,1610612759,10,16,2022-10-25T00:21:36Z,750000,,,0,,D. Russell personal FOUL (2 PF),"[1626156, 1630200]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1179.0,2.0,0.0,Jones,1630200.0,,
77,PT05M52.00S,2022-10-25T00:21:50.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,90.3580814717477,54.41176470588235,1610612759,10,16,2022-10-25T00:21:55Z,770000,22.0,38.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,4.4,Missed,,,,,,,,,,,,,,,,,,
78,PT05M49.00S,2022-10-25T00:21:53.0Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,10,16,2022-10-25T00:21:55Z,780000,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,77.0,5.0,3.0,2.0,,,,,,,,,,
79,PT05M48.00S,2022-10-25T00:21:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627751,92.9862023653088,51.470588235294116,1610612759,10,18,2022-10-25T00:21:58Z,790000,7.0,13.0,1,right,J. Poeltl putback Layup (6 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.53,Made,6.0,,,,,,,,,,,,,,,,,
80,PT05M24.00S,2022-10-25T00:22:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,15.193823915900131,59.55882352941176,1610612750,12,18,2022-10-25T00:28:10Z,800000,-48.0,90.0,1,left,R. Gobert 10' floating Jump Shot (2 PTS) (K. Towns 1 AST),"[203497, 1626157]",1610612750.0,MIN,floating,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,10.22,Made,2.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
82,PT05M18.00S,2022-10-25T00:22:25.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,93.24901445466492,49.754901960784316,1610612759,12,20,2022-10-25T00:22:42Z,820000,-1.0,11.0,1,right,K. Johnson driving Layup (2 PTS) (J. Primo 1 AST),"[1629640, 1630563]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.11,Made,2.0,J. Primo,1630563.0,1.0,,,,,,,,,,,,,,
