actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
20,PT10M10.00S,2023-01-28T00:43:49.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,6,5,2023-01-28T00:43:52Z,200000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,19.0,,,,,,1.0,1.0,0.0,,,,,,,,,
21,PT10M02.00S,2023-01-28T00:43:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,8.360709592641262,44.85294117647059,1610612763,6,7,2023-01-28T00:44:03Z,210000,False,26.0,26.0,1,left,J. Morant driving bank Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving bank,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,3.66,Made,,2.0,,,,,,,,,,,,,,,,
22,PT09M47.00S,2023-01-28T00:44:11.4Z,1,REGULAR,3pt,Jump Shot,[],1626156,67.88764783180025,57.59803921568627,1610612750,9,7,2023-01-28T00:44:16Z,220000,False,38.0,249.0,1,right,D. Russell 25' 3PT  (3 PTS) (K. Anderson 1 AST),"[1626156, 203937]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.23,Made,,3.0,K. Anderson,203937.0,1.0,,,,,,,,,,,,,
24,PT09M31.00S,2023-01-28T00:44:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,19.92444152431012,34.80392156862745,1610612763,9,7,2023-01-28T00:44:31Z,240000,False,76.0,135.0,1,left,MISS B. Clarke 15' Jump Shot,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,15.47,Missed,,,,,,,,,,,,,,,,,,
25,PT09M29.00S,2023-01-28T00:44:29.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,9,7,2023-01-28T00:44:31Z,250000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,24.0,,,,,,1.0,1.0,0.0,,,,,,,,,
26,PT09M21.00S,2023-01-28T00:44:37.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,93.51182654402102,50.49019607843137,1610612750,11,7,2023-01-28T00:44:42Z,260000,False,2.0,8.0,1,right,A. Edwards driving DUNK (2 PTS) (D. Russell 2 AST),"[1630162, 1626156]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.89,Made,,2.0,D. Russell,1626156.0,2.0,,,,,,,,,,,,,
28,PT09M06.00S,2023-01-28T00:44:52.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,17.821944809461236,40.44117647058824,1610612763,11,7,2023-01-28T00:45:04Z,280000,False,48.0,115.0,1,left,MISS J. Morant 12' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,12.45,Missed,,,,,,,,,,,,,,,,,,
29,PT09M04.00S,2023-01-28T00:44:54.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,11,7,2023-01-28T00:45:04Z,290000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,28.0,,,,,,2.0,2.0,0.0,,,,,,,,,
30,PT08M56.00S,2023-01-28T00:45:03.1Z,1,REGULAR,3pt,Jump Shot,[],1630183,94.43166885676742,3.431372549019608,1610612750,11,7,2023-01-28T00:45:09Z,300000,False,-233.0,0.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
31,PT08M53.00S,2023-01-28T00:45:06.1Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,11,7,2023-01-28T00:45:09Z,310000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,,,30.0,,,,,,1.0,1.0,0.0,,,,,,,,,
32,PT08M48.00S,2023-01-28T00:45:13.7Z,1,REGULAR,turnover,out-of-bounds,[],1630533,,,1610612763,11,7,2023-01-28T00:45:19Z,320000,False,,,0,,Z. Williams lost ball out-of-bounds TURNOVER (1 TO),[1630533],1610612763.0,MEM,lost ball,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1626300.0,,,,1.0,,,,,,,,
33,PT08M33.00S,2023-01-28T00:45:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203497,93.11760840998686,48.77450980392157,1610612750,11,7,2023-01-28T00:45:45Z,330000,False,-6.0,12.0,1,right,MISS R. Gobert cutting Layup,[203497],1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,,
34,PT08M30.00S,2023-01-28T00:45:43.7Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,11,7,2023-01-28T00:45:45Z,340000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,33.0,,,,,,2.0,2.0,0.0,,,,,,,,,
35,PT08M26.00S,2023-01-28T00:45:47.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628415,6.258212877792378,49.01960784313725,1610612763,11,9,2023-01-28T00:47:00Z,350000,False,5.0,6.0,1,left,D. Brooks running Layup (5 PTS) (J. Morant 1 AST),"[1628415, 1629630]",1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,0.8,Made,,5.0,J. Morant,1629630.0,1.0,,,,,,,,,,,,,
37,PT08M18.00S,2023-01-28T00:45:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,93.77463863337714,49.26470588235294,1610612750,13,9,2023-01-28T00:46:00Z,370000,False,-4.0,6.0,1,right,R. Gobert cutting Layup (2 PTS) (D. Russell 3 AST),"[203497, 1626156]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.7,Made,,2.0,D. Russell,1626156.0,3.0,,,,,,,,,,,,,
39,PT08M07.00S,2023-01-28T00:46:08.9Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612763,13,9,2023-01-28T00:46:16Z,390000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[203497, 1628991]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,,,,,1.0,0.0,Jackson Jr.,1628991.0,,,,
41,PT08M07.00S,2023-01-28T00:46:33.8Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,13,10,2023-01-28T00:46:55Z,410000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (3 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
42,PT08M07.00S,2023-01-28T00:46:33.8Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,13,10,2023-01-28T00:46:55Z,420000,False,,,0,,MISS J. Jackson Jr. Free Throw 2 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT08M05.00S,2023-01-28T00:46:35.8Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,13,10,2023-01-28T00:46:55Z,430000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,42.0,,,,,,1.0,1.0,0.0,,,,,,,,,
44,PT07M44.00S,2023-01-28T00:47:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,91.93495400788436,49.26470588235294,1610612750,15,10,2023-01-28T00:47:28Z,440000,False,-4.0,23.0,1,right,D. Russell driving finger roll Layup (5 PTS) (K. Anderson 2 AST),"[1626156, 203937]",1610612750.0,MIN,driving finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.36,Made,,5.0,K. Anderson,203937.0,2.0,,,,,,,,,,,,,
46,PT07M31.00S,2023-01-28T00:47:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.783837056504599,48.28431372549019,1610612763,15,10,2023-01-28T00:47:31Z,460000,False,9.0,11.0,1,left,MISS J. Morant Layup - blocked,"[1629630, 203497]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.42,Missed,,,,,,,,,,,,,,,Gobert,203497.0,,
47,PT07M31.00S,2023-01-28T00:47:27.6Z,1,REGULAR,block,,[],203497,,,1610612763,15,10,2023-01-28T00:47:30Z,470000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M28.00S,2023-01-28T00:47:30.6Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,15,10,2023-01-28T00:47:31Z,480000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,46.0,,,,,,1.0,1.0,0.0,,,,,,,,,
49,PT07M24.00S,2023-01-28T00:47:34.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,82.34231274638634,93.13725490196079,1610612750,15,10,2023-01-28T00:47:40Z,490000,False,216.0,113.0,1,right,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.37,Missed,,,,,,,,,,,,,,,,,,
50,PT07M21.00S,2023-01-28T00:47:38.1Z,1,REGULAR,rebound,offensive,[],1626156,,,1610612750,15,10,2023-01-28T00:47:38Z,500000,False,,,0,,D. Russell REBOUND (Off:1 Def:0),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,49.0,,,,,,1.0,0.0,1.0,,,,,,,,,
51,PT07M19.00S,2023-01-28T00:47:40.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,88.12417871222075,3.9215686274509802,1610612750,18,10,2023-01-28T00:47:45Z,510000,False,-230.0,59.0,1,right,D. Russell 3PT  (8 PTS) (K. Anderson 3 AST),"[1626156, 203937]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,23.79,Made,,8.0,K. Anderson,203937.0,3.0,,,,,,,,,,,,,
53,PT07M18.00S,2023-01-28T00:47:48.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,18,10,2023-01-28T00:47:48Z,530000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M05.00S,2023-01-28T00:50:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.30946123521682,50.98039215686274,1610612763,18,10,2023-01-28T00:50:59Z,540000,False,-5.0,16.0,1,left,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.69,Missed,,,,,,,,,,,,,,,,,,
55,PT07M05.00S,2023-01-28T00:50:54.1Z,1,REGULAR,rebound,offensive,[],1629634,,,1610612763,18,10,2023-01-28T00:50:59Z,550000,False,,,0,,B. Clarke REBOUND (Off:1 Def:0),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,54.0,,,,,,1.0,0.0,1.0,,,,,,,,,
56,PT07M05.00S,2023-01-28T00:50:59.4Z,1,REGULAR,foul,personal,['2freethrow'],203937,,,1610612763,18,10,2023-01-28T00:51:11Z,560000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Clarke 2 FT),"[203937, 1629634]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1162.0,,,,,1.0,0.0,Clarke,1629634.0,,,,
58,PT07M05.00S,2023-01-28T00:51:18.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629634,,,1610612763,18,11,2023-01-28T00:51:18Z,580000,False,,,0,,B. Clarke Free Throw 1 of 2 (1 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
59,PT07M05.00S,2023-01-28T00:51:31.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629634,,,1610612763,18,12,2023-01-28T00:51:31Z,590000,False,,,0,,B. Clarke Free Throw 2 of 2 (2 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
60,PT06M49.00S,2023-01-28T00:51:48.6Z,1,REGULAR,2pt,Jump Shot,[],1630162,95.87713534822602,81.86274509803921,1610612750,18,12,2023-01-28T00:51:53Z,600000,False,159.0,-14.0,1,right,MISS A. Edwards 15' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,15.99,Missed,,,,,,,,,,,,,,,,,,
61,PT06M45.00S,2023-01-28T00:51:52.6Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,18,12,2023-01-28T00:51:53Z,610000,False,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Right,,,60.0,,,,,,2.0,1.0,1.0,,,,,,,,,
62,PT06M43.00S,2023-01-28T00:51:57.5Z,1,REGULAR,turnover,out-of-bounds,[],1630533,,,1610612763,18,12,2023-01-28T00:52:04Z,620000,False,,,0,,Z. Williams step out-of-bounds TURNOVER (2 TO),[1630533],1610612763.0,MEM,step,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,1626300.0,,,,2.0,,,,,,,,
63,PT06M43.00S,2023-01-28T00:52:08.9Z,1,REGULAR,substitution,out,[],1628991,,,1610612750,18,12,2023-01-28T00:52:52Z,635000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2023-01-28T00:52:08.9Z,1,REGULAR,substitution,in,[],1630583,,,1610612750,18,12,2023-01-28T00:52:52Z,642500,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M30.00S,2023-01-28T00:52:20.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203937,93.24901445466492,50.98039215686274,1610612750,18,12,2023-01-28T00:52:26Z,650000,False,5.0,11.0,1,right,MISS K. Anderson driving finger roll Layup,[203937],1610612750.0,MIN,driving finger roll,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,1.2,Missed,,,,,,,,,,,,,,,,,,
66,PT06M28.00S,2023-01-28T00:52:22.8Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,18,12,2023-01-28T00:52:26Z,660000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,65.0,,,,,,1.0,1.0,0.0,,,,,,,,,
67,PT06M28.00S,2023-01-28T00:52:25.7Z,1,REGULAR,foul,personal,[],203937,,,1610612763,18,12,2023-01-28T00:52:49Z,670000,False,,,0,,K. Anderson personal FOUL (2 PF),"[203937, 1630583]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,,,,1626300.0,,,,,2.0,0.0,Aldama,1630583.0,,,,
69,PT06M19.00S,2023-01-28T00:52:47.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,6.915243101182654,48.77450980392157,1610612763,18,14,2023-01-28T00:52:53Z,690000,False,6.0,13.0,1,left,B. Clarke alley-oop DUNK (4 PTS) (J. Morant 2 AST),"[1629634, 1629630]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,1.39,Made,,4.0,J. Morant,1629630.0,2.0,,,,,,,,,,,,,
71,PT06M08.00S,2023-01-28T00:52:59.9Z,1,REGULAR,turnover,lost ball,[],203497,,,1610612750,18,14,2023-01-28T00:53:03Z,710000,False,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 1630533]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,,,Williams,1630533.0
72,PT06M08.00S,2023-01-28T00:52:59.9Z,1,REGULAR,steal,,[],1630533,,,1610612763,18,14,2023-01-28T00:53:01Z,720000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
73,PT06M01.00S,2023-01-28T00:53:06.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,27.808804204993432,20.833333333333336,1610612763,18,17,2023-01-28T00:53:12Z,730000,False,146.0,209.0,1,left,D. Brooks 25' 3PT  (8 PTS) (J. Morant 3 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.47,Made,,8.0,J. Morant,1629630.0,3.0,,,,,,,,,,,,,
75,PT05M49.00S,2023-01-28T00:53:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,93.51182654402102,47.549019607843135,1610612750,20,17,2023-01-28T00:53:24Z,750000,False,-12.0,8.0,1,right,K. Anderson driving Layup (8 PTS),[203937],1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,1.5,Made,,8.0,,,,,,,,,,,,,,,,
76,PT05M49.00S,2023-01-28T00:53:23.5Z,1,REGULAR,foul,personal,['1freethrow'],1629630,,,1610612750,20,17,2023-01-28T00:53:34Z,760000,False,,,0,,J. Morant shooting personal FOUL (1 PF) (Anderson 1 FT),"[1629630, 203937]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,,,,,1.0,0.0,Anderson,203937.0,,,,
78,PT05M49.00S,2023-01-28T00:53:35.8Z,1,REGULAR,substitution,out,[],1630533,,,1610612750,20,17,2023-01-28T00:54:21Z,780000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M49.00S,2023-01-28T00:53:35.8Z,1,REGULAR,substitution,in,[],1626145,,,1610612750,20,17,2023-01-28T00:54:21Z,790000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M49.00S,2023-01-28T00:54:06.8Z,1,REGULAR,freethrow,1 of 1,[],203937,,,1610612750,21,17,2023-01-28T00:54:06Z,800000,False,,,0,,K. Anderson Free Throw 1 of 1 (9 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
81,PT05M42.00S,2023-01-28T00:54:19.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,25.969119579500656,16.666666666666664,1610612763,21,17,2023-01-28T00:54:23Z,810000,False,167.0,192.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
82,PT05M39.00S,2023-01-28T00:54:22.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,21,17,2023-01-28T00:54:23Z,820000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,81.0,,,,,,1.0,1.0,0.0,,,,,,,,,
83,PT05M24.00S,2023-01-28T00:54:37.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,82.47371879106439,40.931372549019606,1610612750,23,17,2023-01-28T00:54:41Z,830000,False,-45.0,112.0,1,right,K. Anderson 12' floating Jump Shot (11 PTS) (D. Russell 4 AST),"[203937, 1626156]",1610612750.0,MIN,floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,12.1,Made,,11.0,D. Russell,1626156.0,4.0,,,,,,,,,,,,,
85,PT05M04.00S,2023-01-28T00:54:57.8Z,1,REGULAR,3pt,Jump Shot,[],1629630,39.50394218134034,34.55882352941176,1610612763,23,20,2023-01-28T00:55:06Z,850000,False,77.0,319.0,1,left,J. Morant 32' 3PT  (5 PTS) (B. Clarke 3 AST),"[1629630, 1629634]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,32.8,Made,,5.0,B. Clarke,1629634.0,3.0,,,,,,,,,,,,,
87,PT04M50.00S,2023-01-28T00:55:12.8Z,1,REGULAR,3pt,Jump Shot,[],203937,86.94152431011827,4.411764705882353,1610612750,23,20,2023-01-28T00:55:44Z,870000,False,-228.0,70.0,1,right,MISS K. Anderson 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,23.85,Missed,,,,,,,,,,,,,,,,,,
