actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
261,PT04M27.00S,2023-01-01T01:56:39.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,8.623521681997373,51.470588235294116,1610612765,51,41,2023-01-01T01:56:48Z,2560000,False,-7.0,29.0,1,left,J. Duren DUNK (3 PTS) (B. Bogdanovic 1 AST),"[1631105, 202711]",1610612765.0,DET,,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,Made,3.0,2.95,,,,,,B. Bogdanovic,202711.0,1.0,,,,
264,PT04M07.00S,2023-01-01T01:57:01.8Z,2,REGULAR,3pt,Jump Shot,[],1629675,92.9862023653088,3.431372549019608,1610612750,51,41,2023-01-01T01:57:13Z,2590000,False,-233.0,13.0,1,right,MISS N. Reid step back 3PT,[1629675],1610612750.0,MIN,,step back,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,,,,,Missed,,23.32,,,,,,,,,,,,
265,PT04M05.00S,2023-01-01T01:57:03.8Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,51,41,2023-01-01T01:57:13Z,2600000,False,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,
266,PT03M46.00S,2023-01-01T01:57:20.4Z,2,REGULAR,turnover,lost ball,[],1630191,,,1610612765,51,41,2023-01-01T01:57:25Z,2610000,False,,,0,,I. Stewart lost ball TURNOVER (1 TO),"[1630191, 1629675]",1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,Reid,1629675.0
267,PT03M46.00S,2023-01-01T01:57:20.4Z,2,REGULAR,steal,,[],1629675,,,1610612750,51,41,2023-01-01T01:57:22Z,2620000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
268,PT03M40.00S,2023-01-01T01:57:26.5Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630162,73.40670170827858,17.15686274509804,1610612750,51,41,2023-01-01T01:57:39Z,2630000,False,-164.0,197.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,Missed,,25.68,,,,,,,,,,,,
269,PT03M37.00S,2023-01-01T01:57:29.5Z,2,REGULAR,rebound,defensive,[],202711,,,1610612765,51,41,2023-01-01T01:57:30Z,2640000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,268.0,1.0,1.0,0.0,,,,,,,,
270,PT03M33.00S,2023-01-01T01:57:33.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202711,6.915243101182654,50.49019607843137,1610612765,51,43,2023-01-01T01:57:38Z,2650000,False,-2.0,13.0,1,left,B. Bogdanovic running Layup (6 PTS),[202711],1610612765.0,DET,,running,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,Made,6.0,1.27,,,,,,,,,,,,
271,PT03M18.00S,2023-01-01T01:57:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,92.32917214191852,49.01960784313725,1610612750,53,43,2023-01-01T01:57:51Z,2660000,False,-5.0,20.0,1,right,D. Russell driving finger roll Layup (15 PTS),[1626156],1610612750.0,MIN,,driving finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,Made,15.0,2.02,,,,,,,,,,,,
272,PT03M12.00S,2023-01-01T01:57:54.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630180,5.732588699080158,47.549019607843135,1610612765,53,45,2023-01-01T01:57:59Z,2670000,False,12.0,1.0,1,left,S. Bey cutting Layup (4 PTS) (J. Ivey 1 AST),"[1630180, 1631093]",1610612765.0,DET,,cutting,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,Made,4.0,1.24,,,,,,J. Ivey,1631093.0,1.0,,,,
274,PT02M45.00S,2023-01-01T01:58:20.9Z,2,REGULAR,3pt,Jump Shot,[],1630346,67.23061760840999,36.76470588235294,1610612750,53,45,2023-01-01T01:58:25Z,2690000,False,-66.0,256.0,1,right,MISS M. Ryan 26' 3PT,[1630346],1610612750.0,MIN,,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Center,,,,,Missed,,26.39,,,,,,,,,,,,
275,PT02M43.00S,2023-01-01T01:58:22.9Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,53,45,2023-01-01T01:58:25Z,2700000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,274.0,1.0,1.0,0.0,,,,,,,,
276,PT02M39.00S,2023-01-01T01:58:33.4Z,2,REGULAR,turnover,traveling,[],1631093,,,1610612765,53,45,2023-01-01T01:58:39Z,2710000,False,,,0,,J. Ivey traveling TURNOVER (4 TO),[1631093],1610612765.0,DET,2004.0,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,4.0,,,,,,,
277,PT02M39.00S,2023-01-01T01:58:37.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,53,45,2023-01-01T01:58:37Z,2720000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M39.00S,2023-01-01T02:01:07.5Z,2,REGULAR,substitution,out,[],1630346,,,1610612750,53,45,2023-01-01T02:01:14Z,2730000,False,,,0,,SUB out: M. Ryan,[1630346],1610612750.0,MIN,,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M39.00S,2023-01-01T02:01:07.5Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,53,45,2023-01-01T02:01:14Z,2740000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M21.00S,2023-01-01T02:01:54.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626156,92.72339027595268,49.50980392156863,1610612750,55,45,2023-01-01T02:01:58Z,2750000,False,-2.0,16.0,1,right,D. Russell driving finger roll Layup (17 PTS),[1626156],1610612750.0,MIN,,driving finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,Made,17.0,1.61,,,,,,,,,,,,
281,PT02M02.00S,2023-01-01T02:02:13.2Z,2,REGULAR,2pt,Jump Shot,[],202711,21.107095926412615,51.71568627450981,1610612765,55,47,2023-01-01T02:02:20Z,2760000,False,-9.0,146.0,1,left,B. Bogdanovic 14' pullup Jump Shot (8 PTS) (J. Duren 1 AST),"[202711, 1631105]",1610612765.0,DET,,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Center,,,,,Made,8.0,14.62,,,,,,J. Duren,1631105.0,1.0,,,,
282,PT01M47.00S,2023-01-01T02:02:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,94.30026281208936,48.529411764705884,1610612750,57,47,2023-01-01T02:02:36Z,2770000,False,-7.0,1.0,1,right,J. McDaniels Layup (8 PTS),[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,Made,8.0,0.75,,,,,,,,,,,,
285,PT01M42.00S,2023-01-01T02:03:12.7Z,2,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612765,57,47,2023-01-01T02:03:23Z,2800000,False,,,0,,TEAM foul technical,[],1610612750.0,MIN,1628954.0,delay,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
286,PT01M42.00S,2023-01-01T02:03:23.9Z,2,REGULAR,freethrow,1 of 1,[],202711,,,1610612765,57,48,2023-01-01T02:03:23Z,2810000,False,,,0,,B. Bogdanovic technical Free Throw 1 of 1 (9 PTS),[202711],1610612765.0,DET,,technical,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
287,PT01M31.00S,2023-01-01T02:03:34.8Z,2,REGULAR,turnover,lost ball,[],1631093,,,1610612765,57,48,2023-01-01T02:03:38Z,2820000,False,,,0,,J. Ivey lost ball TURNOVER (5 TO),"[1631093, 1630162]",1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,5.0,,,,,,Edwards,1630162.0
288,PT01M31.00S,2023-01-01T02:03:34.8Z,2,REGULAR,steal,,[],1630162,,,1610612750,57,48,2023-01-01T02:03:37Z,2830000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
289,PT01M24.00S,2023-01-01T02:03:44.4Z,2,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612750,57,48,2023-01-01T02:03:55Z,2840000,False,,,0,,J. Ivey shooting personal FOUL (1 PF) (Anderson 2 FT),"[1631093, 203937]",1610612765.0,DET,202035.0,shooting,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,1.0,0.0,Anderson,203937.0,,,,,,,,,,,,,,,
291,PT01M24.00S,2023-01-01T02:04:10.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203937,,,1610612750,58,48,2023-01-01T02:04:10Z,2860000,False,,,0,,K. Anderson Free Throw 1 of 2 (1 PTS),[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
292,PT01M24.00S,2023-01-01T02:04:28.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203937,,,1610612750,59,48,2023-01-01T02:04:28Z,2870000,False,,,0,,K. Anderson Free Throw 2 of 2 (2 PTS),[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
293,PT01M06.00S,2023-01-01T02:04:50.9Z,2,REGULAR,turnover,out-of-bounds,[],1630191,,,1610612765,59,48,2023-01-01T02:05:00Z,2880000,False,,,0,,I. Stewart step out-of-bounds TURNOVER (2 TO),[1630191],1610612765.0,DET,202035.0,step,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,2.0,,,,,,,
294,PT00M52.80S,2023-01-01T02:05:12.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203937,86.67871222076215,53.431372549019606,1610612750,59,48,2023-01-01T02:06:56Z,2890000,False,17.0,73.0,1,right,MISS K. Anderson 7' turnaround Shot,[203937],1610612750.0,MIN,,turnaround,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,Missed,,7.47,,,,,,,,,,,,
296,PT00M51.20S,2023-01-01T02:05:14.5Z,2,REGULAR,rebound,offensive,[],203937,,,1610612750,59,48,2023-01-01T02:06:56Z,2900000,False,,,0,,K. Anderson REBOUND (Off:1 Def:0),[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,294.0,1.0,0.0,1.0,,,,,,,,
297,PT00M50.40S,2023-01-01T02:05:15.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203937,94.40999984741211,50.0,1610612750,59,48,2023-01-01T02:07:40Z,2910000,False,0.0,0.0,1,right,MISS K. Anderson putback Layup,[203937],1610612750.0,MIN,,putback,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,Missed,,0.0,,,,,,,,,,,,
298,PT00M48.40S,2023-01-01T02:05:17.8Z,2,REGULAR,rebound,offensive,[],203937,,,1610612750,59,48,2023-01-01T02:07:40Z,2920000,False,,,0,,K. Anderson REBOUND (Off:2 Def:0),[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,297.0,2.0,0.0,2.0,,,,,,,,
299,PT00M48.40S,2023-01-01T02:05:18.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631105,,,1610612750,59,48,2023-01-01T02:05:49Z,2930000,False,,,0,,J. Duren shooting personal FOUL (2 PF) (Anderson 2 FT),"[1631105, 203937]",1610612765.0,DET,2004.0,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,2.0,0.0,Anderson,203937.0,,,,,,,,,,,,,,,
301,PT00M48.40S,2023-01-01T02:05:51.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203937,,,1610612750,60,48,2023-01-01T02:05:51Z,2950000,False,,,0,,K. Anderson Free Throw 1 of 2 (3 PTS),[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
302,PT00M48.40S,2023-01-01T02:05:51.6Z,2,REGULAR,substitution,out,[],1626156,,,1610612750,60,48,2023-01-01T02:05:55Z,2960000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M48.40S,2023-01-01T02:05:51.6Z,2,REGULAR,substitution,in,[],203085,,,1610612750,60,48,2023-01-01T02:05:55Z,2970000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M48.40S,2023-01-01T02:06:12.2Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203937,,,1610612750,61,48,2023-01-01T02:06:12Z,2980000,False,,,0,,K. Anderson Free Throw 2 of 2 (4 PTS),[203937],1610612750.0,MIN,,,,,Anderson,K. Anderson,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
305,PT00M39.00S,2023-01-01T02:06:24.4Z,2,REGULAR,turnover,out-of-bounds,[],202711,,,1610612765,61,48,2023-01-01T02:06:33Z,2990000,False,,,0,,B. Bogdanovic lost ball out-of-bounds TURNOVER (1 TO),[202711],1610612765.0,DET,1628954.0,lost ball,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,1.0,,,,,,,
306,PT00M35.10S,2023-01-01T02:06:35.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630162,68.28186596583443,28.186274509803923,1610612750,61,48,2023-01-01T02:06:41Z,3000000,False,-109.0,246.0,1,right,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,Missed,,26.88,,,,,,,,,,,,
307,PT00M32.10S,2023-01-01T02:06:38.8Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,61,48,2023-01-01T02:06:38Z,3010000,False,,,0,,N. Reid REBOUND (Off:1 Def:5),[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,,306.0,6.0,5.0,1.0,,,,,,,,
308,PT00M23.40S,2023-01-01T02:06:47.5Z,2,REGULAR,turnover,lost ball,[],1630162,,,1610612750,61,48,2023-01-01T02:06:51Z,3020000,False,,,0,,A. Edwards lost ball TURNOVER (2 TO),"[1630162, 1630191]",1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,2.0,,,,,,Stewart,1630191.0
309,PT00M23.40S,2023-01-01T02:06:47.5Z,2,REGULAR,steal,,[],1630191,,,1610612765,61,48,2023-01-01T02:06:49Z,3030000,False,,,0,,I. Stewart STEAL (1 STL),[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
310,PT00M06.00S,2023-01-01T02:07:06.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202711,13.748357424441524,55.63725490196079,1610612765,61,48,2023-01-01T02:11:30Z,3040000,False,-28.0,77.0,1,left,MISS B. Bogdanovic 8' driving finger roll Layup,[202711],1610612765.0,DET,,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,Missed,,8.17,,,,,,,,,,,,
311,PT00M04.90S,2023-01-01T02:07:07.4Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,61,48,2023-01-01T02:11:49Z,3050000,False,,,0,,I. Stewart REBOUND (Off:3 Def:1),[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,310.0,4.0,1.0,3.0,,,,,,,,
312,PT00M03.40S,2023-01-01T02:07:09.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630191,10.988830486202366,47.549019607843135,1610612765,61,50,2023-01-01T02:07:15Z,3060000,False,12.0,51.0,1,left,I. Stewart putback Layup (4 PTS),[1630191],1610612765.0,DET,,putback,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,Made,4.0,5.23,,,,,,,,,,,,
313,PT00M00.30S,2023-01-01T02:07:19.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203937,67.23061760840999,30.392156862745097,1610612750,64,50,2023-01-01T02:07:39Z,3070000,False,-98.0,256.0,1,right,K. Anderson 27' 3PT pullup (7 PTS),[203937],1610612750.0,MIN,,pullup,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,Made,7.0,27.36,,,,,,,,,,,,
315,PT00M00.00S,2023-01-01T02:07:43.7Z,2,REGULAR,period,end,[],0,,,1610612765,64,50,2023-01-01T02:07:43Z,3090000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2023-01-01T02:21:53.2Z,3,REGULAR,substitution,out,['startperiod'],1629675,,,1610612765,64,50,2023-01-01T02:22:22Z,3100000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2023-01-01T02:21:53.2Z,3,REGULAR,substitution,out,['startperiod'],203085,,,1610612765,64,50,2023-01-01T02:22:22Z,3110000,False,,,0,,SUB out: A. Rivers,[203085],1610612750.0,MIN,,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2023-01-01T02:21:53.2Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612765,64,50,2023-01-01T02:22:22Z,3120000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-01-01T02:21:53.2Z,3,REGULAR,substitution,in,['startperiod'],203497,,,1610612765,64,50,2023-01-01T02:22:22Z,3130000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-01-01T02:22:49.2Z,3,REGULAR,period,start,[],0,,,1610612765,64,50,2023-01-01T02:22:49Z,3140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M42.00S,2023-01-01T02:23:06.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202711,91.27792378449409,58.82352941176471,1610612765,64,52,2023-01-01T02:23:10Z,3150000,False,44.0,29.0,1,right,B. Bogdanovic driving Layup (11 PTS) (J. Ivey 2 AST),"[202711, 1631093]",1610612765.0,DET,,driving,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,Made,11.0,5.31,,,,,,J. Ivey,1631093.0,2.0,,,,
323,PT11M29.00S,2023-01-01T02:23:23.8Z,3,REGULAR,foul,personal,[],1631105,,,1610612750,64,52,2023-01-01T02:23:32Z,3170000,False,,,0,,J. Duren personal FOUL (3 PF),"[1631105, 203497]",1610612765.0,DET,1628954.0,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,3.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
325,PT11M22.00S,2023-01-01T02:23:43.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203937,12.434296977660972,51.470588235294116,1610612750,64,52,2023-01-01T04:37:50Z,3190000,False,-7.0,64.0,1,left,MISS K. Anderson 6' driving finger roll Layup - blocked,"[203937, 1630191]",1610612750.0,MIN,,driving finger roll,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,Missed,,6.48,,,,,,,,,Stewart,1630191.0,,
326,PT11M22.00S,2023-01-01T02:23:43.3Z,3,REGULAR,block,,[],1630191,,,1610612750,64,52,2023-01-01T02:23:45Z,3200000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
327,PT11M18.00S,2023-01-01T02:23:47.3Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,64,52,2023-01-01T02:23:48Z,3210000,False,,,0,,S. Bey REBOUND (Off:0 Def:3),[1630180],1610612765.0,DET,,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,325.0,3.0,3.0,0.0,,,,,,,,
328,PT11M07.00S,2023-01-01T02:23:58.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,84.97043363994744,57.59803921568627,1610612765,64,54,2023-01-01T02:24:03Z,3220000,False,38.0,89.0,1,right,B. Bogdanovic 9' turnaround Jump Shot (13 PTS),[202711],1610612765.0,DET,,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,Made,13.0,9.66,,,,,,,,,,,,
329,PT10M47.00S,2023-01-01T02:24:18.1Z,3,REGULAR,2pt,Jump Shot,[],1626156,15.850854139290407,33.82352941176471,1610612750,64,54,2023-01-01T02:25:55Z,3230000,False,81.0,96.0,1,left,MISS D. Russell 12' turnaround Shot,[1626156],1610612750.0,MIN,,turnaround,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,,,,,Missed,,12.59,,,,,,,,,,,,
330,PT10M43.00S,2023-01-01T02:24:22.1Z,3,REGULAR,rebound,offensive,[],203497,,,1610612750,64,54,2023-01-01T02:24:27Z,3240000,False,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,,,,,,329.0,4.0,2.0,2.0,,,,,,,,
331,PT10M41.00S,2023-01-01T02:24:27.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,9.017739816031538,57.59803921568627,1610612750,64,54,2023-01-01T02:25:01Z,3250000,False,-38.0,32.0,1,left,MISS J. McDaniels Layup,[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,Missed,,4.99,,,,,,,,,,,,
332,PT10M40.00S,2023-01-01T02:24:28.6Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,64,54,2023-01-01T02:25:01Z,3260000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:2),[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,331.0,4.0,2.0,2.0,,,,,,,,
333,PT10M39.00S,2023-01-01T02:24:31.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630183,5.590000152587891,50.0,1610612750,64,54,2023-01-01T02:25:13Z,3270000,False,0.0,0.0,1,left,MISS J. McDaniels putback Layup,[1630183],1610612750.0,MIN,,putback,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,Missed,,0.0,,,,,,,,,,,,
334,PT10M38.00S,2023-01-01T02:24:32.4Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,64,54,2023-01-01T02:25:13Z,3280000,False,,,0,,J. McDaniels REBOUND (Off:3 Def:2),[1630183],1610612750.0,MIN,,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,333.0,5.0,2.0,3.0,,,,,,,,
335,PT10M37.00S,2023-01-01T02:24:35.6Z,3,REGULAR,foul,personal,[],1631105,,,1610612750,64,54,2023-01-01T02:24:52Z,3290000,False,,,0,,J. Duren shooting personal FOUL (4 PF),"[1631105, 1630183]",1610612765.0,DET,2004.0,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,4.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,
337,PT10M37.00S,2023-01-01T02:24:44.2Z,3,REGULAR,substitution,out,[],1631105,,,1610612750,64,54,2023-01-01T02:24:47Z,3310000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT10M37.00S,2023-01-01T02:24:44.2Z,3,REGULAR,substitution,in,[],1628963,,,1610612750,64,54,2023-01-01T02:24:47Z,3320000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT10M27.00S,2023-01-01T02:25:00.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626156,5.601182654402102,50.49019607843137,1610612750,66,54,2023-01-01T02:25:04Z,3330000,False,-2.0,0.0,1,left,D. Russell driving finger roll Layup (19 PTS) (A. Edwards 5 AST),"[1626156, 1630162]",1610612750.0,MIN,,driving finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,Made,19.0,0.25,,,,,,A. Edwards,1630162.0,5.0,,,,
341,PT10M13.00S,2023-01-01T02:25:15.5Z,3,REGULAR,2pt,Jump Shot,[],1631093,77.21747700394218,60.29411764705882,1610612765,66,54,2023-01-01T02:25:25Z,3350000,False,51.0,162.0,1,right,MISS J. Ivey 16' pullup Shot,[1631093],1610612765.0,DET,,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,Missed,,16.97,,,,,,,,,,,,
342,PT10M10.00S,2023-01-01T02:25:18.5Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,66,54,2023-01-01T02:25:21Z,3360000,False,,,0,,R. Gobert REBOUND (Off:2 Def:3),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Center,,,,,,,,341.0,5.0,3.0,2.0,,,,,,,,
