actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId
18,PT10M51.00S,2023-01-20T01:12:52.6Z,1,REGULAR,3pt,Jump Shot,[],1629018,69.99014454664915,24.754901960784316,1610612761,3,2,2023-01-20T01:12:57Z,180000,False,-126.0,230.0,1,right,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
19,PT10M47.00S,2023-01-20T01:12:56.6Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,3,2,2023-01-20T01:12:57Z,190000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,18.0,,,,,,,,,,,1.0,1.0,0.0,,
20,PT10M39.00S,2023-01-20T01:13:05.3Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,3,2,2023-01-20T01:13:09Z,200000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1629018]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,1.0,,,,,,,,,,,,Trent Jr.,1629018.0
21,PT10M39.00S,2023-01-20T01:13:05.3Z,1,REGULAR,steal,,[],1629018,,,1610612761,3,2,2023-01-20T01:13:07Z,210000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
22,PT10M36.00S,2023-01-20T01:13:08.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,94.30026281208936,50.245098039215684,1610612761,3,4,2023-01-20T01:13:13Z,220000,False,1.0,1.0,1,right,G. Trent Jr. running DUNK (2 PTS),[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,0.16,Made,,,,,,,,,,2.0,,,,,,,,
23,PT10M25.00S,2023-01-20T01:13:18.5Z,1,REGULAR,2pt,Jump Shot,[],1626156,7.966491458607096,22.54901960784314,1610612750,5,4,2023-01-20T01:14:42Z,230000,False,137.0,22.0,1,left,D. Russell 13' step back Jump Shot (2 PTS),[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,13.91,Made,,,,,,,,,,2.0,,,,,,,,
24,PT10M02.00S,2023-01-20T01:13:41.6Z,1,REGULAR,2pt,Jump Shot,[],1627783,74.98357424441524,51.225490196078425,1610612761,5,4,2023-01-20T01:13:47Z,240000,False,6.0,183.0,1,right,MISS P. Siakam 18' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,18.28,Missed,,,,,,,,,,,,,,,,,,
25,PT09M59.00S,2023-01-20T01:13:44.6Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,5,4,2023-01-20T01:13:47Z,250000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,,,24.0,,,,,,,,,,,1.0,1.0,0.0,,
26,PT09M49.00S,2023-01-20T01:13:54.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,14.4053876478318,50.0,1610612750,5,4,2023-01-20T01:13:59Z,260000,False,0.0,83.0,1,left,MISS N. Reid 8' Hook,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,8.29,Missed,,,,,,,,,,,,,,,,,,
27,PT09M47.00S,2023-01-20T01:13:56.6Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,5,4,2023-01-20T01:13:59Z,270000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,26.0,,,,,,,,,,,1.0,1.0,0.0,,
28,PT09M41.00S,2023-01-20T01:14:02.6Z,1,REGULAR,2pt,Jump Shot,[],1629018,80.1084099868594,26.715686274509803,1610612761,5,4,2023-01-20T01:14:08Z,280000,False,-116.0,134.0,1,right,MISS G. Trent Jr. 17' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,17.79,Missed,,,,,,,,,,,,,,,,,,
29,PT09M39.00S,2023-01-20T01:14:04.6Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,5,4,2023-01-20T01:14:24Z,290000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left Center,,,,,28.0,,,,,,,,,,,2.0,2.0,0.0,,
30,PT09M29.00S,2023-01-20T01:14:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,7.703679369250986,54.41176470588235,1610612750,7,4,2023-01-20T01:14:21Z,300000,False,-22.0,20.0,1,left,J. McDaniels driving Layup (5 PTS) (K. Anderson 1 AST),"[1630183, 203937]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.97,Made,,,,,,,,,,5.0,K. Anderson,203937.0,1.0,,,,,
32,PT09M14.00S,2023-01-20T01:14:29.0Z,1,REGULAR,3pt,Jump Shot,[],1628384,67.62483574244416,42.64705882352941,1610612761,7,4,2023-01-20T01:14:34Z,320000,False,-37.0,252.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
33,PT09M12.00S,2023-01-20T01:14:31.0Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,7,4,2023-01-20T01:14:34Z,330000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,32.0,,,,,,,,,,,3.0,3.0,0.0,,
34,PT09M05.00S,2023-01-20T01:14:38.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,10.726018396846255,95.34313725490196,1610612750,7,4,2023-01-20T01:14:42Z,340000,False,-227.0,48.0,1,left,MISS A. Edwards pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
35,PT09M03.00S,2023-01-20T01:14:40.7Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,7,4,2023-01-20T01:14:42Z,350000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,34.0,,,,,,,,,,,1.0,1.0,0.0,,
36,PT08M48.00S,2023-01-20T01:14:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,90.75229960578186,51.225490196078425,1610612761,7,4,2023-01-20T01:14:59Z,360000,False,6.0,34.0,1,right,MISS S. Barnes Layup,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
37,PT08M46.00S,2023-01-20T01:14:57.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,7,4,2023-01-20T01:14:59Z,370000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,36.0,,,,,,,,,,,1.0,1.0,0.0,,
38,PT08M41.00S,2023-01-20T01:15:02.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,9.149145860709593,53.431372549019606,1610612750,7,4,2023-01-20T01:15:07Z,380000,False,-17.0,34.0,1,left,MISS A. Edwards running Layup,[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,,
39,PT08M39.00S,2023-01-20T01:15:04.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,7,4,2023-01-20T01:15:07Z,390000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,38.0,,,,,,,,,,,2.0,2.0,0.0,,
40,PT08M37.00S,2023-01-20T01:15:08.9Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612761,7,4,2023-01-20T01:15:23Z,400000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Trent Jr. 2 FT),"[1629675, 1629018]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,203592.0,,2.0,0.0,Trent Jr.,1629018.0,,,,,,,,,
43,PT08M37.00S,2023-01-20T01:15:36.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629018,,,1610612761,7,5,2023-01-20T01:15:36Z,420000,False,,,0,,G. Trent Jr. Free Throw 1 of 2 (3 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
44,PT08M37.00S,2023-01-20T01:15:37.2Z,1,REGULAR,substitution,out,[],1629675,,,1610612761,7,5,2023-01-20T01:15:40Z,430000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M37.00S,2023-01-20T01:15:37.2Z,1,REGULAR,substitution,in,[],1630233,,,1610612761,7,5,2023-01-20T01:15:40Z,440000,False,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M37.00S,2023-01-20T01:15:56.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629018,,,1610612761,7,6,2023-01-20T01:15:56Z,450000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (4 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
47,PT08M23.00S,2023-01-20T01:16:11.5Z,1,REGULAR,3pt,Jump Shot,[],203937,9.149145860709593,3.6764705882352944,1610612750,10,6,2023-01-20T01:16:16Z,460000,False,232.0,34.0,1,left,K. Anderson 3PT  (3 PTS) (D. Russell 1 AST),"[203937, 1626156]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Right Corner 3,24+ Right,23.4,Made,,,,,,,,,,3.0,D. Russell,1626156.0,1.0,,,,,
49,PT08M00.00S,2023-01-20T01:16:36.9Z,1,REGULAR,foul,personal,['2freethrow'],1630233,,,1610612761,10,6,2023-01-20T01:16:43Z,480000,False,,,0,,N. Knight shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630233, 1630567]",1610612750.0,MIN,shooting,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,,,,,,2003.0,,1.0,0.0,Barnes,1630567.0,,,,,,,,,
51,PT08M00.00S,2023-01-20T01:16:57.9Z,1,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,10,6,2023-01-20T01:16:57Z,500000,False,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
52,PT08M00.00S,2023-01-20T01:16:57.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,10,6,2023-01-20T01:16:57Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,
53,PT08M00.00S,2023-01-20T01:17:12.2Z,1,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,10,7,2023-01-20T01:17:12Z,520000,False,,,0,,S. Barnes Free Throw 2 of 2 (3 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
54,PT07M44.00S,2023-01-20T01:17:29.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630233,7.835085413929041,51.470588235294116,1610612750,12,7,2023-01-20T01:17:34Z,530000,False,-7.0,21.0,1,left,N. Knight driving DUNK (2 PTS) (K. Anderson 2 AST),"[1630233, 203937]",1610612750.0,MIN,driving,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,,,,2.0,K. Anderson,203937.0,2.0,,,,,
56,PT07M25.00S,2023-01-20T01:17:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.06636005256242,56.372549019607845,1610612761,12,7,2023-01-20T01:17:54Z,550000,False,32.0,22.0,1,right,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.88,Missed,,,,,,,,,,,,,,,,,,
57,PT07M23.00S,2023-01-20T01:17:51.1Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,12,7,2023-01-20T01:17:54Z,560000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,56.0,,,,,,,,,,,3.0,2.0,1.0,,
58,PT07M22.00S,2023-01-20T01:17:52.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,93.38042049934296,48.529411764705884,1610612761,12,9,2023-01-20T01:17:58Z,570000,False,-7.0,10.0,1,right,P. Siakam putback Layup (2 PTS),[1627783],1610612761.0,TOR,putback,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,,,,2.0,,,,,,,,
59,PT07M14.00S,2023-01-20T01:18:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,10.85742444152431,51.225490196078425,1610612750,12,9,2023-01-20T01:18:03Z,580000,False,-6.0,50.0,1,left,MISS A. Edwards driving finger roll Layup - blocked,"[1630162, 1628384]",1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,Anunoby,1628384.0,,,,,,,,,,,,,,,,
67,PT07M14.00S,2023-01-20T01:18:00.0Z,1,REGULAR,block,,[],1628384,,,1610612750,12,9,2023-01-20T01:21:00Z,585000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M13.00S,2023-01-20T01:18:01.0Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,12,9,2023-01-20T01:18:03Z,590000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,59.0,,,,,,,,,,,2.0,2.0,0.0,,
61,PT07M09.00S,2023-01-20T01:18:05.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629018,93.9060446780552,46.81372549019608,1610612761,12,11,2023-01-20T01:18:09Z,600000,False,-16.0,5.0,1,right,G. Trent Jr. running Layup (6 PTS) (S. Barnes 1 AST),"[1629018, 1630567]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,,,6.0,S. Barnes,1630567.0,1.0,,,,,
62,PT06M59.00S,2023-01-20T01:18:14.7Z,1,REGULAR,3pt,Jump Shot,[],1630183,31.35676741130092,67.40196078431373,1610612750,12,11,2023-01-20T01:18:18Z,610000,False,-87.0,242.0,1,left,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
63,PT06M56.00S,2023-01-20T01:18:17.7Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,12,11,2023-01-20T01:18:18Z,620000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,62.0,,,,,,,,,,,4.0,3.0,1.0,,
64,PT06M54.00S,2023-01-20T01:18:24.0Z,1,REGULAR,foul,personal,[],1630162,,,1610612761,12,11,2023-01-20T01:18:38Z,630000,False,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1627783]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,1199.0,,1.0,0.0,Siakam,1627783.0,,,,,,,,,
66,PT06M54.00S,2023-01-20T01:18:34.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,12,11,2023-01-20T01:18:34Z,650000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M49.00S,2023-01-20T01:21:24.3Z,1,REGULAR,2pt,Jump Shot,[],1627832,93.11760840998686,76.47058823529412,1610612761,12,11,2023-01-20T01:21:32Z,660000,False,132.0,12.0,1,right,MISS F. VanVleet 13' driving floating Shot,[1627832],1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,13.3,Missed,,,,,,,,,,,,,,,,,,
69,PT06M45.00S,2023-01-20T01:21:28.3Z,1,REGULAR,rebound,defensive,[],1630233,,,1610612750,12,11,2023-01-20T01:21:32Z,670000,False,,,0,,N. Knight REBOUND (Off:0 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,Mid-Range,8-16 Right,,,,,68.0,,,,,,,,,,,1.0,1.0,0.0,,
70,PT06M41.00S,2023-01-20T01:21:32.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,6.1268068331143235,96.32352941176471,1610612750,12,11,2023-01-20T01:21:40Z,680000,False,-232.0,5.0,1,left,MISS D. Russell 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
71,PT06M38.00S,2023-01-20T01:21:35.0Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,12,11,2023-01-20T01:21:40Z,690000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,70.0,,,,,,,,,,,3.0,3.0,0.0,,
72,PT06M26.00S,2023-01-20T01:21:47.4Z,1,REGULAR,3pt,Jump Shot,[],1628384,95.22010512483574,96.56862745098039,1610612761,12,14,2023-01-20T01:21:52Z,700000,False,233.0,-8.0,1,right,O. Anunoby 3PT  (3 PTS) (F. VanVleet 1 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.29,Made,,,,,,,,,,3.0,F. VanVleet,1627832.0,1.0,,,,,
74,PT06M11.00S,2023-01-20T01:22:03.6Z,1,REGULAR,foul,personal,[],1628384,,,1610612750,12,14,2023-01-20T01:22:21Z,720000,False,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 1626156]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,,,,,,1199.0,,1.0,0.0,Russell,1626156.0,,,,,,,,,
76,PT06M11.00S,2023-01-20T01:22:16.2Z,1,REGULAR,substitution,out,[],203937,,,1610612750,12,14,2023-01-20T01:22:20Z,740000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M11.00S,2023-01-20T01:22:16.2Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,12,14,2023-01-20T01:22:20Z,750000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M58.00S,2023-01-20T01:22:42.3Z,1,REGULAR,2pt,Jump Shot,[],1626156,20.97568988173456,40.68627450980392,1610612750,12,14,2023-01-20T01:23:30Z,760000,False,47.0,145.0,1,left,MISS D. Russell 15' floating Shot,[1626156],1610612750.0,MIN,floating,,,Russell,D. Russell,,,,,Mid-Range,8-16 Center,15.2,Missed,,,,,,,,,,,,,,,,,,
79,PT05M57.00S,2023-01-20T01:22:43.3Z,1,REGULAR,rebound,offensive,[],1630233,,,1610612750,12,14,2023-01-20T01:23:30Z,770000,False,,,0,,N. Knight REBOUND (Off:1 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,Mid-Range,8-16 Center,,,,,78.0,,,,,,,,,,,2.0,1.0,1.0,,
80,PT05M56.00S,2023-01-20T01:22:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630233,8.492115637319317,41.66666666666667,1610612750,12,14,2023-01-20T01:23:06Z,780000,False,42.0,27.0,1,left,MISS N. Knight putback Layup,[1630233],1610612750.0,MIN,putback,,,Knight,N. Knight,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
82,PT05M53.00S,2023-01-20T01:22:49.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,12,14,2023-01-20T01:23:06Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,80.0,,,,,,,,,,,,,,,
84,PT05M47.00S,2023-01-20T01:23:04.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630233,7.703679369250986,48.529411764705884,1610612750,14,14,2023-01-20T01:23:09Z,820000,False,7.0,20.0,1,left,N. Knight cutting DUNK (4 PTS) (T. Prince 1 AST),"[1630233, 1627752]",1610612750.0,MIN,cutting,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,,,,,,4.0,T. Prince,1627752.0,1.0,,,,,
