actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
176,PT11M28.00S,2022-12-22T01:41:30.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203493,93.38042049934296,51.9607843137255,1610612742,31,31,2022-12-22T01:41:46Z,1750000,False,10.0,10.0,1,right,R. Bullock driving Layup (2 PTS) (S. Dinwiddie 1 AST),"[203493, 203915]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,1.38,Made,2.0,Bullock,R. Bullock,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,,
178,PT11M04.00S,2022-12-22T01:41:53.4Z,2,REGULAR,3pt,Jump Shot,[],1629669,28.728646517739815,22.54901960784314,1610612750,31,31,2022-12-22T01:41:59Z,1770000,False,137.0,218.0,1,left,MISS J. Nowell 25' 3PT,[1629669],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
179,PT11M00.00S,2022-12-22T01:41:57.4Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,31,31,2022-12-22T01:41:59Z,1780000,False,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Bullock,R. Bullock,,,,178.0,2.0,2.0,0.0,,,,,,,,,,,
180,PT10M46.00S,2022-12-22T01:42:11.4Z,2,REGULAR,3pt,Jump Shot,[],203915,80.6340341655716,8.333333333333332,1610612742,31,31,2022-12-22T01:42:17Z,1790000,False,-208.0,130.0,1,right,MISS S. Dinwiddie 24' step back 3PT,[203915],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Left Center,24.53,Missed,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
181,PT10M44.00S,2022-12-22T01:42:13.4Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,31,31,2022-12-22T01:42:17Z,1800000,False,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,,,,Russell,D. Russell,,,,180.0,2.0,2.0,0.0,,,,,,,,,,,
182,PT10M36.00S,2022-12-22T01:42:22.3Z,2,REGULAR,2pt,Jump Shot,[],1626156,19.398817345597898,30.392156862745097,1610612750,33,31,2022-12-22T01:42:29Z,1810000,False,98.0,130.0,1,left,D. Russell 16' pullup Jump Shot (6 PTS),[1626156],1610612750.0,MIN,pullup,,,,,,Mid-Range,16-24 Right Center,16.26,Made,6.0,Russell,D. Russell,,,,,,,,,,,,,,,,,,
183,PT10M25.00S,2022-12-22T01:42:36.3Z,2,REGULAR,foul,offensive,[],203939,,,1610612742,33,31,2022-12-22T01:42:45Z,1820000,False,,,0,,D. Powell offensive FOUL (1 PF),"[203939, 203085]",1610612742.0,DAL,,,,,,,Mid-Range,16-24 Center,,,,Powell,D. Powell,,,,,,,,1628951.0,1.0,0.0,Rivers,203085.0,,,,,,
185,PT10M25.00S,2022-12-22T01:42:36.3Z,2,REGULAR,turnover,offensive foul,[],203939,,,1610612742,33,31,2022-12-22T01:42:36Z,1840000,False,,,0,,D. Powell offensive foul TURNOVER (1 TO),[203939],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Center,,,,Powell,D. Powell,,,,,,,,1628951.0,,,,,1.0,,,,,
186,PT10M15.00S,2022-12-22T01:43:01.7Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,33,31,2022-12-22T01:43:06Z,1850000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 203915]",1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Russell,D. Russell,,,,,,,,,,,,,1.0,Dinwiddie,203915.0,,,
187,PT10M15.00S,2022-12-22T01:43:01.7Z,2,REGULAR,steal,,[],203915,,,1610612742,33,31,2022-12-22T01:43:03Z,1860000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
188,PT09M58.00S,2022-12-22T01:43:18.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202722,89.70105124835742,4.166666666666666,1610612742,33,34,2022-12-22T01:43:23Z,1870000,False,-229.0,44.0,1,right,D. Bertans 3PT  (3 PTS) (S. Dinwiddie 2 AST),"[202722, 203915]",1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,23.34,Made,3.0,Bertans,D. Bertans,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,,
190,PT09M38.00S,2022-12-22T01:43:38.1Z,2,REGULAR,3pt,Jump Shot,[],1626156,30.56833114323259,33.088235294117645,1610612750,33,34,2022-12-22T01:43:42Z,1890000,False,85.0,235.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,24.96,Missed,,Russell,D. Russell,,,,,,,,,,,,,,,,,,
191,PT09M36.00S,2022-12-22T01:43:40.1Z,2,REGULAR,rebound,defensive,[],202689,,,1610612742,33,34,2022-12-22T01:43:42Z,1900000,False,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Walker,K. Walker,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,
192,PT09M16.00S,2022-12-22T01:44:00.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,85.10183968462549,54.41176470588235,1610612742,33,36,2022-12-22T01:44:09Z,1910000,False,22.0,88.0,1,right,K. Walker 9' driving floating Jump Shot (2 PTS),[202689],1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,9.02,Made,2.0,Walker,K. Walker,,,,,,,,,,,,,,,,,,
193,PT08M55.00S,2022-12-22T01:44:21.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,9.149145860709593,49.50980392156863,1610612750,33,36,2022-12-22T01:44:26Z,1920000,False,2.0,34.0,1,left,MISS J. Nowell driving Layup,[1629669],1610612750.0,MIN,driving,,,,,,Restricted Area,0-8 Center,3.36,Missed,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
194,PT08M53.00S,2022-12-22T01:44:23.4Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,33,36,2022-12-22T01:44:26Z,1930000,False,,,0,,D. Powell REBOUND (Off:1 Def:2),[203939],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Powell,D. Powell,,,,193.0,3.0,2.0,1.0,,,,,,,,,,,
195,PT08M47.00S,2022-12-22T01:44:31.9Z,2,REGULAR,foul,personal,[],1627854,,,1610612742,33,36,2022-12-22T01:44:41Z,1940000,False,,,0,,B. Forbes personal FOUL (2 PF),"[1627854, 203915]",1610612750.0,MIN,,,,,,,Mid-Range,8-16 Left,,,,Forbes,B. Forbes,,,,,,,,2005.0,2.0,0.0,Dinwiddie,203915.0,,,,,,
203,PT08M47.00S,2022-12-22T01:44:55.7Z,2,REGULAR,substitution,out,[],1626156,,,1610612742,33,36,2022-12-22T01:46:09Z,1955000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,,,,,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,
204,PT08M47.00S,2022-12-22T01:44:55.7Z,2,REGULAR,substitution,in,[],1631111,,,1610612742,33,36,2022-12-22T01:46:09Z,1957500,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612750.0,MIN,,,,,,,,,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,
197,PT08M36.00S,2022-12-22T01:45:19.5Z,2,REGULAR,3pt,Jump Shot,[],202689,69.46452036793693,65.44117647058823,1610612742,33,36,2022-12-22T01:45:25Z,1960000,False,77.0,235.0,1,right,MISS K. Walker 24' pullup 3PT,[202689],1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Center,24.69,Missed,,Walker,K. Walker,,,,,,,,,,,,,,,,,,
198,PT08M34.00S,2022-12-22T01:45:21.5Z,2,REGULAR,rebound,defensive,[],1631111,,,1610612750,33,36,2022-12-22T01:48:33Z,1970000,False,,,0,,W. Moore Jr. REBOUND (Off:0 Def:1),[1631111],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,,,,Moore Jr.,W. Moore Jr.,,,,197.0,1.0,1.0,0.0,,,,,,,,,,,
199,PT08M26.00S,2022-12-22T01:45:29.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631111,9.543363994743759,4.901960784313726,1610612750,33,36,2022-12-22T01:45:37Z,1980000,False,225.0,37.0,1,left,MISS W. Moore Jr. 3PT,[1631111],1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,22.85,Missed,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,
200,PT08M22.00S,2022-12-22T01:45:33.6Z,2,REGULAR,rebound,defensive,[],202689,,,1610612742,33,36,2022-12-22T01:45:37Z,1990000,False,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,,Walker,K. Walker,,,,199.0,2.0,2.0,0.0,,,,,,,,,,,
201,PT08M14.00S,2022-12-22T01:45:41.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,82.60512483574244,50.98039215686274,1610612742,33,38,2022-12-22T01:45:49Z,2000000,False,5.0,111.0,1,right,K. Walker 11' pullup Jump Shot (4 PTS),[202689],1610612742.0,DAL,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.11,Made,4.0,Walker,K. Walker,,,,,,,,,,,,,,,,,,
202,PT08M13.00S,2022-12-22T01:45:50.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,33,38,2022-12-22T01:45:50Z,2010000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M59.00S,2022-12-22T01:48:53.5Z,2,REGULAR,turnover,traveling,[],1627854,,,1610612750,33,38,2022-12-22T01:49:01Z,2020000,False,,,0,,B. Forbes traveling TURNOVER (1 TO),[1627854],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,,Forbes,B. Forbes,,,,,,,,2005.0,,,,,1.0,,,,,
206,PT07M43.00S,2022-12-22T01:49:21.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203915,77.08607095926413,10.53921568627451,1610612742,33,38,2022-12-22T01:49:27Z,2030000,False,-197.0,163.0,1,right,MISS S. Dinwiddie 25' step back 3PT,[203915],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
207,PT07M40.00S,2022-12-22T01:49:24.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,33,38,2022-12-22T01:49:27Z,2040000,False,,,0,,R. Gobert REBOUND (Off:3 Def:3),[203497],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,,,,Gobert,R. Gobert,,,,206.0,6.0,3.0,3.0,,,,,,,,,,,
208,PT07M31.00S,2022-12-22T01:49:33.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,7.835085413929041,64.95098039215686,1610612750,33,38,2022-12-22T01:49:38Z,2050000,False,-75.0,21.0,1,left,MISS J. Nowell 7' pullup Shot,[1629669],1610612750.0,MIN,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
209,PT07M29.00S,2022-12-22T01:49:35.5Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,33,38,2022-12-22T01:49:35Z,2060000,False,,,0,,R. Gobert REBOUND (Off:4 Def:3),[203497],1610612750.0,MIN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Gobert,R. Gobert,,,,208.0,7.0,3.0,4.0,,,,,,,,,,,
210,PT07M28.00S,2022-12-22T01:49:37.3Z,2,REGULAR,turnover,lost ball,[],203497,,,1610612750,33,38,2022-12-22T01:49:41Z,2070000,False,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 203939]",1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,,Gobert,R. Gobert,,,,,,,,,,,,,1.0,Powell,203939.0,,,
211,PT07M28.00S,2022-12-22T01:49:37.3Z,2,REGULAR,steal,,[],203939,,,1610612742,33,38,2022-12-22T01:51:20Z,2080000,False,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,
212,PT07M11.00S,2022-12-22T01:49:53.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,91.67214191852825,61.274509803921575,1610612742,33,38,2022-12-22T01:50:00Z,2090000,False,56.0,26.0,1,right,MISS S. Dinwiddie 6' driving Layup - blocked,"[203915, 203497]",1610612742.0,DAL,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,Gobert,203497.0,
213,PT07M11.00S,2022-12-22T01:49:53.9Z,2,REGULAR,block,,[],203497,,,1610612742,33,38,2022-12-22T01:49:56Z,2100000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,
214,PT07M07.00S,2022-12-22T01:49:57.9Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,33,38,2022-12-22T01:50:00Z,2110000,False,,,0,,D. Powell REBOUND (Off:2 Def:2),[203939],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Powell,D. Powell,,,,212.0,4.0,2.0,2.0,,,,,,,,,,,
215,PT07M04.00S,2022-12-22T01:50:01.0Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203915,94.43166885676742,77.69607843137256,1610612742,33,40,2022-12-22T01:50:08Z,2120000,False,138.0,0.0,1,right,S. Dinwiddie 13' step back Jump Shot (8 PTS),[203915],1610612742.0,DAL,step back,,,,,,Mid-Range,8-16 Right,13.85,Made,8.0,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
217,PT06M42.00S,2022-12-22T01:50:23.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203085,6.521024967148489,41.17647058823529,1610612750,35,40,2022-12-22T01:50:28Z,2140000,False,44.0,9.0,1,left,A. Rivers driving Layup (4 PTS),[203085],1610612750.0,MIN,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,4.0,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,
218,PT06M29.00S,2022-12-22T01:50:35.0Z,2,REGULAR,3pt,Jump Shot,[],202722,94.95729303547962,95.58823529411765,1610612742,35,40,2022-12-22T01:50:39Z,2150000,False,228.0,-5.0,1,right,MISS D. Bertans 3PT,[202722],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,22.8,Missed,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,
219,PT06M27.00S,2022-12-22T01:50:37.0Z,2,REGULAR,rebound,defensive,[],203085,,,1610612750,35,40,2022-12-22T01:50:39Z,2160000,False,,,0,,A. Rivers REBOUND (Off:1 Def:1),[203085],1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,,,,Rivers,A. Rivers,,,,218.0,2.0,1.0,1.0,,,,,,,,,,,
220,PT06M18.00S,2022-12-22T01:50:47.4Z,2,REGULAR,foul,personal,['3freethrow'],203915,,,1610612750,35,40,2022-12-22T01:50:55Z,2170000,False,,,0,,S. Dinwiddie shooting personal FOUL (2 PF) (Forbes 3 FT),"[203915, 1627854]",1610612742.0,DAL,shooting,,,,,,Above the Break 3,24+ Center,,,,Dinwiddie,S. Dinwiddie,,,,,,,,1148.0,2.0,0.0,Forbes,1627854.0,,,,,,
222,PT06M18.00S,2022-12-22T01:51:15.9Z,2,REGULAR,freethrow,1 of 3,[],1627854,,,1610612750,36,40,2022-12-22T01:51:15Z,2190000,False,,,0,,B. Forbes Free Throw 1 of 3 (4 PTS),[1627854],1610612750.0,MIN,,,,,,,,,,Made,4.0,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,
223,PT06M18.00S,2022-12-22T01:51:35.7Z,2,REGULAR,freethrow,2 of 3,[],1627854,,,1610612750,37,40,2022-12-22T01:51:35Z,2200000,False,,,0,,B. Forbes Free Throw 2 of 3 (5 PTS),[1627854],1610612750.0,MIN,,,,,,,,,,Made,5.0,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,
224,PT06M18.00S,2022-12-22T01:51:36.6Z,2,REGULAR,substitution,out,[],1631111,,,1610612750,37,40,2022-12-22T01:51:50Z,2210000,False,,,0,,SUB out: W. Moore Jr.,[1631111],1610612750.0,MIN,,,,,,,,,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,
225,PT06M18.00S,2022-12-22T01:51:36.6Z,2,REGULAR,substitution,out,[],203939,,,1610612750,37,40,2022-12-22T01:51:50Z,2220000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,
226,PT06M18.00S,2022-12-22T01:51:36.6Z,2,REGULAR,substitution,out,[],202689,,,1610612750,37,40,2022-12-22T01:51:50Z,2230000,False,,,0,,SUB out: K. Walker,[202689],1610612742.0,DAL,,,,,,,,,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,
227,PT06M18.00S,2022-12-22T01:51:36.6Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,37,40,2022-12-22T01:51:50Z,2240000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,,,,,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,
228,PT06M18.00S,2022-12-22T01:51:36.6Z,2,REGULAR,substitution,in,[],1626174,,,1610612750,37,40,2022-12-22T01:51:50Z,2250000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,
229,PT06M18.00S,2022-12-22T01:51:36.6Z,2,REGULAR,substitution,in,[],1629029,,,1610612750,37,40,2022-12-22T01:51:50Z,2260000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,,,,,,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
230,PT06M18.00S,2022-12-22T01:51:52.0Z,2,REGULAR,freethrow,3 of 3,[],1627854,,,1610612750,38,40,2022-12-22T01:51:52Z,2270000,False,,,0,,B. Forbes Free Throw 3 of 3 (6 PTS),[1627854],1610612750.0,MIN,,,,,,,,,,Made,6.0,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,
231,PT06M04.00S,2022-12-22T01:52:08.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,92.06636005256242,56.127450980392155,1610612742,38,42,2022-12-22T01:52:15Z,2280000,False,31.0,22.0,1,right,C. Wood driving Layup (8 PTS) (L. Doncic 5 AST),"[1626174, 1629029]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,3.77,Made,8.0,Wood,C. Wood,L. Doncic,1629029.0,5.0,,,,,,,,,,,,,,,
233,PT05M46.00S,2022-12-22T01:52:29.4Z,2,REGULAR,turnover,traveling,[],1629669,,,1610612750,38,42,2022-12-22T01:52:34Z,2300000,False,,,0,,J. Nowell traveling TURNOVER (1 TO),[1629669],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,,Nowell,J. Nowell,,,,,,,,1628951.0,,,,,1.0,,,,,
234,PT05M46.00S,2022-12-22T01:52:35.0Z,2,REGULAR,substitution,out,[],1627854,,,1610612742,38,42,2022-12-22T01:52:37Z,2310000,False,,,0,,SUB out: B. Forbes,[1627854],1610612750.0,MIN,,,,,,,,,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,
235,PT05M46.00S,2022-12-22T01:52:35.0Z,2,REGULAR,substitution,in,[],1630183,,,1610612742,38,42,2022-12-22T01:52:37Z,2320000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,
236,PT05M39.00S,2022-12-22T01:52:56.2Z,2,REGULAR,violation,kicked ball,[],1630183,,,1610612742,38,42,2022-12-22T01:53:01Z,2330000,False,,,0,,J. McDaniels kicked ball VIOLATION,[1630183],1610612750.0,MIN,,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,1148.0,,,,,,,,,,
237,PT05M33.00S,2022-12-22T01:53:17.3Z,2,REGULAR,violation,kicked ball,[],1630183,,,1610612742,38,42,2022-12-22T01:53:23Z,2340000,False,,,0,,J. McDaniels kicked ball VIOLATION,[1630183],1610612750.0,MIN,,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,1148.0,,,,,,,,,,
238,PT05M26.00S,2022-12-22T01:53:32.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626174,92.85479632063075,49.26470588235294,1610612742,38,44,2022-12-22T01:53:49Z,2350000,False,-4.0,15.0,1,right,C. Wood cutting DUNK (10 PTS) (L. Doncic 6 AST),"[1626174, 1629029]",1610612742.0,DAL,cutting,,,,,,Restricted Area,0-8 Center,1.52,Made,10.0,Wood,C. Wood,L. Doncic,1629029.0,6.0,,,,,,,,,,,,,,,
240,PT05M07.00S,2022-12-22T01:53:52.8Z,2,REGULAR,turnover,traveling,[],1630162,,,1610612750,38,44,2022-12-22T01:53:58Z,2370000,False,,,0,,A. Edwards traveling TURNOVER (3 TO),[1630162],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,,Edwards,A. Edwards,,,,,,,,2005.0,,,,,3.0,,,,,
241,PT04M55.00S,2022-12-22T01:54:18.1Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,38,44,2022-12-22T01:54:25Z,2380000,False,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 203497]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Doncic,L. Doncic,,,,,,,,,,,,,3.0,Gobert,203497.0,,,
242,PT04M55.00S,2022-12-22T01:54:18.1Z,2,REGULAR,steal,,[],203497,,,1610612750,38,44,2022-12-22T01:54:19Z,2390000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,
243,PT04M46.00S,2022-12-22T01:54:29.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203497,8.754927726675426,45.588235294117645,1610612750,40,44,2022-12-22T01:54:40Z,2400000,False,22.0,30.0,1,left,R. Gobert cutting Layup (10 PTS) (A. Rivers 2 AST),"[203497, 203085]",1610612750.0,MIN,cutting,,,,,,Restricted Area,0-8 Center,3.71,Made,10.0,Gobert,R. Gobert,A. Rivers,203085.0,2.0,,,,,,,,,,,,,,,
245,PT04M46.00S,2022-12-22T01:54:32.2Z,2,REGULAR,foul,personal,['1freethrow'],202722,,,1610612750,40,44,2022-12-22T01:54:39Z,2420000,False,,,0,,D. Bertans shooting personal FOUL (1 PF) (Gobert 1 FT),"[202722, 203497]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,,,,Bertans,D. Bertans,,,,,,,,1628951.0,1.0,0.0,Gobert,203497.0,,,,,,
247,PT04M46.00S,2022-12-22T01:54:41.9Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,40,44,2022-12-22T01:55:11Z,2440000,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,,,,,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
248,PT04M46.00S,2022-12-22T01:54:41.9Z,2,REGULAR,substitution,out,[],202722,,,1610612750,40,44,2022-12-22T01:55:11Z,2450000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,,,,,,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,
249,PT04M46.00S,2022-12-22T01:54:41.9Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,40,44,2022-12-22T01:55:11Z,2460000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,,,,,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,
250,PT04M46.00S,2022-12-22T01:54:41.9Z,2,REGULAR,substitution,in,[],203501,,,1610612750,40,44,2022-12-22T01:55:11Z,2470000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,
251,PT04M46.00S,2022-12-22T01:55:10.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203497,,,1610612750,40,44,2022-12-22T01:55:10Z,2480000,False,,,0,,MISS R. Gobert Free Throw 1 of 1,[203497],1610612750.0,MIN,,,,,,,,,,Missed,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,
252,PT04M44.00S,2022-12-22T01:55:12.0Z,2,REGULAR,rebound,offensive,[],203085,,,1610612750,40,44,2022-12-22T01:55:12Z,2490000,False,,,0,,A. Rivers REBOUND (Off:2 Def:1),[203085],1610612750.0,MIN,,,,,,,,,,,,Rivers,A. Rivers,,,,251.0,3.0,1.0,2.0,,,,,,,,,,,
253,PT04M38.00S,2022-12-22T01:55:16.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203085,7.046649145860711,55.14705882352941,1610612750,42,44,2022-12-22T01:55:21Z,2500000,False,-26.0,14.0,1,left,A. Rivers driving reverse Layup (6 PTS),[203085],1610612750.0,MIN,driving reverse,,,,,,Restricted Area,0-8 Center,2.91,Made,6.0,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,
254,PT04M20.00S,2022-12-22T01:55:34.9Z,2,REGULAR,3pt,Jump Shot,[],203493,94.56307490144546,5.147058823529411,1610612742,42,44,2022-12-22T01:55:39Z,2510000,False,-224.0,-1.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,22.43,Missed,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,
255,PT04M17.00S,2022-12-22T01:55:37.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,42,44,2022-12-22T01:55:39Z,2520000,False,,,0,,R. Gobert REBOUND (Off:4 Def:4),[203497],1610612750.0,MIN,,,,,,,Left Corner 3,24+ Left,,,,Gobert,R. Gobert,,,,254.0,8.0,4.0,4.0,,,,,,,,,,,
