actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
59,PT07M17.00S,2022-12-22T01:18:18.2Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,9,11,2022-12-22T01:27:57Z,580000,False,,,0,,R. Gobert REBOUND (Off:3 Def:0),[203497],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,,Gobert,R. Gobert,,,,58.0,3.0,0.0,3.0,,,,,,,,,,,
60,PT07M17.00S,2022-12-22T01:18:20.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,11,11,2022-12-22T01:30:11Z,590000,False,0.0,0.0,1,left,R. Gobert tip DUNK (8 PTS),[203497],1610612750.0,MIN,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,
61,PT07M02.00S,2022-12-22T01:18:32.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,82.86793692509855,49.01960784313725,1610612742,11,13,2022-12-22T01:29:15Z,600000,False,-5.0,109.0,1,right,L. Doncic 10' floating Jump Shot (5 PTS),[1629029],1610612742.0,DAL,floating,,,,,,In The Paint (Non-RA),8-16 Center,10.86,Made,5.0,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,
63,PT06M54.00S,2022-12-22T01:18:40.3Z,1,REGULAR,foul,personal,[],203915,,,1610612750,11,13,2022-12-22T01:18:50Z,620000,False,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1630183]",1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,,,,,,2005.0,1.0,0.0,McDaniels,1630183.0,,,,,,
65,PT06M54.00S,2022-12-22T01:18:53.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,11,13,2022-12-22T01:18:56Z,640000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M40.00S,2022-12-22T01:22:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,7.5722733245729295,48.03921568627451,1610612750,13,13,2022-12-22T01:22:07Z,650000,False,10.0,19.0,1,left,A. Rivers driving finger roll Layup (2 PTS) (J. McDaniels 1 AST),"[203085, 1630183]",1610612750.0,MIN,driving finger roll,,,,,,Restricted Area,0-8 Center,2.11,Made,2.0,Rivers,A. Rivers,J. McDaniels,1630183.0,1.0,,,,,,,,,,,,,,,
68,PT06M24.00S,2022-12-22T01:22:18.3Z,1,REGULAR,3pt,Jump Shot,[],203915,90.75229960578186,3.9215686274509802,1610612742,13,16,2022-12-22T01:22:23Z,670000,False,-230.0,34.0,1,right,S. Dinwiddie 3PT  (3 PTS) (L. Doncic 3 AST),"[203915, 1629029]",1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,23.3,Made,3.0,Dinwiddie,S. Dinwiddie,L. Doncic,1629029.0,3.0,,,,,,,,,,,,,,,
70,PT06M09.00S,2022-12-22T01:22:33.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,9.543363994743759,59.068627450980394,1610612750,15,16,2022-12-22T01:22:38Z,690000,False,-45.0,37.0,1,left,J. McDaniels fadeaway Jump Shot (5 PTS) (D. Russell 2 AST),"[1630183, 1626156]",1610612750.0,MIN,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,5.86,Made,5.0,McDaniels,J. McDaniels,D. Russell,1626156.0,2.0,,,,,,,,,,,,,,,
72,PT05M55.00S,2022-12-22T01:22:47.9Z,1,REGULAR,3pt,Jump Shot,[],203493,96.27135348226018,96.32352941176471,1610612742,15,16,2022-12-22T01:23:01Z,710000,False,232.0,-17.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,23.23,Missed,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,
73,PT05M52.00S,2022-12-22T01:22:50.9Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612742,15,16,2022-12-22T01:23:01Z,720000,False,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,,Wood,C. Wood,,,,72.0,3.0,2.0,1.0,,,,,,,,,,,
75,PT05M51.00S,2022-12-22T01:22:52.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203493,76.42904073587385,87.00980392156863,1610612742,15,16,2022-12-22T01:23:10Z,740000,False,185.0,169.0,1,right,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2022-12-22T01:22:55.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,15,16,2022-12-22T01:23:10Z,750000,False,,,0,,R. Gobert REBOUND (Off:3 Def:1),[203497],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,,Gobert,R. Gobert,,,,75.0,4.0,1.0,3.0,,,,,,,,,,,
77,PT05M37.00S,2022-12-22T01:23:05.5Z,1,REGULAR,2pt,Jump Shot,[],1630162,20.71287779237845,49.754901960784316,1610612750,17,16,2022-12-22T01:23:17Z,760000,False,1.0,142.0,1,left,A. Edwards 14' pullup Jump Shot (2 PTS),[1630162],1610612750.0,MIN,pullup,,,,,,Mid-Range,8-16 Center,14.22,Made,2.0,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,
78,PT05M18.00S,2022-12-22T01:23:26.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,84.57621550591328,53.67647058823529,1610612742,17,18,2022-12-22T01:23:31Z,770000,False,18.0,92.0,1,right,S. Dinwiddie 9' Jump Shot (5 PTS),[203915],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,9.43,Made,5.0,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
79,PT05M18.00S,2022-12-22T01:23:30.2Z,1,REGULAR,foul,personal,['1freethrow'],203085,,,1610612742,17,18,2022-12-22T01:23:37Z,780000,False,,,0,,A. Rivers shooting personal FOUL (2 PF) (Dinwiddie 1 FT),"[203085, 203915]",1610612750.0,MIN,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Rivers,A. Rivers,,,,,,,,1628951.0,2.0,0.0,Dinwiddie,203915.0,,,,,,
81,PT05M18.00S,2022-12-22T01:23:38.7Z,1,REGULAR,substitution,out,[],1626156,,,1610612742,17,18,2022-12-22T01:23:46Z,800000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,,,,,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,
82,PT05M18.00S,2022-12-22T01:23:38.7Z,1,REGULAR,substitution,out,[],203497,,,1610612742,17,18,2022-12-22T01:23:46Z,810000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,,,,,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,
83,PT05M18.00S,2022-12-22T01:23:38.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612742,17,18,2022-12-22T01:23:46Z,820000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,,,,,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,
84,PT05M18.00S,2022-12-22T01:23:38.7Z,1,REGULAR,substitution,in,[],1629669,,,1610612742,17,18,2022-12-22T01:23:46Z,830000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,,,,,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
85,PT05M18.00S,2022-12-22T01:23:58.7Z,1,REGULAR,freethrow,1 of 1,[],203915,,,1610612742,17,19,2022-12-22T01:23:58Z,840000,False,,,0,,S. Dinwiddie Free Throw 1 of 1 (6 PTS),[203915],1610612742.0,DAL,,,,,,,,,,Made,6.0,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
86,PT05M08.00S,2022-12-22T01:24:09.6Z,1,REGULAR,3pt,Jump Shot,[],1629675,32.53942181340342,41.17647058823529,1610612750,20,19,2022-12-22T01:24:14Z,850000,False,44.0,253.0,1,left,N. Reid 25' 3PT  (3 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,25.72,Made,3.0,Reid,N. Reid,A. Edwards,1630162.0,2.0,,,,,,,,,,,,,,,
88,PT04M51.00S,2022-12-22T01:24:29.1Z,1,REGULAR,turnover,discontinued dribble,[],1629029,,,1610612742,20,19,2022-12-22T01:24:37Z,870000,False,,,0,,L. Doncic discontinued dribble TURNOVER (2 TO),[1629029],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Doncic,L. Doncic,,,,,,,,1628951.0,,,,,2.0,,,,,
89,PT04M51.00S,2022-12-22T01:24:33.2Z,1,REGULAR,substitution,out,[],203085,,,1610612750,20,19,2022-12-22T01:24:36Z,880000,False,,,0,,SUB out: A. Rivers,[203085],1610612750.0,MIN,,,,,,,,,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,
90,PT04M51.00S,2022-12-22T01:24:33.2Z,1,REGULAR,substitution,in,[],1627854,,,1610612750,20,19,2022-12-22T01:24:36Z,890000,False,,,0,,SUB in: B. Forbes,[1627854],1610612750.0,MIN,,,,,,,,,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,
