actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
575,PT08M18.00S,2023-03-11T03:04:08.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203937,94.43166885676742,48.77450980392157,1610612750,97,102,2023-03-11T03:12:19Z,5640000,False,-6.0,0.0,1,right,MISS K. Anderson driving Layup,[203937],1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,0.61,Missed,,,,,,,,,,,,,
576,PT08M14.00S,2023-03-11T03:04:12.6Z,4,REGULAR,rebound,defensive,[],203552,,,1610612751,97,102,2023-03-11T03:04:15Z,5650000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,575.0,2.0,2.0,0.0,,,,,,,,,
577,PT08M07.00S,2023-03-11T03:04:19.1Z,4,REGULAR,3pt,Jump Shot,[],203552,34.11629434954008,64.4607843137255,1610612751,97,102,2023-03-11T03:04:24Z,5660000,False,-72.0,268.0,1,left,MISS S. Curry 27' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,27.78,Missed,,,,,,,,,,,,,
578,PT08M06.00S,2023-03-11T03:04:20.1Z,4,REGULAR,rebound,defensive,[],203937,,,1610612750,97,102,2023-03-11T03:04:24Z,5670000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,,,,577.0,3.0,3.0,0.0,,,,,,,,,
579,PT08M06.00S,2023-03-11T03:04:25.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,97,102,2023-03-11T03:04:25Z,5680000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT08M06.00S,2023-03-11T03:06:41.7Z,4,REGULAR,substitution,out,[],203937,,,1610612750,97,102,2023-03-11T03:07:12Z,5690000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT08M06.00S,2023-03-11T03:06:41.7Z,4,REGULAR,substitution,in,[],1630162,,,1610612750,97,102,2023-03-11T03:07:12Z,5700000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M45.00S,2023-03-11T03:07:39.0Z,4,REGULAR,2pt,Jump Shot,[],1627752,93.24901445466492,31.372549019607842,1610612750,99,102,2023-03-11T03:07:44Z,5710000,False,-93.0,11.0,1,right,T. Prince 9' driving floating Jump Shot (8 PTS) (R. Gobert 4 AST),"[1627752, 203497]",1610612750.0,MIN,driving floating,,,Prince,T. Prince,,,,,Mid-Range,8-16 Left,,,,,,9.37,Made,,,,,,,,8.0,,,R. Gobert,203497.0,4.0
584,PT07M24.00S,2023-03-11T03:07:59.5Z,4,REGULAR,3pt,Jump Shot,[],203915,32.14520367936925,51.470588235294116,1610612751,99,105,2023-03-11T03:08:05Z,5730000,False,-7.0,250.0,1,left,S. Dinwiddie 24' 3PT pullup (23 PTS),[203915],1610612751.0,BKN,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,,,24.98,Made,,,,,,,,23.0,,,,,
585,PT07M05.00S,2023-03-11T03:08:19.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,89.56964520367937,55.392156862745104,1610612750,99,105,2023-03-11T03:08:26Z,5740000,False,27.0,46.0,1,right,MISS T. Prince driving floating Shot - blocked,"[1627752, 1629651]",1610612750.0,MIN,driving floating,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.29,Missed,,,,,,,,,Claxton,1629651.0,,,
586,PT07M05.00S,2023-03-11T03:08:19.7Z,4,REGULAR,block,,[],1629651,,,1610612750,99,105,2023-03-11T03:08:21Z,5750000,False,,,0,,N. Claxton BLOCK (4 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
587,PT07M04.00S,2023-03-11T03:08:20.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612750,99,105,2023-03-11T03:08:26Z,5760000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,585.0,,,,,,,,,,,,
589,PT07M04.00S,2023-03-11T03:08:31.7Z,4,REGULAR,substitution,out,[],203552,,,1610612750,99,105,2023-03-11T03:08:35Z,5780000,False,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT07M04.00S,2023-03-11T03:08:31.7Z,4,REGULAR,substitution,in,[],1627827,,,1610612750,99,105,2023-03-11T03:08:35Z,5790000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M58.00S,2023-03-11T03:08:55.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,93.64323258869908,49.01960784313725,1610612750,101,105,2023-03-11T03:08:59Z,5800000,False,-5.0,7.0,1,right,A. Edwards driving Layup (21 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,0.88,Made,,,,,,,,21.0,,,,,
592,PT06M40.00S,2023-03-11T03:09:11.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,18.610381077529567,53.431372549019606,1610612751,101,107,2023-03-11T03:15:48Z,5810000,False,-17.0,122.0,1,left,M. Bridges 12' fadeaway Jump Shot (29 PTS),[1628969],1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.36,Made,,,,,,,,29.0,,,,,
593,PT06M28.00S,2023-03-11T03:09:24.2Z,4,REGULAR,3pt,Jump Shot,[],1629638,85.23324572930355,94.85294117647058,1610612750,101,107,2023-03-11T03:09:29Z,5820000,False,224.0,86.0,1,right,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,,,,,,24.03,Missed,,,,,,,,,,,,,
594,PT06M26.00S,2023-03-11T03:09:26.2Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612751,101,107,2023-03-11T03:09:29Z,5830000,False,,,0,,D. Finney-Smith REBOUND (Off:2 Def:2),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,,,,,593.0,4.0,2.0,2.0,,,,,,,,,
595,PT06M16.00S,2023-03-11T03:09:37.2Z,4,REGULAR,2pt,Jump Shot,[],203915,21.23850197109067,68.13725490196079,1610612751,101,109,2023-03-11T03:09:42Z,5840000,False,-91.0,147.0,1,left,S. Dinwiddie 17' pullup Jump Shot (25 PTS),[203915],1610612751.0,BKN,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Left Center,,,,,,17.28,Made,,,,,,,,25.0,,,,,
596,PT06M14.00S,2023-03-11T03:09:43.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,101,109,2023-03-11T03:17:31Z,5850000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M14.00S,2023-03-11T03:12:05.8Z,4,REGULAR,substitution,out,[],1629638,,,1610612750,101,109,2023-03-11T03:12:19Z,5860000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M14.00S,2023-03-11T03:12:05.8Z,4,REGULAR,substitution,in,[],1630183,,,1610612750,101,109,2023-03-11T03:12:19Z,5870000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT05M49.00S,2023-03-11T03:13:01.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,95.40078843626807,38.45741421568627,1610612750,101,109,2023-03-11T03:18:51Z,5880000,False,-58.0,-9.0,1,right,MISS A. Edwards fadeaway Shot,[1630162],1610612750.0,MIN,fadeaway,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.84,Missed,,,,,,,,,,,,,
600,PT05M46.00S,2023-03-11T03:13:04.4Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612751,101,109,2023-03-11T03:13:10Z,5890000,False,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,599.0,6.0,6.0,0.0,,,,,,,,,
607,PT05M46.00S,2023-03-11T03:13:14.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,6.1268068331143235,48.28431372549019,1610612751,101,109,2023-03-11T03:17:17Z,5905000,False,9.0,5.0,1,left,MISS R. O'Neale driving Layup - blocked,"[1626220, 1630183]",1610612751.0,BKN,driving,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,1.0,Missed,,,,,,,,,McDaniels,1630183.0,,,
608,PT05M46.00S,2023-03-11T03:13:14.3Z,4,REGULAR,block,,[],1630183,,,1610612751,101,109,2023-03-11T03:16:39Z,5912500,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
609,PT05M44.00S,2023-03-11T03:13:16.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612750,101,109,2023-03-11T03:17:17Z,5916250,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,607.0,,,,,,,,,,,,
603,PT05M44.00S,2023-03-11T03:13:27.3Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612750,101,109,2023-03-11T03:16:39Z,5920000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT05M44.00S,2023-03-11T03:16:14.9Z,4,REGULAR,substitution,out,[],1627752,,,1610612750,101,109,2023-03-11T03:16:39Z,5940000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT05M44.00S,2023-03-11T03:16:14.9Z,4,REGULAR,substitution,in,[],203937,,,1610612750,101,109,2023-03-11T03:16:39Z,5950000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT05M29.00S,2023-03-11T03:16:41.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.85479632063075,49.50980392156863,1610612750,103,109,2023-03-11T03:16:47Z,5960000,False,-2.0,15.0,1,right,A. Edwards driving Layup (23 PTS) (K. Anderson 8 AST),"[1630162, 203937]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,1.49,Made,,,,,,,,23.0,,,K. Anderson,203937.0,8.0
612,PT05M16.00S,2023-03-11T03:16:56.7Z,4,REGULAR,foul,offensive,['inpenalty'],1629651,,,1610612751,103,109,2023-03-11T03:17:04Z,5980000,False,,,0,,N. Claxton offensive FOUL (4 PF),"[1629651, 201144]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,1627526.0,4.0,0.0,Conley,201144.0,,,,,,,,,,,,,,,
614,PT05M16.00S,2023-03-11T03:16:56.7Z,4,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,103,109,2023-03-11T03:16:56Z,6000000,False,,,0,,N. Claxton offensive foul TURNOVER (2 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,1627526.0,,,,,,,,,,,2.0,,,,,,,,
615,PT05M03.00S,2023-03-11T03:17:27.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612750,103,109,2023-03-11T03:17:35Z,6010000,False,,,0,,N. Claxton shooting personal FOUL (5 PF) (McDaniels 2 FT),"[1629651, 1630183]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2003.0,5.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,
617,PT05M03.00S,2023-03-11T03:17:58.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630183,,,1610612750,103,109,2023-03-11T03:17:58Z,6030000,False,,,0,,MISS J. McDaniels Free Throw 1 of 2,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
618,PT05M03.00S,2023-03-11T03:17:58.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,103,109,2023-03-11T03:17:58Z,6040000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,617.0,,,,,,,,,,,,
619,PT05M03.00S,2023-03-11T03:17:58.9Z,4,REGULAR,substitution,out,[],1629651,,,1610612750,103,109,2023-03-11T03:18:04Z,6050000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT05M03.00S,2023-03-11T03:17:58.9Z,4,REGULAR,substitution,in,[],1629661,,,1610612750,103,109,2023-03-11T03:18:04Z,6060000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT05M03.00S,2023-03-11T03:18:17.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630183,,,1610612750,104,109,2023-03-11T03:18:17Z,6070000,False,,,0,,J. McDaniels Free Throw 2 of 2 (13 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,Made,,,,,,,,13.0,,,,,
622,PT04M40.00S,2023-03-11T03:18:43.7Z,4,REGULAR,2pt,Jump Shot,[],1629661,5.732588699080158,12.5,1610612751,104,109,2023-03-11T03:21:42Z,6080000,False,188.0,1.0,1,left,MISS C. Johnson 18' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right,,,,,,18.75,Missed,,,,,,,,,,,,,
623,PT04M37.00S,2023-03-11T03:18:46.7Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,104,109,2023-03-11T03:18:48Z,6090000,False,,,0,,R. Gobert REBOUND (Off:5 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right,,,,,,,,622.0,12.0,7.0,5.0,,,,,,,,,
624,PT04M28.00S,2023-03-11T03:18:55.8Z,4,REGULAR,turnover,bad pass,[],1630183,,,1610612750,104,109,2023-03-11T03:18:59Z,6100000,False,,,0,,J. McDaniels bad pass TURNOVER (2 TO),"[1630183, 1626220]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,O'Neale,1626220.0,,,,,,
625,PT04M28.00S,2023-03-11T03:18:55.8Z,4,REGULAR,steal,,[],1626220,,,1610612751,104,109,2023-03-11T03:18:57Z,6110000,False,,,0,,R. O'Neale STEAL (2 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
626,PT04M24.00S,2023-03-11T03:19:00.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626220,7.178055190538765,51.9607843137255,1610612751,104,109,2023-03-11T03:19:06Z,6120000,False,-10.0,15.0,1,left,MISS R. O'Neale running Layup,[1626220],1610612751.0,BKN,running,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,1.79,Missed,,,,,,,,,,,,,
627,PT04M22.00S,2023-03-11T03:19:02.2Z,4,REGULAR,rebound,defensive,[],203937,,,1610612750,104,109,2023-03-11T03:19:06Z,6130000,False,,,0,,K. Anderson REBOUND (Off:0 Def:4),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,626.0,4.0,4.0,0.0,,,,,,,,,
628,PT04M15.00S,2023-03-11T03:19:09.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,89.35611038107753,49.19960171568627,1610612750,104,109,2023-03-11T03:24:32Z,6140000,False,-4.0,48.0,1,right,MISS K. Anderson driving floating bank Shot,[203937],1610612750.0,MIN,driving floating bank,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.78,Missed,,,,,,,,,,,,,
629,PT04M13.00S,2023-03-11T03:19:11.7Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612751,104,109,2023-03-11T03:19:13Z,6150000,False,,,0,,R. O'Neale REBOUND (Off:3 Def:10),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,628.0,13.0,10.0,3.0,,,,,,,,,
630,PT04M11.00S,2023-03-11T03:19:14.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629661,8.754927726675426,48.28431372549019,1610612751,104,109,2023-03-11T03:24:49Z,6160000,False,9.0,30.0,1,left,MISS C. Johnson running Layup - blocked,"[1629661, 1630162]",1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,3.1,Missed,,,,,,,,,Edwards,1630162.0,,,
631,PT04M11.00S,2023-03-11T03:19:14.1Z,4,REGULAR,block,,[],1630162,,,1610612751,104,109,2023-03-11T03:19:16Z,6170000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
632,PT04M10.00S,2023-03-11T03:19:15.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,104,109,2023-03-11T03:19:21Z,6180000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,630.0,,,,,,,,,,,,
634,PT04M10.00S,2023-03-11T03:19:27.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,104,109,2023-03-11T03:19:27Z,6200000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT04M07.00S,2023-03-11T03:21:10.1Z,4,REGULAR,turnover,bad pass,[],1628969,,,1610612751,104,109,2023-03-11T03:21:15Z,6210000,False,,,0,,M. Bridges bad pass TURNOVER (4 TO),"[1628969, 203497]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,4.0,Gobert,203497.0,,,,,,
636,PT04M07.00S,2023-03-11T03:21:10.1Z,4,REGULAR,steal,,[],203497,,,1610612750,104,109,2023-03-11T03:21:11Z,6220000,False,,,0,,R. Gobert STEAL (3 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
637,PT04M05.00S,2023-03-11T03:21:13.1Z,4,REGULAR,turnover,bad pass,[],203937,,,1610612750,104,109,2023-03-11T03:21:17Z,6230000,False,,,0,,K. Anderson bad pass TURNOVER (2 TO),"[203937, 1626220]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,2.0,O'Neale,1626220.0,,,,,,
638,PT04M05.00S,2023-03-11T03:21:13.1Z,4,REGULAR,steal,,[],1626220,,,1610612751,104,109,2023-03-11T03:21:15Z,6240000,False,,,0,,R. O'Neale STEAL (3 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
639,PT03M44.00S,2023-03-11T03:21:34.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,22.683968462549277,11.27450980392157,1610612751,104,109,2023-03-11T03:21:38Z,6250000,False,194.0,161.0,1,left,MISS M. Bridges 25' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,25.16,Missed,,,,,,,,,,,,,
640,PT03M41.00S,2023-03-11T03:21:37.3Z,4,REGULAR,rebound,defensive,[],203937,,,1610612750,104,109,2023-03-11T03:21:38Z,6260000,False,,,0,,K. Anderson REBOUND (Off:0 Def:5),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,639.0,5.0,5.0,0.0,,,,,,,,,
641,PT03M23.00S,2023-03-11T03:21:54.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.32917214191852,46.81372549019608,1610612750,104,109,2023-03-11T03:22:01Z,6270000,False,-16.0,20.0,1,right,MISS A. Edwards driving Layup - blocked,"[1630162, 1627827]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,2.52,Missed,,,,,,,,,Finney-Smith,1627827.0,,,
642,PT03M23.00S,2023-03-11T03:21:54.6Z,4,REGULAR,block,,[],1627827,,,1610612750,104,109,2023-03-11T03:22:01Z,6280000,False,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
643,PT03M19.00S,2023-03-11T03:21:58.6Z,4,REGULAR,rebound,offensive,[],201144,,,1610612750,104,109,2023-03-11T03:22:01Z,6290000,False,,,0,,M. Conley REBOUND (Off:1 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,641.0,3.0,2.0,1.0,,,,,,,,,
644,PT03M18.00S,2023-03-11T03:21:59.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201144,85.3646517739816,48.77450980392157,1610612750,104,109,2023-03-11T03:27:01Z,6300000,False,-6.0,85.0,1,right,MISS M. Conley 8' driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.53,Missed,,,,,,,,,,,,,
645,PT03M18.00S,2023-03-11T03:21:59.4Z,4,REGULAR,rebound,offensive,[],201144,,,1610612750,104,109,2023-03-11T03:22:04Z,6310000,False,,,0,,M. Conley REBOUND (Off:2 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,644.0,4.0,2.0,2.0,,,,,,,,,
646,PT03M14.00S,2023-03-11T03:22:04.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201144,90.14454664914587,50.09957107843137,1610612750,104,109,2023-03-11T03:27:23Z,6320000,False,0.0,40.0,1,right,MISS M. Conley tip Layup,[201144],1610612750.0,MIN,tip,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,4.01,Missed,,,,,,,,,,,,,
647,PT03M13.00S,2023-03-11T03:22:05.1Z,4,REGULAR,rebound,offensive,[],201144,,,1610612750,104,109,2023-03-11T03:27:23Z,6330000,False,,,0,,M. Conley REBOUND (Off:3 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,646.0,5.0,2.0,3.0,,,,,,,,,
648,PT03M04.00S,2023-03-11T03:22:14.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,92.85479632063075,49.754901960784316,1610612750,106,109,2023-03-11T03:22:20Z,6340000,False,-1.0,15.0,1,right,A. Edwards driving Layup (25 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,1.47,Made,,,,,,,,25.0,,,,,
649,PT03M04.00S,2023-03-11T03:22:19.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,106,109,2023-03-11T03:22:19Z,6350000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT03M04.00S,2023-03-11T03:23:22.7Z,4,REGULAR,substitution,out,[],1627827,,,1610612751,106,109,2023-03-11T03:23:44Z,6360000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT03M04.00S,2023-03-11T03:23:22.7Z,4,REGULAR,substitution,in,[],1629651,,,1610612751,106,109,2023-03-11T03:23:44Z,6370000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT02M53.00S,2023-03-11T03:23:58.8Z,4,REGULAR,3pt,Jump Shot,[],203915,27.020367936925098,18.38235294117647,1610612751,106,109,2023-03-11T03:28:23Z,6380000,False,158.0,201.0,1,left,MISS S. Dinwiddie 25' pullup 3PT,[203915],1610612751.0,BKN,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,25.61,Missed,,,,,,,,,,,,,
653,PT02M49.00S,2023-03-11T03:24:02.1Z,4,REGULAR,rebound,offensive,[],1629651,,,1610612751,106,109,2023-03-11T03:24:02Z,6390000,False,,,0,,N. Claxton REBOUND (Off:4 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,652.0,9.0,5.0,4.0,,,,,,,,,
654,PT02M39.00S,2023-03-11T03:24:12.8Z,4,REGULAR,turnover,bad pass,[],203915,,,1610612751,106,109,2023-03-11T03:24:18Z,6400000,False,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 203497]",1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Gobert,203497.0,,,,,,
655,PT02M39.00S,2023-03-11T03:24:12.8Z,4,REGULAR,steal,,[],203497,,,1610612750,106,109,2023-03-11T03:24:15Z,6410000,False,,,0,,R. Gobert STEAL (4 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
