actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M18.00S,2022-11-06T00:12:46.0Z,1,REGULAR,2pt,Jump Shot,[],1626157,13.87976346911958,17.892156862745097,1610612750,9,8,2022-11-06T00:12:52Z,190000,161.0,78.0,1,left,K. Towns 17' Jump Shot (4 PTS) (K. Anderson 1 AST),"[1626157, 203937]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right,17.84,Made,4.0,K. Anderson,203937.0,1.0,,,,,,,,,,,,,,
21,PT10M03.00S,2022-11-06T00:13:01.6Z,1,REGULAR,3pt,Jump Shot,[],1630231,75.3777923784494,87.00980392156863,1610612745,9,8,2022-11-06T00:13:06Z,210000,185.0,179.0,1,right,MISS K. Martin Jr. 25' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
22,PT09M59.00S,2022-11-06T00:13:05.6Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,9,8,2022-11-06T00:13:06Z,220000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,
23,PT09M49.00S,2022-11-06T00:13:15.0Z,1,REGULAR,3pt,Jump Shot,[],1626157,30.831143232588698,71.56862745098039,1610612750,12,8,2022-11-06T00:13:19Z,230000,-108.0,237.0,1,left,K. Towns 26' 3PT  (7 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,26.06,Made,7.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
25,PT09M36.00S,2022-11-06T00:13:29.9Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612745,12,8,2022-11-06T00:13:36Z,250000,,,0,,K. Towns shooting personal FOUL (1 PF) (Sengun 2 FT),"[1626157, 1630578]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,
27,PT09M36.00S,2022-11-06T00:13:57.2Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,12,8,2022-11-06T00:14:20Z,270000,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT09M36.00S,2022-11-06T00:13:57.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,12,8,2022-11-06T00:14:20Z,280000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,
29,PT09M36.00S,2022-11-06T00:13:57.2Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,12,8,2022-11-06T00:14:20Z,290000,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT09M34.00S,2022-11-06T00:13:59.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,12,8,2022-11-06T00:14:20Z,300000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,
32,PT09M20.00S,2022-11-06T00:14:44.1Z,1,REGULAR,3pt,Jump Shot,[],1626156,11.957950065703022,97.08180147058823,1610612750,12,8,2022-11-06T00:15:00Z,320000,-235.0,60.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,24.29,Missed,,,,,,,,,,,,,,,,,,
33,PT09M17.00S,2022-11-06T00:14:47.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,12,8,2022-11-06T00:15:00Z,330000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,
34,PT09M07.00S,2022-11-06T00:14:57.2Z,1,REGULAR,3pt,Jump Shot,[],201569,95.87713534822602,3.6764705882352944,1610612745,12,11,2022-11-06T00:15:04Z,340000,-232.0,-14.0,1,right,E. Gordon 3PT  (3 PTS) (J. Green 1 AST),"[201569, 1630224]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Left Corner 3,24+ Left,23.2,Made,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
36,PT08M54.00S,2022-11-06T00:15:10.3Z,1,REGULAR,2pt,Jump Shot,[],1630162,23.99802890932983,30.637254901960787,1610612750,12,11,2022-11-06T00:15:16Z,360000,97.0,173.0,1,left,MISS A. Edwards 19' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,19.83,Missed,,,,,,,,,,,,,,,,,,
37,PT08M50.00S,2022-11-06T00:15:14.3Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,12,11,2022-11-06T00:15:16Z,370000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,
38,PT08M30.00S,2022-11-06T00:15:34.3Z,1,REGULAR,3pt,Jump Shot,[],1630231,72.88107752956637,17.401960784313726,1610612745,12,14,2022-11-06T00:15:39Z,380000,-163.0,202.0,1,right,K. Martin Jr. 25' 3PT  (3 PTS) (J. Green 2 AST),"[1630231, 1630224]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,25.99,Made,3.0,J. Green,1630224.0,2.0,,,,,,,,,,,,,,
40,PT08M04.00S,2022-11-06T00:16:00.9Z,1,REGULAR,2pt,Jump Shot,[],1630183,23.078186596583443,63.725490196078425,1610612750,12,14,2022-11-06T00:16:08Z,400000,-69.0,164.0,1,left,MISS J. McDaniels 17' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,17.81,Missed,,,,,,,,,,,,,,,,,,
41,PT08M01.00S,2022-11-06T00:16:03.9Z,1,REGULAR,rebound,offensive,[],203937,,,1610612750,12,14,2022-11-06T00:16:08Z,410000,,,0,,K. Anderson REBOUND (Off:1 Def:0),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,40.0,1.0,0.0,1.0,,,,,
42,PT08M00.00S,2022-11-06T00:16:04.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,7.703679369250986,50.0,1610612750,14,14,2022-11-06T00:16:12Z,420000,0.0,20.0,1,left,K. Anderson putback Layup (2 PTS),[203937],1610612750.0,MIN,putback,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,1.99,Made,2.0,,,,,,,,,,,,,,,,,
43,PT07M46.00S,2022-11-06T00:16:21.5Z,1,REGULAR,foul,offensive,[],1630578,,,1610612745,14,14,2022-11-06T00:16:30Z,430000,,,0,,A. Sengun offensive FOUL (1 PF),"[1630578, 203937]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,,,,201245.0,1.0,0.0,Anderson,203937.0,,,,,,,,,
45,PT07M46.00S,2022-11-06T00:16:21.5Z,1,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,14,14,2022-11-06T00:16:21Z,450000,,,0,,A. Sengun offensive foul TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,,,,201245.0,,,,,,,,,1.0,,,,
46,PT07M34.00S,2022-11-06T00:16:41.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626157,8.492115637319317,63.48039215686274,1610612750,14,14,2022-11-06T00:16:46Z,460000,-67.0,27.0,1,left,MISS K. Towns 7' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,7.27,Missed,,,,,,,,,,,,,,,,,,
47,PT07M31.00S,2022-11-06T00:16:44.5Z,1,REGULAR,rebound,offensive,[],1626156,,,1610612750,14,14,2022-11-06T00:16:44Z,470000,,,0,,D. Russell REBOUND (Off:1 Def:0),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,46.0,1.0,0.0,1.0,,,,,
48,PT07M31.00S,2022-11-06T00:16:45.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630183,8.360709592641262,3.431372549019608,1610612750,14,14,2022-11-06T00:16:49Z,480000,233.0,26.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
49,PT07M28.00S,2022-11-06T00:16:47.4Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,14,14,2022-11-06T00:16:47Z,490000,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,48.0,2.0,1.0,1.0,,,,,
50,PT07M26.00S,2022-11-06T00:16:49.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630183,7.440867279894875,48.529411764705884,1610612750,16,14,2022-11-06T00:16:55Z,500000,7.0,17.0,1,left,J. McDaniels cutting DUNK (2 PTS) (K. Towns 2 AST),"[1630183, 1626157]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.89,Made,2.0,K. Towns,1626157.0,2.0,,,,,,,,,,,,,,
52,PT07M05.00S,2022-11-06T00:17:10.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,80.89684625492772,7.107843137254902,1610612745,16,17,2022-11-06T00:17:16Z,520000,-214.0,127.0,1,right,J. Green 24' 3PT  (6 PTS) (K. Martin Jr. 1 AST),"[1630224, 1630231]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,24.93,Made,6.0,K. Martin Jr.,1630231.0,1.0,,,,,,,,,,,,,,
54,PT06M55.00S,2022-11-06T00:17:23.8Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,16,17,2022-11-06T00:17:31Z,540000,,,0,,K. Towns offensive FOUL (2 PF),"[1626157, 1630578]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,
56,PT06M55.00S,2022-11-06T00:17:23.8Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,16,17,2022-11-06T00:17:23Z,560000,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,,,,,,,,,1.0,,,,
57,PT06M55.00S,2022-11-06T00:17:32.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,16,17,2022-11-06T00:17:32Z,570000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M42.00S,2022-11-06T00:20:32.3Z,1,REGULAR,turnover,bad pass,[],1630231,,,1610612745,16,17,2022-11-06T00:20:37Z,580000,,,0,,K. Martin Jr. bad pass TURNOVER (1 TO),"[1630231, 203937]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,Anderson,203937.0,,
59,PT06M42.00S,2022-11-06T00:20:32.3Z,1,REGULAR,steal,,[],203937,,,1610612750,16,17,2022-11-06T00:20:33Z,590000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
61,PT06M38.00S,2022-11-06T00:20:38.4Z,1,REGULAR,foul,personal,[],1629645,,,1610612750,16,17,2022-11-06T00:20:57Z,610000,,,0,,K. Porter Jr. personal FOUL (1 PF),"[1629645, 203937]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,1626302.0,1.0,0.0,Anderson,203937.0,,,,,,,,,
63,PT06M38.00S,2022-11-06T00:20:48.2Z,1,REGULAR,substitution,out,[],1630578,,,1610612750,16,17,2022-11-06T00:20:51Z,630000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M38.00S,2022-11-06T00:20:48.2Z,1,REGULAR,substitution,in,[],1630586,,,1610612750,16,17,2022-11-06T00:20:51Z,640000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M29.00S,2022-11-06T00:21:09.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630162,7.835085413929041,49.26470588235294,1610612750,18,17,2022-11-06T00:21:13Z,650000,4.0,21.0,1,left,A. Edwards driving DUNK (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,,,,,,,,,,,,,,,,,
66,PT06M15.00S,2022-11-06T00:21:22.9Z,1,REGULAR,3pt,Jump Shot,[],1629645,74.06373193166885,16.666666666666664,1610612745,18,20,2022-11-06T00:21:27Z,660000,-167.0,191.0,1,right,K. Porter Jr. 25' 3PT  (6 PTS) (U. Garuba 1 AST),"[1629645, 1630586]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.37,Made,6.0,U. Garuba,1630586.0,1.0,,,,,,,,,,,,,,
68,PT06M06.00S,2022-11-06T00:21:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1626156,9.149145860709593,52.20588235294118,1610612750,20,20,2022-11-06T00:21:54Z,680000,-11.0,34.0,1,left,D. Russell driving Layup (7 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,3.53,Made,7.0,,,,,,,,,,,,,,,,,
70,PT06M06.00S,2022-11-06T00:21:46.3Z,1,REGULAR,violation,defensive goaltending,[],1629645,,,1610612750,20,20,2022-11-06T00:22:09Z,700000,,,0,,K. Porter Jr. defensive goaltending VIOLATION,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,201245.0,,,,,,,,,,,,,
71,PT05M55.00S,2022-11-06T00:21:57.8Z,1,REGULAR,turnover,traveling,[],1630231,,,1610612745,20,20,2022-11-06T00:22:03Z,710000,,,0,,K. Martin Jr. traveling TURNOVER (2 TO),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Left Corner 3,24+ Left,,,,,,,101283.0,,,,,,,,,2.0,,,,
72,PT05M45.00S,2022-11-06T00:22:18.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,28.33442838370565,21.568627450980394,1610612750,20,20,2022-11-06T00:22:24Z,720000,142.0,214.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
73,PT05M41.00S,2022-11-06T00:22:22.4Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,20,20,2022-11-06T00:22:24Z,730000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,72.0,2.0,2.0,0.0,,,,,
74,PT05M24.00S,2022-11-06T00:22:43.3Z,1,REGULAR,turnover,double dribble,[],1630586,,,1610612745,20,20,2022-11-06T00:22:54Z,740000,,,0,,U. Garuba double dribble TURNOVER (1 TO),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Left Corner 3,24+ Left,,,,,,,1626302.0,,,,,,,,,1.0,,,,
75,PT05M24.00S,2022-11-06T00:22:48.9Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,20,20,2022-11-06T00:22:55Z,750000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M24.00S,2022-11-06T00:22:48.9Z,1,REGULAR,substitution,out,[],201569,,,1610612750,20,20,2022-11-06T00:22:55Z,760000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M24.00S,2022-11-06T00:22:48.9Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,20,20,2022-11-06T00:22:55Z,770000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M24.00S,2022-11-06T00:22:48.9Z,1,REGULAR,substitution,in,[],1631106,,,1610612750,20,20,2022-11-06T00:22:55Z,780000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M12.00S,2022-11-06T00:23:48.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203937,6.258212877792378,49.50980392156863,1610612750,22,20,2022-11-06T00:23:59Z,810000,2.0,6.0,1,left,K. Anderson driving Layup (4 PTS) (K. Towns 3 AST),"[203937, 1626157]",1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,0.68,Made,4.0,K. Towns,1626157.0,3.0,,,,,,,,,,,,,,
82,PT05M12.00S,2022-11-06T00:23:51.1Z,1,REGULAR,foul,personal,['1freethrow'],1630231,,,1610612750,22,20,2022-11-06T00:23:56Z,820000,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Anderson 1 FT),"[1630231, 203937]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,1.0,0.0,Anderson,203937.0,,,,,,,,,
84,PT05M12.00S,2022-11-06T00:24:06.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203937,,,1610612750,23,20,2022-11-06T00:24:06Z,840000,,,0,,K. Anderson Free Throw 1 of 1 (5 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
85,PT05M04.00S,2022-11-06T00:24:17.9Z,1,REGULAR,foul,personal,[],1630162,,,1610612745,23,20,2022-11-06T00:24:27Z,850000,,,0,,A. Edwards personal FOUL (2 PF),"[1630162, 1630586]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,201245.0,2.0,0.0,Garuba,1630586.0,,,,,,,,,
87,PT04M56.00S,2022-11-06T00:24:39.3Z,1,REGULAR,3pt,Jump Shot,[],1630224,65.39093298291722,46.32352941176471,1610612745,23,20,2022-11-06T00:24:46Z,870000,-18.0,273.0,1,right,MISS J. Green 27' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,27.34,Missed,,,,,,,,,,,,,,,,,,
88,PT04M52.00S,2022-11-06T00:24:43.3Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,23,20,2022-11-06T00:24:46Z,880000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,87.0,1.0,0.0,1.0,,,,,
89,PT04M47.00S,2022-11-06T00:24:48.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,66.70499342969777,56.372549019607845,1610612745,23,23,2022-11-06T00:24:54Z,890000,32.0,260.0,1,right,J. Green 26' 3PT  (9 PTS) (T. Eason 1 AST),"[1630224, 1631106]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.24,Made,9.0,T. Eason,1631106.0,1.0,,,,,,,,,,,,,,
91,PT04M35.00S,2022-11-06T00:24:59.6Z,1,REGULAR,2pt,Jump Shot,[],1626156,21.369908015768726,34.068627450980394,1610612750,23,23,2022-11-06T00:25:11Z,910000,80.0,148.0,1,left,MISS D. Russell 16' Jump Shot,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right Center,16.84,Missed,,,,,,,,,,,,,,,,,,
92,PT04M33.00S,2022-11-06T00:25:01.6Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,23,23,2022-11-06T00:25:11Z,920000,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,
93,PT04M22.00S,2022-11-06T00:25:14.8Z,1,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612745,23,23,2022-11-06T00:25:21Z,930000,,,0,,D. Russell shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1626156, 1629645]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101283.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
