actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
171,PT00M32.90S,2022-11-12T03:13:48.2Z,1,REGULAR,block,,[],1629634,,,1610612750,31,30,2022-11-12T03:13:51Z,1700000,False,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
172,PT00M32.80S,2022-11-12T03:13:48.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,31,30,2022-11-12T03:14:02Z,1710000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,170.0,,,,,,,,,,,,
173,PT00M32.80S,2022-11-12T03:13:53.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612750,31,30,2022-11-12T03:14:05Z,1720000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,201638.0,,,,,,,,,,,,,,,,,,,
174,PT00M13.90S,2022-11-12T03:14:20.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631222,28.991458607095925,75.98039215686273,1610612763,31,30,2022-11-12T03:14:25Z,1730000,False,-130.0,220.0,1,left,MISS J. LaRavia 25' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,,,,,,25.55,Missed,,,,,,,,,,,,,
175,PT00M11.10S,2022-11-12T03:14:22.9Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,31,30,2022-11-12T03:14:22Z,1740000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,,,,,,174.0,3.0,2.0,1.0,,,,,,,,,
176,PT00M01.20S,2022-11-12T03:14:32.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626145,11.383048620236531,39.21568627450981,1610612763,33,30,2022-11-12T03:14:36Z,1750000,False,54.0,55.0,1,left,T. Jones 7' driving floating bank Jump Shot (2 PTS),[1626145],1610612763.0,MEM,driving floating bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.67,Made,,,,,2.0,,,,,,,,
177,PT00M00.00S,2022-11-12T03:14:44.1Z,1,REGULAR,3pt,Jump Shot,[],1629669,70.90998685939553,73.2843137254902,1610612750,33,30,2022-11-12T03:14:48Z,1760000,False,116.0,221.0,1,right,MISS J. Nowell 24' driving floating bank 3PT,[1629669],1610612750.0,MIN,driving floating bank,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Right Center,,,,,,24.97,Missed,,,,,,,,,,,,,
178,PT00M00.00S,2022-11-12T03:14:46.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,33,30,2022-11-12T03:14:46Z,1770000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,177.0,,,,,,,,,,,,
179,PT00M00.00S,2022-11-12T03:14:51.3Z,1,REGULAR,period,end,[],0,,,1610612750,33,30,2022-11-12T03:14:51Z,1780000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-11-12T03:17:00.6Z,2,REGULAR,substitution,out,['startperiod'],1631222,,,1610612750,33,30,2022-11-12T03:18:16Z,1790000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-11-12T03:17:00.6Z,2,REGULAR,substitution,out,['startperiod'],1629723,,,1610612750,33,30,2022-11-12T03:18:16Z,1800000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-11-12T03:17:00.6Z,2,REGULAR,substitution,out,['startperiod'],1629162,,,1610612750,33,30,2022-11-12T03:18:16Z,1810000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-11-12T03:17:00.6Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612750,33,30,2022-11-12T03:18:16Z,1820000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-11-12T03:17:00.6Z,2,REGULAR,substitution,in,['startperiod'],1630583,,,1610612750,33,30,2022-11-12T03:18:16Z,1830000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-11-12T03:17:00.6Z,2,REGULAR,substitution,in,['startperiod'],1631223,,,1610612750,33,30,2022-11-12T03:18:16Z,1840000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-11-12T03:17:00.6Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612750,33,30,2022-11-12T03:18:16Z,1850000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2022-11-12T03:17:00.6Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,33,30,2022-11-12T03:18:16Z,1860000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2022-11-12T03:18:27.9Z,2,REGULAR,period,start,[],0,,,1610612750,33,30,2022-11-12T03:18:27Z,1870000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M42.00S,2022-11-12T03:18:45.4Z,2,REGULAR,3pt,Jump Shot,[],203937,67.49342969776609,55.14705882352941,1610612750,33,30,2022-11-12T03:18:49Z,1880000,False,26.0,253.0,1,right,MISS K. Anderson 25' 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,,25.44,Missed,,,,,,,,,,,,,
190,PT11M38.00S,2022-11-12T03:18:49.4Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,33,30,2022-11-12T03:18:49Z,1890000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,
191,PT11M20.00S,2022-11-12T03:19:06.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,12.697109067017081,63.23529411764706,1610612763,35,30,2022-11-12T03:19:11Z,1900000,False,-66.0,67.0,1,left,B. Clarke 9' floating Jump Shot (6 PTS) (D. Roddy 1 AST),"[1629634, 1631223]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Left,,,,,,9.41,Made,,,,,6.0,D. Roddy,1631223.0,1.0,,,,,
193,PT10M53.00S,2022-11-12T03:19:33.9Z,2,REGULAR,2pt,Jump Shot,[],203937,93.24901445466492,30.392156862745097,1610612750,35,32,2022-11-12T03:19:37Z,1920000,False,-98.0,11.0,1,right,K. Anderson 9' pullup Jump Shot (2 PTS) (J. Nowell 1 AST),"[203937, 1629669]",1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,,,,,,9.86,Made,,,,,2.0,J. Nowell,1629669.0,1.0,,,,,
195,PT10M42.00S,2022-11-12T03:19:46.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,10.726018396846255,37.00980392156863,1610612763,35,32,2022-11-12T03:20:23Z,1940000,False,65.0,48.0,1,left,MISS T. Jones 8' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,8.1,Missed,,,,,,,,,,,,,
196,PT10M41.00S,2022-11-12T03:19:47.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,35,32,2022-11-12T03:20:23Z,1950000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,195.0,,,,,,,,,,,,
197,PT10M41.00S,2022-11-12T03:19:52.2Z,2,REGULAR,foul,personal,[],1626156,,,1610612763,35,32,2022-11-12T03:19:55Z,1960000,False,,,0,,D. Russell loose ball personal FOUL (2 PF),"[1626156, 1630583]",1610612750.0,MIN,loose ball,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,201638.0,2.0,0.0,Aldama,1630583.0,,,,,,,,,,,,,,,
199,PT10M34.00S,2022-11-12T03:20:11.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630583,27.94021024967148,22.30392156862745,1610612763,38,32,2022-11-12T03:20:14Z,1980000,False,138.0,210.0,1,left,S. Aldama 25' 3PT  (5 PTS) (B. Clarke 2 AST),"[1630583, 1629634]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,25.16,Made,,,,,5.0,B. Clarke,1629634.0,2.0,,,,,
201,PT10M15.00S,2022-11-12T03:20:29.4Z,2,REGULAR,3pt,Jump Shot,[],1627752,73.27529566360053,18.38235294117647,1610612750,38,35,2022-11-12T03:20:33Z,2000000,False,-158.0,199.0,1,right,T. Prince 25' 3PT  (3 PTS) (D. Russell 1 AST),"[1627752, 1626156]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,25.39,Made,,,,,3.0,D. Russell,1626156.0,1.0,,,,,
203,PT09M59.00S,2022-11-12T03:20:45.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,11.383048620236531,60.78431372549019,1610612763,38,35,2022-11-12T03:20:48Z,2020000,False,-54.0,55.0,1,left,MISS T. Jones 7' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.67,Missed,,,,,,,,,,,,,
204,PT09M57.00S,2022-11-12T03:20:47.6Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,38,35,2022-11-12T03:20:48Z,2030000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,
205,PT09M53.00S,2022-11-12T03:20:52.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629669,71.43561103810775,77.94117647058823,1610612750,38,35,2022-11-12T03:20:56Z,2040000,False,140.0,216.0,1,right,MISS J. Nowell 25' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Right Center,,,,,,25.72,Missed,,,,,,,,,,,,,
206,PT09M49.00S,2022-11-12T03:20:56.2Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,38,35,2022-11-12T03:20:56Z,2050000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,,,205.0,2.0,2.0,0.0,,,,,,,,,
207,PT09M44.00S,2022-11-12T03:21:02.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630217,8.229303547963205,51.71568627450981,1610612763,38,35,2022-11-12T03:21:10Z,2060000,False,-9.0,25.0,1,left,MISS D. Bane driving Layup - blocked,"[1630217, 203937]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,2.63,Missed,,,,,,,,,Anderson,203937.0,,,
208,PT09M44.00S,2022-11-12T03:21:02.3Z,2,REGULAR,block,,[],203937,,,1610612763,38,35,2022-11-12T03:21:05Z,2070000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT09M44.00S,2022-11-12T03:21:02.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,38,35,2022-11-12T03:21:06Z,2080000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,207.0,,,,,,,,,,,,
211,PT09M44.00S,2022-11-12T03:21:08.3Z,2,REGULAR,substitution,out,[],203937,,,1610612763,38,35,2022-11-12T03:21:10Z,2100000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M44.00S,2022-11-12T03:21:08.3Z,2,REGULAR,substitution,in,[],1627854,,,1610612763,38,35,2022-11-12T03:21:10Z,2110000,False,,,0,,SUB in: B. Forbes,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M41.00S,2022-11-12T03:21:21.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,6.521024967148489,47.549019607843135,1610612763,40,35,2022-11-12T03:21:27Z,2120000,False,12.0,9.0,1,left,S. Aldama Layup (7 PTS) (T. Jones 1 AST),"[1630583, 1626145]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,1.51,Made,,,,,7.0,T. Jones,1626145.0,1.0,,,,,
215,PT09M30.00S,2022-11-12T03:21:32.8Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,40,35,2022-11-12T03:21:39Z,2140000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1630217]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Bane,1630217.0
216,PT09M30.00S,2022-11-12T03:21:32.8Z,2,REGULAR,steal,,[],1630217,,,1610612763,40,35,2022-11-12T03:21:34Z,2150000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
217,PT09M28.00S,2022-11-12T03:21:36.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,6.783837056504599,50.0,1610612763,42,35,2022-11-12T03:21:42Z,2160000,False,0.0,11.0,1,left,D. Bane running finger roll Layup (4 PTS),[1630217],1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,1.13,Made,,,,,4.0,,,,,,,,
218,PT09M28.00S,2022-11-12T03:21:39.7Z,2,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612763,42,35,2022-11-12T03:21:54Z,2170000,False,,,0,,T. Prince shooting personal FOUL (1 PF) (Bane 1 FT),"[1627752, 1630217]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,202041.0,1.0,0.0,Bane,1630217.0,,,,,,,,,,,,,,,
220,PT09M28.00S,2022-11-12T03:22:08.3Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630217,,,1610612763,43,35,2022-11-12T03:22:08Z,2190000,False,,,0,,D. Bane Free Throw 1 of 1 (5 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
221,PT09M16.00S,2022-11-12T03:22:21.6Z,2,REGULAR,3pt,Jump Shot,[],1627752,73.80091984231275,15.931372549019606,1610612750,43,35,2022-11-12T03:22:28Z,2200000,False,-170.0,194.0,1,right,MISS T. Prince 25' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,25.8,Missed,,,,,,,,,,,,,
222,PT09M15.00S,2022-11-12T03:22:22.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,43,35,2022-11-12T03:22:28Z,2210000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,221.0,,,,,,,,,,,,
223,PT09M15.00S,2022-11-12T03:22:28.5Z,2,REGULAR,foul,personal,[],1630583,,,1610612750,43,35,2022-11-12T03:22:34Z,2220000,False,,,0,,S. Aldama loose ball personal FOUL (1 PF),"[1630583, 203497]",1610612763.0,MEM,loose ball,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,202041.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
225,PT09M10.00S,2022-11-12T03:22:53.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627854,73.66951379763469,58.57843137254902,1610612750,43,37,2022-11-12T03:22:57Z,2240000,False,43.0,195.0,1,right,B. Forbes 19' pullup Jump Shot (2 PTS) (R. Gobert 1 AST),"[1627854, 203497]",1610612750.0,MIN,pullup,,,Forbes,B. Forbes,,,,,Mid-Range,16-24 Center,,,,,,19.97,Made,,,,,2.0,R. Gobert,203497.0,1.0,,,,,
226,PT08M49.00S,2022-11-12T03:23:13.7Z,2,REGULAR,2pt,Jump Shot,[],1629634,22.421156373193167,38.48039215686275,1610612763,45,37,2022-11-12T03:23:16Z,2250000,False,58.0,158.0,1,left,B. Clarke 16' Jump Shot (8 PTS) (D. Bane 2 AST),"[1629634, 1630217]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,16-24 Right Center,,,,,,16.85,Made,,,,,8.0,D. Bane,1630217.0,2.0,,,,,
228,PT08M28.00S,2022-11-12T03:23:38.2Z,2,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612750,45,37,2022-11-12T03:23:51Z,2270000,False,,,0,,B. Clarke shooting personal FOUL (2 PF) (Gobert 2 FT),"[1629634, 203497]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,202035.0,2.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
230,PT08M28.00S,2022-11-12T03:24:27.3Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,45,38,2022-11-12T03:24:27Z,2290000,False,,,0,,R. Gobert Free Throw 1 of 2 (7 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
231,PT08M28.00S,2022-11-12T03:24:42.7Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,45,39,2022-11-12T03:24:42Z,2300000,False,,,0,,R. Gobert Free Throw 2 of 2 (8 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
232,PT08M08.00S,2022-11-12T03:25:08.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,13.354139290407357,49.754901960784316,1610612763,45,39,2022-11-12T03:25:13Z,2310000,False,1.0,73.0,1,left,MISS D. Bane 7' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.3,Missed,,,,,,,,,,,,,
233,PT08M03.00S,2022-11-12T03:25:13.4Z,2,REGULAR,rebound,offensive,[],1631223,,,1610612763,45,39,2022-11-12T03:25:13Z,2320000,False,,,0,,D. Roddy REBOUND (Off:1 Def:0),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,232.0,1.0,0.0,1.0,,,,,,,,,
234,PT08M03.00S,2022-11-12T03:25:12.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631223,5.590000152587891,50.0,1610612763,47,39,2022-11-12T03:25:15Z,2330000,False,0.0,0.0,1,left,D. Roddy tip Layup (2 PTS),[1631223],1610612763.0,MEM,tip,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,,,,,2.0,,,,,,,,
235,PT07M50.00S,2022-11-12T03:25:26.0Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,47,39,2022-11-12T03:25:29Z,2340000,False,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 1630583]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Aldama,1630583.0
236,PT07M50.00S,2022-11-12T03:25:26.0Z,2,REGULAR,steal,,[],1630583,,,1610612763,47,39,2022-11-12T03:32:08Z,2350000,False,,,0,,S. Aldama STEAL (1 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
237,PT07M45.00S,2022-11-12T03:25:31.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631223,30.699737187910642,27.205882352941174,1610612763,50,39,2022-11-12T03:25:35Z,2360000,False,114.0,236.0,1,left,D. Roddy 26' 3PT  (5 PTS) (D. Bane 3 AST),"[1631223, 1630217]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,,,,26.22,Made,,,,,5.0,D. Bane,1630217.0,3.0,,,,,
239,PT07M45.00S,2022-11-12T03:25:38.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,50,39,2022-11-12T03:25:38Z,2380000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M45.00S,2022-11-12T03:27:42.8Z,2,REGULAR,substitution,out,[],1629634,,,1610612750,50,39,2022-11-12T03:28:49Z,2390000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M45.00S,2022-11-12T03:27:42.8Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,50,39,2022-11-12T03:28:49Z,2400000,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M45.00S,2022-11-12T03:27:42.8Z,2,REGULAR,substitution,in,[],203500,,,1610612750,50,39,2022-11-12T03:28:49Z,2410000,False,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M45.00S,2022-11-12T03:27:42.8Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,50,39,2022-11-12T03:28:49Z,2420000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M30.00S,2022-11-12T03:29:18.9Z,2,REGULAR,3pt,Jump Shot,[],1630162,72.35545335085413,78.67647058823529,1610612750,50,42,2022-11-12T03:29:23Z,2430000,False,143.0,207.0,1,right,A. Edwards 25' 3PT pullup (15 PTS) (B. Forbes 1 AST),"[1630162, 1627854]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,25.21,Made,,,,,15.0,B. Forbes,1627854.0,1.0,,,,,
246,PT07M13.00S,2022-11-12T03:29:34.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,9.149145860709593,44.85294117647059,1610612763,52,42,2022-11-12T03:29:37Z,2450000,False,26.0,34.0,1,left,D. Bane driving floating bank Jump Shot (7 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,4.22,Made,,,,,7.0,S. Adams,203500.0,1.0,,,,,
248,PT07M13.00S,2022-11-12T03:29:43.6Z,2,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612763,52,42,2022-11-12T03:30:06Z,2470000,False,,,0,,T. Prince loose ball personal FOUL (2 PF) (Adams 1 FT),"[1627752, 203500]",1610612750.0,MIN,loose ball,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,202035.0,2.0,0.0,Adams,203500.0,,,,,,,,,,,,,,,
250,PT07M13.00S,2022-11-12T03:30:20.4Z,2,REGULAR,freethrow,1 of 1,[],203500,,,1610612763,53,42,2022-11-12T03:30:20Z,2490000,False,,,0,,S. Adams Free Throw 1 of 1 (1 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
251,PT07M01.00S,2022-11-12T03:30:35.6Z,2,REGULAR,2pt,Jump Shot,[],1627752,95.3515111695138,79.90196078431373,1610612750,53,44,2022-11-12T03:30:39Z,2500000,False,150.0,-9.0,1,right,T. Prince 14' pullup Jump Shot (5 PTS) (D. Russell 2 AST),"[1627752, 1626156]",1610612750.0,MIN,pullup,,,Prince,T. Prince,,,,,Mid-Range,8-16 Right,,,,,,14.98,Made,,,,,5.0,D. Russell,1626156.0,2.0,,,,,
253,PT06M48.00S,2022-11-12T03:30:48.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,11.908672798948752,39.705882352941174,1610612763,55,44,2022-11-12T03:30:51Z,2520000,False,51.0,59.0,1,left,D. Bane 7' driving floating bank Jump Shot (9 PTS) (T. Jones 2 AST),"[1630217, 1626145]",1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.86,Made,,,,,9.0,T. Jones,1626145.0,2.0,,,,,
255,PT06M23.00S,2022-11-12T03:31:13.7Z,2,REGULAR,3pt,Jump Shot,[],1627854,92.06636005256242,4.411764705882353,1610612750,55,47,2022-11-12T03:31:17Z,2540000,False,-228.0,22.0,1,right,B. Forbes 3PT  (5 PTS) (D. Russell 3 AST),"[1627854, 1626156]",1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,Left Corner 3,24+ Left,,,,,,22.9,Made,,,,,5.0,D. Russell,1626156.0,3.0,,,,,
257,PT06M10.00S,2022-11-12T03:31:26.4Z,2,REGULAR,3pt,Jump Shot,[],1630217,30.042706964520367,27.696078431372552,1610612763,55,47,2022-11-12T03:31:31Z,2560000,False,112.0,230.0,1,left,MISS D. Bane 25' step back 3PT,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,25.55,Missed,,,,,,,,,,,,,
