actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
20,PT10M47.00S,2022-11-12T02:47:43.5Z,1,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,3,2,2022-11-12T02:47:43Z,200000,False,,,0,,D. Bane Free Throw 1 of 2 (1 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
21,PT10M47.00S,2022-11-12T02:47:56.9Z,1,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,4,2,2022-11-12T02:47:56Z,210000,False,,,0,,D. Bane Free Throw 2 of 2 (2 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
22,PT10M38.00S,2022-11-12T02:48:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,94.43166885676742,48.28431372549019,1610612750,4,4,2022-11-12T02:48:11Z,220000,False,-9.0,0.0,1,right,D. Russell driving finger roll Layup (2 PTS),[1626156],1610612750.0,MIN,driving finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,0.86,Made,,,,,2.0,,,,,,,,
23,PT10M32.00S,2022-11-12T02:48:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,6.389618922470433,49.01960784313725,1610612763,6,4,2022-11-12T02:48:18Z,230000,False,5.0,8.0,1,left,D. Brooks running finger roll Layup (2 PTS),[1628415],1610612763.0,MEM,running finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,0.9,Made,,,,,2.0,,,,,,,,
24,PT10M17.00S,2022-11-12T02:48:31.6Z,1,REGULAR,foul,personal,[],1630217,,,1610612750,6,4,2022-11-12T02:48:37Z,240000,False,,,0,,D. Bane personal FOUL (1 PF),"[1630217, 1626156]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,202041.0,1.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
26,PT10M10.00S,2022-11-12T02:48:51.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,82.60512483574244,37.745098039215684,1610612750,6,4,2022-11-12T02:49:00Z,260000,False,-61.0,111.0,1,right,MISS D. Russell 12' fadeaway Shot,[1626156],1610612750.0,MIN,fadeaway,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.68,Missed,,,,,,,,,,,,,
27,PT10M06.00S,2022-11-12T02:48:55.5Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,6,4,2022-11-12T02:49:00Z,270000,False,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,26.0,1.0,0.0,1.0,,,,,,,,,
28,PT10M05.00S,2022-11-12T02:48:56.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626157,93.11760840998686,48.529411764705884,1610612750,6,4,2022-11-12T02:49:04Z,280000,False,-7.0,12.0,1,right,MISS K. Towns driving DUNK - blocked,"[1626157, 1630583]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,1.43,Missed,,,,,,,,,Aldama,1630583.0,,,
29,PT10M05.00S,2022-11-12T02:48:56.4Z,1,REGULAR,block,,[],1630583,,,1610612750,6,4,2022-11-12T02:48:59Z,290000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT10M05.00S,2022-11-12T02:48:56.4Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,6,4,2022-11-12T02:49:04Z,300000,False,,,0,,K. Towns REBOUND (Off:2 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,28.0,2.0,0.0,2.0,,,,,,,,,
31,PT10M05.00S,2022-11-12T02:49:01.0Z,1,REGULAR,foul,personal,['2freethrow'],1629630,,,1610612750,6,4,2022-11-12T02:49:12Z,310000,False,,,0,,J. Morant shooting personal FOUL (1 PF) (Towns 2 FT),"[1629630, 1626157]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,201638.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
33,PT10M05.00S,2022-11-12T02:49:29.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,6,5,2022-11-12T02:49:29Z,330000,False,,,0,,K. Towns Free Throw 1 of 2 (1 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
34,PT10M05.00S,2022-11-12T02:49:48.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,6,6,2022-11-12T02:49:48Z,340000,False,,,0,,K. Towns Free Throw 2 of 2 (2 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
35,PT09M53.00S,2022-11-12T02:50:03.0Z,1,REGULAR,2pt,Jump Shot,[],1628415,22.552562417871222,49.50980392156863,1610612763,8,6,2022-11-12T02:50:06Z,350000,False,2.0,159.0,1,left,D. Brooks 15' pullup Jump Shot (4 PTS) (J. Morant 1 AST),"[1628415, 1629630]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,,,,,,15.95,Made,,,,,4.0,J. Morant,1629630.0,1.0,,,,,
37,PT09M42.00S,2022-11-12T02:50:16.6Z,1,REGULAR,turnover,traveling,[],203497,,,1610612750,8,6,2022-11-12T02:50:22Z,370000,False,,,0,,R. Gobert traveling TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,202041.0,,,,,,,,,,,,,,,,,1.0,,
38,PT09M31.00S,2022-11-12T02:50:31.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,17.16491458607096,41.42156862745098,1610612763,10,6,2022-11-12T02:50:35Z,380000,False,43.0,109.0,1,left,D. Brooks 11' driving floating Jump Shot (6 PTS) (J. Morant 2 AST),"[1628415, 1629630]",1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.7,Made,,,,,6.0,J. Morant,1629630.0,2.0,,,,,
40,PT09M14.00S,2022-11-12T02:50:49.3Z,1,REGULAR,turnover,lost ball,[],203497,,,1610612750,10,6,2022-11-12T02:50:53Z,400000,False,,,0,,R. Gobert lost ball TURNOVER (2 TO),"[203497, 1629630]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Morant,1629630.0
41,PT09M14.00S,2022-11-12T02:50:49.3Z,1,REGULAR,steal,,[],1629630,,,1610612763,10,6,2022-11-12T02:50:51Z,410000,False,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT09M09.00S,2022-11-12T02:50:53.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,28.728646517739815,23.03921568627451,1610612763,10,6,2022-11-12T02:50:59Z,420000,False,135.0,218.0,1,left,MISS D. Bane 25' running pullup 3PT,[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,25.59,Missed,,,,,,,,,,,,,
43,PT09M05.00S,2022-11-12T02:50:57.4Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,10,6,2022-11-12T02:50:57Z,430000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,,,,,,42.0,1.0,0.0,1.0,,,,,,,,,
44,PT09M04.00S,2022-11-12T02:50:58.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630583,6.652431011826544,58.82352941176471,1610612763,12,6,2022-11-12T02:51:02Z,440000,False,-44.0,10.0,1,left,S. Aldama floating Jump Shot (2 PTS) (D. Bane 1 AST),"[1630583, 1630217]",1610612763.0,MEM,floating,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.52,Made,,,,,2.0,D. Bane,1630217.0,1.0,,,,,
46,PT08M40.00S,2022-11-12T02:51:21.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,85.10183968462549,51.9607843137255,1610612750,12,6,2022-11-12T02:51:25Z,460000,False,10.0,88.0,1,right,MISS D. Russell 8' floating Shot,[1626156],1610612750.0,MIN,floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.8,Missed,,,,,,,,,,,,,
47,PT08M38.00S,2022-11-12T02:51:23.8Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,12,6,2022-11-12T02:51:25Z,470000,False,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,46.0,2.0,1.0,1.0,,,,,,,,,
48,PT08M30.00S,2022-11-12T02:51:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629630,29.517082785808146,25.98039215686275,1610612763,12,6,2022-11-12T02:51:36Z,480000,False,120.0,225.0,1,left,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,25.5,Missed,,,,,,,,,,,,,
49,PT08M27.00S,2022-11-12T02:51:35.2Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,12,6,2022-11-12T02:51:36Z,490000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,
50,PT08M19.00S,2022-11-12T02:51:44.2Z,1,REGULAR,3pt,Jump Shot,[],1626157,69.72733245729303,25.98039215686275,1610612750,12,6,2022-11-12T02:51:49Z,500000,False,-120.0,232.0,1,right,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,26.13,Missed,,,,,,,,,,,,,
51,PT08M14.00S,2022-11-12T02:51:48.7Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,12,6,2022-11-12T02:51:48Z,510000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,50.0,1.0,0.0,1.0,,,,,,,,,
52,PT08M06.00S,2022-11-12T02:51:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,93.64323258869908,49.50980392156863,1610612750,12,8,2022-11-12T02:52:00Z,520000,False,-2.0,7.0,1,right,R. Gobert alley-oop Layup (4 PTS) (K. Towns 1 AST),"[203497, 1626157]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,0.77,Made,,,,,4.0,K. Towns,1626157.0,1.0,,,,,
54,PT07M48.00S,2022-11-12T02:52:14.4Z,1,REGULAR,2pt,Jump Shot,[],1629630,8.754927726675426,26.225490196078432,1610612763,14,8,2022-11-12T02:52:17Z,540000,False,119.0,30.0,1,left,J. Morant 12' pullup Jump Shot (4 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Mid-Range,8-16 Right,,,,,,12.26,Made,,,,,4.0,,,,,,,,
55,PT07M34.00S,2022-11-12T02:52:28.8Z,1,REGULAR,foul,personal,['3freethrow'],1628415,,,1610612750,14,8,2022-11-12T02:52:48Z,550000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Edwards 3 FT),"[1628415, 1630162]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,202035.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
57,PT07M34.00S,2022-11-12T02:52:57.9Z,1,REGULAR,freethrow,1 of 3,[],1630162,,,1610612750,14,9,2022-11-12T02:52:57Z,570000,False,,,0,,A. Edwards Free Throw 1 of 3 (1 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
58,PT07M34.00S,2022-11-12T02:53:13.5Z,1,REGULAR,freethrow,2 of 3,[],1630162,,,1610612750,14,10,2022-11-12T02:53:13Z,580000,False,,,0,,A. Edwards Free Throw 2 of 3 (2 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
59,PT07M34.00S,2022-11-12T02:53:25.9Z,1,REGULAR,freethrow,3 of 3,[],1630162,,,1610612750,14,11,2022-11-12T02:53:25Z,590000,False,,,0,,A. Edwards Free Throw 3 of 3 (3 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
60,PT07M21.00S,2022-11-12T02:53:43.0Z,1,REGULAR,2pt,Jump Shot,[],1630217,21.369908015768726,28.676470588235293,1610612763,14,11,2022-11-12T02:53:46Z,600000,False,107.0,148.0,1,left,MISS D. Bane 18' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,,,,,,18.27,Missed,,,,,,,,,,,,,
61,PT07M18.00S,2022-11-12T02:53:46.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,14,11,2022-11-12T02:53:46Z,610000,False,,,0,,K. Towns REBOUND (Off:2 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right Center,,,,,,,,60.0,3.0,1.0,2.0,,,,,,,,,
62,PT07M02.00S,2022-11-12T02:54:02.0Z,1,REGULAR,3pt,Jump Shot,[],1630183,71.82982917214193,19.607843137254903,1610612750,14,11,2022-11-12T02:54:05Z,620000,False,-152.0,212.0,1,right,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,26.11,Missed,,,,,,,,,,,,,
63,PT06M59.00S,2022-11-12T02:54:05.0Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,14,11,2022-11-12T02:54:05Z,630000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,
64,PT06M48.00S,2022-11-12T02:54:18.7Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612763,14,11,2022-11-12T02:57:50Z,640000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Morant 2 FT),"[203497, 1629630]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,201638.0,1.0,0.0,Morant,1629630.0,,,,,,,,,,,,,,,
66,PT06M48.00S,2022-11-12T02:54:30.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,14,11,2022-11-12T02:54:30Z,660000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M48.00S,2022-11-12T02:58:12.4Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,15,11,2022-11-12T02:58:12Z,670000,False,,,0,,J. Morant Free Throw 1 of 2 (5 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
68,PT06M48.00S,2022-11-12T02:58:23.7Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,16,11,2022-11-12T02:58:23Z,680000,False,,,0,,J. Morant Free Throw 2 of 2 (6 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
69,PT06M35.00S,2022-11-12T02:58:41.6Z,1,REGULAR,foul,personal,['2freethrow'],203500,,,1610612750,16,11,2022-11-12T02:58:48Z,690000,False,,,0,,S. Adams shooting personal FOUL (1 PF) (Gobert 2 FT),"[203500, 203497]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,201638.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
71,PT06M35.00S,2022-11-12T02:59:04.1Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,16,12,2022-11-12T02:59:04Z,710000,False,,,0,,R. Gobert Free Throw 1 of 2 (5 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
72,PT06M35.00S,2022-11-12T02:59:19.5Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,16,13,2022-11-12T02:59:19Z,720000,False,,,0,,R. Gobert Free Throw 2 of 2 (6 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
73,PT06M21.00S,2022-11-12T02:59:34.2Z,1,REGULAR,3pt,Jump Shot,[],1630217,29.517082785808146,28.186274509803923,1610612763,16,13,2022-11-12T02:59:38Z,730000,False,109.0,225.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,25.01,Missed,,,,,,,,,,,,,
74,PT06M19.00S,2022-11-12T02:59:36.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,16,13,2022-11-12T02:59:38Z,740000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,
75,PT06M14.00S,2022-11-12T02:59:45.7Z,1,REGULAR,foul,offensive,[],203497,,,1610612750,16,13,2022-11-12T03:00:07Z,750000,False,,,0,,R. Gobert offensive FOUL (2 PF),"[203497, 1628415]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Center,201638.0,2.0,0.0,Brooks,1628415.0,,,,,,,,,,,,,,,
77,PT06M14.00S,2022-11-12T02:59:45.7Z,1,REGULAR,turnover,offensive foul,[],203497,,,1610612750,16,13,2022-11-12T02:59:45Z,770000,False,,,0,,R. Gobert offensive foul TURNOVER (3 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Center,201638.0,,,,,,,,,,,,,,,,,3.0,,
78,PT06M14.00S,2022-11-12T02:59:53.1Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,16,13,2022-11-12T03:00:00Z,780000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M14.00S,2022-11-12T02:59:53.1Z,1,REGULAR,substitution,out,[],203497,,,1610612763,16,13,2022-11-12T03:00:00Z,790000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M14.00S,2022-11-12T02:59:53.1Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,16,13,2022-11-12T03:00:00Z,800000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M14.00S,2022-11-12T02:59:53.1Z,1,REGULAR,substitution,in,[],203937,,,1610612763,16,13,2022-11-12T03:00:00Z,810000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M57.00S,2022-11-12T03:00:20.6Z,1,REGULAR,turnover,bad pass,[],1628415,,,1610612763,16,13,2022-11-12T03:00:23Z,820000,False,,,0,,D. Brooks bad pass TURNOVER (1 TO),"[1628415, 1626156]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Russell,1626156.0
83,PT05M57.00S,2022-11-12T03:00:20.6Z,1,REGULAR,steal,,[],1626156,,,1610612750,16,13,2022-11-12T03:00:22Z,830000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
84,PT05M52.00S,2022-11-12T03:00:25.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626156,95.3515111695138,3.431372549019608,1610612750,16,13,2022-11-12T03:00:29Z,840000,False,-233.0,-9.0,1,right,MISS D. Russell 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,,,,,,23.3,Missed,,,,,,,,,,,,,
85,PT05M49.00S,2022-11-12T03:00:28.8Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,16,13,2022-11-12T03:00:29Z,850000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,,
