actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
500,PT01M30.00S,2023-01-10T02:39:45.9Z,3,REGULAR,turnover,out-of-bounds,[],1631103,,,1610612759,94,88,2023-01-10T02:39:59Z,4920000,False,,,0,,M. Branham bad pass out-of-bounds TURNOVER (3 TO),[1631103],1610612759.0,SAS,bad pass,,,Branham,M. Branham,,,,,1629178.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,,,,,,
501,PT01M11.00S,2023-01-10T02:40:09.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631113,75.1149802890933,11.76470588235294,1610612763,94,88,2023-01-10T02:40:13Z,4930000,False,-191.0,181.0,1,right,MISS K. Chandler 26' 3PT,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,
502,PT01M09.00S,2023-01-10T02:40:11.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,94,88,2023-01-10T02:40:13Z,4940000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,Above the Break 3,24+ Left Center,,,501.0,,,,,,,,,,,,,,,,
506,PT00M51.10S,2023-01-10T02:40:55.9Z,3,REGULAR,3pt,Jump Shot,[],1626169,9.149145860709593,94.85294117647058,1610612759,94,91,2023-01-10T02:41:01Z,4980000,False,-224.0,34.0,1,left,S. Johnson 3PT  (5 PTS) (J. Richardson 4 AST),"[1626169, 1626196]",1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,Left Corner 3,24+ Left,22.68,Made,,,,,,,5.0,J. Richardson,1626196.0,4.0,,,,,,,
508,PT00M37.40S,2023-01-10T02:41:13.6Z,3,REGULAR,3pt,Jump Shot,[],1630533,89.83245729303549,3.431372549019608,1610612763,97,91,2023-01-10T02:41:17Z,5000000,False,-233.0,43.0,1,right,Z. Williams 3PT  (10 PTS) (D. Bane 4 AST),"[1630533, 1630217]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Left Corner 3,24+ Left,23.68,Made,,,,,,,10.0,D. Bane,1630217.0,4.0,,,,,,,
510,PT00M22.60S,2023-01-10T02:41:32.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630217,,,1610612759,97,91,2023-01-10T02:41:39Z,5020000,False,,,0,,D. Bane personal FOUL (2 PF) (Johnson 2 FT),"[1630217, 1626169]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,202007.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Johnson,1626169.0
512,PT00M22.60S,2023-01-10T02:42:01.9Z,3,REGULAR,freethrow,1 of 2,[],1626169,,,1610612759,97,92,2023-01-10T02:42:01Z,5040000,False,,,0,,S. Johnson Free Throw 1 of 2 (6 PTS),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
513,PT00M22.60S,2023-01-10T02:42:02.8Z,3,REGULAR,substitution,out,[],1631113,,,1610612759,97,92,2023-01-10T02:42:10Z,5050000,False,,,0,,SUB out: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT00M22.60S,2023-01-10T02:42:02.8Z,3,REGULAR,substitution,out,[],203926,,,1610612759,97,92,2023-01-10T02:42:10Z,5060000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M22.60S,2023-01-10T02:42:02.8Z,3,REGULAR,substitution,out,[],1631103,,,1610612759,97,92,2023-01-10T02:42:10Z,5070000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M22.60S,2023-01-10T02:42:02.8Z,3,REGULAR,substitution,in,[],1626145,,,1610612759,97,92,2023-01-10T02:42:10Z,5080000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT00M22.60S,2023-01-10T02:42:02.8Z,3,REGULAR,substitution,in,[],1629641,,,1610612759,97,92,2023-01-10T02:42:10Z,5090000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M22.60S,2023-01-10T02:42:02.8Z,3,REGULAR,substitution,in,[],1628966,,,1610612759,97,92,2023-01-10T02:42:10Z,5100000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT00M22.60S,2023-01-10T02:42:01.9Z,3,REGULAR,freethrow,2 of 2,[],1626169,,,1610612759,97,92,2023-01-10T02:42:28Z,5110000,False,,,0,,MISS S. Johnson Free Throw 2 of 2,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
520,PT00M20.20S,2023-01-10T02:42:04.3Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612763,97,92,2023-01-10T02:42:28Z,5120000,False,,,0,,Z. Williams REBOUND (Off:1 Def:3),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,519.0,,,4.0,3.0,1.0,,,,,,,,,,,
521,PT00M01.70S,2023-01-10T02:42:44.4Z,3,REGULAR,2pt,Jump Shot,[],1630217,87.33574244415243,67.8921568627451,1610612763,97,92,2023-01-10T02:42:51Z,5130000,False,89.0,67.0,1,right,MISS D. Bane 11' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,,Mid-Range,8-16 Right,11.15,Missed,,,,,,,,,,,,,,,,,
522,PT00M01.70S,2023-01-10T02:42:44.4Z,3,REGULAR,rebound,defensive,[],1626169,,,1610612759,97,92,2023-01-10T02:42:51Z,5140000,False,,,0,,S. Johnson REBOUND (Off:0 Def:3),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,Mid-Range,8-16 Right,,,521.0,,,3.0,3.0,0.0,,,,,,,,,,,
525,PT00M00.00S,2023-01-10T02:42:53.7Z,3,REGULAR,period,end,[],0,,,1610612759,97,92,2023-01-10T02:43:05Z,5170000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2023-01-10T02:43:45.2Z,4,REGULAR,substitution,out,['startperiod'],1626145,,,1610612759,97,92,2023-01-10T02:45:25Z,5180000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2023-01-10T02:43:45.2Z,4,REGULAR,substitution,out,['startperiod'],1628966,,,1610612759,97,92,2023-01-10T02:45:25Z,5190000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2023-01-10T02:43:45.2Z,4,REGULAR,substitution,in,['startperiod'],1631113,,,1610612759,97,92,2023-01-10T02:45:25Z,5200000,False,,,0,,SUB in: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2023-01-10T02:43:45.2Z,4,REGULAR,substitution,in,['startperiod'],203926,,,1610612759,97,92,2023-01-10T02:45:25Z,5210000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2023-01-10T02:45:31.8Z,4,REGULAR,period,start,[],0,,,1610612763,97,92,2023-01-10T02:45:31Z,5220000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT11M44.00S,2023-01-10T02:45:47.8Z,4,REGULAR,3pt,Jump Shot,[],1630533,76.42904073587385,11.519607843137255,1610612763,97,92,2023-01-10T02:45:54Z,5230000,False,-192.0,169.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,
532,PT11M41.00S,2023-01-10T02:45:51.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612759,97,92,2023-01-10T02:45:51Z,5240000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,Above the Break 3,24+ Left Center,,,531.0,,,,,,,,,,,,,,,,
534,PT11M25.00S,2023-01-10T02:46:15.8Z,4,REGULAR,3pt,Jump Shot,[],1626169,25.837713534822605,80.14705882352942,1610612759,97,92,2023-01-10T02:46:22Z,5260000,False,-151.0,190.0,1,left,MISS S. Johnson 24' 3PT,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,Above the Break 3,24+ Left Center,24.28,Missed,,,,,,,,,,,,,,,,,
535,PT11M19.00S,2023-01-10T02:46:21.8Z,4,REGULAR,rebound,offensive,[],1631110,,,1610612759,97,92,2023-01-10T02:46:22Z,5270000,False,,,0,,J. Sochan REBOUND (Off:3 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,Above the Break 3,24+ Left Center,,,534.0,,,5.0,2.0,3.0,,,,,,,,,,,
536,PT11M19.00S,2023-01-10T02:46:21.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631110,5.590000152587891,50.0,1610612759,97,92,2023-01-10T02:46:21Z,5280000,False,0.0,0.0,1,left,MISS J. Sochan tip Layup,[1631110],1610612759.0,SAS,tip,,,Sochan,J. Sochan,,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,
537,PT11M19.00S,2023-01-10T02:46:22.0Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,97,92,2023-01-10T02:46:22Z,5290000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Mid-Range,8-16 Left,,,536.0,,,4.0,3.0,1.0,,,,,,,,,,,
538,PT11M16.00S,2023-01-10T02:46:24.4Z,4,REGULAR,turnover,bad pass,[],1630217,,,1610612763,97,92,2023-01-10T02:46:28Z,5300000,False,,,0,,D. Bane bad pass TURNOVER (3 TO),"[1630217, 1626196]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,3.0,Richardson,1626196.0,,,,
539,PT11M16.00S,2023-01-10T02:46:24.4Z,4,REGULAR,steal,,[],1626196,,,1610612759,97,92,2023-01-10T02:46:26Z,5310000,False,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
540,PT11M12.00S,2023-01-10T02:46:28.5Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1629641,25.706307490144546,69.85294117647058,1610612759,97,94,2023-01-10T02:46:35Z,5320000,False,-99.0,189.0,1,left,R. Langford 21' running Jump Shot (11 PTS) (J. Richardson 5 AST),"[1629641, 1626196]",1610612759.0,SAS,running,,,Langford,R. Langford,,,,,,Mid-Range,16-24 Left Center,21.36,Made,,,,,,,11.0,J. Richardson,1626196.0,5.0,,,,,,,
542,PT10M56.00S,2023-01-10T02:46:47.5Z,4,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612763,97,94,2023-01-10T02:46:57Z,5340000,False,,,0,,S. Johnson shooting personal FOUL (3 PF) (Jackson Jr. 2 FT),"[1626169, 1628991]",1610612759.0,SAS,shooting,,,Johnson,S. Johnson,,,,,1629178.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Jackson Jr.,1628991.0
544,PT10M56.00S,2023-01-10T02:47:15.7Z,4,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,97,94,2023-01-10T02:47:15Z,5360000,False,,,0,,MISS J. Jackson Jr. Free Throw 1 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
545,PT10M56.00S,2023-01-10T02:47:15.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,97,94,2023-01-10T02:47:15Z,5370000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,
546,PT10M56.00S,2023-01-10T02:47:28.3Z,4,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,98,94,2023-01-10T02:47:28Z,5380000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (11 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,
547,PT10M39.00S,2023-01-10T02:47:46.1Z,4,REGULAR,3pt,Jump Shot,[],1626196,30.831143232588698,66.42156862745098,1610612759,98,97,2023-01-10T02:47:50Z,5390000,False,-82.0,237.0,1,left,J. Richardson 25' 3PT  (12 PTS) (S. Johnson 4 AST),"[1626196, 1626169]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Above the Break 3,24+ Left Center,25.11,Made,,,,,,,12.0,S. Johnson,1626169.0,4.0,,,,,,,
549,PT10M20.00S,2023-01-10T02:48:04.1Z,4,REGULAR,turnover,lost ball,[],1628991,,,1610612763,98,97,2023-01-10T02:48:07Z,5410000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 1626196]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Richardson,1626196.0,,,,
550,PT10M20.00S,2023-01-10T02:48:04.1Z,4,REGULAR,steal,,[],1626196,,,1610612759,98,97,2023-01-10T02:48:05Z,5420000,False,,,0,,J. Richardson STEAL (2 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
551,PT10M16.00S,2023-01-10T02:48:08.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626196,10.5946123521682,43.13725490196079,1610612759,98,99,2023-01-10T02:48:14Z,5430000,False,34.0,47.0,1,left,J. Richardson running finger roll Layup (14 PTS),[1626196],1610612759.0,SAS,running finger roll,,,Richardson,J. Richardson,,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,,,,,,,14.0,,,,,,,,,,
552,PT10M16.00S,2023-01-10T02:48:13.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,98,99,2023-01-10T02:48:13Z,5440000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT09M59.00S,2023-01-10T02:51:23.5Z,4,REGULAR,turnover,lost ball,[],1630217,,,1610612763,98,99,2023-01-10T02:51:27Z,5450000,False,,,0,,D. Bane lost ball TURNOVER (4 TO),"[1630217, 1631110]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,4.0,Sochan,1631110.0,,,,
554,PT09M59.00S,2023-01-10T02:51:23.5Z,4,REGULAR,steal,,[],1631110,,,1610612759,98,99,2023-01-10T02:51:25Z,5460000,False,,,0,,J. Sochan STEAL (2 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
555,PT09M57.00S,2023-01-10T02:51:29.2Z,4,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612759,98,99,2023-01-10T02:51:48Z,5470000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Sochan 2 FT),"[1628991, 1631110]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,1629178.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Sochan,1631110.0
557,PT09M57.00S,2023-01-10T02:51:51.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631110,,,1610612759,98,100,2023-01-10T02:51:51Z,5490000,False,,,0,,J. Sochan Free Throw 1 of 2 (6 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
558,PT09M57.00S,2023-01-10T02:52:04.8Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631110,,,1610612759,98,101,2023-01-10T02:52:04Z,5500000,False,,,0,,J. Sochan Free Throw 2 of 2 (7 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,
559,PT09M39.00S,2023-01-10T02:52:24.8Z,4,REGULAR,turnover,traveling,[],1630533,,,1610612763,98,101,2023-01-10T02:52:29Z,5510000,False,,,0,,Z. Williams traveling TURNOVER (1 TO),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,202007.0,Left Corner 3,24+ Left,,,,,,,,,,,,,1.0,,,,,,
560,PT09M24.00S,2023-01-10T02:52:46.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629641,13.87976346911958,59.068627450980394,1610612759,98,101,2023-01-10T02:52:53Z,5520000,False,-45.0,78.0,1,left,MISS R. Langford 9' floating Shot,[1629641],1610612759.0,SAS,floating,,,Langford,R. Langford,,,,,,In The Paint (Non-RA),8-16 Center,9.02,Missed,,,,,,,,,,,,,,,,,
561,PT09M19.00S,2023-01-10T02:52:51.9Z,4,REGULAR,rebound,offensive,[],1626196,,,1610612759,98,101,2023-01-10T02:52:53Z,5530000,False,,,0,,J. Richardson REBOUND (Off:1 Def:3),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,In The Paint (Non-RA),8-16 Center,,,560.0,,,4.0,3.0,1.0,,,,,,,,,,,
562,PT09M19.00S,2023-01-10T02:52:51.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626196,5.590000152587891,50.0,1610612759,98,103,2023-01-10T02:52:51Z,5540000,False,0.0,0.0,1,left,J. Richardson tip Layup (16 PTS),[1626196],1610612759.0,SAS,tip,,,Richardson,J. Richardson,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,16.0,,,,,,,,,,
563,PT09M10.00S,2023-01-10T02:53:00.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,87.07293035479631,42.8921568627451,1610612763,98,103,2023-01-10T02:53:05Z,5550000,False,-36.0,69.0,1,right,MISS X. Tillman 7' turnaround Shot - blocked,"[1630214, 1629641]",1610612763.0,MEM,turnaround,,,Tillman,X. Tillman,,,,,,In The Paint (Non-RA),0-8 Center,7.76,Missed,,Langford,1629641.0,,,,,,,,,,,,,,
564,PT09M10.00S,2023-01-10T02:53:00.8Z,4,REGULAR,block,,[],1629641,,,1610612763,98,103,2023-01-10T02:53:03Z,5560000,False,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
565,PT09M07.00S,2023-01-10T02:53:03.8Z,4,REGULAR,rebound,offensive,[],1630214,,,1610612763,98,103,2023-01-10T02:53:05Z,5570000,False,,,0,,X. Tillman REBOUND (Off:3 Def:3),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,In The Paint (Non-RA),0-8 Center,,,563.0,,,6.0,3.0,3.0,,,,,,,,,,,
566,PT09M06.00S,2023-01-10T02:53:05.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628991,78.40013140604468,8.333333333333332,1610612763,98,103,2023-01-10T02:53:08Z,5580000,False,-208.0,151.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,,,,,,,,,,,,,,,,
567,PT09M04.00S,2023-01-10T02:53:07.5Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612759,98,103,2023-01-10T02:53:08Z,5590000,False,,,0,,R. Langford REBOUND (Off:2 Def:3),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,Above the Break 3,24+ Left Center,,,566.0,,,5.0,3.0,2.0,,,,,,,,,,,
568,PT09M03.00S,2023-01-10T02:53:15.7Z,4,REGULAR,foul,personal,[],1631113,,,1610612759,98,103,2023-01-10T02:53:36Z,5600000,False,,,0,,K. Chandler personal FOUL (2 PF),"[1631113, 1629641]",1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,1629178.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,0.0,Langford,1629641.0
570,PT09M03.00S,2023-01-10T02:53:22.2Z,4,REGULAR,substitution,out,[],1630217,,,1610612759,98,103,2023-01-10T02:53:25Z,5620000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT09M03.00S,2023-01-10T02:53:22.2Z,4,REGULAR,substitution,out,[],1631113,,,1610612759,98,103,2023-01-10T02:53:25Z,5630000,False,,,0,,SUB out: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT09M03.00S,2023-01-10T02:53:22.2Z,4,REGULAR,substitution,in,[],1626145,,,1610612759,98,103,2023-01-10T02:53:25Z,5640000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT09M03.00S,2023-01-10T02:53:22.2Z,4,REGULAR,substitution,in,[],1628415,,,1610612759,98,103,2023-01-10T02:53:25Z,5650000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT08M52.00S,2023-01-10T02:53:44.8Z,4,REGULAR,3pt,Jump Shot,[],1626196,26.10052562417871,79.16666666666666,1610612759,98,103,2023-01-10T02:53:48Z,5660000,False,-146.0,193.0,1,left,MISS J. Richardson 24' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Above the Break 3,24+ Left Center,24.17,Missed,,,,,,,,,,,,,,,,,
575,PT08M49.00S,2023-01-10T02:53:47.8Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,98,103,2023-01-10T02:53:48Z,5670000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Left Center,,,574.0,,,5.0,4.0,1.0,,,,,,,,,,,
576,PT08M39.00S,2023-01-10T02:53:57.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,87.59855453350855,48.529411764705884,1610612763,98,103,2023-01-10T02:54:02Z,5680000,False,-7.0,64.0,1,right,MISS J. Jackson Jr. 6' floating Shot,[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,,,,,,,,,,,,,,,,,
577,PT08M39.00S,2023-01-10T02:53:57.4Z,4,REGULAR,rebound,offensive,[],1628991,,,1610612763,98,103,2023-01-10T02:54:02Z,5690000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,,,576.0,,,6.0,4.0,2.0,,,,,,,,,,,
578,PT08M39.00S,2023-01-10T02:54:03.2Z,4,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612763,98,103,2023-01-10T02:54:10Z,5700000,False,,,0,,S. Johnson shooting personal FOUL (4 PF) (Jackson Jr. 2 FT),"[1626169, 1628991]",1610612759.0,SAS,shooting,,,Johnson,S. Johnson,,,,,1629178.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,Jackson Jr.,1628991.0
580,PT08M39.00S,2023-01-10T02:54:25.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628991,,,1610612763,99,103,2023-01-10T02:54:25Z,5720000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (12 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,
581,PT08M39.00S,2023-01-10T02:54:40.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628991,,,1610612763,100,103,2023-01-10T02:54:40Z,5730000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (13 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,
582,PT08M23.00S,2023-01-10T02:54:58.5Z,4,REGULAR,3pt,Jump Shot,[],1629641,6.521024967148489,4.166666666666666,1610612759,100,103,2023-01-10T02:55:03Z,5740000,False,229.0,9.0,1,left,MISS R. Langford 3PT,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,
583,PT08M18.00S,2023-01-10T02:55:03.5Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612763,100,103,2023-01-10T03:03:03Z,5750000,False,,,0,,X. Tillman REBOUND (Off:3 Def:4),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Right Corner 3,24+ Right,,,582.0,,,7.0,4.0,3.0,,,,,,,,,,,
584,PT08M10.00S,2023-01-10T02:55:10.7Z,4,REGULAR,2pt,Jump Shot,[],1628415,77.7431011826544,49.26470588235294,1610612763,102,103,2023-01-10T02:55:14Z,5760000,False,-4.0,157.0,1,right,D. Brooks 15' driving floating Jump Shot (14 PTS) (J. Jackson Jr. 2 AST),"[1628415, 1628991]",1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,,Mid-Range,8-16 Center,15.67,Made,,,,,,,14.0,J. Jackson Jr.,1628991.0,2.0,,,,,,,
586,PT07M54.00S,2023-01-10T02:55:28.6Z,4,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612759,102,103,2023-01-10T02:55:52Z,5780000,False,,,0,,D. Brooks shooting personal FOUL (4 PF) (McDermott 2 FT),"[1628415, 203926]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,1629178.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,McDermott,203926.0
