shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
10:45,18,PT10M45.00S,2022-12-10T01:11:51.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,93.77463863337714,50.98039215686274,1610612765,4,0,2022-12-10T01:11:58Z,180000,False,5.0,6.0,1,right,MISS J. Ivey running finger roll Layup,[1631093],23,1610612765.0,DET,running finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
10:41,19,PT10M41.00S,2022-12-10T01:11:55.9Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,4,0,2022-12-10T01:11:58Z,190000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],13,1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,
10:38,20,PT10M38.00S,2022-12-10T01:11:58.9Z,1,REGULAR,3pt,Jump Shot,[],1628991,30.699737187910642,34.80392156862745,1610612763,4,0,2022-12-10T01:12:07Z,200000,False,76.0,236.0,1,left,MISS J. Jackson Jr. 24' 3PT,[1628991],13,1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,24.8,Missed,,,,,,,,,,,,,,,,,,
10:33,21,PT10M33.00S,2022-12-10T01:12:04.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,4,0,2022-12-10T01:12:04Z,210000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Center,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,,,
10:33,22,PT10M33.00S,2022-12-10T01:12:07.8Z,1,REGULAR,foul,personal,[],1630165,,,1610612763,4,0,2022-12-10T01:12:11Z,220000,False,,,0,,K. Hayes personal FOUL (1 PF),"[1630165, 203500]",7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628951.0,1.0,0.0,Adams,203500.0,,
10:28,24,PT10M28.00S,2022-12-10T01:12:27.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1628415,7.966491458607096,49.26470588235294,1610612763,6,0,2022-12-10T01:12:37Z,240000,False,4.0,22.0,1,left,D. Brooks driving floating Jump Shot (2 PTS),[1628415],24,1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.27,Made,2.0,,,,,,,,,,,,,,,,,
10:28,25,PT10M28.00S,2022-12-10T01:12:30.3Z,1,REGULAR,violation,defensive goaltending,[],1630191,,,1610612763,6,0,2022-12-10T01:12:37Z,250000,False,,,0,,I. Stewart defensive goaltending VIOLATION,[1630191],28,1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,
10:17,26,PT10M17.00S,2022-12-10T01:12:48.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,81.2910643889619,57.84313725490197,1610612765,6,2,2022-12-10T01:12:51Z,260000,False,39.0,123.0,1,right,K. Hayes 12' pullup Jump Shot (2 PTS),[1630165],7,1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,12.95,Made,2.0,,,,,,,,,,,,,,,,,
10:01,27,PT10M01.00S,2022-12-10T01:13:09.4Z,1,REGULAR,foul,personal,[],1630165,,,1610612763,6,2,2022-12-10T01:13:15Z,270000,False,,,0,,K. Hayes personal FOUL (2 PF),"[1630165, 1629630]",7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1146.0,2.0,0.0,Morant,1629630.0,,
10:01,29,PT10M01.00S,2022-12-10T01:13:33.1Z,1,REGULAR,substitution,out,[],1630165,,,1610612763,6,2,2022-12-10T01:13:36Z,290000,False,,,0,,SUB out: K. Hayes,[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
10:01,30,PT10M01.00S,2022-12-10T01:13:33.1Z,1,REGULAR,substitution,in,[],203585,,,1610612763,6,2,2022-12-10T01:13:36Z,300000,False,,,0,,SUB in: R. McGruder,[203585],17,1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
09:53,31,PT09M53.00S,2022-12-10T01:13:52.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,14.273981603153747,40.44117647058824,1610612763,8,2,2022-12-10T01:13:55Z,310000,False,48.0,82.0,1,left,J. Jackson Jr. 9' turnaround Hook (2 PTS),[1628991],13,1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.47,Made,2.0,,,,,,,,,,,,,,,,,
09:35,32,PT09M35.00S,2022-12-10T01:14:14.1Z,1,REGULAR,foul,personal,[],1628415,,,1610612765,8,2,2022-12-10T01:14:17Z,320000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 202711]",24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1146.0,1.0,0.0,Bogdanovic,202711.0,,
09:33,34,PT09M33.00S,2022-12-10T01:14:32.9Z,1,REGULAR,foul,offensive,[],1631093,,,1610612765,8,2,2022-12-10T01:14:40Z,340000,False,,,0,,J. Ivey offensive FOUL (1 PF),"[1631093, 1628415]",23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1146.0,1.0,0.0,Brooks,1628415.0,,
09:33,36,PT09M33.00S,2022-12-10T01:14:32.9Z,1,REGULAR,turnover,offensive foul,[],1631093,,,1610612765,8,2,2022-12-10T01:14:32Z,360000,False,,,0,,J. Ivey offensive foul TURNOVER (1 TO),[1631093],23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,,,,,,,1146.0,,,,,,
09:23,37,PT09M23.00S,2022-12-10T01:14:52.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,6.258212877792378,48.28431372549019,1610612763,10,2,2022-12-10T01:14:56Z,370000,False,9.0,6.0,1,left,J. Morant driving finger roll Layup (2 PTS),[1629630],12,1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.07,Made,2.0,,,,,,,,,,,,,,,,,
09:10,38,PT09M10.00S,2022-12-10T01:15:05.6Z,1,REGULAR,3pt,Jump Shot,[],202711,71.30420499342969,80.63725490196079,1610612765,10,2,2022-12-10T01:15:09Z,380000,False,153.0,217.0,1,right,MISS B. Bogdanovic 26' 3PT,[202711],44,1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,,,,,,,,,,,,,,,,,
09:09,39,PT09M09.00S,2022-12-10T01:15:06.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,10,2,2022-12-10T01:15:09Z,390000,False,,,0,,TEAM defensive REBOUND,[],,1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,38.0,,,,,,,,,,
08:58,41,PT08M58.00S,2022-12-10T01:15:28.9Z,1,REGULAR,3pt,Jump Shot,[],1629723,32.013797634691194,26.47058823529412,1610612763,10,2,2022-12-10T01:15:33Z,410000,False,118.0,248.0,1,left,MISS J. Konchar 27' 3PT,[1629723],46,1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,27.48,Missed,,,,,,,,,,,,,,,,,,
08:54,42,PT08M54.00S,2022-12-10T01:15:32.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,10,2,2022-12-10T01:15:33Z,420000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,
08:47,43,PT08M47.00S,2022-12-10T01:15:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,93.38042049934296,50.73529411764706,1610612765,10,2,2022-12-10T01:15:45Z,430000,False,4.0,10.0,1,right,MISS J. Ivey driving reverse Layup - blocked,"[1631093, 203500]",23,1610612765.0,DET,driving reverse,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,Adams,203500.0
08:47,44,PT08M47.00S,2022-12-10T01:15:39.1Z,1,REGULAR,block,,[],203500,,,1610612765,10,2,2022-12-10T01:15:42Z,440000,False,,,0,,S. Adams BLOCK (1 BLK),[203500],4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
08:47,45,PT08M47.00S,2022-12-10T01:15:39.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,10,2,2022-12-10T01:15:45Z,450000,False,,,0,,TEAM offensive REBOUND,[],,1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,43.0,,,,,,,,,,
08:45,47,PT08M45.00S,2022-12-10T01:15:58.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631105,83.39356110381078,68.87254901960785,1610612765,10,4,2022-12-10T01:16:01Z,470000,False,94.0,104.0,1,right,J. Duren 14' Jump Shot (2 PTS) (J. Ivey 1 AST),"[1631105, 1631093]",0,1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,14.02,Made,2.0,J. Ivey,1631093.0,1.0,,,,,,,,,,,,,,
08:29,49,PT08M29.00S,2022-12-10T01:16:16.2Z,1,REGULAR,foul,personal,['2freethrow'],203585,,,1610612763,10,4,2022-12-10T01:16:31Z,490000,False,,,0,,R. McGruder shooting personal FOUL (1 PF) (Adams 2 FT),"[203585, 203500]",17,1610612765.0,DET,shooting,,,McGruder,R. McGruder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628951.0,1.0,0.0,Adams,203500.0,,
08:29,51,PT08M29.00S,2022-12-10T01:16:43.4Z,1,REGULAR,freethrow,1 of 2,[],203500,,,1610612763,10,4,2022-12-10T01:16:43Z,510000,False,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
08:29,52,PT08M29.00S,2022-12-10T01:16:43.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,10,4,2022-12-10T01:16:43Z,520000,False,,,0,,TEAM offensive REBOUND,[],,1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,
08:29,53,PT08M29.00S,2022-12-10T01:16:59.7Z,1,REGULAR,freethrow,2 of 2,[],203500,,,1610612763,10,4,2022-12-10T01:16:59Z,530000,False,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
08:26,54,PT08M26.00S,2022-12-10T01:17:01.7Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,10,4,2022-12-10T01:17:01Z,540000,False,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],17,1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,
08:14,55,PT08M14.00S,2022-12-10T01:17:13.6Z,1,REGULAR,2pt,Jump Shot,[],1631093,77.21747700394218,61.51960784313726,1610612765,10,4,2022-12-10T01:17:16Z,550000,False,58.0,162.0,1,right,MISS J. Ivey 17' pullup Shot,[1631093],23,1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,17.17,Missed,,,,,,,,,,,,,,,,,,
08:12,56,PT08M12.00S,2022-12-10T01:17:15.6Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,10,4,2022-12-10T01:17:16Z,560000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],12,1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,
08:00,57,PT08M00.00S,2022-12-10T01:17:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,6.783837056504599,45.83333333333333,1610612763,12,4,2022-12-10T01:17:31Z,570000,False,21.0,11.0,1,left,D. Brooks cutting Layup (4 PTS) (S. Adams 1 AST),"[1628415, 203500]",24,1610612763.0,MEM,cutting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.37,Made,4.0,S. Adams,203500.0,1.0,,,,,,,,,,,,,,
07:57,60,PT07M57.00S,2022-12-10T01:17:38.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,12,4,2022-12-10T01:17:38Z,600000,False,,,0,,DET Timeout,[],,1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:39,61,PT07M39.00S,2022-12-10T01:20:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,80.89684625492772,51.225490196078425,1610612765,12,6,2022-12-10T01:20:53Z,610000,False,6.0,127.0,1,right,B. Bogdanovic 12' pullup Jump Shot (2 PTS),[202711],44,1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,12.72,Made,2.0,,,,,,,,,,,,,,,,,
07:19,62,PT07M19.00S,2022-12-10T01:21:10.6Z,1,REGULAR,3pt,Jump Shot,[],1628991,6.521024967148489,95.34313725490196,1610612763,15,6,2022-12-10T01:21:14Z,620000,False,-227.0,9.0,1,left,J. Jackson Jr. 3PT  (5 PTS) (D. Brooks 2 AST),"[1628991, 1628415]",13,1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,22.69,Made,5.0,D. Brooks,1628415.0,2.0,,,,,,,,,,,,,,
07:07,64,PT07M07.00S,2022-12-10T01:21:23.0Z,1,REGULAR,3pt,Jump Shot,[],1631093,66.3107752956636,61.274509803921575,1610612765,15,9,2022-12-10T01:21:46Z,640000,False,56.0,264.0,1,right,J. Ivey 27' 3PT pullup (3 PTS),[1631093],23,1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,27.02,Made,3.0,,,,,,,,,,,,,,,,,
06:52,65,PT06M52.00S,2022-12-10T01:21:37.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,12.040078843626807,42.40196078431372,1610612763,15,9,2022-12-10T01:21:41Z,650000,False,38.0,61.0,1,left,MISS J. Morant 7' driving floating bank Shot,[1629630],12,1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
06:50,66,PT06M50.00S,2022-12-10T01:21:40.0Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,15,9,2022-12-10T01:21:39Z,660000,False,,,0,,S. Adams REBOUND (Off:2 Def:0),[203500],4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,65.0,2.0,0.0,2.0,,,,,,,
06:47,67,PT06M47.00S,2022-12-10T01:21:42.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,5.863994743758213,3.9215686274509802,1610612763,15,9,2022-12-10T01:21:48Z,670000,False,230.0,3.0,1,left,MISS J. Morant 3PT,[1629630],12,1610612763.0,MEM,,,,Morant,J. Morant,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
06:47,68,PT06M47.00S,2022-12-10T01:21:42.2Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,15,9,2022-12-10T01:21:48Z,680000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,
06:39,69,PT06M39.00S,2022-12-10T01:21:50.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203585,92.46057818659659,3.9215686274509802,1610612765,15,9,2022-12-10T01:21:54Z,690000,False,-230.0,18.0,1,right,MISS R. McGruder running 3PT,[203585],17,1610612765.0,DET,running,,,McGruder,R. McGruder,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
06:37,70,PT06M37.00S,2022-12-10T01:21:52.5Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,15,9,2022-12-10T01:21:54Z,700000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],46,1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,
06:35,71,PT06M35.00S,2022-12-10T01:22:00.0Z,1,REGULAR,violation,kicked ball,[],1631093,,,1610612763,15,9,2022-12-10T01:22:03Z,710000,False,,,0,,J. Ivey kicked ball VIOLATION,[1631093],23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,
06:35,72,PT06M35.00S,2022-12-10T01:22:01.2Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,15,9,2022-12-10T01:22:08Z,720000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],13,1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
06:35,73,PT06M35.00S,2022-12-10T01:22:01.2Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,15,9,2022-12-10T01:22:08Z,730000,False,,,0,,SUB in: S. Aldama,[1630583],7,1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
06:28,74,PT06M28.00S,2022-12-10T01:22:28.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203500,6.1268068331143235,50.245098039215684,1610612763,17,9,2022-12-10T01:22:32Z,740000,False,-1.0,5.0,1,left,S. Adams alley-oop DUNK (6 PTS) (J. Morant 2 AST),"[203500, 1629630]",4,1610612763.0,MEM,alley-oop,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,0.52,Made,6.0,J. Morant,1629630.0,2.0,,,,,,,,,,,,,,
06:04,76,PT06M04.00S,2022-12-10T01:22:51.7Z,1,REGULAR,3pt,Jump Shot,[],202711,89.17542706964521,95.58823529411765,1610612765,17,9,2022-12-10T01:22:57Z,760000,False,228.0,49.0,1,right,MISS B. Bogdanovic pullup 3PT,[202711],44,1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,,
06:02,77,PT06M02.00S,2022-12-10T01:22:53.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,17,9,2022-12-10T01:22:57Z,770000,False,,,0,,TEAM defensive REBOUND,[],,1610612763.0,MEM,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,76.0,,,,,,,,,,
05:56,79,PT05M56.00S,2022-12-10T01:23:05.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,31.225361366622867,55.392156862745104,1610612763,20,9,2022-12-10T01:23:10Z,790000,False,-27.0,241.0,1,left,D. Brooks 24' 3PT pullup (7 PTS),[1628415],24,1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,24.25,Made,7.0,,,,,,,,,,,,,,,,,
05:44,80,PT05M44.00S,2022-12-10T01:23:22.5Z,1,REGULAR,foul,personal,['2freethrow'],1629723,,,1610612765,20,9,2022-12-10T01:23:42Z,800000,False,,,0,,J. Konchar shooting personal FOUL (1 PF) (Ivey 2 FT),"[1629723, 1631093]",46,1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628951.0,1.0,0.0,Ivey,1631093.0,,
05:44,82,PT05M44.00S,2022-12-10T01:23:52.5Z,1,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,20,9,2022-12-10T01:23:52Z,820000,False,,,0,,MISS J. Ivey Free Throw 1 of 2,[1631093],23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
05:44,83,PT05M44.00S,2022-12-10T01:23:52.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,20,9,2022-12-10T01:23:52Z,830000,False,,,0,,TEAM offensive REBOUND,[],,1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,
05:44,84,PT05M44.00S,2022-12-10T01:23:53.2Z,1,REGULAR,substitution,out,[],1628415,,,1610612765,20,9,2022-12-10T01:24:15Z,840000,False,,,0,,SUB out: D. Brooks,[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
05:44,85,PT05M44.00S,2022-12-10T01:23:53.2Z,1,REGULAR,substitution,out,[],1629723,,,1610612765,20,9,2022-12-10T01:24:15Z,850000,False,,,0,,SUB out: J. Konchar,[1629723],46,1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
05:44,86,PT05M44.00S,2022-12-10T01:23:53.2Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,20,9,2022-12-10T01:24:15Z,860000,False,,,0,,SUB out: J. Duren,[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
05:44,87,PT05M44.00S,2022-12-10T01:23:53.2Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,20,9,2022-12-10T01:24:15Z,870000,False,,,0,,SUB out: I. Stewart,[1630191],28,1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
