actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M40.00S,2022-11-05T00:12:20.2Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612763,2,2,2022-11-05T00:51:10Z,170000,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 203486]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Plumlee,203486.0,,,,,,,
18,PT10M40.00S,2022-11-05T00:12:20.2Z,1,REGULAR,steal,,[],203486,,,1610612766,2,2,2022-11-05T00:12:22Z,180000,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
19,PT10M37.00S,2022-11-05T00:12:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203486,92.85479632063075,53.67647058823529,1610612766,2,2,2022-11-05T00:12:41Z,190000,18.0,15.0,1,right,MISS M. Plumlee running finger roll Layup,[203486],1610612766.0,CHA,running finger roll,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
20,PT10M34.00S,2022-11-05T00:12:26.9Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,2,2,2022-11-05T00:12:27Z,200000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M32.00S,2022-11-05T00:12:29.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630583,6.915243101182654,94.6078431372549,1610612763,2,2,2022-11-05T00:13:18Z,210000,-223.0,13.0,1,left,MISS S. Aldama running pullup 3PT,[1630583],1610612763.0,MEM,running pullup,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,22.34,Missed,,,,,,,,,,,,,,,,,,
22,PT10M27.00S,2022-11-05T00:12:34.4Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,2,2,2022-11-05T00:12:34Z,220000,,,0,,S. Adams REBOUND (Off:2 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Left Corner 3,24+ Left,,,21.0,2.0,0.0,2.0,,,,,,,,,,,,,,
23,PT10M27.00S,2022-11-05T00:12:34.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203500,5.590000152587891,50.0,1610612763,2,2,2022-11-05T00:13:30Z,230000,0.0,0.0,1,left,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
24,PT10M27.00S,2022-11-05T00:12:34.4Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,2,2,2022-11-05T00:13:30Z,240000,,,0,,S. Adams REBOUND (Off:3 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,23.0,3.0,0.0,3.0,,,,,,,,,,,,,,
25,PT10M25.00S,2022-11-05T00:12:35.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,7.5722733245729295,50.0,1610612763,4,2,2022-11-05T00:14:13Z,250000,0.0,19.0,1,left,S. Adams putback Layup (4 PTS),[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,4.0,,,,,,,,,,,,,
26,PT10M20.00S,2022-11-05T00:12:43.0Z,1,REGULAR,foul,personal,['2freethrow'],203500,,,1610612766,4,2,2022-11-05T00:12:57Z,260000,,,0,,S. Adams shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[203500, 1626162]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202058.0,1.0,0.0,Oubre Jr.,1626162.0,,
28,PT10M20.00S,2022-11-05T00:13:09.8Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,4,3,2022-11-05T00:13:09Z,280000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (1 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
29,PT10M20.00S,2022-11-05T00:13:26.6Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,4,4,2022-11-05T00:13:26Z,290000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (2 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
30,PT10M08.00S,2022-11-05T00:13:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,8.754927726675426,62.254901960784316,1610612763,4,4,2022-11-05T00:15:45Z,300000,-61.0,30.0,1,left,MISS J. Morant 6' driving floating bank Shot,[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,,,,,,
31,PT10M04.00S,2022-11-05T00:13:44.4Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,4,4,2022-11-05T00:13:50Z,310000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M59.00S,2022-11-05T00:13:48.9Z,1,REGULAR,3pt,Jump Shot,[],1629023,75.3777923784494,12.009803921568627,1610612766,4,4,2022-11-05T00:14:00Z,320000,-190.0,179.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
33,PT09M56.00S,2022-11-05T00:13:51.9Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,4,4,2022-11-05T00:14:00Z,330000,,,0,,S. Adams REBOUND (Off:3 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,32.0,4.0,1.0,3.0,,,,,,,,,,,,,,
34,PT09M49.00S,2022-11-05T00:13:59.1Z,1,REGULAR,3pt,Jump Shot,[],1628415,32.40801576872536,32.84313725490196,1610612763,7,4,2022-11-05T00:14:05Z,340000,86.0,252.0,1,left,D. Brooks 26' 3PT  (3 PTS) (J. Morant 2 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,26.63,Made,,,,,3.0,J. Morant,1629630.0,2.0,,,,,,,,,,
36,PT09M36.00S,2022-11-05T00:14:12.5Z,1,REGULAR,turnover,bad pass,[],1628372,,,1610612766,7,4,2022-11-05T00:14:19Z,360000,,,0,,D. Smith Jr. bad pass TURNOVER (1 TO),"[1628372, 203500]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Adams,203500.0,,,,,,,
37,PT09M36.00S,2022-11-05T00:14:12.5Z,1,REGULAR,steal,,[],203500,,,1610612763,7,4,2022-11-05T00:14:15Z,370000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
38,PT09M24.00S,2022-11-05T00:14:25.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630583,6.389618922470433,20.34313725490196,1610612763,9,4,2022-11-05T00:14:31Z,380000,148.0,8.0,1,left,S. Aldama 14' Jump Shot (2 PTS) (S. Adams 1 AST),"[1630583, 203500]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Right,14.85,Made,,,,,2.0,S. Adams,203500.0,1.0,,,,,,,,,,
40,PT09M09.00S,2022-11-05T00:14:39.2Z,1,REGULAR,2pt,Jump Shot,[],203486,78.53153745072274,57.84313725490197,1610612766,9,4,2022-11-05T00:14:47Z,400000,39.0,149.0,1,right,MISS M. Plumlee 15' pullup Shot,[203486],1610612766.0,CHA,pullup,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Center,15.44,Missed,,,,,,,,,,,,,,,,,,
41,PT09M06.00S,2022-11-05T00:14:42.2Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,9,4,2022-11-05T00:14:47Z,410000,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Center,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,
42,PT09M06.00S,2022-11-05T00:14:46.0Z,1,REGULAR,foul,personal,[],1626162,,,1610612763,9,4,2022-11-05T00:14:54Z,420000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1630583]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627961.0,1.0,0.0,Aldama,1630583.0,,
44,PT08M55.00S,2022-11-05T00:15:09.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,29.38567674113009,20.833333333333336,1610612763,12,4,2022-11-05T00:15:14Z,440000,146.0,224.0,1,left,D. Brooks 26' 3PT  (6 PTS) (J. Morant 3 AST),"[1628415, 1629630]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,26.7,Made,,,,,6.0,J. Morant,1629630.0,3.0,,,,,,,,,,
46,PT08M38.00S,2022-11-05T00:15:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,88.38699080157687,54.41176470588235,1610612766,12,4,2022-11-05T00:15:32Z,460000,22.0,57.0,1,right,MISS K. Oubre Jr. 6' driving floating Shot - blocked,"[1626162, 203500]",1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.09,Missed,,,,,,,,,,,,,,,,,Adams,203500.0
47,PT08M38.00S,2022-11-05T00:15:26.6Z,1,REGULAR,block,,[],203500,,,1610612766,12,4,2022-11-05T00:15:29Z,470000,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M35.00S,2022-11-05T00:15:29.6Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612766,12,4,2022-11-05T00:15:32Z,480000,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,,
49,PT08M33.00S,2022-11-05T00:15:31.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629023,85.23324572930355,27.696078431372552,1610612766,12,4,2022-11-05T00:16:13Z,490000,-112.0,86.0,1,right,MISS P. Washington 14' pullup Shot,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,14.1,Missed,,,,,,,,,,,,,,,,,,
50,PT08M31.00S,2022-11-05T00:15:33.9Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,12,4,2022-11-05T00:15:37Z,500000,,,0,,S. Adams REBOUND (Off:3 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Left,,,49.0,5.0,2.0,3.0,,,,,,,,,,,,,,
51,PT08M23.00S,2022-11-05T00:15:41.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630583,5.995400788436268,47.794117647058826,1610612763,14,4,2022-11-05T00:15:46Z,510000,11.0,4.0,1,left,S. Aldama driving DUNK (4 PTS) (J. Morant 4 AST),"[1630583, 1629630]",1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,4.0,J. Morant,1629630.0,4.0,,,,,,,,,,
53,PT08M17.00S,2022-11-05T00:15:51.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,14,4,2022-11-05T00:15:51Z,530000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M05.00S,2022-11-05T00:18:55.9Z,1,REGULAR,turnover,traveling,[],1629667,,,1610612766,14,4,2022-11-05T00:19:01Z,540000,,,0,,J. McDaniels traveling TURNOVER (1 TO),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,202058.0,,,,,,
55,PT07M50.00S,2022-11-05T00:19:19.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,17.821944809461236,56.127450980392155,1610612763,14,4,2022-11-05T00:19:25Z,550000,-31.0,115.0,1,left,MISS J. Morant 11' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,11.9,Missed,,,,,,,,,,,,,,,,,,
56,PT07M47.00S,2022-11-05T00:19:22.5Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,14,4,2022-11-05T00:19:25Z,560000,,,0,,S. Adams REBOUND (Off:4 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,55.0,6.0,2.0,4.0,,,,,,,,,,,,,,
57,PT07M45.00S,2022-11-05T00:19:24.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630583,8.886333771353483,3.9215686274509802,1610612763,14,4,2022-11-05T00:19:29Z,570000,230.0,31.0,1,left,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
58,PT07M42.00S,2022-11-05T00:19:27.4Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,14,4,2022-11-05T00:19:29Z,580000,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
59,PT07M39.00S,2022-11-05T00:19:32.0Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612766,14,4,2022-11-05T00:19:47Z,590000,,,0,,D. Brooks shooting personal FOUL (1 PF) (Washington 2 FT),"[1628415, 1629023]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1626301.0,1.0,0.0,Washington,1629023.0,,
61,PT07M39.00S,2022-11-05T00:19:58.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629023,,,1610612766,14,5,2022-11-05T00:19:58Z,610000,,,0,,P. Washington Free Throw 1 of 2 (1 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
62,PT07M39.00S,2022-11-05T00:20:14.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629023,,,1610612766,14,6,2022-11-05T00:20:14Z,620000,,,0,,P. Washington Free Throw 2 of 2 (2 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
63,PT07M26.00S,2022-11-05T00:20:31.0Z,1,REGULAR,turnover,lost ball,[],1629630,,,1610612763,14,6,2022-11-05T00:20:35Z,630000,,,0,,J. Morant lost ball TURNOVER (2 TO),"[1629630, 1626162]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Left,,,,,,,,,,,2.0,Oubre Jr.,1626162.0,,,,,,,
64,PT07M26.00S,2022-11-05T00:20:31.0Z,1,REGULAR,steal,,[],1626162,,,1610612766,14,6,2022-11-05T00:20:32Z,640000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
65,PT07M23.00S,2022-11-05T00:20:37.9Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612766,14,6,2022-11-05T00:20:47Z,650000,,,0,,D. Bane shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1630217, 1626162]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627961.0,1.0,0.0,Oubre Jr.,1626162.0,,
67,PT07M23.00S,2022-11-05T00:21:03.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626162,,,1610612766,14,7,2022-11-05T00:21:20Z,670000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (3 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
68,PT07M23.00S,2022-11-05T00:21:03.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626162,,,1610612766,14,7,2022-11-05T00:21:20Z,680000,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
69,PT07M21.00S,2022-11-05T00:21:05.4Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,14,7,2022-11-05T00:21:20Z,690000,,,0,,S. Aldama REBOUND (Off:0 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,,,,,,,
70,PT07M04.00S,2022-11-05T00:21:35.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,6.915243101182654,53.431372549019606,1610612763,14,7,2022-11-05T00:21:40Z,700000,-17.0,13.0,1,left,MISS J. Morant cutting DUNK,[1629630],1610612763.0,MEM,cutting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.13,Missed,,,,,,,,,,,,,,,,,,
71,PT07M01.00S,2022-11-05T00:21:37.7Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612763,14,7,2022-11-05T00:21:37Z,710000,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,70.0,1.0,0.0,1.0,,,,,,,,,,,,,,
72,PT07M00.00S,2022-11-05T00:21:39.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630583,30.17411300919842,30.392156862745097,1610612763,17,7,2022-11-05T00:21:45Z,720000,98.0,231.0,1,left,S. Aldama 25' 3PT  (7 PTS) (D. Brooks 1 AST),"[1630583, 1628415]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,25.1,Made,,,,,7.0,D. Brooks,1628415.0,1.0,,,,,,,,,,
74,PT06M43.00S,2022-11-05T00:21:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,91.80354796320631,56.86274509803921,1610612766,17,7,2022-11-05T00:22:05Z,740000,34.0,25.0,1,right,MISS D. Smith Jr. driving Layup - blocked,"[1628372, 203500]",1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,Adams,203500.0
75,PT06M43.00S,2022-11-05T00:21:55.7Z,1,REGULAR,block,,[],203500,,,1610612766,17,7,2022-11-05T00:21:58Z,750000,,,0,,S. Adams BLOCK (2 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT06M38.00S,2022-11-05T00:22:00.7Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,17,7,2022-11-05T00:22:05Z,760000,,,0,,S. Adams REBOUND (Off:4 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,74.0,7.0,3.0,4.0,,,,,,,,,,,,,,
77,PT06M30.00S,2022-11-05T00:22:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,6.258212877792378,52.69607843137255,1610612763,19,7,2022-11-05T00:22:16Z,770000,-13.0,6.0,1,left,D. Brooks driving finger roll Layup (8 PTS) (S. Adams 2 AST),"[1628415, 203500]",1610612763.0,MEM,driving finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,8.0,S. Adams,203500.0,2.0,,,,,,,,,,
78,PT06M19.00S,2022-11-05T00:22:27.7Z,1,REGULAR,foul,offensive,[],1629667,,,1610612766,19,7,2022-11-05T00:22:35Z,780000,,,0,,J. McDaniels offensive FOUL (1 PF),"[1629667, 1630583]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1626301.0,1.0,0.0,Aldama,1630583.0,,
80,PT06M19.00S,2022-11-05T00:22:27.7Z,1,REGULAR,turnover,offensive foul,[],1629667,,,1610612766,19,7,2022-11-05T00:22:27Z,800000,,,0,,J. McDaniels offensive foul TURNOVER (2 TO),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2.0,,,1626301.0,,,,,,
81,PT06M19.00S,2022-11-05T00:22:34.8Z,1,REGULAR,substitution,out,[],1630583,,,1610612763,19,7,2022-11-05T00:22:50Z,810000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M19.00S,2022-11-05T00:22:34.8Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,19,7,2022-11-05T00:22:50Z,820000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
