shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
10:15,19,PT10M15.00S,2022-12-06T01:12:40.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,9.674770039421814,56.127450980392155,1610612763,9,3,2022-12-06T01:12:44Z,190000,False,-31.0,38.0,1,left,D. Brooks driving floating Jump Shot (7 PTS),[1628415],24,1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,4.91,Made,7.0,,,,,,,,,,,,,,,,,
10:07,20,PT10M07.00S,2022-12-06T01:12:48.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,94.1688567674113,48.529411764705884,1610612748,9,5,2022-12-06T01:12:54Z,200000,False,-7.0,2.0,1,right,T. Herro cutting finger roll Layup (2 PTS) (J. Butler 2 AST),"[1629639, 202710]",14,1610612748.0,MIA,cutting finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,,,,,J. Butler,202710.0,2.0,,,,,,,,,,
09:48,22,PT09M48.00S,2022-12-06T01:13:06.5Z,1,REGULAR,2pt,Jump Shot,[],1628415,21.76412614980289,30.88235294117647,1610612763,9,5,2022-12-06T01:13:12Z,220000,False,96.0,152.0,1,left,MISS D. Brooks 17' pullup Shot,[1628415],24,1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,17.96,Missed,,,,,,,,,,,,,,,,,,
09:46,23,PT09M46.00S,2022-12-06T01:13:08.5Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,9,5,2022-12-06T01:13:12Z,230000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
09:36,24,PT09M36.00S,2022-12-06T01:13:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,94.1688567674113,46.81372549019608,1610612748,9,5,2022-12-06T01:13:24Z,240000,False,-16.0,2.0,1,right,MISS J. Butler driving finger roll Layup,[202710],22,1610612748.0,MIA,driving finger roll,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
09:34,25,PT09M34.00S,2022-12-06T01:13:21.8Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,9,5,2022-12-06T01:13:21Z,250000,False,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,
09:24,26,PT09M24.00S,2022-12-06T01:13:31.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628997,71.04139290407359,22.30392156862745,1610612748,9,8,2022-12-06T01:13:35Z,260000,False,-138.0,220.0,1,right,C. Martin 25' 3PT  (3 PTS) (T. Herro 1 AST),"[1628997, 1629639]",16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,25.97,Made,3.0,,,,,T. Herro,1629639.0,1.0,,,,,,,,,,
09:07,28,PT09M07.00S,2022-12-06T01:13:49.7Z,1,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612763,9,8,2022-12-06T01:13:55Z,280000,False,,,0,,D. Brooks bad pass out-of-bounds TURNOVER (1 TO),[1628415],24,1610612763.0,MEM,bad pass,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,1162.0,,,,,,
08:59,29,PT08M59.00S,2022-12-06T01:14:02.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,85.62746386333771,50.98039215686274,1610612748,9,8,2022-12-06T01:14:08Z,290000,False,5.0,83.0,1,right,MISS B. Adebayo 8' fadeaway Shot,[1628389],13,1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.27,Missed,,,,,,,,,,,,,,,,,,
08:59,30,PT08M59.00S,2022-12-06T01:14:02.4Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,9,8,2022-12-06T01:16:15Z,300000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],7,1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,
08:43,33,PT08M43.00S,2022-12-06T01:14:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,6.1268068331143235,50.98039215686274,1610612763,11,8,2022-12-06T01:14:21Z,330000,False,-5.0,5.0,1,left,S. Adams Layup (2 PTS),[203500],4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,0.71,Made,2.0,,,,,,,,,,,,,,,,,
08:35,34,PT08M35.00S,2022-12-06T01:14:28.3Z,1,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612748,11,8,2022-12-06T01:14:40Z,340000,False,,,0,,S. Aldama shooting personal FOUL (1 PF) (Herro 2 FT),"[1630583, 1629639]",7,1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1162.0,1.0,0.0,Herro,1629639.0,,
08:35,36,PT08M35.00S,2022-12-06T01:14:52.2Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,11,9,2022-12-06T01:14:52Z,360000,False,,,0,,T. Herro Free Throw 1 of 2 (3 PTS),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
08:35,37,PT08M35.00S,2022-12-06T01:15:10.4Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,11,10,2022-12-06T01:15:10Z,370000,False,,,0,,T. Herro Free Throw 2 of 2 (4 PTS),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
08:23,38,PT08M23.00S,2022-12-06T01:15:23.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,13.485545335085414,53.18627450980392,1610612763,11,10,2022-12-06T01:15:27Z,380000,False,-16.0,74.0,1,left,MISS T. Jones 7' driving floating Shot,[1626145],21,1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
08:20,39,PT08M20.00S,2022-12-06T01:15:26.6Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,11,10,2022-12-06T01:15:27Z,390000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,
08:15,40,PT08M15.00S,2022-12-06T01:15:31.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,89.17542706964521,3.9215686274509802,1610612748,11,13,2022-12-06T01:15:36Z,400000,False,-230.0,49.0,1,right,C. Martin 3PT running (6 PTS) (J. Butler 3 AST),"[1628997, 202710]",16,1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,23.56,Made,6.0,,,,,J. Butler,202710.0,3.0,,,,,,,,,,
08:15,42,PT08M15.00S,2022-12-06T01:15:36.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,11,13,2022-12-06T01:15:36Z,420000,False,,,0,,MEM Timeout,[],,1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:02,43,PT08M02.00S,2022-12-06T01:18:47.5Z,1,REGULAR,3pt,Jump Shot,[],1628415,12.959921156373195,4.166666666666666,1610612763,11,13,2022-12-06T01:18:56Z,430000,False,229.0,69.0,1,left,MISS D. Brooks 3PT,[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
07:58,44,PT07M58.00S,2022-12-06T01:18:51.5Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,11,13,2022-12-06T01:18:58Z,440000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,43.0,3.0,3.0,0.0,,,,,,,,,,,,,
07:46,45,PT07M46.00S,2022-12-06T01:19:02.4Z,1,REGULAR,3pt,Jump Shot,[],1629639,72.48685939553219,18.38235294117647,1610612748,11,16,2022-12-06T01:19:07Z,450000,False,-158.0,206.0,1,right,T. Herro 25' 3PT  (7 PTS) (J. Butler 4 AST),"[1629639, 202710]",14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,25.98,Made,7.0,,,,,J. Butler,202710.0,4.0,,,,,,,,,,
07:30,47,PT07M30.00S,2022-12-06T01:19:23.2Z,1,REGULAR,foul,personal,[],200768,,,1610612763,11,16,2022-12-06T01:19:39Z,470000,False,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 1630583]",7,1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1162.0,1.0,0.0,Aldama,1630583.0,,
07:22,49,PT07M22.00S,2022-12-06T01:19:47.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203500,7.966491458607096,42.64705882352941,1610612763,11,16,2022-12-06T01:19:52Z,490000,False,37.0,22.0,1,left,MISS S. Adams turnaround Hook,[203500],4,1610612763.0,MEM,turnaround,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
07:19,50,PT07M19.00S,2022-12-06T01:19:50.1Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,11,16,2022-12-06T01:19:52Z,500000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],7,1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,
07:15,51,PT07M15.00S,2022-12-06T01:19:54.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628389,85.62746386333771,48.77450980392157,1610612748,11,18,2022-12-06T01:20:00Z,510000,False,-6.0,83.0,1,right,B. Adebayo 8' fadeaway Jump Shot (2 PTS) (K. Lowry 1 AST),"[1628389, 200768]",13,1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.28,Made,2.0,,,,,K. Lowry,200768.0,1.0,,,,,,,,,,
07:03,53,PT07M03.00S,2022-12-06T01:20:05.2Z,1,REGULAR,2pt,Jump Shot,[],1626145,4.5499342969776615,73.0392156862745,1610612763,13,18,2022-12-06T01:20:09Z,530000,False,-115.0,-10.0,1,left,T. Jones 11' pullup Jump Shot (2 PTS),[1626145],21,1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,11.56,Made,2.0,,,,,,,,,,,,,,,,,
06:45,54,PT06M45.00S,2022-12-06T01:20:23.1Z,1,REGULAR,2pt,Jump Shot,[],1629639,91.5407358738502,65.93137254901961,1610612748,13,20,2022-12-06T01:20:29Z,540000,False,80.0,27.0,1,right,T. Herro 8' driving floating bank Jump Shot (9 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",14,1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,8.41,Made,9.0,,,,,B. Adebayo,1628389.0,1.0,,,,,,,,,,
06:23,56,PT06M23.00S,2022-12-06T01:20:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,10.988830486202366,49.754901960784316,1610612763,15,20,2022-12-06T01:21:03Z,560000,False,1.0,51.0,1,left,S. Aldama turnaround Jump Shot (4 PTS) (T. Jones 2 AST),"[1630583, 1626145]",7,1610612763.0,MEM,turnaround,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,5.08,Made,4.0,,,,,T. Jones,1626145.0,2.0,,,,,,,,,,
06:06,57,PT06M06.00S,2022-12-06T01:21:15.7Z,1,REGULAR,3pt,Jump Shot,[],1628997,66.3107752956636,47.549019607843135,1610612748,15,23,2022-12-06T01:21:21Z,570000,False,-12.0,264.0,1,right,C. Martin 26' 3PT  (9 PTS) (T. Herro 2 AST),"[1628997, 1629639]",16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,26.45,Made,9.0,,,,,T. Herro,1629639.0,2.0,,,,,,,,,,
05:52,59,PT05M52.00S,2022-12-06T01:21:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,6.258212877792378,47.05882352941176,1610612763,17,23,2022-12-06T01:21:44Z,590000,False,15.0,6.0,1,left,T. Jones driving Layup (4 PTS),[1626145],21,1610612763.0,MEM,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.6,Made,4.0,,,,,,,,,,,,,,,,,
05:40,60,PT05M40.00S,2022-12-06T01:21:41.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.44480946123521,50.73529411764706,1610612748,17,23,2022-12-06T01:21:47Z,600000,False,4.0,94.0,1,right,MISS B. Adebayo 9' turnaround fadeaway Shot,[1628389],13,1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,9.38,Missed,,,,,,,,,,,,,,,,,,
05:40,61,PT05M40.00S,2022-12-06T01:21:41.9Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,17,23,2022-12-06T01:21:47Z,610000,False,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Center,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,
05:26,62,PT05M26.00S,2022-12-06T01:21:56.4Z,1,REGULAR,3pt,Jump Shot,[],1631223,5.075558475689881,94.36274509803921,1610612763,17,23,2022-12-06T01:22:00Z,620000,False,-222.0,-5.0,1,left,MISS D. Roddy 3PT,[1631223],27,1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Left Corner 3,24+ Left,22.19,Missed,,,,,,,,,,,,,,,,,,
05:22,63,PT05M22.00S,2022-12-06T01:22:00.4Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,17,23,2022-12-06T01:22:00Z,630000,False,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,62.0,2.0,1.0,1.0,,,,,,,,,,,,,
05:04,64,PT05M04.00S,2022-12-06T01:22:17.9Z,1,REGULAR,3pt,Jump Shot,[],1628997,70.12155059132719,75.49019607843137,1610612748,17,26,2022-12-06T01:22:21Z,640000,False,127.0,228.0,1,right,C. Martin 26' 3PT  (12 PTS),[1628997],16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,26.16,Made,12.0,,,,,,,,,,,,,,,,,
04:47,65,PT04M47.00S,2022-12-06T01:22:34.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,31.09395532194481,34.31372549019608,1610612763,17,26,2022-12-06T01:22:38Z,650000,False,78.0,240.0,1,left,MISS D. Brooks 25' 3PT,[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,25.23,Missed,,,,,,,,,,,,,,,,,,
04:45,66,PT04M45.00S,2022-12-06T01:22:36.4Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,17,26,2022-12-06T01:22:38Z,660000,False,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,65.0,4.0,4.0,0.0,,,,,,,,,,,,,
04:38,67,PT04M38.00S,2022-12-06T01:22:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628389,94.03745072273325,51.71568627450981,1610612748,17,28,2022-12-06T01:22:50Z,670000,False,9.0,4.0,1,right,B. Adebayo reverse Layup (4 PTS) (T. Herro 3 AST),"[1628389, 1629639]",13,1610612748.0,MIA,reverse,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.93,Made,4.0,,,,,T. Herro,1629639.0,3.0,,,,,,,,,,
04:38,69,PT04M38.00S,2022-12-06T01:22:50.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,17,28,2022-12-06T01:22:50Z,690000,False,,,0,,MEM Timeout,[],,1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,72,PT04M38.00S,2022-12-06T01:25:23.5Z,1,REGULAR,substitution,out,[],203500,,,1610612763,17,28,2022-12-06T01:25:36Z,700000,False,,,0,,SUB out: S. Adams,[203500],4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,73,PT04M38.00S,2022-12-06T01:25:23.5Z,1,REGULAR,substitution,out,[],1628415,,,1610612763,17,28,2022-12-06T01:25:36Z,710000,False,,,0,,SUB out: D. Brooks,[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,74,PT04M38.00S,2022-12-06T01:25:23.5Z,1,REGULAR,substitution,out,[],1628389,,,1610612763,17,28,2022-12-06T01:25:36Z,720000,False,,,0,,SUB out: B. Adebayo,[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,75,PT04M38.00S,2022-12-06T01:25:23.5Z,1,REGULAR,substitution,out,[],1629639,,,1610612763,17,28,2022-12-06T01:25:36Z,730000,False,,,0,,SUB out: T. Herro,[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,76,PT04M38.00S,2022-12-06T01:25:23.5Z,1,REGULAR,substitution,in,[],1631113,,,1610612763,17,28,2022-12-06T01:25:36Z,740000,False,,,0,,SUB in: K. Chandler,[1631113],1,1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,77,PT04M38.00S,2022-12-06T01:25:23.5Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,17,28,2022-12-06T01:25:36Z,750000,False,,,0,,SUB in: B. Clarke,[1629634],15,1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,78,PT04M38.00S,2022-12-06T01:25:23.5Z,1,REGULAR,substitution,in,[],203473,,,1610612763,17,28,2022-12-06T01:25:36Z,760000,False,,,0,,SUB in: D. Dedmon,[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
04:38,79,PT04M38.00S,2022-12-06T01:25:23.5Z,1,REGULAR,substitution,in,[],1629622,,,1610612763,17,28,2022-12-06T01:25:36Z,770000,False,,,0,,SUB in: M. Strus,[1629622],31,1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
04:23,80,PT04M23.00S,2022-12-06T01:26:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631223,14.668199737187912,56.86274509803921,1610612763,17,28,2022-12-06T01:26:07Z,780000,False,-34.0,85.0,1,left,MISS D. Roddy 9' pullup Shot,[1631223],27,1610612763.0,MEM,pullup,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),8-16 Center,9.2,Missed,,,,,,,,,,,,,,,,,,
04:20,81,PT04M20.00S,2022-12-06T01:26:07.1Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,17,28,2022-12-06T01:26:07Z,790000,False,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),8-16 Center,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,
04:17,82,PT04M17.00S,2022-12-06T01:26:09.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,70.77858081471747,20.588235294117645,1610612748,17,28,2022-12-06T01:26:15Z,800000,False,-147.0,222.0,1,right,MISS C. Martin 26' running 3PT,[1628997],16,1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,26.65,Missed,,,,,,,,,,,,,,,,,,
04:15,83,PT04M15.00S,2022-12-06T01:26:11.2Z,1,REGULAR,rebound,defensive,[],1631113,,,1610612763,17,28,2022-12-06T01:26:15Z,810000,False,,,0,,K. Chandler REBOUND (Off:0 Def:1),[1631113],1,1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,Above the Break 3,24+ Left Center,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,
04:02,84,PT04M02.00S,2022-12-06T01:26:24.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,15.588042049934298,51.225490196078425,1610612763,19,28,2022-12-06T01:26:28Z,820000,False,-6.0,94.0,1,left,T. Jones 9' driving floating Jump Shot (6 PTS) (K. Chandler 1 AST),"[1626145, 1631113]",21,1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.42,Made,6.0,,,,,K. Chandler,1631113.0,1.0,,,,,,,,,,
03:39,85,PT03M39.00S,2022-12-06T01:26:47.8Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,19,28,2022-12-06T01:26:50Z,830000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 1630583]",22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,0-8 Center,,,,,,,,,,,1.0,Aldama,1630583.0,,,,,,,
