shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
11:39,175,PT11M39.00S,2022-12-06T01:40:38.6Z,2,REGULAR,steal,,[],1631246,,,1610612763,27,32,2022-12-06T01:47:17Z,1710000,False,,,0,,V. Williams Jr. STEAL (1 STL),[1631246],5,1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11:34,176,PT11M34.00S,2022-12-06T01:40:43.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631113,7.440867279894875,49.754901960784316,1610612763,27,32,2022-12-06T01:40:53Z,1720000,False,1.0,17.0,1,left,MISS K. Chandler running Layup - blocked,"[1631113, 1629312]",1,1610612763.0,MEM,running,,,Chandler,K. Chandler,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,Highsmith,1629312.0
11:34,177,PT11M34.00S,2022-12-06T01:40:43.6Z,2,REGULAR,block,,[],1629312,,,1610612763,27,32,2022-12-06T01:40:46Z,1730000,False,,,0,,H. Highsmith BLOCK (1 BLK),[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11:34,178,PT11M34.00S,2022-12-06T01:40:43.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,27,32,2022-12-06T01:40:53Z,1740000,False,,,0,,TEAM offensive REBOUND,[],,1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,176.0,,,,,,,,,,,,,,,,
11:25,180,PT11M25.00S,2022-12-06T01:41:07.0Z,2,REGULAR,turnover,bad pass,[],1628415,,,1610612763,27,32,2022-12-06T01:41:10Z,1760000,False,,,0,,D. Brooks bad pass TURNOVER (3 TO),"[1628415, 1629312]",24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,3.0,Highsmith,1629312.0,,,,,,,
11:25,181,PT11M25.00S,2022-12-06T01:41:07.0Z,2,REGULAR,steal,,[],1629312,,,1610612748,27,32,2022-12-06T01:41:09Z,1770000,False,,,0,,H. Highsmith STEAL (2 STL),[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11:11,182,PT11M11.00S,2022-12-06T01:41:21.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,64.99671484888306,67.64705882352942,1610612748,27,35,2022-12-06T01:41:25Z,1780000,False,88.0,277.0,1,right,T. Herro 29' 3PT pullup (12 PTS),[1629639],14,1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,29.02,Made,12.0,,,,,,,,,,,,,,,,,
10:48,183,PT10M48.00S,2022-12-06T01:41:48.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,17.427726675427067,54.90196078431373,1610612763,29,35,2022-12-06T01:41:53Z,1790000,False,-25.0,111.0,1,left,D. Brooks 11' driving floating Jump Shot (9 PTS),[1628415],24,1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,11.4,Made,9.0,,,,,,,,,,,,,,,,,
10:48,184,PT10M48.00S,2022-12-06T01:41:51.0Z,2,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612763,29,35,2022-12-06T01:41:59Z,1800000,False,,,0,,G. Vincent shooting personal FOUL (1 PF) (Brooks 1 FT),"[1629216, 1628415]",2,1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1155.0,1.0,0.0,Brooks,1628415.0,,
10:48,186,PT10M48.00S,2022-12-06T01:42:11.9Z,2,REGULAR,freethrow,1 of 1,[],1628415,,,1610612763,30,35,2022-12-06T01:42:11Z,1820000,False,,,0,,D. Brooks Free Throw 1 of 1 (10 PTS),[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
10:34,187,PT10M34.00S,2022-12-06T01:42:28.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,87.86136662286465,45.09803921568628,1610612748,30,35,2022-12-06T01:42:35Z,1830000,False,-25.0,62.0,1,right,MISS B. Adebayo 6' Jump Shot,[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.63,Missed,,,,,,,,,,,,,,,,,,
10:29,188,PT10M29.00S,2022-12-06T01:42:33.9Z,2,REGULAR,rebound,offensive,[],1629312,,,1610612748,30,35,2022-12-06T01:42:35Z,1840000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:0),[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,187.0,1.0,0.0,1.0,,,,,,,,,,,,,
10:29,189,PT10M29.00S,2022-12-06T01:42:34.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629312,94.40999984741211,50.0,1610612748,30,35,2022-12-06T01:42:34Z,1850000,False,0.0,0.0,1,right,MISS H. Highsmith tip Layup,[1629312],24,1610612748.0,MIA,tip,,,Highsmith,H. Highsmith,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
10:28,190,PT10M28.00S,2022-12-06T01:42:34.7Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,30,35,2022-12-06T01:42:34Z,1860000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],15,1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,
10:23,191,PT10M23.00S,2022-12-06T01:42:39.6Z,2,REGULAR,3pt,Jump Shot,[],1631113,32.53942181340342,30.14705882352941,1610612763,30,35,2022-12-06T01:48:26Z,1870000,False,99.0,253.0,1,left,MISS K. Chandler 27' 3PT,[1631113],1,1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,Above the Break 3,24+ Right Center,27.22,Missed,,,,,,,,,,,,,,,,,,
10:20,192,PT10M20.00S,2022-12-06T01:42:42.6Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,30,35,2022-12-06T01:42:45Z,1880000,False,,,0,,T. Herro REBOUND (Off:0 Def:6),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,191.0,6.0,6.0,0.0,,,,,,,,,,,,,
10:14,193,PT10M14.00S,2022-12-06T01:42:48.8Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,30,35,2022-12-06T01:48:47Z,1890000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1631246]",14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Williams Jr.,1631246.0,,,,,,,
10:14,194,PT10M14.00S,2022-12-06T01:42:48.8Z,2,REGULAR,steal,,[],1631246,,,1610612763,30,35,2022-12-06T01:42:50Z,1900000,False,,,0,,V. Williams Jr. STEAL (2 STL),[1631246],5,1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
09:59,195,PT09M59.00S,2022-12-06T01:43:03.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631113,8.886333771353483,44.6078431372549,1610612763,32,35,2022-12-06T01:43:07Z,1910000,False,27.0,31.0,1,left,K. Chandler driving floating bank Jump Shot (2 PTS),[1631113],1,1610612763.0,MEM,driving floating bank,,,Chandler,K. Chandler,,,,,Restricted Area,0-8 Center,4.11,Made,2.0,,,,,,,,,,,,,,,,,
09:47,196,PT09M47.00S,2022-12-06T01:43:14.4Z,2,REGULAR,3pt,Jump Shot,[],1629312,69.99014454664915,22.30392156862745,1610612748,32,35,2022-12-06T01:43:25Z,1920000,False,-138.0,230.0,1,right,MISS H. Highsmith 26' 3PT,[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
09:44,197,PT09M44.00S,2022-12-06T01:43:17.4Z,2,REGULAR,rebound,offensive,[],1629639,,,1610612748,32,35,2022-12-06T01:43:25Z,1930000,False,,,0,,T. Herro REBOUND (Off:1 Def:6),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,196.0,7.0,6.0,1.0,,,,,,,,,,,,,
09:42,199,PT09M42.00S,2022-12-06T01:43:47.4Z,2,REGULAR,foul,personal,[],1628415,,,1610612748,32,35,2022-12-06T01:43:52Z,1950000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 1629639]",24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1162.0,1.0,0.0,Herro,1629639.0,,
09:30,201,PT09M30.00S,2022-12-06T01:44:10.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,69.20170827858082,24.509803921568626,1610612748,32,35,2022-12-06T01:44:14Z,1970000,False,-127.0,237.0,1,right,MISS T. Herro 26' 3PT,[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,26.91,Missed,,,,,,,,,,,,,,,,,,
09:27,202,PT09M27.00S,2022-12-06T01:44:13.2Z,2,REGULAR,rebound,offensive,[],1629312,,,1610612748,32,35,2022-12-06T01:44:14Z,1980000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:0),[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,201.0,2.0,0.0,2.0,,,,,,,,,,,,,
09:24,203,PT09M24.00S,2022-12-06T01:44:16.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,66.17936925098554,25.98039215686275,1610612748,32,35,2022-12-06T01:44:25Z,1990000,False,-120.0,265.0,1,right,MISS G. Vincent 29' 3PT,[1629216],2,1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,29.13,Missed,,,,,,,,,,,,,,,,,,
09:20,204,PT09M20.00S,2022-12-06T01:44:20.9Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,32,35,2022-12-06T01:44:25Z,2000000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],5,1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,
09:05,205,PT09M05.00S,2022-12-06T01:44:34.9Z,2,REGULAR,2pt,Jump Shot,[],1628415,29.122864651773984,41.911764705882355,1610612763,32,35,2022-12-06T01:44:38Z,2010000,False,40.0,221.0,1,left,MISS D. Brooks 22' Jump Shot,[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,22.5,Missed,,,,,,,,,,,,,,,,,,
09:03,206,PT09M03.00S,2022-12-06T01:44:36.9Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,32,35,2022-12-06T01:44:38Z,2020000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:1),[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Center,,,,205.0,3.0,1.0,2.0,,,,,,,,,,,,,
08:51,207,PT08M51.00S,2022-12-06T01:44:49.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.1819973718791,53.67647058823529,1610612748,32,35,2022-12-06T01:44:53Z,2030000,False,18.0,96.0,1,right,MISS B. Adebayo 9' driving floating Shot,[1628389],13,1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,9.79,Missed,,,,,,,,,,,,,,,,,,
08:48,208,PT08M48.00S,2022-12-06T01:44:52.1Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,32,35,2022-12-06T01:44:53Z,2040000,False,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],2,1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,207.0,2.0,1.0,1.0,,,,,,,,,,,,,
08:35,209,PT08M35.00S,2022-12-06T01:45:05.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,6.1268068331143235,49.50980392156863,1610612763,34,35,2022-12-06T01:45:18Z,2050000,False,2.0,5.0,1,left,B. Clarke cutting DUNK (7 PTS) (K. Chandler 3 AST),"[1629634, 1631113]",15,1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,0.57,Made,7.0,,,,,K. Chandler,1631113.0,3.0,,,,,,,,,,
08:16,211,PT08M16.00S,2022-12-06T01:45:23.3Z,2,REGULAR,3pt,Jump Shot,[],1629312,94.56307490144546,96.56862745098039,1610612748,34,38,2022-12-06T01:45:27Z,2070000,False,233.0,-1.0,1,right,H. Highsmith 3PT  (3 PTS) (B. Adebayo 2 AST),"[1629312, 1628389]",24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,23.28,Made,3.0,,,,,B. Adebayo,1628389.0,2.0,,,,,,,,,,
07:50,213,PT07M50.00S,2022-12-06T01:45:50.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,13.091327201051248,48.28431372549019,1610612763,34,38,2022-12-06T01:45:55Z,2090000,False,9.0,71.0,1,left,MISS B. Clarke 7' floating Shot,[1629634],15,1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,7.11,Missed,,,,,,,,,,,,,,,,,,
07:47,214,PT07M47.00S,2022-12-06T01:45:53.1Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,34,38,2022-12-06T01:45:55Z,2100000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,213.0,2.0,2.0,0.0,,,,,,,,,,,,,
07:37,215,PT07M37.00S,2022-12-06T01:46:02.6Z,2,REGULAR,3pt,Jump Shot,[],1629216,90.3580814717477,4.411764705882353,1610612748,34,38,2022-12-06T01:46:07Z,2110000,False,-228.0,38.0,1,right,MISS G. Vincent 3PT,[1629216],2,1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
07:34,216,PT07M34.00S,2022-12-06T01:46:05.6Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,34,38,2022-12-06T01:46:07Z,2120000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,,,,215.0,2.0,2.0,0.0,,,,,,,,,,,,,
07:26,217,PT07M26.00S,2022-12-06T01:46:13.6Z,2,REGULAR,3pt,Jump Shot,[],1630214,15.982260183968464,5.147058823529411,1610612763,34,38,2022-12-06T01:46:18Z,2130000,False,224.0,98.0,1,left,MISS X. Tillman 24' 3PT,[1630214],2,1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,24.47,Missed,,,,,,,,,,,,,,,,,,
07:24,218,PT07M24.00S,2022-12-06T01:46:15.6Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,34,38,2022-12-06T01:46:18Z,2140000,False,,,0,,T. Herro REBOUND (Off:1 Def:7),[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,217.0,8.0,7.0,1.0,,,,,,,,,,,,,
07:13,219,PT07M13.00S,2022-12-06T01:46:26.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,82.34231274638634,61.76470588235294,1610612748,34,38,2022-12-06T01:46:31Z,2150000,False,59.0,113.0,1,right,MISS T. Herro 12' turnaround Shot,[1629639],14,1610612748.0,MIA,turnaround,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,12.78,Missed,,,,,,,,,,,,,,,,,,
07:10,220,PT07M10.00S,2022-12-06T01:46:29.5Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,34,38,2022-12-06T01:46:31Z,2160000,False,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],15,1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,,219.0,2.0,2.0,0.0,,,,,,,,,,,,,
07:07,221,PT07M07.00S,2022-12-06T01:46:33.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631246,5.469776609724048,51.71568627450981,1610612763,34,38,2022-12-06T01:46:38Z,2170000,False,-9.0,-1.0,1,left,MISS V. Williams Jr. running finger roll Layup,[1631246],5,1610612763.0,MEM,running finger roll,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,0.87,Missed,,,,,,,,,,,,,,,,,,
07:04,222,PT07M04.00S,2022-12-06T01:46:36.7Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,34,38,2022-12-06T01:46:36Z,2180000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:2),[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,221.0,4.0,2.0,2.0,,,,,,,,,,,,,
07:00,223,PT07M00.00S,2022-12-06T01:46:43.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,34,38,2022-12-06T01:46:43Z,2190000,False,,,0,,MIA Timeout,[],,1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,224,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,out,[],1630214,,,1610612748,34,38,2022-12-06T01:49:38Z,2200000,False,,,0,,SUB out: X. Tillman,[1630214],2,1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,225,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,out,[],1629634,,,1610612748,34,38,2022-12-06T01:49:38Z,2210000,False,,,0,,SUB out: B. Clarke,[1629634],15,1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,226,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,out,[],1628415,,,1610612748,34,38,2022-12-06T01:49:38Z,2220000,False,,,0,,SUB out: D. Brooks,[1628415],24,1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,227,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,out,[],1631246,,,1610612748,34,38,2022-12-06T01:49:38Z,2230000,False,,,0,,SUB out: V. Williams Jr.,[1631246],5,1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,228,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,34,38,2022-12-06T01:49:38Z,2240000,False,,,0,,SUB out: G. Vincent,[1629216],2,1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,229,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,34,38,2022-12-06T01:49:38Z,2250000,False,,,0,,SUB out: B. Adebayo,[1628389],13,1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,230,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,out,[],1629312,,,1610612748,34,38,2022-12-06T01:49:38Z,2260000,False,,,0,,SUB out: H. Highsmith,[1629312],24,1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,231,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,in,[],1626145,,,1610612748,34,38,2022-12-06T01:49:38Z,2270000,False,,,0,,SUB in: T. Jones,[1626145],21,1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,232,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,in,[],1631223,,,1610612748,34,38,2022-12-06T01:49:38Z,2280000,False,,,0,,SUB in: D. Roddy,[1631223],27,1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,233,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,in,[],203500,,,1610612748,34,38,2022-12-06T01:49:38Z,2290000,False,,,0,,SUB in: S. Adams,[203500],4,1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,234,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,in,[],1630583,,,1610612748,34,38,2022-12-06T01:49:38Z,2300000,False,,,0,,SUB in: S. Aldama,[1630583],7,1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,235,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,in,[],203473,,,1610612748,34,38,2022-12-06T01:49:38Z,2310000,False,,,0,,SUB in: D. Dedmon,[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,236,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,in,[],200768,,,1610612748,34,38,2022-12-06T01:49:38Z,2320000,False,,,0,,SUB in: K. Lowry,[200768],7,1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00,237,PT07M00.00S,2022-12-06T01:49:03.2Z,2,REGULAR,substitution,in,[],1628997,,,1610612748,34,38,2022-12-06T01:49:38Z,2330000,False,,,0,,SUB in: C. Martin,[1628997],16,1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
06:50,238,PT06M50.00S,2022-12-06T01:49:52.8Z,2,REGULAR,3pt,Jump Shot,[],1629622,77.87450722733246,89.4607843137255,1610612748,34,38,2022-12-06T01:49:56Z,2340000,False,197.0,155.0,1,right,MISS M. Strus 25' 3PT,[1629622],31,1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,,
06:48,239,PT06M48.00S,2022-12-06T01:49:54.8Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,34,38,2022-12-06T01:49:56Z,2350000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],21,1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,238.0,1.0,1.0,0.0,,,,,,,,,,,,,
06:41,241,PT06M41.00S,2022-12-06T01:50:07.3Z,2,REGULAR,foul,personal,['2freethrow'],203473,,,1610612763,34,38,2022-12-06T01:50:12Z,2370000,False,,,0,,D. Dedmon shooting personal FOUL (3 PF) (Roddy 2 FT),"[203473, 1631223]",21,1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1162.0,3.0,0.0,Roddy,1631223.0,,
06:41,243,PT06M41.00S,2022-12-06T01:50:32.0Z,2,REGULAR,freethrow,1 of 2,[],1631223,,,1610612763,35,38,2022-12-06T01:50:32Z,2390000,False,,,0,,D. Roddy Free Throw 1 of 2 (1 PTS),[1631223],27,1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
06:41,244,PT06M41.00S,2022-12-06T01:50:32.8Z,2,REGULAR,substitution,out,[],1629639,,,1610612763,35,38,2022-12-06T01:50:43Z,2400000,False,,,0,,SUB out: T. Herro,[1629639],14,1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
06:41,245,PT06M41.00S,2022-12-06T01:50:32.8Z,2,REGULAR,substitution,in,[],202710,,,1610612763,35,38,2022-12-06T01:50:43Z,2410000,False,,,0,,SUB in: J. Butler,[202710],22,1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
06:41,246,PT06M41.00S,2022-12-06T01:50:53.2Z,2,REGULAR,freethrow,2 of 2,[],1631223,,,1610612763,36,38,2022-12-06T01:50:53Z,2420000,False,,,0,,D. Roddy Free Throw 2 of 2 (2 PTS),[1631223],27,1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
06:23,247,PT06M23.00S,2022-12-06T01:51:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203473,94.1688567674113,50.245098039215684,1610612748,36,38,2022-12-06T01:51:26Z,2430000,False,1.0,2.0,1,right,MISS D. Dedmon Layup,[203473],21,1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,0.26,Missed,,,,,,,,,,,,,,,,,,
06:21,248,PT06M21.00S,2022-12-06T01:51:15.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,36,38,2022-12-06T01:51:26Z,2440000,False,,,0,,TEAM offensive REBOUND,[],,1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,247.0,,,,,,,,,,,,,,,,
06:21,249,PT06M21.00S,2022-12-06T01:51:23.5Z,2,REGULAR,foul,personal,[],203500,,,1610612748,36,38,2022-12-06T01:51:33Z,2450000,False,,,0,,S. Adams loose ball personal FOUL (1 PF),"[203500, 203473]",4,1610612763.0,MEM,loose ball,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1162.0,1.0,0.0,Dedmon,203473.0,,
06:11,251,PT06M11.00S,2022-12-06T01:51:48.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],200768,81.2910643889619,6.61764705882353,1610612748,36,38,2022-12-06T01:51:54Z,2470000,False,-217.0,123.0,1,right,MISS K. Lowry 24' 3PT,[200768],7,1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
06:09,252,PT06M09.00S,2022-12-06T01:51:50.4Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,36,38,2022-12-06T01:51:54Z,2480000,False,,,0,,S. Aldama REBOUND (Off:0 Def:4),[1630583],7,1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,251.0,4.0,4.0,0.0,,,,,,,,,,,,,
