actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
61,PT07M39.00S,2023-02-16T01:20:51.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,12,7,2023-02-16T01:23:40Z,610000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,60.0,4.0,2.0,2.0,,,,,,,,
62,PT07M24.00S,2023-02-16T01:21:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.59198423127464,46.568627450980394,1610612763,14,7,2023-02-16T01:21:06Z,620000,False,-17.0,17.0,1,right,J. Morant driving finger roll Layup (2 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.43,Made,2.0,,,,,,,,,,,,,,,,,
63,PT07M07.00S,2023-02-16T01:21:20.7Z,1,REGULAR,3pt,Jump Shot,[],1629659,29.38567674113009,25.245098039215684,1610612762,14,7,2023-02-16T01:21:24Z,630000,False,124.0,224.0,1,left,MISS T. Horton-Tucker 25' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
64,PT07M05.00S,2023-02-16T01:21:22.7Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,14,7,2023-02-16T01:21:24Z,640000,False,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Right Center,,,,,,,,,63.0,2.0,1.0,1.0,,,,,,,,
65,PT07M00.00S,2023-02-16T01:21:29.3Z,1,REGULAR,3pt,Jump Shot,[],1628991,69.72733245729303,73.0392156862745,1610612763,17,7,2023-02-16T01:24:25Z,650000,False,115.0,232.0,1,right,J. Jackson Jr. 25' 3PT  (6 PTS) (J. Morant 2 AST),"[1628991, 1629630]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.91,Made,6.0,J. Morant,1629630.0,2.0,,,,,,,,,,,,,,
67,PT06M38.00S,2023-02-16T01:21:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,8.886333771353483,52.94117647058824,1610612762,17,7,2023-02-16T01:22:04Z,670000,False,-15.0,31.0,1,left,MISS W. Kessler cutting finger roll Layup - blocked,"[1631117, 1628991]",1610612762.0,UTA,cutting finger roll,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,Jackson Jr.,1628991.0,,,,,,
68,PT06M38.00S,2023-02-16T01:21:50.7Z,1,REGULAR,block,,[],1628991,,,1610612762,17,7,2023-02-16T01:21:52Z,680000,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT06M38.00S,2023-02-16T01:21:50.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,17,7,2023-02-16T01:22:04Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,67.0,,,,,,,,,,,
71,PT06M38.00S,2023-02-16T01:21:56.7Z,1,REGULAR,substitution,out,[],1630217,,,1610612762,17,7,2023-02-16T01:22:00Z,710000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M38.00S,2023-02-16T01:21:56.7Z,1,REGULAR,substitution,in,[],1628379,,,1610612762,17,7,2023-02-16T01:22:00Z,720000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M33.00S,2023-02-16T01:22:14.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,9.017739816031538,45.09803921568628,1610612762,17,9,2023-02-16T01:22:19Z,730000,False,25.0,32.0,1,left,W. Kessler cutting Layup (2 PTS) (K. Olynyk 2 AST),"[1631117, 203482]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,4.05,Made,2.0,K. Olynyk,203482.0,2.0,,,,,,,,,,,,,,
75,PT06M19.00S,2023-02-16T01:22:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,81.15965834428384,60.78431372549019,1610612763,17,9,2023-02-16T01:22:32Z,750000,False,54.0,125.0,1,right,MISS D. Brooks 13' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,13.58,Missed,,,,,,,,,,,,,,,,,,
76,PT06M17.00S,2023-02-16T01:22:31.2Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,17,9,2023-02-16T01:22:32Z,760000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:4),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,75.0,5.0,4.0,1.0,,,,,,,,
77,PT06M08.00S,2023-02-16T01:22:41.7Z,1,REGULAR,3pt,Jump Shot,[],203903,28.597240473061763,75.0,1610612762,17,9,2023-02-16T01:26:26Z,770000,False,-125.0,216.0,1,left,MISS J. Clarkson 24' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,24.98,Missed,,,,,,,,,,,,,,,,,,
78,PT06M06.00S,2023-02-16T01:22:43.7Z,1,REGULAR,rebound,offensive,[],1630534,,,1610612762,17,9,2023-02-16T01:26:26Z,780000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:0),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,,,,,,77.0,1.0,0.0,1.0,,,,,,,,
79,PT06M06.00S,2023-02-16T01:22:48.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630534,5.590000152587891,50.0,1610612762,17,11,2023-02-16T01:26:34Z,790000,False,0.0,0.0,1,left,O. Agbaji tip Layup (5 PTS),[1630534],1610612762.0,UTA,tip,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,,,,,,,,,,,,,,,,,
80,PT05M51.00S,2023-02-16T01:22:57.5Z,1,REGULAR,3pt,Jump Shot,[],1629630,67.88764783180025,63.48039215686274,1610612763,17,11,2023-02-16T01:23:00Z,800000,False,67.0,249.0,1,right,MISS J. Morant 25' step back 3PT,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
81,PT05M49.00S,2023-02-16T01:22:59.5Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,17,11,2023-02-16T01:23:00Z,810000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:5),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,,,,80.0,6.0,5.0,1.0,,,,,,,,
