actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
258,PT06M40.00S,2023-02-08T01:51:56.3Z,2,REGULAR,substitution,in,[],1629630,,,1610612741,37,26,2023-02-08T01:51:58Z,2540000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
259,PT06M21.00S,2023-02-08T01:52:22.5Z,2,REGULAR,foul,personal,['2freethrow'],201980,,,1610612741,37,26,2023-02-08T01:52:31Z,2550000,False,,,0,,D. Green shooting personal FOUL (1 PF) (LaVine 2 FT),"[201980, 203897]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Green,D. Green,,,,,,,,,2003.0,1.0,0.0,LaVine,203897.0,,,,,,
261,PT06M21.00S,2023-02-08T01:52:56.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612741,37,27,2023-02-08T01:53:12Z,2570000,False,,,0,,Z. LaVine Free Throw 1 of 2 (2 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,LaVine,Z. LaVine,,,,,2.0,,,,,,,,,,,,,,
262,PT06M21.00S,2023-02-08T01:52:56.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612741,37,27,2023-02-08T01:53:12Z,2580000,False,,,0,,MISS Z. LaVine Free Throw 2 of 2,[203897],1610612741.0,CHI,,,,,,,,,,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
263,PT06M19.00S,2023-02-08T01:52:58.8Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,37,27,2023-02-08T01:53:12Z,2590000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,,,,,,,,Brooks,D. Brooks,262.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
264,PT06M05.00S,2023-02-08T01:53:20.4Z,2,REGULAR,foul,personal,['2freethrow'],203897,,,1610612763,37,27,2023-02-08T01:53:27Z,2600000,False,,,0,,Z. LaVine shooting personal FOUL (2 PF) (Morant 2 FT),"[203897, 1629630]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,LaVine,Z. LaVine,,,,,,,,,2003.0,2.0,0.0,Morant,1629630.0,,,,,,
266,PT06M05.00S,2023-02-08T01:53:47.7Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,38,27,2023-02-08T01:53:47Z,2620000,False,,,0,,J. Morant Free Throw 1 of 2 (7 PTS),[1629630],1610612763.0,MEM,,,,,,,,,,Made,Morant,J. Morant,,,,,7.0,,,,,,,,,,,,,,
267,PT06M05.00S,2023-02-08T01:53:48.6Z,2,REGULAR,substitution,out,[],201609,,,1610612763,38,27,2023-02-08T01:53:51Z,2630000,False,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,,,,,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,
268,PT06M05.00S,2023-02-08T01:53:48.6Z,2,REGULAR,substitution,in,[],1627936,,,1610612763,38,27,2023-02-08T01:53:51Z,2640000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
269,PT06M05.00S,2023-02-08T01:54:04.8Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,39,27,2023-02-08T01:54:04Z,2650000,False,,,0,,J. Morant Free Throw 2 of 2 (8 PTS),[1629630],1610612763.0,MEM,,,,,,,,,,Made,Morant,J. Morant,,,,,8.0,,,,,,,,,,,,,,
270,PT05M48.00S,2023-02-08T01:54:24.4Z,2,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,39,27,2023-02-08T01:54:32Z,2660000,False,,,0,,Z. LaVine lost ball out-of-bounds TURNOVER (1 TO),[203897],1610612741.0,CHI,lost ball,,,,,,In The Paint (Non-RA),8-16 Left,,,LaVine,Z. LaVine,,,,,,,,,2003.0,,,,,1.0,,,,,
272,PT05M24.00S,2023-02-08T01:55:19.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630214,88.91261498028909,39.46078431372549,1610612763,41,27,2023-02-08T01:58:53Z,2680000,False,-53.0,52.0,1,right,X. Tillman 7' turnaround Jump Shot (6 PTS) (J. Morant 1 AST),"[1630214, 1629630]",1610612763.0,MEM,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.38,Made,Tillman,X. Tillman,,,,,6.0,J. Morant,1629630.0,1.0,,,,,,,,,,,
274,PT05M10.00S,2023-02-08T01:55:32.6Z,2,REGULAR,3pt,Jump Shot,[],202696,33.327858081471746,48.28431372549019,1610612741,41,30,2023-02-08T01:55:37Z,2700000,False,9.0,261.0,1,left,N. Vucevic 26' 3PT  (10 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,26.09,Made,Vucevic,N. Vucevic,,,,,10.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,
276,PT04M52.00S,2023-02-08T01:55:52.1Z,2,REGULAR,3pt,Jump Shot,[],201980,94.30026281208936,94.36274509803921,1610612763,41,30,2023-02-08T01:55:56Z,2720000,False,222.0,1.0,1,right,MISS D. Green step back 3PT,[201980],1610612763.0,MEM,step back,,,,,,Right Corner 3,24+ Right,22.18,Missed,Green,D. Green,,,,,,,,,,,,,,,,,,,
277,PT04M48.00S,2023-02-08T01:55:56.1Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,41,30,2023-02-08T01:55:56Z,2730000,False,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,Caruso,A. Caruso,276.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
278,PT04M41.00S,2023-02-08T01:56:02.5Z,2,REGULAR,3pt,Jump Shot,[],203897,27.808804204993432,73.77450980392157,1610612741,41,30,2023-02-08T01:56:07Z,2740000,False,-119.0,209.0,1,left,MISS Z. LaVine 24' step back 3PT,[203897],1610612741.0,CHI,step back,,,,,,Above the Break 3,24+ Left Center,24.04,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
279,PT04M37.00S,2023-02-08T01:56:06.5Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,41,30,2023-02-08T01:56:07Z,2750000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,Morant,J. Morant,278.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
280,PT04M18.00S,2023-02-08T01:56:25.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,88.38699080157687,37.00980392156863,1610612763,41,30,2023-02-08T01:56:36Z,2760000,False,-65.0,57.0,1,right,MISS X. Tillman 8' fadeaway Shot,[1630214],1610612763.0,MEM,fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,8.63,Missed,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,
281,PT04M17.00S,2023-02-08T01:56:26.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,41,30,2023-02-08T01:56:36Z,2770000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,280.0,,,,,,,,,,,,,,,,,,
283,PT04M11.00S,2023-02-08T01:56:48.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612741,41,30,2023-02-08T01:57:06Z,2790000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (LaVine 2 FT),"[1628415, 203897]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Brooks,D. Brooks,,,,,,,,,1628480.0,1.0,0.0,LaVine,203897.0,,,,,,
285,PT04M11.00S,2023-02-08T01:57:18.5Z,2,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,41,31,2023-02-08T01:57:41Z,2810000,False,,,0,,Z. LaVine Free Throw 1 of 2 (3 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,LaVine,Z. LaVine,,,,,3.0,,,,,,,,,,,,,,
286,PT04M11.00S,2023-02-08T01:57:21.4Z,2,REGULAR,substitution,out,[],201980,,,1610612741,41,31,2023-02-08T01:57:23Z,2820000,False,,,0,,SUB out: D. Green,[201980],1610612763.0,MEM,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,
287,PT04M11.00S,2023-02-08T01:57:21.4Z,2,REGULAR,substitution,in,[],1630217,,,1610612741,41,31,2023-02-08T01:57:23Z,2830000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
288,PT04M11.00S,2023-02-08T01:57:18.5Z,2,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,41,31,2023-02-08T01:57:41Z,2840000,False,,,0,,MISS Z. LaVine Free Throw 2 of 2,[203897],1610612741.0,CHI,,,,,,,,,,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
289,PT04M09.00S,2023-02-08T01:57:20.5Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,41,31,2023-02-08T01:57:41Z,2850000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,,,,,,,,Tillman,X. Tillman,288.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
290,PT03M58.00S,2023-02-08T01:57:52.5Z,2,REGULAR,3pt,Jump Shot,[],1630217,82.47371879106439,92.40196078431373,1610612763,41,31,2023-02-08T01:57:56Z,2860000,False,212.0,112.0,1,right,MISS D. Bane pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Right Center,23.99,Missed,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
291,PT03M54.00S,2023-02-08T01:57:56.5Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,41,31,2023-02-08T01:57:56Z,2870000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Vucevic,N. Vucevic,290.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
292,PT03M45.00S,2023-02-08T01:58:04.4Z,2,REGULAR,3pt,Jump Shot,[],1627936,10.068988173455978,95.58823529411765,1610612741,41,31,2023-02-08T01:58:09Z,2880000,False,-228.0,42.0,1,left,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,23.18,Missed,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
293,PT03M42.00S,2023-02-08T01:58:07.4Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,41,31,2023-02-08T01:58:09Z,2890000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,Morant,J. Morant,292.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
294,PT03M39.00S,2023-02-08T01:58:11.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629630,91.80354796320631,53.67647058823529,1610612763,41,31,2023-02-08T02:02:18Z,2900000,False,18.0,25.0,1,right,MISS J. Morant running reverse Layup,[1629630],1610612763.0,MEM,running reverse,,,,,,Restricted Area,0-8 Center,3.06,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
295,PT03M36.00S,2023-02-08T01:58:14.1Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,41,31,2023-02-08T01:58:20Z,2910000,False,,,0,,A. Caruso REBOUND (Off:0 Def:3),[1627936],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Caruso,A. Caruso,294.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
296,PT03M32.00S,2023-02-08T01:58:18.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203897,9.149145860709593,5.147058823529411,1610612741,41,34,2023-02-08T01:58:25Z,2920000,False,224.0,34.0,1,left,Z. LaVine 3PT running (6 PTS) (A. Dosunmu 2 AST),"[203897, 1630245]",1610612741.0,CHI,running,,,,,,Right Corner 3,24+ Right,22.68,Made,LaVine,Z. LaVine,,,,,6.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,
299,PT03M14.00S,2023-02-08T01:58:35.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,88.51839684625493,36.27450980392157,1610612763,41,34,2023-02-08T01:58:40Z,2940000,False,-69.0,55.0,1,right,MISS D. Brooks 8' driving floating Shot,[1628415],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,8.82,Missed,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
300,PT03M12.00S,2023-02-08T01:58:37.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,41,34,2023-02-08T01:58:40Z,2950000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,Vucevic,N. Vucevic,299.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
301,PT03M10.00S,2023-02-08T01:58:42.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612741,41,34,2023-02-08T01:58:50Z,2960000,False,,,0,,J. Jackson Jr. shooting personal FOUL (3 PF) (LaVine 2 FT),"[1628991, 203897]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,201246.0,3.0,0.0,LaVine,203897.0,,,,,,
303,PT03M10.00S,2023-02-08T01:59:17.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203897,,,1610612741,41,35,2023-02-08T02:02:19Z,2980000,False,,,0,,Z. LaVine Free Throw 1 of 2 (7 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,LaVine,Z. LaVine,,,,,7.0,,,,,,,,,,,,,,
304,PT03M10.00S,2023-02-08T01:59:21.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,41,35,2023-02-08T01:59:21Z,2990000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M10.00S,2023-02-08T02:00:52.1Z,2,REGULAR,substitution,out,[],1628991,,,1610612741,41,35,2023-02-08T02:01:46Z,3000000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
306,PT03M10.00S,2023-02-08T02:00:52.1Z,2,REGULAR,substitution,in,[],1630583,,,1610612741,41,35,2023-02-08T02:01:46Z,3010000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,
307,PT03M10.00S,2023-02-08T01:59:17.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203897,,,1610612741,41,35,2023-02-08T02:02:19Z,3020000,False,,,0,,MISS Z. LaVine Free Throw 2 of 2,[203897],1610612741.0,CHI,,,,,,,,,,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
308,PT03M08.00S,2023-02-08T01:59:19.7Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,41,35,2023-02-08T02:02:19Z,3030000,False,,,0,,X. Tillman REBOUND (Off:0 Def:2),[1630214],1610612763.0,MEM,,,,,,,,,,,Tillman,X. Tillman,307.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
309,PT02M55.00S,2023-02-08T02:02:31.8Z,2,REGULAR,turnover,bad pass,[],1629630,,,1610612763,41,35,2023-02-08T02:02:35Z,3040000,False,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 202696]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,Morant,J. Morant,,,,,,,,,,,,,,2.0,,,Vucevic,202696.0,
310,PT02M55.00S,2023-02-08T02:02:31.8Z,2,REGULAR,steal,,[],202696,,,1610612741,41,35,2023-02-08T02:02:33Z,3050000,False,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
311,PT02M52.00S,2023-02-08T02:02:47.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630217,,,1610612741,41,35,2023-02-08T02:03:00Z,3060000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (LaVine 2 FT),"[1630217, 203897]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Bane,D. Bane,,,,,,,,,2003.0,1.0,0.0,LaVine,203897.0,,,,,,
313,PT02M52.00S,2023-02-08T02:03:06.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203897,,,1610612741,41,36,2023-02-08T02:03:06Z,3080000,False,,,0,,Z. LaVine Free Throw 1 of 2 (8 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,LaVine,Z. LaVine,,,,,8.0,,,,,,,,,,,,,,
314,PT02M52.00S,2023-02-08T02:03:18.7Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203897,,,1610612741,41,37,2023-02-08T02:03:18Z,3090000,False,,,0,,Z. LaVine Free Throw 2 of 2 (9 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,LaVine,Z. LaVine,,,,,9.0,,,,,,,,,,,,,,
315,PT02M40.00S,2023-02-08T02:03:33.5Z,2,REGULAR,turnover,bad pass,[],1630217,,,1610612763,41,37,2023-02-08T02:03:40Z,3100000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 203897]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,Bane,D. Bane,,,,,,,,,,,,,,1.0,,,LaVine,203897.0,
316,PT02M40.00S,2023-02-08T02:03:33.5Z,2,REGULAR,steal,,[],203897,,,1610612741,41,37,2023-02-08T02:03:39Z,3110000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,
317,PT02M23.00S,2023-02-08T02:03:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,7.30946123521682,52.20588235294118,1610612741,41,37,2023-02-08T02:04:25Z,3120000,False,-11.0,16.0,1,left,MISS N. Vucevic driving finger roll Layup,[202696],1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,1.96,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
321,PT02M19.00S,2023-02-08T02:04:24.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,41,37,2023-02-08T02:04:24Z,3130000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,,317.0,,,,,,,,,,,,,,,,,,
318,PT02M19.00S,2023-02-08T02:04:24.3Z,2,REGULAR,jumpball,recovered,[],1628415,,,1610612763,41,37,2023-02-08T02:04:24Z,3140000,False,,,0,,Jump Ball J. Morant vs. P. Williams: Tip to D. Brooks,"[1628415, 1629630, 1630172]",1610612763.0,MEM,heldball,D. Brooks,Morant,1629630.0,Williams,1630172.0,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,1628415.0
322,PT02M15.00S,2023-02-08T02:04:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,91.67214191852825,56.127450980392155,1610612763,43,37,2023-02-08T02:04:39Z,3170000,False,31.0,26.0,1,right,D. Bane driving finger roll Layup (8 PTS) (D. Brooks 4 AST),"[1630217, 1628415]",1610612763.0,MEM,driving finger roll,,,,,,Restricted Area,0-8 Center,4.0,Made,Bane,D. Bane,,,,,8.0,D. Brooks,1628415.0,4.0,,,,,,,,,,,
323,PT02M04.00S,2023-02-08T02:04:38.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630172,6.915243101182654,52.94117647058824,1610612741,43,37,2023-02-08T02:04:43Z,3180000,False,-15.0,13.0,1,left,MISS P. Williams driving DUNK - blocked,"[1630172, 1630583]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.93,Missed,Williams,P. Williams,,,,,,,,,,,,,,,Aldama,1630583.0,,,
325,PT02M04.00S,2023-02-08T02:04:38.7Z,2,REGULAR,block,,[],1630583,,,1610612741,43,37,2023-02-08T02:04:41Z,3190000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,
326,PT02M01.00S,2023-02-08T02:04:41.7Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,43,37,2023-02-08T02:04:43Z,3200000,False,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,Morant,J. Morant,323.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
327,PT01M58.00S,2023-02-08T02:04:45.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,91.40932982917214,47.30392156862745,1610612763,43,37,2023-02-08T02:04:57Z,3210000,False,-13.0,28.0,1,right,MISS D. Brooks running finger roll Layup,[1628415],1610612763.0,MEM,running finger roll,,,,,,Restricted Area,0-8 Center,3.14,Missed,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
328,PT01M53.00S,2023-02-08T02:04:50.1Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,43,37,2023-02-08T02:04:50Z,3220000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:7),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Vucevic,N. Vucevic,327.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
329,PT01M49.00S,2023-02-08T02:04:53.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,7.30946123521682,51.9607843137255,1610612741,43,39,2023-02-08T02:07:11Z,3230000,False,-10.0,16.0,1,left,A. Dosunmu running Layup (12 PTS) (N. Vucevic 2 AST),"[1630245, 202696]",1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.89,Made,Dosunmu,A. Dosunmu,,,,,12.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,
331,PT01M49.00S,2023-02-08T02:05:01.4Z,2,REGULAR,foul,personal,[],1627936,,,1610612763,43,39,2023-02-08T02:05:12Z,3250000,False,,,0,,A. Caruso loose ball personal FOUL (2 PF),"[1627936, 1629630]",1610612741.0,CHI,loose ball,,,,,,In The Paint (Non-RA),8-16 Center,,,Caruso,A. Caruso,,,,,,,,,201246.0,2.0,0.0,Morant,1629630.0,,,,,,
333,PT01M39.00S,2023-02-08T02:05:28.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,87.33574244415243,45.09803921568628,1610612763,45,39,2023-02-08T02:05:38Z,3270000,False,-25.0,67.0,1,right,J. Morant 7' driving floating Jump Shot (10 PTS),[1629630],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,Morant,J. Morant,,,,,10.0,,,,,,,,,,,,,,
334,PT01M23.00S,2023-02-08T02:05:43.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,18.478975032851512,48.529411764705884,1610612741,45,39,2023-02-08T02:05:47Z,3280000,False,7.0,121.0,1,left,MISS N. Vucevic 12' Jump Shot,[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,12.14,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
335,PT01M21.00S,2023-02-08T02:05:45.1Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,45,39,2023-02-08T02:05:47Z,3290000,False,,,0,,D. Bane REBOUND (Off:0 Def:5),[1630217],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,Bane,D. Bane,334.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
337,PT01M01.00S,2023-02-08T02:06:19.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612763,45,39,2023-02-08T02:08:09Z,3310000,False,,,0,,A. Caruso shooting personal FOUL (3 PF) (Morant 2 FT),"[1627936, 1629630]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Caruso,A. Caruso,,,,,,,,,2003.0,3.0,0.0,Morant,1629630.0,,,,,,
339,PT01M01.00S,2023-02-08T02:06:47.9Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,46,39,2023-02-08T02:08:14Z,3330000,False,,,0,,J. Morant Free Throw 1 of 2 (11 PTS),[1629630],1610612763.0,MEM,,,,,,,,,,Made,Morant,J. Morant,,,,,11.0,,,,,,,,,,,,,,
340,PT01M01.00S,2023-02-08T02:06:48.7Z,2,REGULAR,substitution,out,[],1627936,,,1610612763,46,39,2023-02-08T02:06:52Z,3340000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,
341,PT01M01.00S,2023-02-08T02:06:48.7Z,2,REGULAR,substitution,in,[],1629632,,,1610612763,46,39,2023-02-08T02:06:52Z,3350000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,,
342,PT01M01.00S,2023-02-08T02:06:47.9Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,47,39,2023-02-08T02:08:14Z,3360000,False,,,0,,J. Morant Free Throw 2 of 2 (12 PTS),[1629630],1610612763.0,MEM,,,,,,,,,,Made,Morant,J. Morant,,,,,12.0,,,,,,,,,,,,,,
343,PT00M51.20S,2023-02-08T02:07:17.9Z,2,REGULAR,2pt,Jump Shot,[],202696,22.28975032851511,52.20588235294118,1610612741,47,39,2023-02-08T02:07:25Z,3370000,False,-11.0,157.0,1,left,MISS N. Vucevic 15' Jump Shot,[202696],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Center,15.74,Missed,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,
344,PT00M49.10S,2023-02-08T02:07:20.4Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,47,39,2023-02-08T02:07:20Z,3380000,False,,,0,,S. Aldama REBOUND (Off:2 Def:1),[1630583],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Center,,,Aldama,S. Aldama,343.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
