actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
451,PT07M00.00S,2023-01-12T02:35:11.2Z,3,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,92,78,2023-01-12T02:35:11Z,4450000,False,,,0,,K. Johnson technical Free Throw 1 of 1 (19 PTS),[1629640],1610612759.0,SAS,technical,,,Johnson,K. Johnson,,,,,,,,Made,,,,19.0,,,,,,,,,,,,,,
452,PT06M42.00S,2023-01-12T02:35:40.0Z,3,REGULAR,3pt,Jump Shot,[],1629640,11.777266754270697,3.431372549019608,1610612759,92,78,2023-01-12T02:35:44Z,4460000,False,233.0,58.0,1,left,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
453,PT06M40.00S,2023-01-12T02:35:42.0Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,92,78,2023-01-12T02:35:44Z,4470000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,452.0,,,,,6.0,6.0,0.0,,,,,,,,
454,PT06M27.00S,2023-01-12T02:35:55.7Z,3,REGULAR,2pt,Jump Shot,[],1628415,90.27595269382391,31.583180147058826,1610612763,94,78,2023-01-12T02:36:11Z,4480000,False,-92.0,39.0,1,right,D. Brooks 10' driving floating Jump Shot (7 PTS),[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,10.0,Made,,,,7.0,,,,,,,,,,,,,,
455,PT06M06.00S,2023-01-12T02:36:16.1Z,3,REGULAR,3pt,Jump Shot,[],1631110,19.793035479632064,6.862745098039216,1610612759,94,78,2023-01-12T02:46:17Z,4490000,False,216.0,134.0,1,left,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,25.37,Missed,,,,,,,,,,,,,,,,,,
456,PT06M04.00S,2023-01-12T02:36:18.1Z,3,REGULAR,rebound,defensive,[],1628415,,,1610612763,94,78,2023-01-12T02:36:22Z,4500000,False,,,0,,D. Brooks REBOUND (Off:0 Def:5),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,455.0,,,,,5.0,5.0,0.0,,,,,,,,
457,PT05M57.00S,2023-01-12T02:36:25.6Z,3,REGULAR,2pt,Jump Shot,[],1630217,92.85479632063075,68.87254901960785,1610612763,94,78,2023-01-12T02:36:32Z,4510000,False,94.0,15.0,1,right,MISS D. Bane 9' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,9.55,Missed,,,,,,,,,,,,,,,,,,
458,PT05M56.00S,2023-01-12T02:36:26.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,94,78,2023-01-12T02:36:32Z,4520000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Right,,,,,457.0,,,,,,,,,,,,,,,
460,PT05M56.00S,2023-01-12T02:36:33.4Z,3,REGULAR,substitution,out,[],1628991,,,1610612759,94,78,2023-01-12T02:36:47Z,4540000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT05M56.00S,2023-01-12T02:36:33.4Z,3,REGULAR,substitution,out,[],1630217,,,1610612759,94,78,2023-01-12T02:36:47Z,4550000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT05M56.00S,2023-01-12T02:36:33.4Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,94,78,2023-01-12T02:36:47Z,4560000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT05M56.00S,2023-01-12T02:36:33.4Z,3,REGULAR,substitution,out,[],1629641,,,1610612759,94,78,2023-01-12T02:36:47Z,4570000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT05M56.00S,2023-01-12T02:36:33.4Z,3,REGULAR,substitution,in,[],1630583,,,1610612759,94,78,2023-01-12T02:36:47Z,4580000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT05M56.00S,2023-01-12T02:36:33.4Z,3,REGULAR,substitution,in,[],1629723,,,1610612759,94,78,2023-01-12T02:36:47Z,4590000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT05M56.00S,2023-01-12T02:36:33.4Z,3,REGULAR,substitution,in,[],1631103,,,1610612759,94,78,2023-01-12T02:36:47Z,4600000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT05M56.00S,2023-01-12T02:36:33.4Z,3,REGULAR,substitution,in,[],1628380,,,1610612759,94,78,2023-01-12T02:36:47Z,4610000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT05M38.00S,2023-01-12T02:37:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,7.046649145860711,52.20588235294118,1610612759,94,78,2023-01-12T02:37:12Z,4620000,False,-11.0,14.0,1,left,MISS T. Jones driving Layup,[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
469,PT05M36.00S,2023-01-12T02:37:09.5Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,94,78,2023-01-12T02:37:12Z,4630000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,468.0,,,,,1.0,1.0,0.0,,,,,,,,
470,PT05M32.00S,2023-01-12T02:37:13.3Z,3,REGULAR,turnover,bad pass,[],1629630,,,1610612763,94,78,2023-01-12T02:37:16Z,4640000,False,,,0,,J. Morant bad pass TURNOVER (5 TO),"[1629630, 1630200]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,5.0,,,,,Jones,1630200.0
471,PT05M32.00S,2023-01-12T02:37:13.3Z,3,REGULAR,steal,,[],1630200,,,1610612759,94,78,2023-01-12T02:37:14Z,4650000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
472,PT05M26.00S,2023-01-12T02:37:19.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631110,6.652431011826544,49.50980392156863,1610612759,94,78,2023-01-12T02:37:26Z,4660000,False,2.0,10.0,1,left,MISS J. Sochan running alley-oop DUNK,[1631110],1610612759.0,SAS,running alley-oop,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.03,Missed,,,,,,,,,,,,,,,,,,
473,PT05M23.00S,2023-01-12T02:37:22.4Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,94,78,2023-01-12T02:37:26Z,4670000,False,,,0,,J. Morant REBOUND (Off:2 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,472.0,,,,,4.0,2.0,2.0,,,,,,,,
474,PT05M18.00S,2023-01-12T02:37:26.7Z,3,REGULAR,3pt,Jump Shot,[],1629630,69.99014454664915,28.186274509803923,1610612763,97,78,2023-01-12T02:37:35Z,4680000,False,-109.0,230.0,1,right,J. Morant 25' 3PT pullup (26 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,25.42,Made,,,,26.0,,,,,,,,,,,,,,
476,PT04M59.00S,2023-01-12T02:37:54.0Z,3,REGULAR,3pt,Jump Shot,[],1628380,32.276609724047304,55.14705882352941,1610612759,97,78,2023-01-12T02:37:59Z,4700000,False,-26.0,251.0,1,left,MISS Z. Collins 25' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
477,PT04M55.00S,2023-01-12T02:37:58.0Z,3,REGULAR,rebound,offensive,[],1628380,,,1610612759,97,78,2023-01-12T02:46:55Z,4710000,False,,,0,,Z. Collins REBOUND (Off:2 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,476.0,,,,,5.0,3.0,2.0,,,,,,,,
478,PT04M54.00S,2023-01-12T02:37:59.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630200,25.312089356110377,16.176470588235293,1610612759,97,81,2023-01-12T02:38:04Z,4720000,False,169.0,185.0,1,left,T. Jones 25' 3PT  (10 PTS) (Z. Collins 2 AST),"[1630200, 1628380]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,25.09,Made,,,,10.0,Z. Collins,1628380.0,2.0,,,,,,,,,,,
480,PT04M45.00S,2023-01-12T02:38:07.9Z,3,REGULAR,turnover,bad pass,[],1628415,,,1610612763,97,81,2023-01-12T02:38:13Z,4740000,False,,,0,,D. Brooks bad pass TURNOVER (1 TO),"[1628415, 1630200]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,,,,,Jones,1630200.0
481,PT04M45.00S,2023-01-12T02:38:07.9Z,3,REGULAR,steal,,[],1630200,,,1610612759,97,81,2023-01-12T02:38:11Z,4750000,False,,,0,,T. Jones STEAL (2 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
482,PT04M41.00S,2023-01-12T02:38:12.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630200,7.5722733245729295,45.83333333333333,1610612759,97,81,2023-01-12T02:41:02Z,4760000,False,21.0,19.0,1,left,MISS T. Jones running Layup - blocked,"[1630200, 1629630]",1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.8,Missed,Morant,1629630.0,,,,,,,,,,,,,,,,
483,PT04M41.00S,2023-01-12T02:38:12.9Z,3,REGULAR,block,,[],1629630,,,1610612759,97,81,2023-01-12T02:38:14Z,4770000,False,,,0,,J. Morant BLOCK (1 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
484,PT04M41.00S,2023-01-12T02:38:12.9Z,3,REGULAR,rebound,offensive,[],1630200,,,1610612759,97,81,2023-01-12T02:39:13Z,4780000,False,,,0,,T. Jones REBOUND (Off:1 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,482.0,,,,,3.0,2.0,1.0,,,,,,,,
485,PT04M41.00S,2023-01-12T02:38:16.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1630200,5.590000152587891,50.0,1610612759,97,83,2023-01-12T02:41:05Z,4790000,False,0.0,0.0,1,left,T. Jones putback Layup (12 PTS),[1630200],1610612759.0,SAS,putback,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,0.0,Made,,,,12.0,,,,,,,,,,,,,,
486,PT04M41.00S,2023-01-12T02:38:20.7Z,3,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612759,97,83,2023-01-12T02:38:48Z,4800000,False,,,0,,D. Brooks shooting personal FOUL (4 PF) (Jones 1 FT),"[1628415, 1630200]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,101284.0,,4.0,1.0,Jones,1630200.0,,
488,PT04M41.00S,2023-01-12T02:38:50.4Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1630200,,,1610612759,97,84,2023-01-12T02:38:50Z,4820000,False,,,0,,T. Jones Free Throw 1 of 1 (13 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,13.0,,,,,,,,,,,,,,
489,PT04M30.00S,2023-01-12T02:39:03.7Z,3,REGULAR,3pt,Jump Shot,[],1629630,71.17279894875165,23.03921568627451,1610612763,100,84,2023-01-12T02:47:50Z,4830000,False,-135.0,218.0,1,right,J. Morant 25' 3PT step back (29 PTS),[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,25.67,Made,,,,29.0,,,,,,,,,,,,,,
490,PT04M15.00S,2023-01-12T02:39:17.8Z,3,REGULAR,3pt,Jump Shot,[],1629640,32.40801576872536,62.5,1610612759,100,84,2023-01-12T02:39:23Z,4840000,False,-62.0,252.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,,,
491,PT04M12.00S,2023-01-12T02:39:20.3Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,100,84,2023-01-12T02:39:20Z,4850000,False,,,0,,S. Adams REBOUND (Off:3 Def:7),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Center,,,,,490.0,,,,,10.0,7.0,3.0,,,,,,,,
492,PT04M03.00S,2023-01-12T02:39:30.3Z,3,REGULAR,2pt,Jump Shot,[],1629630,91.06438896189225,30.223651960784316,1610612763,100,84,2023-01-12T02:39:40Z,4860000,False,-99.0,31.0,1,right,MISS J. Morant 10' pullup bank Shot,[1629630],1610612763.0,MEM,pullup bank,,,Morant,J. Morant,,,,,Mid-Range,8-16 Left,10.38,Missed,,,,,,,,,,,,,,,,,,
493,PT03M58.00S,2023-01-12T02:39:35.3Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,100,84,2023-01-12T02:39:40Z,4870000,False,,,0,,S. Adams REBOUND (Off:4 Def:7),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,,,,,492.0,,,,,11.0,7.0,4.0,,,,,,,,
494,PT03M58.00S,2023-01-12T02:39:34.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,94.40999984741211,50.0,1610612763,102,84,2023-01-12T02:39:34Z,4880000,False,0.0,0.0,1,right,S. Adams putback Layup (8 PTS),[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,0.0,Made,,,,8.0,,,,,,,,,,,,,,
495,PT03M50.00S,2023-01-12T02:39:42.3Z,3,REGULAR,2pt,Jump Shot,[],1630200,15.850854139290407,31.61764705882353,1610612759,102,86,2023-01-12T02:39:48Z,4890000,False,92.0,96.0,1,left,T. Jones 13' driving floating Jump Shot (15 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,13.33,Made,,,,15.0,,,,,,,,,,,,,,
496,PT03M37.00S,2023-01-12T02:39:55.7Z,3,REGULAR,2pt,Jump Shot,[],1628415,89.70105124835742,30.88235294117647,1610612763,102,86,2023-01-12T02:40:02Z,4900000,False,-96.0,44.0,1,right,MISS D. Brooks 10' fadeaway Shot,[1628415],1610612763.0,MEM,fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,10.54,Missed,,,,,,,,,,,,,,,,,,
497,PT03M33.00S,2023-01-12T02:39:59.7Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,102,86,2023-01-12T02:40:02Z,4910000,False,,,0,,Z. Collins REBOUND (Off:2 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,,,,,496.0,,,,,6.0,4.0,2.0,,,,,,,,
498,PT03M26.00S,2023-01-12T02:40:07.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,6.783837056504599,53.18627450980392,1610612759,102,88,2023-01-12T02:40:14Z,4920000,False,-16.0,11.0,1,left,M. Branham driving reverse Layup (2 PTS),[1631103],1610612759.0,SAS,driving reverse,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,1.95,Made,,,,2.0,,,,,,,,,,,,,,
499,PT03M09.00S,2023-01-12T02:40:26.0Z,3,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612763,102,88,2023-01-12T02:40:42Z,4930000,False,,,0,,Z. Collins shooting personal FOUL (2 PF) (Adams 2 FT),"[1628380, 203500]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101284.0,,2.0,0.0,Adams,203500.0,,
501,PT03M09.00S,2023-01-12T02:40:50.6Z,3,REGULAR,freethrow,1 of 2,[],203500,,,1610612763,103,88,2023-01-12T02:41:20Z,4950000,False,,,0,,S. Adams Free Throw 1 of 2 (9 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,Made,,,,9.0,,,,,,,,,,,,,,
502,PT03M09.00S,2023-01-12T02:40:51.5Z,3,REGULAR,substitution,out,[],1629630,,,1610612763,103,88,2023-01-12T02:41:08Z,4960000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT03M09.00S,2023-01-12T02:40:51.5Z,3,REGULAR,substitution,out,[],1628415,,,1610612763,103,88,2023-01-12T02:41:08Z,4970000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT03M09.00S,2023-01-12T02:40:51.5Z,3,REGULAR,substitution,out,[],1629640,,,1610612763,103,88,2023-01-12T02:41:08Z,4980000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT03M09.00S,2023-01-12T02:40:51.5Z,3,REGULAR,substitution,out,[],1631110,,,1610612763,103,88,2023-01-12T02:41:08Z,4990000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT03M09.00S,2023-01-12T02:40:51.5Z,3,REGULAR,substitution,out,[],1630200,,,1610612763,103,88,2023-01-12T02:41:08Z,5000000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT03M09.00S,2023-01-12T02:40:51.5Z,3,REGULAR,substitution,in,[],1630533,,,1610612763,103,88,2023-01-12T02:41:08Z,5010000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT03M09.00S,2023-01-12T02:40:51.5Z,3,REGULAR,substitution,in,[],1626145,,,1610612763,103,88,2023-01-12T02:41:08Z,5020000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT03M09.00S,2023-01-12T02:40:51.5Z,3,REGULAR,substitution,in,[],1626196,,,1610612763,103,88,2023-01-12T02:41:08Z,5030000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT03M09.00S,2023-01-12T02:40:51.5Z,3,REGULAR,substitution,in,[],203926,,,1610612763,103,88,2023-01-12T02:41:08Z,5040000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT03M09.00S,2023-01-12T02:40:51.5Z,3,REGULAR,substitution,in,[],1626169,,,1610612763,103,88,2023-01-12T02:41:08Z,5050000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT03M09.00S,2023-01-12T02:40:50.6Z,3,REGULAR,freethrow,2 of 2,[],203500,,,1610612763,103,88,2023-01-12T02:41:20Z,5060000,False,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
513,PT03M06.00S,2023-01-12T02:40:53.6Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,103,88,2023-01-12T02:41:20Z,5070000,False,,,0,,Z. Collins REBOUND (Off:2 Def:5),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,512.0,,,,,7.0,5.0,2.0,,,,,,,,
514,PT02M57.00S,2023-01-12T02:41:28.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,6.915243101182654,55.88235294117647,1610612759,103,90,2023-01-12T02:41:38Z,5080000,False,-29.0,13.0,1,left,S. Johnson reverse Layup (7 PTS) (Z. Collins 3 AST),"[1626169, 1628380]",1610612759.0,SAS,reverse,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,3.19,Made,,,,7.0,Z. Collins,1628380.0,3.0,,,,,,,,,,,
516,PT02M44.00S,2023-01-12T02:41:41.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,92.06636005256242,40.44117647058824,1610612763,105,90,2023-01-12T02:41:48Z,5100000,False,-48.0,22.0,1,right,T. Jones driving floating bank Jump Shot (9 PTS),[1626145],1610612763.0,MEM,driving floating bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.27,Made,,,,9.0,,,,,,,,,,,,,,
517,PT02M33.00S,2023-01-12T02:41:52.0Z,3,REGULAR,2pt,Jump Shot,[],1631103,16.63929040735874,33.088235294117645,1610612759,105,92,2023-01-12T02:41:57Z,5110000,False,85.0,104.0,1,left,M. Branham 13' pullup Jump Shot (4 PTS),[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,8-16 Right,13.4,Made,,,,4.0,,,,,,,,,,,,,,
518,PT02M21.00S,2023-01-12T02:42:04.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,92.9862023653088,51.9607843137255,1610612763,105,92,2023-01-12T02:42:13Z,5120000,False,10.0,13.0,1,right,MISS S. Aldama Layup,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
519,PT02M20.00S,2023-01-12T02:42:06.4Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,105,92,2023-01-12T02:42:06Z,5130000,False,,,0,,Z. Collins REBOUND (Off:2 Def:6),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,518.0,,,,,8.0,6.0,2.0,,,,,,,,
520,PT02M15.00S,2023-01-12T02:42:11.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631103,26.757555847568987,18.137254901960784,1610612759,105,92,2023-01-12T02:50:53Z,5140000,False,159.0,199.0,1,left,MISS M. Branham 25' running pullup 3PT - blocked,"[1631103, 203500]",1610612759.0,SAS,running pullup,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,25.49,Missed,Adams,203500.0,,,,,,,,,,,,,,,,
521,PT02M15.00S,2023-01-12T02:42:11.0Z,3,REGULAR,block,,[],203500,,,1610612759,105,92,2023-01-12T02:42:13Z,5150000,False,,,0,,S. Adams BLOCK (2 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
522,PT02M15.00S,2023-01-12T02:42:11.0Z,3,REGULAR,rebound,offensive,[],1628380,,,1610612759,105,92,2023-01-12T02:42:18Z,5160000,False,,,0,,Z. Collins REBOUND (Off:3 Def:6),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,,,,,520.0,,,,,9.0,6.0,3.0,,,,,,,,
523,PT02M08.00S,2023-01-12T02:42:17.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626169,7.5722733245729295,5.392156862745098,1610612759,105,92,2023-01-12T02:51:05Z,5170000,False,223.0,19.0,1,left,MISS S. Johnson 3PT,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Right Corner 3,24+ Right,22.38,Missed,,,,,,,,,,,,,,,,,,
524,PT02M06.00S,2023-01-12T02:42:19.7Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,105,92,2023-01-12T02:51:05Z,5180000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,,,,,523.0,,,,,2.0,2.0,0.0,,,,,,,,
525,PT02M02.00S,2023-01-12T02:42:23.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,90.22667542706965,39.950980392156865,1610612763,105,92,2023-01-12T02:42:33Z,5190000,False,-50.0,39.0,1,right,MISS T. Jones 6' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.38,Missed,,,,,,,,,,,,,,,,,,
526,PT02M00.00S,2023-01-12T02:42:25.7Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,105,92,2023-01-12T02:53:25Z,5200000,False,,,0,,S. Adams REBOUND (Off:5 Def:7),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,525.0,,,,,12.0,7.0,5.0,,,,,,,,
528,PT01M58.00S,2023-01-12T02:42:43.1Z,3,REGULAR,substitution,out,[],203500,,,1610612763,105,92,2023-01-12T02:42:44Z,5220000,False,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT01M58.00S,2023-01-12T02:42:43.1Z,3,REGULAR,substitution,in,[],1630214,,,1610612763,105,92,2023-01-12T02:42:44Z,5230000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
