actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
26,PT09M44.00S,2023-02-14T00:13:52.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202699,32.933639947437584,28.921568627450984,1610612755,5,6,2023-02-14T00:13:56Z,260000,False,105.0,257.0,1,left,MISS T. Harris 27' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,27.79,Missed,,,,,,,,,,,,,,,,,,
27,PT09M41.00S,2023-02-14T00:13:55.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,5,6,2023-02-14T00:13:56Z,270000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M36.00S,2023-02-14T00:14:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,92.85479632063075,51.225490196078425,1610612745,5,8,2023-02-14T00:14:06Z,280000,False,6.0,15.0,1,right,J. Green running Layup (2 PTS),[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M24.00S,2023-02-14T00:14:12.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,27.94021024967148,17.892156862745097,1610612755,5,8,2023-02-14T00:14:16Z,290000,False,161.0,210.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
30,PT09M22.00S,2023-02-14T00:14:14.3Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,5,8,2023-02-14T00:14:16Z,300000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,
31,PT09M15.00S,2023-02-14T00:14:21.9Z,1,REGULAR,3pt,Jump Shot,[],1631095,70.38436268068331,78.43137254901961,1610612745,5,8,2023-02-14T00:14:27Z,310000,False,142.0,226.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.69,Missed,,,,,,,,,,,,,,,,,,
32,PT09M10.00S,2023-02-14T00:14:26.9Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,5,8,2023-02-14T00:14:27Z,320000,False,,,0,,K. Martin Jr. REBOUND (Off:1 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,
33,PT09M10.00S,2023-02-14T00:14:27.0Z,1,REGULAR,turnover,bad pass,[],1630231,,,1610612745,5,8,2023-02-14T00:14:32Z,330000,False,,,0,,K. Martin Jr. bad pass TURNOVER (1 TO),"[1630231, 203954]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Embiid,203954.0,,
34,PT09M10.00S,2023-02-14T00:14:27.0Z,1,REGULAR,steal,,[],203954,,,1610612755,5,8,2023-02-14T00:14:29Z,340000,False,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M05.00S,2023-02-14T00:14:31.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629001,24.52365308804205,8.823529411764707,1610612755,8,8,2023-02-14T00:14:38Z,350000,False,206.0,178.0,1,left,D. Melton 27' 3PT running (3 PTS) (J. Embiid 1 AST),"[1629001, 203954]",1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,27.22,Made,3.0,,,,,,,,,,J. Embiid,203954.0,1.0,,,,,
38,PT08M37.00S,2023-02-14T00:15:11.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,70.77858081471747,14.950980392156863,1610612745,8,8,2023-02-14T00:15:15Z,380000,False,-175.0,222.0,1,right,MISS J. Green 28' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,28.3,Missed,,,,,,,,,,,,,,,,,,
39,PT08M34.00S,2023-02-14T00:15:14.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,8,8,2023-02-14T00:15:15Z,390000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,
40,PT08M24.00S,2023-02-14T00:15:25.7Z,1,REGULAR,turnover,bad pass,[],200782,,,1610612755,8,8,2023-02-14T00:15:30Z,400000,False,,,0,,P. Tucker bad pass TURNOVER (1 TO),"[200782, 1630578]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1.0,Sengun,1630578.0,,
41,PT08M24.00S,2023-02-14T00:15:25.7Z,1,REGULAR,steal,,[],1630578,,,1610612745,8,8,2023-02-14T00:15:28Z,410000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
42,PT08M19.00S,2023-02-14T00:15:29.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630231,94.30026281208936,50.49019607843137,1610612745,8,10,2023-02-14T00:15:36Z,420000,False,2.0,1.0,1,right,K. Martin Jr. running DUNK (2 PTS),[1630231],1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,0.27,Made,2.0,,,,,,,,,,,,,,,,,
43,PT08M01.00S,2023-02-14T00:15:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.732588699080158,54.65686274509803,1610612755,10,10,2023-02-14T00:15:51Z,430000,False,-23.0,1.0,1,left,J. Embiid driving Layup (4 PTS) (J. Harden 2 AST),"[203954, 201935]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.33,Made,4.0,,,,,,,,,,J. Harden,201935.0,2.0,,,,,
45,PT07M44.00S,2023-02-14T00:16:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,91.40932982917214,55.63725490196079,1610612745,10,10,2023-02-14T00:16:14Z,450000,False,28.0,28.0,1,right,MISS J. Smith Jr. driving Layup - blocked,"[1631095, 201935]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,Harden,201935.0
46,PT07M44.00S,2023-02-14T00:16:07.3Z,1,REGULAR,block,,[],201935,,,1610612745,10,10,2023-02-14T00:16:10Z,460000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M44.00S,2023-02-14T00:16:07.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,10,10,2023-02-14T00:16:14Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,45.0,,,,,,,,,,,,,,,,
48,PT07M36.00S,2023-02-14T00:16:27.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630231,94.30026281208936,51.9607843137255,1610612745,10,12,2023-02-14T00:16:35Z,480000,False,10.0,1.0,1,right,K. Martin Jr. cutting DUNK (4 PTS) (J. Green 1 AST),"[1630231, 1630224]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,0.99,Made,4.0,,,,,,,,,,J. Green,1630224.0,1.0,,,,,
50,PT07M21.00S,2023-02-14T00:16:44.7Z,1,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612755,10,12,2023-02-14T00:16:59Z,500000,False,,,0,,D. Melton lost ball out-of-bounds TURNOVER (1 TO),[1629001],1610612755.0,PHI,lost ball,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,,,,,,,,2005.0,,,,,,,,1.0,,,,
51,PT07M08.00S,2023-02-14T00:17:01.7Z,1,REGULAR,turnover,bad pass,[],1630578,,,1610612745,10,12,2023-02-14T00:17:05Z,510000,False,,,0,,A. Sengun bad pass TURNOVER (1 TO),"[1630578, 1629001]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Melton,1629001.0,,
52,PT07M08.00S,2023-02-14T00:17:01.7Z,1,REGULAR,steal,,[],1629001,,,1610612755,10,12,2023-02-14T00:17:04Z,520000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT06M58.00S,2023-02-14T00:17:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,4.944152431011826,54.41176470588235,1610612755,10,12,2023-02-14T00:17:17Z,530000,False,-22.0,-6.0,1,left,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,,
55,PT06M56.00S,2023-02-14T00:17:14.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,10,12,2023-02-14T00:17:17Z,540000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,
56,PT06M51.00S,2023-02-14T00:17:18.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1631095,91.5407358738502,64.4607843137255,1610612745,10,12,2023-02-14T00:17:28Z,550000,False,72.0,27.0,1,right,MISS J. Smith Jr. 7' running pullup Shot,[1631095],1610612745.0,HOU,running pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.72,Missed,,,,,,,,,,,,,,,,,,
57,PT06M48.00S,2023-02-14T00:17:20.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,10,12,2023-02-14T00:17:20Z,560000,False,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,,
58,PT06M42.00S,2023-02-14T00:17:29.7Z,1,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612755,10,12,2023-02-14T00:17:40Z,570000,False,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Harden 2 FT),"[1630231, 201935]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,202027.0,1.0,0.0,Harden,201935.0,,,,,,,,
60,PT06M42.00S,2023-02-14T00:17:44.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,10,12,2023-02-14T00:17:44Z,590000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M42.00S,2023-02-14T00:20:39.7Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,11,12,2023-02-14T00:20:56Z,600000,False,,,0,,J. Harden Free Throw 1 of 2 (1 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
62,PT06M42.00S,2023-02-14T00:20:39.7Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,11,12,2023-02-14T00:20:56Z,610000,False,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
63,PT06M40.00S,2023-02-14T00:20:41.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,11,12,2023-02-14T00:20:56Z,620000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,,,,,
64,PT06M29.00S,2023-02-14T00:21:08.8Z,1,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,11,12,2023-02-14T00:21:14Z,630000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[1630224],1610612745.0,HOU,bad pass,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,2005.0,,,,,,,,1.0,,,,
65,PT06M16.00S,2023-02-14T00:21:28.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,17.95335085413929,49.26470588235294,1610612755,13,12,2023-02-14T00:21:32Z,640000,False,4.0,116.0,1,left,J. Harden 11' pullup Jump Shot (3 PTS),[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,11.64,Made,3.0,,,,,,,,,,,,,,,,,
66,PT05M55.00S,2023-02-14T00:21:50.2Z,1,REGULAR,foul,personal,['3freethrow'],200782,,,1610612745,13,12,2023-02-14T00:21:57Z,650000,False,,,0,,P. Tucker shooting personal FOUL (1 PF) (Green 3 FT),"[200782, 1630224]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,2005.0,1.0,0.0,Green,1630224.0,,,,,,,,
68,PT05M55.00S,2023-02-14T00:22:17.7Z,1,REGULAR,freethrow,1 of 3,[],1630224,,,1610612745,13,13,2023-02-14T00:22:17Z,670000,False,,,0,,J. Green Free Throw 1 of 3 (3 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
69,PT05M55.00S,2023-02-14T00:22:31.3Z,1,REGULAR,freethrow,2 of 3,[],1630224,,,1610612745,13,14,2023-02-14T00:22:31Z,680000,False,,,0,,J. Green Free Throw 2 of 3 (4 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
70,PT05M55.00S,2023-02-14T00:22:32.6Z,1,REGULAR,substitution,out,[],1629001,,,1610612745,13,14,2023-02-14T00:22:35Z,690000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M55.00S,2023-02-14T00:22:32.6Z,1,REGULAR,substitution,in,[],1630178,,,1610612745,13,14,2023-02-14T00:22:35Z,700000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M55.00S,2023-02-14T00:22:45.2Z,1,REGULAR,freethrow,3 of 3,[],1630224,,,1610612745,13,15,2023-02-14T00:22:45Z,710000,False,,,0,,J. Green Free Throw 3 of 3 (5 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
73,PT05M45.00S,2023-02-14T00:22:55.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,5.995400788436268,50.73529411764706,1610612755,15,15,2023-02-14T00:22:59Z,720000,False,-4.0,4.0,1,left,J. Embiid DUNK (6 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.54,Made,6.0,,,,,,,,,,T. Maxey,1630178.0,1.0,,,,,
75,PT05M27.00S,2023-02-14T00:23:13.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,71.96123521681997,13.480392156862745,1610612745,15,15,2023-02-14T00:23:19Z,740000,False,-183.0,211.0,1,right,MISS J. Green 27' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.91,Missed,,,,,,,,,,,,,,,,,,
76,PT05M26.00S,2023-02-14T00:23:14.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,15,15,2023-02-14T00:23:19Z,750000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,75.0,,,,,,,,,,,,,,,,
78,PT05M26.00S,2023-02-14T00:23:19.9Z,1,REGULAR,substitution,out,[],200782,,,1610612755,15,15,2023-02-14T00:23:24Z,770000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M26.00S,2023-02-14T00:23:19.9Z,1,REGULAR,substitution,in,[],1629667,,,1610612755,15,15,2023-02-14T00:23:24Z,780000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M15.00S,2023-02-14T00:23:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,6.258212877792378,62.99019607843137,1610612755,15,15,2023-02-14T00:23:46Z,790000,False,-65.0,6.0,1,left,MISS J. Embiid 6' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
81,PT05M13.00S,2023-02-14T00:23:44.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,15,15,2023-02-14T00:23:46Z,800000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,80.0,3.0,2.0,1.0,,,,,,,,,,,,,
82,PT05M02.00S,2023-02-14T00:23:56.0Z,1,REGULAR,3pt,Jump Shot,[],1631095,66.17936925098554,53.431372549019606,1610612745,15,15,2023-02-14T00:24:02Z,810000,False,17.0,265.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
83,PT04M57.00S,2023-02-14T00:24:01.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,15,15,2023-02-14T00:24:02Z,820000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,
