actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
22,PT10M38.00S,2023-02-11T00:13:23.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,89.56964520367937,57.35294117647059,1610612752,2,5,2023-02-11T00:13:27Z,210000,False,37.0,46.0,1,right,MISS R. Barrett driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.85,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,
23,PT10M35.00S,2023-02-11T00:13:26.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,5,2023-02-11T00:13:27Z,220000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Embiid,J. Embiid,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT10M31.00S,2023-02-11T00:13:30.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203954,5.863994743758213,50.0,1610612755,4,5,2023-02-11T00:13:35Z,230000,False,0.0,3.0,1,left,J. Embiid running Layup (2 PTS) (J. Harden 1 AST),"[203954, 201935]",1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,0.26,Made,2.0,Embiid,J. Embiid,,,,,J. Harden,201935.0,1.0,,,,,,,,,,
26,PT10M12.00S,2023-02-11T00:13:49.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,86.67871222076215,53.431372549019606,1610612752,4,7,2023-02-11T00:13:52Z,250000,False,17.0,73.0,1,right,J. Brunson 7' driving floating Jump Shot (7 PTS),[1628973],1610612752.0,NYK,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.47,Made,7.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,
27,PT09M56.00S,2023-02-11T00:14:04.9Z,1,REGULAR,3pt,Jump Shot,[],1629001,25.969119579500656,13.970588235294118,1610612755,4,7,2023-02-11T00:14:10Z,260000,False,180.0,192.0,1,left,MISS D. Melton 26' step back 3PT,[1629001],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,Melton,D. Melton,,,,,,,,,,,,,,,,,
28,PT09M54.00S,2023-02-11T00:14:06.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,4,7,2023-02-11T00:14:10Z,270000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,Randle,J. Randle,27.0,2.0,2.0,0.0,,,,,,,,,,,,,
29,PT09M41.00S,2023-02-11T00:14:20.2Z,1,REGULAR,2pt,Jump Shot,[],203944,81.94809461235218,68.87254901960785,1610612752,4,9,2023-02-11T00:14:24Z,280000,False,94.0,117.0,1,right,J. Randle 15' Jump Shot (2 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,,,,Mid-Range,8-16 Right,15.05,Made,2.0,Randle,J. Randle,,,,,R. Barrett,1629628.0,1.0,,,,,,,,,,
31,PT09M17.00S,2023-02-11T00:14:47.3Z,1,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612755,4,9,2023-02-11T00:14:58Z,300000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630579, 203954]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,,,,Sims,J. Sims,,,,,,,,1626302.0,1.0,0.0,Embiid,203954.0,,,,,
33,PT09M17.00S,2023-02-11T00:15:12.6Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,5,9,2023-02-11T00:15:35Z,320000,False,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Made,3.0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,
34,PT09M17.00S,2023-02-11T00:15:12.6Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,5,9,2023-02-11T00:15:35Z,330000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,,,,,,,Missed,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,
35,PT09M14.00S,2023-02-11T00:15:15.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,5,9,2023-02-11T00:15:35Z,340000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,,,,,,,,,Randle,J. Randle,34.0,3.0,3.0,0.0,,,,,,,,,,,,,
36,PT09M10.00S,2023-02-11T00:15:38.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,77.7431011826544,92.15686274509804,1610612752,5,12,2023-02-11T00:15:52Z,350000,False,211.0,157.0,1,right,J. Brunson 26' 3PT running pullup (10 PTS),[1628973],1610612752.0,NYK,running pullup,,,,,,Above the Break 3,24+ Right Center,26.27,Made,10.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,
38,PT08M53.00S,2023-02-11T00:15:55.5Z,1,REGULAR,3pt,Jump Shot,[],200782,11.777266754270697,2.450980392156863,1610612755,5,12,2023-02-11T00:16:00Z,370000,False,238.0,58.0,1,left,MISS P. Tucker 24' pullup 3PT,[200782],1610612755.0,PHI,pullup,,,,,,Right Corner 3,24+ Right,24.47,Missed,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,
39,PT08M50.00S,2023-02-11T00:15:58.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,5,12,2023-02-11T00:16:00Z,380000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,,Randle,J. Randle,38.0,4.0,4.0,0.0,,,,,,,,,,,,,
40,PT08M46.00S,2023-02-11T00:16:02.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203944,66.3107752956636,60.29411764705882,1610612752,5,12,2023-02-11T00:16:10Z,390000,False,51.0,264.0,1,right,MISS J. Randle 26' running pullup 3PT,[203944],1610612752.0,NYK,running pullup,,,,,,Above the Break 3,24+ Center,26.92,Missed,,Randle,J. Randle,,,,,,,,,,,,,,,,,
41,PT08M43.00S,2023-02-11T00:16:05.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,5,12,2023-02-11T00:16:10Z,400000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Embiid,J. Embiid,40.0,2.0,2.0,0.0,,,,,,,,,,,,,
42,PT08M33.00S,2023-02-11T00:16:15.9Z,1,REGULAR,3pt,Jump Shot,[],202699,18.347568988173457,97.05882352941177,1610612755,5,12,2023-02-11T00:16:20Z,410000,False,-235.0,120.0,1,left,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,
43,PT08M31.00S,2023-02-11T00:16:17.9Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,5,12,2023-02-11T00:16:20Z,420000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Grimes,Q. Grimes,42.0,1.0,1.0,0.0,,,,,,,,,,,,,
44,PT08M31.00S,2023-02-11T00:16:21.5Z,1,REGULAR,foul,personal,[],200782,,,1610612752,5,12,2023-02-11T00:16:29Z,430000,False,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 1629656]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Tucker,P. Tucker,,,,,,,,1627961.0,1.0,0.0,Grimes,1629656.0,,,,,
46,PT08M19.00S,2023-02-11T00:16:45.1Z,1,REGULAR,3pt,Jump Shot,[],1628973,67.23061760840999,62.99019607843137,1610612752,5,15,2023-02-11T00:16:49Z,450000,False,65.0,256.0,1,right,J. Brunson 26' 3PT pullup (13 PTS),[1628973],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Center,26.36,Made,13.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,
47,PT08M05.00S,2023-02-11T00:16:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,16.376478318002626,34.068627450980394,1610612755,7,15,2023-02-11T00:17:03Z,460000,False,80.0,101.0,1,left,J. Embiid 12' Jump Shot (5 PTS) (P. Tucker 1 AST),"[203954, 200782]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Right,12.9,Made,5.0,Embiid,J. Embiid,,,,,P. Tucker,200782.0,1.0,,,,,,,,,,
49,PT07M46.00S,2023-02-11T00:17:17.8Z,1,REGULAR,3pt,Jump Shot,[],203944,72.35545335085413,13.480392156862745,1610612752,7,18,2023-02-11T00:17:21Z,480000,False,-183.0,207.0,1,right,J. Randle 27' 3PT  (5 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,27.63,Made,5.0,Randle,J. Randle,,,,,J. Brunson,1628973.0,1.0,,,,,,,,,,
51,PT07M29.00S,2023-02-11T00:17:35.1Z,1,REGULAR,3pt,Jump Shot,[],201935,29.517082785808146,24.264705882352942,1610612755,7,18,2023-02-11T00:17:39Z,500000,False,129.0,225.0,1,left,MISS J. Harden 25' 3PT,[201935],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,Harden,J. Harden,,,,,,,,,,,,,,,,,
52,PT07M26.00S,2023-02-11T00:17:38.1Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,7,18,2023-02-11T00:17:39Z,510000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,Sims,J. Sims,51.0,2.0,2.0,0.0,,,,,,,,,,,,,
53,PT07M17.00S,2023-02-11T00:17:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.9060446780552,52.69607843137255,1610612752,7,20,2023-02-11T00:17:55Z,520000,False,13.0,5.0,1,right,R. Barrett driving Layup (2 PTS),[1629628],1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,1.43,Made,2.0,Barrett,R. Barrett,,,,,,,,,,,,,,,,,
54,PT07M17.00S,2023-02-11T00:17:54.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,7,20,2023-02-11T00:17:54Z,530000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M17.00S,2023-02-11T00:20:08.9Z,1,REGULAR,substitution,out,[],1629001,,,1610612755,7,20,2023-02-11T00:20:20Z,540000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,
56,PT07M17.00S,2023-02-11T00:20:08.9Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,7,20,2023-02-11T00:20:20Z,550000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
57,PT06M55.00S,2023-02-11T00:21:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,6.915243101182654,64.2156862745098,1610612755,9,20,2023-02-11T00:21:06Z,560000,False,-71.0,13.0,1,left,J. Embiid 7' step back Jump Shot (7 PTS),[203954],1610612755.0,PHI,step back,,,,,,In The Paint (Non-RA),0-8 Center,7.22,Made,7.0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,
58,PT06M42.00S,2023-02-11T00:21:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,92.46057818659659,45.09803921568628,1610612752,9,20,2023-02-11T00:23:18Z,570000,False,-25.0,18.0,1,right,MISS J. Brunson driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,,,,Restricted Area,0-8 Center,3.06,Missed,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,
59,PT06M39.00S,2023-02-11T00:21:19.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,9,20,2023-02-11T00:21:21Z,580000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Harris,T. Harris,58.0,2.0,2.0,0.0,,,,,,,,,,,,,
60,PT06M35.00S,2023-02-11T00:21:22.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203954,5.995400788436268,48.28431372549019,1610612755,11,20,2023-02-11T00:21:28Z,590000,False,9.0,4.0,1,left,J. Embiid running DUNK (9 PTS) (J. Harden 2 AST),"[203954, 201935]",1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,0.94,Made,9.0,Embiid,J. Embiid,,,,,J. Harden,201935.0,2.0,,,,,,,,,,
62,PT06M21.00S,2023-02-11T00:21:39.2Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,11,20,2023-02-11T00:21:45Z,610000,False,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (1 TO),[1629628],1610612752.0,NYK,bad pass,,,,,,In The Paint (Non-RA),8-16 Center,,,,Barrett,R. Barrett,,,,,,,,1626302.0,,,,,1.0,,,,
63,PT06M07.00S,2023-02-11T00:21:59.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202699,19.267411300919843,6.862745098039216,1610612755,11,20,2023-02-11T00:22:04Z,620000,False,216.0,129.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,
64,PT06M03.00S,2023-02-11T00:22:03.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,11,20,2023-02-11T00:22:04Z,630000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,Barrett,R. Barrett,63.0,1.0,1.0,0.0,,,,,,,,,,,,,
65,PT05M52.00S,2023-02-11T00:22:14.1Z,1,REGULAR,2pt,Jump Shot,[],203944,91.67214191852825,15.931372549019606,1610612752,11,20,2023-02-11T00:22:20Z,640000,False,-170.0,26.0,1,right,MISS J. Randle 17' step back Shot,[203944],1610612752.0,NYK,step back,,,,,,Mid-Range,16-24 Left,17.22,Missed,,Randle,J. Randle,,,,,,,,,,,,,,,,,
66,PT05M49.00S,2023-02-11T00:22:17.1Z,1,REGULAR,rebound,offensive,[],1628973,,,1610612752,11,20,2023-02-11T00:22:20Z,650000,False,,,0,,J. Brunson REBOUND (Off:1 Def:0),[1628973],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Left,,,,Brunson,J. Brunson,65.0,1.0,0.0,1.0,,,,,,,,,,,,,
67,PT05M39.00S,2023-02-11T00:22:27.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,70.25295663600527,73.52941176470588,1610612752,11,20,2023-02-11T00:22:31Z,660000,False,118.0,227.0,1,right,MISS Q. Grimes 25' 3PT,[1629656],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,
68,PT05M36.00S,2023-02-11T00:22:30.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,11,20,2023-02-11T00:22:31Z,670000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Harris,T. Harris,67.0,3.0,3.0,0.0,,,,,,,,,,,,,
69,PT05M32.00S,2023-02-11T00:22:34.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201935,30.436925098554536,26.47058823529412,1610612755,14,20,2023-02-11T00:22:39Z,680000,False,118.0,234.0,1,left,J. Harden 26' 3PT running (5 PTS) (T. Harris 2 AST),"[201935, 202699]",1610612755.0,PHI,running,,,,,,Above the Break 3,24+ Right Center,26.15,Made,5.0,Harden,J. Harden,,,,,T. Harris,202699.0,2.0,,,,,,,,,,
71,PT05M07.00S,2023-02-11T00:23:02.0Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612752,14,20,2023-02-11T00:23:10Z,700000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Barrett 2 FT),"[203954, 1629628]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Embiid,J. Embiid,,,,,,,,1627961.0,1.0,0.0,Barrett,1629628.0,,,,,
73,PT05M07.00S,2023-02-11T00:23:23.2Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,14,20,2023-02-11T00:23:23Z,720000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,,,,,,,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,
74,PT05M07.00S,2023-02-11T00:23:23.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,14,20,2023-02-11T00:23:23Z,730000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,
75,PT05M07.00S,2023-02-11T00:23:39.7Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,14,21,2023-02-11T00:23:39Z,740000,False,,,0,,R. Barrett Free Throw 2 of 2 (3 PTS),[1629628],1610612752.0,NYK,,,,,,,,,,Made,3.0,Barrett,R. Barrett,,,,,,,,,,,,,,,,,
76,PT04M42.00S,2023-02-11T00:24:07.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612755,14,21,2023-02-11T00:24:14Z,750000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1626302.0,,,,,,,,,
78,PT04M42.00S,2023-02-11T00:24:10.7Z,1,REGULAR,substitution,out,[],1630579,,,1610612752,14,21,2023-02-11T00:24:20Z,770000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,
79,PT04M42.00S,2023-02-11T00:24:10.7Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,14,21,2023-02-11T00:24:20Z,780000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,
80,PT04M42.00S,2023-02-11T00:24:10.7Z,1,REGULAR,substitution,in,[],1628392,,,1610612752,14,21,2023-02-11T00:24:20Z,790000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,,,,,,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,
81,PT04M42.00S,2023-02-11T00:24:10.7Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,14,21,2023-02-11T00:24:30Z,800000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,
82,PT04M29.00S,2023-02-11T00:24:43.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,87.72996057818659,82.84313725490196,1610612752,14,23,2023-02-11T00:24:46Z,810000,False,164.0,63.0,1,right,J. Brunson 17' step back Jump Shot (15 PTS),[1628973],1610612752.0,NYK,step back,,,,,,Mid-Range,16-24 Right,17.58,Made,15.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,
83,PT04M19.00S,2023-02-11T00:24:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.1268068331143235,47.05882352941176,1610612755,16,23,2023-02-11T00:26:41Z,820000,False,15.0,5.0,1,left,T. Maxey driving finger roll Layup (2 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,1.56,Made,2.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
84,PT04M11.00S,2023-02-11T00:25:01.7Z,1,REGULAR,turnover,bad pass,[],1628392,,,1610612752,16,23,2023-02-11T00:28:23Z,830000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 1630178]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,1.0,Maxey,1630178.0,,
85,PT04M11.00S,2023-02-11T00:25:01.7Z,1,REGULAR,steal,,[],1630178,,,1610612755,16,23,2023-02-11T00:25:04Z,840000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
