actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
49,PT07M30.00S,2022-10-20T23:39:56.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,93.47897503285151,48.28431372549019,1610612749,11,18,2022-10-20T23:40:03Z,490000,-9.0,9.0,1,right,G. Antetokounmpo running finger roll Layup (5 PTS) (G. Allen 1 AST),"[203507, 1628960]",1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,5.0,G. Allen,1628960.0,1.0,,,,,,,,,,
51,PT07M13.00S,2022-10-20T23:40:11.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,6.8823915900131425,47.30392156862745,1610612755,11,18,2022-10-20T23:40:16Z,510000,13.0,12.0,1,left,MISS T. Harris driving DUNK - blocked,"[202699, 203507]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
52,PT07M13.00S,2022-10-20T23:40:11.7Z,1,REGULAR,block,,[],203507,,,1610612755,11,18,2022-10-20T23:40:13Z,520000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M10.00S,2022-10-20T23:40:14.7Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,11,18,2022-10-20T23:40:16Z,530000,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
54,PT07M05.00S,2022-10-20T23:40:20.5Z,1,REGULAR,3pt,Jump Shot,[],201572,73.63666228646518,88.23529411764706,1610612749,11,18,2022-10-20T23:40:25Z,540000,191.0,195.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.33,Missed,,,,,,,,,,,,,,,,,,
55,PT07M03.00S,2022-10-20T23:40:22.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,11,18,2022-10-20T23:40:25Z,550000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT06M58.00S,2022-10-20T23:40:27.6Z,1,REGULAR,3pt,Jump Shot,[],201935,29.878449408672807,70.09803921568627,1610612755,11,18,2022-10-20T23:40:33Z,560000,-100.0,228.0,1,left,MISS J. Harden 24' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
57,PT06M55.00S,2022-10-20T23:40:30.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,11,18,2022-10-20T23:40:33Z,570000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,56.0,3.0,3.0,0.0,,,,,,,,,,,,,,
58,PT06M52.00S,2022-10-20T23:40:37.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,11,18,2022-10-20T23:40:37Z,580000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M42.00S,2022-10-20T23:44:26.6Z,1,REGULAR,turnover,out-of-bounds,[],1628975,,,1610612749,11,18,2022-10-20T23:44:33Z,590000,,,0,,J. Carter lost ball out-of-bounds TURNOVER (1 TO),[1628975],1610612749.0,MIL,lost ball,,,Carter,J. Carter,,,,,Mid-Range,8-16 Center,,,,,,,,,,,202058.0,,,,,1.0,,,,
60,PT06M28.00S,2022-10-20T23:44:53.7Z,1,REGULAR,foul,personal,[],1628975,,,1610612755,11,18,2022-10-20T23:44:58Z,600000,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 1630178]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627962.0,1.0,0.0,Maxey,1630178.0,,,,,
62,PT06M28.00S,2022-10-20T23:44:57.5Z,1,REGULAR,substitution,out,[],203507,,,1610612755,11,18,2022-10-20T23:45:06Z,620000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M28.00S,2022-10-20T23:44:57.5Z,1,REGULAR,substitution,in,[],1626171,,,1610612755,11,18,2022-10-20T23:45:06Z,630000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M21.00S,2022-10-20T23:45:27.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,7.539421813403408,46.568627450980394,1610612755,11,18,2022-10-20T23:45:31Z,640000,17.0,18.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
65,PT06M19.00S,2022-10-20T23:45:29.3Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,11,18,2022-10-20T23:45:31Z,650000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
66,PT06M08.00S,2022-10-20T23:45:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,88.35413929040736,48.529411764705884,1610612749,11,18,2022-10-20T23:45:44Z,660000,-7.0,57.0,1,right,MISS G. Allen driving finger roll Layup,[1628960],1610612749.0,MIL,driving finger roll,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,,
67,PT06M05.00S,2022-10-20T23:45:43.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,11,18,2022-10-20T23:45:44Z,670000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT05M51.00S,2022-10-20T23:45:57.0Z,1,REGULAR,2pt,Jump Shot,[],201935,17.263469119579497,31.127450980392155,1610612755,11,18,2022-10-20T23:46:01Z,680000,94.0,110.0,1,left,MISS J. Harden 14' pullup Shot,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,14.48,Missed,,,,,,,,,,,,,,,,,,
69,PT05M49.00S,2022-10-20T23:45:59.0Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612749,11,18,2022-10-20T23:46:01Z,690000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Mid-Range,8-16 Right,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT05M36.00S,2022-10-20T23:46:12.0Z,1,REGULAR,turnover,lost ball,[],1628975,,,1610612749,11,18,2022-10-20T23:46:17Z,700000,,,0,,J. Carter lost ball TURNOVER (2 TO),"[1628975, 201935]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2.0,Harden,201935.0,,
71,PT05M36.00S,2022-10-20T23:46:12.0Z,1,REGULAR,steal,,[],201935,,,1610612755,11,18,2022-10-20T23:46:13Z,710000,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
72,PT05M33.00S,2022-10-20T23:46:15.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,7.802233902759525,49.01960784313726,1610612755,13,18,2022-10-20T23:46:22Z,720000,5.0,21.0,1,left,T. Maxey running DUNK (2 PTS) (J. Harden 4 AST),"[1630178, 201935]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,2.0,J. Harden,201935.0,4.0,,,,,,,,,,
74,PT05M15.00S,2022-10-20T23:46:33.2Z,1,REGULAR,2pt,Jump Shot,[],201950,74.95072273324573,38.725490196078425,1610612749,13,18,2022-10-20T23:46:40Z,740000,-56.0,183.0,1,right,MISS J. Holiday 19' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,19.15,Missed,,,,,,,,,,,,,,,,,,
75,PT05M12.00S,2022-10-20T23:46:36.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,13,18,2022-10-20T23:46:37Z,750000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,
76,PT05M06.00S,2022-10-20T23:46:44.0Z,1,REGULAR,turnover,out-of-bounds,[],202699,,,1610612755,13,18,2022-10-20T23:46:50Z,760000,,,0,,T. Harris lost ball out-of-bounds TURNOVER (1 TO),[202699],1610612755.0,PHI,lost ball,,,Harris,T. Harris,,,,,Mid-Range,8-16 Center,,,,,,,,,,,202058.0,,,,,1.0,,,,
77,PT05M06.00S,2022-10-20T23:46:49.4Z,1,REGULAR,substitution,out,[],200782,,,1610612749,13,18,2022-10-20T23:46:57Z,770000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M06.00S,2022-10-20T23:46:49.4Z,1,REGULAR,substitution,out,[],1628975,,,1610612749,13,18,2022-10-20T23:46:57Z,780000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M06.00S,2022-10-20T23:46:49.4Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,13,18,2022-10-20T23:46:57Z,790000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M06.00S,2022-10-20T23:46:49.4Z,1,REGULAR,substitution,in,[],1627777,,,1610612749,13,18,2022-10-20T23:46:57Z,800000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M06.00S,2022-10-20T23:46:49.4Z,1,REGULAR,substitution,in,[],201588,,,1610612749,13,18,2022-10-20T23:46:57Z,810000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M06.00S,2022-10-20T23:46:49.4Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,13,18,2022-10-20T23:46:57Z,820000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M45.00S,2022-10-20T23:47:25.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629670,71.00854139290408,15.441176470588232,1610612749,13,21,2022-10-20T23:47:29Z,830000,-173.0,220.0,1,right,J. Nwora 27' 3PT  (3 PTS) (J. Holiday 2 AST),"[1629670, 201950]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,27.97,Made,,,,,3.0,J. Holiday,201950.0,2.0,,,,,,,,,,
85,PT04M23.00S,2022-10-20T23:47:46.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.029566360052556,50.245098039215684,1610612755,13,21,2022-10-20T23:47:53Z,850000,-1.0,89.0,1,left,MISS J. Embiid 8' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,,,,,,,,,,,,,,,,,,
86,PT04M20.00S,2022-10-20T23:47:49.8Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,13,21,2022-10-20T23:47:53Z,860000,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,85.0,3.0,2.0,1.0,,,,,,,,,,,,,,
