actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
171,PT10M31.00S,2022-10-21T00:03:41.9Z,2,REGULAR,substitution,out,[],201586,,,1610612755,29,32,2022-10-21T00:03:45Z,1690000,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M31.00S,2022-10-21T00:03:41.9Z,2,REGULAR,substitution,in,[],203507,,,1610612755,29,32,2022-10-21T00:03:45Z,1700000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M31.00S,2022-10-21T00:03:41.9Z,2,REGULAR,substitution,in,[],1628975,,,1610612755,29,32,2022-10-21T00:03:45Z,1710000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M31.00S,2022-10-21T00:03:41.9Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,29,32,2022-10-21T00:04:10Z,1720000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M31.00S,2022-10-21T00:03:41.9Z,2,REGULAR,substitution,in,[],200782,,,1610612755,29,32,2022-10-21T00:04:10Z,1730000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M17.00S,2022-10-21T00:04:22.0Z,2,REGULAR,violation,kicked ball,[],201950,,,1610612755,29,32,2022-10-21T00:04:33Z,1740000,,,0,,J. Holiday kicked ball VIOLATION,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,1627962.0,,,,,,,,,
177,PT10M05.00S,2022-10-21T00:04:48.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201935,6.225361366622863,75.49019607843138,1610612755,31,32,2022-10-21T00:04:52Z,1750000,-127.0,6.0,1,left,J. Harden 12' turnaround fadeaway Jump Shot (5 PTS),[201935],1610612755.0,PHI,turnaround fadeaway,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,12.76,Made,,,,,5.0,,,,,,,,,,,,,
178,PT09M53.00S,2022-10-21T00:04:59.6Z,2,REGULAR,3pt,Jump Shot,[],1628975,91.90210249671485,3.1862745098039227,1610612749,31,35,2022-10-21T00:05:03Z,1760000,-234.0,24.0,1,right,J. Carter 3PT  (5 PTS) (J. Holiday 5 AST),"[1628975, 201950]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,5.0,J. Holiday,201950.0,5.0,,,,,,,,,,
180,PT09M32.00S,2022-10-21T00:05:21.3Z,2,REGULAR,3pt,Jump Shot,[],1627863,10.167542706964511,95.83333333333333,1610612755,31,35,2022-10-21T00:05:27Z,1780000,-229.0,43.0,1,left,MISS D. House Jr. pullup 3PT,[1627863],1610612755.0,PHI,pullup,,,House Jr.,D. House Jr.,,,,,Left Corner 3,24+ Left,23.32,Missed,,,,,,,,,,,,,,,,,,
181,PT09M30.00S,2022-10-21T00:05:23.3Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,31,35,2022-10-21T00:05:27Z,1790000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,180.0,5.0,5.0,0.0,,,,,,,,,,,,,,
182,PT09M17.00S,2022-10-21T00:05:37.1Z,2,REGULAR,3pt,Jump Shot,[],201950,86.38304862023654,0.49019607843136725,1610612749,31,35,2022-10-21T00:08:56Z,1800000,-248.0,75.0,1,right,MISS J. Holiday 25' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,25.88,Missed,,,,,,,,,,,,,,,,,,
183,PT09M16.00S,2022-10-21T00:05:38.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,31,35,2022-10-21T00:05:41Z,1810000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Left Corner 3,24+ Left,,,182.0,,,,,,,,,,,,,,,,,
185,PT09M02.00S,2022-10-21T00:06:08.8Z,2,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,31,35,2022-10-21T00:06:15Z,1830000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612755.0,PHI,bad pass,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,202058.0,,,,,1.0,,,,
186,PT08M42.00S,2022-10-21T00:06:42.2Z,2,REGULAR,foul,personal,[],200782,,,1610612749,31,35,2022-10-21T00:06:49Z,1840000,,,0,,P. Tucker personal FOUL (2 PF),"[200782, 203507]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202058.0,2.0,0.0,Antetokounmpo,203507.0,,,,,
188,PT08M35.00S,2022-10-21T00:07:09.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,73.37385019710908,82.59803921568627,1610612749,31,35,2022-10-21T00:07:12Z,1860000,163.0,198.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
189,PT08M32.00S,2022-10-21T00:07:12.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,31,35,2022-10-21T00:07:12Z,1870000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,188.0,2.0,2.0,0.0,,,,,,,,,,,,,,
190,PT08M17.00S,2022-10-21T00:07:26.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,14.898160315374511,49.01960784313726,1610612755,33,35,2022-10-21T00:07:30Z,1880000,5.0,88.0,1,left,D. Melton 8' driving floating Jump Shot (7 PTS) (D. House Jr. 2 AST),"[1629001, 1627863]",1610612755.0,PHI,driving floating,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,8.76,Made,,,,,7.0,D. House Jr.,1627863.0,2.0,,,,,,,,,,
192,PT07M59.00S,2022-10-21T00:07:47.0Z,2,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612749,33,35,2022-10-21T00:07:51Z,1900000,,,0,,P. Reed shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630194, 203507]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627964.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
194,PT07M59.00S,2022-10-21T00:08:27.3Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,33,35,2022-10-21T00:09:01Z,1920000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
195,PT07M59.00S,2022-10-21T00:08:27.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,33,35,2022-10-21T00:09:01Z,1930000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,
196,PT07M59.00S,2022-10-21T00:08:27.3Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,33,36,2022-10-21T00:09:01Z,1940000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
197,PT07M47.00S,2022-10-21T00:09:04.6Z,2,REGULAR,3pt,Jump Shot,[],1627863,7.408015768725363,1.9607843137254974,1610612755,33,36,2022-10-21T00:09:09Z,1950000,240.0,17.0,1,left,MISS D. House Jr. 24' 3PT,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Right Corner 3,24+ Right,24.08,Missed,,,,,,,,,,,,,,,,,,
198,PT07M43.00S,2022-10-21T00:09:08.2Z,2,REGULAR,rebound,offensive,[],200782,,,1610612755,33,36,2022-10-21T00:09:08Z,1960000,,,0,,P. Tucker REBOUND (Off:3 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,197.0,3.0,0.0,3.0,,,,,,,,,,,,,,
199,PT07M36.00S,2022-10-21T00:09:15.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,15.160972404730614,57.84313725490196,1610612755,33,36,2022-10-21T00:09:18Z,1970000,-39.0,90.0,1,left,MISS J. Harden 9' driving floating Shot,[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,9.82,Missed,,,,,,,,,,,,,,,,,,
200,PT07M34.00S,2022-10-21T00:09:17.2Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,33,36,2022-10-21T00:09:18Z,1980000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,
201,PT07M28.00S,2022-10-21T00:09:23.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.11366622864652,53.67647058823529,1610612749,33,38,2022-10-21T00:09:35Z,1990000,18.0,31.0,1,right,G. Antetokounmpo running finger roll Layup (13 PTS) (G. Allen 2 AST),"[203507, 1628960]",1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.6,Made,,,,,13.0,G. Allen,1628960.0,2.0,,,,,,,,,,
203,PT07M05.00S,2022-10-21T00:09:47.2Z,2,REGULAR,turnover,out-of-bounds,[],1627863,,,1610612755,33,38,2022-10-21T00:09:58Z,2010000,,,0,,D. House Jr. bad pass out-of-bounds TURNOVER (1 TO),[1627863],1610612755.0,PHI,bad pass,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627964.0,,,,,1.0,,,,
204,PT07M05.00S,2022-10-21T00:09:52.4Z,2,REGULAR,substitution,out,[],1627863,,,1610612749,33,38,2022-10-21T00:10:10Z,2020000,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M05.00S,2022-10-21T00:09:52.4Z,2,REGULAR,substitution,out,[],1630194,,,1610612749,33,38,2022-10-21T00:10:10Z,2030000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M05.00S,2022-10-21T00:09:52.4Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,33,38,2022-10-21T00:10:10Z,2040000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M05.00S,2022-10-21T00:09:52.4Z,2,REGULAR,substitution,in,[],203954,,,1610612749,33,38,2022-10-21T00:10:10Z,2050000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M05.00S,2022-10-21T00:09:52.4Z,2,REGULAR,substitution,in,[],202699,,,1610612749,33,38,2022-10-21T00:10:10Z,2060000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M05.00S,2022-10-21T00:09:52.4Z,2,REGULAR,substitution,in,[],201572,,,1610612749,33,38,2022-10-21T00:10:10Z,2070000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M44.00S,2022-10-21T00:10:31.4Z,2,REGULAR,turnover,bad pass,[],1628960,,,1610612749,33,38,2022-10-21T00:10:37Z,2080000,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 1629001]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Melton,1629001.0,,
211,PT06M44.00S,2022-10-21T00:10:31.4Z,2,REGULAR,steal,,[],1629001,,,1610612755,33,38,2022-10-21T00:10:34Z,2090000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT06M38.00S,2022-10-21T00:10:36.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629001,8.459264126149804,51.71568627450981,1610612755,33,38,2022-10-21T00:10:42Z,2100000,-9.0,27.0,1,left,MISS D. Melton running Layup,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,,
213,PT06M36.00S,2022-10-21T00:10:38.8Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,33,38,2022-10-21T00:10:42Z,2110000,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,212.0,3.0,3.0,0.0,,,,,,,,,,,,,,
214,PT06M25.00S,2022-10-21T00:10:49.9Z,2,REGULAR,3pt,Jump Shot,[],201950,93.2161629434954,3.67647058823529,1610612749,33,38,2022-10-21T00:10:53Z,2120000,-232.0,11.0,1,right,MISS J. Holiday 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
215,PT06M22.00S,2022-10-21T00:10:52.9Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,33,38,2022-10-21T00:10:53Z,2130000,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,214.0,6.0,5.0,1.0,,,,,,,,,,,,,,
216,PT06M19.00S,2022-10-21T00:10:57.8Z,2,REGULAR,foul,personal,[],201950,,,1610612755,33,38,2022-10-21T00:14:32Z,2140000,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 203954]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202058.0,1.0,0.0,Embiid,203954.0,,,,,
218,PT06M19.00S,2022-10-21T00:11:16.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,33,38,2022-10-21T00:11:16Z,2160000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M19.00S,2022-10-21T00:14:09.5Z,2,REGULAR,substitution,out,[],1629001,,,1610612755,33,38,2022-10-21T00:14:23Z,2170000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M19.00S,2022-10-21T00:14:09.5Z,2,REGULAR,substitution,out,[],200782,,,1610612755,33,38,2022-10-21T00:14:23Z,2180000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M19.00S,2022-10-21T00:14:09.5Z,2,REGULAR,substitution,out,[],1628975,,,1610612755,33,38,2022-10-21T00:14:23Z,2190000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M19.00S,2022-10-21T00:14:09.5Z,2,REGULAR,substitution,out,[],1628960,,,1610612755,33,38,2022-10-21T00:14:23Z,2200000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M19.00S,2022-10-21T00:14:09.5Z,2,REGULAR,substitution,out,[],203507,,,1610612755,33,38,2022-10-21T00:14:23Z,2210000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M19.00S,2022-10-21T00:14:09.5Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,33,38,2022-10-21T00:14:23Z,2220000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M19.00S,2022-10-21T00:14:09.5Z,2,REGULAR,substitution,in,[],1627777,,,1610612755,33,38,2022-10-21T00:14:23Z,2230000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M19.00S,2022-10-21T00:14:09.5Z,2,REGULAR,substitution,in,[],201588,,,1610612755,33,38,2022-10-21T00:14:23Z,2240000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M19.00S,2022-10-21T00:14:09.5Z,2,REGULAR,substitution,in,[],1626171,,,1610612755,33,38,2022-10-21T00:14:23Z,2250000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M19.00S,2022-10-21T00:14:09.5Z,2,REGULAR,substitution,in,[],1629670,,,1610612755,33,38,2022-10-21T00:14:23Z,2260000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M12.00S,2022-10-21T00:14:42.7Z,2,REGULAR,foul,offensive,[],1630178,,,1610612755,33,38,2022-10-21T00:14:49Z,2270000,,,0,,T. Maxey offensive FOUL (2 PF),"[1630178, 201588]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627964.0,2.0,0.0,Hill,201588.0,,,,,
231,PT06M12.00S,2022-10-21T00:14:42.7Z,2,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,33,38,2022-10-21T00:14:42Z,2290000,,,0,,T. Maxey offensive foul TURNOVER (1 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627964.0,,,,,1.0,,,,
232,PT05M53.00S,2022-10-21T00:15:10.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626171,85.98883048620237,28.92156862745098,1610612749,33,38,2022-10-21T00:15:14Z,2300000,-105.0,79.0,1,right,MISS B. Portis 13' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,13.18,Missed,,,,,,,,,,,,,,,,,,
233,PT05M50.00S,2022-10-21T00:15:13.0Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,33,38,2022-10-21T00:15:14Z,2310000,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,232.0,7.0,6.0,1.0,,,,,,,,,,,,,,
234,PT05M38.00S,2022-10-21T00:15:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,8.065045992115643,49.01960784313726,1610612755,35,38,2022-10-21T00:15:29Z,2320000,5.0,23.0,1,left,J. Harden driving Layup (7 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,7.0,,,,,,,,,,,,,
235,PT05M19.00S,2022-10-21T00:15:43.8Z,2,REGULAR,3pt,Jump Shot,[],201950,70.74572930354796,22.549019607843135,1610612749,35,38,2022-10-21T00:15:49Z,2330000,-137.0,222.0,1,right,MISS J. Holiday 26' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
236,PT05M15.00S,2022-10-21T00:15:47.8Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,35,38,2022-10-21T00:15:49Z,2340000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,235.0,4.0,3.0,1.0,,,,,,,,,,,,,,
237,PT05M07.00S,2022-10-21T00:15:56.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203954,8.853482260183966,51.470588235294116,1610612755,35,38,2022-10-21T00:16:00Z,2350000,-7.0,31.0,1,left,MISS J. Embiid turnaround Hook,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,,
238,PT05M04.00S,2022-10-21T00:15:58.5Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,35,38,2022-10-21T00:15:58Z,2360000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,237.0,2.0,2.0,0.0,,,,,,,,,,,,,,
239,PT04M56.00S,2022-10-21T00:16:06.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,84.4119579500657,49.01960784313726,1610612749,35,38,2022-10-21T00:16:14Z,2370000,-5.0,94.0,1,right,MISS J. Holiday 9' fadeaway Shot,[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,9.41,Missed,,,,,,,,,,,,,,,,,,
240,PT04M54.00S,2022-10-21T00:16:08.5Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,35,38,2022-10-21T00:16:14Z,2380000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,239.0,3.0,3.0,0.0,,,,,,,,,,,,,,
241,PT04M51.00S,2022-10-21T00:16:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,6.4881734559789805,49.50980392156863,1610612755,37,38,2022-10-21T00:16:19Z,2390000,2.0,8.0,1,left,T. Maxey running finger roll Layup (7 PTS) (J. Harden 5 AST),"[1630178, 201935]",1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,7.0,J. Harden,201935.0,5.0,,,,,,,,,,
243,PT04M31.00S,2022-10-21T00:16:33.5Z,2,REGULAR,foul,offensive,[],201588,,,1610612749,37,38,2022-10-21T00:16:41Z,2410000,,,0,,G. Hill charge offensive FOUL (1 PF),"[201588, 1627777]",1610612749.0,MIL,charge,,,Hill,G. Hill,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627964.0,1.0,0.0,Niang,1627777.0,,,,,
245,PT04M31.00S,2022-10-21T00:16:33.5Z,2,REGULAR,turnover,offensive foul,[],201588,,,1610612749,37,38,2022-10-21T00:16:33Z,2430000,,,0,,G. Hill offensive foul TURNOVER (2 TO),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627964.0,,,,,2.0,,,,
246,PT04M11.00S,2022-10-21T00:17:09.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,16.212220762155056,54.411764705882355,1610612755,37,38,2022-10-21T00:17:14Z,2440000,-22.0,100.0,1,left,MISS J. Embiid 10' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,10.23,Missed,,,,,,,,,,,,,,,,,,
247,PT04M08.00S,2022-10-21T00:17:12.6Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,37,38,2022-10-21T00:17:14Z,2450000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,246.0,1.0,1.0,0.0,,,,,,,,,,,,,,
248,PT04M03.00S,2022-10-21T00:17:17.8Z,2,REGULAR,3pt,Jump Shot,[],201572,69.95729303547964,81.61764705882354,1610612749,37,38,2022-10-21T00:17:23Z,2460000,158.0,230.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.9,Missed,,,,,,,,,,,,,,,,,,
249,PT04M00.00S,2022-10-21T00:17:20.8Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,37,38,2022-10-21T00:17:23Z,2470000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,248.0,1.0,1.0,0.0,,,,,,,,,,,,,,
250,PT03M52.00S,2022-10-21T00:17:29.2Z,2,REGULAR,3pt,Jump Shot,[],1627777,32.637976346911955,34.803921568627445,1610612755,37,38,2022-10-21T00:17:33Z,2480000,76.0,254.0,1,left,MISS G. Niang 26' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,,
251,PT03M48.00S,2022-10-21T00:17:33.2Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,37,38,2022-10-21T00:17:33Z,2490000,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Center,,,250.0,2.0,2.0,0.0,,,,,,,,,,,,,,
252,PT03M45.00S,2022-10-21T00:17:39.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,37,38,2022-10-21T00:17:39Z,2500000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M45.00S,2022-10-21T00:20:26.7Z,2,REGULAR,substitution,out,[],1627777,,,1610612749,37,38,2022-10-21T00:21:02Z,2510000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M45.00S,2022-10-21T00:20:26.7Z,2,REGULAR,substitution,out,[],201950,,,1610612749,37,38,2022-10-21T00:21:02Z,2520000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
