actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
336,PT00M03.10S,2023-01-03T01:06:43.8Z,2,REGULAR,substitution,out,[],1630178,,,1610612740,57,52,2023-01-03T01:06:51Z,3340000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M03.10S,2023-01-03T01:06:43.8Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,57,52,2023-01-03T01:06:51Z,3350000,False,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M03.10S,2023-01-03T01:06:43.8Z,2,REGULAR,substitution,in,[],1629680,,,1610612740,57,52,2023-01-03T01:06:51Z,3360000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M03.10S,2023-01-03T01:06:43.8Z,2,REGULAR,substitution,in,[],1629637,,,1610612740,57,52,2023-01-03T01:06:51Z,3370000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M00.30S,2023-01-03T01:07:15.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203468,70.94283837056506,48.62898284313726,1610612740,57,52,2023-01-03T01:09:20Z,3375000,False,-7.0,221.0,1,right,MISS C. McCollum 22' running Shot,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,22.07,Missed,,,,,,,,,,,,,,,,,,
342,PT00M00.10S,2023-01-03T01:07:15.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,57,52,2023-01-03T01:09:20Z,3377500,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,16-24 Center,,,,,,341.0,,,,,,,,,,,,,,
340,PT00M00.00S,2023-01-03T01:07:46.5Z,2,REGULAR,period,end,[],0,,,1610612740,57,52,2023-01-03T01:07:46Z,3380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2023-01-03T01:16:09.7Z,3,REGULAR,substitution,out,['startperiod'],1626149,,,1610612740,57,52,2023-01-03T01:22:37Z,3390000,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2023-01-03T01:16:09.7Z,3,REGULAR,substitution,out,['startperiod'],1627777,,,1610612740,57,52,2023-01-03T01:22:37Z,3400000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2023-01-03T01:16:09.7Z,3,REGULAR,substitution,out,['startperiod'],1629680,,,1610612740,57,52,2023-01-03T01:22:37Z,3410000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2023-01-03T01:16:09.7Z,3,REGULAR,substitution,out,['startperiod'],1629637,,,1610612740,57,52,2023-01-03T01:22:37Z,3420000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2023-01-03T01:16:09.7Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612740,57,52,2023-01-03T01:22:37Z,3430000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2023-01-03T01:16:09.7Z,3,REGULAR,substitution,in,['startperiod'],203954,,,1610612740,57,52,2023-01-03T01:22:37Z,3440000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2023-01-03T01:16:09.7Z,3,REGULAR,substitution,in,['startperiod'],201935,,,1610612740,57,52,2023-01-03T01:22:37Z,3450000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2023-01-03T01:16:09.7Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,57,52,2023-01-03T01:22:37Z,3460000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2023-01-03T01:22:47.8Z,3,REGULAR,period,start,[],0,,,1610612755,57,52,2023-01-03T01:22:47Z,3470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M46.00S,2023-01-03T01:23:01.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202699,92.0335085413929,51.96078431372549,1610612755,59,52,2023-01-03T01:23:08Z,3480000,False,10.0,22.0,1,right,T. Harris driving bank Hook (5 PTS),[202699],1610612755.0,PHI,driving bank,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.44,Made,5.0,,,,,,,,,,,,,,,,,
353,PT11M29.00S,2023-01-03T01:23:17.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,16.080814717476997,50.245098039215684,1610612740,59,54,2023-01-03T01:23:22Z,3490000,False,-1.0,99.0,1,left,Z. Williamson 9' pullup Jump Shot (18 PTS),[1629627],1610612740.0,NOP,pullup,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,9.87,Made,18.0,,,,,,,,,,,,,,,,,
354,PT11M10.00S,2023-01-03T01:23:36.9Z,3,REGULAR,2pt,Jump Shot,[],203954,74.68791064388962,51.96078431372549,1610612755,59,54,2023-01-03T01:23:41Z,3500000,False,10.0,185.0,1,right,MISS J. Embiid 18' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,18.57,Missed,,,,,,,,,,,,,,,,,,
355,PT11M08.00S,2023-01-03T01:23:38.9Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,59,54,2023-01-03T01:23:41Z,3510000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Center,,,,,,354.0,4.0,4.0,0.0,,,,,,,,,,,
356,PT11M02.00S,2023-01-03T01:23:44.4Z,3,REGULAR,3pt,Jump Shot,[],1630530,31.586727989487514,81.12745098039215,1610612740,59,54,2023-01-03T01:23:52Z,3520000,False,-156.0,244.0,1,left,MISS T. Murphy III 28' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,28.97,Missed,,,,,,,,,,,,,,,,,,
357,PT11M00.00S,2023-01-03T01:23:46.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,59,54,2023-01-03T01:23:52Z,3530000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,356.0,,,,,,,,,,,,,,
359,PT10M43.00S,2023-01-03T01:24:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,90.98226018396846,48.529411764705884,1610612755,59,54,2023-01-03T01:24:15Z,3550000,False,-7.0,32.0,1,right,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,
360,PT10M42.00S,2023-01-03T01:24:10.5Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,59,54,2023-01-03T01:24:15Z,3560000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,359.0,3.0,3.0,0.0,,,,,,,,,,,
361,PT10M33.00S,2023-01-03T01:24:19.5Z,3,REGULAR,3pt,Jump Shot,[],1630530,34.74047306176085,50.49019607843137,1610612740,59,54,2023-01-03T01:24:24Z,3570000,False,-2.0,274.0,1,left,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,27.41,Missed,,,,,,,,,,,,,,,,,,
362,PT10M31.00S,2023-01-03T01:24:21.5Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,59,54,2023-01-03T01:24:24Z,3580000,False,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,361.0,5.0,5.0,0.0,,,,,,,,,,,
363,PT10M16.00S,2023-01-03T01:24:37.7Z,3,REGULAR,3pt,Jump Shot,[],200782,85.72601839684626,4.166666666666657,1610612755,62,54,2023-01-03T01:24:44Z,3590000,False,-229.0,82.0,1,right,P. Tucker 24' 3PT  (3 PTS) (J. Harden 3 AST),"[200782, 201935]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,24.33,Made,3.0,,,,,,,,J. Harden,201935.0,3.0,,,,,,,
365,PT09M55.00S,2023-01-03T01:24:57.9Z,3,REGULAR,3pt,Jump Shot,[],1630530,34.60906701708278,38.970588235294116,1610612740,62,54,2023-01-03T01:25:05Z,3610000,False,55.0,273.0,1,left,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,27.83,Missed,,,,,,,,,,,,,,,,,,
366,PT09M54.00S,2023-01-03T01:24:58.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,62,54,2023-01-03T01:25:05Z,3620000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,365.0,,,,,,,,,,,,,,
367,PT09M54.00S,2023-01-03T01:25:03.5Z,3,REGULAR,foul,personal,[],202685,,,1610612755,62,54,2023-01-03T01:25:12Z,3630000,False,,,0,,J. Valanciunas loose ball personal FOUL (3 PF),"[202685, 200782]",1610612740.0,NOP,loose ball,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627519.0,3.0,0.0,Tucker,200782.0,,
369,PT09M39.00S,2023-01-03T01:25:28.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.34756898817345,47.549019607843135,1610612755,64,54,2023-01-03T01:25:33Z,3650000,False,-12.0,10.0,1,right,J. Embiid driving Layup (20 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.59,Made,20.0,,,,,,,,,,,,,,,,,
370,PT09M15.00S,2023-01-03T01:25:50.9Z,3,REGULAR,3pt,Jump Shot,[],1630529,17.132063074901453,96.32352941176471,1610612740,64,54,2023-01-03T01:25:55Z,3660000,False,-232.0,109.0,1,left,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
371,PT09M12.00S,2023-01-03T01:25:53.9Z,3,REGULAR,rebound,defensive,[],200782,,,1610612755,64,54,2023-01-03T01:25:55Z,3670000,False,,,0,,P. Tucker REBOUND (Off:0 Def:3),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,370.0,3.0,3.0,0.0,,,,,,,,,,,
372,PT08M54.00S,2023-01-03T01:26:12.3Z,3,REGULAR,3pt,Jump Shot,[],203954,75.21353482260184,13.480392156862735,1610612755,64,54,2023-01-03T01:26:21Z,3680000,False,-183.0,180.0,1,right,MISS J. Embiid 25' step back 3PT,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
373,PT08M49.00S,2023-01-03T01:26:17.3Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,64,54,2023-01-03T01:26:21Z,3690000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,372.0,4.0,4.0,0.0,,,,,,,,,,,
374,PT08M40.00S,2023-01-03T01:26:27.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,17.132063074901453,54.90196078431372,1610612740,64,56,2023-01-03T01:26:32Z,3700000,False,-25.0,109.0,1,left,Z. Williamson 11' driving floating Jump Shot (20 PTS),[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,11.12,Made,20.0,,,,,,,,,,,,,,,,,
375,PT08M18.00S,2023-01-03T01:26:48.0Z,3,REGULAR,2pt,Jump Shot,[],203954,74.68791064388962,49.50980392156863,1610612755,66,56,2023-01-03T01:26:54Z,3710000,False,-2.0,185.0,1,right,J. Embiid 18' Jump Shot (22 PTS) (J. Harden 4 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,18.54,Made,22.0,,,,,,,,J. Harden,201935.0,4.0,,,,,,,
377,PT08M03.00S,2023-01-03T01:27:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,6.4881734559789805,52.450980392156865,1610612740,66,58,2023-01-03T01:27:51Z,3730000,False,-12.0,8.0,1,left,H. Jones reverse Layup (6 PTS) (Z. Williamson 3 AST),"[1630529, 1629627]",1610612740.0,NOP,reverse,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.5,Made,6.0,,,,,,,,Z. Williamson,1629627.0,3.0,,,,,,,
379,PT07M48.00S,2023-01-03T01:27:18.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,94.00459921156373,52.450980392156865,1610612755,68,58,2023-01-03T01:27:23Z,3750000,False,12.0,4.0,1,right,J. Embiid driving Layup (24 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.29,Made,24.0,,,,,,,,,,,,,,,,,
380,PT07M40.00S,2023-01-03T01:27:26.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,13.978318002628114,62.5,1610612740,68,60,2023-01-03T01:27:33Z,3760000,False,-62.0,79.0,1,left,C. McCollum 10' driving floating bank Jump Shot (14 PTS),[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Left,10.07,Made,14.0,,,,,,,,,,,,,,,,,
381,PT07M28.00S,2023-01-03T01:27:38.5Z,3,REGULAR,3pt,Jump Shot,[],201935,73.89947437582128,86.51960784313725,1610612755,68,60,2023-01-03T01:27:44Z,3770000,False,183.0,193.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
382,PT07M25.00S,2023-01-03T01:27:41.5Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,68,60,2023-01-03T01:27:44Z,3780000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,381.0,2.0,2.0,0.0,,,,,,,,,,,
383,PT07M16.00S,2023-01-03T01:27:50.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.619579500657039,45.833333333333336,1610612740,68,62,2023-01-03T01:27:56Z,3790000,False,21.0,10.0,1,left,Z. Williamson driving reverse Layup (22 PTS),[1629627],1610612740.0,NOP,driving reverse,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.3,Made,22.0,,,,,,,,,,,,,,,,,
384,PT06M51.00S,2023-01-03T01:28:15.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,90.98226018396846,58.82352941176471,1610612755,68,62,2023-01-03T01:28:19Z,3800000,False,44.0,32.0,1,right,MISS J. Embiid driving floating bank Shot,[203954],1610612755.0,PHI,driving floating bank,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
385,PT06M49.00S,2023-01-03T01:28:17.4Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,68,62,2023-01-03T01:28:19Z,3810000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,384.0,6.0,5.0,1.0,,,,,,,,,,,
386,PT06M45.00S,2023-01-03T01:28:22.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629627,7.802233902759525,49.26470588235294,1610612740,68,64,2023-01-03T01:28:37Z,3820000,False,4.0,21.0,1,left,Z. Williamson running finger roll Layup (24 PTS) (C. McCollum 4 AST),"[1629627, 203468]",1610612740.0,NOP,running finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.11,Made,24.0,,,,,,,,C. McCollum,203468.0,4.0,,,,,,,
388,PT06M45.00S,2023-01-03T01:28:26.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,68,64,2023-01-03T01:28:26Z,3840000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M24.00S,2023-01-03T01:31:40.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203954,81.91524310118265,46.32352941176471,1610612755,68,64,2023-01-03T01:31:46Z,3850000,False,-18.0,117.0,1,right,MISS J. Embiid 11' driving Hook,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.89,Missed,,,,,,,,,,,,,,,,,,
390,PT06M22.00S,2023-01-03T01:31:42.8Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,68,64,2023-01-03T01:31:46Z,3860000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:5),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,389.0,5.0,5.0,0.0,,,,,,,,,,,
391,PT06M05.00S,2023-01-03T01:32:03.2Z,3,REGULAR,foul,personal,[],200782,,,1610612740,68,64,2023-01-03T01:32:08Z,3870000,False,,,0,,P. Tucker personal FOUL (4 PF),"[200782, 1629627]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1627519.0,4.0,0.0,Williamson,1629627.0,,
393,PT05M52.00S,2023-01-03T01:32:36.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,19.103153745072277,49.754901960784316,1610612740,68,66,2023-01-03T01:32:42Z,3890000,False,1.0,127.0,1,left,Z. Williamson 12' turnaround Jump Shot (26 PTS),[1629627],1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,12.71,Made,26.0,,,,,,,,,,,,,,,,,
394,PT05M35.00S,2023-01-03T01:32:53.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,94.66162943495401,49.01960784313726,1610612755,70,66,2023-01-03T01:33:00Z,3900000,False,-5.0,-2.0,1,right,J. Embiid cutting DUNK (26 PTS) (J. Harden 5 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.54,Made,26.0,,,,,,,,J. Harden,201935.0,5.0,,,,,,,
396,PT05M12.00S,2023-01-03T01:33:16.4Z,3,REGULAR,2pt,Jump Shot,[],203468,12.66425755584757,33.08823529411765,1610612740,70,68,2023-01-03T01:33:20Z,3920000,False,85.0,67.0,1,left,C. McCollum 10' driving floating bank Jump Shot (16 PTS) (Z. Williamson 4 AST),"[203468, 1629627]",1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,10.76,Made,16.0,,,,,,,,Z. Williamson,1629627.0,4.0,,,,,,,
398,PT04M55.00S,2023-01-03T01:33:33.6Z,3,REGULAR,2pt,Jump Shot,[],203954,78.49868593955321,38.970588235294116,1610612755,70,68,2023-01-03T01:33:38Z,3940000,False,-55.0,150.0,1,right,MISS J. Embiid 15' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,15.94,Missed,,,,,,,,,,,,,,,,,,
399,PT04M53.00S,2023-01-03T01:33:35.6Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,70,68,2023-01-03T01:33:38Z,3950000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Center,,,,,,398.0,7.0,6.0,1.0,,,,,,,,,,,
400,PT04M41.00S,2023-01-03T01:33:49.5Z,3,REGULAR,foul,offensive,[],1629627,,,1610612740,70,68,2023-01-03T01:33:55Z,3960000,False,,,0,,Z. Williamson charge offensive FOUL (1 PF),"[1629627, 203954]",1610612740.0,NOP,charge,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2882.0,1.0,0.0,Embiid,203954.0,,
402,PT04M41.00S,2023-01-03T01:33:49.5Z,3,REGULAR,turnover,offensive foul,[],1629627,,,1610612740,70,68,2023-01-03T01:33:49Z,3980000,False,,,0,,Z. Williamson offensive foul TURNOVER (5 TO),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,5.0,,,,2882.0,,,,,,
403,PT04M41.00S,2023-01-03T01:33:57.1Z,3,REGULAR,substitution,out,[],1630529,,,1610612755,70,68,2023-01-03T01:34:22Z,3990000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M41.00S,2023-01-03T01:33:57.1Z,3,REGULAR,substitution,out,[],202685,,,1610612755,70,68,2023-01-03T01:34:22Z,4000000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M41.00S,2023-01-03T01:33:57.1Z,3,REGULAR,substitution,in,[],1626195,,,1610612755,70,68,2023-01-03T01:34:22Z,4010000,False,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M41.00S,2023-01-03T01:33:57.1Z,3,REGULAR,substitution,in,[],1630230,,,1610612755,70,68,2023-01-03T01:34:22Z,4020000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M21.00S,2023-01-03T01:34:33.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,75.73915900131406,83.33333333333334,1610612755,70,68,2023-01-03T01:35:08Z,4030000,False,167.0,176.0,1,right,MISS D. Melton 24' pullup 3PT,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,24.21,Missed,,,,,,,,,,,,,,,,,,
408,PT04M18.00S,2023-01-03T01:34:36.2Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,70,68,2023-01-03T01:34:37Z,4040000,False,,,0,,W. Hernangomez REBOUND (Off:3 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Above the Break 3,24+ Right Center,,,,,,407.0,6.0,3.0,3.0,,,,,,,,,,,
409,PT04M08.00S,2023-01-03T01:34:46.7Z,3,REGULAR,3pt,Jump Shot,[],203468,31.980946123521676,69.36274509803921,1610612740,70,68,2023-01-03T01:36:05Z,4050000,False,-97.0,248.0,1,left,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.63,Missed,,,,,,,,,,,,,,,,,,
410,PT04M04.00S,2023-01-03T01:34:50.7Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,70,68,2023-01-03T01:34:52Z,4060000,False,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,409.0,8.0,7.0,1.0,,,,,,,,,,,
411,PT03M57.00S,2023-01-03T01:34:57.1Z,3,REGULAR,3pt,Jump Shot,[],201935,67.9862023653088,62.254901960784316,1610612755,70,68,2023-01-03T01:35:01Z,4070000,False,61.0,248.0,1,right,MISS J. Harden 25' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
412,PT03M54.00S,2023-01-03T01:35:00.1Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,70,68,2023-01-03T01:35:01Z,4080000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:5),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,411.0,5.0,5.0,0.0,,,,,,,,,,,
413,PT03M50.00S,2023-01-03T01:35:03.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630530,6.619579500657039,48.774509803921575,1610612740,70,70,2023-01-03T01:35:09Z,4090000,False,6.0,10.0,1,left,T. Murphy III running DUNK (5 PTS) (Z. Williamson 5 AST),"[1630530, 1629627]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.15,Made,5.0,,,,,,,,Z. Williamson,1629627.0,5.0,,,,,,,
415,PT03M39.00S,2023-01-03T01:35:17.4Z,3,REGULAR,2pt,Jump Shot,[],203954,93.87319316688567,32.35294117647058,1610612755,72,70,2023-01-03T01:35:24Z,4110000,False,-88.0,5.0,1,right,J. Embiid 8' pullup Jump Shot (28 PTS) (D. Melton 2 AST),"[203954, 1629001]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,8.83,Made,28.0,,,,,,,,D. Melton,1629001.0,2.0,,,,,,,
