actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
173,PT10M36.00S,2023-04-05T00:34:33.0Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627763,85.3646517739816,43.627450980392155,1610612738,28,26,2023-04-05T00:36:20Z,1690000,False,-32.0,85.0,1,right,M. Brogdon 9' driving floating Jump Shot (9 PTS),[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,9.0,9.09,,,,,,,,,,,
174,PT10M18.00S,2023-04-05T00:34:51.4Z,2,REGULAR,3pt,Jump Shot,[],201935,33.327858081471746,41.911764705882355,1610612755,28,26,2023-04-05T00:34:56Z,1700000,False,40.0,261.0,1,left,MISS J. Harden 26' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,26.39,,,,,,,,,,,
175,PT10M16.00S,2023-04-05T00:34:53.4Z,2,REGULAR,rebound,defensive,[],203488,,,1610612738,28,26,2023-04-05T00:34:56Z,1710000,False,,,0,,M. Muscala REBOUND (Off:0 Def:3),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Center,,,,,,,,,,174.0,3.0,3.0,0.0,,,,,,,
176,PT10M06.00S,2023-04-05T00:35:04.1Z,2,REGULAR,3pt,Jump Shot,[],203935,71.17279894875165,77.20588235294117,1610612738,28,29,2023-04-05T00:35:10Z,1720000,False,136.0,218.0,1,right,M. Smart 25' 3PT  (3 PTS) (M. Brogdon 1 AST),"[203935, 1627763]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,Made,3.0,25.74,,,,,M. Brogdon,1627763.0,1.0,,,,
178,PT09M44.00S,2023-04-05T00:35:24.9Z,2,REGULAR,3pt,Jump Shot,[],1627777,28.465834428383708,78.67647058823529,1610612755,28,29,2023-04-05T00:35:32Z,1740000,False,-143.0,215.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,25.85,,,,,,,,,,,
179,PT09M42.00S,2023-04-05T00:35:26.9Z,2,REGULAR,rebound,offensive,[],1630194,,,1610612755,28,29,2023-04-05T00:35:32Z,1750000,False,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,178.0,1.0,0.0,1.0,,,,,,,
180,PT09M40.00S,2023-04-05T00:35:29.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629667,13.354139290407357,39.950980392156865,1610612755,30,29,2023-04-05T00:35:35Z,1760000,False,50.0,73.0,1,left,J. McDaniels 8' Hook (5 PTS) (P. Reed 1 AST),"[1629667, 1630194]",1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,Made,5.0,8.86,,,,,P. Reed,1630194.0,1.0,,,,
182,PT09M23.00S,2023-04-05T00:35:45.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,81.42247043363994,37.745098039215684,1610612738,30,29,2023-04-05T00:36:07Z,1780000,False,-61.0,122.0,1,right,MISS M. Brogdon 13' pullup Shot - blocked,"[1627763, 1630194]",1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,13.66,,,,,,,,,,Reed,1630194.0
183,PT09M23.00S,2023-04-05T00:35:45.9Z,2,REGULAR,block,,[],1630194,,,1610612738,30,29,2023-04-05T00:35:49Z,1790000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
184,PT09M23.00S,2023-04-05T00:35:45.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,30,29,2023-04-05T00:35:53Z,1800000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,182.0,,,,,,,,,,
186,PT09M08.00S,2023-04-05T00:36:13.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,7.703679369250986,54.65686274509803,1610612755,30,29,2023-04-05T00:36:18Z,1820000,False,-23.0,20.0,1,left,MISS J. McDaniels driving Layup - blocked,"[1629667, 1628436]",1610612755.0,PHI,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,3.06,,,,,,,,,,Kornet,1628436.0
187,PT09M08.00S,2023-04-05T00:36:13.3Z,2,REGULAR,block,,[],1628436,,,1610612755,30,29,2023-04-05T00:36:15Z,1830000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
188,PT09M04.00S,2023-04-05T00:36:17.3Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,30,29,2023-04-05T00:36:18Z,1840000,False,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,186.0,2.0,1.0,1.0,,,,,,,
189,PT09M02.00S,2023-04-05T00:36:19.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628401,89.83245729303549,54.166666666666664,1610612738,30,31,2023-04-05T00:38:37Z,1850000,False,21.0,43.0,1,right,D. White running pullup Jump Shot (7 PTS) (M. Smart 1 AST),"[1628401, 203935]",1610612738.0,BOS,running pullup,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,7.0,4.79,,,,,M. Smart,203935.0,1.0,,,,
191,PT08M39.00S,2023-04-05T00:36:41.6Z,2,REGULAR,3pt,Jump Shot,[],1629001,34.37910643889619,44.36274509803921,1610612755,30,31,2023-04-05T00:39:10Z,1870000,False,28.0,271.0,1,left,MISS D. Melton 27' pullup 3PT,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,27.22,,,,,,,,,,,
192,PT08M35.00S,2023-04-05T00:36:45.6Z,2,REGULAR,rebound,offensive,[],1630194,,,1610612755,30,31,2023-04-05T00:36:50Z,1880000,False,,,0,,P. Reed REBOUND (Off:2 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,,,,,,,,191.0,2.0,0.0,2.0,,,,,,,
193,PT08M33.00S,2023-04-05T00:36:48.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,10.068988173455978,52.94117647058824,1610612755,30,31,2023-04-05T00:36:53Z,1890000,False,-15.0,42.0,1,left,MISS P. Reed driving Layup,[1630194],1610612755.0,PHI,driving,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,4.46,,,,,,,,,,,
194,PT08M30.00S,2023-04-05T00:36:50.0Z,2,REGULAR,rebound,offensive,[],1627777,,,1610612755,30,31,2023-04-05T00:36:50Z,1900000,False,,,0,,G. Niang REBOUND (Off:1 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,193.0,2.0,1.0,1.0,,,,,,,
195,PT08M25.00S,2023-04-05T00:36:54.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201935,29.911300919842315,24.754901960784316,1610612755,33,31,2023-04-05T00:36:58Z,1910000,False,126.0,229.0,1,left,J. Harden 26' 3PT pullup (8 PTS),[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,Made,8.0,26.12,,,,,,,,,,,
196,PT08M05.00S,2023-04-05T00:37:14.8Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612738,33,31,2023-04-05T00:37:22Z,1920000,False,,,0,,M. Smart lost ball TURNOVER (1 TO),"[203935, 1630194]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Center,,1.0,,,,,,,,,,,,,,,Reed,1630194.0,,
197,PT08M05.00S,2023-04-05T00:37:14.8Z,2,REGULAR,steal,,[],1630194,,,1610612755,33,31,2023-04-05T00:37:17Z,1930000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
198,PT08M00.00S,2023-04-05T00:37:20.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630194,10.5946123521682,50.98039215686274,1610612755,33,31,2023-04-05T00:40:46Z,1940000,False,-5.0,47.0,1,left,MISS P. Reed running reverse Layup,[1630194],1610612755.0,PHI,running reverse,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,4.74,,,,,,,,,,,
199,PT07M57.00S,2023-04-05T00:37:23.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,33,31,2023-04-05T00:40:46Z,1950000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,198.0,3.0,3.0,0.0,,,,,,,
200,PT07M54.00S,2023-04-05T00:37:27.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627763,95.6143232588699,50.0,1610612738,33,33,2023-04-05T00:41:25Z,1960000,False,0.0,-11.0,1,right,M. Brogdon cutting Layup (11 PTS) (D. White 2 AST),"[1627763, 1628401]",1610612738.0,BOS,cutting,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,Made,11.0,1.13,,,,,D. White,1628401.0,2.0,,,,
202,PT07M46.00S,2023-04-05T00:37:39.2Z,2,REGULAR,foul,personal,[],1628401,,,1610612755,33,33,2023-04-05T00:37:47Z,1980000,False,,,0,,D. White personal FOUL (1 PF),"[1628401, 201935]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,2715.0,,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,
204,PT07M46.00S,2023-04-05T00:37:48.6Z,2,REGULAR,substitution,out,[],1629001,,,1610612755,33,33,2023-04-05T00:37:54Z,2000000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M46.00S,2023-04-05T00:37:48.6Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,33,33,2023-04-05T00:37:54Z,2010000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M46.00S,2023-04-05T00:37:58.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,33,33,2023-04-05T00:37:58Z,2020000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M46.00S,2023-04-05T00:40:55.3Z,2,REGULAR,substitution,out,[],1629667,,,1610612755,33,33,2023-04-05T00:41:02Z,2030000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M46.00S,2023-04-05T00:40:55.3Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,33,33,2023-04-05T00:41:02Z,2040000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M46.00S,2023-04-05T00:40:55.3Z,2,REGULAR,substitution,in,[],202699,,,1610612755,33,33,2023-04-05T00:41:02Z,2050000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M46.00S,2023-04-05T00:40:55.3Z,2,REGULAR,substitution,in,[],1629001,,,1610612755,33,33,2023-04-05T00:41:02Z,2060000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M29.00S,2023-04-05T00:41:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,18.084756898817346,53.431372549019606,1610612755,33,33,2023-04-05T00:41:41Z,2070000,False,-17.0,117.0,1,left,MISS T. Maxey 11' turnaround Shot,[1630178],1610612755.0,PHI,turnaround,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,11.88,,,,,,,,,,,
212,PT07M26.00S,2023-04-05T00:41:34.4Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,33,33,2023-04-05T00:41:41Z,2080000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,211.0,1.0,1.0,0.0,,,,,,,
213,PT07M09.00S,2023-04-05T00:41:50.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,95.48291721419186,35.78431372549019,1610612738,33,33,2023-04-05T00:41:54Z,2090000,False,-71.0,-10.0,1,right,MISS M. Smart 7' fadeaway Shot,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,7.18,,,,,,,,,,,
214,PT07M06.00S,2023-04-05T00:41:53.9Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,33,33,2023-04-05T00:41:54Z,2100000,False,,,0,,P. Reed REBOUND (Off:2 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,213.0,3.0,1.0,2.0,,,,,,,
215,PT06M54.00S,2023-04-05T00:42:05.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,5.469776609724048,45.34313725490196,1610612755,35,33,2023-04-05T00:42:10Z,2110000,False,23.0,-1.0,1,left,T. Harris driving Layup (2 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,2.33,,,,,T. Maxey,1630178.0,1.0,,,,
217,PT06M42.00S,2023-04-05T00:42:21.0Z,2,REGULAR,foul,personal,['2freethrow'],202699,,,1610612738,35,33,2023-04-05T00:42:26Z,2130000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Brogdon 2 FT),"[202699, 1627763]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,1155.0,,1.0,0.0,Brogdon,1627763.0,,,,,,,,,,,,,,
219,PT06M42.00S,2023-04-05T00:42:45.5Z,2,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,35,34,2023-04-05T00:42:45Z,2150000,False,,,0,,M. Brogdon Free Throw 1 of 2 (12 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
221,PT06M42.00S,2023-04-05T00:42:49.0Z,2,REGULAR,substitution,out,[],1630194,,,1610612738,35,34,2023-04-05T00:43:08Z,2170000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M42.00S,2023-04-05T00:42:49.0Z,2,REGULAR,substitution,out,[],203935,,,1610612738,35,34,2023-04-05T00:43:08Z,2180000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M42.00S,2023-04-05T00:42:49.0Z,2,REGULAR,substitution,out,[],203488,,,1610612738,35,34,2023-04-05T00:43:08Z,2190000,False,,,0,,SUB out: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M42.00S,2023-04-05T00:42:49.0Z,2,REGULAR,substitution,in,[],203954,,,1610612738,35,34,2023-04-05T00:43:08Z,2200000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M42.00S,2023-04-05T00:42:49.0Z,2,REGULAR,substitution,in,[],200782,,,1610612738,35,34,2023-04-05T00:43:08Z,2210000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M42.00S,2023-04-05T00:42:49.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,35,34,2023-04-05T00:43:08Z,2220000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M42.00S,2023-04-05T00:42:49.0Z,2,REGULAR,substitution,in,[],201143,,,1610612738,35,34,2023-04-05T00:43:08Z,2230000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M42.00S,2023-04-05T00:42:49.0Z,2,REGULAR,substitution,out,[],1629001,,,1610612738,35,34,2023-04-05T00:43:16Z,2240000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M42.00S,2023-04-05T00:43:32.4Z,2,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,35,35,2023-04-05T00:43:32Z,2250000,False,,,0,,M. Brogdon Free Throw 2 of 2 (13 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,
230,PT06M26.00S,2023-04-05T00:43:50.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.821944809461236,47.05882352941176,1610612755,35,35,2023-04-05T00:43:53Z,2260000,False,15.0,115.0,1,left,MISS J. Embiid 11' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,11.59,,,,,,,,,,,
231,PT06M24.00S,2023-04-05T00:43:52.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,35,2023-04-05T00:43:52Z,2270000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,230.0,1.0,1.0,0.0,,,,,,,
232,PT06M06.00S,2023-04-05T00:44:09.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,85.62746386333771,42.64705882352941,1610612738,35,35,2023-04-05T00:44:15Z,2280000,False,-37.0,83.0,1,right,MISS D. White 9' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,9.04,,,,,,,,,,,
233,PT06M04.00S,2023-04-05T00:44:11.2Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,35,35,2023-04-05T00:44:15Z,2290000,False,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,232.0,4.0,3.0,1.0,,,,,,,
234,PT06M02.00S,2023-04-05T00:44:13.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,87.72996057818659,51.225490196078425,1610612738,35,35,2023-04-05T00:44:48Z,2300000,False,6.0,63.0,1,right,MISS D. White 6' putback Layup,[1628401],1610612738.0,BOS,putback,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,6.31,,,,,,,,,,,
235,PT06M02.00S,2023-04-05T00:44:13.9Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,35,35,2023-04-05T00:44:18Z,2310000,False,,,0,,J. Embiid REBOUND (Off:2 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,234.0,8.0,6.0,2.0,,,,,,,
236,PT05M50.00S,2023-04-05T00:44:26.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201935,8.623521681997373,48.529411764705884,1610612755,37,35,2023-04-05T00:44:36Z,2320000,False,7.0,29.0,1,left,J. Harden driving Hook (10 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,Made,10.0,2.95,,,,,,,,,,,
237,PT05M33.00S,2023-04-05T00:44:42.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,70.77858081471747,15.441176470588236,1610612738,37,35,2023-04-05T00:44:46Z,2330000,False,-173.0,222.0,1,right,MISS D. White 28' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,28.15,,,,,,,,,,,
238,PT05M31.00S,2023-04-05T00:44:44.6Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,37,35,2023-04-05T00:44:46Z,2340000,False,,,0,,J. Embiid REBOUND (Off:2 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,237.0,9.0,7.0,2.0,,,,,,,
239,PT05M13.00S,2023-04-05T00:45:02.8Z,2,REGULAR,3pt,Jump Shot,[],202699,21.632720105124836,94.11764705882352,1610612755,40,35,2023-04-05T00:45:06Z,2350000,False,-221.0,151.0,1,left,T. Harris 26' 3PT  (5 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,5.0,26.72,,,,,J. Embiid,203954.0,2.0,,,,
241,PT04M58.00S,2023-04-05T00:45:18.0Z,2,REGULAR,2pt,Jump Shot,[],1628369,84.1819973718791,30.14705882352941,1610612738,40,37,2023-04-05T00:46:12Z,2370000,False,-99.0,96.0,1,right,J. Tatum 13' step back Jump Shot (10 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,Made,10.0,13.83,,,,,A. Horford,201143.0,2.0,,,,
243,PT04M34.00S,2023-04-05T00:45:42.5Z,2,REGULAR,3pt,Jump Shot,[],203954,35.69316688567674,46.568627450980394,1610612755,40,37,2023-04-05T00:45:45Z,2390000,False,17.0,283.0,1,left,MISS J. Embiid 28' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,28.35,,,,,,,,,,,
244,PT04M32.00S,2023-04-05T00:45:44.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,40,37,2023-04-05T00:45:45Z,2400000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,243.0,2.0,2.0,0.0,,,,,,,
245,PT04M22.00S,2023-04-05T00:45:53.3Z,2,REGULAR,2pt,Jump Shot,[],1628369,90.09526938239159,71.32352941176471,1610612738,40,37,2023-04-05T00:46:01Z,2410000,False,107.0,41.0,1,right,MISS J. Tatum 11' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,Missed,,11.41,,,,,,,,,,,
246,PT04M21.00S,2023-04-05T00:45:54.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,40,37,2023-04-05T00:46:01Z,2420000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,245.0,,,,,,,,,,
248,PT04M09.00S,2023-04-05T00:46:13.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,7.046649145860711,60.5392156862745,1610612755,40,37,2023-04-05T00:46:20Z,2440000,False,-53.0,14.0,1,left,MISS J. Embiid fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,5.45,,,,,,,,,,,
249,PT04M08.00S,2023-04-05T00:46:15.3Z,2,REGULAR,rebound,offensive,[],200782,,,1610612755,40,37,2023-04-05T00:46:15Z,2450000,False,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,248.0,1.0,0.0,1.0,,,,,,,
250,PT03M56.00S,2023-04-05T00:46:26.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201935,23.603810775295663,40.931372549019606,1610612755,40,37,2023-04-05T00:46:30Z,2460000,False,45.0,169.0,1,left,MISS J. Harden 17' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,,,Missed,,17.54,,,,,,,,,,,
251,PT03M53.00S,2023-04-05T00:46:29.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,40,37,2023-04-05T00:46:30Z,2470000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,250.0,3.0,3.0,0.0,,,,,,,
252,PT03M50.00S,2023-04-05T00:46:33.0Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628401,92.06636005256242,37.745098039215684,1610612738,40,37,2023-04-05T00:48:34Z,2480000,False,-61.0,22.0,1,right,MISS D. White 6' running pullup Shot,[1628401],1610612738.0,BOS,running pullup,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,6.52,,,,,,,,,,,
253,PT03M50.00S,2023-04-05T00:46:33.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,40,37,2023-04-05T00:46:43Z,2490000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,252.0,,,,,,,,,,
255,PT03M50.00S,2023-04-05T00:46:41.0Z,2,REGULAR,substitution,out,[],1628436,,,1610612755,40,37,2023-04-05T00:46:43Z,2510000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
