actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M55.00S,2023-04-05T00:05:06.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.64323258869908,50.0,1610612738,2,2,2023-04-05T00:05:10Z,190000,False,0.0,7.0,1,right,J. Tatum driving finger roll Layup (2 PTS) (D. White 1 AST),"[1628369, 1628401]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,0.73,,,,,D. White,1628401.0,1.0,,,,
21,PT10M33.00S,2023-04-05T00:05:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,14.14257555847569,40.931372549019606,1610612755,4,2,2023-04-05T00:05:32Z,210000,False,45.0,80.0,1,left,J. Embiid 9' turnaround Jump Shot (4 PTS),[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,4.0,9.23,,,,,,,,,,,
22,PT10M18.00S,2023-04-05T00:05:43.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.46452036793693,75.73529411764706,1610612738,4,2,2023-04-05T00:05:46Z,220000,False,129.0,235.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,26.75,,,,,,,,,,,
23,PT10M15.00S,2023-04-05T00:05:46.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,4,2,2023-04-05T00:05:46Z,230000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,22.0,2.0,2.0,0.0,,,,,,,
24,PT10M06.00S,2023-04-05T00:05:54.6Z,1,REGULAR,3pt,Jump Shot,[],201935,24.392247043363994,12.254901960784313,1610612755,7,2,2023-04-05T00:05:59Z,240000,False,189.0,177.0,1,left,J. Harden 25' 3PT step back (3 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,Made,3.0,25.86,,,,,,,,,,,
25,PT09M44.00S,2023-04-05T00:06:16.7Z,1,REGULAR,3pt,Jump Shot,[],201143,67.09921156373193,33.088235294117645,1610612738,7,2,2023-04-05T00:06:20Z,250000,False,-85.0,257.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,27.04,,,,,,,,,,,
26,PT09M41.00S,2023-04-05T00:06:19.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,7,2,2023-04-05T00:06:20Z,260000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,25.0,3.0,3.0,0.0,,,,,,,
27,PT09M26.00S,2023-04-05T00:06:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.427726675427067,48.03921568627451,1610612755,9,2,2023-04-05T00:06:42Z,270000,False,10.0,111.0,1,left,J. Embiid 11' turnaround fadeaway Jump Shot (6 PTS) (J. Harden 1 AST),"[203954, 201935]",1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,6.0,11.17,,,,,J. Harden,201935.0,1.0,,,,
29,PT09M12.00S,2023-04-05T00:06:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,94.1688567674113,51.9607843137255,1610612738,9,2,2023-04-05T00:23:33Z,290000,False,10.0,2.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,1.01,,,,,,,,,,,
30,PT09M11.00S,2023-04-05T00:06:51.7Z,1,REGULAR,rebound,offensive,[],203935,,,1610612738,9,2,2023-04-05T00:23:33Z,300000,False,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,29.0,1.0,0.0,1.0,,,,,,,
105,PT09M10.00S,2023-04-05T00:06:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,93.74178712220763,59.31372549019608,1610612738,9,2,2023-04-05T00:22:37Z,305000,False,47.0,6.0,1,right,MISS M. Smart tip Layup,[203935],1610612738.0,BOS,tip,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,4.7,,,,,,,,,,,
106,PT09M10.00S,2023-04-05T00:06:53.1Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,9,2,2023-04-05T00:22:37Z,307500,False,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,105.0,1.0,0.0,1.0,,,,,,,
31,PT09M06.00S,2023-04-05T00:06:55.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,66.96780551905388,62.5,1610612738,9,2,2023-04-05T00:22:37Z,310000,False,62.0,258.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,26.55,,,,,,,,,,,
32,PT09M01.00S,2023-04-05T00:07:00.1Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,9,2,2023-04-05T00:07:00Z,320000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,31.0,2.0,1.0,1.0,,,,,,,
34,PT08M51.00S,2023-04-05T00:07:25.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,66.70499342969777,55.88235294117647,1610612738,9,2,2023-04-05T00:07:52Z,340000,False,29.0,260.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,26.22,,,,,,,,,,,
35,PT08M49.00S,2023-04-05T00:07:27.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,9,2,2023-04-05T00:07:52Z,350000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,34.0,,,,,,,,,,
36,PT08M49.00S,2023-04-05T00:07:50.2Z,1,REGULAR,foul,personal,[],1628369,,,1610612755,9,2,2023-04-05T00:07:58Z,360000,False,,,0,,J. Tatum loose ball personal FOUL (1 PF),"[1628369, 1630178]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,202037.0,,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,
38,PT08M31.00S,2023-04-05T00:08:33.3Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612755,9,2,2023-04-05T00:08:43Z,380000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Embiid 2 FT),"[203935, 203954]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1155.0,,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,
40,PT08M31.00S,2023-04-05T00:09:08.1Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,9,2,2023-04-05T00:09:08Z,400000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
41,PT08M31.00S,2023-04-05T00:09:08.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,9,2,2023-04-05T00:09:08Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,
42,PT08M31.00S,2023-04-05T00:09:27.1Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,10,2,2023-04-05T00:09:27Z,420000,False,,,0,,J. Embiid Free Throw 2 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
43,PT08M12.00S,2023-04-05T00:09:47.6Z,1,REGULAR,3pt,Jump Shot,[],1628401,73.14388961892247,86.76470588235294,1610612738,10,2,2023-04-05T00:10:05Z,430000,False,184.0,200.0,1,right,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,27.16,,,,,,,,,,,
44,PT08M08.00S,2023-04-05T00:09:51.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,10,2,2023-04-05T00:10:05Z,440000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,
45,PT08M05.00S,2023-04-05T00:09:55.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201935,24.917871222076215,12.009803921568627,1610612755,10,2,2023-04-05T00:10:58Z,450000,False,190.0,182.0,1,left,MISS J. Harden 26' running pullup 3PT,[201935],1610612755.0,PHI,running pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,26.29,,,,,,,,,,,
46,PT08M01.00S,2023-04-05T00:09:59.0Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,10,2,2023-04-05T00:23:59Z,460000,False,,,0,,J. Embiid REBOUND (Off:1 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,45.0,4.0,3.0,1.0,,,,,,,
115,PT08M00.00S,2023-04-05T00:09:59.2Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,10,2,2023-04-05T00:24:33Z,465000,False,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 1628369]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,,,,,Tatum,1628369.0,,
116,PT08M00.00S,2023-04-05T00:09:59.2Z,1,REGULAR,steal,,[],1628369,,,1610612738,10,2,2023-04-05T00:24:22Z,467500,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M58.00S,2023-04-05T00:10:03.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1628369,91.67214191852825,55.88235294117647,1610612738,10,2,2023-04-05T00:24:22Z,470000,False,29.0,26.0,1,right,MISS J. Tatum running Layup - blocked,"[1628369, 1630178]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,3.91,,,,,,,,,,Maxey,1630178.0
48,PT07M58.00S,2023-04-05T00:10:03.4Z,1,REGULAR,block,,[],1630178,,,1610612738,10,2,2023-04-05T00:10:06Z,480000,False,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M58.00S,2023-04-05T00:10:03.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,10,2,2023-04-05T00:10:11Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,47.0,,,,,,,,,,
51,PT07M52.00S,2023-04-05T00:10:23.4Z,1,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",1628401,66.04796320630749,43.13725490196079,1610612738,10,5,2023-04-05T00:24:22Z,510000,False,-34.0,267.0,1,right,D. White 26' 3PT  (3 PTS) (A. Horford 1 AST),"[1628401, 201143]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,Made,3.0,26.88,,,,,A. Horford,201143.0,1.0,,,,
53,PT07M30.00S,2023-04-05T00:10:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.995400788436268,52.20588235294118,1610612755,12,5,2023-04-05T00:10:50Z,530000,False,-11.0,4.0,1,left,J. Embiid driving Layup (9 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,Made,9.0,1.17,,,,,,,,,,,
54,PT07M11.00S,2023-04-05T00:11:03.9Z,1,REGULAR,2pt,Jump Shot,[],1628369,74.85216819973719,33.33333333333333,1610612738,12,5,2023-04-05T00:11:07Z,540000,False,-83.0,184.0,1,right,MISS J. Tatum 20' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,Missed,,20.19,,,,,,,,,,,
55,PT07M09.00S,2023-04-05T00:11:05.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,12,5,2023-04-05T00:11:07Z,550000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,
56,PT06M49.00S,2023-04-05T00:11:26.2Z,1,REGULAR,3pt,Jump Shot,[],201935,28.86005256241787,17.401960784313726,1610612755,12,5,2023-04-05T00:11:30Z,560000,False,163.0,219.0,1,left,MISS J. Harden 27' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,27.28,,,,,,,,,,,
57,PT06M46.00S,2023-04-05T00:11:29.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,12,5,2023-04-05T00:11:30Z,570000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,
58,PT06M43.00S,2023-04-05T00:11:33.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629684,93.64323258869908,48.77450980392157,1610612738,12,7,2023-04-05T00:11:39Z,580000,False,-6.0,7.0,1,right,G. Williams running Layup (2 PTS) (J. Tatum 1 AST),"[1629684, 1628369]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,0.95,,,,,J. Tatum,1628369.0,1.0,,,,
60,PT06M23.00S,2023-04-05T00:11:58.0Z,1,REGULAR,foul,offensive,[],200782,,,1610612755,12,7,2023-04-05T00:12:08Z,600000,False,,,0,,P. Tucker offensive FOUL (1 PF),"[200782, 203935]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,202037.0,,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,
62,PT06M23.00S,2023-04-05T00:11:58.0Z,1,REGULAR,turnover,offensive foul,[],200782,,,1610612755,12,7,2023-04-05T00:11:58Z,620000,False,,,0,,P. Tucker offensive foul TURNOVER (1 TO),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,202037.0,1.0,,,,,,,,,,,,,,,,,,
63,PT06M23.00S,2023-04-05T00:12:10.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,12,7,2023-04-05T00:12:10Z,630000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M23.00S,2023-04-05T00:14:29.1Z,1,REGULAR,substitution,in,[],1627763,,,1610612738,12,7,2023-04-05T00:15:02Z,650000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M23.00S,2023-04-05T00:14:29.1Z,1,REGULAR,substitution,out,[],203935,,,1610612738,12,7,2023-04-05T00:15:21Z,660000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M01.00S,2023-04-05T00:15:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201143,94.03745072273325,51.9607843137255,1610612738,12,9,2023-04-05T00:15:49Z,670000,False,10.0,4.0,1,right,A. Horford Layup (2 PTS) (J. Tatum 2 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,1.04,,,,,J. Tatum,1628369.0,2.0,,,,
69,PT05M42.00S,2023-04-05T00:16:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,14.536793692509855,40.19607843137255,1610612755,12,9,2023-04-05T00:17:09Z,690000,False,49.0,84.0,1,left,MISS J. Embiid 9' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,9.73,,,,,,,,,,,
70,PT05M39.00S,2023-04-05T00:16:06.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,12,9,2023-04-05T00:16:08Z,700000,False,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,69.0,2.0,1.0,1.0,,,,,,,
71,PT05M27.00S,2023-04-05T00:16:18.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,93.9060446780552,49.50980392156863,1610612738,12,11,2023-04-05T00:16:22Z,710000,False,-2.0,5.0,1,right,J. Tatum cutting DUNK (4 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,Made,4.0,0.54,,,,,G. Williams,1629684.0,1.0,,,,
73,PT05M08.00S,2023-04-05T00:16:37.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,13.61695137976347,51.225490196078425,1610612755,14,11,2023-04-05T00:16:41Z,730000,False,-6.0,75.0,1,left,T. Maxey 7' driving floating Jump Shot (2 PTS) (J. Harden 2 AST),"[1630178, 201935]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,2.0,7.57,,,,,J. Harden,201935.0,2.0,,,,
75,PT04M59.00S,2023-04-05T00:16:46.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,74.06373193166885,87.00980392156863,1610612738,14,14,2023-04-05T00:16:50Z,750000,False,185.0,191.0,1,right,J. Tatum 26' 3PT  (7 PTS) (G. Williams 2 AST),"[1628369, 1629684]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,Made,7.0,26.61,,,,,G. Williams,1629684.0,2.0,,,,
77,PT04M38.00S,2023-04-05T00:17:08.0Z,1,REGULAR,2pt,Jump Shot,[],201935,9.017739816031538,26.715686274509803,1610612755,16,14,2023-04-05T00:17:12Z,770000,False,116.0,32.0,1,left,J. Harden 12' step back Jump Shot (5 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,Made,5.0,12.08,,,,,,,,,,,
78,PT04M26.00S,2023-04-05T00:17:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,87.59855453350855,35.049019607843135,1610612738,16,16,2023-04-05T00:17:23Z,780000,False,-75.0,64.0,1,right,M. Brogdon 9' fadeaway Jump Shot (2 PTS),[1627763],1610612738.0,BOS,fadeaway,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,Made,2.0,9.85,,,,,,,,,,,
79,PT04M09.00S,2023-04-05T00:17:36.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,7.966491458607096,97.05882352941177,1610612755,16,16,2023-04-05T00:17:40Z,790000,False,-235.0,22.0,1,left,MISS T. Maxey pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,23.64,,,,,,,,,,,
80,PT04M07.00S,2023-04-05T00:17:38.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,16,16,2023-04-05T00:17:40Z,800000,False,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,,,,,,,79.0,3.0,2.0,1.0,,,,,,,
81,PT04M01.00S,2023-04-05T00:17:45.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,69.33311432325887,76.22549019607843,1610612738,16,16,2023-04-05T00:17:49Z,810000,False,131.0,236.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,26.98,,,,,,,,,,,
82,PT03M57.00S,2023-04-05T00:17:49.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,16,16,2023-04-05T00:17:49Z,820000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,
83,PT03M47.00S,2023-04-05T00:18:01.6Z,1,REGULAR,foul,personal,['2freethrow'],201143,,,1610612755,16,16,2023-04-05T00:18:14Z,830000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Embiid 2 FT),"[201143, 203954]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,2715.0,,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,
85,PT03M47.00S,2023-04-05T00:18:32.5Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,17,16,2023-04-05T00:18:32Z,850000,False,,,0,,J. Embiid Free Throw 1 of 2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
