actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
15,PT11M14.00S,2023-02-24T00:33:40.8Z,1,REGULAR,foul,offensive,[],1630217,,,1610612763,0,0,2023-02-24T00:34:02Z,150000,False,,,0,,D. Bane offensive FOUL (1 PF),"[1630217, 200782]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2715.0,1.0,0.0,Tucker,200782.0,,,,,,,
17,PT11M14.00S,2023-02-24T00:33:40.8Z,1,REGULAR,turnover,offensive foul,[],1630217,,,1610612763,0,0,2023-02-24T00:33:40Z,170000,False,,,0,,D. Bane offensive foul TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2715.0,,,,,1.0,,,,,,
18,PT10M59.00S,2023-02-24T00:34:10.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200782,4.648488830486201,2.6960784313725554,1610612755,3,0,2023-02-24T00:34:14Z,180000,False,237.0,-9.0,1,left,P. Tucker 3PT  (3 PTS) (D. Melton 1 AST),"[200782, 1629001]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,23.67,Made,,,,,,,,,,,,,3.0,D. Melton,1629001.0,1.0,,
20,PT10M45.00S,2023-02-24T00:34:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,85.46320630749014,45.58823529411765,1610612763,3,2,2023-02-24T00:34:27Z,200000,False,-22.0,84.0,1,right,D. Brooks 8' pullup Jump Shot (2 PTS),[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,8.7,Made,,,,,,,,,,,,,2.0,,,,,
21,PT10M38.00S,2023-02-24T00:34:31.4Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612755,3,2,2023-02-24T00:34:35Z,210000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1628991]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,,,,,Jackson Jr.,1628991.0
22,PT10M38.00S,2023-02-24T00:34:31.4Z,1,REGULAR,steal,,[],1628991,,,1610612763,3,2,2023-02-24T00:34:34Z,220000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
23,PT10M28.00S,2023-02-24T00:34:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630217,93.74178712220763,50.73529411764706,1610612763,3,4,2023-02-24T00:34:46Z,230000,False,4.0,6.0,1,right,D. Bane driving Layup (2 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,,,,,,,2.0,,,,,
24,PT10M14.00S,2023-02-24T00:34:54.6Z,1,REGULAR,3pt,Jump Shot,[],200782,7.670827858081481,1.7156862745098067,1610612755,3,4,2023-02-24T00:35:01Z,240000,False,241.0,20.0,1,left,MISS P. Tucker 24' 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,24.22,Missed,,,,,,,,,,,,,,,,,,
25,PT10M13.00S,2023-02-24T00:34:55.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,3,4,2023-02-24T00:35:01Z,250000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Right Corner 3,24+ Right,,,24.0,,,,,,,,,,,,,,,,,
26,PT10M13.00S,2023-02-24T00:35:02.9Z,1,REGULAR,foul,personal,[],1629001,,,1610612763,3,4,2023-02-24T00:35:11Z,260000,False,,,0,,D. Melton loose ball personal FOUL (1 PF),"[1629001, 1629630]",1610612755.0,PHI,loose ball,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,2715.0,1.0,0.0,Morant,1629630.0,,,,,,,
28,PT10M03.00S,2023-02-24T00:35:31.8Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612763,3,4,2023-02-24T00:35:38Z,280000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Morant 2 FT),"[203954, 1629630]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,2715.0,1.0,0.0,Morant,1629630.0,,,,,,,
30,PT10M03.00S,2023-02-24T00:36:00.4Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,3,5,2023-02-24T00:36:00Z,300000,False,,,0,,J. Morant Free Throw 1 of 2 (1 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
31,PT10M03.00S,2023-02-24T00:36:22.8Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,3,6,2023-02-24T00:36:22Z,310000,False,,,0,,J. Morant Free Throw 2 of 2 (2 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
32,PT09M50.00S,2023-02-24T00:36:36.7Z,1,REGULAR,3pt,Jump Shot,[],202699,4.385676741130098,1.470588235294116,1610612755,3,6,2023-02-24T00:36:41Z,320000,False,243.0,-11.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,24.29,Missed,,,,,,,,,,,,,,,,,,
33,PT09M46.00S,2023-02-24T00:36:40.7Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,3,6,2023-02-24T00:36:41Z,330000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M40.00S,2023-02-24T00:36:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,93.34756898817345,44.11764705882353,1610612763,3,6,2023-02-24T00:37:03Z,340000,False,-29.0,10.0,1,right,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 203954]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.11,Missed,,,,,Embiid,203954.0,,,,,,,,,,,,
35,PT09M40.00S,2023-02-24T00:36:47.5Z,1,REGULAR,block,,[],203954,,,1610612763,3,6,2023-02-24T00:36:50Z,350000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M40.00S,2023-02-24T00:36:47.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,3,6,2023-02-24T00:36:52Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,34.0,,,,,,,,,,,,,,,,,
38,PT09M38.00S,2023-02-24T00:37:07.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,81.52102496714849,3.9215686274509807,1610612763,3,6,2023-02-24T00:37:11Z,380000,False,-230.0,121.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
39,PT09M34.00S,2023-02-24T00:37:11.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,3,6,2023-02-24T00:37:11Z,390000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT09M23.00S,2023-02-24T00:37:22.6Z,1,REGULAR,3pt,Jump Shot,[],201935,27.250328515111704,14.705882352941174,1610612755,6,6,2023-02-24T00:37:27Z,400000,False,176.0,204.0,1,left,J. Harden 26' 3PT step back (3 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.95,Made,,,,,,,,,,,,,3.0,,,,,
41,PT09M23.00S,2023-02-24T00:37:28.8Z,1,REGULAR,foul,personal,['1freethrow'],1629634,,,1610612755,6,6,2023-02-24T00:37:34Z,410000,False,,,0,,B. Clarke shooting personal FOUL (1 PF) (Harden 1 FT),"[1629634, 201935]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Right Center,,,,,,,,,202035.0,1.0,0.0,Harden,201935.0,,,,,,,
43,PT09M23.00S,2023-02-24T00:37:53.4Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,7,6,2023-02-24T00:37:53Z,430000,False,,,0,,J. Harden Free Throw 1 of 1 (4 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
44,PT09M09.00S,2023-02-24T00:38:09.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,89.01116951379764,57.1078431372549,1610612763,7,8,2023-02-24T00:38:14Z,440000,False,36.0,51.0,1,right,D. Bane 6' driving floating Jump Shot (4 PTS) (D. Brooks 1 AST),"[1630217, 1628415]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,6.2,Made,,,,,,,,,,,,,4.0,D. Brooks,1628415.0,1.0,,
46,PT08M56.00S,2023-02-24T00:38:25.1Z,1,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612755,7,8,2023-02-24T00:38:36Z,460000,False,,,0,,B. Clarke shooting personal FOUL (2 PF) (Embiid 2 FT),"[1629634, 203954]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,,,101283.0,2.0,0.0,Embiid,203954.0,,,,,,,
48,PT08M56.00S,2023-02-24T00:38:57.3Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,7,8,2023-02-24T00:38:57Z,480000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT08M56.00S,2023-02-24T00:38:57.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,7,8,2023-02-24T00:38:57Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,
50,PT08M56.00S,2023-02-24T00:38:58.5Z,1,REGULAR,substitution,out,[],1629634,,,1610612755,7,8,2023-02-24T00:39:01Z,500000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M56.00S,2023-02-24T00:38:58.5Z,1,REGULAR,substitution,in,[],1630214,,,1610612755,7,8,2023-02-24T00:39:01Z,510000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M56.00S,2023-02-24T00:39:17.1Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,8,8,2023-02-24T00:39:17Z,520000,False,,,0,,J. Embiid Free Throw 2 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
53,PT08M44.00S,2023-02-24T00:39:30.9Z,1,REGULAR,3pt,Jump Shot,[],1628415,67.06636005256242,66.91176470588235,1610612763,8,11,2023-02-24T00:39:37Z,530000,False,85.0,257.0,1,right,D. Brooks 27' 3PT step back (5 PTS),[1628415],1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,27.07,Made,,,,,,,,,,,,,5.0,,,,,
54,PT08M34.00S,2023-02-24T00:39:44.2Z,1,REGULAR,foul,personal,[],1628415,,,1610612755,8,11,2023-02-24T00:39:50Z,540000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 201935]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,,,,2715.0,1.0,0.0,Harden,201935.0,,,,,,,
56,PT08M30.00S,2023-02-24T00:40:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.000657030223394,44.11764705882353,1610612755,8,11,2023-02-24T00:40:22Z,560000,False,29.0,107.0,1,left,MISS J. Embiid 11' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.13,Missed,,,,,,,,,,,,,,,,,,
57,PT08M26.00S,2023-02-24T00:40:22.1Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,8,11,2023-02-24T00:40:22Z,570000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT08M20.00S,2023-02-24T00:40:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,88.48554533508542,44.11764705882353,1610612763,8,11,2023-02-24T00:40:37Z,580000,False,-29.0,56.0,1,right,MISS J. Morant 6' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,6.3,Missed,,,,,,,,,,,,,,,,,,
59,PT08M17.00S,2023-02-24T00:40:30.4Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,8,11,2023-02-24T00:40:30Z,590000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT08M11.00S,2023-02-24T00:40:36.7Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612755,8,11,2023-02-24T00:40:41Z,600000,False,,,0,,J. Harden lost ball TURNOVER (2 TO),"[201935, 1630214]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,,,,,Tillman,1630214.0
61,PT08M11.00S,2023-02-24T00:40:36.7Z,1,REGULAR,steal,,[],1630214,,,1610612763,8,11,2023-02-24T00:40:39Z,610000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT08M09.00S,2023-02-24T00:40:58.5Z,1,REGULAR,foul,personal,['1freethrow'],200782,,,1610612763,8,11,2023-02-24T00:41:09Z,640000,False,,,0,,P. Tucker transition take personal FOUL (1 PF) (Brooks 1 FT),"[200782, 1628415]",1610612755.0,PHI,transition take,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Center,,,,,,,,,202035.0,1.0,0.0,Brooks,1628415.0,,,,,,,
66,PT08M09.00S,2023-02-24T00:41:12.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630217,,,1610612763,8,12,2023-02-24T00:41:12Z,660000,False,,,0,,D. Bane transition take Free Throw 1 of 1 (5 PTS),[1630217],1610612763.0,MEM,transition take,,,Bane,D. Bane,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
67,PT08M02.00S,2023-02-24T00:41:34.1Z,1,REGULAR,foul,personal,['2freethrow'],200782,,,1610612763,8,12,2023-02-24T00:41:44Z,670000,False,,,0,,P. Tucker shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[200782, 1628991]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101283.0,2.0,0.0,Jackson Jr.,1628991.0,,,,,,,
69,PT08M02.00S,2023-02-24T00:41:58.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628991,,,1610612763,8,13,2023-02-24T00:41:58Z,690000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
70,PT08M02.00S,2023-02-24T00:42:19.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628991,,,1610612763,8,14,2023-02-24T00:42:19Z,700000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
124,PT07M45.00S,2023-02-24T00:42:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,9.116294349540084,49.50980392156863,1610612755,8,14,2023-02-24T00:53:08Z,705000,False,2.0,33.0,1,left,MISS J. Embiid driving Layup - blocked,"[203954, 1628991]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,Jackson Jr.,1628991.0,,,,,,,,,,,,
125,PT07M45.00S,2023-02-24T00:42:19.4Z,1,REGULAR,block,,[],1628991,,,1610612755,8,14,2023-02-24T00:52:53Z,707500,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT07M45.00S,2023-02-24T00:42:19.4Z,1,REGULAR,rebound,offensive,[],200782,,,1610612755,8,14,2023-02-24T00:53:08Z,708750,False,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,124.0,2.0,1.0,1.0,,,,,,,,,,,,,,
71,PT07M43.00S,2023-02-24T00:42:40.7Z,1,REGULAR,turnover,out-of-bounds,[],200782,,,1610612755,8,14,2023-02-24T00:42:46Z,710000,False,,,0,,P. Tucker bad pass out-of-bounds TURNOVER (1 TO),[200782],1610612755.0,PHI,bad pass,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2715.0,,,,,1.0,,,,,,
72,PT07M43.00S,2023-02-24T00:42:45.8Z,1,REGULAR,substitution,out,[],200782,,,1610612763,8,14,2023-02-24T00:42:58Z,720000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M43.00S,2023-02-24T00:42:45.8Z,1,REGULAR,substitution,in,[],1630178,,,1610612763,8,14,2023-02-24T00:42:58Z,730000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M34.00S,2023-02-24T00:43:08.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,84.4119579500657,55.63725490196079,1610612763,8,14,2023-02-24T00:43:17Z,740000,False,28.0,94.0,1,right,MISS J. Morant 9' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,9.81,Missed,,,,,,,,,,,,,,,,,,
76,PT07M31.00S,2023-02-24T00:43:11.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,8,14,2023-02-24T00:43:17Z,760000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,74.0,3.0,3.0,0.0,,,,,,,,,,,,,,
77,PT07M27.00S,2023-02-24T00:43:15.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202699,6.356767411300922,50.98039215686275,1610612755,10,14,2023-02-24T00:43:22Z,770000,False,-5.0,7.0,1,left,T. Harris running Layup (2 PTS) (D. Melton 2 AST),"[202699, 1629001]",1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,,,,2.0,D. Melton,1629001.0,2.0,,
79,PT07M15.00S,2023-02-24T00:43:27.7Z,1,REGULAR,3pt,Jump Shot,[],1628991,95.45006570302233,3.67647058823529,1610612763,10,14,2023-02-24T00:43:33Z,790000,False,-232.0,-10.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
80,PT07M10.00S,2023-02-24T00:43:32.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,10,14,2023-02-24T00:43:33Z,800000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,79.0,4.0,4.0,0.0,,,,,,,,,,,,,,
81,PT07M05.00S,2023-02-24T00:43:38.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,6.4881734559789805,50.0,1610612755,12,14,2023-02-24T00:43:43Z,810000,False,0.0,8.0,1,left,J. Harden running Layup (6 PTS) (J. Embiid 1 AST),"[201935, 203954]",1610612755.0,PHI,running,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,,,,,,,6.0,J. Embiid,203954.0,1.0,,
83,PT07M05.00S,2023-02-24T00:43:45.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,12,14,2023-02-24T00:43:45Z,830000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M52.00S,2023-02-24T00:47:16.4Z,1,REGULAR,turnover,bad pass,[],1628415,,,1610612763,12,14,2023-02-24T00:47:22Z,840000,False,,,0,,D. Brooks bad pass TURNOVER (1 TO),"[1628415, 201935]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,,,,,Harden,201935.0
