actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
172,PT10M38.00S,2022-12-20T00:41:38.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,86.67871222076215,59.31372549019608,1610612761,30,27,2022-12-20T00:41:47Z,1700000,False,47.0,73.0,1,right,S. Barnes 8' turnaround Jump Shot (2 PTS) (O. Anunoby 2 AST),"[1630567, 1628384]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Right,8.64,Made,,,,,,,2.0,,,,,O. Anunoby,1628384.0,2.0,,,,
174,PT10M29.00S,2022-12-20T00:41:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,5.469776609724048,48.77450980392157,1610612755,32,27,2022-12-20T00:41:53Z,1720000,False,6.0,-1.0,1,left,S. Milton driving reverse Layup (2 PTS),[1629003],1610612755.0,PHI,driving reverse,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,,,2.0,,,,,,,,,,,
175,PT10M29.00S,2022-12-20T00:41:57.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,32,27,2022-12-20T00:41:57Z,1730000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M07.00S,2022-12-20T00:45:05.5Z,2,REGULAR,3pt,Jump Shot,[],1630201,71.96123521681997,78.18627450980392,1610612761,32,27,2022-12-20T00:45:13Z,1740000,False,141.0,211.0,1,right,MISS M. Flynn 25' pullup 3PT,[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
179,PT10M05.00S,2022-12-20T00:45:07.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,32,27,2022-12-20T00:45:13Z,1750000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,178.0,,,,,,,,,,,,,,,,,
183,PT09M45.00S,2022-12-20T00:45:52.5Z,2,REGULAR,foul,personal,['2freethrow'],1630201,,,1610612755,32,27,2022-12-20T00:45:57Z,1790000,False,,,0,,M. Flynn shooting personal FOUL (1 PF) (Niang 2 FT),"[1630201, 1627777]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2003.0,,,,1.0,0.0,Niang,1627777.0
185,PT09M45.00S,2022-12-20T00:46:05.2Z,2,REGULAR,freethrow,1 of 2,[],1627777,,,1610612755,33,27,2022-12-20T00:46:05Z,1810000,False,,,0,,G. Niang Free Throw 1 of 2 (4 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
186,PT09M45.00S,2022-12-20T00:46:07.2Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,33,27,2022-12-20T00:46:09Z,1820000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M45.00S,2022-12-20T00:46:07.2Z,2,REGULAR,substitution,in,[],201935,,,1610612755,33,27,2022-12-20T00:46:09Z,1830000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M45.00S,2022-12-20T00:46:33.0Z,2,REGULAR,freethrow,2 of 2,[],1627777,,,1610612755,34,27,2022-12-20T00:46:33Z,1840000,False,,,0,,G. Niang Free Throw 2 of 2 (5 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
189,PT09M33.00S,2022-12-20T00:46:47.1Z,2,REGULAR,3pt,Jump Shot,[],1628384,65.65374507227332,27.205882352941174,1610612761,34,27,2022-12-20T00:46:57Z,1850000,False,-114.0,270.0,1,right,MISS O. Anunoby 29' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,29.34,Missed,,,,,,,,,,,,,,,,,,
190,PT09M29.00S,2022-12-20T00:46:50.9Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,34,27,2022-12-20T00:46:50Z,1860000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,,
191,PT09M25.00S,2022-12-20T00:46:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627863,7.835085413929041,51.470588235294116,1610612755,36,27,2022-12-20T00:47:09Z,1870000,False,-7.0,21.0,1,left,D. House Jr. running Layup (5 PTS),[1627863],1610612755.0,PHI,running,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,5.0,,,,,,,,,,,
192,PT09M25.00S,2022-12-20T00:47:01.3Z,2,REGULAR,foul,personal,['1freethrow'],1630201,,,1610612755,36,27,2022-12-20T00:47:17Z,1880000,False,,,0,,M. Flynn shooting personal FOUL (2 PF) (House Jr. 1 FT),"[1630201, 1627863]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202037.0,,,,2.0,0.0,House Jr.,1627863.0
194,PT09M25.00S,2022-12-20T00:47:23.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1627863,,,1610612755,37,27,2022-12-20T00:47:23Z,1900000,False,,,0,,D. House Jr. Free Throw 1 of 1 (6 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
195,PT09M14.00S,2022-12-20T00:47:35.6Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,37,27,2022-12-20T00:47:41Z,1910000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1626149]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Harrell,1626149.0,,,,,,,,
196,PT09M14.00S,2022-12-20T00:47:35.6Z,2,REGULAR,steal,,[],1626149,,,1610612755,37,27,2022-12-20T00:47:37Z,1920000,False,,,0,,M. Harrell STEAL (1 STL),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
197,PT09M08.00S,2022-12-20T00:47:42.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626149,6.783837056504599,48.77450980392157,1610612755,39,27,2022-12-20T00:47:59Z,1930000,False,6.0,11.0,1,left,M. Harrell running DUNK (4 PTS) (J. Harden 4 AST),"[1626149, 201935]",1610612755.0,PHI,running,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,,,4.0,,,,,J. Harden,201935.0,4.0,,,,
199,PT08M49.00S,2022-12-20T00:48:00.3Z,2,REGULAR,3pt,Jump Shot,[],1630201,70.38436268068331,20.34313725490196,1610612761,39,27,2022-12-20T00:48:08Z,1950000,False,-148.0,226.0,1,right,MISS M. Flynn 27' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,27.02,Missed,,,,,,,,,,,,,,,,,,
200,PT08M47.00S,2022-12-20T00:48:02.3Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,39,27,2022-12-20T00:48:13Z,1960000,False,,,0,,C. Boucher REBOUND (Off:2 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,199.0,4.0,2.0,2.0,,,,,,,,,,,,,,
201,PT08M46.00S,2022-12-20T00:48:06.9Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612761,39,27,2022-12-20T00:48:13Z,1970000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Boucher 2 FT),"[1627777, 1628449]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Boucher,1628449.0
203,PT08M46.00S,2022-12-20T00:48:28.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628449,,,1610612761,39,28,2022-12-20T00:48:28Z,1990000,False,,,0,,C. Boucher Free Throw 1 of 2 (5 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
204,PT08M46.00S,2022-12-20T00:48:29.5Z,2,REGULAR,substitution,out,[],1627777,,,1610612761,39,28,2022-12-20T00:48:37Z,2000000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M46.00S,2022-12-20T00:48:29.5Z,2,REGULAR,substitution,out,[],1627823,,,1610612761,39,28,2022-12-20T00:48:37Z,2010000,False,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M46.00S,2022-12-20T00:48:29.5Z,2,REGULAR,substitution,in,[],202699,,,1610612761,39,28,2022-12-20T00:48:37Z,2020000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M46.00S,2022-12-20T00:48:29.5Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,39,28,2022-12-20T00:48:37Z,2030000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M46.00S,2022-12-20T00:48:47.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628449,,,1610612761,39,29,2022-12-20T00:48:47Z,2040000,False,,,0,,C. Boucher Free Throw 2 of 2 (6 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
209,PT08M36.00S,2022-12-20T00:49:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,5.075558475689881,52.450980392156865,1610612755,41,29,2022-12-20T00:49:06Z,2050000,False,-12.0,-5.0,1,left,M. Harrell Layup (6 PTS) (S. Milton 3 AST),"[1626149, 1629003]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,,,6.0,,,,,S. Milton,1629003.0,3.0,,,,
211,PT08M14.00S,2022-12-20T00:49:20.8Z,2,REGULAR,2pt,Jump Shot,[],1627783,74.58935611038108,42.64705882352941,1610612761,41,29,2022-12-20T00:49:26Z,2070000,False,-37.0,186.0,1,right,MISS P. Siakam 19' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,19.0,Missed,,,,,,,,,,,,,,,,,,
212,PT08M11.00S,2022-12-20T00:49:23.8Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,41,29,2022-12-20T00:49:26Z,2080000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,211.0,2.0,2.0,0.0,,,,,,,,,,,,,,
213,PT08M05.00S,2022-12-20T00:49:30.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626149,5.206964520367937,49.01960784313725,1610612755,41,29,2022-12-20T00:51:19Z,2090000,False,5.0,-4.0,1,left,MISS M. Harrell running Layup,[1626149],1610612755.0,PHI,running,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,0.61,Missed,,,,,,,,,,,,,,,,,,
214,PT08M04.00S,2022-12-20T00:49:31.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,41,29,2022-12-20T00:49:33Z,2100000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,,,
217,PT08M01.00S,2022-12-20T00:50:02.7Z,2,REGULAR,foul,personal,[],1629003,,,1610612761,41,29,2022-12-20T00:50:07Z,2130000,False,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 1628449]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,,,,1.0,0.0,Boucher,1628449.0
219,PT08M01.00S,2022-12-20T00:50:06.9Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,41,29,2022-12-20T00:50:09Z,2150000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M01.00S,2022-12-20T00:50:06.9Z,2,REGULAR,substitution,in,[],201152,,,1610612761,41,29,2022-12-20T00:50:09Z,2160000,False,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M55.00S,2022-12-20T00:50:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.24901445466492,47.794117647058826,1610612761,41,31,2022-12-20T00:50:31Z,2170000,False,-11.0,11.0,1,right,P. Siakam driving finger roll Layup (10 PTS) (T. Young 1 AST),"[1627783, 201152]",1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,10.0,,,,,T. Young,201152.0,1.0,,,,
222,PT07M35.00S,2022-12-20T00:50:46.1Z,2,REGULAR,3pt,Jump Shot,[],1627863,9.674770039421814,3.6764705882352944,1610612755,44,31,2022-12-20T00:50:51Z,2180000,False,232.0,38.0,1,left,D. House Jr. 3PT step back (9 PTS) (M. Harrell 1 AST),"[1627863, 1626149]",1610612755.0,PHI,step back,,,House Jr.,D. House Jr.,,,,,Right Corner 3,24+ Right,23.48,Made,,,,,,,9.0,,,,,M. Harrell,1626149.0,1.0,,,,
224,PT07M20.00S,2022-12-20T00:51:00.4Z,2,REGULAR,3pt,Jump Shot,[],1630201,69.33311432325887,17.647058823529413,1610612761,44,31,2022-12-20T00:51:07Z,2200000,False,-162.0,236.0,1,right,MISS M. Flynn 28' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,28.6,Missed,,,,,,,,,,,,,,,,,,
225,PT07M17.00S,2022-12-20T00:51:04.6Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,44,31,2022-12-20T00:51:04Z,2210000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,224.0,2.0,1.0,1.0,,,,,,,,,,,,,,
226,PT07M16.00S,2022-12-20T00:51:05.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630567,86.15308804204993,50.245098039215684,1610612761,44,31,2022-12-20T00:51:11Z,2220000,False,1.0,78.0,1,right,MISS S. Barnes 7' Hook,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
227,PT07M16.00S,2022-12-20T00:51:05.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,44,31,2022-12-20T00:51:11Z,2230000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,226.0,3.0,3.0,0.0,,,,,,,,,,,,,,
228,PT07M07.00S,2022-12-20T00:51:13.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629003,5.995400788436268,55.392156862745104,1610612755,44,31,2022-12-20T00:54:39Z,2240000,False,-27.0,4.0,1,left,MISS S. Milton running finger roll Layup,[1629003],1610612755.0,PHI,running finger roll,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,2.73,Missed,,,,,,,,,,,,,,,,,,
229,PT07M05.00S,2022-12-20T00:51:15.6Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,44,31,2022-12-20T00:51:18Z,2250000,False,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,228.0,3.0,3.0,0.0,,,,,,,,,,,,,,
230,PT07M01.00S,2022-12-20T00:51:21.3Z,2,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,44,31,2022-12-20T00:51:37Z,2260000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (2 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,,,1628953.0,,,,,,,
231,PT06M47.00S,2022-12-20T00:52:00.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629003,29.77989487516426,23.03921568627451,1610612755,44,31,2022-12-20T00:52:06Z,2270000,False,135.0,227.0,1,left,MISS S. Milton 26' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
232,PT06M44.00S,2022-12-20T00:52:03.7Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,44,31,2022-12-20T00:52:06Z,2280000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,231.0,4.0,4.0,0.0,,,,,,,,,,,,,,
233,PT06M40.00S,2022-12-20T00:52:09.1Z,2,REGULAR,foul,personal,['2freethrow'],1627863,,,1610612761,44,31,2022-12-20T00:52:20Z,2290000,False,,,0,,D. House Jr. shooting personal FOUL (2 PF) (Siakam 2 FT),"[1627863, 1627783]",1610612755.0,PHI,shooting,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,,,,2.0,0.0,Siakam,1627783.0
235,PT06M40.00S,2022-12-20T00:52:38.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,44,31,2022-12-20T00:52:38Z,2310000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
236,PT06M40.00S,2022-12-20T00:52:38.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,44,31,2022-12-20T00:52:38Z,2320000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,235.0,,,,,,,,,,,,,,,,,
237,PT06M40.00S,2022-12-20T00:52:39.7Z,2,REGULAR,substitution,out,[],1626149,,,1610612761,44,31,2022-12-20T00:52:45Z,2330000,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M40.00S,2022-12-20T00:52:39.7Z,2,REGULAR,substitution,out,[],1630201,,,1610612761,44,31,2022-12-20T00:52:45Z,2340000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M40.00S,2022-12-20T00:52:39.7Z,2,REGULAR,substitution,in,[],203954,,,1610612761,44,31,2022-12-20T00:52:45Z,2350000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M40.00S,2022-12-20T00:52:39.7Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,44,31,2022-12-20T00:52:45Z,2360000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M40.00S,2022-12-20T00:53:14.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,44,32,2022-12-20T00:53:14Z,2370000,False,,,0,,P. Siakam Free Throw 2 of 2 (11 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
243,PT06M24.00S,2022-12-20T00:53:32.2Z,2,REGULAR,foul,personal,['2freethrow'],201152,,,1610612755,44,32,2022-12-20T00:53:36Z,2380000,False,,,0,,T. Young shooting personal FOUL (1 PF) (Embiid 2 FT),"[201152, 203954]",1610612761.0,TOR,shooting,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2003.0,,,,1.0,0.0,Embiid,203954.0
245,PT06M24.00S,2022-12-20T00:54:03.2Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,45,32,2022-12-20T00:54:03Z,2400000,False,,,0,,J. Embiid Free Throw 1 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
246,PT06M24.00S,2022-12-20T00:54:05.0Z,2,REGULAR,substitution,out,[],1627863,,,1610612755,45,32,2022-12-20T00:54:07Z,2410000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M24.00S,2022-12-20T00:54:05.0Z,2,REGULAR,substitution,in,[],200782,,,1610612755,45,32,2022-12-20T00:54:07Z,2420000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M24.00S,2022-12-20T00:54:20.5Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,46,32,2022-12-20T00:54:20Z,2430000,False,,,0,,J. Embiid Free Throw 2 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
249,PT06M11.00S,2022-12-20T00:54:36.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,93.11760840998686,51.9607843137255,1610612761,46,32,2022-12-20T01:01:15Z,2440000,False,10.0,12.0,1,right,MISS P. Siakam driving floating bank Shot,[1627783],1610612761.0,TOR,driving floating bank,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
250,PT06M06.00S,2022-12-20T00:54:41.1Z,2,REGULAR,rebound,offensive,[],201152,,,1610612761,46,32,2022-12-20T00:54:44Z,2450000,False,,,0,,T. Young REBOUND (Off:1 Def:0),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,249.0,1.0,0.0,1.0,,,,,,,,,,,,,,
251,PT06M06.00S,2022-12-20T00:54:40.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201152,94.40999984741211,50.0,1610612761,46,32,2022-12-20T00:54:40Z,2460000,False,0.0,0.0,1,right,MISS T. Young tip Layup,[201152],1610612761.0,TOR,tip,,,Young,T. Young,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
252,PT06M03.00S,2022-12-20T00:54:42.7Z,2,REGULAR,rebound,offensive,[],201152,,,1610612761,46,32,2022-12-20T00:54:42Z,2470000,False,,,0,,T. Young REBOUND (Off:2 Def:0),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,251.0,2.0,0.0,2.0,,,,,,,,,,,,,,
253,PT06M03.00S,2022-12-20T00:54:42.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201152,94.40999984741211,50.0,1610612761,46,34,2022-12-20T00:54:42Z,2480000,False,0.0,0.0,1,right,T. Young putback Layup (2 PTS),[201152],1610612761.0,TOR,putback,,,Young,T. Young,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
254,PT05M46.00S,2022-12-20T00:55:00.1Z,2,REGULAR,3pt,Jump Shot,[],201935,33.065045992115635,40.44117647058824,1610612755,46,34,2022-12-20T00:55:07Z,2490000,False,48.0,258.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.27,Missed,,,,,,,,,,,,,,,,,,
255,PT05M42.00S,2022-12-20T00:55:04.1Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,46,34,2022-12-20T00:55:07Z,2500000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,254.0,3.0,3.0,0.0,,,,,,,,,,,,,,
256,PT05M37.00S,2022-12-20T00:55:08.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,86.02168199737189,95.83333333333334,1610612761,46,37,2022-12-20T00:55:21Z,2510000,False,229.0,79.0,1,right,O. Anunoby 24' 3PT running (3 PTS) (P. Siakam 2 AST),"[1628384, 1627783]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,24.24,Made,,,,,,,3.0,,,,,P. Siakam,1627783.0,2.0,,,,
258,PT05M36.00S,2022-12-20T00:55:19.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,46,37,2022-12-20T00:55:19Z,2530000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M36.00S,2022-12-20T00:57:50.2Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,46,37,2022-12-20T00:57:52Z,2540000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M36.00S,2022-12-20T00:57:50.2Z,2,REGULAR,substitution,in,[],1629001,,,1610612755,46,37,2022-12-20T00:57:52Z,2550000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M36.00S,2022-12-20T00:58:06.3Z,2,REGULAR,substitution,out,[],1630567,,,1610612755,46,37,2022-12-20T00:58:11Z,2560000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
