actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
44,PT08M52.00S,2022-12-20T00:14:26.5Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,8,4,2022-12-20T00:14:26Z,420000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,
45,PT08M40.00S,2022-12-20T00:14:37.8Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612761,8,4,2022-12-20T00:14:45Z,430000,False,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 203954]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,Embiid,203954.0,,,,,,,,
46,PT08M40.00S,2022-12-20T00:14:37.8Z,1,REGULAR,steal,,[],203954,,,1610612755,8,4,2022-12-20T00:14:39Z,440000,False,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M37.00S,2022-12-20T00:14:43.9Z,1,REGULAR,turnover,backcourt,[],203954,,,1610612755,8,4,2022-12-20T00:14:53Z,450000,False,,,0,,J. Embiid backcourt TURNOVER (1 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,,,1628953.0,,,,,,,
48,PT08M21.00S,2022-12-20T00:15:15.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627823,92.72339027595268,46.07843137254902,1610612761,8,6,2022-12-20T00:15:20Z,460000,False,-20.0,16.0,1,right,J. Hernangomez driving reverse Layup (4 PTS) (S. Barnes 1 AST),"[1627823, 1630567]",1610612761.0,TOR,driving reverse,,,Hernangomez,J. Hernangomez,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,4.0,,,,,S. Barnes,1630567.0,1.0,,,,
50,PT07M58.00S,2022-12-20T00:15:37.9Z,1,REGULAR,3pt,Jump Shot,[],1629001,32.802233902759525,35.294117647058826,1610612755,8,6,2022-12-20T00:15:44Z,480000,False,74.0,256.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,26.62,Missed,,,,,,,,,,,,,,,,,,
51,PT07M55.00S,2022-12-20T00:15:40.9Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,8,6,2022-12-20T00:15:44Z,490000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,50.0,3.0,3.0,0.0,,,,,,,,,,,,,,
52,PT07M49.00S,2022-12-20T00:15:46.8Z,1,REGULAR,3pt,Jump Shot,[],1627832,69.99014454664915,25.245098039215684,1610612761,8,6,2022-12-20T00:15:52Z,500000,False,-124.0,230.0,1,right,MISS F. VanVleet 26' step back 3PT,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
53,PT07M47.00S,2022-12-20T00:15:48.8Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,8,6,2022-12-20T00:15:52Z,510000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT07M39.00S,2022-12-20T00:15:58.5Z,1,REGULAR,3pt,Jump Shot,[],1629001,11.645860709592641,5.392156862745098,1610612755,8,6,2022-12-20T00:16:09Z,520000,False,223.0,57.0,1,left,MISS D. Melton 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,23.02,Missed,,,,,,,,,,,,,,,,,,
55,PT07M35.00S,2022-12-20T00:16:02.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,8,6,2022-12-20T00:16:09Z,530000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M26.00S,2022-12-20T00:16:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,91.45860709592641,56.778492647058826,1610612761,8,8,2022-12-20T00:22:32Z,540000,False,34.0,28.0,1,right,P. Siakam turnaround Jump Shot (4 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,4.38,Made,,,,,,,4.0,,,,,,,,,,,
57,PT07M04.00S,2022-12-20T00:16:34.0Z,1,REGULAR,foul,personal,['2freethrow'],1627823,,,1610612755,8,8,2022-12-20T00:16:43Z,550000,False,,,0,,J. Hernangomez shooting personal FOUL (1 PF) (Embiid 2 FT),"[1627823, 203954]",1610612761.0,TOR,shooting,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,Embiid,203954.0
59,PT07M04.00S,2022-12-20T00:16:58.8Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,9,8,2022-12-20T00:16:58Z,570000,False,,,0,,J. Embiid Free Throw 1 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
60,PT07M04.00S,2022-12-20T00:17:18.1Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,10,8,2022-12-20T00:17:18Z,580000,False,,,0,,J. Embiid Free Throw 2 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
61,PT06M58.00S,2022-12-20T00:17:29.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,10,8,2022-12-20T00:17:29Z,590000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M58.00S,2022-12-20T00:20:22.1Z,1,REGULAR,substitution,out,[],1627823,,,1610612761,10,8,2022-12-20T00:20:35Z,610000,False,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M58.00S,2022-12-20T00:20:22.1Z,1,REGULAR,substitution,in,[],1630201,,,1610612761,10,8,2022-12-20T00:20:35Z,620000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2022-12-20T00:20:22.1Z,1,REGULAR,substitution,in,[],203920,,,1610612761,10,8,2022-12-20T00:20:35Z,630000,False,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M58.00S,2022-12-20T00:20:22.1Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,10,8,2022-12-20T00:20:39Z,640000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M47.00S,2022-12-20T00:20:51.9Z,1,REGULAR,turnover,out-of-bounds,[],203920,,,1610612761,10,8,2022-12-20T00:20:59Z,650000,False,,,0,,K. Birch bad pass out-of-bounds TURNOVER (1 TO),[203920],1610612761.0,TOR,bad pass,,,Birch,K. Birch,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1.0,,,2003.0,,,,,,,
68,PT06M30.00S,2022-12-20T00:21:18.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,4.5499342969776615,51.470588235294116,1610612755,12,8,2022-12-20T00:21:24Z,660000,False,-7.0,-10.0,1,left,J. Harden driving finger roll Layup (2 PTS),[201935],1610612755.0,PHI,driving finger roll,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,2.0,,,,,,,,,,,
69,PT06M10.00S,2022-12-20T00:21:40.1Z,1,REGULAR,foul,personal,['2freethrow'],202699,,,1610612761,12,8,2022-12-20T00:21:49Z,670000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Anunoby 2 FT),"[202699, 1628384]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Anunoby,1628384.0
71,PT06M10.00S,2022-12-20T00:22:10.6Z,1,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,12,8,2022-12-20T00:22:31Z,690000,False,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
72,PT06M10.00S,2022-12-20T00:22:10.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,12,8,2022-12-20T00:22:31Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,
73,PT06M10.00S,2022-12-20T00:22:10.6Z,1,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,12,8,2022-12-20T00:22:31Z,710000,False,,,0,,MISS O. Anunoby Free Throw 2 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
74,PT06M07.00S,2022-12-20T00:22:13.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,12,8,2022-12-20T00:26:51Z,720000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT06M00.00S,2022-12-20T00:22:36.3Z,1,REGULAR,3pt,Jump Shot,[],202699,14.011169513797633,3.6764705882352944,1610612755,15,8,2022-12-20T00:22:41Z,730000,False,232.0,79.0,1,left,T. Harris 24' 3PT  (8 PTS) (J. Harden 3 AST),"[202699, 201935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,24.48,Made,,,,,,,8.0,,,,,J. Harden,201935.0,3.0,,,,
77,PT05M40.00S,2022-12-20T00:22:59.1Z,1,REGULAR,turnover,lost ball,[],1628384,,,1610612761,15,8,2022-12-20T00:23:17Z,750000,False,,,0,,O. Anunoby lost ball TURNOVER (1 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,,,,,,,,,,1.0,,,,,,,,,,
78,PT05M40.00S,2022-12-20T00:23:04.0Z,1,REGULAR,foul,personal,[],1628384,,,1610612755,15,8,2022-12-20T00:23:08Z,760000,False,,,0,,O. Anunoby loose ball personal FOUL (1 PF),"[1628384, 202699]",1610612761.0,TOR,loose ball,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,Harris,202699.0
80,PT05M24.00S,2022-12-20T00:23:40.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,5.075558475689881,53.18627450980392,1610612755,15,8,2022-12-20T00:23:46Z,780000,False,-16.0,-5.0,1,left,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,,
81,PT05M21.00S,2022-12-20T00:23:43.3Z,1,REGULAR,rebound,offensive,[],200782,,,1610612755,15,8,2022-12-20T00:23:54Z,790000,False,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,,,
82,PT05M19.00S,2022-12-20T00:23:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",200782,5.590000152587891,50.0,1610612755,15,8,2022-12-20T00:23:44Z,800000,False,0.0,0.0,1,left,MISS P. Tucker tip Layup,[200782],1610612755.0,PHI,tip,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
83,PT05M18.00S,2022-12-20T00:23:45.7Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,15,8,2022-12-20T00:23:45Z,810000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,
84,PT05M10.00S,2022-12-20T00:23:54.5Z,1,REGULAR,2pt,Jump Shot,[],203920,78.79434954007884,46.81372549019608,1610612761,15,8,2022-12-20T00:24:00Z,820000,False,-16.0,147.0,1,right,MISS K. Birch 14' turnaround Shot,[203920],1610612761.0,TOR,turnaround,,,Birch,K. Birch,,,,,Mid-Range,8-16 Center,14.77,Missed,,,,,,,,,,,,,,,,,,
85,PT05M08.00S,2022-12-20T00:23:56.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,15,8,2022-12-20T00:24:00Z,830000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT05M00.00S,2022-12-20T00:24:05.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612755,15,8,2022-12-20T00:24:17Z,840000,False,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Harris 2 FT),"[1627832, 202699]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Harris,202699.0
88,PT05M00.00S,2022-12-20T00:24:30.6Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,16,8,2022-12-20T00:24:30Z,860000,False,,,0,,T. Harris Free Throw 1 of 2 (9 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
