actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
15,PT11M08.00S,2022-11-19T00:47:12.3Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,0,2,2022-11-19T00:47:13Z,140000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT11M04.00S,2022-11-19T00:47:18.8Z,1,REGULAR,foul,personal,['2freethrow'],200782,,,1610612749,0,2,2022-11-19T00:47:24Z,150000,False,,,0,,P. Tucker shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[200782, 203507]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,101284.0,,1.0,0.0,Antetokounmpo,203507.0,,,,,
18,PT11M04.00S,2022-11-19T00:47:53.2Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,0,2,2022-11-19T00:47:53Z,170000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
19,PT11M04.00S,2022-11-19T00:47:53.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,0,2,2022-11-19T00:47:53Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,
20,PT11M04.00S,2022-11-19T00:48:14.5Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,0,3,2022-11-19T00:48:14Z,190000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
21,PT10M47.00S,2022-11-19T00:48:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.789093298291732,45.34313725490197,1610612755,2,3,2022-11-19T00:48:39Z,200000,False,23.0,115.0,1,left,J. Embiid 11' pullup Jump Shot (2 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.7,Made,,,,,2.0,,,,,,,,,,,,,
22,PT10M31.00S,2022-11-19T00:48:50.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.87319316688567,49.26470588235294,1610612749,2,5,2022-11-19T00:48:54Z,210000,False,-4.0,5.0,1,right,G. Antetokounmpo driving DUNK (3 PTS) (B. Lopez 1 AST),"[203507, 201572]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,3.0,,,,,,,,,B. Lopez,201572.0,1.0,,
24,PT10M11.00S,2022-11-19T00:49:09.9Z,1,REGULAR,2pt,Jump Shot,[],1630178,22.38830486202366,43.38235294117647,1610612755,2,5,2022-11-19T00:49:14Z,230000,False,33.0,158.0,1,left,MISS T. Maxey 16' step back Shot,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,16.14,Missed,,,,,,,,,,,,,,,,,,
25,PT10M09.00S,2022-11-19T00:49:11.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,5,2022-11-19T00:49:14Z,240000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT10M03.00S,2022-11-19T00:49:18.4Z,1,REGULAR,2pt,Jump Shot,[],203507,76.00197109067017,64.4607843137255,1610612749,2,7,2022-11-19T00:49:22Z,250000,False,72.0,173.0,1,right,G. Antetokounmpo 18' pullup Jump Shot (5 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,18.76,Made,,,,,5.0,,,,,,,,,,,,,
27,PT09M47.00S,2022-11-19T00:49:34.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,18.446123521681997,59.068627450980394,1610612755,4,7,2022-11-19T00:49:43Z,260000,False,-45.0,121.0,1,left,J. Embiid 12' Jump Shot (4 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,12.91,Made,,,,,4.0,,,,,,,,,T. Maxey,1630178.0,1.0,,
29,PT09M35.00S,2022-11-19T00:49:45.8Z,1,REGULAR,3pt,Jump Shot,[],1626171,67.85479632063075,42.64705882352941,1610612749,4,7,2022-11-19T00:49:49Z,280000,False,-37.0,250.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,25.24,Missed,,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2022-11-19T00:49:47.8Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,4,7,2022-11-19T00:49:49Z,290000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M25.00S,2022-11-19T00:49:56.5Z,1,REGULAR,3pt,Jump Shot,[],203954,32.769382391590014,44.11764705882353,1610612755,7,7,2022-11-19T00:50:00Z,300000,False,29.0,256.0,1,left,J. Embiid 25' 3PT  (7 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,25.72,Made,,,,,7.0,,,,,,,,,T. Maxey,1630178.0,2.0,,
33,PT09M10.00S,2022-11-19T00:50:13.9Z,1,REGULAR,turnover,palming,[],203507,,,1610612749,7,7,2022-11-19T00:50:19Z,320000,False,,,0,,G. Antetokounmpo palming TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,101284.0,1.0,,,,,,,,,
34,PT08M56.00S,2022-11-19T00:50:36.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,23.570959264126145,89.4607843137255,1610612755,10,7,2022-11-19T00:50:40Z,330000,False,-197.0,169.0,1,left,T. Maxey 25' 3PT pullup (3 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.99,Made,,,,,3.0,,,,,,,,,,,,,
35,PT08M35.00S,2022-11-19T00:50:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,86.51445466491458,45.34313725490197,1610612749,10,9,2022-11-19T00:51:02Z,340000,False,-23.0,74.0,1,right,B. Portis 7' turnaround Jump Shot (4 PTS),[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,7.79,Made,,,,,4.0,,,,,,,,,,,,,
36,PT08M12.00S,2022-11-19T00:51:20.1Z,1,REGULAR,2pt,Jump Shot,[],203954,12.270039421813408,82.59803921568627,1610612755,10,9,2022-11-19T00:51:23Z,350000,False,-163.0,63.0,1,left,MISS J. Embiid 17' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left,17.47,Missed,,,,,,,,,,,,,,,,,,
37,PT08M09.00S,2022-11-19T00:51:23.1Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,10,9,2022-11-19T00:51:23Z,360000,False,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,
38,PT08M01.00S,2022-11-19T00:51:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.24507227332458,45.09803921568627,1610612749,10,9,2022-11-19T00:51:36Z,370000,False,-25.0,30.0,1,right,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 203954]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,Embiid,203954.0,,,,,,,,,,,
39,PT08M01.00S,2022-11-19T00:51:31.1Z,1,REGULAR,block,,[],203954,,,1610612749,10,9,2022-11-19T00:51:33Z,380000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT07M58.00S,2022-11-19T00:51:34.1Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,10,9,2022-11-19T00:51:36Z,390000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT07M56.00S,2022-11-19T00:51:36.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,5.831143232588701,50.49019607843137,1610612755,12,9,2022-11-19T00:51:42Z,400000,False,-2.0,2.0,1,left,T. Maxey running finger roll Layup (5 PTS) (D. Melton 1 AST),"[1630178, 1629001]",1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.34,Made,,,,,5.0,,,,,,,,,D. Melton,1629001.0,1.0,,
43,PT07M40.00S,2022-11-19T00:51:52.0Z,1,REGULAR,3pt,Jump Shot,[],201572,68.38042049934297,76.9607843137255,1610612749,12,12,2022-11-19T00:51:58Z,420000,False,135.0,245.0,1,right,B. Lopez 27' 3PT  (3 PTS) (J. Carter 1 AST),"[201572, 1628975]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.94,Made,,,,,3.0,,,,,,,,,J. Carter,1628975.0,1.0,,
45,PT07M12.00S,2022-11-19T00:52:19.6Z,1,REGULAR,2pt,Jump Shot,[],1629001,6.356767411300922,26.470588235294116,1610612755,12,12,2022-11-19T00:52:23Z,440000,False,118.0,7.0,1,left,MISS D. Melton 11' pullup Shot,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Mid-Range,8-16 Right,11.78,Missed,,,,,,,,,,,,,,,,,,
46,PT07M10.00S,2022-11-19T00:52:21.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,12,12,2022-11-19T00:52:23Z,450000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,45.0,3.0,3.0,0.0,,,,,,,,,,,,,,
47,PT07M04.00S,2022-11-19T00:52:28.7Z,1,REGULAR,3pt,Jump Shot,[],203507,66.67214191852825,61.27450980392157,1610612749,12,15,2022-11-19T00:52:32Z,460000,False,56.0,261.0,1,right,G. Antetokounmpo 26' 3PT pullup (8 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,26.68,Made,,,,,8.0,,,,,,,,,,,,,
48,PT06M50.00S,2022-11-19T00:52:42.2Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612755,12,15,2022-11-19T00:52:48Z,470000,False,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1628975]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,,Carter,1628975.0
49,PT06M50.00S,2022-11-19T00:52:42.2Z,1,REGULAR,steal,,[],1628975,,,1610612749,12,15,2022-11-19T00:52:44Z,480000,False,,,0,,J. Carter STEAL (1 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT06M46.00S,2022-11-19T00:52:49.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628975,72.7168199737188,13.235294117647058,1610612749,12,18,2022-11-19T00:55:29Z,490000,False,-184.0,204.0,1,right,J. Carter 27' 3PT  (3 PTS),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,27.46,Made,,,,,3.0,,,,,,,,,,,,,
51,PT06M32.00S,2022-11-19T00:53:05.1Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612755,12,18,2022-11-19T00:53:15Z,500000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Embiid 2 FT),"[201572, 203954]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627963.0,,1.0,0.0,Embiid,203954.0,,,,,
53,PT06M32.00S,2022-11-19T00:53:19.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,12,18,2022-11-19T00:53:19Z,520000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M32.00S,2022-11-19T00:56:30.2Z,1,REGULAR,substitution,out,[],201572,,,1610612755,12,18,2022-11-19T00:56:39Z,540000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M32.00S,2022-11-19T00:56:30.2Z,1,REGULAR,substitution,in,[],1629670,,,1610612755,12,18,2022-11-19T00:56:39Z,550000,False,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M32.00S,2022-11-19T00:56:54.7Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,12,18,2022-11-19T00:56:54Z,560000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
58,PT06M32.00S,2022-11-19T00:56:54.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,12,18,2022-11-19T00:56:54Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,
59,PT06M32.00S,2022-11-19T00:56:54.7Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,12,18,2022-11-19T00:57:18Z,580000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
60,PT06M30.00S,2022-11-19T00:56:56.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,12,18,2022-11-19T00:57:18Z,590000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,
61,PT06M09.00S,2022-11-19T00:57:45.8Z,1,REGULAR,3pt,Jump Shot,[],1630699,95.31865965834429,1.7156862745098067,1610612749,12,18,2022-11-19T00:57:51Z,600000,False,-241.0,-8.0,1,right,MISS M. Beauchamp 24' 3PT,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Left Corner 3,24+ Left,24.15,Missed,,,,,,,,,,,,,,,,,,
62,PT06M05.00S,2022-11-19T00:57:49.8Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,12,18,2022-11-19T00:57:51Z,610000,False,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,,,61.0,3.0,1.0,2.0,,,,,,,,,,,,,,
63,PT06M05.00S,2022-11-19T00:57:51.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,94.40999984741211,50.0,1610612749,12,20,2022-11-19T00:57:51Z,620000,False,0.0,0.0,1,right,B. Portis putback Layup (6 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,6.0,,,,,,,,,,,,,
64,PT05M55.00S,2022-11-19T00:58:00.4Z,1,REGULAR,3pt,Jump Shot,[],1627863,30.14126149802891,22.549019607843135,1610612755,15,20,2022-11-19T00:59:04Z,630000,False,137.0,231.0,1,left,D. House Jr. 26' 3PT pullup (3 PTS) (D. Melton 2 AST),"[1627863, 1629001]",1610612755.0,PHI,pullup,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,26.86,Made,,,,,3.0,,,,,,,,,D. Melton,1629001.0,2.0,,
66,PT05M32.00S,2022-11-19T00:58:23.5Z,1,REGULAR,3pt,Jump Shot,[],1626171,83.88633377135349,97.05882352941177,1610612749,15,23,2022-11-19T00:58:27Z,650000,False,235.0,99.0,1,right,B. Portis 25' 3PT  (9 PTS) (J. Nwora 1 AST),"[1626171, 1629670]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,25.53,Made,,,,,9.0,,,,,,,,,J. Nwora,1629670.0,1.0,,
68,PT05M16.00S,2022-11-19T00:58:38.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627863,6.619579500657039,47.79411764705882,1610612755,15,23,2022-11-19T00:58:43Z,670000,False,11.0,10.0,1,left,MISS D. House Jr. driving DUNK,[1627863],1610612755.0,PHI,driving,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
69,PT05M14.00S,2022-11-19T00:58:41.3Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612755,15,23,2022-11-19T00:58:41Z,680000,False,,,0,,D. Melton REBOUND (Off:1 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,68.0,2.0,1.0,1.0,,,,,,,,,,,,,,
70,PT05M07.00S,2022-11-19T00:58:49.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,35.79172141918528,51.71568627450981,1610612755,18,23,2022-11-19T00:58:53Z,690000,False,-9.0,284.0,1,left,T. Maxey 28' 3PT  (8 PTS) (D. House Jr. 1 AST),"[1630178, 1627863]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,28.4,Made,,,,,8.0,,,,,,,,,D. House Jr.,1627863.0,1.0,,
72,PT04M55.00S,2022-11-19T00:59:03.4Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,18,23,2022-11-19T00:59:10Z,710000,False,,,0,,G. Antetokounmpo offensive FOUL (1 PF),"[203507, 1630178]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,101284.0,,1.0,0.0,Maxey,1630178.0,,,,,
74,PT04M55.00S,2022-11-19T00:59:03.4Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,18,23,2022-11-19T00:59:03Z,730000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,101284.0,2.0,,,,,,,,,
75,PT04M55.00S,2022-11-19T00:59:11.1Z,1,REGULAR,substitution,out,[],200782,,,1610612755,18,23,2022-11-19T00:59:24Z,740000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M55.00S,2022-11-19T00:59:11.1Z,1,REGULAR,substitution,out,[],1630699,,,1610612755,18,23,2022-11-19T00:59:24Z,750000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M55.00S,2022-11-19T00:59:11.1Z,1,REGULAR,substitution,out,[],203507,,,1610612755,18,23,2022-11-19T00:59:24Z,760000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M55.00S,2022-11-19T00:59:11.1Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,18,23,2022-11-19T00:59:24Z,770000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M55.00S,2022-11-19T00:59:11.1Z,1,REGULAR,substitution,in,[],201572,,,1610612755,18,23,2022-11-19T00:59:24Z,780000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M55.00S,2022-11-19T00:59:11.1Z,1,REGULAR,substitution,in,[],1628960,,,1610612755,18,23,2022-11-19T00:59:24Z,790000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M44.00S,2022-11-19T00:59:43.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203954,22.38830486202366,49.754901960784316,1610612755,18,23,2022-11-19T00:59:47Z,800000,False,1.0,158.0,1,left,MISS J. Embiid 15' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,15.8,Missed,,,,,,,,,,,,,,,,,,
82,PT04M41.00S,2022-11-19T00:59:46.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,18,23,2022-11-19T00:59:47Z,810000,False,,,0,,B. Portis REBOUND (Off:2 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Center,,,81.0,4.0,2.0,2.0,,,,,,,,,,,,,,
