actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
443,PT06M59.00S,2022-11-05T00:33:57.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,33.590670170827856,57.107843137254896,1610612752,66,66,2022-11-05T00:34:08Z,4290000,-36.0,263.0,1,left,MISS J. Brunson 26' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,,,26.57,Missed,,,,,,,,,,
444,PT06M56.00S,2022-11-05T00:34:00.2Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,66,66,2022-11-05T00:34:02Z,4300000,,,0,,T. Harris REBOUND (Off:2 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,443.0,7.0,5.0,2.0,,,,,,
445,PT06M53.00S,2022-11-05T00:34:03.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,69.20170827858082,84.55882352941177,1610612755,66,66,2022-11-05T00:34:14Z,4310000,173.0,237.0,1,right,MISS D. Melton 29' running 3PT,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,29.33,Missed,,,,,,,,,,
446,PT06M49.00S,2022-11-05T00:34:07.7Z,3,REGULAR,rebound,offensive,[],200782,,,1610612755,66,66,2022-11-05T00:34:07Z,4320000,,,0,,P. Tucker REBOUND (Off:1 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,445.0,3.0,2.0,1.0,,,,,,
447,PT06M42.00S,2022-11-05T00:34:15.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,66.3107752956636,40.19607843137255,1610612755,69,66,2022-11-05T00:34:20Z,4330000,-49.0,264.0,1,right,T. Maxey 26' 3PT step back (27 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,26.87,Made,,,,,27.0,,,,,
448,PT06M16.00S,2022-11-05T00:34:41.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629628,13.485545335085414,51.225490196078425,1610612752,69,68,2022-11-05T00:34:46Z,4340000,-6.0,74.0,1,left,R. Barrett 7' driving Hook (19 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.45,Made,,,,,19.0,,,,,
449,PT05M58.00S,2022-11-05T00:34:57.8Z,3,REGULAR,3pt,Jump Shot,[],1630178,66.3107752956636,67.15686274509804,1610612755,69,68,2022-11-05T00:35:02Z,4350000,86.0,264.0,1,right,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,27.78,Missed,,,,,,,,,,
450,PT05M55.00S,2022-11-05T00:35:00.8Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,69,68,2022-11-05T00:35:02Z,4360000,,,0,,R. Barrett REBOUND (Off:0 Def:7),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,,,449.0,7.0,7.0,0.0,,,,,,
451,PT05M47.00S,2022-11-05T00:35:09.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,5.469776609724048,50.98039215686274,1610612752,69,70,2022-11-05T00:35:15Z,4370000,-5.0,-1.0,1,left,I. Hartenstein cutting DUNK (8 PTS) (R. Barrett 2 AST),"[1628392, 1629628]",1610612752.0,NYK,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,0.5,Made,,,,,8.0,R. Barrett,1629628.0,2.0,,
453,PT05M27.00S,2022-11-05T00:35:29.4Z,3,REGULAR,3pt,Jump Shot,[],202699,69.72733245729303,71.07843137254902,1610612755,69,70,2022-11-05T00:35:34Z,4390000,105.0,232.0,1,right,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.49,Missed,,,,,,,,,,
454,PT05M24.00S,2022-11-05T00:35:32.4Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,69,70,2022-11-05T00:35:34Z,4400000,,,0,,J. Brunson REBOUND (Off:1 Def:5),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,453.0,6.0,5.0,1.0,,,,,,
455,PT05M14.00S,2022-11-05T00:35:42.6Z,3,REGULAR,3pt,Jump Shot,[],1629628,33.065045992115635,67.8921568627451,1610612752,69,70,2022-11-05T00:35:47Z,4410000,-89.0,258.0,1,left,MISS R. Barrett 27' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,27.34,Missed,,,,,,,,,,
456,PT05M10.00S,2022-11-05T00:35:46.6Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,69,70,2022-11-05T00:35:47Z,4420000,,,0,,T. Maxey REBOUND (Off:1 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,455.0,3.0,2.0,1.0,,,,,,
457,PT05M03.00S,2022-11-05T00:35:58.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,69,70,2022-11-05T00:35:58Z,4430000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT05M03.00S,2022-11-05T00:38:30.9Z,3,REGULAR,substitution,out,[],1628973,,,1610612755,69,70,2022-11-05T00:38:33Z,4440000,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT05M03.00S,2022-11-05T00:38:30.9Z,3,REGULAR,substitution,in,[],1630193,,,1610612755,69,70,2022-11-05T00:38:33Z,4450000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M57.00S,2022-11-05T00:38:57.6Z,3,REGULAR,3pt,Jump Shot,[],1629001,80.1084099868594,97.30392156862744,1610612755,69,70,2022-11-05T00:39:09Z,4460000,237.0,134.0,1,right,MISS D. Melton 27' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,27.21,Missed,,,,,,,,,,
461,PT04M51.00S,2022-11-05T00:39:03.6Z,3,REGULAR,rebound,offensive,[],200782,,,1610612755,69,70,2022-11-05T00:39:09Z,4470000,,,0,,P. Tucker REBOUND (Off:2 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,460.0,4.0,2.0,2.0,,,,,,
462,PT04M51.00S,2022-11-05T00:39:03.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200782,94.40999984741211,50.0,1610612755,69,70,2022-11-05T00:39:03Z,4480000,0.0,0.0,1,right,MISS P. Tucker putback Layup - blocked,"[200782, 1628392]",1610612755.0,PHI,putback,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Left,,,,,,,,,0.0,Missed,,,,,,,,,Hartenstein,1628392.0
463,PT04M51.00S,2022-11-05T00:39:03.1Z,3,REGULAR,block,,[],1628392,,,1610612755,69,70,2022-11-05T00:39:04Z,4490000,,,0,,I. Hartenstein BLOCK (3 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
464,PT04M48.00S,2022-11-05T00:39:06.0Z,3,REGULAR,rebound,defensive,[],1629656,,,1610612752,69,70,2022-11-05T00:39:06Z,4500000,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,462.0,1.0,1.0,0.0,,,,,,
465,PT04M45.00S,2022-11-05T00:39:09.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203944,7.835085413929041,1.715686274509804,1610612752,69,70,2022-11-05T00:39:21Z,4510000,241.0,21.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,,,,,,24.23,Missed,,,,,,,,,,
466,PT04M41.00S,2022-11-05T00:39:13.0Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,69,70,2022-11-05T00:39:21Z,4520000,,,0,,T. Harris REBOUND (Off:2 Def:6),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,,,,,,,,465.0,8.0,6.0,2.0,,,,,,
467,PT04M27.00S,2022-11-05T00:39:26.6Z,3,REGULAR,3pt,Jump Shot,[],200782,85.75886990801577,97.79411764705883,1610612755,69,70,2022-11-05T00:39:32Z,4530000,239.0,81.0,1,right,MISS P. Tucker 25' 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,,,,,,,25.25,Missed,,,,,,,,,,
468,PT04M24.00S,2022-11-05T00:39:29.6Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,69,70,2022-11-05T00:39:32Z,4540000,,,0,,R. Barrett REBOUND (Off:0 Def:8),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,,,,,,467.0,8.0,8.0,0.0,,,,,,
469,PT04M21.00S,2022-11-05T00:39:33.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,6.389618922470433,43.872549019607845,1610612752,69,70,2022-11-05T00:39:41Z,4550000,31.0,8.0,1,left,MISS R. Barrett running Layup - blocked,"[1629628, 1629001]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,3.15,Missed,,,,,,,,,Melton,1629001.0
470,PT04M21.00S,2022-11-05T00:39:33.9Z,3,REGULAR,block,,[],1629001,,,1610612752,69,70,2022-11-05T00:39:36Z,4560000,,,0,,D. Melton BLOCK (2 BLK),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
471,PT04M18.00S,2022-11-05T00:39:36.9Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612755,69,70,2022-11-05T00:39:41Z,4570000,,,0,,D. Melton REBOUND (Off:3 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,469.0,4.0,1.0,3.0,,,,,,
472,PT04M16.00S,2022-11-05T00:39:40.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626149,94.56307490144546,52.69607843137255,1610612755,71,70,2022-11-05T00:39:46Z,4580000,13.0,-1.0,1,right,M. Harrell running Layup (12 PTS) (D. Melton 9 AST),"[1626149, 1629001]",1610612755.0,PHI,running,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,1.36,Made,,,,,12.0,D. Melton,1629001.0,9.0,,
474,PT04M16.00S,2022-11-05T00:39:43.1Z,3,REGULAR,foul,personal,['1freethrow'],1630193,,,1610612755,71,70,2022-11-05T00:39:52Z,4600000,,,0,,I. Quickley shooting personal FOUL (1 PF) (Harrell 1 FT),"[1630193, 1626149]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,203054.0,1.0,0.0,Harrell,1626149.0,,,,,,,,,,,,
476,PT04M16.00S,2022-11-05T00:39:56.2Z,3,REGULAR,substitution,out,[],1629001,,,1610612755,71,70,2022-11-05T00:40:01Z,4620000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M16.00S,2022-11-05T00:39:56.2Z,3,REGULAR,substitution,in,[],1629003,,,1610612755,71,70,2022-11-05T00:40:01Z,4630000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M16.00S,2022-11-05T00:40:24.0Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1626149,,,1610612755,72,70,2022-11-05T00:40:24Z,4640000,,,0,,M. Harrell Free Throw 1 of 1 (13 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,Made,,,,,13.0,,,,,
479,PT03M53.00S,2022-11-05T00:40:48.8Z,3,REGULAR,3pt,Jump Shot,[],203944,31.35676741130092,33.57843137254902,1610612752,72,70,2022-11-05T00:40:53Z,4650000,82.0,242.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.58,Missed,,,,,,,,,,
480,PT03M50.00S,2022-11-05T00:40:51.8Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612755,72,70,2022-11-05T00:40:53Z,4660000,,,0,,S. Milton REBOUND (Off:1 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,479.0,2.0,1.0,1.0,,,,,,
481,PT03M36.00S,2022-11-05T00:41:05.7Z,3,REGULAR,turnover,bad pass,[],1630178,,,1610612755,72,70,2022-11-05T00:41:09Z,4670000,,,0,,T. Maxey bad pass TURNOVER (3 TO),"[1630178, 1628392]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,3.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,
482,PT03M36.00S,2022-11-05T00:41:05.7Z,3,REGULAR,steal,,[],1628392,,,1610612752,72,70,2022-11-05T00:41:07Z,4680000,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
483,PT03M30.00S,2022-11-05T00:41:12.6Z,3,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612752,72,70,2022-11-05T00:41:24Z,4690000,,,0,,S. Milton shooting personal FOUL (3 PF) (Grimes 2 FT),"[1629003, 1629656]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,203054.0,3.0,1.0,Grimes,1629656.0,,,,,,,,,,,,
485,PT03M30.00S,2022-11-05T00:41:38.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629656,,,1610612752,72,71,2022-11-05T00:41:38Z,4710000,,,0,,Q. Grimes Free Throw 1 of 2 (1 PTS),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
486,PT03M30.00S,2022-11-05T00:41:42.2Z,3,REGULAR,substitution,out,[],1626149,,,1610612752,72,71,2022-11-05T00:41:48Z,4720000,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M30.00S,2022-11-05T00:41:42.2Z,3,REGULAR,substitution,out,[],200782,,,1610612752,72,71,2022-11-05T00:41:48Z,4730000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M30.00S,2022-11-05T00:41:42.2Z,3,REGULAR,substitution,out,[],1628392,,,1610612752,72,71,2022-11-05T00:41:48Z,4740000,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M30.00S,2022-11-05T00:41:42.2Z,3,REGULAR,substitution,in,[],1627777,,,1610612752,72,71,2022-11-05T00:41:48Z,4750000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT03M30.00S,2022-11-05T00:41:42.2Z,3,REGULAR,substitution,in,[],1630194,,,1610612752,72,71,2022-11-05T00:41:48Z,4760000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT03M30.00S,2022-11-05T00:41:42.2Z,3,REGULAR,substitution,in,[],1630579,,,1610612752,72,71,2022-11-05T00:41:48Z,4770000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT03M30.00S,2022-11-05T00:41:57.0Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629656,,,1610612752,72,72,2022-11-05T00:41:57Z,4780000,,,0,,Q. Grimes Free Throw 2 of 2 (2 PTS),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,Made,,,,,2.0,,,,,
493,PT03M16.00S,2022-11-05T00:42:14.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,92.85479632063075,53.18627450980392,1610612755,74,72,2022-11-05T00:42:18Z,4790000,16.0,15.0,1,right,T. Harris driving Layup (17 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,2.17,Made,,,,,17.0,,,,,
494,PT02M53.00S,2022-11-05T00:42:36.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,11.777266754270697,52.20588235294118,1610612752,74,72,2022-11-05T00:42:41Z,4800000,-11.0,58.0,1,left,MISS J. Randle Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.92,Missed,,,,,,,,,,
495,PT02M52.00S,2022-11-05T00:42:37.9Z,3,REGULAR,rebound,offensive,[],203944,,,1610612752,74,72,2022-11-05T00:42:41Z,4810000,,,0,,J. Randle REBOUND (Off:3 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,494.0,5.0,2.0,3.0,,,,,,
496,PT02M52.00S,2022-11-05T00:42:40.3Z,3,REGULAR,foul,personal,[],1630194,,,1610612752,74,72,2022-11-05T00:42:45Z,4820000,,,0,,P. Reed personal FOUL (1 PF),"[1630194, 203944]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Left,,,,101284.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,
498,PT02M52.00S,2022-11-05T00:42:48.0Z,3,REGULAR,substitution,out,[],203944,,,1610612752,74,72,2022-11-05T00:42:51Z,4840000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M52.00S,2022-11-05T00:42:48.0Z,3,REGULAR,substitution,in,[],1630167,,,1610612752,74,72,2022-11-05T00:42:51Z,4850000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M43.00S,2022-11-05T00:43:15.7Z,3,REGULAR,turnover,bad pass,[],1630193,,,1610612752,74,72,2022-11-05T00:43:20Z,4860000,,,0,,I. Quickley bad pass TURNOVER (3 TO),"[1630193, 1630194]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Center,3.0,Reed,1630194.0,,,,,,,,,,,,,,,,,
501,PT02M43.00S,2022-11-05T00:43:15.7Z,3,REGULAR,steal,,[],1630194,,,1610612755,74,72,2022-11-05T00:43:17Z,4870000,,,0,,P. Reed STEAL (4 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
502,PT02M27.00S,2022-11-05T00:43:32.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,87.99277266754271,49.50980392156863,1610612755,76,72,2022-11-05T00:43:37Z,4880000,-2.0,60.0,1,right,T. Harris 6' pullup Jump Shot (19 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.05,Made,,,,,19.0,,,,,
503,PT01M58.00S,2022-11-05T00:44:00.9Z,3,REGULAR,3pt,Jump Shot,[],1629628,33.590670170827856,37.254901960784316,1610612752,76,72,2022-11-05T00:44:41Z,4890000,64.0,263.0,1,left,MISS R. Barrett 27' 3PT - blocked,"[1629628, 202699]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,27.09,Missed,,,,,,,,,Harris,202699.0
504,PT01M58.00S,2022-11-05T00:44:00.9Z,3,REGULAR,block,,[],202699,,,1610612752,76,72,2022-11-05T00:44:03Z,4900000,,,0,,T. Harris BLOCK (2 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
505,PT01M58.00S,2022-11-05T00:44:00.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,76,72,2022-11-05T00:44:41Z,4910000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,503.0,,,,,,,,,
506,PT01M58.00S,2022-11-05T00:44:07.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612752,76,72,2022-11-05T00:44:15Z,4920000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,203593.0,,,,,,,,,,,,,,,,
507,PT01M58.00S,2022-11-05T00:44:14.8Z,3,REGULAR,substitution,out,[],1629656,,,1610612755,76,72,2022-11-05T00:44:22Z,4930000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT01M58.00S,2022-11-05T00:44:14.8Z,3,REGULAR,substitution,in,[],203095,,,1610612755,76,72,2022-11-05T00:44:22Z,4940000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT01M43.00S,2022-11-05T00:44:41.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,87.59855453350855,3.1862745098039214,1610612755,79,72,2022-11-05T00:44:46Z,4950000,-234.0,64.0,1,right,G. Niang 24' 3PT  (3 PTS) (T. Harris 3 AST),"[1627777, 202699]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,,,,,,24.27,Made,,,,,3.0,T. Harris,202699.0,3.0,,
511,PT01M22.00S,2022-11-05T00:45:01.7Z,3,REGULAR,3pt,Jump Shot,[],1630193,19.92444152431012,5.88235294117647,1610612752,79,72,2022-11-05T00:45:06Z,4970000,221.0,135.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.85,Missed,,,,,,,,,,
512,PT01M20.00S,2022-11-05T00:45:03.7Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,79,72,2022-11-05T00:45:06Z,4980000,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,511.0,2.0,2.0,0.0,,,,,,
513,PT01M03.00S,2022-11-05T00:45:21.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,94.1688567674113,55.392156862745104,1610612755,79,72,2022-11-05T00:45:26Z,4990000,27.0,2.0,1,right,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,2.71,Missed,,,,,,,,,,
514,PT01M00.00S,2022-11-05T00:45:24.3Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612752,79,72,2022-11-05T00:45:26Z,5000000,,,0,,I. Quickley REBOUND (Off:0 Def:5),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,513.0,5.0,5.0,0.0,,,,,,
515,PT00M57.70S,2022-11-05T00:45:29.2Z,3,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612752,79,72,2022-11-05T00:45:38Z,5010000,,,0,,G. Niang shooting personal FOUL (2 PF) (Barrett 2 FT),"[1627777, 1629628]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,203054.0,2.0,0.0,Barrett,1629628.0,,,,,,,,,,,,
517,PT00M57.70S,2022-11-05T00:45:54.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629628,,,1610612752,79,73,2022-11-05T00:45:54Z,5030000,,,0,,R. Barrett Free Throw 1 of 2 (20 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,Made,,,,,20.0,,,,,
518,PT00M57.70S,2022-11-05T00:45:55.8Z,3,REGULAR,substitution,out,[],202699,,,1610612752,79,73,2022-11-05T00:45:59Z,5040000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT00M57.70S,2022-11-05T00:45:55.8Z,3,REGULAR,substitution,in,[],1629680,,,1610612752,79,73,2022-11-05T00:45:59Z,5050000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT00M57.70S,2022-11-05T00:46:13.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629628,,,1610612752,79,74,2022-11-05T00:46:13Z,5060000,,,0,,R. Barrett Free Throw 2 of 2 (21 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,Made,,,,,21.0,,,,,
521,PT00M48.50S,2022-11-05T00:46:25.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,91.80354796320631,48.03921568627451,1610612755,81,74,2022-11-05T00:46:30Z,5070000,-10.0,25.0,1,right,S. Milton driving Layup (4 PTS),[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,,,,2.64,Made,,,,,4.0,,,,,
