actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
346,PT00M11.30S,2022-10-25T00:08:22.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,62,46,2022-10-25T00:08:26Z,3430000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Left Corner 3,24+ Left,,,345.0,,,,,,,,,,,,,,,,,
348,PT00M11.30S,2022-10-25T00:08:38.3Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,62,46,2022-10-25T00:08:41Z,3450000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M11.30S,2022-10-25T00:08:38.3Z,2,REGULAR,substitution,in,[],1627777,,,1610612755,62,46,2022-10-25T00:08:41Z,3460000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M11.30S,2022-10-25T00:08:43.4Z,2,REGULAR,substitution,out,[],1630169,,,1610612755,62,46,2022-10-25T00:08:50Z,3470000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M11.30S,2022-10-25T00:08:43.4Z,2,REGULAR,substitution,in,[],1630174,,,1610612755,62,46,2022-10-25T00:08:50Z,3480000,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M11.30S,2022-10-25T00:09:02.3Z,2,REGULAR,substitution,out,[],1627741,,,1610612755,62,46,2022-10-25T00:09:05Z,3490000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M11.30S,2022-10-25T00:09:02.3Z,2,REGULAR,substitution,in,[],204456,,,1610612755,62,46,2022-10-25T00:09:05Z,3500000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M03.70S,2022-10-25T00:09:25.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612755,62,46,2022-10-25T00:09:40Z,3510000,,,0,,J. Smith shooting personal FOUL (2 PF) (Harden 2 FT),"[1630188, 201935]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1148.0,,,2.0,0.0,Harden,201935.0
357,PT00M03.70S,2022-10-25T00:09:56.5Z,2,REGULAR,substitution,out,[],1630678,,,1610612755,62,46,2022-10-25T00:10:06Z,3540000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M03.70S,2022-10-25T00:09:56.5Z,2,REGULAR,substitution,out,[],204456,,,1610612755,62,46,2022-10-25T00:10:06Z,3550000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT00M03.70S,2022-10-25T00:09:56.5Z,2,REGULAR,substitution,in,[],1630169,,,1610612755,62,46,2022-10-25T00:10:06Z,3560000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT00M03.70S,2022-10-25T00:09:56.5Z,2,REGULAR,substitution,in,[],1627741,,,1610612755,62,46,2022-10-25T00:10:06Z,3570000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT00M03.70S,2022-10-25T00:10:28.2Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,62,46,2022-10-25T00:10:49Z,3580000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT00M03.70S,2022-10-25T00:10:28.2Z,2,REGULAR,substitution,out,[],1630174,,,1610612755,62,46,2022-10-25T00:10:49Z,3590000,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT00M03.70S,2022-10-25T00:10:28.2Z,2,REGULAR,substitution,in,[],1630194,,,1610612755,62,46,2022-10-25T00:10:49Z,3610000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT00M03.70S,2022-10-25T00:10:28.2Z,2,REGULAR,substitution,in,[],1631097,,,1610612755,62,46,2022-10-25T00:10:49Z,3620000,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M03.70S,2022-10-25T00:10:29.7Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,63,46,2022-10-25T00:17:11Z,3632500,,,0,,J. Harden Free Throw 1 of 2 (12 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
367,PT00M03.70S,2022-10-25T00:10:29.7Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,64,46,2022-10-25T00:17:11Z,3633750,,,0,,J. Harden Free Throw 2 of 2 (13 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
368,PT00M00.40S,2022-10-25T00:10:52.9Z,2,REGULAR,3pt,Jump Shot,[],1630188,56.718134034165566,17.892156862745097,1610612754,64,46,2022-10-25T00:11:54Z,3635000,-161.0,354.0,1,right,MISS J. Smith 38' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,38.9,Missed,,,,,,,,,,,,,,,,,,
369,PT00M00.10S,2022-10-25T00:10:53.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,64,46,2022-10-25T00:11:54Z,3637500,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,368.0,,,,,,,,,,,,,,,,,
370,PT00M00.00S,2022-10-25T00:11:12.1Z,2,REGULAR,period,end,[],0,,,1610612754,64,46,2022-10-25T00:11:12Z,3670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2022-10-25T00:25:15.7Z,3,REGULAR,substitution,out,['startperiod'],1629001,,,1610612754,64,46,2022-10-25T00:26:03Z,3680000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2022-10-25T00:25:15.7Z,3,REGULAR,substitution,out,['startperiod'],1627863,,,1610612754,64,46,2022-10-25T00:26:03Z,3690000,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2022-10-25T00:25:15.7Z,3,REGULAR,substitution,out,['startperiod'],1630194,,,1610612754,64,46,2022-10-25T00:26:03Z,3700000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2022-10-25T00:25:15.7Z,3,REGULAR,substitution,out,['startperiod'],1629614,,,1610612754,64,46,2022-10-25T00:26:03Z,3710000,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2022-10-25T00:25:15.7Z,3,REGULAR,substitution,in,['startperiod'],203954,,,1610612754,64,46,2022-10-25T00:26:03Z,3740000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2022-10-25T00:25:15.7Z,3,REGULAR,substitution,in,['startperiod'],202699,,,1610612754,64,46,2022-10-25T00:26:03Z,3750000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2022-10-25T00:25:15.7Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612754,64,46,2022-10-25T00:26:03Z,3760000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2022-10-25T00:25:15.7Z,3,REGULAR,substitution,in,['startperiod'],1630543,,,1610612754,64,46,2022-10-25T00:26:03Z,3780000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-10-25T00:25:15.7Z,3,REGULAR,substitution,out,['startperiod'],1631097,,,1610612754,64,46,2022-10-25T00:45:59Z,3790000,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-10-25T00:25:15.7Z,3,REGULAR,substitution,in,['startperiod'],1630174,,,1610612754,64,46,2022-10-25T00:45:59Z,3795000,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2022-10-25T00:26:10.3Z,3,REGULAR,period,start,[],0,,,1610612754,64,46,2022-10-25T00:26:10Z,3800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT11M40.00S,2022-10-25T00:26:29.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,16.245072273324574,46.32352941176471,1610612754,64,48,2022-10-25T00:26:39Z,3810000,18.0,100.0,1,left,T. Haliburton 10' driving floating Jump Shot (6 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,10.19,Made,,,,,6.0,,,,,,,,,,,,,
385,PT11M38.00S,2022-10-25T00:26:37.1Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612755,64,48,2022-10-25T00:27:17Z,3820000,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,203177.0,,,,,,
386,PT11M22.00S,2022-10-25T00:26:54.6Z,3,REGULAR,2pt,Hook,[],203954,75.24638633377135,57.35294117647059,1610612755,64,48,2022-10-25T00:27:23Z,3830000,37.0,180.0,1,right,MISS J. Embiid 18' turnaround bank Hook,[203954],1610612755.0,PHI,turnaround bank,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,18.39,Missed,,,,,,,,,,,,,,,,,,
387,PT11M19.00S,2022-10-25T00:26:57.6Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,64,48,2022-10-25T00:26:57Z,3840000,,,0,,J. Smith REBOUND (Off:2 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Center,,,386.0,6.0,4.0,2.0,,,,,,,,,,,,,,
388,PT11M14.00S,2022-10-25T00:27:06.5Z,3,REGULAR,foul,personal,['2freethrow'],202699,,,1610612754,64,48,2022-10-25T00:27:17Z,3850000,,,0,,T. Harris shooting personal FOUL (3 PF) (Jackson 2 FT),"[202699, 1630543]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203177.0,,,3.0,0.0,Jackson,1630543.0
390,PT11M14.00S,2022-10-25T00:27:31.5Z,3,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,64,49,2022-10-25T00:27:31Z,3870000,,,0,,I. Jackson Free Throw 1 of 2 (1 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
391,PT11M14.00S,2022-10-25T00:27:47.3Z,3,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,64,50,2022-10-25T00:27:47Z,3880000,,,0,,I. Jackson Free Throw 2 of 2 (2 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
392,PT11M03.00S,2022-10-25T00:28:02.2Z,3,REGULAR,turnover,bad pass,[],1630178,,,1610612755,64,50,2022-10-25T00:28:06Z,3890000,,,0,,T. Maxey bad pass TURNOVER (2 TO),"[1630178, 1630543]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,Jackson,1630543.0,,,,,,,
393,PT11M03.00S,2022-10-25T00:28:02.2Z,3,REGULAR,steal,,[],1630543,,,1610612754,64,50,2022-10-25T00:28:04Z,3900000,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
394,PT10M58.00S,2022-10-25T00:28:07.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,22.815374507227332,10.784313725490197,1610612754,64,50,2022-10-25T00:28:29Z,3910000,196.0,162.0,1,left,MISS B. Hield 25' running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
395,PT10M54.00S,2022-10-25T00:28:16.1Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612754,64,50,2022-10-25T00:28:16Z,3920000,,,0,,J. Smith REBOUND (Off:3 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,394.0,7.0,4.0,3.0,,,,,,,,,,,,,,
396,PT10M54.00S,2022-10-25T00:28:16.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630188,5.590000152587891,50.0,1610612754,64,50,2022-10-25T00:28:16Z,3930000,0.0,0.0,1,left,MISS J. Smith putback Layup - blocked,"[1630188, 203954]",1610612754.0,IND,putback,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,Embiid,203954.0,,,,
397,PT10M54.00S,2022-10-25T00:28:16.1Z,3,REGULAR,block,,[],203954,,,1610612754,64,50,2022-10-25T00:28:17Z,3940000,,,0,,J. Embiid BLOCK (3 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
398,PT10M54.00S,2022-10-25T00:28:18.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,64,50,2022-10-25T00:28:18Z,3950000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Left,,,396.0,,,,,,,,,,,,,,,,,
400,PT10M49.00S,2022-10-25T00:28:32.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630174,24.26084099868594,11.519607843137255,1610612754,64,50,2022-10-25T00:28:38Z,3970000,192.0,176.0,1,left,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
401,PT10M45.00S,2022-10-25T00:28:36.5Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612754,64,50,2022-10-25T00:28:38Z,3980000,,,0,,J. Smith REBOUND (Off:4 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,400.0,8.0,4.0,4.0,,,,,,,,,,,,,,
402,PT10M44.00S,2022-10-25T00:28:38.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627741,31.488173455978973,27.205882352941174,1610612754,64,50,2022-10-25T00:28:43Z,3990000,114.0,243.0,1,left,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.89,Missed,,,,,,,,,,,,,,,,,,
403,PT10M41.00S,2022-10-25T00:28:40.7Z,3,REGULAR,rebound,defensive,[],200782,,,1610612755,64,50,2022-10-25T00:28:40Z,4000000,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,402.0,2.0,1.0,1.0,,,,,,,,,,,,,,
404,PT10M28.00S,2022-10-25T00:28:53.6Z,3,REGULAR,3pt,Jump Shot,[],203954,70.12155059132719,18.137254901960784,1610612755,67,50,2022-10-25T00:28:58Z,4010000,-159.0,228.0,1,right,J. Embiid 27' 3PT  (12 PTS) (J. Harden 8 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,27.85,Made,,,,,12.0,J. Harden,201935.0,8.0,,,,,,,,,,
406,PT10M19.00S,2022-10-25T00:29:03.1Z,3,REGULAR,turnover,bad pass,[],1630169,,,1610612754,67,50,2022-10-25T00:29:07Z,4030000,,,0,,T. Haliburton bad pass TURNOVER (4 TO),"[1630169, 203954]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,4.0,Embiid,203954.0,,,,,,,
407,PT10M19.00S,2022-10-25T00:29:03.1Z,3,REGULAR,steal,,[],203954,,,1610612755,67,50,2022-10-25T00:29:04Z,4040000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
409,PT10M11.00S,2022-10-25T00:29:53.4Z,3,REGULAR,jumpball,recovered,[],202699,,,1610612755,67,50,2022-10-25T00:30:00Z,4060000,,,0,,Jump Ball J. Embiid vs. I. Jackson: Tip to T. Harris,"[202699, 203954, 1630543]",1610612755.0,PHI,unclearpass,T. Harris,202699.0,Harris,T. Harris,Embiid,203954.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,,,,,,
412,PT10M02.00S,2022-10-25T00:30:03.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,83.39356110381078,38.23529411764706,1610612755,69,50,2022-10-25T00:30:08Z,4090000,-59.0,104.0,1,right,T. Harris 11' turnaround fadeaway Jump Shot (12 PTS),[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,11.91,Made,,,,,12.0,,,,,,,,,,,,,
414,PT09M42.00S,2022-10-25T00:30:27.5Z,3,REGULAR,foul,personal,['2freethrow'],200782,,,1610612754,69,50,2022-10-25T00:30:36Z,4110000,,,0,,P. Tucker shooting personal FOUL (2 PF) (Jackson 2 FT),"[200782, 1630543]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1148.0,,,2.0,0.0,Jackson,1630543.0
416,PT09M42.00S,2022-10-25T00:30:58.6Z,3,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,69,51,2022-10-25T00:30:58Z,4130000,,,0,,I. Jackson Free Throw 1 of 2 (3 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
417,PT09M42.00S,2022-10-25T00:30:58.6Z,3,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,69,51,2022-10-25T00:31:17Z,4140000,,,0,,MISS I. Jackson Free Throw 2 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
418,PT09M40.00S,2022-10-25T00:31:00.6Z,3,REGULAR,rebound,defensive,[],200782,,,1610612755,69,51,2022-10-25T00:31:17Z,4150000,,,0,,P. Tucker REBOUND (Off:1 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,417.0,3.0,2.0,1.0,,,,,,,,,,,,,,
419,PT09M31.00S,2022-10-25T00:31:27.7Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612755,69,51,2022-10-25T00:31:35Z,4160000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630174, 203954]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1148.0,,,1.0,0.0,Embiid,203954.0
421,PT09M31.00S,2022-10-25T00:32:02.5Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,70,51,2022-10-25T00:32:02Z,4180000,,,0,,J. Embiid Free Throw 1 of 2 (13 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
422,PT09M31.00S,2022-10-25T00:32:25.8Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,71,51,2022-10-25T00:32:25Z,4190000,,,0,,J. Embiid Free Throw 2 of 2 (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
423,PT09M22.00S,2022-10-25T00:32:37.2Z,3,REGULAR,3pt,Jump Shot,[],1630169,29.517082785808146,75.0,1610612754,71,54,2022-10-25T00:32:43Z,4200000,-125.0,225.0,1,left,T. Haliburton 25' 3PT pullup (9 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,25.74,Made,,,,,9.0,,,,,,,,,,,,,
424,PT09M00.00S,2022-10-25T00:32:57.7Z,3,REGULAR,3pt,Jump Shot,[],202699,82.34231274638634,5.392156862745098,1610612755,71,54,2022-10-25T00:33:02Z,4210000,-223.0,113.0,1,right,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,25.02,Missed,,,,,,,,,,,,,,,,,,
425,PT08M59.00S,2022-10-25T00:32:58.7Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,71,54,2022-10-25T00:33:02Z,4220000,,,0,,J. Smith REBOUND (Off:4 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,424.0,9.0,5.0,4.0,,,,,,,,,,,,,,
426,PT08M53.00S,2022-10-25T00:33:05.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630174,6.258212877792378,49.26470588235294,1610612754,71,56,2022-10-25T00:33:13Z,4230000,4.0,6.0,1,left,A. Nesmith running reverse Layup (6 PTS) (T. Haliburton 9 AST),"[1630174, 1630169]",1610612754.0,IND,running reverse,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,6.0,T. Haliburton,1630169.0,9.0,,,,,,,,,,
428,PT08M38.00S,2022-10-25T00:33:22.3Z,3,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612755,71,56,2022-10-25T00:33:35Z,4250000,,,0,,I. Jackson shooting personal FOUL (4 PF) (Embiid 2 FT),"[1630543, 203954]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203177.0,,,4.0,0.0,Embiid,203954.0
430,PT08M38.00S,2022-10-25T00:33:49.1Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,72,56,2022-10-25T00:33:49Z,4270000,,,0,,J. Embiid Free Throw 1 of 2 (15 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
431,PT08M38.00S,2022-10-25T00:33:51.3Z,3,REGULAR,substitution,out,[],1630543,,,1610612755,72,56,2022-10-25T00:33:54Z,4280000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT08M38.00S,2022-10-25T00:33:51.3Z,3,REGULAR,substitution,in,[],1629048,,,1610612755,72,56,2022-10-25T00:33:54Z,4290000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT08M38.00S,2022-10-25T00:34:13.0Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,73,56,2022-10-25T00:34:13Z,4300000,,,0,,J. Embiid Free Throw 2 of 2 (16 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
434,PT08M14.00S,2022-10-25T00:34:38.9Z,3,REGULAR,3pt,Jump Shot,[],1630169,32.802233902759525,28.676470588235293,1610612754,73,59,2022-10-25T00:34:44Z,4310000,107.0,256.0,1,left,T. Haliburton 27' 3PT pullup (12 PTS) (J. Smith 1 AST),"[1630169, 1630188]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,27.71,Made,,,,,12.0,J. Smith,1630188.0,1.0,,,,,,,,,,
436,PT07M44.00S,2022-10-25T00:35:11.2Z,3,REGULAR,foul,personal,[],1630174,,,1610612755,73,59,2022-10-25T00:35:27Z,4330000,,,0,,A. Nesmith personal FOUL (2 PF),"[1630174, 202699]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1148.0,,,2.0,0.0,Harris,202699.0
438,PT07M36.00S,2022-10-25T00:35:44.0Z,3,REGULAR,2pt,Jump Shot,[],201935,80.76544021024968,67.64705882352942,1610612755,73,59,2022-10-25T00:35:49Z,4350000,88.0,128.0,1,right,MISS J. Harden 15' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,15.57,Missed,,,,,,,,,,,,,,,,,,
439,PT07M33.00S,2022-10-25T00:35:47.0Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,73,59,2022-10-25T00:35:49Z,4360000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Right,,,438.0,3.0,3.0,0.0,,,,,,,,,,,,,,
440,PT07M18.00S,2022-10-25T00:36:02.3Z,3,REGULAR,3pt,Jump Shot,[],1630174,5.863994743758213,98.2843137254902,1610612754,73,59,2022-10-25T00:36:07Z,4370000,-241.0,3.0,1,left,MISS A. Nesmith 24' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,24.14,Missed,,,,,,,,,,,,,,,,,,
