actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
21,PT09M44.00S,2024-11-14T00:13:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641783,89.56964520367937,41.911764705882355,1610612753,8,7,2024-11-14T00:34:07Z,200000,False,-40.0,46.0,1,right,MISS T. da Silva 6' driving Layup - blocked,"[1641783, 1641767]",1610612753.0,ORL,driving,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,Sheppard,1641767.0,,,,,,,,
22,PT09M44.00S,2024-11-14T00:13:10.3Z,1,REGULAR,block,,[],1641767,,,1610612753,8,7,2024-11-14T00:13:12Z,210000,False,,,0,,B. Sheppard BLOCK (1 BLK),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT09M43.00S,2024-11-14T00:13:11.3Z,1,REGULAR,rebound,offensive,[],1641783,,,1610612753,8,7,2024-11-14T00:34:17Z,220000,False,,,0,,T. da Silva REBOUND (Off:1 Def:0),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,
84,PT09M41.00S,2024-11-14T00:13:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641783,91.40932982917214,48.77450980392157,1610612753,8,7,2024-11-14T00:34:29Z,225000,False,-6.0,28.0,1,right,MISS T. da Silva tip Layup,[1641783],1610612753.0,ORL,tip,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
85,PT09M40.00S,2024-11-14T00:13:13.5Z,1,REGULAR,rebound,offensive,[],1641783,,,1610612753,8,7,2024-11-14T00:34:29Z,227500,False,,,0,,T. da Silva REBOUND (Off:2 Def:0),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,,84.0,2.0,0.0,2.0,,,,,,,,,,
24,PT09M40.00S,2024-11-14T00:13:14.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641783,89.56964520367937,47.05882352941176,1610612753,8,7,2024-11-14T00:34:44Z,230000,False,-15.0,46.0,1,right,MISS T. da Silva putback Layup,[1641783],1610612753.0,ORL,putback,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,,,,,,,,,,
25,PT09M38.00S,2024-11-14T00:13:16.7Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,8,7,2024-11-14T00:34:44Z,240000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M28.00S,2024-11-14T00:13:22.7Z,1,REGULAR,3pt,Jump Shot,[],1631097,31.488173455978973,45.09803921568628,1610612754,8,7,2024-11-14T00:14:00Z,250000,False,25.0,243.0,1,left,MISS B. Mathurin 24' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,24.47,Missed,,,,,,,,,,,,,,,,,,
27,PT09M28.00S,2024-11-14T00:13:22.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612753,8,7,2024-11-14T00:13:28Z,260000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M07.00S,2024-11-14T00:13:43.8Z,1,REGULAR,2pt,Jump Shot,[],1630591,79.188567674113,62.99019607843137,1610612753,8,7,2024-11-14T00:13:48Z,270000,False,65.0,143.0,1,right,MISS J. Suggs 15' pullup Shot,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Center,15.72,Missed,,,,,,,,,,,,,,,,,,
29,PT09M07.00S,2024-11-14T00:13:43.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,8,7,2024-11-14T00:13:48Z,280000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,
30,PT08M48.00S,2024-11-14T00:14:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,18.2161629434954,38.48039215686275,1610612754,8,9,2024-11-14T00:14:09Z,290000,False,58.0,119.0,1,left,P. Siakam 13' turnaround fadeaway Jump Shot (2 PTS),[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,13.19,Made,2.0,,,,,,,,,,,,,,,,,
31,PT08M24.00S,2024-11-14T00:14:26.8Z,1,REGULAR,3pt,Jump Shot,[],1630591,69.33311432325887,16.666666666666664,1610612753,8,9,2024-11-14T00:14:39Z,300000,False,-167.0,236.0,1,right,MISS J. Suggs 28' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,28.88,Missed,,,,,,,,,,,,,,,,,,
32,PT08M21.00S,2024-11-14T00:14:29.8Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,8,9,2024-11-14T00:14:39Z,310000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,,,
33,PT08M15.00S,2024-11-14T00:14:37.6Z,1,REGULAR,turnover,out-of-bounds,[],1629048,,,1610612753,8,9,2024-11-14T00:14:47Z,320000,False,,,0,,G. Bitadze lost ball out-of-bounds TURNOVER (1 TO),[1629048],1610612753.0,ORL,lost ball,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200832.0,1.0,,,,,,
34,PT08M01.00S,2024-11-14T00:15:00.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626167,25.57490144546649,30.88235294117647,1610612754,8,11,2024-11-14T00:15:04Z,330000,False,96.0,188.0,1,left,M. Turner 21' Jump Shot (5 PTS) (T. Haliburton 3 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Right Center,21.08,Made,5.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,,,
36,PT07M47.00S,2024-11-14T00:15:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.24901445466492,57.107843137254896,1610612753,10,11,2024-11-14T00:15:22Z,350000,False,36.0,11.0,1,right,F. Wagner driving Layup (5 PTS) (G. Bitadze 1 AST),"[1630532, 1629048]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.72,Made,5.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,,,,
38,PT07M47.00S,2024-11-14T00:15:17.7Z,1,REGULAR,foul,personal,['1freethrow'],1631097,,,1610612753,10,11,2024-11-14T00:15:34Z,370000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Wagner 1 FT),"[1631097, 1630532]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2005.0,,1.0,0.0,Wagner,1630532.0,,
40,PT07M47.00S,2024-11-14T00:15:46.2Z,1,REGULAR,freethrow,1 of 1,[],1630532,,,1610612753,11,11,2024-11-14T00:15:50Z,390000,False,,,0,,F. Wagner Free Throw 1 of 1 (6 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
41,PT07M35.00S,2024-11-14T00:15:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,8.09789750328515,56.372549019607845,1610612754,11,11,2024-11-14T00:16:07Z,400000,False,-32.0,24.0,1,left,MISS B. Sheppard driving Layup,[1641767],1610612754.0,IND,driving,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,,
42,PT07M33.00S,2024-11-14T00:16:01.6Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,11,11,2024-11-14T00:16:01Z,410000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,41.0,3.0,2.0,1.0,,,,,,,,,,
44,PT07M27.00S,2024-11-14T00:16:07.3Z,1,REGULAR,turnover,lost ball,[],1629048,,,1610612753,11,11,2024-11-14T00:16:13Z,430000,False,,,0,,G. Bitadze lost ball TURNOVER (2 TO),"[1629048, 1641767]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,,,,,Sheppard,1641767.0
45,PT07M27.00S,2024-11-14T00:16:07.3Z,1,REGULAR,steal,,[],1641767,,,1610612754,11,11,2024-11-14T00:16:09Z,440000,False,,,0,,B. Sheppard STEAL (1 STL),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT07M25.00S,2024-11-14T00:16:09.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626167,7.835085413929041,44.36274509803921,1610612754,11,11,2024-11-14T00:16:17Z,450000,False,28.0,21.0,1,left,MISS M. Turner driving Layup - blocked,"[1626167, 1630591]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,Suggs,1630591.0,,,,,,,,
47,PT07M25.00S,2024-11-14T00:16:09.6Z,1,REGULAR,block,,[],1630591,,,1610612754,11,11,2024-11-14T00:16:11Z,460000,False,,,0,,J. Suggs BLOCK (1 BLK),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M22.00S,2024-11-14T00:16:12.6Z,1,REGULAR,rebound,defensive,[],203484,,,1610612753,11,11,2024-11-14T00:16:17Z,470000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,
49,PT07M19.00S,2024-11-14T00:16:15.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,71.56701708278581,22.54901960784314,1610612753,11,11,2024-11-14T00:16:24Z,480000,False,-137.0,215.0,1,right,MISS F. Wagner 25' running 3PT,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
50,PT07M19.00S,2024-11-14T00:16:15.9Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,11,11,2024-11-14T00:16:24Z,490000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,
51,PT07M11.00S,2024-11-14T00:16:24.1Z,1,REGULAR,2pt,Jump Shot,[],1631097,5.601182654402102,22.058823529411764,1610612754,11,13,2024-11-14T00:16:29Z,500000,False,140.0,0.0,1,left,B. Mathurin 13' pullup Jump Shot (6 PTS) (T. Haliburton 4 AST),"[1631097, 1630169]",1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,13.97,Made,6.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,,,,
53,PT06M43.00S,2024-11-14T00:16:51.0Z,1,REGULAR,3pt,Jump Shot,[],1630532,68.28186596583443,71.56862745098039,1610612753,14,13,2024-11-14T00:16:57Z,520000,False,108.0,246.0,1,right,F. Wagner 26' 3PT step back (9 PTS) (T. da Silva 2 AST),"[1630532, 1641783]",1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,26.83,Made,9.0,T. da Silva,1641783.0,2.0,,,,,,,,,,,,,,
55,PT06M31.00S,2024-11-14T00:17:04.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,7.30946123521682,51.470588235294116,1610612754,14,13,2024-11-14T00:17:09Z,540000,False,-7.0,16.0,1,left,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,,
56,PT06M28.00S,2024-11-14T00:17:07.1Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,14,13,2024-11-14T00:17:09Z,550000,False,,,0,,T. da Silva REBOUND (Off:2 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,,55.0,3.0,1.0,2.0,,,,,,,,,,
57,PT06M24.00S,2024-11-14T00:17:11.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,91.67214191852825,48.77450980392157,1610612753,16,13,2024-11-14T00:19:36Z,560000,False,-6.0,26.0,1,right,G. Bitadze cutting DUNK (4 PTS) (T. da Silva 3 AST),"[1629048, 1641783]",1610612753.0,ORL,cutting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.65,Made,4.0,T. da Silva,1641783.0,3.0,,,,,,,,,,,,,,
59,PT06M12.00S,2024-11-14T00:17:22.5Z,1,REGULAR,3pt,Jump Shot,[],1627783,25.706307490144546,12.254901960784313,1610612754,16,16,2024-11-14T00:17:27Z,580000,False,189.0,189.0,1,left,P. Siakam 26' 3PT  (5 PTS) (T. Haliburton 5 AST),"[1627783, 1630169]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,26.71,Made,5.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,,,,
61,PT05M46.00S,2024-11-14T00:17:48.2Z,1,REGULAR,3pt,Jump Shot,[],1630591,71.30420499342969,80.3921568627451,1610612753,16,16,2024-11-14T00:19:59Z,600000,False,152.0,217.0,1,right,MISS J. Suggs 26' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,,
62,PT05M41.00S,2024-11-14T00:17:53.2Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,16,16,2024-11-14T00:17:54Z,610000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,
63,PT05M30.00S,2024-11-14T00:18:03.9Z,1,REGULAR,3pt,Jump Shot,[],1631097,30.305519053876477,74.26470588235294,1610612754,16,16,2024-11-14T00:18:11Z,620000,False,-121.0,232.0,1,left,MISS B. Mathurin 26' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
64,PT05M27.00S,2024-11-14T00:18:06.9Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,16,16,2024-11-14T00:18:11Z,630000,False,,,0,,T. da Silva REBOUND (Off:2 Def:2),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,,,,,,,63.0,4.0,2.0,2.0,,,,,,,,,,
65,PT05M20.00S,2024-11-14T00:18:13.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630591,90.48948751642575,61.029411764705884,1610612753,16,16,2024-11-14T01:11:47Z,640000,False,55.0,37.0,1,right,MISS J. Suggs 6' running Layup,[1630591],1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,6.63,Missed,,,,,,,,,,,,,,,,,,
66,PT05M19.00S,2024-11-14T00:18:14.9Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,16,16,2024-11-14T00:18:19Z,650000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,
67,PT05M08.00S,2024-11-14T00:18:27.3Z,1,REGULAR,3pt,Jump Shot,[],1641767,5.995400788436268,3.6764705882352944,1610612754,16,16,2024-11-14T00:18:32Z,660000,False,232.0,4.0,1,left,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
68,PT05M05.00S,2024-11-14T00:18:30.3Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,16,16,2024-11-14T00:18:32Z,670000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:3),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Right Corner 3,24+ Right,,,,,,,67.0,4.0,3.0,1.0,,,,,,,,,,
69,PT04M50.00S,2024-11-14T00:18:44.3Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,16,16,2024-11-14T00:18:49Z,680000,False,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 1626167]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,,,,,Turner,1626167.0
70,PT04M50.00S,2024-11-14T00:18:44.3Z,1,REGULAR,steal,,[],1626167,,,1610612754,16,16,2024-11-14T00:18:46Z,690000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
71,PT04M47.00S,2024-11-14T00:18:48.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641767,5.995400788436268,50.98039215686274,1610612754,16,18,2024-11-14T00:19:04Z,700000,False,-5.0,4.0,1,left,B. Sheppard running Layup (2 PTS) (T. Haliburton 6 AST),"[1641767, 1630169]",1610612754.0,IND,running,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,,,,,
73,PT04M47.00S,2024-11-14T00:18:52.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,16,18,2024-11-14T00:18:52Z,720000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M47.00S,2024-11-14T00:18:54.2Z,1,REGULAR,substitution,out,[],1629048,,,1610612753,16,18,2024-11-14T00:21:45Z,730000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M47.00S,2024-11-14T00:18:54.2Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,16,18,2024-11-14T00:21:45Z,740000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M47.00S,2024-11-14T00:18:54.2Z,1,REGULAR,substitution,out,[],1641783,,,1610612753,16,18,2024-11-14T00:21:45Z,750000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M47.00S,2024-11-14T00:18:54.2Z,1,REGULAR,substitution,out,[],1641767,,,1610612753,16,18,2024-11-14T00:21:45Z,760000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M47.00S,2024-11-14T00:18:54.2Z,1,REGULAR,substitution,out,[],1627783,,,1610612753,16,18,2024-11-14T00:21:45Z,770000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M47.00S,2024-11-14T00:18:54.2Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,16,18,2024-11-14T00:21:45Z,780000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M47.00S,2024-11-14T00:18:54.2Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,16,18,2024-11-14T00:21:45Z,790000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M47.00S,2024-11-14T00:18:54.2Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,16,18,2024-11-14T00:21:45Z,800000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M47.00S,2024-11-14T00:18:54.2Z,1,REGULAR,substitution,in,[],204456,,,1610612753,16,18,2024-11-14T00:21:45Z,810000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
