actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
337,PT10M17.00S,2024-11-16T00:13:47.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203954,75.03285151116951,94.33976715686275,1610612755,3,4,2024-11-16T01:26:42Z,235000,False,222.0,182.0,1,right,MISS J. Embiid 28' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,28.7,,,,,,,,,,,,
338,PT10M16.00S,2024-11-16T00:13:48.5Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,3,4,2024-11-16T01:26:42Z,237500,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,,,,,,,,,337.0,1.0,1.0,0.0,,,,,,,,
24,PT10M14.00S,2024-11-16T00:13:51.4Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612753,3,4,2024-11-16T03:28:43Z,240000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 202331]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,1.0,George,202331.0
25,PT10M14.00S,2024-11-16T00:13:51.4Z,1,REGULAR,steal,,[],202331,,,1610612755,3,4,2024-11-16T00:13:54Z,250000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
26,PT10M04.00S,2024-11-16T00:14:00.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,75.90341655716163,87.25490196078431,1610612755,3,4,2024-11-16T00:15:28Z,260000,False,186.0,174.0,1,right,MISS P. George 25' pullup 3PT,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.49,,,,,,,,,,,,
27,PT10M02.00S,2024-11-16T00:14:02.9Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,3,4,2024-11-16T00:14:13Z,270000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,
28,PT09M53.00S,2024-11-16T00:14:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.5722733245729295,59.80392156862745,1610612753,3,4,2024-11-16T00:14:16Z,280000,False,-49.0,19.0,1,left,MISS F. Wagner driving Layup - blocked,"[1630532, 203954]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.24,,,,,Embiid,203954.0,,,,,,
29,PT09M53.00S,2024-11-16T00:14:11.0Z,1,REGULAR,block,,[],203954,,,1610612753,3,4,2024-11-16T00:14:13Z,290000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M53.00S,2024-11-16T00:14:11.0Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,3,4,2024-11-16T00:14:16Z,300000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,
31,PT09M44.00S,2024-11-16T00:14:20.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,93.38042049934296,56.86274509803921,1610612755,3,4,2024-11-16T00:14:24Z,310000,False,34.0,10.0,1,right,MISS P. George driving Layup,[202331],1610612755.0,PHI,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.56,,,,,,,,,,,,
32,PT09M42.00S,2024-11-16T00:14:22.5Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,3,4,2024-11-16T00:14:24Z,320000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,
33,PT09M36.00S,2024-11-16T00:14:28.2Z,1,REGULAR,3pt,Jump Shot,[],1641783,5.732588699080158,3.9215686274509802,1610612753,3,4,2024-11-16T00:14:36Z,330000,False,230.0,1.0,1,left,MISS T. da Silva 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.04,,,,,,,,,,,,
34,PT09M34.00S,2024-11-16T00:14:35.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,3,4,2024-11-16T00:14:35Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,33.0,,,,,,,,,,,
36,PT09M34.00S,2024-11-16T00:14:49.4Z,1,REGULAR,turnover,lost ball,[],1629048,,,1610612753,3,4,2024-11-16T00:14:56Z,360000,False,,,0,,G. Bitadze lost ball TURNOVER (1 TO),"[1629048, 202331]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,George,202331.0
37,PT09M34.00S,2024-11-16T00:14:49.4Z,1,REGULAR,steal,,[],202331,,,1610612755,3,4,2024-11-16T00:14:51Z,370000,False,,,0,,P. George STEAL (2 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
38,PT09M32.00S,2024-11-16T00:14:54.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,87.72996057818659,36.27450980392157,1610612755,3,4,2024-11-16T00:14:59Z,380000,False,-69.0,63.0,1,right,MISS P. George 9' running Layup,[202331],1610612755.0,PHI,running,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,9.3,,,,,,,,,,,,
39,PT09M30.00S,2024-11-16T00:14:56.3Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,3,4,2024-11-16T00:14:56Z,390000,False,,,0,,T. da Silva REBOUND (Off:0 Def:2),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,
41,PT09M15.00S,2024-11-16T00:15:35.0Z,1,REGULAR,3pt,Jump Shot,[],1630591,4.681340341655716,95.34313725490196,1610612753,3,4,2024-11-16T00:21:44Z,410000,False,-227.0,-8.0,1,left,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.69,,,,,,,,,,,,
42,PT09M12.00S,2024-11-16T00:15:38.0Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,3,4,2024-11-16T00:21:44Z,420000,False,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,,,,,,,,,41.0,2.0,1.0,1.0,,,,,,,,
43,PT09M10.00S,2024-11-16T00:15:47.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630532,32.013797634691194,25.735294117647058,1610612753,3,4,2024-11-16T00:19:30Z,422500,False,121.0,248.0,1,left,MISS F. Wagner 27' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.64,,,,,,,,,,,,
44,PT09M05.00S,2024-11-16T00:15:52.4Z,1,REGULAR,rebound,offensive,[],1630591,,,1610612753,3,4,2024-11-16T00:19:39Z,423750,False,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,
45,PT09M00.00S,2024-11-16T00:15:52.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630591,5.650459921156373,55.98575367647059,1610612753,5,4,2024-11-16T00:18:10Z,425000,False,-30.0,1.0,1,left,J. Suggs putback Layup (2 PTS),[1630591],1610612753.0,ORL,putback,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.99,,,,,,,,,,,,
46,PT08M43.00S,2024-11-16T00:16:04.0Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,5,4,2024-11-16T00:16:13Z,460000,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 1630532]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Wagner,1630532.0
47,PT08M43.00S,2024-11-16T00:16:04.0Z,1,REGULAR,steal,,[],1630532,,,1610612753,5,4,2024-11-16T00:25:41Z,470000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
48,PT08M37.00S,2024-11-16T00:16:10.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641783,18.74178712220762,93.38235294117648,1610612753,5,4,2024-11-16T00:16:18Z,480000,False,-217.0,124.0,1,left,MISS T. da Silva 24' running 3PT,[1641783],1610612753.0,ORL,running,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.97,,,,,,,,,,,,
49,PT08M35.00S,2024-11-16T00:16:12.9Z,1,REGULAR,rebound,offensive,[],1630591,,,1610612753,5,4,2024-11-16T00:16:12Z,490000,False,,,0,,J. Suggs REBOUND (Off:2 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,48.0,2.0,0.0,2.0,,,,,,,,
50,PT08M32.00S,2024-11-16T00:16:15.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630591,4.418528252299605,78.92156862745098,1610612753,7,4,2024-11-16T00:16:21Z,500000,False,-145.0,-11.0,1,left,J. Suggs 14' Jump Shot (4 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Left,,,,,,Made,4.0,14.5,,,,,,,,,,,,
51,PT08M10.00S,2024-11-16T00:16:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200768,92.46057818659659,42.8921568627451,1610612755,7,6,2024-11-16T00:16:45Z,510000,False,-36.0,18.0,1,right,K. Lowry driving Layup (2 PTS) (J. Embiid 1 AST),"[200768, 203954]",1610612755.0,PHI,driving,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,4.0,,,,,,,J. Embiid,203954.0,1.0,,,
53,PT08M05.00S,2024-11-16T00:16:46.4Z,1,REGULAR,foul,personal,[],1642272,,,1610612753,7,6,2024-11-16T00:38:08Z,530000,False,,,0,,J. McCain personal FOUL (1 PF),"[1642272, 203484]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,202007.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,
55,PT07M57.00S,2024-11-16T00:17:14.6Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612753,7,6,2024-11-16T00:17:26Z,550000,False,,,0,,P. George shooting personal FOUL (1 PF) (Wagner 2 FT),"[202331, 1630532]",1610612755.0,PHI,shooting,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Left,1155.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,,,,,,,
57,PT07M57.00S,2024-11-16T00:17:46.3Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,8,6,2024-11-16T00:17:46Z,570000,False,,,0,,F. Wagner Free Throw 1 of 2 (4 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
58,PT07M57.00S,2024-11-16T00:18:02.8Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,9,6,2024-11-16T00:18:02Z,580000,False,,,0,,F. Wagner Free Throw 2 of 2 (5 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
59,PT07M38.00S,2024-11-16T00:18:26.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,91.5407358738502,45.34313725490196,1610612755,9,8,2024-11-16T00:18:32Z,590000,False,-23.0,27.0,1,right,J. Embiid driving Layup (6 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,3.57,,,,,,,,,,,,
60,PT07M24.00S,2024-11-16T00:18:40.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,6.1268068331143235,55.63725490196079,1610612753,11,8,2024-11-16T00:18:49Z,600000,False,-28.0,5.0,1,left,J. Suggs driving Layup (6 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,2.87,,,,,,,,,,,,
61,PT07M14.00S,2024-11-16T00:18:53.4Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612755,11,8,2024-11-16T00:19:21Z,610000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630532, 203954]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,202007.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
63,PT07M14.00S,2024-11-16T00:19:21.9Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,11,9,2024-11-16T00:19:21Z,630000,False,,,0,,J. Embiid Free Throw 1 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
64,PT07M14.00S,2024-11-16T00:19:34.3Z,1,REGULAR,substitution,out,[],1642272,,,1610612755,11,9,2024-11-16T00:19:37Z,640000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M14.00S,2024-11-16T00:19:34.3Z,1,REGULAR,substitution,in,[],1626162,,,1610612755,11,9,2024-11-16T00:19:37Z,650000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M14.00S,2024-11-16T00:19:52.2Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,11,10,2024-11-16T00:19:52Z,660000,False,,,0,,J. Embiid Free Throw 2 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
67,PT06M55.00S,2024-11-16T00:20:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,10.85742444152431,44.11764705882353,1610612753,13,10,2024-11-16T00:20:17Z,670000,False,29.0,50.0,1,left,F. Wagner driving floating Jump Shot (7 PTS),[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,7.0,5.77,,,,,,,,,,,,
68,PT06M31.00S,2024-11-16T00:20:35.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,92.85479632063075,48.529411764705884,1610612755,13,12,2024-11-16T00:20:41Z,680000,False,-7.0,15.0,1,right,K. Oubre Jr. cutting DUNK (2 PTS) (P. George 1 AST),"[1626162, 202331]",1610612755.0,PHI,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.65,,,,,,,P. George,202331.0,1.0,,,
71,PT06M25.00S,2024-11-16T00:20:48.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,13,12,2024-11-16T00:20:48Z,710000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M25.00S,2024-11-16T00:21:39.6Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,13,12,2024-11-16T00:23:46Z,720000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M25.00S,2024-11-16T00:21:39.6Z,1,REGULAR,substitution,out,[],203954,,,1610612753,13,12,2024-11-16T00:23:46Z,730000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M25.00S,2024-11-16T00:21:39.6Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,13,12,2024-11-16T00:23:46Z,740000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M25.00S,2024-11-16T00:21:39.6Z,1,REGULAR,substitution,in,[],1627824,,,1610612753,13,12,2024-11-16T00:23:46Z,750000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M10.00S,2024-11-16T00:24:08.7Z,1,REGULAR,3pt,Jump Shot,[],203484,31.750985545335087,70.83333333333334,1610612753,13,12,2024-11-16T00:24:19Z,760000,False,-104.0,246.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.72,,,,,,,,,,,,
77,PT06M06.00S,2024-11-16T00:24:12.7Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,13,12,2024-11-16T00:24:19Z,770000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,,,76.0,2.0,1.0,1.0,,,,,,,,
78,PT06M05.00S,2024-11-16T00:24:12.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629048,7.30946123521682,50.245098039215684,1610612753,15,12,2024-11-16T00:24:34Z,780000,False,-1.0,16.0,1,left,G. Bitadze tip DUNK (2 PTS),[1629048],1610612753.0,ORL,tip,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.62,,,,,,,,,,,,
79,PT05M52.00S,2024-11-16T00:24:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,91.67214191852825,41.66666666666667,1610612755,15,12,2024-11-16T00:24:39Z,790000,False,-42.0,26.0,1,right,MISS G. Yabusele driving Layup,[1627824],1610612755.0,PHI,driving,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.9,,,,,,,,,,,,
80,PT05M52.00S,2024-11-16T00:24:26.2Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612755,15,12,2024-11-16T00:24:39Z,800000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,79.0,1.0,0.0,1.0,,,,,,,,
81,PT05M50.00S,2024-11-16T00:24:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,91.40932982917214,48.529411764705884,1610612755,15,12,2024-11-16T00:24:45Z,810000,False,-7.0,28.0,1,right,MISS K. Oubre Jr. tip Layup,[1626162],1610612755.0,PHI,tip,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.93,,,,,,,,,,,,
