actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
249,PT05M32.00S,2025-02-13T00:48:21.4Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,37,33,2025-02-13T00:48:24Z,2460000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M32.00S,2025-02-13T00:48:21.4Z,2,REGULAR,substitution,in,[],203914,,,1610612753,37,33,2025-02-13T00:48:24Z,2470000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M24.00S,2025-02-13T00:48:36.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631094,34.64397174770039,45.630361519607845,1610612753,37,33,2025-02-13T00:50:38Z,2480000,False,22.0,273.0,1,left,MISS P. Banchero 27' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,27.41,Missed,,,,,,,,,,,,,,,,,,
252,PT05M22.00S,2025-02-13T00:48:38.5Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612753,37,33,2025-02-13T00:51:05Z,2490000,False,,,0,,G. Bitadze REBOUND (Off:3 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Center,,,,,,,251.0,,5.0,2.0,3.0,,,,,,,,,
253,PT05M19.00S,2025-02-13T00:48:40.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631094,35.8245729303548,47.794117647058826,1610612753,40,33,2025-02-13T00:51:12Z,2500000,False,11.0,284.0,1,left,P. Banchero 28' 3PT  (10 PTS) (G. Bitadze 2 AST),"[1631094, 1629048]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,28.45,Made,10.0,G. Bitadze,1629048.0,2.0,,,,,,,,,,,,,,
256,PT04M59.00S,2025-02-13T00:49:14.9Z,2,REGULAR,2pt,Jump Shot,[],1641733,90.88370565045992,74.50980392156863,1610612766,40,33,2025-02-13T00:51:33Z,2530000,False,123.0,33.0,1,right,MISS N. Smith Jr. 12' pullup Shot - blocked,"[1641733, 1629048]",1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,8-16 Right,12.69,Missed,,,,,,,,,,Bitadze,1629048.0,,,,,,,
257,PT04M59.00S,2025-02-13T00:49:14.9Z,2,REGULAR,block,,[],1629048,,,1610612766,40,33,2025-02-13T00:49:18Z,2540000,False,,,0,,G. Bitadze BLOCK (2 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
258,PT04M58.00S,2025-02-13T00:49:15.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,40,33,2025-02-13T00:51:33Z,2550000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,256.0,,,,,,,,,,,,,
261,PT04M51.00S,2025-02-13T00:49:34.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203901,84.62549277266754,43.217677696078425,1610612766,40,35,2025-02-13T00:51:57Z,2580000,False,-34.0,92.0,1,right,E. Payton 9' driving floating Jump Shot (4 PTS),[203901],1610612766.0,CHA,driving floating,,,Payton,E. Payton,,,,,In The Paint (Non-RA),8-16 Center,9.8,Made,4.0,,,,,,,,,,,,,,,,,
262,PT04M42.00S,2025-02-13T00:49:46.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,9.198423127463855,36.49662990196079,1610612753,40,35,2025-02-13T01:26:24Z,2590000,False,68.0,34.0,1,left,MISS P. Banchero 7' driving Layup - blocked,"[1631094, 201959]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,,,,,,,,,,Gibson,201959.0,,,,,,,
263,PT04M42.00S,2025-02-13T00:49:46.9Z,2,REGULAR,block,,[],201959,,,1610612753,40,35,2025-02-13T00:49:49Z,2600000,False,,,0,,T. Gibson BLOCK (1 BLK),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
264,PT04M40.00S,2025-02-13T00:49:48.9Z,2,REGULAR,rebound,offensive,[],1631094,,,1610612753,40,35,2025-02-13T01:26:24Z,2610000,False,,,0,,P. Banchero REBOUND (Off:1 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,262.0,,4.0,3.0,1.0,,,,,,,,,
265,PT04M40.00S,2025-02-13T00:49:50.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,6.964520367936927,45.404411764705884,1610612753,40,35,2025-02-13T01:26:41Z,2620000,False,23.0,13.0,1,left,MISS P. Banchero putback Layup,[1631094],1610612753.0,ORL,putback,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
266,PT04M39.00S,2025-02-13T00:49:51.7Z,2,REGULAR,rebound,offensive,[],1631094,,,1610612753,40,35,2025-02-13T01:26:41Z,2630000,False,,,0,,P. Banchero REBOUND (Off:2 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,265.0,,5.0,3.0,2.0,,,,,,,,,
287,PT04M39.00S,2025-02-13T00:49:53.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,8.409986859395532,47.47242647058824,1610612753,40,35,2025-02-13T01:26:52Z,2635000,False,13.0,27.0,1,left,MISS P. Banchero tip Layup,[1631094],1610612753.0,ORL,tip,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,,
288,PT04M37.00S,2025-02-13T00:49:55.0Z,2,REGULAR,rebound,defensive,[],201959,,,1610612766,40,35,2025-02-13T01:26:52Z,2637500,False,,,0,,T. Gibson REBOUND (Off:1 Def:4),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,,,,,,,287.0,,5.0,4.0,1.0,,,,,,,,,
267,PT04M32.00S,2025-02-13T00:49:55.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630182,91.98423127463863,60.10263480392157,1610612766,40,37,2025-02-13T00:52:42Z,2640000,False,51.0,23.0,1,right,J. Green running alley-oop DUNK (9 PTS) (E. Payton 3 AST),"[1630182, 203901]",1610612766.0,CHA,running alley-oop,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.54,Made,9.0,E. Payton,203901.0,3.0,,,,,,,,,,,,,,
269,PT04M05.00S,2025-02-13T00:50:24.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,18.00262812089356,57.55208333333333,1610612753,40,37,2025-02-13T00:53:04Z,2660000,False,-38.0,117.0,1,left,MISS P. Banchero 12' turnaround Shot,[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,12.27,Missed,,,,,,,,,,,,,,,,,,
270,PT04M03.00S,2025-02-13T00:50:26.0Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,40,37,2025-02-13T00:53:04Z,2670000,False,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,269.0,,6.0,6.0,0.0,,,,,,,,,
271,PT03M57.00S,2025-02-13T00:50:30.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630182,94.34954007884363,96.54564950980392,1610612766,40,37,2025-02-13T00:53:24Z,2680000,False,233.0,1.0,1,right,MISS J. Green running 3PT,[1630182],1610612766.0,CHA,running,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.27,Missed,,,,,,,,,,,,,,,,,,
272,PT03M55.00S,2025-02-13T00:50:32.5Z,2,REGULAR,rebound,offensive,[],201959,,,1610612766,40,37,2025-02-13T00:53:24Z,2690000,False,,,0,,T. Gibson REBOUND (Off:2 Def:4),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Right Corner 3,24+ Right,,,,,,,271.0,,6.0,4.0,2.0,,,,,,,,,
273,PT03M50.00S,2025-02-13T00:50:39.1Z,2,REGULAR,foul,personal,[],203914,,,1610612766,40,37,2025-02-13T00:53:48Z,2700000,False,,,0,,G. Harris personal FOUL (1 PF),"[203914, 1641733]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Smith Jr.,1641733.0
275,PT03M50.00S,2025-02-13T00:50:49.0Z,2,REGULAR,substitution,out,[],203901,,,1610612766,40,37,2025-02-13T00:50:54Z,2720000,False,,,0,,SUB out: E. Payton,[203901],1610612766.0,CHA,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M50.00S,2025-02-13T00:50:49.0Z,2,REGULAR,substitution,in,[],1641878,,,1610612766,40,37,2025-02-13T00:50:54Z,2730000,False,,,0,,SUB in: D. Baugh,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M37.00S,2025-02-13T00:51:17.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629048,,,1610612766,40,37,2025-02-13T00:54:06Z,2740000,False,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Bridges 2 FT),"[1629048, 1628970]",1610612753.0,ORL,shooting,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1626300.0,,,,,,,,,1.0,0.0,Bridges,1628970.0
279,PT03M37.00S,2025-02-13T00:51:46.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628970,,,1610612766,40,38,2025-02-13T00:51:46Z,2760000,False,,,0,,M. Bridges Free Throw 1 of 2 (8 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
280,PT03M37.00S,2025-02-13T00:52:03.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628970,,,1610612766,40,39,2025-02-13T00:52:03Z,2770000,False,,,0,,M. Bridges Free Throw 2 of 2 (9 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
281,PT03M19.00S,2025-02-13T00:52:24.9Z,2,REGULAR,2pt,Jump Shot,[],1631094,8.278580814717472,72.77113970588235,1610612753,42,39,2025-02-13T00:54:40Z,2780000,False,-114.0,25.0,1,left,P. Banchero 11' turnaround fadeaway Jump Shot (12 PTS),[1631094],1610612753.0,ORL,turnaround fadeaway,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,11.67,Made,12.0,,,,,,,,,,,,,,,,,
282,PT03M14.00S,2025-02-13T00:52:31.5Z,2,REGULAR,turnover,traveling,[],1641733,,,1610612766,42,39,2025-02-13T00:55:03Z,2790000,False,,,0,,N. Smith Jr. traveling TURNOVER (1 TO),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,1626300.0,,,,,,1.0,,,,,,
283,PT03M08.00S,2025-02-13T00:53:00.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631094,32.90078843626807,72.30392156862744,1610612753,42,39,2025-02-13T00:55:31Z,2800000,False,-112.0,257.0,1,left,MISS P. Banchero 28' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,28.0,Missed,,,,,,,,,,,,,,,,,,
284,PT03M06.00S,2025-02-13T00:53:02.6Z,2,REGULAR,rebound,offensive,[],1630175,,,1610612753,42,39,2025-02-13T00:55:31Z,2810000,False,,,0,,C. Anthony REBOUND (Off:1 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,,283.0,,4.0,3.0,1.0,,,,,,,,,
285,PT02M56.00S,2025-02-13T00:53:15.3Z,2,REGULAR,turnover,traveling,[],1630175,,,1610612753,42,39,2025-02-13T00:55:53Z,2820000,False,,,0,,C. Anthony traveling TURNOVER (1 TO),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1628480.0,,,,,,1.0,,,,,,
286,PT02M56.00S,2025-02-13T00:53:22.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,42,39,2025-02-13T00:53:22Z,2830000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M56.00S,2025-02-13T00:55:37.8Z,2,REGULAR,substitution,out,[],203914,,,1610612766,42,39,2025-02-13T00:56:14Z,2840000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M56.00S,2025-02-13T00:55:37.8Z,2,REGULAR,substitution,out,[],1630182,,,1610612766,42,39,2025-02-13T00:56:14Z,2850000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M56.00S,2025-02-13T00:55:37.8Z,2,REGULAR,substitution,in,[],1630532,,,1610612766,42,39,2025-02-13T00:56:14Z,2860000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M56.00S,2025-02-13T00:55:37.8Z,2,REGULAR,substitution,in,[],1642275,,,1610612766,42,39,2025-02-13T00:56:14Z,2870000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M38.00S,2025-02-13T00:56:42.8Z,2,REGULAR,foul,offensive,[],201959,,,1610612766,42,39,2025-02-13T00:57:06Z,2880000,False,,,0,,T. Gibson offensive FOUL (1 PF),"[201959, 203484]",1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Mid-Range,16-24 Center,,,,,,,,1626300.0,,,,,,,,,1.0,0.0,Caldwell-Pope,203484.0
295,PT02M38.00S,2025-02-13T00:56:42.8Z,2,REGULAR,turnover,offensive foul,[],201959,,,1610612766,42,39,2025-02-13T00:57:06Z,2900000,False,,,0,,T. Gibson offensive foul TURNOVER (2 TO),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Mid-Range,16-24 Center,,,,,,,,1626300.0,,,,,,2.0,,,,,,
296,PT02M28.00S,2025-02-13T00:57:02.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630175,33.92123850197109,66.0232843137255,1610612753,42,39,2025-02-13T00:57:24Z,2910000,False,-80.0,266.0,1,left,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,27.82,Missed,,,,,,,,,,,,,,,,,,
297,PT02M26.00S,2025-02-13T00:57:04.9Z,2,REGULAR,rebound,defensive,[],1642275,,,1610612766,42,39,2025-02-13T00:57:24Z,2920000,False,,,0,,T. Salaün REBOUND (Off:0 Def:1),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Center,,,,,,,296.0,,1.0,1.0,0.0,,,,,,,,,
298,PT02M05.00S,2025-02-13T00:57:25.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,90.01314060446781,59.71200980392157,1610612766,42,39,2025-02-13T00:58:05Z,2930000,False,49.0,41.0,1,right,MISS M. Bridges 6' driving Layup - blocked,"[1628970, 1629048]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.38,Missed,,,,,,,,,,Bitadze,1629048.0,,,,,,,
299,PT02M05.00S,2025-02-13T00:57:25.5Z,2,REGULAR,block,,[],1629048,,,1610612766,42,39,2025-02-13T00:57:28Z,2940000,False,,,0,,G. Bitadze BLOCK (3 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
300,PT02M04.00S,2025-02-13T00:57:26.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,42,39,2025-02-13T00:57:53Z,2950000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,298.0,,,,,,,,,,,,,
302,PT02M04.00S,2025-02-13T00:57:36.3Z,2,REGULAR,substitution,out,[],1630175,,,1610612766,42,39,2025-02-13T00:57:40Z,2970000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M04.00S,2025-02-13T00:57:36.3Z,2,REGULAR,substitution,in,[],1641724,,,1610612766,42,39,2025-02-13T00:57:40Z,2980000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M03.00S,2025-02-13T00:57:49.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,84.88830486202366,97.52604166666667,1610612766,42,39,2025-02-13T00:58:24Z,2990000,False,238.0,90.0,1,right,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,25.39,Missed,,,,,,,,,,,,,,,,,,
305,PT02M01.00S,2025-02-13T00:57:51.1Z,2,REGULAR,rebound,defensive,[],203484,,,1610612753,42,39,2025-02-13T00:58:24Z,3000000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:2),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,,,,,,,304.0,,3.0,2.0,1.0,,,,,,,,,
306,PT01M43.00S,2025-02-13T00:58:09.3Z,2,REGULAR,3pt,Jump Shot,[],1641724,34.90678383705651,41.64368872549019,1610612753,42,39,2025-02-13T00:58:47Z,3010000,False,42.0,276.0,1,left,MISS J. Howard 27' 3PT,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Center,27.88,Missed,,,,,,,,,,,,,,,,,,
307,PT01M41.00S,2025-02-13T00:58:11.3Z,2,REGULAR,rebound,defensive,[],201959,,,1610612766,42,39,2025-02-13T00:58:47Z,3020000,False,,,0,,T. Gibson REBOUND (Off:2 Def:5),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Center,,,,,,,306.0,,7.0,5.0,2.0,,,,,,,,,
308,PT01M35.00S,2025-02-13T00:58:17.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641733,65.29237844940867,54.16283700980392,1610612766,42,39,2025-02-13T00:59:05Z,3030000,False,21.0,274.0,1,right,MISS N. Smith Jr. 27' running 3PT,[1641733],1610612766.0,CHA,running,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,27.46,Missed,,,,,,,,,,,,,,,,,,
309,PT01M33.00S,2025-02-13T00:58:19.5Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,42,39,2025-02-13T00:59:05Z,3040000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,308.0,,2.0,2.0,0.0,,,,,,,,,
310,PT01M15.00S,2025-02-13T00:58:36.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,9.570055847568995,35.02604166666666,1610612753,44,39,2025-02-13T00:59:20Z,3050000,False,75.0,37.0,1,left,F. Wagner 8' driving floating bank Jump Shot (8 PTS),[1630532],1610612753.0,ORL,driving floating bank,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Right,8.38,Made,8.0,,,,,,,,,,,,,,,,,
311,PT01M00.00S,2025-02-13T00:58:52.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,86.07095926412615,49.42555147058824,1610612766,44,41,2025-02-13T00:59:41Z,3060000,False,-3.0,78.0,1,right,M. Bridges 7' driving floating Jump Shot (11 PTS),[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,11.0,,,,,,,,,,,,,,,,,
312,PT00M51.30S,2025-02-13T00:59:05.2Z,2,REGULAR,turnover,bad pass,[],1630532,,,1610612753,44,41,2025-02-13T01:00:07Z,3070000,False,,,0,,F. Wagner bad pass TURNOVER (4 TO),"[1630532, 1628970]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,4.0,Bridges,1628970.0,,,,
313,PT00M51.30S,2025-02-13T00:59:05.2Z,2,REGULAR,steal,,[],1628970,,,1610612766,44,41,2025-02-13T00:59:07Z,3080000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
314,PT00M46.90S,2025-02-13T00:59:09.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612766,44,41,2025-02-13T01:00:20Z,3090000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (Baugh 2 FT),"[203484, 1641878]",1610612753.0,ORL,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626300.0,,,,,,,,,2.0,0.0,Baugh,1641878.0
316,PT00M46.90S,2025-02-13T00:59:42.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641878,,,1610612766,44,42,2025-02-13T00:59:42Z,3110000,False,,,0,,D. Baugh Free Throw 1 of 2 (4 PTS),[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
317,PT00M46.90S,2025-02-13T00:59:58.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641878,,,1610612766,44,43,2025-02-13T00:59:58Z,3120000,False,,,0,,D. Baugh Free Throw 2 of 2 (5 PTS),[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
318,PT00M30.10S,2025-02-13T01:00:19.4Z,2,REGULAR,3pt,Jump Shot,[],203484,37.11810118265441,55.365349264705884,1610612753,44,43,2025-02-13T01:01:00Z,3130000,False,-27.0,296.0,1,left,MISS K. Caldwell-Pope 29' 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,29.76,Missed,,,,,,,,,,,,,,,,,,
319,PT00M27.60S,2025-02-13T01:00:21.9Z,2,REGULAR,rebound,defensive,[],201959,,,1610612766,44,43,2025-02-13T01:01:00Z,3140000,False,,,0,,T. Gibson REBOUND (Off:2 Def:6),[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Center,,,,,,,318.0,,8.0,6.0,2.0,,,,,,,,,
320,PT00M04.70S,2025-02-13T01:00:43.1Z,2,REGULAR,2pt,Jump Shot,[],201959,92.50985545335085,79.87898284313725,1610612766,44,45,2025-02-13T01:01:39Z,3150000,False,149.0,18.0,1,right,T. Gibson 15' Jump Shot (2 PTS) (M. Bridges 3 AST),"[201959, 1628970]",1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,Mid-Range,8-16 Right,15.05,Made,2.0,M. Bridges,1628970.0,3.0,,,,,,,,,,,,,,
322,PT00M02.30S,2025-02-13T01:00:51.0Z,2,REGULAR,foul,personal,[],1641878,,,1610612753,44,45,2025-02-13T01:02:14Z,3170000,False,,,0,,D. Baugh take personal FOUL (3 PF),"[1641878, 1631094]",1610612766.0,CHA,take,,,Baugh,D. Baugh,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628480.0,,,,,,,,,3.0,0.0,Banchero,1631094.0
324,PT00M02.30S,2025-02-13T01:01:16.4Z,2,REGULAR,foul,technical,['inpenalty'],203484,,,1610612753,44,45,2025-02-13T01:01:50Z,3190000,False,,,0,,K. Caldwell-Pope double technical FOUL (1 Tech),[203484],1610612753.0,ORL,double,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,200832.0,,,,,,,,,2.0,1.0,,
325,PT00M02.30S,2025-02-13T01:01:16.4Z,2,REGULAR,foul,technical,[],1641733,,,1610612753,44,45,2025-02-13T01:01:50Z,3200000,False,,,0,,N. Smith Jr. double technical FOUL (1 Tech),[1641733],1610612766.0,CHA,double,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
326,PT00M02.30S,2025-02-13T01:01:52.4Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203484,,,1610612753,44,45,2025-02-13T01:02:05Z,3210000,False,,,0,,K. Caldwell-Pope technical FOUL (2 Tech),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,200832.0,,,,,,,,,2.0,2.0,,
327,PT00M02.30S,2025-02-13T01:02:06.5Z,2,REGULAR,freethrow,1 of 1,[],1628970,,,1610612753,44,46,2025-02-13T01:02:06Z,3220000,False,,,0,,M. Bridges technical Free Throw 1 of 1 (12 PTS),[1628970],1610612766.0,CHA,technical,,,Bridges,M. Bridges,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
333,PT00M02.30S,2025-02-13T01:02:09.3Z,2,REGULAR,ejection,other,[],203484,,,1610612753,44,46,2025-02-13T01:02:50Z,3225000,False,,,0,,Ejection K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,200832.0,,,,,,,,,,,,
328,PT00M02.30S,2025-02-13T01:02:12.1Z,2,REGULAR,substitution,out,[],203484,,,1610612753,44,46,2025-02-13T01:02:19Z,3230000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M02.30S,2025-02-13T01:02:12.1Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,44,46,2025-02-13T01:02:19Z,3240000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
