actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
23,PT10M00.00S,2024-11-28T00:12:37.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,8,3,2024-11-28T00:12:43Z,230000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,
24,PT09M42.00S,2024-11-28T00:12:54.2Z,1,REGULAR,2pt,Jump Shot,[],202696,8.623521681997373,74.26470588235294,1610612741,8,3,2024-11-28T00:12:59Z,240000,False,-121.0,29.0,1,left,MISS N. Vučević 12' turnaround fadeaway Shot,[202696],1610612741.0,CHI,turnaround fadeaway,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,12.46,Missed,,,,,,,,,,,,,,,,,,
25,PT09M39.00S,2024-11-28T00:12:57.2Z,1,REGULAR,rebound,defensive,[],203484,,,1610612753,8,3,2024-11-28T00:12:59Z,250000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,
26,PT09M30.00S,2024-11-28T00:13:06.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,87.07293035479631,50.0,1610612753,10,3,2024-11-28T00:13:15Z,260000,False,0.0,69.0,1,right,J. Suggs 6' driving floating Jump Shot (5 PTS) (K. Caldwell-Pope 1 AST),"[1630591, 203484]",1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,6.9,Made,5.0,,,,,,,K. Caldwell-Pope,203484.0,1.0,,,,,,,,
28,PT09M23.00S,2024-11-28T00:13:17.4Z,1,REGULAR,foul,personal,[],1630532,,,1610612741,10,3,2024-11-28T00:13:22Z,280000,False,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 1630245]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Dosunmu,1630245.0
30,PT09M11.00S,2024-11-28T00:13:47.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,18.873193166885677,39.705882352941174,1610612741,10,5,2024-11-28T00:13:52Z,300000,False,51.0,125.0,1,left,A. Dosunmu 13' driving floating Jump Shot (5 PTS) (Z. LaVine 1 AST),"[1630245, 203897]",1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,13.51,Made,5.0,,,,,,,Z. LaVine,203897.0,1.0,,,,,,,,
32,PT08M46.00S,2024-11-28T00:14:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.19776609724047,52.94117647058824,1610612753,12,5,2024-11-28T00:14:17Z,320000,False,15.0,21.0,1,right,F. Wagner driving Layup (7 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.55,Made,7.0,,,,,,,,,,,,,,,,,
33,PT08M19.00S,2024-11-28T00:14:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,17.0335085413929,51.225490196078425,1610612741,12,7,2024-11-28T00:15:07Z,330000,False,-6.0,108.0,1,left,N. Vučević 10' floating Jump Shot (2 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,10.78,Made,2.0,,,,,,,Z. LaVine,203897.0,2.0,,,,,,,,
35,PT08M13.00S,2024-11-28T00:14:50.2Z,1,REGULAR,foul,personal,[],1629632,,,1610612753,12,7,2024-11-28T00:14:56Z,350000,False,,,0,,C. White personal FOUL (1 PF),"[1629632, 1630591]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Suggs,1630591.0
37,PT08M04.00S,2024-11-28T00:15:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,93.11760840998686,51.71568627450981,1610612753,14,7,2024-11-28T00:15:32Z,370000,False,9.0,12.0,1,right,G. Bitadze driving Layup (2 PTS) (F. Wagner 1 AST),"[1629048, 1630532]",1610612753.0,ORL,driving,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.49,Made,2.0,,,,,,,F. Wagner,1630532.0,1.0,,,,,,,,
39,PT07M42.00S,2024-11-28T00:15:48.5Z,1,REGULAR,turnover,lost ball,[],202696,,,1610612741,14,7,2024-11-28T00:33:58Z,390000,False,,,0,,N. Vučević lost ball TURNOVER (1 TO),"[202696, 1630532]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Wagner,1630532.0,,,,,
40,PT07M42.00S,2024-11-28T00:15:48.5Z,1,REGULAR,steal,,[],1630532,,,1610612753,14,7,2024-11-28T00:15:51Z,400000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
41,PT07M40.00S,2024-11-28T00:15:55.2Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612753,14,7,2024-11-28T00:16:06Z,410000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Wagner 2 FT),"[1630245, 1630532]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Wagner,1630532.0
43,PT07M40.00S,2024-11-28T00:16:30.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630532,,,1610612753,15,7,2024-11-28T00:16:30Z,430000,False,,,0,,F. Wagner Free Throw 1 of 2 (8 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
44,PT07M40.00S,2024-11-28T00:16:31.2Z,1,REGULAR,substitution,out,[],1630581,,,1610612753,15,7,2024-11-28T00:16:41Z,440000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M40.00S,2024-11-28T00:16:31.2Z,1,REGULAR,substitution,out,[],202696,,,1610612753,15,7,2024-11-28T00:16:41Z,450000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M40.00S,2024-11-28T00:16:31.2Z,1,REGULAR,substitution,in,[],1628366,,,1610612753,15,7,2024-11-28T00:16:41Z,460000,False,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M40.00S,2024-11-28T00:16:31.2Z,1,REGULAR,substitution,in,[],1641824,,,1610612753,15,7,2024-11-28T00:16:41Z,470000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M40.00S,2024-11-28T00:16:54.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,15,7,2024-11-28T00:16:54Z,480000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M40.00S,2024-11-28T00:17:32.8Z,1,REGULAR,substitution,out,[],1629632,,,1610612753,15,7,2024-11-28T00:19:34Z,490000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M40.00S,2024-11-28T00:17:32.8Z,1,REGULAR,substitution,in,[],202696,,,1610612753,15,7,2024-11-28T00:19:34Z,500000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M40.00S,2024-11-28T00:19:51.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630532,,,1610612753,16,7,2024-11-28T00:19:51Z,510000,False,,,0,,F. Wagner Free Throw 2 of 2 (9 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
52,PT07M18.00S,2024-11-28T00:20:14.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,18.610381077529567,62.745098039215684,1610612741,16,9,2024-11-28T00:20:23Z,520000,False,-64.0,122.0,1,left,N. Vučević 13' turnaround Jump Shot (4 PTS) (L. Ball 1 AST),"[202696, 1628366]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,13.8,Made,4.0,,,,,,,L. Ball,1628366.0,1.0,,,,,,,,
54,PT06M54.00S,2024-11-28T00:20:39.0Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612753,16,9,2024-11-28T00:20:56Z,540000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1628366]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Ball,1628366.0,,,,,
55,PT06M54.00S,2024-11-28T00:20:39.0Z,1,REGULAR,steal,,[],1628366,,,1610612741,16,9,2024-11-28T00:20:43Z,550000,False,,,0,,L. Ball STEAL (1 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
56,PT06M49.00S,2024-11-28T00:20:44.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630245,7.046649145860711,50.73529411764706,1610612741,16,11,2024-11-28T00:21:38Z,560000,False,-4.0,14.0,1,left,A. Dosunmu running DUNK (7 PTS) (Z. LaVine 3 AST),"[1630245, 203897]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.42,Made,7.0,,,,,,,Z. LaVine,203897.0,3.0,,,,,,,,
58,PT06M32.00S,2024-11-28T00:21:04.9Z,1,REGULAR,foul,personal,[],1641824,,,1610612753,16,11,2024-11-28T00:21:11Z,580000,False,,,0,,M. Buzelis personal FOUL (1 PF),"[1641824, 1628976]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Carter Jr.,1628976.0
60,PT06M23.00S,2024-11-28T00:21:26.9Z,1,REGULAR,3pt,Jump Shot,[],1630532,67.62483574244416,69.36274509803921,1610612753,16,11,2024-11-28T00:21:37Z,600000,False,97.0,252.0,1,right,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,26.98,Missed,,,,,,,,,,,,,,,,,,
61,PT06M17.00S,2024-11-28T00:21:32.9Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,16,11,2024-11-28T00:21:37Z,610000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,,,,60.0,2.0,1.0,1.0,,,,,,,,,,,
62,PT06M14.00S,2024-11-28T00:21:35.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203484,75.64060446780552,90.19607843137256,1610612753,19,11,2024-11-28T00:21:41Z,620000,False,201.0,176.0,1,right,K. Caldwell-Pope 26' 3PT  (3 PTS) (G. Bitadze 1 AST),"[203484, 1629048]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,26.75,Made,3.0,,,,,,,G. Bitadze,1629048.0,1.0,,,,,,,,
64,PT06M05.00S,2024-11-28T00:21:44.7Z,1,REGULAR,2pt,Jump Shot,[],202696,16.245072273324574,20.588235294117645,1610612741,19,11,2024-11-28T00:21:51Z,640000,False,147.0,100.0,1,left,MISS N. Vučević 17' Jump Shot,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Right,17.8,Missed,,,,,,,,,,,,,,,,,,
65,PT06M01.00S,2024-11-28T00:21:48.7Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,19,11,2024-11-28T00:21:51Z,650000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,
66,PT05M55.00S,2024-11-28T00:21:54.8Z,1,REGULAR,2pt,Jump Shot,[],1630591,83.39356110381078,70.34313725490196,1610612753,21,11,2024-11-28T00:22:00Z,660000,False,102.0,104.0,1,right,J. Suggs 14' turnaround fadeaway Jump Shot (7 PTS),[1630591],1610612753.0,ORL,turnaround fadeaway,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,14.52,Made,7.0,,,,,,,,,,,,,,,,,
67,PT05M37.00S,2024-11-28T00:22:12.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641824,6.783837056504599,51.470588235294116,1610612741,21,13,2024-11-28T00:22:19Z,670000,False,-7.0,11.0,1,left,M. Buzelis cutting DUNK (2 PTS) (N. Vučević 2 AST),"[1641824, 202696]",1610612741.0,CHI,cutting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.35,Made,2.0,,,,,,,N. Vučević,202696.0,2.0,,,,,,,,
184,PT05M22.00S,2024-11-28T00:22:37.5Z,1,REGULAR,turnover,bad pass,[],1630532,,,1610612753,21,13,2024-11-28T04:07:39Z,705000,False,,,0,,F. Wagner bad pass TURNOVER (1 TO),"[1630532, 1630245]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Dosunmu,1630245.0,,,,,
185,PT05M22.00S,2024-11-28T00:22:37.5Z,1,REGULAR,steal,,[],1630245,,,1610612741,21,13,2024-11-28T00:45:10Z,712500,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT05M15.00S,2024-11-28T00:22:51.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641824,4.418528252299605,94.85294117647058,1610612741,21,16,2024-11-28T00:45:10Z,720000,False,-224.0,-11.0,1,left,M. Buzelis 3PT running (5 PTS) (Z. LaVine 4 AST),"[1641824, 203897]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,22.46,Made,5.0,,,,,,,Z. LaVine,203897.0,4.0,,,,,,,,
75,PT04M59.00S,2024-11-28T00:23:06.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,82.47371879106439,41.17647058823529,1610612753,23,16,2024-11-28T00:23:13Z,750000,False,-44.0,112.0,1,right,J. Suggs 12' turnaround fadeaway Jump Shot (9 PTS),[1630591],1610612753.0,ORL,turnaround fadeaway,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,12.06,Made,9.0,,,,,,,,,,,,,,,,,
76,PT04M50.00S,2024-11-28T00:23:18.8Z,1,REGULAR,turnover,out-of-bounds,[],1628366,,,1610612741,23,16,2024-11-28T00:23:28Z,760000,False,,,0,,L. Ball bad pass out-of-bounds TURNOVER (1 TO),[1628366],1610612741.0,CHI,bad pass,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,1162.0,,,,
77,PT04M50.00S,2024-11-28T00:23:25.4Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,23,16,2024-11-28T00:23:45Z,770000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M50.00S,2024-11-28T00:23:25.4Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,23,16,2024-11-28T00:23:45Z,780000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M50.00S,2024-11-28T00:23:25.4Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,23,16,2024-11-28T00:23:45Z,790000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M50.00S,2024-11-28T00:23:25.4Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,23,16,2024-11-28T00:23:45Z,800000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M35.00S,2024-11-28T00:24:00.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,92.59198423127464,49.754901960784316,1610612753,25,16,2024-11-28T00:24:06Z,810000,False,-1.0,17.0,1,right,F. Wagner cutting Layup (11 PTS) (G. Bitadze 2 AST),"[1630532, 1629048]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.71,Made,11.0,,,,,,,G. Bitadze,1629048.0,2.0,,,,,,,,
83,PT04M21.00S,2024-11-28T00:24:14.4Z,1,REGULAR,2pt,Jump Shot,[],203897,14.799605781865965,31.862745098039213,1610612741,25,18,2024-11-28T00:24:20Z,830000,False,91.0,87.0,1,left,Z. LaVine 12' turnaround Jump Shot (2 PTS) (N. Vučević 3 AST),"[203897, 202696]",1610612741.0,CHI,turnaround,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,12.54,Made,2.0,,,,,,,N. Vučević,202696.0,3.0,,,,,,,,
85,PT04M00.00S,2024-11-28T00:24:35.4Z,1,REGULAR,3pt,Jump Shot,[],1630532,68.41327201051249,71.07843137254902,1610612753,25,18,2024-11-28T00:24:40Z,850000,False,105.0,244.0,1,right,MISS F. Wagner 26' step back 3PT,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
86,PT03M58.00S,2024-11-28T00:24:37.4Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,25,18,2024-11-28T00:24:40Z,860000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,
87,PT03M52.00S,2024-11-28T00:24:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203897,6.521024967148489,51.9607843137255,1610612741,25,18,2024-11-28T00:24:52Z,870000,False,-10.0,9.0,1,left,MISS Z. LaVine running Layup - blocked,"[203897, 1629048]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.32,Missed,,Bitadze,1629048.0,,,,,,,,,,,,,,,
88,PT03M52.00S,2024-11-28T00:24:44.4Z,1,REGULAR,block,,[],1629048,,,1610612741,25,18,2024-11-28T00:24:47Z,880000,False,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
