actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
21,PT10M58.00S,2025-03-19T23:15:02.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,3,0,2025-03-19T23:15:08Z,200000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,20.0,,,,,,,,,,,,,,,
23,PT10M36.00S,2025-03-19T23:15:31.1Z,1,REGULAR,3pt,Jump Shot,[],202709,71.82982917214193,18.872549019607842,1610612753,3,0,2025-03-19T23:15:35Z,220000,False,-156.0,212.0,1,right,MISS C. Joseph 26' 3PT,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,26.32,Missed,,,,,,,,,,,,,,,,,,
24,PT10M32.00S,2025-03-19T23:15:35.1Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,3,0,2025-03-19T23:15:35Z,230000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,23.0,,,,,1.0,1.0,0.0,,,,,,,,
25,PT10M17.00S,2025-03-19T23:15:51.7Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612745,3,0,2025-03-19T23:16:05Z,240000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Brooks 2 FT),"[1628976, 1628415]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1151.0,1.0,0.0,Brooks,1628415.0,,,
27,PT10M17.00S,2025-03-19T23:16:12.4Z,1,REGULAR,freethrow,1 of 2,[],1628415,,,1610612745,3,1,2025-03-19T23:16:12Z,260000,False,,,0,,D. Brooks Free Throw 1 of 2 (1 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
28,PT10M17.00S,2025-03-19T23:16:25.7Z,1,REGULAR,freethrow,2 of 2,[],1628415,,,1610612745,3,2,2025-03-19T23:16:25Z,270000,False,,,0,,D. Brooks Free Throw 2 of 2 (2 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
29,PT10M01.00S,2025-03-19T23:16:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,88.78120893561103,60.5392156862745,1610612753,5,2,2025-03-19T23:17:06Z,280000,False,53.0,53.0,1,right,F. Wagner 7' driving floating bank Jump Shot (2 PTS),[1630532],1610612753.0,ORL,driving floating bank,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.47,Made,,,,,,,2.0,,,,,,,,,,,
30,PT09M52.00S,2025-03-19T23:16:52.3Z,1,REGULAR,2pt,Jump Shot,[],1630224,27.283180026281208,46.81372549019608,1610612745,5,2,2025-03-19T23:16:57Z,290000,False,16.0,204.0,1,left,MISS J. Green 20' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Center,20.46,Missed,,,,,,,,,,,,,,,,,,
31,PT09M48.00S,2025-03-19T23:16:56.3Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,5,2,2025-03-19T23:16:57Z,300000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Center,,,,,30.0,,,,,1.0,1.0,0.0,,,,,,,,
32,PT09M36.00S,2025-03-19T23:17:06.8Z,1,REGULAR,2pt,Jump Shot,[],203484,76.42904073587385,33.33333333333333,1610612753,7,2,2025-03-19T23:17:12Z,310000,False,-83.0,169.0,1,right,K. Caldwell-Pope 18' pullup Jump Shot (2 PTS) (P. Banchero 1 AST),"[203484, 1631094]",1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,18.85,Made,,,,,,,2.0,,,,,,,,,P. Banchero,1631094.0,1.0
34,PT09M19.00S,2025-03-19T23:17:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,17.69053876478318,38.72549019607843,1610612745,7,2,2025-03-19T23:17:28Z,330000,False,56.0,114.0,1,left,MISS D. Brooks 12' pullup Shot,[1628415],1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,12.7,Missed,,,,,,,,,,,,,,,,,,
35,PT09M16.00S,2025-03-19T23:17:27.2Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,7,2,2025-03-19T23:17:28Z,340000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,34.0,,,,,1.0,1.0,0.0,,,,,,,,
36,PT09M14.00S,2025-03-19T23:17:34.0Z,1,REGULAR,turnover,traveling,[],1630532,,,1610612753,7,2,2025-03-19T23:17:42Z,350000,False,,,0,,F. Wagner traveling TURNOVER (1 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,1.0,,,,,,,1628159.0,,,,,,,
37,PT09M00.00S,2025-03-19T23:17:59.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630578,22.158344283837057,57.84313725490197,1610612745,7,4,2025-03-19T23:18:03Z,360000,False,-39.0,156.0,1,left,A. Sengun 16' Jump Shot (2 PTS) (F. VanVleet 1 AST),"[1630578, 1627832]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,16.07,Made,,,,,,,2.0,,,,,,,,,F. VanVleet,1627832.0,1.0
39,PT08M46.00S,2025-03-19T23:18:16.0Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612753,7,4,2025-03-19T23:18:26Z,380000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Banchero 2 FT),"[1628415, 1631094]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628159.0,1.0,0.0,Banchero,1631094.0,,,
41,PT08M46.00S,2025-03-19T23:18:41.0Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,8,4,2025-03-19T23:18:41Z,400000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
42,PT08M46.00S,2025-03-19T23:19:00.7Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,9,4,2025-03-19T23:19:00Z,410000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
43,PT08M33.00S,2025-03-19T23:19:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.5722733245729295,54.41176470588235,1610612745,9,6,2025-03-19T23:19:25Z,420000,False,-22.0,19.0,1,left,J. Green driving finger roll Layup (2 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.89,Made,,,,,,,2.0,,,,,,,,,,,
44,PT08M25.00S,2025-03-19T23:19:23.8Z,1,REGULAR,3pt,Jump Shot,[],1628976,70.12155059132719,74.50980392156863,1610612753,9,6,2025-03-19T23:19:41Z,430000,False,123.0,228.0,1,right,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
45,PT08M25.00S,2025-03-19T23:19:23.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,9,6,2025-03-19T23:19:41Z,440000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,44.0,,,,,1.0,1.0,0.0,,,,,,,,
46,PT08M02.00S,2025-03-19T23:19:47.3Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612745,9,6,2025-03-19T23:20:53Z,442500,False,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Sengun 2 FT),"[1628976, 1630578]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,202049.0,2.0,0.0,Sengun,1630578.0,,,
48,PT08M02.00S,2025-03-19T23:20:28.9Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,9,7,2025-03-19T23:21:04Z,444375,False,,,0,,A. Sengun Free Throw 1 of 2 (3 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
51,PT08M02.00S,2025-03-19T23:20:28.9Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,9,8,2025-03-19T23:21:04Z,444687,False,,,0,,A. Sengun Free Throw 2 of 2 (4 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
49,PT08M02.00S,2025-03-19T23:20:29.6Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,9,8,2025-03-19T23:21:04Z,445000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M02.00S,2025-03-19T23:20:29.6Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,9,8,2025-03-19T23:21:04Z,447500,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M46.00S,2025-03-19T23:21:11.8Z,1,REGULAR,turnover,bad pass,[],1630532,,,1610612753,9,8,2025-03-19T23:21:18Z,510000,False,,,0,,F. Wagner bad pass TURNOVER (2 TO),"[1630532, 1631106]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,2.0,Eason,1631106.0,,,,,,,,,,,,
53,PT07M46.00S,2025-03-19T23:21:11.8Z,1,REGULAR,steal,,[],1631106,,,1610612745,9,8,2025-03-19T23:21:14Z,520000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
55,PT07M36.00S,2025-03-19T23:21:38.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631106,20.05584756898817,89.70588235294117,1610612745,9,8,2025-03-19T23:21:42Z,540000,False,-199.0,136.0,1,left,MISS T. Eason 24' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,24.06,Missed,,,,,,,,,,,,,,,,,,
56,PT07M32.00S,2025-03-19T23:21:42.1Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,9,8,2025-03-19T23:21:42Z,550000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,55.0,,,,,2.0,2.0,0.0,,,,,,,,
57,PT07M23.00S,2025-03-19T23:21:51.3Z,1,REGULAR,3pt,Jump Shot,[],1631094,89.43823915900131,96.07843137254902,1610612753,12,8,2025-03-19T23:21:55Z,560000,False,230.0,47.0,1,right,P. Banchero 3PT  (5 PTS) (F. Wagner 1 AST),"[1631094, 1630532]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,23.51,Made,,,,,,,5.0,,,,,,,,,F. Wagner,1630532.0,1.0
59,PT07M10.00S,2025-03-19T23:22:08.6Z,1,REGULAR,foul,personal,['2freethrow'],202709,,,1610612745,12,8,2025-03-19T23:22:18Z,580000,False,,,0,,C. Joseph shooting personal FOUL (1 PF) (VanVleet 2 FT),"[202709, 1627832]",1610612753.0,ORL,shooting,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1151.0,1.0,0.0,VanVleet,1627832.0,,,
61,PT07M10.00S,2025-03-19T23:22:30.6Z,1,REGULAR,freethrow,1 of 2,[],1627832,,,1610612745,12,9,2025-03-19T23:22:30Z,600000,False,,,0,,F. VanVleet Free Throw 1 of 2 (1 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
62,PT07M10.00S,2025-03-19T23:22:31.5Z,1,REGULAR,substitution,out,[],1631106,,,1610612745,12,9,2025-03-19T23:22:36Z,610000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M10.00S,2025-03-19T23:22:31.5Z,1,REGULAR,substitution,in,[],1631095,,,1610612745,12,9,2025-03-19T23:22:36Z,620000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M10.00S,2025-03-19T23:22:50.1Z,1,REGULAR,freethrow,2 of 2,[],1627832,,,1610612745,12,10,2025-03-19T23:22:50Z,630000,False,,,0,,F. VanVleet Free Throw 2 of 2 (2 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
65,PT06M47.00S,2025-03-19T23:23:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,85.23324572930355,57.35294117647059,1610612753,12,10,2025-03-19T23:23:18Z,640000,False,37.0,86.0,1,right,MISS F. Wagner 9' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,9.38,Missed,,,,,,,,,,,,,,,,,,
66,PT06M45.00S,2025-03-19T23:23:14.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,12,10,2025-03-19T23:23:18Z,650000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,65.0,,,,,2.0,2.0,0.0,,,,,,,,
67,PT06M39.00S,2025-03-19T23:23:21.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627832,9.411957950065702,52.450980392156865,1610612745,12,10,2025-03-20T00:12:46Z,660000,False,-12.0,36.0,1,left,MISS F. VanVleet driving bank Hook,[1627832],1610612745.0,HOU,driving bank,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,3.8,Missed,,,,,,,,,,,,,,,,,,
68,PT06M38.00S,2025-03-19T23:23:22.2Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,12,10,2025-03-19T23:23:53Z,670000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,67.0,,,,,3.0,2.0,1.0,,,,,,,,
69,PT06M38.00S,2025-03-19T23:23:24.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630578,5.590000152587891,50.0,1610612745,12,10,2025-03-19T23:23:58Z,680000,False,0.0,0.0,1,left,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
70,PT06M37.00S,2025-03-19T23:23:25.8Z,1,REGULAR,rebound,defensive,[],203484,,,1610612753,12,10,2025-03-19T23:23:58Z,690000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,69.0,,,,,1.0,1.0,0.0,,,,,,,,
71,PT06M25.00S,2025-03-19T23:23:35.6Z,1,REGULAR,3pt,Jump Shot,[],203484,86.5473061760841,94.6078431372549,1610612753,12,10,2025-03-19T23:23:42Z,700000,False,223.0,74.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.5,Missed,,,,,,,,,,,,,,,,,,
72,PT06M23.00S,2025-03-19T23:23:37.6Z,1,REGULAR,rebound,offensive,[],203484,,,1610612753,12,10,2025-03-19T23:26:20Z,710000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,,,,,71.0,,,,,2.0,1.0,1.0,,,,,,,,
73,PT06M13.00S,2025-03-19T23:23:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,91.40932982917214,51.9607843137255,1610612753,14,10,2025-03-19T23:23:58Z,720000,False,10.0,28.0,1,right,P. Banchero driving Layup (7 PTS) (K. Caldwell-Pope 1 AST),"[1631094, 203484]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,7.0,,,,,,,,,K. Caldwell-Pope,203484.0,1.0
75,PT05M52.00S,2025-03-19T23:24:08.2Z,1,REGULAR,3pt,Jump Shot,[],1627832,29.911300919842315,18.137254901960784,1610612745,14,10,2025-03-19T23:24:12Z,740000,False,159.0,229.0,1,left,MISS F. VanVleet 27' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,27.87,Missed,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2025-03-19T23:24:12.2Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,14,10,2025-03-19T23:24:12Z,750000,False,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,75.0,,,,,3.0,3.0,0.0,,,,,,,,
77,PT05M39.00S,2025-03-19T23:24:21.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,92.32917214191852,47.30392156862745,1610612753,16,10,2025-03-19T23:24:30Z,760000,False,-13.0,20.0,1,right,F. Wagner driving bank Jump Shot (4 PTS),[1630532],1610612753.0,ORL,driving bank,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,,,4.0,,,,,,,,,,,
78,PT05M25.00S,2025-03-19T23:24:35.1Z,1,REGULAR,2pt,Jump Shot,[],1630224,4.28712220762155,87.74509803921569,1610612745,16,12,2025-03-19T23:25:23Z,770000,False,-189.0,-12.0,1,left,J. Green 18' step back Jump Shot (4 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Left,18.91,Made,,,,,,,4.0,,,,,,,,,,,
79,PT05M14.00S,2025-03-19T23:24:45.7Z,1,REGULAR,3pt,Jump Shot,[],203484,67.7562417871222,31.61764705882353,1610612753,19,12,2025-03-19T23:24:50Z,780000,False,-92.0,251.0,1,right,K. Caldwell-Pope 26' 3PT  (5 PTS) (F. Wagner 2 AST),"[203484, 1630532]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,26.69,Made,,,,,,,5.0,,,,,,,,,F. Wagner,1630532.0,2.0
81,PT05M13.00S,2025-03-19T23:24:55.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,19,12,2025-03-19T23:24:55Z,800000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M13.00S,2025-03-19T23:26:40.6Z,1,REGULAR,substitution,out,[],1628371,,,1610612745,19,12,2025-03-19T23:27:50Z,810000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M13.00S,2025-03-19T23:26:40.6Z,1,REGULAR,substitution,out,[],202709,,,1610612745,19,12,2025-03-19T23:27:50Z,820000,False,,,0,,SUB out: C. Joseph,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M13.00S,2025-03-19T23:26:40.6Z,1,REGULAR,substitution,out,[],1630532,,,1610612745,19,12,2025-03-19T23:27:50Z,830000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M13.00S,2025-03-19T23:26:40.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,19,12,2025-03-19T23:27:50Z,840000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M13.00S,2025-03-19T23:26:40.6Z,1,REGULAR,substitution,in,[],1641710,,,1610612745,19,12,2025-03-19T23:27:50Z,850000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M13.00S,2025-03-19T23:26:40.6Z,1,REGULAR,substitution,in,[],1629048,,,1610612745,19,12,2025-03-19T23:27:50Z,860000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M13.00S,2025-03-19T23:26:40.6Z,1,REGULAR,substitution,in,[],1641783,,,1610612745,19,12,2025-03-19T23:27:50Z,870000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M13.00S,2025-03-19T23:26:40.6Z,1,REGULAR,substitution,in,[],203500,,,1610612745,19,12,2025-03-19T23:27:50Z,880000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
