actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
20,PT10M17.00S,2025-03-27T23:12:40.5Z,1,REGULAR,rebound,defensive,[],202709,,,1610612753,0,2,2025-03-27T23:12:41Z,200000,False,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Mid-Range,8-16 Left,,,19.0,,,,,,,,,,1.0,1.0,0.0,,,,,
21,PT10M11.00S,2025-03-27T23:12:46.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630532,8.623521681997373,57.107843137254896,1610612753,0,2,2025-03-27T23:13:52Z,210000,False,-36.0,29.0,1,left,MISS F. Wagner driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,,,,,,,,,,,,,,,
22,PT10M09.00S,2025-03-27T23:12:48.2Z,1,REGULAR,rebound,defensive,[],1630539,,,1610612742,0,2,2025-03-27T23:12:53Z,220000,False,,,0,,K. Jones REBOUND (Off:0 Def:2),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,21.0,,,,,,,,,,2.0,2.0,0.0,,,,,
23,PT09M57.00S,2025-03-27T23:13:00.6Z,1,REGULAR,2pt,Jump Shot,[],203076,83.26215505913272,21.813725490196077,1610612742,0,2,2025-03-27T23:13:06Z,230000,False,-141.0,105.0,1,right,MISS A. Davis 17' Jump Shot,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,17.56,Missed,,,,,,,,,,,,,,,,,,
24,PT09M52.00S,2025-03-27T23:13:05.6Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,0,2,2025-03-27T23:13:06Z,240000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left Center,,,23.0,,,,,,,,,,1.0,1.0,0.0,,,,,
25,PT09M44.00S,2025-03-27T23:13:12.9Z,1,REGULAR,3pt,Jump Shot,[],1628976,23.209592641261498,11.519607843137255,1610612753,0,2,2025-03-27T23:13:17Z,250000,False,192.0,166.0,1,left,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
26,PT09M41.00S,2025-03-27T23:13:15.9Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,0,2,2025-03-27T23:13:17Z,260000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,25.0,,,,,,,,,,1.0,1.0,0.0,,,,,
27,PT09M29.00S,2025-03-27T23:13:29.1Z,1,REGULAR,3pt,Jump Shot,[],202691,71.69842312746385,76.47058823529412,1610612742,0,2,2025-03-27T23:13:33Z,270000,False,132.0,214.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,,
28,PT09M26.00S,2025-03-27T23:13:32.1Z,1,REGULAR,rebound,defensive,[],203484,,,1610612753,0,2,2025-03-27T23:15:28Z,280000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,27.0,,,,,,,,,,1.0,1.0,0.0,,,,,
29,PT09M11.00S,2025-03-27T23:13:46.4Z,1,REGULAR,2pt,Jump Shot,[],1630532,24.78646517739816,57.35294117647059,1610612753,0,2,2025-03-27T23:13:50Z,290000,False,-37.0,180.0,1,left,MISS F. Wagner 18' pullup Shot,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Center,18.42,Missed,,,,,,,,,,,,,,,,,,
30,PT09M09.00S,2025-03-27T23:13:48.4Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,0,2,2025-03-28T00:18:24Z,300000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,,,29.0,,,,,,,,,,2.0,2.0,0.0,,,,,
31,PT09M02.00S,2025-03-27T23:13:55.3Z,1,REGULAR,3pt,Jump Shot,[],203076,66.17936925098554,41.42156862745098,1610612742,0,2,2025-03-27T23:14:04Z,310000,False,-43.0,265.0,1,right,MISS A. Davis 26' step back 3PT,[203076],1610612742.0,DAL,step back,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
32,PT08M57.00S,2025-03-27T23:14:00.3Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,0,2,2025-03-27T23:14:04Z,320000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,31.0,,,,,,,,,,2.0,2.0,0.0,,,,,
33,PT08M50.00S,2025-03-27T23:14:07.5Z,1,REGULAR,3pt,Jump Shot,[],203484,6.783837056504599,4.166666666666666,1610612753,0,2,2025-03-27T23:14:12Z,330000,False,229.0,11.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
34,PT08M46.00S,2025-03-27T23:14:11.5Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,0,2,2025-03-27T23:14:12Z,340000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,33.0,,,,,,,,,,1.0,1.0,0.0,,,,,
35,PT08M41.00S,2025-03-27T23:14:16.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202691,92.59198423127464,57.35294117647059,1610612742,0,2,2025-03-27T23:14:32Z,350000,False,37.0,17.0,1,right,MISS K. Thompson running Layup,[202691],1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,,
36,PT08M39.00S,2025-03-27T23:14:18.5Z,1,REGULAR,rebound,offensive,[],203076,,,1610612742,0,2,2025-03-27T23:16:19Z,360000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,35.0,,,,,,,,,,3.0,2.0,1.0,,,,,
37,PT08M39.00S,2025-03-27T23:14:38.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",203076,89.70105124835742,52.20588235294118,1610612742,0,2,2025-03-27T23:18:42Z,370000,False,11.0,44.0,1,right,MISS A. Davis tip Layup,[203076],1610612742.0,DAL,tip,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,,,,,,,,,,,,,,,
38,PT08M39.00S,2025-03-27T23:14:38.4Z,1,REGULAR,rebound,offensive,[],1630539,,,1610612742,0,2,2025-03-27T23:22:17Z,380000,False,,,0,,K. Jones REBOUND (Off:1 Def:2),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,37.0,,,,,,,,,,3.0,2.0,1.0,,,,,
40,PT08M32.00S,2025-03-27T23:14:50.6Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612742,0,2,2025-03-27T23:15:11Z,400000,False,,,0,,P. Banchero shooting personal FOUL (2 PF) (Davis 2 FT),"[1631094, 203076]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,200832.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,
42,PT08M32.00S,2025-03-27T23:15:22.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612742,0,2,2025-03-27T23:15:45Z,420000,False,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT08M32.00S,2025-03-27T23:15:22.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,0,2,2025-03-27T23:15:45Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,
44,PT08M32.00S,2025-03-27T23:15:22.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612742,0,2,2025-03-27T23:15:45Z,440000,False,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
45,PT08M30.00S,2025-03-27T23:15:24.2Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,0,2,2025-03-27T23:15:45Z,450000,False,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,44.0,,,,,,,,,,3.0,3.0,0.0,,,,,
46,PT08M21.00S,2025-03-27T23:15:51.2Z,1,REGULAR,3pt,Jump Shot,[],202709,28.465834428383708,76.7156862745098,1610612753,3,2,2025-03-27T23:15:57Z,460000,False,-134.0,215.0,1,left,C. Joseph 25' 3PT  (3 PTS) (P. Banchero 1 AST),"[202709, 1631094]",1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,25.32,Made,,,,,,,3.0,P. Banchero,1631094.0,1.0,,,,,,,,
48,PT07M59.00S,2025-03-27T23:16:16.0Z,1,REGULAR,foul,offensive,[],1630539,,,1610612742,3,2,2025-03-27T23:19:56Z,480000,False,,,0,,K. Jones offensive FOUL (1 PF),"[1630539, 203484]",1610612742.0,DAL,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Center,,,,200832.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,,,
50,PT07M59.00S,2025-03-27T23:16:16.0Z,1,REGULAR,turnover,offensive foul,[],1630539,,,1610612742,3,2,2025-03-27T23:16:16Z,500000,False,,,0,,K. Jones offensive foul TURNOVER (1 TO),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Center,,,,200832.0,,,,,,,,,,,,1.0,,,,
51,PT07M59.00S,2025-03-27T23:16:27.4Z,1,REGULAR,substitution,out,[],203076,,,1610612753,3,2,2025-03-27T23:16:33Z,510000,False,,,0,,SUB out: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M59.00S,2025-03-27T23:16:27.4Z,1,REGULAR,substitution,in,[],1631108,,,1610612753,3,2,2025-03-27T23:16:33Z,520000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M46.00S,2025-03-27T23:16:49.7Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612753,3,2,2025-03-27T23:26:04Z,530000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 203915]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Dinwiddie,203915.0,,
54,PT07M46.00S,2025-03-27T23:16:49.7Z,1,REGULAR,steal,,[],203915,,,1610612742,3,2,2025-03-27T23:20:10Z,540000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M43.00S,2025-03-27T23:16:52.9Z,1,REGULAR,turnover,lost ball,[],203915,,,1610612742,3,2,2025-03-27T23:26:23Z,550000,False,,,0,,S. Dinwiddie lost ball TURNOVER (1 TO),"[203915, 203484]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,,
56,PT07M43.00S,2025-03-27T23:16:52.9Z,1,REGULAR,steal,,[],203484,,,1610612753,3,2,2025-03-27T23:16:56Z,560000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
57,PT07M36.00S,2025-03-27T23:16:58.1Z,1,REGULAR,turnover,lost ball,[],1631094,,,1610612753,3,2,2025-03-27T23:36:51Z,570000,False,,,0,,P. Banchero lost ball TURNOVER (1 TO),"[1631094, 1631108]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Christie,1631108.0,,
58,PT07M36.00S,2025-03-27T23:16:58.1Z,1,REGULAR,steal,,[],1631108,,,1610612742,3,2,2025-03-27T23:20:36Z,580000,False,,,0,,M. Christie STEAL (1 STL),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M31.00S,2025-03-27T23:17:06.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202691,87.07293035479631,38.48039215686275,1610612742,3,2,2025-03-27T23:27:04Z,590000,False,-58.0,69.0,1,right,MISS K. Thompson 8' pullup Shot,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Left,8.99,Missed,,,,,,,,,,,,,,,,,,
60,PT07M29.00S,2025-03-27T23:17:08.1Z,1,REGULAR,rebound,defensive,[],202709,,,1610612753,3,2,2025-03-27T23:27:04Z,600000,False,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Left,,,59.0,,,,,,,,,,2.0,2.0,0.0,,,,,
61,PT07M17.00S,2025-03-27T23:17:19.9Z,1,REGULAR,foul,personal,['2freethrow'],202691,,,1610612753,3,2,2025-03-27T23:17:38Z,610000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Banchero 2 FT),"[202691, 1631094]",1610612742.0,DAL,shooting,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,200832.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,
63,PT07M17.00S,2025-03-27T23:17:50.1Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,4,2,2025-03-27T23:18:17Z,630000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
64,PT07M17.00S,2025-03-27T23:17:50.1Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,4,2,2025-03-27T23:18:17Z,640000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
65,PT07M14.00S,2025-03-27T23:17:53.1Z,1,REGULAR,rebound,defensive,[],1630539,,,1610612742,4,2,2025-03-27T23:18:17Z,650000,False,,,0,,K. Jones REBOUND (Off:1 Def:3),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,,,,,64.0,,,,,,,,,,4.0,3.0,1.0,,,,,
66,PT07M04.00S,2025-03-27T23:18:26.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,87.72996057818659,60.78431372549019,1610612742,4,4,2025-03-27T23:27:39Z,660000,False,54.0,63.0,1,right,N. Marshall 8' driving floating Jump Shot (2 PTS),[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Right,8.28,Made,,,,,,,2.0,,,,,,,,,,,
67,PT06M48.00S,2025-03-27T23:18:42.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,5.075558475689881,51.225490196078425,1610612753,6,4,2025-03-27T23:18:48Z,670000,False,-6.0,-5.0,1,left,F. Wagner cutting DUNK (2 PTS) (W. Carter Jr. 1 AST),"[1630532, 1628976]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,,,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,
69,PT06M22.00S,2025-03-27T23:19:08.8Z,1,REGULAR,3pt,Jump Shot,[],1630230,66.70499342969777,49.26470588235294,1610612742,6,4,2025-03-27T23:19:13Z,690000,False,-4.0,260.0,1,right,MISS N. Marshall 26' step back 3PT,[1630230],1610612742.0,DAL,step back,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
70,PT06M18.00S,2025-03-27T23:19:12.8Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,6,4,2025-03-27T23:24:42Z,700000,False,,,0,,F. Wagner REBOUND (Off:0 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,69.0,,,,,,,,,,4.0,4.0,0.0,,,,,
71,PT06M10.00S,2025-03-27T23:19:20.2Z,1,REGULAR,2pt,Jump Shot,[],1631094,10.726018396846255,22.30392156862745,1610612753,6,4,2025-03-27T23:29:08Z,710000,False,138.0,48.0,1,left,MISS P. Banchero 14' Jump Shot,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,14.67,Missed,,,,,,,,,,,,,,,,,,
72,PT06M06.00S,2025-03-27T23:19:24.2Z,1,REGULAR,rebound,defensive,[],1630539,,,1610612742,6,4,2025-03-27T23:19:25Z,720000,False,,,0,,K. Jones REBOUND (Off:1 Def:4),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,Mid-Range,8-16 Right,,,71.0,,,,,,,,,,5.0,4.0,1.0,,,,,
73,PT05M58.00S,2025-03-27T23:19:32.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630539,94.03745072273325,49.754901960784316,1610612742,6,6,2025-03-27T23:19:38Z,730000,False,-1.0,4.0,1,right,K. Jones alley-oop DUNK (2 PTS) (S. Dinwiddie 2 AST),"[1630539, 203915]",1610612742.0,DAL,alley-oop,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,2.0,S. Dinwiddie,203915.0,2.0,,,,,,,,
75,PT05M47.00S,2025-03-27T23:19:48.3Z,1,REGULAR,turnover,traveling,[],1630532,,,1610612753,6,6,2025-03-27T23:19:55Z,750000,False,,,0,,F. Wagner traveling TURNOVER (1 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,1626300.0,,,,,,,,,,,,1.0,,,,
76,PT05M47.00S,2025-03-27T23:19:55.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,6,6,2025-03-27T23:19:55Z,760000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M47.00S,2025-03-27T23:22:17.0Z,1,REGULAR,substitution,out,[],1631094,,,1610612742,6,6,2025-03-27T23:22:32Z,770000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M47.00S,2025-03-27T23:22:17.0Z,1,REGULAR,substitution,out,[],1628976,,,1610612742,6,6,2025-03-27T23:22:32Z,780000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M47.00S,2025-03-27T23:22:17.0Z,1,REGULAR,substitution,out,[],202691,,,1610612742,6,6,2025-03-27T23:22:32Z,790000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M47.00S,2025-03-27T23:22:17.0Z,1,REGULAR,substitution,in,[],203914,,,1610612742,6,6,2025-03-27T23:22:32Z,800000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M47.00S,2025-03-27T23:22:17.0Z,1,REGULAR,substitution,in,[],1629048,,,1610612742,6,6,2025-03-27T23:22:32Z,810000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
