actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
18,PT10M38.00S,2025-04-08T23:12:19.1Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612737,2,6,2025-04-08T23:12:25Z,180000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 203484]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left Center,1.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,,
19,PT10M38.00S,2025-04-08T23:12:19.1Z,1,REGULAR,steal,,[],203484,,,1610612753,2,6,2025-04-08T23:12:21Z,190000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
20,PT10M38.00S,2025-04-08T23:12:24.6Z,1,REGULAR,foul,personal,[],1642258,,,1610612753,2,6,2025-04-08T23:12:38Z,200000,False,,,0,,Z. Risacher personal FOUL (1 PF),"[1642258, 203484]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1627529.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,
22,PT10M24.00S,2025-04-08T23:12:49.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631094,10.5946123521682,51.9607843137255,1610612753,4,6,2025-04-08T23:12:58Z,220000,False,-10.0,47.0,1,left,P. Banchero turnaround bank Hook (2 PTS),[1631094],1610612753.0,ORL,turnaround bank,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,4.81,Made,2.0,,,,,,,,,,,,,,
23,PT10M10.00S,2025-04-08T23:13:05.8Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612737,4,6,2025-04-08T23:13:30Z,230000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Gueye 2 FT),"[1631094, 1631243]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,204058.0,1.0,0.0,Gueye,1631243.0,,,,,,
25,PT10M10.00S,2025-04-08T23:13:42.0Z,1,REGULAR,freethrow,1 of 2,[],1631243,,,1610612737,4,7,2025-04-08T23:14:02Z,250000,False,,,0,,M. Gueye Free Throw 1 of 2 (1 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
26,PT10M10.00S,2025-04-08T23:13:42.0Z,1,REGULAR,freethrow,2 of 2,[],1631243,,,1610612737,4,7,2025-04-08T23:14:02Z,260000,False,,,0,,MISS M. Gueye Free Throw 2 of 2,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
27,PT10M07.00S,2025-04-08T23:13:45.0Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,4,7,2025-04-08T23:14:02Z,270000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,
28,PT09M58.00S,2025-04-08T23:14:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.995400788436268,61.029411764705884,1610612753,4,7,2025-04-08T23:15:26Z,280000,False,-55.0,4.0,1,left,MISS F. Wagner driving Layup - blocked,"[1630532, 1631243]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,5.52,Missed,,,,,,,,,,,,,,Gueye,1631243.0
40,PT09M58.00S,2025-04-08T23:14:09.8Z,1,REGULAR,block,,[],1631243,,,1610612753,4,7,2025-04-08T23:15:19Z,285000,False,,,0,,M. Gueye BLOCK (1 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M49.00S,2025-04-08T23:14:18.8Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,4,7,2025-04-08T23:14:22Z,290000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,28.0,1.0,0.0,1.0,,
30,PT09M49.00S,2025-04-08T23:14:18.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628976,8.229303547963205,50.0,1610612753,6,7,2025-04-08T23:14:27Z,300000,False,0.0,25.0,1,left,W. Carter Jr. tip DUNK (2 PTS),[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,2.49,Made,2.0,,,,,,,,,,,,,,
31,PT09M43.00S,2025-04-08T23:14:24.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,91.27792378449409,56.86274509803921,1610612737,6,7,2025-04-08T23:16:05Z,310000,False,34.0,29.0,1,right,MISS O. Okongwu bank Hook,[1630168],1610612737.0,ATL,bank,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,4.52,Missed,,,,,,,,,,,,,,,
32,PT09M43.00S,2025-04-08T23:14:24.8Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,6,7,2025-04-08T23:14:34Z,320000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,31.0,1.0,0.0,1.0,,
33,PT09M41.00S,2025-04-08T23:14:27.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,93.64323258869908,51.71568627450981,1610612737,6,9,2025-04-08T23:14:39Z,330000,False,9.0,7.0,1,right,O. Okongwu putback Layup (5 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,1.13,Made,5.0,,,,,,,,,,,,,,
34,PT09M20.00S,2025-04-08T23:14:47.4Z,1,REGULAR,2pt,Jump Shot,[],1631094,7.178055190538765,74.01960784313727,1610612753,8,9,2025-04-08T23:14:54Z,340000,False,-120.0,15.0,1,left,P. Banchero 12' Jump Shot (4 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,12.1,Made,4.0,,,,,,,,,,,,,,
35,PT09M11.00S,2025-04-08T23:14:57.3Z,1,REGULAR,3pt,Jump Shot,[],1629027,66.70499342969777,52.69607843137255,1610612737,8,9,2025-04-08T23:16:41Z,350000,False,13.0,260.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,26.08,Missed,,,,,,,,,,,,,,,
36,PT09M08.00S,2025-04-08T23:15:00.3Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,8,9,2025-04-08T23:16:41Z,360000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,
37,PT09M02.00S,2025-04-08T23:15:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,8.886333771353483,56.86274509803921,1610612753,10,9,2025-04-08T23:15:11Z,370000,False,-34.0,31.0,1,left,P. Banchero driving Layup (6 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,4.62,Made,6.0,,,,,,,,,,,,,,
38,PT08M53.00S,2025-04-08T23:15:15.1Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612737,10,9,2025-04-08T23:15:39Z,380000,False,,,0,,D. Daniels bad pass TURNOVER (2 TO),"[1630700, 202709]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,2.0,Joseph,202709.0,,,,,,,,,,,,,,,,,
39,PT08M53.00S,2025-04-08T23:15:15.1Z,1,REGULAR,steal,,[],202709,,,1610612753,10,9,2025-04-08T23:15:17Z,390000,False,,,0,,C. Joseph STEAL (1 STL),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M47.00S,2025-04-08T23:15:23.2Z,1,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612753,10,9,2025-04-08T23:15:47Z,400000,False,,,0,,Z. Risacher shooting personal FOUL (2 PF) (Banchero 2 FT),"[1642258, 1631094]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1148.0,2.0,0.0,Banchero,1631094.0,,,,,,
43,PT08M47.00S,2025-04-08T23:15:54.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631094,,,1610612753,11,9,2025-04-08T23:15:54Z,420000,False,,,0,,P. Banchero Free Throw 1 of 2 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
44,PT08M47.00S,2025-04-08T23:15:58.1Z,1,REGULAR,substitution,out,[],1642258,,,1610612753,11,9,2025-04-08T23:16:03Z,430000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M47.00S,2025-04-08T23:15:58.1Z,1,REGULAR,substitution,in,[],1630249,,,1610612753,11,9,2025-04-08T23:16:03Z,440000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M47.00S,2025-04-08T23:16:17.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631094,,,1610612753,12,9,2025-04-08T23:16:17Z,450000,False,,,0,,P. Banchero Free Throw 2 of 2 (8 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
47,PT08M31.00S,2025-04-08T23:16:35.2Z,1,REGULAR,3pt,Jump Shot,[],1629027,68.54467805519053,80.3921568627451,1610612737,12,9,2025-04-08T23:16:42Z,460000,False,152.0,243.0,1,right,MISS T. Young 28' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,28.68,Missed,,,,,,,,,,,,,,,
48,PT08M26.00S,2025-04-08T23:16:40.2Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,12,9,2025-04-08T23:16:42Z,470000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,47.0,2.0,2.0,0.0,,
49,PT08M13.00S,2025-04-08T23:16:53.3Z,1,REGULAR,3pt,Jump Shot,[],203484,5.338370565045992,96.07843137254902,1610612753,12,9,2025-04-08T23:17:00Z,480000,False,-230.0,-2.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,,,,23.04,Missed,,,,,,,,,,,,,,,
50,PT08M10.00S,2025-04-08T23:16:56.3Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,12,9,2025-04-08T23:17:00Z,490000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,49.0,2.0,0.0,2.0,,
51,PT08M08.00S,2025-04-08T23:16:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628976,7.30946123521682,56.127450980392155,1610612753,12,9,2025-04-08T23:18:45Z,500000,False,-31.0,16.0,1,left,MISS W. Carter Jr. putback Layup,[1628976],1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,3.46,Missed,,,,,,,,,,,,,,,
52,PT08M08.00S,2025-04-08T23:16:58.1Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,12,9,2025-04-08T23:17:02Z,510000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,51.0,2.0,1.0,1.0,,
53,PT08M01.00S,2025-04-08T23:17:05.5Z,1,REGULAR,3pt,Jump Shot,[],1630700,70.25295663600527,22.058823529411764,1610612737,12,9,2025-04-08T23:17:12Z,520000,False,-140.0,227.0,1,right,MISS D. Daniels 26' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,26.66,Missed,,,,,,,,,,,,,,,
54,PT08M00.00S,2025-04-08T23:17:10.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,12,9,2025-04-08T23:17:10Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,53.0,,,,,
55,PT08M00.00S,2025-04-08T23:17:12.1Z,1,REGULAR,foul,personal,[],1630532,,,1610612737,12,9,2025-04-08T23:17:20Z,540000,False,,,0,,F. Wagner loose ball personal FOUL (1 PF),"[1630532, 1631243]",1610612753.0,ORL,loose ball,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,1148.0,1.0,0.0,Gueye,1631243.0,,,,,,
58,PT07M52.00S,2025-04-08T23:18:43.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630700,87.20433639947439,50.49019607843137,1610612737,12,11,2025-04-08T23:18:48Z,570000,False,2.0,68.0,1,right,D. Daniels 6' driving Hook (2 PTS) (O. Okongwu 1 AST),"[1630700, 1630168]",1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,6.78,Made,2.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,
60,PT07M30.00S,2025-04-08T23:19:04.3Z,1,REGULAR,3pt,Jump Shot,[],1628976,6.1268068331143235,4.166666666666666,1610612753,12,11,2025-04-08T23:19:08Z,590000,False,229.0,5.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,,22.93,Missed,,,,,,,,,,,,,,,
61,PT07M28.00S,2025-04-08T23:19:06.3Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,12,11,2025-04-08T23:19:08Z,600000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,60.0,1.0,1.0,0.0,,
62,PT07M22.00S,2025-04-08T23:19:16.2Z,1,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,12,11,2025-04-08T23:19:25Z,610000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (1 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,1627529.0,,,,,,,,,,
63,PT07M02.00S,2025-04-08T23:19:57.9Z,1,REGULAR,turnover,out-of-bounds,[],203484,,,1610612753,12,11,2025-04-08T23:20:04Z,620000,False,,,0,,K. Caldwell-Pope step out-of-bounds TURNOVER (1 TO),[203484],1610612753.0,ORL,step,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,1.0,,,,,,,,,1148.0,,,,,,,,,,
64,PT06M51.00S,2025-04-08T23:20:09.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630249,95.22010512483574,95.34313725490196,1610612737,12,11,2025-04-08T23:20:15Z,630000,False,227.0,-8.0,1,right,MISS V. Krejčí 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Right Corner 3,24+ Right,,,,22.68,Missed,,,,,,,,,,,,,,,
65,PT06M46.00S,2025-04-08T23:20:14.7Z,1,REGULAR,rebound,offensive,[],1631243,,,1610612737,12,11,2025-04-08T23:23:30Z,640000,False,,,0,,M. Gueye REBOUND (Off:1 Def:0),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,64.0,1.0,0.0,1.0,,
66,PT06M42.00S,2025-04-08T23:20:18.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631243,93.51182654402102,3.1862745098039214,1610612737,12,11,2025-04-08T23:20:25Z,650000,False,-234.0,8.0,1,right,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,,,,23.43,Missed,,,,,,,,,,,,,,,
67,PT06M38.00S,2025-04-08T23:20:22.2Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,12,11,2025-04-08T23:20:25Z,660000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,66.0,3.0,1.0,2.0,,
68,PT06M29.00S,2025-04-08T23:20:31.1Z,1,REGULAR,3pt,Jump Shot,[],1631094,21.107095926412615,89.70588235294117,1610612753,12,11,2025-04-08T23:20:38Z,670000,False,-199.0,146.0,1,left,MISS P. Banchero 24' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,24.64,Missed,,,,,,,,,,,,,,,
69,PT06M28.00S,2025-04-08T23:20:32.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,12,11,2025-04-08T23:20:38Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,68.0,,,,,
70,PT06M28.00S,2025-04-08T23:20:40.3Z,1,REGULAR,foul,personal,[],1631243,,,1610612753,12,11,2025-04-08T23:20:52Z,690000,False,,,0,,M. Gueye loose ball personal FOUL (1 PF),"[1631243, 1628976]",1610612737.0,ATL,loose ball,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,204058.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,
72,PT06M28.00S,2025-04-08T23:20:56.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,12,11,2025-04-08T23:20:56Z,710000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M28.00S,2025-04-08T23:23:20.9Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,12,11,2025-04-08T23:23:39Z,720000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M28.00S,2025-04-08T23:23:20.9Z,1,REGULAR,substitution,out,[],1629027,,,1610612753,12,11,2025-04-08T23:23:39Z,730000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M28.00S,2025-04-08T23:23:20.9Z,1,REGULAR,substitution,out,[],1631243,,,1610612753,12,11,2025-04-08T23:23:39Z,740000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M28.00S,2025-04-08T23:23:20.9Z,1,REGULAR,substitution,in,[],1631216,,,1610612753,12,11,2025-04-08T23:23:39Z,750000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M28.00S,2025-04-08T23:23:20.9Z,1,REGULAR,substitution,in,[],1629611,,,1610612753,12,11,2025-04-08T23:23:39Z,760000,False,,,0,,SUB in: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M28.00S,2025-04-08T23:23:20.9Z,1,REGULAR,substitution,in,[],1627747,,,1610612753,12,11,2025-04-08T23:23:39Z,770000,False,,,0,,SUB in: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M17.00S,2025-04-08T23:24:00.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628976,10.200394218134035,44.85294117647059,1610612753,14,11,2025-04-08T23:24:31Z,780000,False,26.0,43.0,1,left,W. Carter Jr. driving floating Jump Shot (4 PTS) (P. Banchero 2 AST),"[1628976, 1631094]",1610612753.0,ORL,driving floating,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,5.04,Made,4.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,
81,PT06M00.00S,2025-04-08T23:24:16.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,89.96386333771353,46.568627450980394,1610612737,14,13,2025-04-08T23:24:20Z,800000,False,-17.0,42.0,1,right,D. Daniels driving Layup (4 PTS) (O. Okongwu 2 AST),"[1630700, 1630168]",1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,4.52,Made,4.0,O. Okongwu,1630168.0,2.0,,,,,,,,,,,
83,PT05M40.00S,2025-04-08T23:24:36.6Z,1,REGULAR,3pt,Jump Shot,[],202709,29.122864651773984,74.26470588235294,1610612753,14,13,2025-04-08T23:24:43Z,820000,False,-121.0,221.0,1,left,MISS C. Joseph 25' 3PT,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,,,,25.24,Missed,,,,,,,,,,,,,,,
