actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
39,PT08M27.00S,2025-03-05T00:16:55.0Z,1,REGULAR,3pt,Jump Shot,[],1630567,93.34756898817345,5.882352941176478,1610612761,8,10,2025-03-05T00:16:59Z,390000,False,-221.0,10.0,1,right,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,22.08,Missed,,,,,,,,,,,,,,,,,,
40,PT08M24.00S,2025-03-05T00:16:58.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,8,10,2025-03-05T00:16:59Z,400000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,
41,PT08M18.00S,2025-03-05T00:17:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,8.327858081471746,52.94117647058824,1610612753,8,10,2025-03-05T00:20:48Z,410000,False,-15.0,26.0,1,left,MISS W. Carter Jr. driving floating bank Shot,[1628976],1610612753.0,ORL,driving floating bank,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,,
42,PT08M16.00S,2025-03-05T00:17:06.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,8,10,2025-03-05T00:17:09Z,420000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,41.0,3.0,2.0,1.0,,,,,,,,,
43,PT08M12.00S,2025-03-05T00:17:10.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642266,92.29632063074901,51.96078431372549,1610612761,8,10,2025-03-05T00:17:16Z,430000,False,10.0,20.0,1,right,MISS J. Walter running Layup,[1642266],1610612761.0,TOR,running,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,,,,
44,PT08M10.00S,2025-03-05T00:17:12.2Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,8,10,2025-03-05T00:17:16Z,440000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,
46,PT08M00.00S,2025-03-05T00:17:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.196452036793687,49.26470588235294,1610612753,10,10,2025-03-05T00:17:47Z,460000,False,4.0,25.0,1,left,F. Wagner alley-oop Layup (2 PTS) (W. Carter Jr. 2 AST),"[1630532, 1628976]",1610612753.0,ORL,alley-oop,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.48,Made,2.0,W. Carter Jr.,1628976.0,2.0,,,,,,,,,,,,,,
48,PT07M39.00S,2025-03-05T00:18:04.2Z,1,REGULAR,turnover,lost ball,[],1630193,,,1610612761,10,10,2025-03-05T00:18:09Z,480000,False,,,0,,I. Quickley lost ball TURNOVER (2 TO),"[1630193, 203484]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,,,Caldwell-Pope,203484.0,,,,,,,
49,PT07M39.00S,2025-03-05T00:18:04.2Z,1,REGULAR,steal,,[],203484,,,1610612753,10,10,2025-03-05T00:18:06Z,490000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M16.00S,2025-03-05T00:18:38.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,30.27266754270697,76.22549019607843,1610612753,10,10,2025-03-05T00:18:43Z,510000,False,-131.0,232.0,1,left,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,26.66,Missed,,,,,,,,,,,,,,,,,,
52,PT07M11.00S,2025-03-05T00:18:43.5Z,1,REGULAR,rebound,defensive,[],1642266,,,1610612761,10,10,2025-03-05T00:18:43Z,520000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,
53,PT07M04.00S,2025-03-05T00:18:52.5Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612761,10,10,2025-03-05T00:19:11Z,530000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Walter 2 FT),"[203484, 1642266]",1610612753.0,ORL,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202037.0,1.0,0.0,Walter,1642266.0,,
55,PT07M04.00S,2025-03-05T00:19:40.7Z,1,REGULAR,freethrow,1 of 2,[],1642266,,,1610612761,10,11,2025-03-05T00:20:05Z,550000,False,,,0,,J. Walter Free Throw 1 of 2 (4 PTS),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
56,PT07M04.00S,2025-03-05T00:19:41.7Z,1,REGULAR,substitution,out,[],1630532,,,1610612761,10,11,2025-03-05T00:19:49Z,560000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M04.00S,2025-03-05T00:19:41.7Z,1,REGULAR,substitution,in,[],1641724,,,1610612761,10,11,2025-03-05T00:19:49Z,570000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M04.00S,2025-03-05T00:19:40.7Z,1,REGULAR,freethrow,2 of 2,[],1642266,,,1610612761,10,11,2025-03-05T00:20:05Z,580000,False,,,0,,MISS J. Walter Free Throw 2 of 2,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT07M02.00S,2025-03-05T00:19:42.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,10,11,2025-03-05T00:20:05Z,590000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,
60,PT06M50.00S,2025-03-05T00:20:15.3Z,1,REGULAR,2pt,Jump Shot,[],203484,12.270039421813408,81.86274509803921,1610612753,10,11,2025-03-05T00:20:20Z,600000,False,-159.0,63.0,1,left,MISS K. Caldwell-Pope 17' pullup Shot,[203484],1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left,17.12,Missed,,,,,,,,,,,,,,,,,,
61,PT06M47.00S,2025-03-05T00:20:18.3Z,1,REGULAR,rebound,defensive,[],1642266,,,1610612761,10,11,2025-03-05T00:20:20Z,610000,False,,,0,,J. Walter REBOUND (Off:0 Def:2),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Mid-Range,16-24 Left,,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,
62,PT06M42.00S,2025-03-05T00:20:23.0Z,1,REGULAR,turnover,lost ball,[],1642266,,,1610612761,10,11,2025-03-05T00:20:27Z,620000,False,,,0,,J. Walter lost ball TURNOVER (2 TO),"[1642266, 1631094]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Mid-Range,16-24 Center,,,,,,,2.0,,,,,Banchero,1631094.0,,,,,,,
63,PT06M42.00S,2025-03-05T00:20:23.0Z,1,REGULAR,steal,,[],1631094,,,1610612753,10,11,2025-03-05T00:20:25Z,630000,False,,,0,,P. Banchero STEAL (2 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
64,PT06M36.00S,2025-03-05T00:20:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631094,5.436925098554539,43.13725490196079,1610612753,10,11,2025-03-05T00:20:36Z,640000,False,34.0,-1.0,1,left,MISS P. Banchero running Layup,[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
65,PT06M32.00S,2025-03-05T00:20:33.0Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,10,11,2025-03-05T00:22:57Z,650000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,
68,PT06M29.00S,2025-03-05T00:20:35.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,67.46057818659658,67.15686274509804,1610612761,10,11,2025-03-05T00:26:24Z,680000,False,86.0,253.0,1,right,MISS S. Barnes 26' running pullup 3PT,[1630567],1610612761.0,TOR,running pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,26.75,Missed,,,,,,,,,,,,,,,,,,
69,PT06M26.00S,2025-03-05T00:20:38.7Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,10,11,2025-03-05T00:26:24Z,690000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,68.0,2.0,1.0,1.0,,,,,,,,,
70,PT06M25.00S,2025-03-05T00:20:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,91.50788436268068,48.0392156862745,1610612761,10,13,2025-03-05T00:20:57Z,700000,False,-10.0,27.0,1,right,J. Poeltl putback Layup (2 PTS),[1627751],1610612761.0,TOR,putback,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.9,Made,2.0,,,,,,,,,,,,,,,,,
71,PT06M02.00S,2025-03-05T00:21:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,5.174113009198422,43.627450980392155,1610612753,12,13,2025-03-05T00:27:40Z,710000,False,32.0,-4.0,1,left,P. Banchero driving reverse Layup (6 PTS),[1631094],1610612753.0,ORL,driving reverse,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.21,Made,6.0,,,,,,,,,,,,,,,,,
73,PT06M01.00S,2025-03-05T00:21:10.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,12,13,2025-03-05T00:21:10Z,730000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M01.00S,2025-03-05T00:22:43.8Z,1,REGULAR,substitution,out,[],202709,,,1610612761,12,13,2025-03-05T00:24:19Z,740000,False,,,0,,SUB out: C. Joseph,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M01.00S,2025-03-05T00:22:43.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,12,13,2025-03-05T00:24:19Z,750000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M01.00S,2025-03-05T00:22:43.8Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,12,13,2025-03-05T00:24:19Z,760000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M01.00S,2025-03-05T00:22:43.8Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,12,13,2025-03-05T00:24:19Z,770000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M01.00S,2025-03-05T00:22:43.8Z,1,REGULAR,substitution,in,[],1641783,,,1610612761,12,13,2025-03-05T00:24:19Z,780000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M01.00S,2025-03-05T00:22:43.8Z,1,REGULAR,substitution,in,[],1642367,,,1610612761,12,13,2025-03-05T00:24:19Z,790000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M01.00S,2025-03-05T00:22:43.8Z,1,REGULAR,substitution,in,[],1631115,,,1610612761,12,13,2025-03-05T00:24:19Z,800000,False,,,0,,SUB in: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M01.00S,2025-03-05T00:22:43.8Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,12,13,2025-03-05T00:24:19Z,810000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M55.00S,2025-03-05T00:24:21.5Z,1,REGULAR,foul,offensive,[],1642367,,,1610612761,12,13,2025-03-05T00:28:25Z,820000,False,,,0,,J. Mogbo offensive FOUL (1 PF),"[1642367, 203484]",1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1627519.0,1.0,0.0,Caldwell-Pope,203484.0,,
85,PT05M55.00S,2025-03-05T00:24:21.5Z,1,REGULAR,turnover,offensive foul,[],1642367,,,1610612761,12,13,2025-03-05T00:24:21Z,840000,False,,,0,,J. Mogbo offensive foul TURNOVER (1 TO),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Mid-Range,8-16 Center,,,,,,,1.0,,,,,,,1627519.0,,,,,,
86,PT05M39.00S,2025-03-05T00:24:46.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641724,23.570959264126145,45.833333333333336,1610612753,12,13,2025-03-05T00:28:53Z,850000,False,21.0,169.0,1,left,MISS J. Howard 17' step back Shot,[1641724],1610612753.0,ORL,step back,,,Howard,J. Howard,,,,,Mid-Range,16-24 Center,17.04,Missed,,,,,,,,,,,,,,,,,,
87,PT05M36.00S,2025-03-05T00:24:49.9Z,1,REGULAR,rebound,offensive,[],1641783,,,1610612753,12,13,2025-03-05T00:24:52Z,860000,False,,,0,,T. da Silva REBOUND (Off:1 Def:0),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Center,,,,,,,,86.0,1.0,0.0,1.0,,,,,,,,,
