actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
33,PT08M52.00S,2025-03-24T23:14:34.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,8.754927726675426,59.55882352941176,1610612753,5,7,2025-03-24T23:14:37Z,320000,False,-48.0,30.0,1,left,MISS W. Carter Jr. turnaround Hook,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,5.63,Missed,,,,,,,,,,,,,,,,
34,PT08M50.00S,2025-03-24T23:14:36.0Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,5,7,2025-03-24T23:14:37Z,330000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,
35,PT08M44.00S,2025-03-24T23:14:42.0Z,1,REGULAR,3pt,Jump Shot,[],1627827,68.15045992115637,68.87254901960785,1610612747,5,10,2025-03-24T23:14:46Z,340000,False,94.0,247.0,1,right,D. Finney-Smith 26' 3PT  (3 PTS) (A. Reaves 1 AST),"[1627827, 1630559]",1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,26.43,Made,,,,,3.0,A. Reaves,1630559.0,1.0,,,,,,,,
37,PT08M26.00S,2025-03-24T23:15:01.9Z,1,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612753,5,10,2025-03-24T23:15:13Z,360000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Banchero 2 FT),"[1629637, 1631094]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1193.0,,,,,,,,,,,,1.0,0.0,Banchero,1631094.0,,,,
39,PT08M26.00S,2025-03-24T23:15:37.4Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,6,10,2025-03-24T23:15:37Z,380000,False,,,0,,P. Banchero Free Throw 1 of 2 (6 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
40,PT08M26.00S,2025-03-24T23:16:01.2Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,7,10,2025-03-24T23:16:01Z,390000,False,,,0,,P. Banchero Free Throw 2 of 2 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
41,PT08M05.00S,2025-03-24T23:16:23.4Z,1,REGULAR,2pt,Hook,[],2544,86.15308804204993,66.66666666666666,1610612747,7,10,2025-03-24T23:16:35Z,400000,False,83.0,78.0,1,right,MISS L. James 11' driving Hook,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Mid-Range,8-16 Right,,,11.39,Missed,,,,,,,,,,,,,,,,
42,PT08M02.00S,2025-03-24T23:16:26.4Z,1,REGULAR,rebound,defensive,[],202709,,,1610612753,7,10,2025-03-24T23:16:35Z,410000,False,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Mid-Range,8-16 Right,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,
43,PT07M57.00S,2025-03-24T23:16:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631094,8.360709592641262,51.71568627450981,1610612753,9,10,2025-03-24T23:16:40Z,420000,False,-9.0,26.0,1,left,P. Banchero running Layup (9 PTS) (C. Joseph 1 AST),"[1631094, 202709]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,2.75,Made,,,,,9.0,C. Joseph,202709.0,1.0,,,,,,,,
45,PT07M51.00S,2025-03-24T23:16:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,89.70105124835742,55.63725490196079,1610612747,9,12,2025-03-24T23:17:34Z,440000,False,28.0,44.0,1,right,L. James driving Layup (2 PTS) (A. Reaves 2 AST),"[2544, 1630559]",1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,5.25,Made,,,,,2.0,A. Reaves,1630559.0,2.0,,,,,,,,
46,PT07M45.00S,2025-03-24T23:16:44.3Z,1,REGULAR,3pt,Jump Shot,[],1628976,6.1268068331143235,96.81372549019608,1610612753,9,12,2025-03-24T23:16:51Z,450000,False,-234.0,5.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,23.42,Missed,,,,,,,,,,,,,,,,
47,PT07M45.00S,2025-03-24T23:16:44.3Z,1,REGULAR,rebound,offensive,[],203484,,,1610612753,9,12,2025-03-24T23:16:51Z,460000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,,,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,
48,PT07M36.00S,2025-03-24T23:16:52.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203484,5.338370565045992,98.0392156862745,1610612753,12,12,2025-03-24T23:16:56Z,470000,False,-240.0,-2.0,1,left,K. Caldwell-Pope 24' 3PT  (3 PTS) (C. Joseph 2 AST),"[203484, 202709]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,,,24.02,Made,,,,,3.0,C. Joseph,202709.0,2.0,,,,,,,,
50,PT07M20.00S,2025-03-24T23:17:08.1Z,1,REGULAR,3pt,Jump Shot,[],2544,67.23061760840999,33.33333333333333,1610612747,12,12,2025-03-24T23:17:16Z,490000,False,-83.0,256.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,26.87,Missed,,,,,,,,,,,,,,,,
51,PT07M15.00S,2025-03-24T23:17:13.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,12,12,2025-03-24T23:20:50Z,500000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,
52,PT07M06.00S,2025-03-24T23:17:22.0Z,1,REGULAR,3pt,Jump Shot,[],202709,9.543363994743759,4.6568627450980395,1610612753,12,12,2025-03-24T23:17:26Z,510000,False,227.0,37.0,1,left,MISS C. Joseph 3PT,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Right Corner 3,24+ Right,,,22.97,Missed,,,,,,,,,,,,,,,,
53,PT07M02.00S,2025-03-24T23:17:26.0Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,12,12,2025-03-24T23:17:26Z,520000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,
55,PT06M57.00S,2025-03-24T23:17:32.8Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612747,12,12,2025-03-24T23:17:44Z,530000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Reaves 2 FT),"[203484, 1630559]",1610612753.0,ORL,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,1193.0,,,,,,,,,,,,1.0,0.0,Reaves,1630559.0,,,,
57,PT06M57.00S,2025-03-24T23:17:47.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,12,12,2025-03-24T23:17:47Z,550000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M57.00S,2025-03-24T23:19:18.0Z,1,REGULAR,substitution,out,[],1630532,,,1610612747,12,12,2025-03-24T23:20:29Z,560000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2025-03-24T23:19:18.0Z,1,REGULAR,substitution,in,[],1631216,,,1610612747,12,12,2025-03-24T23:20:29Z,570000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M57.00S,2025-03-24T23:20:51.9Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,12,12,2025-03-24T23:20:51Z,580000,False,,,0,,MISS A. Reaves Free Throw 1 of 2,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
61,PT06M57.00S,2025-03-24T23:20:51.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,12,12,2025-03-24T23:20:51Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,
62,PT06M57.00S,2025-03-24T23:21:06.0Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,12,13,2025-03-24T23:21:06Z,600000,False,,,0,,A. Reaves Free Throw 2 of 2 (6 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
63,PT06M42.00S,2025-03-24T23:21:23.4Z,1,REGULAR,2pt,Jump Shot,[],1631094,5.338370565045992,80.3921568627451,1610612753,14,13,2025-03-24T23:21:31Z,610000,False,-152.0,-2.0,1,left,P. Banchero 15' step back Jump Shot (11 PTS) (C. Houstan 1 AST),"[1631094, 1631216]",1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,15.2,Made,,,,,11.0,C. Houstan,1631216.0,1.0,,,,,,,,
65,PT06M25.00S,2025-03-24T23:21:39.9Z,1,REGULAR,2pt,Jump Shot,[],1629029,77.87450722733246,58.82352941176471,1610612747,14,15,2025-03-24T23:22:10Z,630000,False,44.0,155.0,1,right,L. Dončić 16' pullup Jump Shot (2 PTS),[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Center,,,16.16,Made,,,,,2.0,,,,,,,,,,,
66,PT06M04.00S,2025-03-24T23:22:01.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,7.178055190538765,54.65686274509803,1610612753,16,15,2025-03-24T23:22:27Z,640000,False,-23.0,15.0,1,left,W. Carter Jr. driving DUNK (2 PTS) (K. Caldwell-Pope 1 AST),"[1628976, 203484]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,2.77,Made,,,,,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,
68,PT05M48.00S,2025-03-24T23:22:21.6Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612747,16,15,2025-03-24T23:22:30Z,660000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Dončić 2 FT),"[1628976, 1629029]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,1627962.0,,,,,,,,,,,,1.0,0.0,Dončić,1629029.0,,,,
70,PT05M48.00S,2025-03-24T23:22:53.1Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,16,16,2025-03-24T23:22:53Z,680000,False,,,0,,L. Dončić Free Throw 1 of 2 (3 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
71,PT05M48.00S,2025-03-24T23:22:53.7Z,1,REGULAR,substitution,out,[],2544,,,1610612747,16,16,2025-03-24T23:22:58Z,690000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M48.00S,2025-03-24T23:22:53.7Z,1,REGULAR,substitution,in,[],1630692,,,1610612747,16,16,2025-03-24T23:22:58Z,700000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M48.00S,2025-03-24T23:23:15.8Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,16,17,2025-03-24T23:23:15Z,710000,False,,,0,,L. Dončić Free Throw 2 of 2 (4 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
74,PT05M32.00S,2025-03-24T23:23:33.2Z,1,REGULAR,3pt,Jump Shot,[],1631216,34.37910643889619,33.82352941176471,1610612753,16,17,2025-03-24T23:23:38Z,720000,False,81.0,271.0,1,left,MISS C. Houstan 28' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Center,,,28.25,Missed,,,,,,,,,,,,,,,,
75,PT05M30.00S,2025-03-24T23:23:35.1Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,16,17,2025-03-24T23:23:35Z,730000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,74.0,2.0,1.0,1.0,,,,,,,,,,,,
76,PT05M29.00S,2025-03-24T23:23:35.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628976,10.200394218134035,53.67647058823529,1610612753,16,17,2025-03-24T23:23:59Z,740000,False,-18.0,43.0,1,left,MISS W. Carter Jr. putback Layup - blocked,"[1628976, 1629637]",1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,4.71,Missed,,,,,,,,,,,,,Hayes,1629637.0,,
77,PT05M29.00S,2025-03-24T23:23:35.7Z,1,REGULAR,block,,[],1629637,,,1610612753,16,17,2025-03-24T23:23:38Z,750000,False,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M29.00S,2025-03-24T23:23:35.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,16,17,2025-03-24T23:23:43Z,760000,False,,,0,,L. Dončić REBOUND (Off:0 Def:2),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,
79,PT05M22.00S,2025-03-24T23:23:52.0Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1631216,,,1610612747,16,17,2025-03-24T23:23:58Z,770000,False,,,0,,C. Houstan shooting personal FOUL (1 PF) (Dončić 3 FT),"[1631216, 1629029]",1610612753.0,ORL,shooting,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,1193.0,,,,,,,,,,,,1.0,0.0,Dončić,1629029.0,,,,
81,PT05M22.00S,2025-03-24T23:24:17.3Z,1,REGULAR,freethrow,1 of 3,['fastbreak'],1629029,,,1610612747,16,18,2025-03-24T23:25:06Z,790000,False,,,0,,L. Dončić Free Throw 1 of 3 (5 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
82,PT05M22.00S,2025-03-24T23:24:17.3Z,1,REGULAR,freethrow,2 of 3,['fastbreak'],1629029,,,1610612747,16,19,2025-03-24T23:25:06Z,800000,False,,,0,,L. Dončić Free Throw 2 of 3 (6 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
83,PT05M22.00S,2025-03-24T23:24:38.4Z,1,REGULAR,substitution,out,[],202709,,,1610612747,16,19,2025-03-24T23:24:50Z,810000,False,,,0,,SUB out: C. Joseph,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M22.00S,2025-03-24T23:24:38.4Z,1,REGULAR,substitution,out,[],1629637,,,1610612747,16,19,2025-03-24T23:24:50Z,820000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
