actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
37,PT08M20.00S,2021-10-25T23:14:28.9Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203471,76.5604467805519,40.68627450980392,1610612738,11,7,2021-10-25T23:14:39Z,370000,-47.0,168.0,1,right,D. Schroder 17' Jump Shot (5 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,17.42,Made,5.0,,,,,,,,,,,,,,,,,
38,PT08M09.00S,2021-10-25T23:14:43.2Z,1,REGULAR,foul,offensive,[],1630163,,,1610612766,11,7,2021-10-25T23:15:00Z,380000,,,0,,L. Ball charge offensive FOUL (1 PF),"[1630163, 203471]",1610612766.0,CHA,charge,,,Ball,L. Ball,,,,,,,,,,,202901.0,,,,,,,,1.0,0.0,Schroder,203471.0,,
40,PT08M09.00S,2021-10-25T23:14:43.2Z,1,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,11,7,2021-10-25T23:14:43Z,400000,,,0,,L. Ball offensive foul TURNOVER (1 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,202901.0,1.0,,,,,,,,,,,,
41,PT08M01.00S,2021-10-25T23:15:07.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,67.88764783180025,31.127450980392158,1610612738,11,7,2021-10-25T23:15:13Z,410000,-94.0,249.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,
42,PT07M58.00S,2021-10-25T23:15:10.4Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,11,7,2021-10-25T23:15:13Z,420000,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,
43,PT07M49.00S,2021-10-25T23:15:19.4Z,1,REGULAR,3pt,Jump Shot,[],1630163,32.53942181340342,70.34313725490196,1610612766,14,7,2021-10-25T23:15:23Z,430000,-102.0,253.0,1,left,L. Ball 27' 3PT  (6 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,27.3,Made,6.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,
45,PT07M30.00S,2021-10-25T23:15:37.2Z,1,REGULAR,3pt,Jump Shot,[],203471,93.38042049934296,4.166666666666666,1610612738,14,7,2021-10-25T23:15:41Z,450000,-229.0,10.0,1,right,MISS D. Schroder 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
46,PT07M28.00S,2021-10-25T23:15:39.2Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,14,7,2021-10-25T23:15:41Z,460000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,
47,PT07M14.00S,2021-10-25T23:15:56.4Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612766,14,7,2021-10-25T23:16:11Z,470000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Hayward 2 FT),"[1629057, 202330]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,202901.0,,,,,,,,1.0,0.0,Hayward,202330.0,,
49,PT07M14.00S,2021-10-25T23:16:20.5Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,14,7,2021-10-25T23:16:20Z,490000,,,0,,MISS G. Hayward Free Throw 1 of 2,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT07M14.00S,2021-10-25T23:16:20.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,14,7,2021-10-25T23:16:20Z,500000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,
52,PT07M14.00S,2021-10-25T23:16:36.3Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,15,7,2021-10-25T23:16:36Z,510000,,,0,,G. Hayward Free Throw 2 of 2 (1 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
53,PT07M02.00S,2021-10-25T23:16:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.43166885676742,52.69607843137255,1610612738,15,9,2021-10-25T23:16:59Z,520000,13.0,0.0,1,right,J. Brown cutting Layup (2 PTS) (R. Williams III 1 AST),"[1627759, 1629057]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,1.35,Made,2.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,
55,PT06M54.00S,2021-10-25T23:16:59.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.389618922470433,50.0,1610612766,17,9,2021-10-25T23:17:04Z,540000,0.0,8.0,1,left,M. Plumlee alley-oop DUNK (4 PTS) (L. Ball 3 AST),"[203486, 1630163]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,0.76,Made,4.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,
57,PT06M38.00S,2021-10-25T23:17:15.3Z,1,REGULAR,3pt,Jump Shot,[],203471,68.28186596583443,60.5392156862745,1610612738,17,12,2021-10-25T23:17:23Z,560000,53.0,246.0,1,right,D. Schroder 25' 3PT  (8 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.13,Made,8.0,,,,,,,,,,,,,,,,,
58,PT06M25.00S,2021-10-25T23:17:28.1Z,1,REGULAR,3pt,Jump Shot,[],1628970,28.07161629434954,76.7156862745098,1610612766,17,12,2021-10-25T23:17:32Z,570000,-134.0,211.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,
59,PT06M23.00S,2021-10-25T23:17:30.1Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,17,12,2021-10-25T23:17:32Z,580000,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,
60,PT06M19.00S,2021-10-25T23:17:34.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203471,92.06636005256242,78.67647058823529,1610612738,17,12,2021-10-25T23:17:42Z,590000,143.0,22.0,1,right,MISS D. Schroder 14' fadeaway Shot,[203471],1610612738.0,BOS,fadeaway,,,Schroder,D. Schroder,,,,,14.51,Missed,,,,,,,,,,,,,,,,,,
61,PT06M15.00S,2021-10-25T23:17:38.8Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,17,12,2021-10-25T23:17:42Z,600000,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,60.0,3.0,3.0,0.0,,,,,,
62,PT06M07.00S,2021-10-25T23:17:46.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,34.11629434954008,48.77450980392157,1610612766,17,12,2021-10-25T23:17:53Z,610000,6.0,268.0,1,left,MISS L. Ball 26' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,26.83,Missed,,,,,,,,,,,,,,,,,,
63,PT06M04.00S,2021-10-25T23:17:49.8Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,17,12,2021-10-25T23:17:53Z,620000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,62.0,2.0,1.0,1.0,,,,,,
64,PT05M58.00S,2021-10-25T23:17:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.46057818659659,44.85294117647059,1610612738,17,12,2021-10-25T23:26:08Z,630000,-26.0,18.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.16,Missed,,,,,,,,,,,,,,,,,,
65,PT05M58.00S,2021-10-25T23:17:55.3Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,17,12,2021-10-25T23:18:02Z,640000,,,0,,M. Plumlee REBOUND (Off:0 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,64.0,4.0,4.0,0.0,,,,,,
66,PT05M58.00S,2021-10-25T23:18:03.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,17,12,2021-10-25T23:18:03Z,650000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M58.00S,2021-10-25T23:18:04.6Z,1,REGULAR,substitution,out,[],202330,,,1610612766,17,12,2021-10-25T23:21:04Z,660000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M58.00S,2021-10-25T23:18:04.6Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,17,12,2021-10-25T23:21:04Z,670000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M58.00S,2021-10-25T23:18:04.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612766,17,12,2021-10-25T23:21:04Z,680000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M58.00S,2021-10-25T23:18:04.6Z,1,REGULAR,substitution,out,[],203935,,,1610612766,17,12,2021-10-25T23:21:04Z,690000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M58.00S,2021-10-25T23:18:04.6Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,17,12,2021-10-25T23:21:04Z,700000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M58.00S,2021-10-25T23:18:04.6Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,17,12,2021-10-25T23:21:04Z,710000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M58.00S,2021-10-25T23:18:04.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612766,17,12,2021-10-25T23:21:04Z,720000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M58.00S,2021-10-25T23:18:04.6Z,1,REGULAR,substitution,in,[],1626196,,,1610612766,17,12,2021-10-25T23:21:04Z,730000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M47.00S,2021-10-25T23:21:14.7Z,1,REGULAR,foul,personal,[],1629684,,,1610612766,17,12,2021-10-25T23:21:26Z,740000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 203486]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,2004.0,,,,,,,,1.0,0.0,Plumlee,203486.0,,
77,PT05M32.00S,2021-10-25T23:21:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,6.258212877792378,45.588235294117645,1610612766,19,12,2021-10-25T23:22:34Z,760000,22.0,6.0,1,left,M. Plumlee Layup (6 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,2.3,Made,6.0,,,,,,,,,,,,,,,,,
78,PT05M20.00S,2021-10-25T23:22:08.9Z,1,REGULAR,foul,personal,[],1630163,,,1610612738,19,12,2021-10-25T23:22:15Z,770000,,,0,,L. Ball personal FOUL (2 PF),"[1630163, 1627759]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,202901.0,,,,,,,,2.0,0.0,Brown,1627759.0,,
80,PT05M20.00S,2021-10-25T23:22:17.5Z,1,REGULAR,substitution,out,[],1630163,,,1610612738,19,12,2021-10-25T23:22:28Z,790000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M20.00S,2021-10-25T23:22:17.5Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,19,12,2021-10-25T23:22:28Z,800000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M20.00S,2021-10-25T23:22:17.5Z,1,REGULAR,substitution,out,[],203471,,,1610612738,19,12,2021-10-25T23:22:28Z,810000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M20.00S,2021-10-25T23:22:17.5Z,1,REGULAR,substitution,in,[],202397,,,1610612738,19,12,2021-10-25T23:22:28Z,820000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M20.00S,2021-10-25T23:22:17.5Z,1,REGULAR,substitution,in,[],203953,,,1610612738,19,12,2021-10-25T23:22:28Z,830000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M20.00S,2021-10-25T23:22:17.5Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,19,12,2021-10-25T23:22:28Z,840000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2021-10-25T23:22:49.5Z,1,REGULAR,3pt,Jump Shot,[],1630202,69.99014454664915,22.54901960784314,1610612738,19,12,2021-10-25T23:22:57Z,850000,-137.0,230.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,
87,PT05M03.00S,2021-10-25T23:22:52.5Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,19,12,2021-10-25T23:30:51Z,860000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,86.0,1.0,0.0,1.0,,,,,,
88,PT05M03.00S,2021-10-25T23:22:57.9Z,1,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,19,12,2021-10-25T23:23:07Z,870000,,,0,,P. Pritchard step out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,step,,,Pritchard,P. Pritchard,,,,,,,,,,,2004.0,1.0,,,,,,,,,,,,
89,PT04M51.00S,2021-10-25T23:23:13.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,28.728646517739815,20.098039215686274,1610612766,22,12,2021-10-25T23:23:18Z,880000,150.0,218.0,1,left,K. Oubre Jr. 26' 3PT  (6 PTS) (M. Plumlee 2 AST),"[1626162, 203486]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.39,Made,6.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,
91,PT04M32.00S,2021-10-25T23:23:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.9060446780552,43.38235294117647,1610612738,22,14,2021-10-25T23:23:36Z,900000,-33.0,5.0,1,right,J. Brown driving Layup (4 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.34,Made,4.0,,,,,,,,,,,,,,,,,
92,PT04M16.00S,2021-10-25T23:23:48.4Z,1,REGULAR,3pt,Jump Shot,[],1626162,30.305519053876477,29.411764705882355,1610612766,25,14,2021-10-25T23:30:02Z,910000,103.0,232.0,1,left,K. Oubre Jr. 25' 3PT  (9 PTS) (I. Smith 1 AST),"[1626162, 202397]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.42,Made,9.0,I. Smith,202397.0,1.0,,,,,,,,,,,,,,
