actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
179,PT10M57.00S,2022-02-26T00:40:21.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,91.14651773981603,49.26470588235294,1610612766,32,24,2022-02-26T00:40:25Z,1750000,-4.0,31.0,1,right,L. Ball floating Jump Shot (7 PTS) (M. Harrell 2 AST),"[1630163, 1626149]",1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,3.09,Made,,,,,,,,,7.0,M. Harrell,1626149.0,2.0,,,,,,
181,PT10M48.00S,2022-02-26T00:40:30.0Z,2,REGULAR,3pt,Jump Shot,[],1630173,6.258212877792378,95.34313725490196,1610612761,32,24,2022-02-26T00:40:35Z,1770000,-227.0,6.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,
182,PT10M45.00S,2022-02-26T00:40:33.0Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612766,32,24,2022-02-26T00:40:35Z,1780000,,,0,,M. Harrell REBOUND (Off:2 Def:2),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,181.0,4.0,2.0,2.0,,,,,,,,,,,,,,
183,PT10M36.00S,2022-02-26T00:40:42.4Z,2,REGULAR,3pt,Jump Shot,[],1630163,73.53810775295663,83.57843137254902,1610612766,35,24,2022-02-26T00:40:47Z,1790000,168.0,196.0,1,right,L. Ball 25' 3PT  (10 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.82,Made,,,,,,,,,10.0,,,,,,,,,
184,PT10M17.00S,2022-02-26T00:41:01.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,6.389618922470433,50.245098039215684,1610612761,35,26,2022-02-26T00:41:06Z,1800000,-1.0,8.0,1,left,F. VanVleet driving Layup (5 PTS),[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,0.77,Made,,,,,,,,,5.0,,,,,,,,,
216,PT09M58.00S,2022-02-26T00:41:10.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,91.40932982917214,49.754901960784316,1610612766,35,26,2022-02-26T00:46:22Z,1805000,-1.0,28.0,1,right,MISS L. Ball reverse Layup,[1630163],1610612766.0,CHA,reverse,,,Ball,L. Ball,,,,,2.83,Missed,,,,,,,,,,,,,,,,,,
217,PT09M58.00S,2022-02-26T00:41:10.9Z,2,REGULAR,rebound,offensive,[],1630163,,,1610612766,35,26,2022-02-26T00:45:30Z,1807500,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,216.0,3.0,2.0,1.0,,,,,,,,,,,,,,
185,PT09M58.00S,2022-02-26T00:41:20.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630163,91.93495400788436,50.0,1610612766,35,26,2022-02-26T00:46:15Z,1810000,0.0,23.0,1,right,MISS L. Ball tip Layup,[1630163],1610612766.0,CHA,tip,,,Ball,L. Ball,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,
186,PT09M56.00S,2022-02-26T00:41:22.2Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,35,26,2022-02-26T00:41:26Z,1820000,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,185.0,3.0,2.0,1.0,,,,,,,,,,,,,,
187,PT09M52.00S,2022-02-26T00:41:26.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,26.757555847568987,82.1078431372549,1610612761,35,29,2022-02-26T00:41:33Z,1830000,-161.0,199.0,1,left,F. VanVleet 25' 3PT  (8 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,25.57,Made,,,,,,,,,8.0,,,,,,,,,
188,PT09M35.00S,2022-02-26T00:41:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,92.19776609724047,55.14705882352941,1610612766,37,29,2022-02-26T00:41:54Z,1840000,26.0,21.0,1,right,M. Harrell Layup (8 PTS) (P. Washington 1 AST),"[1626149, 1629023]",1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,3.31,Made,,,,,,,,,8.0,P. Washington,1629023.0,1.0,,,,,,
190,PT09M35.00S,2022-02-26T00:41:48.1Z,2,REGULAR,foul,personal,['1freethrow'],1627832,,,1610612766,37,29,2022-02-26T00:46:15Z,1860000,,,0,,F. VanVleet shooting personal FOUL (2 PF) (Harrell 1 FT),"[1627832, 1626149]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,,,,200833.0,,,,,,,,2.0,0.0,Harrell,1626149.0,,
192,PT09M35.00S,2022-02-26T00:42:00.2Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,37,29,2022-02-26T00:42:37Z,1880000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M35.00S,2022-02-26T00:42:00.2Z,2,REGULAR,substitution,out,[],1630163,,,1610612766,37,29,2022-02-26T00:42:37Z,1890000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M35.00S,2022-02-26T00:42:00.2Z,2,REGULAR,substitution,out,[],1630173,,,1610612766,37,29,2022-02-26T00:42:37Z,1900000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M35.00S,2022-02-26T00:42:00.2Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,37,29,2022-02-26T00:42:37Z,1910000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M35.00S,2022-02-26T00:42:00.2Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,37,29,2022-02-26T00:42:37Z,1920000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M35.00S,2022-02-26T00:42:00.2Z,2,REGULAR,substitution,in,[],1630567,,,1610612766,37,29,2022-02-26T00:42:37Z,1930000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M35.00S,2022-02-26T00:42:33.9Z,2,REGULAR,freethrow,1 of 1,[],1626149,,,1610612766,37,29,2022-02-26T00:44:23Z,1940000,,,0,,MISS M. Harrell Free Throw 1 of 1,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,
199,PT09M35.00S,2022-02-26T00:42:33.9Z,2,REGULAR,rebound,offensive,[],1628970,,,1610612766,37,29,2022-02-26T00:42:48Z,1950000,,,0,,M. Bridges REBOUND (Off:2 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,198.0,3.0,1.0,2.0,,,,,,,,,,,,,,
200,PT09M35.00S,2022-02-26T00:42:38.0Z,2,REGULAR,turnover,LaneViolation,[],1628970,,,1610612766,37,29,2022-02-26T00:43:18Z,1960000,,,0,,M. Bridges LaneViolation TURNOVER (1 TO),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,1.0,,,,,,,,,,,,
201,PT09M35.00S,2022-02-26T00:42:54.6Z,2,REGULAR,substitution,out,[],1626149,,,1610612761,37,29,2022-02-26T00:42:56Z,1970000,,,0,,SUB out: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M35.00S,2022-02-26T00:42:54.6Z,2,REGULAR,substitution,in,[],203486,,,1610612761,37,29,2022-02-26T00:42:56Z,1980000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M23.00S,2022-02-26T00:42:58.4Z,2,REGULAR,turnover,bad pass,[],201152,,,1610612761,37,29,2022-02-26T00:43:22Z,1990000,,,0,,T. Young bad pass TURNOVER (2 TO),"[201152, 1629023]",1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,2.0,Washington,1629023.0,,,,,,,,,,
204,PT09M23.00S,2022-02-26T00:42:58.4Z,2,REGULAR,steal,,[],1629023,,,1610612766,37,29,2022-02-26T00:43:00Z,2000000,,,0,,P. Washington STEAL (2 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M20.00S,2022-02-26T00:43:02.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629023,94.03745072273325,48.529411764705884,1610612766,39,29,2022-02-26T00:43:26Z,2010000,-7.0,4.0,1,right,P. Washington DUNK (2 PTS) (M. Bridges 4 AST),"[1629023, 1628970]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,0.82,Made,,,,,,,,,2.0,M. Bridges,1628970.0,4.0,,,,,,
207,PT08M52.00S,2022-02-26T00:43:30.3Z,2,REGULAR,3pt,Jump Shot,[],1627832,33.196452036793694,59.068627450980394,1610612761,39,29,2022-02-26T00:43:35Z,2030000,-45.0,260.0,1,left,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,
208,PT08M49.00S,2022-02-26T00:43:33.3Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,39,29,2022-02-26T00:43:35Z,2040000,,,0,,M. Bridges REBOUND (Off:2 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,207.0,4.0,2.0,2.0,,,,,,,,,,,,,,
209,PT08M46.00S,2022-02-26T00:43:35.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,66.5735873850197,42.40196078431372,1610612766,42,29,2022-02-26T00:43:40Z,2050000,-38.0,262.0,1,right,T. Rozier 26' 3PT  (10 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,26.44,Made,,,,,,,,,10.0,,,,,,,,,
210,PT08M29.00S,2022-02-26T00:43:52.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,9.674770039421814,51.225490196078425,1610612761,42,29,2022-02-26T00:43:59Z,2060000,-6.0,38.0,1,left,MISS P. Siakam Layup - blocked,"[1627783, 1628970]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,3.89,Missed,,,,,,,,,,,,,,,,,Bridges,1628970.0
211,PT08M29.00S,2022-02-26T00:43:52.6Z,2,REGULAR,block,,[],1628970,,,1610612761,42,29,2022-02-26T00:43:54Z,2070000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M27.00S,2022-02-26T00:43:54.6Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,42,29,2022-02-26T00:43:59Z,2080000,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,210.0,1.0,1.0,0.0,,,,,,,,,,,,,,
213,PT08M18.00S,2022-02-26T00:44:03.8Z,2,REGULAR,3pt,Jump Shot,[],1629023,76.69185282522996,90.44117647058823,1610612766,45,29,2022-02-26T00:44:07Z,2090000,202.0,167.0,1,right,P. Washington 26' 3PT  (5 PTS) (J. Thor 1 AST),"[1629023, 1630550]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.2,Made,,,,,,,,,5.0,J. Thor,1630550.0,1.0,,,,,,
215,PT08M17.00S,2022-02-26T00:44:23.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,45,29,2022-02-26T00:44:23Z,2110000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M17.00S,2022-02-26T00:46:25.2Z,2,REGULAR,substitution,out,[],201152,,,1610612761,45,29,2022-02-26T00:46:51Z,2120000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M17.00S,2022-02-26T00:46:25.2Z,2,REGULAR,substitution,out,[],1630625,,,1610612761,45,29,2022-02-26T00:46:51Z,2130000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M17.00S,2022-02-26T00:46:25.2Z,2,REGULAR,substitution,in,[],1629018,,,1610612761,45,29,2022-02-26T00:46:51Z,2140000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M17.00S,2022-02-26T00:46:25.2Z,2,REGULAR,substitution,in,[],203920,,,1610612761,45,29,2022-02-26T00:46:51Z,2150000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M57.00S,2022-02-26T00:47:24.2Z,2,REGULAR,3pt,Jump Shot,[],1630567,33.98488830486202,53.92156862745098,1610612761,45,29,2022-02-26T00:47:28Z,2160000,-20.0,267.0,1,left,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,
223,PT07M54.00S,2022-02-26T00:47:27.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,45,29,2022-02-26T00:47:28Z,2170000,,,0,,M. Bridges REBOUND (Off:2 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,222.0,5.0,3.0,2.0,,,,,,,,,,,,,,
224,PT07M47.00S,2022-02-26T00:47:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.46057818659659,50.98039215686274,1610612766,47,29,2022-02-26T00:47:38Z,2180000,5.0,18.0,1,right,T. Rozier driving Layup (12 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,1.9,Made,,,,,,,,,12.0,,,,,,,,,
225,PT07M29.00S,2022-02-26T00:47:54.0Z,2,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612761,47,29,2022-02-26T00:48:00Z,2190000,,,0,,J. Thor shooting personal FOUL (1 PF) (Birch 2 FT),"[1630550, 203920]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,,,,,,,200833.0,,,,,,,,1.0,0.0,Birch,203920.0,,
227,PT07M29.00S,2022-02-26T00:48:18.3Z,2,REGULAR,freethrow,1 of 2,[],203920,,,1610612761,47,29,2022-02-26T00:48:18Z,2210000,,,0,,MISS K. Birch Free Throw 1 of 2,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,Missed,,,,,,,,,,,,,,,,,,
228,PT07M29.00S,2022-02-26T00:48:18.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,47,29,2022-02-26T00:48:18Z,2220000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,
229,PT07M29.00S,2022-02-26T00:48:19.1Z,2,REGULAR,substitution,out,[],1630550,,,1610612761,47,29,2022-02-26T00:48:23Z,2230000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M29.00S,2022-02-26T00:48:19.1Z,2,REGULAR,substitution,in,[],1626162,,,1610612761,47,29,2022-02-26T00:48:23Z,2240000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M29.00S,2022-02-26T00:48:34.8Z,2,REGULAR,freethrow,2 of 2,[],203920,,,1610612761,47,30,2022-02-26T00:48:34Z,2250000,,,0,,K. Birch Free Throw 2 of 2 (1 PTS),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
232,PT07M16.00S,2022-02-26T00:48:49.0Z,2,REGULAR,3pt,Jump Shot,[],1629023,95.3515111695138,4.411764705882353,1610612766,50,30,2022-02-26T00:48:53Z,2260000,-228.0,-9.0,1,right,P. Washington 3PT  (8 PTS) (M. Bridges 5 AST),"[1629023, 1628970]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,22.81,Made,,,,,,,,,8.0,M. Bridges,1628970.0,5.0,,,,,,
234,PT07M01.00S,2022-02-26T00:49:03.0Z,2,REGULAR,3pt,Jump Shot,[],1629018,31.09395532194481,63.725490196078425,1610612761,50,33,2022-02-26T00:49:08Z,2280000,-69.0,240.0,1,left,G. Trent Jr. 24' 3PT pullup (9 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,24.94,Made,,,,,,,,,9.0,,,,,,,,,
235,PT06M48.00S,2022-02-26T00:49:18.5Z,2,REGULAR,foul,personal,['2freethrow'],203920,,,1610612766,50,33,2022-02-26T00:49:27Z,2290000,,,0,,K. Birch shooting personal FOUL (2 PF) (Plumlee 2 FT),"[203920, 203486]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,200833.0,,,,,,,,2.0,0.0,Plumlee,203486.0,,
237,PT06M48.00S,2022-02-26T00:49:42.2Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,50,33,2022-02-26T00:50:08Z,2310000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,
238,PT06M48.00S,2022-02-26T00:49:42.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,50,33,2022-02-26T00:50:08Z,2320000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,237.0,,,,,,,,,,,,,,,,,
239,PT06M48.00S,2022-02-26T00:49:42.2Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,50,33,2022-02-26T00:50:08Z,2330000,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT06M48.00S,2022-02-26T00:49:42.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,50,33,2022-02-26T00:50:08Z,2340000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,
241,PT06M48.00S,2022-02-26T00:50:12.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,50,33,2022-02-26T00:50:12Z,2350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M29.00S,2022-02-26T00:50:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203920,6.389618922470433,50.98039215686274,1610612761,50,33,2022-02-26T00:50:33Z,2360000,-5.0,8.0,1,left,MISS K. Birch cutting Layup,[203920],1610612761.0,TOR,cutting,,,Birch,K. Birch,,,,,0.9,Missed,,,,,,,,,,,,,,,,,,
243,PT06M27.00S,2022-02-26T00:50:31.3Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,50,33,2022-02-26T00:50:33Z,2370000,,,0,,M. Bridges REBOUND (Off:2 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,242.0,6.0,4.0,2.0,,,,,,,,,,,,,,
244,PT06M22.00S,2022-02-26T00:50:36.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,73.40670170827858,82.59803921568627,1610612766,50,33,2022-02-26T00:50:41Z,2380000,163.0,197.0,1,right,MISS P. Washington 25' pullup 3PT,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,
245,PT06M19.00S,2022-02-26T00:50:39.8Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,50,33,2022-02-26T00:50:41Z,2390000,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,244.0,2.0,2.0,0.0,,,,,,,,,,,,,,
246,PT06M14.00S,2022-02-26T00:50:44.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630567,8.886333771353483,48.529411764705884,1610612761,50,35,2022-02-26T00:50:49Z,2400000,7.0,31.0,1,left,S. Barnes floating Jump Shot (6 PTS),[1630567],1610612761.0,TOR,floating,,,Barnes,S. Barnes,,,,,3.19,Made,,,,,,,,,6.0,,,,,,,,,
247,PT06M13.00S,2022-02-26T00:50:48.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,50,35,2022-02-26T00:50:48Z,2410000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M13.00S,2022-02-26T00:52:52.9Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,50,35,2022-02-26T00:53:29Z,2420000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M13.00S,2022-02-26T00:52:52.9Z,2,REGULAR,substitution,in,[],1630550,,,1610612766,50,35,2022-02-26T00:53:29Z,2430000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M57.00S,2022-02-26T00:53:54.1Z,2,REGULAR,3pt,Jump Shot,[],1626162,92.9862023653088,96.32352941176471,1610612766,53,35,2022-02-26T00:53:58Z,2440000,232.0,13.0,1,right,K. Oubre Jr. 3PT  (8 PTS) (T. Rozier 3 AST),"[1626162, 1626179]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.2,Made,,,,,,,,,8.0,T. Rozier,1626179.0,3.0,,,,,,
253,PT05M40.00S,2022-02-26T00:54:11.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,14.931011826544022,50.49019607843137,1610612761,53,35,2022-02-26T00:54:18Z,2460000,-2.0,88.0,1,left,MISS P. Siakam 8' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,8.79,Missed,,,,,,,,,,,,,,,,,,
254,PT05M37.00S,2022-02-26T00:54:15.1Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,53,35,2022-02-26T00:54:15Z,2470000,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,253.0,3.0,2.0,1.0,,,,,,,,,,,,,,
255,PT05M36.00S,2022-02-26T00:54:15.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,7.30946123521682,50.245098039215684,1610612761,53,37,2022-02-26T01:06:10Z,2480000,-1.0,16.0,1,left,S. Barnes putback Layup (8 PTS),[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,1.62,Made,,,,,,,,,8.0,,,,,,,,,
256,PT05M19.00S,2022-02-26T00:54:32.5Z,2,REGULAR,3pt,Jump Shot,[],1626162,74.58935611038108,86.27450980392157,1610612766,53,37,2022-02-26T00:54:36Z,2490000,181.0,186.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,
257,PT05M16.00S,2022-02-26T00:54:35.5Z,2,REGULAR,rebound,defensive,[],203920,,,1610612761,53,37,2022-02-26T00:54:36Z,2500000,,,0,,K. Birch REBOUND (Off:2 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,256.0,3.0,1.0,2.0,,,,,,,,,,,,,,
258,PT05M00.00S,2022-02-26T00:54:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,5.863994743758213,52.20588235294118,1610612761,53,39,2022-02-26T00:54:56Z,2510000,-11.0,3.0,1,left,S. Barnes Layup (10 PTS) (P. Siakam 2 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,1.13,Made,,,,,,,,,10.0,P. Siakam,1627783.0,2.0,,,,,,
259,PT04M43.00S,2022-02-26T00:55:09.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630550,92.85479632063075,48.28431372549019,1610612766,55,39,2022-02-26T00:55:13Z,2520000,-9.0,15.0,1,right,J. Thor cutting DUNK (2 PTS) (T. Rozier 4 AST),"[1630550, 1626179]",1610612766.0,CHA,cutting,,,Thor,J. Thor,,,,,1.7,Made,,,,,,,,,2.0,T. Rozier,1626179.0,4.0,,,,,,
261,PT04M24.00S,2022-02-26T00:55:27.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,5.995400788436268,48.28431372549019,1610612761,55,39,2022-02-26T00:55:31Z,2540000,9.0,4.0,1,left,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,0.94,Missed,,,,,,,,,,,,,,,,,,
262,PT04M22.00S,2022-02-26T00:55:29.5Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,55,39,2022-02-26T00:55:31Z,2550000,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,261.0,5.0,3.0,2.0,,,,,,,,,,,,,,
263,PT04M07.00S,2022-02-26T00:55:44.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,80.6340341655716,36.27450980392157,1610612766,55,39,2022-02-26T00:55:48Z,2560000,-69.0,130.0,1,right,MISS T. Rozier 14' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,14.65,Missed,,,,,,,,,,,,,,,,,,
264,PT04M05.00S,2022-02-26T00:55:46.7Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612761,55,39,2022-02-26T00:55:48Z,2570000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,263.0,2.0,2.0,0.0,,,,,,,,,,,,,,
