actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
265,PT04M14.00S,2022-03-21T23:54:07.9Z,2,REGULAR,foul,personal,[],1628998,,,1610612740,38,40,2022-03-21T23:54:26Z,2590000,,,0,,C. Martin personal FOUL (2 PF),"[1628998, 1626195]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Hernangomez,1626195.0,
267,PT04M00.00S,2022-03-21T23:54:33.3Z,2,REGULAR,2pt,Jump Shot,[],1626195,85.10183968462549,74.50980392156863,1610612740,38,40,2022-03-21T23:54:42Z,2610000,123.0,88.0,1,right,MISS W. Hernangomez 15' Jump Shot,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,15.05,Missed,,,,,,,,,,,,,,,,,,,
268,PT03M58.00S,2022-03-21T23:54:35.3Z,2,REGULAR,rebound,offensive,[],1630631,,,1610612740,38,40,2022-03-21T23:54:35Z,2620000,,,0,,J. Alvarado REBOUND (Off:1 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,267.0,1.0,0.0,1.0,,,,,,,,,,,
269,PT03M46.00S,2022-03-21T23:54:46.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,91.80354796320631,51.225490196078425,1610612740,38,42,2022-03-21T23:56:17Z,2630000,6.0,25.0,1,right,W. Hernangomez cutting finger roll Layup (8 PTS) (C. McCollum 4 AST),"[1626195, 203468]",1610612740.0,NOP,cutting finger roll,,,Hernangomez,W. Hernangomez,,,,,2.52,Made,8.0,C. McCollum,203468.0,4.0,,,,,,,,,,,,,,,
271,PT03M26.00S,2022-03-21T23:55:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.5722733245729295,51.225490196078425,1610612766,38,42,2022-03-21T23:56:48Z,2650000,-6.0,19.0,1,left,MISS M. Bridges driving reverse Layup,[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,1.97,Missed,,,,,,,,,,,,,,,,,,,
272,PT03M26.00S,2022-03-21T23:55:06.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,38,42,2022-03-21T23:55:23Z,2660000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,271.0,,,,,,,,,,,,,,
273,PT03M26.00S,2022-03-21T23:55:11.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,38,42,2022-03-21T23:55:11Z,2670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M26.00S,2022-03-21T23:55:14.6Z,2,REGULAR,substitution,out,[],203486,,,1610612740,38,42,2022-03-21T23:55:26Z,2680000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M26.00S,2022-03-21T23:55:14.6Z,2,REGULAR,substitution,in,[],1630163,,,1610612740,38,42,2022-03-21T23:55:26Z,2690000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M00.00S,2022-03-21T23:55:54.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,90.75229960578186,45.09803921568628,1610612740,38,42,2022-03-21T23:56:00Z,2700000,-25.0,34.0,1,right,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,4.22,Missed,,,,,,,,,,,,,,,,,,,
277,PT02M55.00S,2022-03-21T23:55:59.7Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,38,42,2022-03-21T23:56:39Z,2710000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,276.0,3.0,3.0,0.0,,,,,,,,,,,
280,PT02M53.00S,2022-03-21T23:56:05.4Z,2,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,38,42,2022-03-21T23:56:10Z,2740000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,,,,,,,,,,,,,1.0,,,1627961.0,,,,,
281,PT02M36.00S,2022-03-21T23:56:26.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203468,73.14388961892247,50.73529411764706,1610612740,38,42,2022-03-21T23:59:10Z,2750000,4.0,200.0,1,right,MISS C. McCollum 19' step back Shot,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,19.99,Missed,,,,,,,,,,,,,,,,,,,
282,PT02M30.00S,2022-03-21T23:56:31.2Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,38,42,2022-03-21T23:56:31Z,2760000,,,0,,W. Hernangomez REBOUND (Off:1 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,281.0,2.0,1.0,1.0,,,,,,,,,,,
283,PT02M30.00S,2022-03-21T23:56:31.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626195,94.40999984741211,50.0,1610612740,38,42,2022-03-21T23:56:31Z,2770000,0.0,0.0,1,right,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
284,PT02M29.00S,2022-03-21T23:56:32.7Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612740,38,42,2022-03-21T23:56:32Z,2780000,,,0,,J. Hayes REBOUND (Off:2 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,283.0,4.0,2.0,2.0,,,,,,,,,,,
285,PT02M26.00S,2022-03-21T23:56:36.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630631,92.59198423127464,46.07843137254902,1610612740,38,42,2022-03-22T00:00:13Z,2790000,-20.0,17.0,1,right,MISS J. Alvarado driving Layup - blocked,"[1630631, 1629023]",1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,2.6,Missed,,,,,,,,,Washington,1629023.0,,,,,,,,,
286,PT02M26.00S,2022-03-21T23:56:36.0Z,2,REGULAR,block,,[],1629023,,,1610612740,38,42,2022-03-21T23:56:38Z,2800000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M26.00S,2022-03-21T23:56:36.0Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,38,42,2022-03-21T23:56:50Z,2810000,,,0,,W. Hernangomez REBOUND (Off:2 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,285.0,3.0,1.0,2.0,,,,,,,,,,,
288,PT02M26.00S,2022-03-21T23:56:45.6Z,2,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612740,38,42,2022-03-21T23:57:03Z,2820000,,,0,,L. Ball shooting personal FOUL (1 PF) (Hernangomez 2 FT),"[1630163, 1626195]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Hernangomez,1626195.0,
290,PT02M26.00S,2022-03-21T23:57:13.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626195,,,1610612740,38,43,2022-03-21T23:57:13Z,2840000,,,0,,W. Hernangomez Free Throw 1 of 2 (9 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
291,PT02M26.00S,2022-03-21T23:57:13.5Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626195,,,1610612740,38,43,2022-03-21T23:57:37Z,2850000,,,0,,MISS W. Hernangomez Free Throw 2 of 2,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Missed,,,,,,,,,,,,,,,,,,,
292,PT02M23.00S,2022-03-21T23:57:16.5Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,38,43,2022-03-21T23:57:37Z,2860000,,,0,,C. Martin REBOUND (Off:0 Def:4),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,291.0,4.0,4.0,0.0,,,,,,,,,,,
293,PT02M07.00S,2022-03-21T23:57:55.8Z,2,REGULAR,foul,personal,[],1630631,,,1610612766,38,43,2022-03-21T23:58:06Z,2870000,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 1626179]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Rozier,1626179.0,
295,PT01M54.00S,2022-03-21T23:58:29.2Z,2,REGULAR,3pt,Jump Shot,[],1628970,8.09789750328515,94.85294117647058,1610612766,38,43,2022-03-21T23:58:34Z,2890000,-224.0,24.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
296,PT01M51.00S,2022-03-21T23:58:32.2Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,38,43,2022-03-21T23:58:34Z,2900000,,,0,,W. Hernangomez REBOUND (Off:2 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,295.0,4.0,2.0,2.0,,,,,,,,,,,
297,PT01M43.00S,2022-03-21T23:58:41.1Z,2,REGULAR,3pt,Jump Shot,[],203468,66.70499342969777,39.950980392156865,1610612740,38,43,2022-03-21T23:58:47Z,2910000,-50.0,260.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,,
298,PT01M40.00S,2022-03-21T23:58:44.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,38,43,2022-03-21T23:58:47Z,2920000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,
299,PT01M40.00S,2022-03-21T23:58:48.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,38,43,2022-03-21T23:58:48Z,2930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M25.00S,2022-03-21T23:59:07.9Z,2,REGULAR,turnover,lost ball,[],1628970,,,1610612766,38,43,2022-03-21T23:59:12Z,2940000,,,0,,M. Bridges lost ball TURNOVER (2 TO),"[1628970, 1626195]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,2.0,Hernangomez,1626195.0,,,,,,
301,PT01M25.00S,2022-03-21T23:59:07.9Z,2,REGULAR,steal,,[],1626195,,,1610612740,38,43,2022-03-21T23:59:10Z,2950000,,,0,,W. Hernangomez STEAL (1 STL),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M22.00S,2022-03-21T23:59:17.1Z,2,REGULAR,foul,personal,[],1626179,,,1610612740,38,43,2022-03-21T23:59:37Z,2960000,,,0,,T. Rozier take personal FOUL (1 PF),"[1626179, 203468]",1610612766.0,CHA,take,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,McCollum,203468.0,
304,PT01M12.00S,2022-03-21T23:59:39.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203468,81.42247043363994,68.62745098039215,1610612740,38,45,2022-03-22T00:02:35Z,2980000,93.0,122.0,1,right,C. McCollum 15' step back Jump Shot (10 PTS),[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,15.35,Made,10.0,,,,,,,,,,,,,,,,,,
305,PT00M56.90S,2022-03-21T23:59:56.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,12.434296977660972,44.85294117647059,1610612766,40,45,2022-03-22T00:00:00Z,2990000,26.0,64.0,1,left,T. Rozier 6' floating Jump Shot (7 PTS) (C. Martin 3 AST),"[1626179, 1628998]",1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,6.93,Made,7.0,C. Martin,1628998.0,3.0,,,,,,,,,,,,,,,
306,PT00M32.40S,2022-03-22T00:00:22.3Z,2,REGULAR,turnover,bad pass,[],203468,,,1610612740,40,45,2022-03-22T00:00:27Z,3000000,,,0,,C. McCollum bad pass TURNOVER (2 TO),"[203468, 1629023]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,2.0,Washington,1629023.0,,,,,,
307,PT00M32.40S,2022-03-22T00:00:22.3Z,2,REGULAR,steal,,[],1629023,,,1610612766,40,45,2022-03-22T00:00:24Z,3010000,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M29.60S,2022-03-22T00:00:25.1Z,2,REGULAR,turnover,bad pass,[],1628998,,,1610612766,40,45,2022-03-22T00:00:30Z,3020000,,,0,,C. Martin bad pass TURNOVER (2 TO),"[1628998, 1630529]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,2.0,Jones,1630529.0,,,,,,
309,PT00M29.60S,2022-03-22T00:00:25.1Z,2,REGULAR,steal,,[],1630529,,,1610612740,40,45,2022-03-22T00:00:28Z,3030000,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M28.90S,2022-03-22T00:00:32.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628998,,,1610612740,40,45,2022-03-22T00:00:47Z,3040000,,,0,,C. Martin personal FOUL (3 PF) (Jones 2 FT),"[1628998, 1630529]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,Jones,1630529.0,
312,PT00M28.90S,2022-03-22T00:00:56.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630529,,,1610612740,40,46,2022-03-22T00:00:56Z,3060000,,,0,,H. Jones Free Throw 1 of 2 (1 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
313,PT00M28.90S,2022-03-22T00:00:59.0Z,2,REGULAR,substitution,out,[],1628998,,,1610612740,40,46,2022-03-22T00:01:08Z,3070000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M28.90S,2022-03-22T00:00:59.0Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,40,46,2022-03-22T00:01:08Z,3080000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M28.90S,2022-03-22T00:00:59.0Z,2,REGULAR,substitution,in,[],202738,,,1610612740,40,46,2022-03-22T00:01:08Z,3090000,,,0,,SUB in: I. Thomas,[202738],1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M28.90S,2022-03-22T00:00:59.0Z,2,REGULAR,substitution,in,[],1630230,,,1610612740,40,46,2022-03-22T00:01:08Z,3100000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M28.90S,2022-03-22T00:01:20.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630529,,,1610612740,40,47,2022-03-22T00:01:20Z,3110000,,,0,,H. Jones Free Throw 2 of 2 (2 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
318,PT00M06.30S,2022-03-22T00:01:43.7Z,2,REGULAR,3pt,Jump Shot,[],1626179,5.863994743758213,1.9607843137254901,1610612766,43,47,2022-03-22T00:01:48Z,3120000,240.0,3.0,1,left,T. Rozier 24' 3PT  (10 PTS) (P. Washington 3 AST),"[1626179, 1629023]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.02,Made,10.0,P. Washington,1629023.0,3.0,,,,,,,,,,,,,,,
320,PT00M00.00S,2022-03-22T00:01:53.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629637,92.59198423127464,47.05882352941176,1610612740,43,49,2022-03-22T00:02:00Z,3140000,-15.0,17.0,1,right,J. Hayes Layup (2 PTS) (N. Marshall 1 AST),"[1629637, 1630230]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,2.25,Made,2.0,N. Marshall,1630230.0,1.0,,,,,,,,,,,,,,,
322,PT00M00.00S,2022-03-22T00:02:00.4Z,2,REGULAR,period,end,[],0,,,1610612766,43,49,2022-03-22T00:02:00Z,3160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2022-03-22T00:13:36.7Z,3,REGULAR,substitution,out,['startperiod'],202738,,,1610612766,43,49,2022-03-22T00:17:22Z,3170000,,,0,,SUB out: I. Thomas,[202738],1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2022-03-22T00:13:36.7Z,3,REGULAR,substitution,out,['startperiod'],1630631,,,1610612766,43,49,2022-03-22T00:17:22Z,3180000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2022-03-22T00:13:36.7Z,3,REGULAR,substitution,out,['startperiod'],1630230,,,1610612766,43,49,2022-03-22T00:17:22Z,3190000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2022-03-22T00:13:36.7Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,43,49,2022-03-22T00:17:22Z,3200000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2022-03-22T00:13:36.7Z,3,REGULAR,substitution,in,['startperiod'],1628984,,,1610612766,43,49,2022-03-22T00:17:22Z,3210000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-03-22T00:13:36.7Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612766,43,49,2022-03-22T00:17:22Z,3220000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-03-22T00:17:14.8Z,3,REGULAR,period,start,[],0,,,1610612766,43,49,2022-03-22T00:17:22Z,3230000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT11M44.00S,2022-03-22T00:17:29.4Z,3,REGULAR,3pt,Jump Shot,[],1630163,70.64717477003943,21.07843137254902,1610612766,43,49,2022-03-22T00:17:36Z,3240000,-145.0,223.0,1,right,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
332,PT11M42.00S,2022-03-22T00:17:31.4Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612740,43,49,2022-03-22T00:17:36Z,3250000,,,0,,J. Hayes REBOUND (Off:2 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,331.0,5.0,3.0,2.0,,,,,,,,,,,
333,PT11M23.00S,2022-03-22T00:17:50.0Z,3,REGULAR,3pt,Jump Shot,[],1630529,5.601182654402102,96.56862745098039,1610612740,43,52,2022-03-22T00:18:08Z,3260000,-233.0,0.0,1,left,H. Jones 3PT  (5 PTS) (C. McCollum 5 AST),"[1630529, 203468]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,23.28,Made,5.0,C. McCollum,203468.0,5.0,,,,,,,,,,,,,,,
335,PT11M04.00S,2022-03-22T00:18:09.5Z,3,REGULAR,3pt,Jump Shot,[],1626179,92.06636005256242,3.9215686274509802,1610612766,43,52,2022-03-22T00:18:15Z,3280000,-230.0,22.0,1,right,MISS T. Rozier 3PT - blocked,"[1626179, 1629637]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.15,Missed,,,,,,,,,Hayes,1629637.0,,,,,,,,,
336,PT11M04.00S,2022-03-22T00:18:09.5Z,3,REGULAR,block,,[],1629637,,,1610612766,43,52,2022-03-22T00:18:12Z,3290000,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M01.00S,2022-03-22T00:18:12.5Z,3,REGULAR,rebound,offensive,[],1629023,,,1610612766,43,52,2022-03-22T00:18:15Z,3300000,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,335.0,2.0,1.0,1.0,,,,,,,,,,,
338,PT10M57.00S,2022-03-22T00:18:16.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,73.14388961892247,81.37254901960785,1610612766,43,52,2022-03-22T00:18:20Z,3310000,157.0,200.0,1,right,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.41,Missed,,,,,,,,,,,,,,,,,,,
339,PT10M54.00S,2022-03-22T00:18:19.2Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612740,43,52,2022-03-22T00:18:19Z,3320000,,,0,,J. Hayes REBOUND (Off:2 Def:4),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,338.0,6.0,4.0,2.0,,,,,,,,,,,
340,PT10M43.00S,2022-03-22T00:18:31.1Z,3,REGULAR,3pt,Jump Shot,[],1628984,5.338370565045992,4.166666666666666,1610612740,43,52,2022-03-22T00:19:28Z,3330000,229.0,-2.0,1,left,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
341,PT10M40.00S,2022-03-22T00:18:34.1Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,43,52,2022-03-22T00:18:35Z,3340000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,340.0,2.0,2.0,0.0,,,,,,,,,,,
342,PT10M30.00S,2022-03-22T00:18:44.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,93.64323258869908,50.73529411764706,1610612766,45,52,2022-03-22T00:20:02Z,3350000,4.0,7.0,1,right,M. Plumlee driving DUNK (2 PTS) (P. Washington 4 AST),"[203486, 1629023]",1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,0.82,Made,2.0,P. Washington,1629023.0,4.0,,,,,,,,,,,,,,,
344,PT10M11.00S,2022-03-22T00:19:02.8Z,3,REGULAR,3pt,Jump Shot,[],1629637,3.7614980289093296,95.58823529411765,1610612740,45,52,2022-03-22T00:19:08Z,3370000,-228.0,-17.0,1,left,MISS J. Hayes 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,22.85,Missed,,,,,,,,,,,,,,,,,,,
345,PT10M08.00S,2022-03-22T00:19:05.8Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,45,52,2022-03-22T00:19:08Z,3380000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,344.0,3.0,3.0,0.0,,,,,,,,,,,
346,PT10M04.00S,2022-03-22T00:19:09.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,67.62483574244416,64.4607843137255,1610612766,48,52,2022-03-22T00:20:29Z,3390000,72.0,252.0,1,right,L. Ball 26' 3PT running (8 PTS) (M. Bridges 2 AST),"[1630163, 1628970]",1610612766.0,CHA,running,,,Ball,L. Ball,,,,,26.2,Made,8.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,,,
348,PT09M38.00S,2022-03-22T00:19:35.3Z,3,REGULAR,3pt,Jump Shot,[],203468,27.54599211563732,78.43137254901961,1610612740,48,55,2022-03-22T00:19:39Z,3410000,-142.0,206.0,1,left,C. McCollum 25' 3PT  (13 PTS) (J. Hayes 1 AST),"[203468, 1629637]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,25.06,Made,13.0,J. Hayes,1629637.0,1.0,,,,,,,,,,,,,,,
350,PT09M22.00S,2022-03-22T00:19:59.7Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612766,48,55,2022-03-22T00:20:23Z,3430000,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Plumlee 2 FT),"[202685, 203486]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Plumlee,203486.0,
352,PT09M22.00S,2022-03-22T00:20:24.1Z,3,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,48,55,2022-03-22T00:20:24Z,3450000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
353,PT09M22.00S,2022-03-22T00:20:24.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,48,55,2022-03-22T00:20:24Z,3460000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,
354,PT09M22.00S,2022-03-22T00:20:38.7Z,3,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,49,55,2022-03-22T00:20:38Z,3470000,,,0,,M. Plumlee Free Throw 2 of 2 (3 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
355,PT09M12.00S,2022-03-22T00:20:51.0Z,3,REGULAR,3pt,Jump Shot,[],1628984,32.670827858081466,58.57843137254902,1610612740,49,55,2022-03-22T00:20:56Z,3480000,-43.0,255.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
356,PT09M09.00S,2022-03-22T00:20:54.5Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,49,55,2022-03-22T00:20:54Z,3490000,,,0,,J. Valanciunas REBOUND (Off:3 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,355.0,11.0,8.0,3.0,,,,,,,,,,,
