actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
262,PT08M02.00S,2022-02-13T00:52:28.0Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,24,48,2022-02-13T00:53:46Z,2580000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT08M02.00S,2022-02-13T00:52:28.0Z,2,REGULAR,substitution,in,[],1630533,,,1610612766,24,48,2022-02-13T00:53:46Z,2590000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT08M02.00S,2022-02-13T00:52:28.0Z,2,REGULAR,substitution,in,[],203500,,,1610612766,24,48,2022-02-13T00:53:46Z,2600000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT07M43.00S,2022-02-13T00:54:11.1Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,24,48,2022-02-13T00:54:15Z,2610000,,,0,,L. Ball bad pass TURNOVER (3 TO),"[1630163, 1630217]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,3.0,Bane,1630217.0,,,,,,,,,,,
266,PT07M43.00S,2022-02-13T00:54:11.1Z,2,REGULAR,steal,,[],1630217,,,1610612763,24,48,2022-02-13T00:54:12Z,2620000,,,0,,D. Bane STEAL (3 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT07M40.00S,2022-02-13T00:54:14.2Z,2,REGULAR,turnover,lost ball,[],1630217,,,1610612763,24,48,2022-02-13T00:54:20Z,2630000,,,0,,D. Bane lost ball TURNOVER (3 TO),"[1630217, 203486]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,3.0,Plumlee,203486.0,,,,,,,,,,,
268,PT07M40.00S,2022-02-13T00:54:14.2Z,2,REGULAR,steal,,[],203486,,,1610612766,24,48,2022-02-13T00:54:15Z,2640000,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT07M37.00S,2022-02-13T00:54:17.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630163,8.229303547963205,50.98039215686274,1610612766,24,48,2022-02-13T00:54:23Z,2650000,-5.0,25.0,1,left,MISS L. Ball Layup - blocked,"[1630163, 203500]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,2.54,Missed,,,,,,,,,,,,,,,,,Adams,203500.0,
270,PT07M37.00S,2022-02-13T00:54:17.3Z,2,REGULAR,block,,[],203500,,,1610612766,24,48,2022-02-13T00:54:19Z,2660000,,,0,,S. Adams BLOCK (2 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT07M34.00S,2022-02-13T00:54:20.3Z,2,REGULAR,rebound,offensive,[],1630163,,,1610612766,24,48,2022-02-13T00:54:20Z,2670000,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,269.0,3.0,2.0,1.0,,,,,,,,,,,,,,
272,PT07M27.00S,2022-02-13T00:54:27.3Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628970,28.86005256241787,37.00980392156863,1610612766,24,48,2022-02-13T00:54:32Z,2680000,65.0,219.0,1,left,MISS M. Bridges 22' Jump Shot,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,22.83,Missed,,,,,,,,,,,,,,,,,,,
273,PT07M23.00S,2022-02-13T00:54:31.3Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,24,48,2022-02-13T00:54:32Z,2690000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,272.0,4.0,3.0,1.0,,,,,,,,,,,,,,
274,PT06M59.00S,2022-02-13T00:54:54.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,81.68528252299606,60.5392156862745,1610612763,24,48,2022-02-13T00:56:20Z,2700000,53.0,120.0,1,right,MISS J. Jackson Jr. 13' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,13.08,Missed,,,,,,,,,,,,,,,,,,,
275,PT06M57.00S,2022-02-13T00:54:56.7Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,24,48,2022-02-13T01:11:39Z,2710000,,,0,,S. Adams REBOUND (Off:5 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,274.0,8.0,3.0,5.0,,,,,,,,,,,,,,
373,PT06M57.00S,2022-02-13T00:54:59.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,92.32917214191852,46.07843137254902,1610612763,24,48,2022-02-13T01:12:10Z,2715000,-20.0,20.0,1,right,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,2.77,Missed,,,,,,,,,,,,,,,,,,,
374,PT06M57.00S,2022-02-13T00:54:59.0Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,24,48,2022-02-13T01:12:10Z,2717500,,,0,,T. Rozier REBOUND (Off:2 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,373.0,5.0,3.0,2.0,,,,,,,,,,,,,,
276,PT06M57.00S,2022-02-13T00:55:03.3Z,2,REGULAR,foul,personal,[],203500,,,1610612766,24,48,2022-02-13T01:11:54Z,2720000,,,0,,S. Adams personal FOUL (2 PF),"[203500, 1626179]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,1627964.0,,,,2.0,0.0,Rozier,1626179.0,,,
278,PT06M42.00S,2022-02-13T00:55:29.4Z,2,REGULAR,3pt,Jump Shot,[],1630163,6.915243101182654,95.83333333333334,1610612766,24,48,2022-02-13T00:55:33Z,2740000,-229.0,13.0,1,left,MISS L. Ball 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
279,PT06M39.00S,2022-02-13T00:55:32.4Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,24,48,2022-02-13T00:55:33Z,2750000,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,278.0,3.0,3.0,0.0,,,,,,,,,,,,,,
280,PT06M32.00S,2022-02-13T00:55:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.11760840998686,50.73529411764706,1610612763,24,50,2022-02-13T00:55:45Z,2760000,4.0,12.0,1,right,D. Bane cutting Layup (17 PTS) (S. Adams 2 AST),"[1630217, 203500]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,1.27,Made,17.0,,,,,,,,,S. Adams,203500.0,2.0,,,,,,,
282,PT06M11.00S,2022-02-13T00:56:00.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626179,8.229303547963205,52.69607843137255,1610612766,24,50,2022-02-13T00:56:06Z,2780000,-13.0,25.0,1,left,MISS T. Rozier turnaround Hook,[1626179],1610612766.0,CHA,turnaround,,,Rozier,T. Rozier,,,,,2.83,Missed,,,,,,,,,,,,,,,,,,,
283,PT06M10.00S,2022-02-13T00:56:01.6Z,2,REGULAR,rebound,offensive,[],1626179,,,1610612766,24,50,2022-02-13T00:56:06Z,2790000,,,0,,T. Rozier REBOUND (Off:3 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,282.0,6.0,3.0,3.0,,,,,,,,,,,,,,
284,PT06M10.00S,2022-02-13T00:56:02.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,5.469776609724048,52.450980392156865,1610612766,26,50,2022-02-13T00:56:11Z,2800000,-12.0,-1.0,1,left,T. Rozier Layup (9 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,1.23,Made,9.0,,,,,,,,,,,,,,,,,,
285,PT06M10.00S,2022-02-13T00:56:04.6Z,2,REGULAR,foul,personal,['1freethrow'],203500,,,1610612766,26,50,2022-02-13T00:56:27Z,2810000,,,0,,S. Adams shooting personal FOUL (3 PF) (Rozier 1 FT),"[203500, 1626179]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,,,,,,,,,,,204058.0,,,,3.0,0.0,Rozier,1626179.0,,,
287,PT06M10.00S,2022-02-13T00:56:15.2Z,2,REGULAR,substitution,out,[],1628991,,,1610612766,26,50,2022-02-13T00:56:26Z,2830000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT06M10.00S,2022-02-13T00:56:15.2Z,2,REGULAR,substitution,out,[],1626145,,,1610612766,26,50,2022-02-13T00:56:26Z,2840000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT06M10.00S,2022-02-13T00:56:15.2Z,2,REGULAR,substitution,out,[],1630217,,,1610612766,26,50,2022-02-13T00:56:26Z,2850000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT06M10.00S,2022-02-13T00:56:15.2Z,2,REGULAR,substitution,in,[],203937,,,1610612766,26,50,2022-02-13T00:56:26Z,2860000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT06M10.00S,2022-02-13T00:56:15.2Z,2,REGULAR,substitution,in,[],1629001,,,1610612766,26,50,2022-02-13T00:56:26Z,2870000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT06M10.00S,2022-02-13T00:56:15.2Z,2,REGULAR,substitution,in,[],1629630,,,1610612766,26,50,2022-02-13T00:56:26Z,2880000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT06M10.00S,2022-02-13T00:56:40.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1626179,,,1610612766,26,50,2022-02-13T00:56:42Z,2890000,,,0,,MISS T. Rozier Free Throw 1 of 1,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Missed,,,,,,,,,,,,,,,,,,,
294,PT06M08.00S,2022-02-13T00:56:42.0Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,26,50,2022-02-13T00:56:42Z,2900000,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,293.0,2.0,2.0,0.0,,,,,,,,,,,,,,
295,PT06M05.00S,2022-02-13T00:56:44.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,92.9862023653088,51.225490196078425,1610612763,26,52,2022-02-13T00:56:49Z,2910000,6.0,13.0,1,right,J. Morant driving Layup (8 PTS) (K. Anderson 1 AST),"[1629630, 203937]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,1.47,Made,8.0,,,,,,,,,K. Anderson,203937.0,1.0,,,,,,,
297,PT05M54.00S,2022-02-13T00:56:55.2Z,2,REGULAR,3pt,Jump Shot,[],1630163,31.882391590013142,69.85294117647058,1610612766,26,52,2022-02-13T00:56:59Z,2930000,-99.0,247.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
298,PT05M52.00S,2022-02-13T00:56:57.2Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,26,52,2022-02-13T00:56:59Z,2940000,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,297.0,3.0,3.0,0.0,,,,,,,,,,,,,,
299,PT05M43.00S,2022-02-13T00:57:07.2Z,2,REGULAR,3pt,Jump Shot,[],1629001,66.96780551905388,44.85294117647059,1610612763,26,55,2022-02-13T00:57:11Z,2950000,-26.0,258.0,1,right,D. Melton 25' 3PT  (5 PTS) (S. Adams 3 AST),"[1629001, 203500]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,25.93,Made,5.0,,,,,,,,,S. Adams,203500.0,3.0,,,,,,,
301,PT05M22.00S,2022-02-13T00:57:27.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.258212877792378,43.627450980392155,1610612766,28,55,2022-02-13T00:57:31Z,2970000,32.0,6.0,1,left,M. Bridges driving Layup (2 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,3.25,Made,2.0,,,,,,,,,,,,,,,,,,
302,PT05M07.00S,2022-02-13T00:57:42.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,86.15308804204993,55.63725490196079,1610612763,28,57,2022-02-13T00:58:01Z,2980000,28.0,78.0,1,right,J. Morant 8' pullup Jump Shot (10 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,8.27,Made,10.0,,,,,,,,,,,,,,,,,,
303,PT05M07.00S,2022-02-13T00:58:01.4Z,2,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612763,28,57,2022-02-13T01:02:37Z,2990000,,,0,,M. Bridges away-from-play personal FOUL (2 PF) (Adams 1 FT),"[1628970, 203500]",1610612766.0,CHA,away-from-play,,,Bridges,M. Bridges,,,,,,,,,,,,,,,202058.0,,,,2.0,0.0,Adams,203500.0,,,
306,PT05M07.00S,2022-02-13T00:58:09.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,28,57,2022-02-13T01:01:50Z,3020000,,,0,,TEAM delay-of-game VIOLATION,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,
307,PT05M07.00S,2022-02-13T00:58:10.8Z,2,REGULAR,substitution,out,[],1626162,,,1610612763,28,57,2022-02-13T01:01:50Z,3030000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT05M07.00S,2022-02-13T00:58:10.8Z,2,REGULAR,substitution,in,[],1629023,,,1610612763,28,57,2022-02-13T01:01:50Z,3040000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT05M07.00S,2022-02-13T00:58:29.6Z,2,REGULAR,freethrow,1 of 1,[],203500,,,1610612763,28,58,2022-02-13T01:00:11Z,3045000,,,0,,S. Adams away-from-play Free Throw 1 of 1 (9 PTS),[203500],1610612763.0,MEM,away-from-play,,,Adams,S. Adams,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
319,PT05M07.00S,2022-02-13T00:58:39.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,5.995400788436268,49.01960784313725,1610612766,28,58,2022-02-13T01:01:09Z,3047500,5.0,4.0,1,left,MISS T. Rozier Jump Shot - blocked,"[1626179, 203500]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,0.63,Missed,,,,,,,,,,,,,,,,,Adams,203500.0,
320,PT05M07.00S,2022-02-13T00:58:39.0Z,2,REGULAR,block,,[],203500,,,1610612766,28,58,2022-02-13T01:01:09Z,3048750,,,0,,S. Adams BLOCK (3 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT05M07.00S,2022-02-13T00:58:39.0Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,28,58,2022-02-13T01:01:09Z,3049375,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,319.0,2.0,1.0,1.0,,,,,,,,,,,,,,
309,PT04M52.00S,2022-02-13T00:58:48.4Z,2,REGULAR,turnover,bad pass,[],203486,,,1610612766,28,58,2022-02-13T00:58:56Z,3050000,,,0,,M. Plumlee bad pass TURNOVER (2 TO),"[203486, 1629001]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,2.0,Melton,1629001.0,,,,,,,,,,,
310,PT04M52.00S,2022-02-13T00:58:48.4Z,2,REGULAR,steal,,[],1629001,,,1610612763,28,58,2022-02-13T00:58:54Z,3060000,,,0,,D. Melton STEAL (2 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT04M52.00S,2022-02-13T00:58:57.2Z,2,REGULAR,turnover,bad pass,[],1629001,,,1610612763,28,58,2022-02-13T01:04:31Z,3065000,,,0,,D. Melton bad pass TURNOVER (1 TO),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,1.0,,,,,,,,,,,,,
311,PT04M46.00S,2022-02-13T00:59:06.0Z,2,REGULAR,substitution,out,[],203500,,,1610612766,28,58,2022-02-13T01:04:31Z,3070000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT04M46.00S,2022-02-13T00:59:06.0Z,2,REGULAR,substitution,in,[],1629634,,,1610612766,28,58,2022-02-13T01:04:31Z,3080000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT04M36.00S,2022-02-13T00:59:20.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,32.802233902759525,39.705882352941174,1610612766,28,58,2022-02-13T01:04:31Z,3090000,51.0,256.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
314,PT04M32.00S,2022-02-13T00:59:23.5Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,28,58,2022-02-13T00:59:23Z,3100000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,313.0,2.0,2.0,0.0,,,,,,,,,,,,,,
315,PT04M28.00S,2022-02-13T00:59:28.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,92.85479632063075,51.71568627450981,1610612763,28,60,2022-02-13T01:06:07Z,3110000,9.0,15.0,1,right,B. Clarke alley-oop DUNK (8 PTS) (J. Morant 4 AST),"[1629634, 1629630]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,1.7,Made,8.0,,,,,,,,,J. Morant,1629630.0,4.0,,,,,,,
318,PT04M28.00S,2022-02-13T00:59:33.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612766,28,60,2022-02-13T00:59:33Z,3130000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT04M15.00S,2022-02-13T01:01:12.5Z,2,REGULAR,3pt,Jump Shot,[],1628970,32.276609724047304,34.80392156862745,1610612766,28,60,2022-02-13T01:01:24Z,3140000,76.0,251.0,1,left,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
323,PT04M13.00S,2022-02-13T01:01:14.5Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,28,60,2022-02-13T01:01:24Z,3150000,,,0,,K. Anderson REBOUND (Off:0 Def:4),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,322.0,4.0,4.0,0.0,,,,,,,,,,,,,,
324,PT04M10.00S,2022-02-13T01:01:17.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,93.77463863337714,51.71568627450981,1610612763,28,62,2022-02-13T01:06:49Z,3160000,9.0,6.0,1,right,Z. Williams DUNK (2 PTS) (K. Anderson 2 AST),"[1630533, 203937]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,1.05,Made,2.0,,,,,,,,,K. Anderson,203937.0,2.0,,,,,,,
326,PT04M10.00S,2022-02-13T01:01:20.1Z,2,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612763,28,62,2022-02-13T01:01:28Z,3180000,,,0,,M. Bridges shooting personal FOUL (3 PF) (Williams 1 FT),"[1628970, 1630533]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,204058.0,,,,3.0,0.0,Williams,1630533.0,,,
328,PT04M10.00S,2022-02-13T01:01:50.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630533,,,1610612763,28,62,2022-02-13T01:01:55Z,3200000,,,0,,MISS Z. Williams Free Throw 1 of 1,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
329,PT04M08.00S,2022-02-13T01:01:52.5Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,28,62,2022-02-13T01:01:55Z,3210000,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,328.0,3.0,2.0,1.0,,,,,,,,,,,,,,
330,PT04M01.00S,2022-02-13T01:01:58.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,7.835085413929041,52.69607843137255,1610612766,30,62,2022-02-13T01:02:10Z,3220000,-13.0,21.0,1,left,M. Plumlee DUNK (2 PTS) (L. Ball 1 AST),"[203486, 1630163]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,2.5,Made,2.0,,,,,,,,,L. Ball,1630163.0,1.0,,,,,,,
332,PT03M46.00S,2022-02-13T01:02:13.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.38042049934296,51.71568627450981,1610612763,30,64,2022-02-13T01:02:17Z,3240000,9.0,10.0,1,right,J. Morant cutting Layup (12 PTS) (B. Clarke 1 AST),"[1629630, 1629634]",1610612763.0,MEM,cutting,,,Morant,J. Morant,,,,,1.3,Made,12.0,,,,,,,,,B. Clarke,1629634.0,1.0,,,,,,,
334,PT03M39.00S,2022-02-13T01:02:20.8Z,2,REGULAR,3pt,Jump Shot,[],1630163,13.61695137976347,94.6078431372549,1610612766,33,64,2022-02-13T01:02:24Z,3260000,-223.0,75.0,1,left,L. Ball 3PT  (5 PTS) (T. Rozier 3 AST),"[1630163, 1626179]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,23.54,Made,5.0,,,,,,,,,T. Rozier,1626179.0,3.0,,,,,,,
336,PT03M26.00S,2022-02-13T01:02:33.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203937,89.83245729303549,49.26470588235294,1610612763,33,66,2022-02-13T01:02:38Z,3280000,-4.0,43.0,1,right,K. Anderson driving Hook (2 PTS) (D. Melton 1 AST),"[203937, 1629001]",1610612763.0,MEM,driving,,,Anderson,K. Anderson,,,,,4.33,Made,2.0,,,,,,,,,D. Melton,1629001.0,1.0,,,,,,,
338,PT03M19.00S,2022-02-13T01:02:40.6Z,2,REGULAR,2pt,Jump Shot,[],1630163,20.18725361366623,26.47058823529412,1610612766,33,66,2022-02-13T01:02:44Z,3300000,118.0,137.0,1,left,MISS L. Ball 18' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,18.08,Missed,,,,,,,,,,,,,,,,,,,
339,PT03M16.00S,2022-02-13T01:02:43.6Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,33,66,2022-02-13T01:02:44Z,3310000,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,338.0,3.0,3.0,0.0,,,,,,,,,,,,,,
340,PT03M09.00S,2022-02-13T01:02:53.3Z,2,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612763,33,66,2022-02-13T01:02:59Z,3320000,,,0,,L. Ball shooting personal FOUL (3 PF) (Melton 2 FT),"[1630163, 1629001]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,202058.0,,,,3.0,0.0,Melton,1629001.0,,,
342,PT03M09.00S,2022-02-13T01:03:15.8Z,2,REGULAR,freethrow,1 of 2,[],1629001,,,1610612763,33,67,2022-02-13T01:03:15Z,3340000,,,0,,D. Melton Free Throw 1 of 2 (6 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
343,PT03M09.00S,2022-02-13T01:03:17.8Z,2,REGULAR,substitution,out,[],1630163,,,1610612763,33,67,2022-02-13T01:03:22Z,3350000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT03M09.00S,2022-02-13T01:03:17.8Z,2,REGULAR,substitution,in,[],1630547,,,1610612763,33,67,2022-02-13T01:03:22Z,3360000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT03M09.00S,2022-02-13T01:03:36.1Z,2,REGULAR,freethrow,2 of 2,[],1629001,,,1610612763,33,68,2022-02-13T01:03:36Z,3370000,,,0,,D. Melton Free Throw 2 of 2 (7 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
346,PT03M00.00S,2022-02-13T01:03:48.0Z,2,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612766,33,68,2022-02-13T01:03:59Z,3380000,,,0,,Z. Williams shooting personal FOUL (2 PF) (Bridges 2 FT),"[1630533, 1628970]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,,,,,,,,,,,202058.0,,,,2.0,0.0,Bridges,1628970.0,,,
348,PT03M00.00S,2022-02-13T01:04:12.9Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,34,68,2022-02-13T01:04:12Z,3400000,,,0,,M. Bridges Free Throw 1 of 2 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
349,PT03M00.00S,2022-02-13T01:04:29.6Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,35,68,2022-02-13T01:04:29Z,3410000,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
